Real Det Return,Reward Loss,Running Reverse KL,Running Forward KL,Running Update Time,Running Env Steps,Real Sto Return,Itration
5104.81,-42348.56640625,117.7581,330.7616,96,480000,4504.67,96
4037.72,-44443.03515625,135.3483,333.4922,97,485000,4899.45,97
4450.94,-45502.953125,129.1602,325.4166,98,490000,4656.44,98
4994.22,-49075.37109375,131.0882,333.4279,99,495000,4914.59,99
4608.82,-44612.9609375,132.0356,328.7855,100,500000,4063.87,100
5142.18,-49070.13671875,128.4953,333.2759,101,505000,4317.77,101
4667.3,-48869.97265625,130.5917,327.4738,102,510000,4586.58,102
5051.62,-48014.51171875,131.8885,328.6409,103,515000,4599.89,103
5102.55,-55126.70703125,147.9375,335.8561,104,520000,4420.66,104
5094.82,-50691.62109375,123.2148,327.7544,105,525000,4710.6,105
4909.66,-50193.26953125,123.1743,324.7068,106,530000,4841.85,106
4847.66,-52740.8828125,134.992,338.3901,107,535000,4754.11,107
5159.31,-53509.76953125,126.0184,331.0541,108,540000,4717.37,108
4216.61,-58714.43359375,148.3905,340.6751,109,545000,2756.02,109
4689.81,-53382.0625,121.2294,312.6652,110,550000,4107.17,110
4473.88,-55186.390625,130.5522,328.9088,111,555000,4020.79,111
4149.83,-60140.0234375,137.8694,332.2823,112,560000,4265.59,112
5043.44,-56218.88671875,131.5488,325.2293,113,565000,4752.51,113
4740.42,-59374.11328125,129.3602,331.8127,114,570000,4687.36,114
3587.07,-59595.50390625,126.611,332.2954,115,575000,4499.8,115
4953.51,-61049.55078125,130.4052,333.8075,116,580000,4217.26,116
5097.72,-59184.1328125,123.4682,324.4081,117,585000,4803.04,117
4459.77,-61893.8203125,139.1318,331.252,118,590000,3794.08,118
4391.79,-65520.83203125,137.3578,333.9766,119,595000,4151.2,119
4723.53,-62766.1484375,122.8032,331.0549,120,600000,4422.29,120
2991.87,-65487.73828125,132.3001,336.9759,121,605000,4217.27,121
4923.35,-61448.4453125,140.7257,321.9969,122,610000,4366.04,122
5106.47,-63414.578125,132.3751,321.9601,123,615000,4523.18,123
5051.86,-64167.6015625,130.7857,324.9786,124,620000,4666.61,124
4905.0,-65500.9296875,123.4187,327.4316,125,625000,4241.21,125
5046.78,-65819.3046875,126.5751,325.6398,126,630000,4975.62,126
5030.2,-66852.7421875,130.3525,323.0045,127,635000,4948.37,127
5060.67,-65904.2578125,123.2023,319.5019,128,640000,5040.9,128
5098.68,-68907.6796875,124.4056,326.69,129,645000,4882.5,129
5155.99,-69048.7578125,124.7473,323.4345,130,650000,5040.82,130
4627.57,-68466.4375,122.9608,321.7027,131,655000,4964.4,131
5125.91,-69923.3046875,132.2536,321.7194,132,660000,4949.85,132
4925.37,-71087.09375,133.1124,327.9201,133,665000,4799.51,133
3360.55,-69228.7421875,127.128,321.1144,134,670000,3255.41,134
5090.55,-70980.09375,125.9576,327.438,135,675000,5020.55,135
5080.98,-70373.9609375,123.0242,328.9906,136,680000,4906.51,136
4663.66,-70566.3046875,119.8601,328.2252,137,685000,4708.79,137
5010.98,-72368.34375,114.0372,322.3106,138,690000,5055.36,138
4486.64,-71739.421875,170.3159,347.0095,139,695000,2450.54,139
5040.92,-74835.921875,123.3644,334.2341,140,700000,4904.33,140
5078.71,-72945.484375,119.7959,320.8734,141,705000,5016.84,141
5068.09,-74375.1796875,124.7073,328.4613,142,710000,4508.02,142
5037.71,-74745.875,125.1396,329.3116,143,715000,4942.78,143
4999.43,-76444.515625,128.0375,328.4627,144,720000,4972.85,144
5028.96,-74845.984375,135.9886,327.6338,145,725000,5020.33,145
4980.17,-78312.109375,130.2598,334.6904,146,730000,4791.81,146
5129.35,-77519.328125,138.7951,330.4431,147,735000,4989.98,147
4989.37,-78688.828125,118.7191,338.7103,148,740000,4876.0,148
4556.8,-77757.7265625,123.217,331.8791,149,745000,3477.7,149
4986.74,-79435.8203125,130.7181,334.36,150,750000,4745.9,150
5032.2,-78518.7265625,129.7442,329.4592,151,755000,4769.83,151
5100.33,-79031.65625,130.6311,329.4218,152,760000,4728.12,152
4951.83,-80394.7109375,119.0842,334.0597,153,765000,4821.63,153
5095.25,-79087.9140625,117.1053,327.4604,154,770000,3991.65,154
5104.7,-80757.5625,134.3919,335.0528,155,775000,5030.2,155
5022.78,-78959.53125,123.4398,325.0619,156,780000,4616.34,156
5089.07,-77314.2578125,120.6327,320.9954,157,785000,5024.73,157
5093.37,-80924.2109375,131.566,330.7719,158,790000,4662.0,158
5113.6,-78912.9140625,114.4873,315.5654,159,795000,5097.17,159
4786.24,-79351.8203125,119.4911,322.474,160,800000,4671.75,160
5069.34,-81710.7734375,119.6145,327.3642,161,805000,4827.75,161
4991.45,-79292.6484375,122.4495,324.3654,162,810000,4582.14,162
4952.59,-82241.3203125,116.4778,322.7207,163,815000,4956.22,163
5111.7,-79940.9140625,123.5351,325.3008,164,820000,5022.95,164
5041.84,-83279.703125,120.2822,329.3656,165,825000,4889.52,165
5060.14,-82238.7265625,132.0702,330.7962,166,830000,4688.82,166
5047.71,-82010.1328125,130.7158,330.3445,167,835000,4306.13,167
5049.25,-80975.90625,124.9526,320.6132,168,840000,4786.93,168
5053.84,-79240.59375,147.3496,328.6829,169,845000,3235.97,169
5117.67,-81662.234375,122.482,322.4634,170,850000,5070.19,170
5128.33,-83759.859375,117.7229,322.1757,171,855000,4264.41,171
5160.6,-82075.6640625,119.92,320.229,172,860000,5110.23,172
5107.21,-84592.984375,126.1094,327.1045,173,865000,5106.89,173
5063.41,-85713.125,130.8445,328.7315,174,870000,4805.81,174
5029.44,-84454.4609375,120.0817,323.4189,175,875000,4944.27,175
5116.82,-83771.75,126.4475,325.2512,176,880000,4869.95,176
5092.61,-85367.9609375,129.8035,330.1373,177,885000,5034.95,177
5133.05,-85759.6796875,125.8224,329.6476,178,890000,4854.82,178
5042.51,-85322.71875,125.1311,321.2838,179,895000,5038.35,179
4944.33,-83988.0546875,119.8926,320.6156,180,900000,5066.12,180
5093.78,-86313.140625,119.0027,322.3751,181,905000,4885.27,181
5104.02,-85373.2109375,128.31,327.5887,182,910000,4937.28,182
5046.83,-85762.0078125,119.6534,323.7769,183,915000,4857.29,183
5160.94,-84861.4765625,117.2197,324.83,184,920000,4979.25,184
5086.69,-85989.1796875,119.7439,318.4388,185,925000,5049.1,185
5134.14,-87295.109375,131.6025,328.0118,186,930000,5045.7,186
5080.03,-86995.8671875,123.3597,326.4672,187,935000,4996.55,187
5129.08,-87088.2734375,126.6739,328.6495,188,940000,4975.45,188
4947.31,-87069.2265625,131.6554,329.3285,189,945000,4945.52,189
5014.66,-84957.65625,141.1214,325.7962,190,950000,4219.32,190
5119.03,-83802.8671875,125.0084,320.332,191,955000,4588.83,191
5150.18,-87263.234375,148.959,338.3706,192,960000,4948.41,192
5136.56,-83897.3125,147.6861,334.5414,193,965000,4334.62,193
5141.57,-85851.765625,135.588,327.479,194,970000,5073.2,194
5168.09,-85124.7421875,142.9135,334.9639,195,975000,4827.59,195
5044.19,-88351.890625,133.58,331.9384,196,980000,4973.78,196
5094.81,-88164.984375,137.9947,326.5944,197,985000,4979.51,197
5053.68,-87082.9609375,134.1991,331.5189,198,990000,5061.22,198
5143.17,-88738.9140625,135.796,325.3426,199,995000,5056.08,199
5139.06,-87044.9296875,135.6182,322.0819,200,1000000,5030.9,200
5117.59,-86580.4296875,131.0549,322.5267,201,1005000,4925.66,201
5097.64,-86194.609375,130.8198,321.9605,202,1010000,5005.31,202
5090.36,-87034.03125,132.0493,318.0323,203,1015000,5023.07,203
5097.54,-87719.28125,134.9519,323.5532,204,1020000,4973.35,204
5094.51,-88479.4375,139.0494,328.1375,205,1025000,5052.36,205
5089.44,-88480.4140625,129.2503,322.1228,206,1030000,5041.14,206
5115.13,-88882.296875,122.6304,321.8401,207,1035000,5042.93,207
5104.46,-87253.3203125,112.8355,306.0217,208,1040000,4940.5,208
5119.55,-88809.1171875,124.5961,323.8547,209,1045000,5047.42,209
5094.41,-88802.0,119.9804,318.848,210,1050000,4935.27,210
5104.73,-89370.921875,122.8502,316.604,211,1055000,5064.33,211
4989.96,-90208.6953125,126.3216,323.7185,212,1060000,5037.17,212
3136.0,-89880.6171875,131.9528,327.3558,213,1065000,4811.83,213
5114.03,-90404.34375,126.5126,328.0552,214,1070000,5077.99,214
5030.97,-90902.4296875,138.2119,332.6002,215,1075000,4806.48,215
4281.56,-89694.125,164.9104,345.7333,216,1080000,4464.22,216
5098.27,-89623.9921875,142.5214,328.122,217,1085000,4842.49,217
5182.58,-89976.59375,133.6341,324.48,218,1090000,5079.5,218
5075.07,-89783.78125,130.9409,320.9352,219,1095000,4854.41,219
4637.15,-87476.1171875,131.8428,325.1344,220,1100000,3340.42,220
4577.21,-89526.703125,128.7004,330.9728,221,1105000,4857.34,221
4943.99,-88443.640625,123.1177,322.9708,222,1110000,4305.57,222
4303.96,-84740.109375,135.3785,326.5599,223,1115000,4322.25,223
3748.53,-88240.3046875,125.3675,322.8175,224,1120000,4468.16,224
3615.63,-87376.5078125,145.3865,329.6596,225,1125000,4424.91,225
3172.45,-88472.78125,146.2604,326.8645,226,1130000,4544.69,226
4470.81,-88764.078125,160.2397,332.7773,227,1135000,4202.73,227
473.56,-90773.765625,394.3739,403.9855,228,1140000,485.94,228
4063.75,-79523.3984375,188.3287,344.3006,229,1145000,4535.23,229
4877.44,-86846.4453125,173.3868,337.3218,230,1150000,4599.58,230
5193.23,-89646.6328125,172.6279,330.9687,231,1155000,4801.32,231
4926.33,-82368.5234375,171.5673,323.578,232,1160000,3664.09,232
1277.87,-87776.4765625,221.4843,364.183,233,1165000,2106.49,233
4001.01,-84146.984375,125.517,314.9991,234,1170000,4241.58,234
2653.05,-80461.46875,189.4618,332.2301,235,1175000,2559.45,235
4996.14,-89251.9296875,167.1612,339.7954,236,1180000,3092.2,236
5087.4,-90729.703125,138.2942,332.8784,237,1185000,4502.34,237
865.85,-83669.4921875,283.9338,385.9452,238,1190000,874.58,238
3505.47,-87360.359375,168.0208,349.2055,239,1195000,2359.6,239
1221.68,-86932.1875,289.519,379.235,240,1200000,1373.47,240
4972.8,-90764.4375,133.7581,338.4793,241,1205000,4891.26,241
4966.34,-91438.59375,143.7701,336.5094,242,1210000,4811.46,242
646.66,-90597.6640625,398.6364,437.141,243,1215000,722.55,243
3708.14,-90455.265625,149.3051,343.5092,244,1220000,4460.32,244
5148.83,-91517.796875,141.0638,339.8027,245,1225000,4768.14,245
5106.08,-90676.6015625,153.1239,338.3621,246,1230000,4801.15,246
4056.01,-87392.8515625,169.3456,348.2468,247,1235000,3815.24,247
4871.71,-88590.328125,173.6703,347.1906,248,1240000,4164.79,248
5018.26,-89877.4921875,133.8997,335.4916,249,1245000,4207.53,249
3301.04,-86022.6640625,212.5559,355.8199,250,1250000,3342.13,250
3642.45,-84299.7265625,247.7738,377.835,251,1255000,1848.64,251
4643.34,-89049.53125,183.0141,345.7291,252,1260000,3636.7,252
1134.57,-88327.96875,249.4736,356.663,253,1265000,1472.16,253
4698.72,-90191.890625,162.9359,337.5577,254,1270000,5093.28,254
4799.53,-87663.7890625,142.7774,316.5048,255,1275000,3445.95,255
822.09,-84403.0390625,274.808,393.2524,256,1280000,1111.31,256
4605.01,-89890.3125,203.0331,342.4283,257,1285000,3771.07,257
1366.41,-84465.59375,315.2909,412.8831,258,1290000,1105.21,258
2588.59,-89829.8203125,206.5089,348.7176,259,1295000,3188.61,259
4981.28,-92268.0703125,130.5962,326.5313,260,1300000,4654.0,260
4951.69,-89720.390625,140.5499,326.25,261,1305000,3459.49,261
1093.86,-83354.4453125,286.5966,407.2094,262,1310000,700.21,262
5149.84,-91873.8515625,214.8504,369.9911,263,1315000,3837.64,263
5147.98,-91376.6796875,161.5754,333.8748,264,1320000,4916.84,264
2189.73,-90159.515625,134.4995,319.1613,265,1325000,4325.45,265
991.46,-85873.6640625,313.138,417.8328,266,1330000,708.3,266
3953.79,-90447.671875,182.8946,352.5896,267,1335000,4662.06,267
4395.7,-90932.2109375,141.8081,327.9334,268,1340000,4562.14,268
3330.63,-86588.25,255.0691,380.2231,269,1345000,2587.69,269
4870.6,-92281.46875,148.8137,342.2712,270,1350000,4016.02,270
5040.88,-87112.2109375,166.1351,340.8395,271,1355000,3686.45,271
3845.96,-86463.3671875,145.0723,347.3423,272,1360000,3758.65,272
4614.84,-84229.4140625,158.4743,351.2997,273,1365000,2970.37,273
4858.37,-83604.9765625,169.8749,364.3977,274,1370000,3432.55,274
4219.5,-85346.421875,177.7083,351.5207,275,1375000,2702.77,275
3483.75,-78420.828125,247.9887,376.5679,276,1380000,1531.9,276
2938.77,-80993.6875,240.6568,381.8177,277,1385000,1342.66,277
4097.52,-80350.234375,197.6302,365.3496,278,1390000,2349.59,278
5039.72,-85881.8515625,152.0319,338.207,279,1395000,3847.02,279
3126.94,-88776.609375,233.5354,363.7881,280,1400000,2131.27,280
3165.39,-86115.1015625,204.9463,367.4463,281,1405000,2480.88,281
3550.56,-88561.265625,190.621,357.1465,282,1410000,3949.49,282
3193.14,-80667.125,176.0746,353.7041,283,1415000,3297.42,283
3354.93,-85851.9453125,160.7444,338.8748,284,1420000,4071.6,284
5139.22,-89237.390625,144.5726,336.8028,285,1425000,4267.55,285
5257.16,-91334.296875,169.7304,353.902,286,1430000,4917.79,286
5128.56,-94385.671875,176.5929,356.2454,287,1435000,4819.21,287
4328.71,-89530.8828125,186.1066,363.9908,288,1440000,4283.0,288
5141.74,-94185.0234375,174.3353,362.3856,289,1445000,4313.21,289
5104.89,-95382.7578125,206.3822,394.1867,290,1450000,5065.14,290
3759.74,-84031.46875,219.7944,393.9967,291,1455000,3118.75,291
3751.63,-87483.984375,210.1317,412.0269,292,1460000,4539.13,292
4643.99,-84017.1171875,236.279,418.3425,293,1465000,3251.75,293
4909.02,-95733.3125,233.6435,431.8483,294,1470000,4744.87,294
4246.42,-92438.484375,234.3972,439.6685,295,1475000,3488.89,295
1666.68,-73130.0234375,269.9693,440.3344,296,1480000,2230.11,296
1392.57,-70684.0859375,257.9512,428.7097,297,1485000,1471.46,297
1057.82,-69766.1328125,292.6375,443.336,298,1490000,1663.77,298
2522.35,-84281.46875,223.4075,428.2417,299,1495000,3100.7,299
2368.16,-76658.375,258.9428,442.2656,300,1500000,2180.8,300
1995.66,-76095.8125,268.0845,437.5509,301,1505000,1680.26,301
4213.5,-92214.9453125,242.275,457.2798,302,1510000,4319.72,302
1994.35,-78397.890625,282.1123,452.5633,303,1515000,2168.62,303
4950.5,-93954.46875,237.7393,458.2166,304,1520000,4760.17,304
4617.3,-95015.9765625,205.6478,467.7905,305,1525000,4676.17,305
4545.31,-96041.953125,330.9333,471.0587,306,1530000,3540.0,306
4999.86,-97174.296875,336.6528,496.0532,307,1535000,5005.4,307
3436.47,-90920.4140625,383.107,468.8696,308,1540000,4202.9,308
3832.57,-92361.9140625,266.8018,473.3006,309,1545000,3633.81,309
3598.91,-91016.5703125,361.7817,472.0477,310,1550000,3446.43,310
4668.19,-83153.7578125,218.7987,456.5532,311,1555000,4334.49,311
1859.76,-77197.9921875,232.3173,459.4086,312,1560000,1964.41,312
1954.63,-63548.12890625,236.024,462.1159,313,1565000,1394.47,313
1107.12,-76789.15625,225.0659,464.5644,314,1570000,1051.26,314
3178.85,-78674.9921875,242.5662,470.8545,315,1575000,3072.99,315
2017.56,-76096.8203125,234.9813,463.9367,316,1580000,1822.72,316
539.54,-71907.1484375,298.2627,495.8259,317,1585000,471.79,317
540.15,-75405.578125,280.0567,485.4976,318,1590000,535.24,318
682.94,-73632.0703125,265.2972,461.6632,319,1595000,728.23,319
639.08,-72075.4296875,283.5411,487.4629,320,1600000,601.11,320
3674.67,-89347.03125,222.0777,451.8652,321,1605000,4116.15,321
905.37,-76195.75,239.8161,473.2855,322,1610000,846.48,322
1389.01,-77327.6015625,224.9259,454.3648,323,1615000,1559.41,323
1411.94,-80045.109375,222.2628,445.9129,324,1620000,1334.89,324
3013.19,-88315.09375,214.9546,430.1776,325,1625000,3202.6,325
3507.49,-89381.9609375,213.4576,440.0864,326,1630000,3541.56,326
1671.87,-88062.1171875,210.5481,428.2833,327,1635000,2118.84,327
1418.46,-87238.75,237.9481,463.3187,328,1640000,1281.04,328
2156.32,-80644.0546875,242.3842,436.3258,329,1645000,2039.16,329
2730.71,-88283.9140625,211.4671,432.9067,330,1650000,2476.69,330
1352.01,-82744.8984375,243.4853,449.438,331,1655000,1537.01,331
4342.59,-89834.8515625,264.0999,439.3484,332,1660000,4003.04,332
2337.49,-87584.8671875,205.0211,438.8167,333,1665000,3240.6,333
3952.29,-93312.8984375,221.6975,443.5596,334,1670000,3988.14,334
2906.35,-78415.890625,207.749,449.0754,335,1675000,1525.5,335
2967.12,-87565.4609375,210.8971,452.7475,336,1680000,2424.95,336
1963.77,-84408.171875,242.8919,469.3948,337,1685000,1563.35,337
4504.35,-94562.328125,242.8807,441.1978,338,1690000,4258.3,338
2043.04,-87755.0078125,212.679,467.3191,339,1695000,3135.14,339
4911.67,-94940.296875,301.1091,485.3936,340,1700000,4817.51,340
4794.25,-92318.28125,270.107,482.4502,341,1705000,4680.5,341
2059.75,-88743.1328125,224.8596,471.3018,342,1710000,2301.75,342
1042.34,-85384.8515625,256.0623,482.4448,343,1715000,1018.03,343
1076.6,-83921.5703125,215.5861,474.0866,344,1720000,1052.14,344
1370.29,-82366.453125,260.2389,474.4143,345,1725000,1379.0,345
831.96,-84804.828125,219.5521,483.0526,346,1730000,1129.55,346
1277.12,-85048.6640625,244.5087,482.1196,347,1735000,1079.61,347
1358.13,-84494.125,221.2129,474.5202,348,1740000,1711.84,348
1437.44,-85706.0234375,206.877,473.0636,349,1745000,1895.6,349
1850.62,-85158.3203125,196.9072,463.6944,350,1750000,2103.51,350
1448.07,-86276.921875,229.6874,475.1262,351,1755000,1630.09,351
4666.5,-96524.4921875,191.6612,483.4152,352,1760000,4590.73,352
4983.78,-96832.671875,203.7589,482.7387,353,1765000,4840.46,353
4283.08,-94217.265625,184.7591,463.7371,354,1770000,4371.59,354
4424.64,-95836.453125,217.5229,472.3781,355,1775000,4651.03,355
1771.37,-90756.15625,210.9454,463.0564,356,1780000,1703.92,356
4867.78,-97462.9609375,267.0078,489.8671,357,1785000,4844.56,357
4922.13,-97191.65625,250.2114,491.0718,358,1790000,4918.97,358
4684.97,-97635.609375,275.3001,490.3929,359,1795000,4897.16,359
4936.51,-97251.90625,248.0175,491.0612,360,1800000,4937.7,360
4710.65,-97193.53125,259.5802,489.6441,361,1805000,4908.32,361
4215.43,-96033.6875,276.5703,484.5082,362,1810000,4430.03,362
3401.27,-95251.5859375,241.6052,479.2951,363,1815000,3807.4,363
4769.95,-96274.140625,262.9535,483.6257,364,1820000,4544.7,364
4827.67,-97510.5078125,265.5139,497.3361,365,1825000,4830.53,365
4404.57,-96401.8671875,220.3347,483.3475,366,1830000,4227.02,366
3960.61,-96339.75,233.5049,486.429,367,1835000,3784.39,367
4800.45,-96744.96875,245.1719,478.2325,368,1840000,4551.35,368
4637.93,-97055.0234375,247.4127,489.2701,369,1845000,4646.16,369
4857.06,-97547.5625,234.7873,496.349,370,1850000,4681.97,370
4821.34,-96492.8515625,245.4475,491.475,371,1855000,4829.4,371
4662.82,-97448.578125,260.0569,497.3661,372,1860000,4811.47,372
4917.67,-97845.09375,250.123,492.7871,373,1865000,4917.54,373
4679.06,-97726.0703125,262.0873,496.7186,374,1870000,4624.65,374
4852.2,-97731.703125,274.9786,495.7245,375,1875000,4853.55,375
4179.61,-97109.625,201.3505,482.7853,376,1880000,4487.54,376
4624.8,-97006.640625,264.0308,491.2984,377,1885000,4826.3,377
4648.34,-98092.109375,255.3228,483.2682,378,1890000,4685.69,378
4399.29,-96581.6484375,229.9483,483.8139,379,1895000,4645.59,379
4858.74,-97978.7109375,264.6319,500.067,380,1900000,4859.55,380
4867.1,-98165.828125,252.0604,496.7869,381,1905000,4871.15,381
4936.64,-97849.2578125,276.103,498.8571,382,1910000,4935.07,382
4679.33,-98018.03125,263.4009,500.8401,383,1915000,4880.98,383
4854.96,-98133.9296875,254.2634,499.5982,384,1920000,4589.38,384
4678.94,-98116.40625,275.3911,499.8613,385,1925000,4775.05,385
4819.38,-97890.2734375,309.6912,504.5653,386,1930000,4880.77,386
4706.04,-98116.3828125,263.913,495.861,387,1935000,4928.8,387
4920.76,-97729.0,323.3316,493.2555,388,1940000,4927.11,388
4796.58,-98244.15625,313.1592,499.0967,389,1945000,4905.37,389
4701.41,-97660.4609375,268.1295,489.7475,390,1950000,4425.48,390
4737.29,-98054.453125,303.2269,499.5563,391,1955000,4765.15,391
3043.44,-97374.9765625,313.3147,495.1815,392,1960000,3136.74,392
4426.36,-97882.4921875,312.8231,501.0623,393,1965000,4423.27,393
4394.84,-98010.2578125,275.6428,494.1769,394,1970000,3637.05,394
4404.47,-98141.1328125,278.3676,496.9964,395,1975000,4219.47,395
4799.4,-98276.8515625,292.6135,492.211,396,1980000,4802.67,396
4095.55,-98094.40625,295.1627,498.6012,397,1985000,3347.95,397
4284.11,-97971.59375,285.6782,498.1239,398,1990000,4449.91,398
3996.34,-97765.4609375,260.5585,491.5217,399,1995000,3289.86,399
3678.19,-97961.6953125,259.5063,499.692,400,2000000,3278.91,400
