Real Det Return,Real Sto Return,Running Reverse KL,Running Forward KL,Itration,Running Update Time,Running Env Steps,Reward Loss
8463.48,8068.14,14.9753,147.8722,73,73,365000,-2067.4375
8435.79,8137.61,15.8977,147.704,74,74,370000,-2134.639404296875
8532.29,8158.36,14.956,147.8188,75,75,375000,-2122.2177734375
8629.33,8256.85,15.0047,147.439,76,76,380000,-2137.58740234375
8695.05,8292.7,15.5662,147.9454,77,77,385000,-2276.2060546875
8668.58,8283.52,15.3876,147.88,78,78,390000,-2202.6787109375
8476.21,8248.2,14.9022,147.6733,79,79,395000,-2157.082275390625
8805.55,8466.37,15.2195,147.4245,80,80,400000,-2211.51171875
8924.93,8440.93,14.9624,147.6209,81,81,405000,-2234.97216796875
8698.43,8258.33,15.4749,148.3618,82,82,410000,-2377.404052734375
8781.57,8491.24,15.179,147.4924,83,83,415000,-2219.382568359375
9039.21,8739.56,15.7341,147.3343,84,84,420000,-2242.37109375
9030.15,8382.92,14.86,146.8208,85,85,425000,-2216.182373046875
9126.9,8716.43,15.7962,147.1679,86,86,430000,-2315.490966796875
9283.65,8899.66,15.3679,147.2691,87,87,435000,-2284.2861328125
9269.06,8881.9,15.2644,146.7596,88,88,440000,-2253.206298828125
8980.87,8469.08,15.646,146.7969,89,89,445000,-2310.20458984375
9186.68,8919.09,15.1618,147.1787,90,90,450000,-2324.34326171875
8903.58,8395.28,14.4582,145.0202,91,91,455000,-2364.9990234375
9072.9,8651.84,14.1755,145.5491,92,92,460000,-2334.66357421875
9208.9,8795.91,14.6958,146.1889,93,93,465000,-2299.570556640625
9287.26,8922.82,14.2348,146.4695,94,94,470000,-2272.9921875
9183.04,8857.81,15.488,146.9666,95,95,475000,-2353.977783203125
9483.23,9037.36,14.4754,145.476,96,96,480000,-2200.925048828125
9670.5,9244.81,15.3636,145.7678,97,97,485000,-2367.39404296875
9675.45,9222.02,15.2123,145.6358,98,98,490000,-2360.712646484375
9540.33,9169.64,15.7322,146.5108,99,99,495000,-2456.685546875
9589.52,9173.64,14.7393,144.611,100,100,500000,-2271.724609375
8344.18,7962.08,11.8538,144.251,101,101,505000,-2437.60498046875
5480.53,5129.4,12.9303,152.5318,102,102,510000,-3289.6865234375
7286.68,7257.42,13.0928,147.459,103,103,515000,-2734.62109375
8631.94,8303.21,13.409,146.1489,104,104,520000,-2524.0693359375
8473.3,7896.69,13.4384,146.0622,105,105,525000,-2643.703125
9293.11,8987.93,15.2521,146.1395,106,106,530000,-2480.31787109375
9187.11,8928.65,14.1652,145.9311,107,107,535000,-2422.765380859375
9333.1,8965.79,14.6353,146.3826,108,108,540000,-2735.4912109375
9029.96,8843.11,13.1012,143.7335,109,109,545000,-2322.046875
9588.28,9215.98,13.9856,143.5408,110,110,550000,-2311.733154296875
9274.51,8898.65,14.7567,145.6766,111,111,555000,-2582.430419921875
9106.34,8819.94,14.3102,144.6486,112,112,560000,-2454.153076171875
8994.82,8371.82,14.6058,146.7621,113,113,565000,-3032.2548828125
9254.73,8604.81,14.4116,145.4443,114,114,570000,-2908.35107421875
7044.14,6906.44,13.1986,149.0388,115,115,575000,-3231.548828125
9284.08,9352.93,13.8851,143.896,116,116,580000,-2585.321533203125
6698.51,6861.41,12.5497,146.4767,117,117,585000,-3350.9912109375
9567.38,9162.2,13.2069,144.4866,118,118,590000,-2702.689208984375
9346.11,8856.69,13.052,144.695,119,119,595000,-2628.4990234375
9476.16,9195.32,12.8822,143.9492,120,120,600000,-2538.649169921875
8391.35,8036.48,13.5286,145.4406,121,121,605000,-2969.974609375
9415.02,8986.19,13.4379,143.6408,122,122,610000,-2445.88720703125
8736.5,8637.46,13.9799,144.9604,123,123,615000,-2804.326904296875
9375.46,8731.57,13.7406,144.7041,124,124,620000,-2912.274169921875
9349.59,9024.67,13.5582,144.6622,125,125,625000,-2672.390380859375
9642.2,9296.85,13.0188,142.6017,126,126,630000,-2490.39306640625
9144.08,8768.99,13.4896,144.3647,127,127,635000,-2719.685791015625
9560.41,9047.4,13.0793,144.6536,128,128,640000,-2724.764404296875
9130.32,8247.98,14.7645,145.1208,129,129,645000,-3067.130615234375
10028.81,9650.0,15.2021,144.1593,130,130,650000,-2741.81689453125
9896.3,9470.97,14.4955,143.6913,131,131,655000,-2773.486572265625
9390.29,8968.93,12.9579,143.2847,132,132,660000,-2662.25634765625
9795.36,9449.92,14.3995,143.673,133,133,665000,-2670.76953125
9918.61,9569.48,14.4178,143.0483,134,134,670000,-2646.676513671875
10092.24,9682.23,14.5307,142.8561,135,135,675000,-2773.470947265625
9281.5,9053.29,13.5493,144.4137,136,136,680000,-2943.028076171875
9128.4,10024.96,12.7959,142.16,137,137,685000,-2663.650390625
10151.9,9748.56,13.2927,142.1569,138,138,690000,-2586.390625
9029.54,8938.25,13.5169,144.3545,139,139,695000,-2914.705810546875
9921.11,9443.24,13.0157,142.6015,140,140,700000,-2786.998291015625
8484.44,8154.52,13.3479,146.2526,141,141,705000,-3197.727294921875
10202.13,9579.94,13.7162,142.4294,142,142,710000,-2823.64599609375
7744.03,7364.41,11.4152,142.9161,143,143,715000,-3165.560546875
8740.62,8754.3,11.372,142.4869,144,144,720000,-2824.0673828125
8865.81,7265.57,11.0281,142.927,145,145,725000,-3004.0537109375
9042.01,8619.64,12.784,144.0017,146,146,730000,-3303.30517578125
9367.83,8805.91,12.7049,143.0765,147,147,735000,-2977.755615234375
10262.63,9546.54,13.9355,141.5829,148,148,740000,-2936.59228515625
8737.73,8431.79,13.3699,144.7211,149,149,745000,-3059.79150390625
9562.69,8873.57,12.9701,143.7195,150,150,750000,-2742.1259765625
9993.53,9771.55,13.5046,142.2119,151,151,755000,-2957.7841796875
9698.97,9378.19,13.6845,143.4409,152,152,760000,-2923.072265625
9261.63,9052.06,12.3152,142.5385,153,153,765000,-2916.471923828125
9080.69,7965.09,11.7687,143.115,154,154,770000,-3411.976806640625
9716.35,9188.43,13.1076,144.1126,155,155,775000,-3120.656982421875
10045.44,9299.56,12.0127,141.4489,156,156,780000,-3020.535400390625
10192.51,9837.91,12.6908,141.5303,157,157,785000,-2888.28125
8089.32,8024.6,14.0175,146.0675,158,158,790000,-3317.40283203125
8170.31,8650.75,11.7463,142.1113,159,159,795000,-3229.812255859375
9913.09,8443.93,13.0746,142.0664,160,160,800000,-3130.89794921875
10434.37,9914.09,13.0452,140.8551,161,161,805000,-2968.984375
9488.5,8939.34,12.7112,142.415,162,162,810000,-3146.28662109375
9453.33,9059.74,11.6949,140.745,163,163,815000,-2982.17822265625
10439.6,9932.34,13.5684,141.7326,164,164,820000,-3018.929931640625
10257.8,9939.68,12.7161,139.7683,165,165,825000,-2811.29541015625
10285.78,9999.84,13.5878,142.4453,166,166,830000,-3221.921875
10505.44,10177.17,13.6378,141.6012,167,167,835000,-3049.19189453125
10304.93,9750.9,12.2964,140.3291,168,168,840000,-2993.1884765625
10275.47,9812.49,13.3162,141.6365,169,169,845000,-3181.553466796875
9226.84,9238.81,11.9379,141.859,170,170,850000,-3304.006591796875
10220.41,9807.62,12.7002,142.0625,171,171,855000,-3211.038818359375
10484.41,10117.65,13.8047,141.1577,172,172,860000,-3181.98095703125
9748.06,9449.23,13.3565,142.5583,173,173,865000,-3360.39599609375
10228.42,9645.68,12.7736,141.3339,174,174,870000,-3247.13427734375
9271.66,8832.36,17.3767,140.4596,175,175,875000,-3396.05224609375
10268.79,9793.96,13.6616,141.5727,176,176,880000,-3333.001953125
10223.96,9727.98,11.669,140.8229,177,177,885000,-3041.494384765625
9646.66,9892.02,12.6587,140.5889,178,178,890000,-3261.37255859375
10372.82,9844.2,12.3199,141.0274,179,179,895000,-3181.7724609375
10415.03,9778.99,12.7977,141.3888,180,180,900000,-3257.868896484375
9134.17,9182.75,12.3748,142.0875,181,181,905000,-3623.48486328125
9658.1,9276.39,12.6466,143.7353,182,182,910000,-3824.66455078125
10462.2,9941.59,12.1943,140.8612,183,183,915000,-3363.028076171875
9869.95,9453.59,12.2075,141.3523,184,184,920000,-3511.0732421875
10070.0,9678.71,13.0888,142.2066,185,185,925000,-3760.26904296875
8362.7,7526.58,11.2323,142.5304,186,186,930000,-4009.685546875
10249.62,9722.4,12.5201,141.2301,187,187,935000,-3417.843994140625
10096.85,9535.86,13.1815,140.7461,188,188,940000,-3498.080322265625
10513.06,10021.2,12.8251,140.9384,189,189,945000,-3282.19970703125
9696.97,9572.09,12.6186,142.8597,190,190,950000,-3667.60791015625
9883.14,9648.07,11.9269,139.6952,191,191,955000,-3323.48193359375
10711.48,10383.17,12.2314,139.2879,192,192,960000,-3171.960205078125
10200.56,10050.54,12.9619,140.3508,193,193,965000,-3295.86474609375
10507.99,10130.83,12.0236,140.4747,194,194,970000,-3293.7626953125
10212.5,10163.0,12.9926,140.0944,195,195,975000,-3378.083251953125
10382.3,10199.75,14.0374,139.9417,196,196,980000,-3447.002685546875
10502.72,9865.29,12.9246,140.7228,197,197,985000,-3555.240478515625
10241.38,9992.97,12.8563,140.1748,198,198,990000,-3409.156005859375
10371.69,10055.74,12.0308,139.2552,199,199,995000,-3312.7919921875
8248.46,7797.86,10.2642,142.8683,200,200,1000000,-4691.03466796875
9983.56,9509.91,12.3613,141.2305,201,201,1005000,-3779.41748046875
10077.81,9615.67,12.3178,142.3069,202,202,1010000,-4014.34375
9481.91,8858.78,13.1984,141.0121,203,203,1015000,-4321.46826171875
8358.6,8318.28,11.6146,142.025,204,204,1020000,-4393.00048828125
10415.36,9969.31,13.1733,140.3819,205,205,1025000,-3741.460693359375
10136.63,9679.66,12.2148,138.9943,206,206,1030000,-3620.48291015625
9869.51,9063.97,12.5499,141.5392,207,207,1035000,-4104.52099609375
10098.43,9718.0,16.1979,141.6253,208,208,1040000,-4425.56396484375
10202.36,9386.43,11.8711,140.1766,209,209,1045000,-3767.736328125
7080.3,8168.58,10.6734,142.9072,210,210,1050000,-5336.8974609375
8488.13,7843.03,11.2621,141.51,211,211,1055000,-4413.95068359375
8427.35,8200.8,11.1479,141.6203,212,212,1060000,-4774.18310546875
7772.39,7744.76,11.1656,142.1638,213,213,1065000,-5183.7177734375
7357.64,7793.75,11.8753,143.2263,214,214,1070000,-5188.11474609375
8461.33,7563.27,10.9782,142.6686,215,215,1075000,-4964.57275390625
9129.34,9124.7,12.1723,141.2781,216,216,1080000,-4309.47509765625
9810.07,8933.53,11.8552,142.0349,217,217,1085000,-4307.98095703125
8191.79,7770.62,11.5242,142.8601,218,218,1090000,-5156.72412109375
9842.21,9246.8,11.4621,141.1104,219,219,1095000,-4480.716796875
9686.22,8992.39,11.6596,139.3821,220,220,1100000,-4242.2724609375
8909.3,8140.35,10.5649,141.3772,221,221,1105000,-4817.60791015625
9312.38,8350.13,10.7854,141.1697,222,222,1110000,-4803.298828125
9184.09,9458.38,11.2144,140.7755,223,223,1115000,-4361.66748046875
9456.88,8533.78,10.5347,140.5473,224,224,1120000,-4744.318359375
8126.99,7796.96,11.7113,142.3381,225,225,1125000,-5405.294921875
8620.71,8385.19,11.6388,141.2786,226,226,1130000,-4874.80224609375
7410.13,7760.82,11.1958,142.1681,227,227,1135000,-5398.6201171875
7799.26,7990.29,11.1655,142.1346,228,228,1140000,-5749.22021484375
8699.18,7625.79,10.9193,140.9301,229,229,1145000,-4964.09619140625
7613.42,8420.37,10.7495,141.3234,230,230,1150000,-5071.029296875
9795.73,9492.39,13.7383,140.2983,231,231,1155000,-4737.07958984375
9010.93,8749.82,12.0588,141.1421,232,232,1160000,-4497.90478515625
9577.7,9115.79,11.747,141.6507,233,233,1165000,-4951.98046875
9363.26,8512.59,11.6648,140.6046,234,234,1170000,-4705.35595703125
7377.28,6751.6,10.5265,141.459,235,235,1175000,-5916.10693359375
9923.09,9651.98,12.1243,141.9888,236,236,1180000,-4854.14892578125
10105.62,9263.98,11.7144,139.4469,237,237,1185000,-4312.2646484375
10124.63,9525.54,11.8161,139.9859,238,238,1190000,-4389.78564453125
9901.58,9111.29,11.8702,139.4677,239,239,1195000,-4742.958984375
10141.82,9847.23,12.3102,139.884,240,240,1200000,-4561.34716796875
10341.72,9672.27,11.9952,138.8748,241,241,1205000,-4356.88525390625
10181.14,8745.97,10.7065,140.0132,242,242,1210000,-4908.951171875
9848.71,9454.0,10.991,140.5386,243,243,1215000,-4837.7861328125
9963.13,9490.12,11.0489,140.213,244,244,1220000,-4711.6904296875
10101.01,9486.85,11.9108,139.4661,245,245,1225000,-4673.06396484375
8304.89,8285.05,11.0213,140.8042,246,246,1230000,-5344.3623046875
10630.35,9327.0,12.0579,138.0389,247,247,1235000,-4302.79150390625
9289.11,9138.51,11.4151,141.783,248,248,1240000,-5199.76220703125
10228.69,9539.62,12.1194,139.5992,249,249,1245000,-4848.17041015625
9955.7,9079.08,11.8279,140.5783,250,250,1250000,-4981.87841796875
10467.36,10023.87,12.6205,140.2973,251,251,1255000,-4780.0029296875
10381.2,9985.22,11.5257,138.902,252,252,1260000,-4469.42919921875
9963.54,9289.17,11.5375,139.5706,253,253,1265000,-4889.05859375
9896.73,9508.48,12.9517,141.4287,254,254,1270000,-5134.38134765625
9574.74,9327.65,11.231,140.1213,255,255,1275000,-5081.4609375
8453.5,8594.98,14.9912,142.2846,256,256,1280000,-5146.47412109375
9890.3,9725.32,16.317,141.2864,257,257,1285000,-4862.32666015625
10452.81,9871.48,13.6904,140.277,258,258,1290000,-4524.23681640625
10596.11,10356.67,11.8652,139.6773,259,259,1295000,-4544.666015625
10706.34,10060.3,11.2311,137.9552,260,260,1300000,-4280.32763671875
10700.74,10161.14,11.37,139.0304,261,261,1305000,-4370.59814453125
10219.57,9584.74,11.1212,138.916,262,262,1310000,-4510.75341796875
9220.53,9253.79,10.4288,139.0806,263,263,1315000,-4721.99609375
9932.0,9110.74,10.8329,139.9517,264,264,1320000,-4979.23583984375
10361.89,9509.62,10.0119,138.3323,265,265,1325000,-4835.91650390625
9890.25,9159.86,11.4473,139.7891,266,266,1330000,-4841.21630859375
10448.24,9930.63,10.7648,138.8163,267,267,1335000,-4513.15576171875
9067.47,8595.4,9.7992,139.6031,268,268,1340000,-5093.88720703125
10098.06,9122.09,10.3198,137.6792,269,269,1345000,-4779.83935546875
10356.62,9873.11,11.2072,139.4324,270,270,1350000,-4629.10498046875
10471.75,9972.94,11.2954,138.7236,271,271,1355000,-4657.166015625
9908.82,9225.68,10.4406,139.6191,272,272,1360000,-5116.3427734375
10114.28,9666.33,10.4654,139.2027,273,273,1365000,-5182.06640625
10217.43,9716.47,10.7791,138.3045,274,274,1370000,-4826.17578125
10041.49,9391.08,10.8708,138.1787,275,275,1375000,-5274.42919921875
10366.77,9600.11,10.5203,138.3266,276,276,1380000,-4860.37744140625
9998.18,9969.93,11.2363,139.069,277,277,1385000,-4786.75
10641.18,10025.06,12.1151,138.8434,278,278,1390000,-5148.5517578125
10647.72,10280.13,11.1802,139.3778,279,279,1395000,-4978.84716796875
10676.03,9598.02,10.9227,138.6522,280,280,1400000,-4745.818359375
10469.54,9922.6,11.1046,139.2182,281,281,1405000,-4667.8916015625
9949.05,9845.62,10.8981,138.7703,282,282,1410000,-5040.14892578125
10034.69,9799.87,11.2696,139.6003,283,283,1415000,-4952.8017578125
10428.61,9890.22,11.661,139.2256,284,284,1420000,-4771.44970703125
10414.88,9971.22,11.8849,139.7358,285,285,1425000,-4760.6240234375
10390.15,9641.12,11.2954,140.1537,286,286,1430000,-4997.275390625
9931.8,9383.53,10.8442,140.6382,287,287,1435000,-5240.8818359375
9916.71,9946.54,11.7802,139.7988,288,288,1440000,-5126.9609375
10302.05,9672.96,10.8791,139.402,289,289,1445000,-5102.373046875
10350.64,9752.77,10.8233,140.1801,290,290,1450000,-5251.51171875
10365.13,9772.8,10.3551,139.5628,291,291,1455000,-5267.03759765625
10141.54,9469.8,10.7192,140.1839,292,292,1460000,-5327.89990234375
10061.44,9703.0,12.0951,140.2138,293,293,1465000,-5388.720703125
10164.22,9776.91,11.5875,140.5128,294,294,1470000,-5319.27001953125
9841.74,9665.53,12.0582,140.6265,295,295,1475000,-5134.20947265625
10139.53,9893.32,11.4396,140.018,296,296,1480000,-4979.87158203125
10417.34,10093.03,10.6976,138.7954,297,297,1485000,-5036.734375
9855.14,9342.14,10.743,139.515,298,298,1490000,-5142.4658203125
10138.09,9635.5,10.5927,139.9433,299,299,1495000,-5338.173828125
9886.84,9635.03,10.9594,139.5983,300,300,1500000,-5122.3232421875
9463.38,9526.61,10.5248,140.0274,301,301,1505000,-5376.0654296875
10476.52,9794.36,11.5077,138.9866,302,302,1510000,-5112.28857421875
10614.41,9628.28,11.5544,139.4359,303,303,1515000,-5225.53076171875
10301.5,9906.29,11.4608,140.2748,304,304,1520000,-5568.78271484375
10173.99,9749.84,11.7929,140.4531,305,305,1525000,-5572.796875
10171.14,9454.94,11.6961,139.5898,306,306,1530000,-5337.54052734375
10073.74,9824.74,11.5105,140.4735,307,307,1535000,-5516.26171875
10477.69,9584.27,11.6331,140.0009,308,308,1540000,-5435.16455078125
10120.44,9412.52,12.2783,141.2677,309,309,1545000,-5740.38525390625
10565.82,9632.91,11.6646,139.1664,310,310,1550000,-5403.6064453125
9834.58,8596.15,11.5386,140.6181,311,311,1555000,-5818.10205078125
9913.02,9118.57,11.4868,139.9526,312,312,1560000,-5821.17822265625
10281.83,9973.67,13.0042,140.2436,313,313,1565000,-5504.3544921875
9928.04,9715.96,11.0977,139.9932,314,314,1570000,-5615.16552734375
9693.08,9490.6,10.7373,139.0702,315,315,1575000,-5385.25390625
9956.26,9212.33,11.1554,140.0886,316,316,1580000,-5585.9462890625
10312.14,9876.39,11.8682,139.7432,317,317,1585000,-5584.501953125
9679.59,9415.8,11.9822,141.7984,318,318,1590000,-6030.7080078125
10583.05,9828.82,11.8288,139.4814,319,319,1595000,-5542.70361328125
10276.78,9616.25,10.8817,139.6153,320,320,1600000,-5700.765625
9276.13,9971.43,11.69,139.1872,321,321,1605000,-5826.201171875
10397.86,9746.78,12.2878,141.2116,322,322,1610000,-6024.80712890625
9830.09,9485.47,11.7291,141.0053,323,323,1615000,-5899.5576171875
9825.51,9252.55,11.4734,140.1229,324,324,1620000,-5889.38232421875
10743.98,10257.91,12.514,139.2255,325,325,1625000,-5317.5849609375
10622.46,10081.32,11.5291,138.2388,326,326,1630000,-5292.69140625
10412.53,9734.63,11.5047,138.8631,327,327,1635000,-5450.72900390625
10607.35,9783.05,11.2197,138.2088,328,328,1640000,-5789.251953125
10124.77,9562.06,11.1697,138.41,329,329,1645000,-5584.8544921875
8737.3,8126.06,10.8415,141.1676,330,330,1650000,-6898.50634765625
10371.82,9848.78,12.0753,139.6678,331,331,1655000,-5447.02001953125
10271.36,9441.8,11.2066,139.3951,332,332,1660000,-5918.046875
10272.7,9465.87,10.8663,139.2497,333,333,1665000,-6190.59033203125
9986.49,8993.64,11.4362,138.9467,334,334,1670000,-6279.03955078125
10725.83,9043.9,11.3016,138.8562,335,335,1675000,-5763.84716796875
10272.52,9666.09,11.4993,138.4346,336,336,1680000,-5573.51953125
10378.07,9695.86,10.9441,138.1015,337,337,1685000,-5634.18408203125
10341.2,8730.94,11.5857,140.4514,338,338,1690000,-6456.796875
9600.87,9205.47,10.9704,138.37,339,339,1695000,-6150.173828125
9998.88,9810.46,10.9147,137.8474,340,340,1700000,-5785.3623046875
10254.69,9619.15,10.7513,138.7261,341,341,1705000,-6012.2568359375
10622.3,9867.02,11.2086,138.5264,342,342,1710000,-5734.37109375
10676.47,10286.56,11.2835,139.6093,343,343,1715000,-5694.02978515625
10568.94,10008.89,11.4789,138.9769,344,344,1720000,-5929.57861328125
9482.06,8797.5,10.6742,139.4732,345,345,1725000,-6720.94482421875
10306.73,9943.5,10.9226,138.6222,346,346,1730000,-5805.00341796875
9515.31,9227.54,12.3361,140.8662,347,347,1735000,-6092.82080078125
10529.6,9898.96,11.4956,138.3049,348,348,1740000,-5703.98388671875
10793.5,10092.84,11.7797,138.6282,349,349,1745000,-5503.3056640625
10999.53,10267.87,11.4728,137.6119,350,350,1750000,-5716.001953125
10624.03,9801.42,11.1567,138.6808,351,351,1755000,-6024.57470703125
9918.59,9054.97,11.9281,138.6655,352,352,1760000,-6322.12890625
10543.75,9645.17,12.4876,139.3378,353,353,1765000,-6418.69580078125
10854.72,10239.27,11.1637,138.2582,354,354,1770000,-5579.61279296875
10345.02,9533.14,10.9421,139.7436,355,355,1775000,-6394.939453125
10143.72,9546.31,11.2836,138.5684,356,356,1780000,-6070.55517578125
10218.9,10352.77,11.6781,139.1104,357,357,1785000,-5718.34619140625
10743.79,10294.24,11.9696,138.233,358,358,1790000,-5929.76953125
10191.66,9326.21,11.569,139.2144,359,359,1795000,-6132.677734375
10251.24,9489.08,11.8767,140.8727,360,360,1800000,-6452.40576171875
10253.87,9060.06,11.273,139.8472,361,361,1805000,-6354.7880859375
9968.86,8799.22,10.7419,140.3598,362,362,1810000,-6768.234375
9809.21,8787.37,12.0055,141.4197,363,363,1815000,-6892.92822265625
9686.78,7920.11,11.4189,141.8988,364,364,1820000,-7692.8828125
10087.69,9688.44,11.6822,140.4048,365,365,1825000,-6256.00439453125
9681.96,9634.03,11.2387,139.514,366,366,1830000,-6354.86328125
9496.53,9424.66,10.6765,139.0883,367,367,1835000,-6483.8583984375
10267.36,9710.94,10.9695,138.8968,368,368,1840000,-6204.27978515625
10405.15,9924.8,11.7264,138.7788,369,369,1845000,-6182.30078125
10099.61,9548.27,10.3995,138.7042,370,370,1850000,-6524.2158203125
10143.46,9656.71,11.6279,139.8534,371,371,1855000,-6225.59033203125
9964.85,8898.91,11.0771,138.752,372,372,1860000,-6220.892578125
10032.57,9888.47,11.4837,138.5903,373,373,1865000,-5768.3720703125
9674.24,9556.0,11.6614,138.5869,374,374,1870000,-6111.81298828125
10178.78,9611.33,10.9212,139.3139,375,375,1875000,-6490.16845703125
10237.89,9558.91,11.4857,140.0539,376,376,1880000,-6586.623046875
10345.38,9848.88,10.8877,139.2378,377,377,1885000,-6759.17724609375
7536.48,7594.32,10.4413,140.9562,378,378,1890000,-8887.9931640625
9590.76,9479.61,12.6532,140.8542,379,379,1895000,-7194.67724609375
9431.52,8237.21,11.2993,140.042,380,380,1900000,-7099.13330078125
10152.43,9603.42,11.6584,139.4387,381,381,1905000,-6489.35498046875
9749.49,9569.3,11.0023,139.1218,382,382,1910000,-6637.69921875
10053.87,9635.55,11.9973,139.6175,383,383,1915000,-6336.33740234375
10269.41,9742.6,11.6281,139.7761,384,384,1920000,-6432.53173828125
