Real Det Return,Running Reverse KL,Itration,Running Forward KL,Reward Loss,Real Sto Return,Running Env Steps,Running Update Time
2171.24,15.4797,84,156.7368,-3895.665283203125,1803.39,420000,84
2207.65,15.8548,85,156.7103,-3932.4091796875,1846.74,425000,85
2135.55,15.7344,86,156.7205,-3963.35498046875,1820.12,430000,86
2104.99,15.396,87,156.7825,-4022.0771484375,1794.07,435000,87
2141.11,15.3086,88,156.744,-4077.87890625,1788.6,440000,88
2136.66,15.472,89,156.884,-4102.94384765625,1803.64,445000,89
2168.19,15.6415,90,156.6332,-4153.5361328125,1850.05,450000,90
2166.75,15.5321,91,156.7744,-4214.83056640625,1811.65,455000,91
2169.62,15.6882,92,156.942,-4277.232421875,1832.8,460000,92
2194.06,15.4655,93,156.8429,-4295.87158203125,1828.45,465000,93
2189.62,15.521,94,156.6633,-4369.15576171875,1845.05,470000,94
2200.63,15.4686,95,156.7341,-4389.81298828125,1829.79,475000,95
2181.37,15.859,96,156.767,-4476.08447265625,1860.0,480000,96
2240.72,15.6057,97,156.8406,-4497.72705078125,1876.44,485000,97
2139.1,15.321,98,156.6346,-4516.12255859375,1805.4,490000,98
2198.55,15.6468,99,156.796,-4589.32763671875,1832.17,495000,99
2233.29,15.5264,100,156.8239,-4644.443359375,1866.43,500000,100
2183.91,15.7635,101,156.6855,-4683.51513671875,1868.84,505000,101
2153.72,15.5123,102,156.695,-4738.01806640625,1822.35,510000,102
2205.55,15.5767,103,156.7926,-4809.63671875,1827.86,515000,103
2175.47,15.6421,104,156.7733,-4828.56884765625,1854.0,520000,104
2212.41,15.7718,105,157.0082,-4901.3291015625,1851.74,525000,105
2214.13,15.6972,106,156.7156,-4952.01318359375,1833.33,530000,106
2173.89,15.4496,107,156.789,-4979.53564453125,1834.94,535000,107
2239.88,15.4689,108,156.6915,-5061.99755859375,1870.06,540000,108
2233.35,15.3561,109,156.6032,-5109.2353515625,1849.83,545000,109
2172.06,15.5396,110,156.7855,-5151.1669921875,1859.33,550000,110
2228.79,15.6708,111,156.7942,-5182.16748046875,1833.19,555000,111
2248.04,15.3061,112,156.6599,-5270.20751953125,1869.48,560000,112
2182.44,15.1768,113,156.7283,-5291.2470703125,1844.73,565000,113
2209.31,15.2644,114,156.5736,-5328.876953125,1844.68,570000,114
2139.26,15.2088,115,156.778,-5377.4580078125,1819.56,575000,115
2216.22,15.8025,116,156.7279,-5464.564453125,1870.88,580000,116
2248.79,15.8367,117,156.6777,-5539.955078125,1913.46,585000,117
2178.73,15.4266,118,156.7552,-5566.982421875,1855.61,590000,118
2230.89,15.4227,119,156.6509,-5658.16943359375,1885.52,595000,119
2196.33,15.4088,120,156.7333,-5691.97998046875,1855.67,600000,120
2178.97,15.3079,121,156.7351,-5715.02978515625,1847.27,605000,121
2195.29,15.482,122,156.7906,-5782.72900390625,1856.98,610000,122
2224.57,15.5346,123,156.6771,-5890.46630859375,1848.33,615000,123
2202.68,15.2604,124,156.6181,-5873.41064453125,1856.89,620000,124
2191.4,15.3983,125,156.7516,-5938.08544921875,1856.65,625000,125
2258.28,15.4205,126,156.6896,-5990.6728515625,1899.9,630000,126
2229.84,15.528,127,156.7287,-6030.11328125,1866.71,635000,127
2255.66,15.2082,128,156.5971,-6115.7763671875,1883.22,640000,128
2234.61,15.2983,129,156.6034,-6158.51123046875,1876.23,645000,129
2203.67,15.3672,130,156.622,-6235.97802734375,1879.9,650000,130
2179.97,15.1157,131,156.6922,-6285.0,1836.07,655000,131
2281.65,15.4521,132,156.437,-6345.40234375,1899.29,660000,132
2181.91,15.1561,133,156.7356,-6388.25244140625,1841.02,665000,133
2255.19,15.3023,134,156.5926,-6477.6103515625,1898.61,670000,134
2215.2,15.213,135,156.7091,-6504.80029296875,1865.5,675000,135
2219.58,15.3467,136,156.5828,-6586.41943359375,1879.63,680000,136
2232.98,15.4703,137,156.7066,-6630.4228515625,1874.66,685000,137
2233.22,15.5421,138,156.7051,-6716.068359375,1873.23,690000,138
2195.28,15.1483,139,156.8392,-6711.1533203125,1878.78,695000,139
2195.95,15.2974,140,156.7321,-6785.21533203125,1867.13,700000,140
2232.93,15.3409,141,156.9101,-6849.22607421875,1894.17,705000,141
2213.89,15.2148,142,156.5878,-6915.25634765625,1893.33,710000,142
2220.45,15.0462,143,156.6743,-7010.2900390625,1863.67,715000,143
2189.44,15.2261,144,156.8034,-7082.80859375,1849.1,720000,144
2215.87,15.3857,145,156.6815,-7097.931640625,1901.64,725000,145
2242.34,15.3747,146,156.5864,-7149.7900390625,1896.1,730000,146
2241.63,15.367,147,156.588,-7223.1904296875,1900.26,735000,147
2258.78,15.2475,148,156.603,-7257.63134765625,1888.51,740000,148
2248.58,15.4769,149,156.7559,-7327.58935546875,1879.55,745000,149
2240.88,15.404,150,156.6121,-7341.91796875,1872.08,750000,150
2264.63,15.3415,151,156.6712,-7450.98779296875,1901.05,755000,151
2152.25,15.1158,152,156.6864,-7416.6455078125,1855.09,760000,152
2219.26,15.3786,153,156.7873,-7536.220703125,1896.14,765000,153
2221.69,15.1535,154,156.6916,-7608.8037109375,1896.95,770000,154
2262.24,15.2426,155,156.7663,-7644.2109375,1889.19,775000,155
2254.63,15.3472,156,156.7094,-7701.16015625,1896.73,780000,156
2247.42,15.4925,157,156.6085,-7753.306640625,1914.21,785000,157
2264.53,15.3061,158,156.549,-7763.5693359375,1898.07,790000,158
2243.66,15.3338,159,156.7276,-7856.5263671875,1883.29,795000,159
2201.64,14.9994,160,156.6786,-7875.64892578125,1857.43,800000,160
2259.98,15.5799,161,156.712,-8031.4501953125,1893.64,805000,161
2254.24,15.1893,162,156.6176,-8084.00927734375,1887.19,810000,162
2208.92,15.0461,163,156.603,-8008.3818359375,1887.23,815000,163
2218.03,15.1147,164,156.5701,-8149.56494140625,1874.65,820000,164
2259.88,15.1015,165,156.5855,-8172.3330078125,1898.25,825000,165
2267.39,15.2365,166,156.7064,-8245.0302734375,1890.43,830000,166
2230.5,14.8441,167,156.5818,-8283.5859375,1870.05,835000,167
2287.97,15.2494,168,156.7687,-8408.8935546875,1884.3,840000,168
2257.22,15.0806,169,156.6213,-8466.6572265625,1885.56,845000,169
2253.76,15.3387,170,156.6214,-8451.2724609375,1915.81,850000,170
2260.81,15.1362,171,156.6504,-8522.51171875,1913.15,855000,171
2249.51,15.0061,172,156.6155,-8549.6484375,1891.34,860000,172
2271.07,15.048,173,156.5899,-8624.3486328125,1888.51,865000,173
2262.67,15.0084,174,156.6,-8696.9453125,1918.52,870000,174
2256.9,15.079,175,156.6461,-8742.7138671875,1916.21,875000,175
2271.2,15.3541,176,156.6161,-8814.00390625,1923.31,880000,176
2223.58,15.3181,177,156.7165,-8807.8505859375,1908.18,885000,177
2224.53,15.2131,178,156.8074,-8954.57421875,1876.1,890000,178
2281.25,15.124,179,156.5563,-8910.115234375,1900.91,895000,179
2269.63,15.4671,180,156.5127,-9014.447265625,1945.87,900000,180
2291.29,15.2988,181,156.5353,-9068.751953125,1932.8,905000,181
2241.06,15.2238,182,156.6925,-9147.1826171875,1908.44,910000,182
2287.64,15.1557,183,156.4941,-9102.2880859375,1929.58,915000,183
2279.26,15.1552,184,156.5783,-9173.8466796875,1898.38,920000,184
2273.05,15.0648,185,156.6109,-9209.259765625,1908.48,925000,185
2292.69,15.4075,186,156.6568,-9276.04296875,1922.95,930000,186
2218.68,15.1667,187,156.564,-9271.3955078125,1907.31,935000,187
2246.61,15.1552,188,156.5641,-9337.9931640625,1895.07,940000,188
2265.1,15.0627,189,156.5386,-9367.251953125,1919.78,945000,189
2258.37,15.2092,190,156.8179,-9373.107421875,1924.3,950000,190
2233.61,15.2155,191,156.7971,-9418.396484375,1889.7,955000,191
2287.94,15.1827,192,156.333,-9456.826171875,1937.88,960000,192
2292.46,15.011,193,156.5197,-9482.279296875,1918.19,965000,193
2319.51,15.1971,194,156.5507,-9565.84375,1932.2,970000,194
2265.84,14.9995,195,156.6764,-9584.3046875,1907.82,975000,195
2286.12,15.2302,196,156.7048,-9616.896484375,1933.36,980000,196
2260.37,15.1593,197,156.6995,-9617.7412109375,1912.7,985000,197
2252.62,14.9876,198,156.6644,-9657.427734375,1912.27,990000,198
2309.93,15.1821,199,156.6287,-9737.4287109375,1921.22,995000,199
2277.72,15.051,200,156.5653,-9757.7197265625,1925.31,1000000,200
2292.46,15.0292,201,156.5774,-9811.8701171875,1938.95,1005000,201
2273.06,15.1692,202,156.6329,-9798.3857421875,1922.34,1010000,202
2269.97,15.2093,203,156.7872,-9837.2705078125,1921.35,1015000,203
2297.18,15.178,204,156.6285,-9889.7626953125,1935.73,1020000,204
2284.67,15.125,205,156.6069,-9932.234375,1920.95,1025000,205
2282.92,15.0593,206,156.6317,-9961.9736328125,1917.39,1030000,206
2311.48,15.2829,207,156.8235,-10004.6044921875,1944.35,1035000,207
2289.65,15.2958,208,156.768,-10048.9130859375,1922.36,1040000,208
2265.14,15.1347,209,156.7768,-10034.0439453125,1917.0,1045000,209
2290.9,15.1657,210,156.5823,-10104.1044921875,1923.04,1050000,210
2300.23,15.2202,211,156.7119,-10121.6259765625,1939.85,1055000,211
2310.17,15.2804,212,156.7786,-10162.3466796875,1945.84,1060000,212
2295.74,15.1278,213,156.7472,-10167.48046875,1934.23,1065000,213
2294.18,14.9393,214,156.7644,-10244.138671875,1913.45,1070000,214
2276.14,14.9888,215,156.7646,-10259.060546875,1890.58,1075000,215
2316.14,15.1177,216,156.6059,-10290.66796875,1955.87,1080000,216
2292.34,15.1614,217,156.7947,-10311.0146484375,1933.35,1085000,217
2303.64,15.1043,218,156.783,-10299.2294921875,1938.16,1090000,218
2302.84,15.1579,219,156.7542,-10343.3857421875,1932.29,1095000,219
2294.58,15.163,220,156.519,-10386.8544921875,1937.1,1100000,220
2284.07,15.1282,221,156.5559,-10430.5703125,1937.05,1105000,221
2322.65,15.3699,222,156.627,-10492.2822265625,1948.03,1110000,222
2315.55,15.3312,223,156.8339,-10498.6943359375,1954.36,1115000,223
2294.64,15.1004,224,156.7202,-10558.818359375,1910.4,1120000,224
2316.68,14.9793,225,156.6397,-10528.0380859375,1957.93,1125000,225
2311.92,14.9935,226,156.6748,-10546.279296875,1947.63,1130000,226
2295.23,15.0475,227,156.6398,-10560.3955078125,1927.99,1135000,227
2311.49,15.1111,228,156.6565,-10602.39453125,1937.07,1140000,228
2288.49,14.9627,229,156.6526,-10611.9833984375,1930.11,1145000,229
2299.1,15.0415,230,156.6258,-10622.3603515625,1937.51,1150000,230
2298.6,15.2266,231,156.647,-10670.3720703125,1942.52,1155000,231
2300.77,15.2553,232,156.6851,-10711.81640625,1945.14,1160000,232
2303.26,15.1495,233,156.5913,-10711.2236328125,1934.97,1165000,233
2310.64,15.102,234,156.8343,-10754.1904296875,1946.05,1170000,234
2295.27,14.9815,235,156.6304,-10780.4423828125,1945.86,1175000,235
2302.26,14.8607,236,156.7049,-10806.3857421875,1915.46,1180000,236
2294.2,15.202,237,156.7384,-10785.2041015625,1926.73,1185000,237
2269.14,14.9972,238,156.7068,-10836.4462890625,1916.92,1190000,238
2291.91,15.193,239,156.6592,-10826.724609375,1938.04,1195000,239
2299.7,15.0266,240,156.605,-10879.3271484375,1938.03,1200000,240
2293.98,15.1336,241,156.6691,-10962.6220703125,1927.04,1205000,241
2271.69,14.9785,242,156.6546,-10908.8876953125,1925.69,1210000,242
2308.18,15.0714,243,156.5512,-10969.1513671875,1927.75,1215000,243
2287.42,14.9351,244,156.4653,-10982.4091796875,1944.8,1220000,244
2315.53,15.1663,245,156.7721,-11022.25390625,1951.09,1225000,245
2308.96,15.153,246,156.6941,-11016.8154296875,1942.5,1230000,246
2326.8,14.9328,247,156.683,-11084.9404296875,1952.27,1235000,247
2310.32,15.1541,248,156.5506,-11094.1474609375,1963.53,1240000,248
2307.42,14.9726,249,156.6207,-11151.99609375,1930.69,1245000,249
2298.43,15.003,250,156.6603,-11156.646484375,1931.91,1250000,250
2316.02,15.1645,251,156.4614,-11161.7197265625,1956.9,1255000,251
2309.7,14.998,252,156.5867,-11186.044921875,1935.48,1260000,252
2315.12,14.9369,253,156.6205,-11233.8935546875,1956.9,1265000,253
2316.48,15.1435,254,156.6013,-11236.1962890625,1955.95,1270000,254
2336.62,15.0573,255,156.5187,-11288.466796875,1970.71,1275000,255
2301.62,15.1736,256,156.4636,-11250.6806640625,1957.63,1280000,256
2317.43,15.1197,257,156.5801,-11351.0439453125,1968.75,1285000,257
2327.26,14.9571,258,156.6365,-11356.34375,1965.04,1290000,258
2305.52,15.0331,259,156.5458,-11332.4580078125,1943.17,1295000,259
2323.62,15.0022,260,156.6062,-11354.97265625,1969.49,1300000,260
2319.68,15.0931,261,156.6095,-11399.25390625,1961.19,1305000,261
2289.77,15.0688,262,156.6052,-11388.0390625,1937.91,1310000,262
2308.42,15.2315,263,156.5838,-11449.5947265625,1956.43,1315000,263
2315.08,15.0555,264,156.6109,-11505.6103515625,1934.71,1320000,264
2309.59,15.1533,265,156.5863,-11511.958984375,1958.39,1325000,265
2315.62,15.0849,266,156.6097,-11533.443359375,1972.16,1330000,266
2307.67,15.2018,267,156.5776,-11530.8466796875,1954.14,1335000,267
2323.21,15.0581,268,156.5926,-11588.1953125,1947.99,1340000,268
2317.86,15.1264,269,156.6127,-11632.3447265625,1982.42,1345000,269
2315.85,15.1054,270,156.7186,-11635.9814453125,1961.47,1350000,270
2339.48,15.2105,271,156.6792,-11634.8701171875,1982.21,1355000,271
2343.1,15.3307,272,156.7811,-11706.8056640625,1988.94,1360000,272
2314.95,15.441,273,156.7262,-11732.2890625,1972.67,1365000,273
2343.7,15.4031,274,156.5883,-11798.728515625,1975.15,1370000,274
2313.83,15.1834,275,156.4554,-11834.140625,1951.76,1375000,275
2318.15,15.2345,276,156.5027,-11833.6865234375,1961.53,1380000,276
2322.69,15.1844,277,156.6216,-11835.7392578125,1968.39,1385000,277
2322.13,15.0603,278,156.5526,-11854.267578125,1953.77,1390000,278
2330.33,15.1712,279,156.6221,-11905.3359375,1974.37,1395000,279
2322.55,15.2875,280,156.4848,-11919.9697265625,1982.06,1400000,280
2344.67,15.2148,281,156.4803,-11954.1484375,1970.19,1405000,281
2317.38,15.2793,282,156.6203,-11969.416015625,1980.42,1410000,282
2341.55,15.2762,283,156.4406,-12012.130859375,1960.3,1415000,283
2341.42,15.0769,284,156.568,-12074.431640625,1975.27,1420000,284
2331.07,15.2834,285,156.6794,-12091.8828125,1961.55,1425000,285
2318.19,15.1306,286,156.6558,-12069.8779296875,1965.93,1430000,286
2313.89,15.3452,287,156.5957,-12080.8623046875,1970.24,1435000,287
2316.14,15.0045,288,156.5105,-12135.923828125,1978.72,1440000,288
2333.29,15.2287,289,156.5958,-12135.74609375,1958.03,1445000,289
2341.34,15.2746,290,156.4608,-12152.44140625,1980.77,1450000,290
2307.9,15.0724,291,156.5403,-12168.3515625,1965.21,1455000,291
2333.61,15.1536,292,156.5926,-12205.2783203125,1995.26,1460000,292
2314.5,15.1066,293,156.6495,-12185.396484375,1970.53,1465000,293
2325.77,15.2714,294,156.5553,-12261.076171875,1986.03,1470000,294
2316.26,15.0805,295,156.4632,-12221.37109375,1961.18,1475000,295
2339.02,15.1344,296,156.5939,-12324.962890625,1978.75,1480000,296
2331.18,15.1802,297,156.5565,-12292.2314453125,1965.19,1485000,297
2340.53,15.1714,298,156.5349,-12372.2041015625,1974.65,1490000,298
2276.52,15.0524,299,156.6323,-12317.94140625,1955.63,1495000,299
2339.73,14.9956,300,156.4983,-12378.2236328125,1984.33,1500000,300
2314.0,15.078,301,156.5589,-12407.4375,1966.15,1505000,301
2301.79,15.0965,302,156.498,-12416.9580078125,1976.64,1510000,302
2333.85,15.1505,303,156.4597,-12428.9072265625,1976.4,1515000,303
2318.11,15.1523,304,156.535,-12493.27734375,1963.7,1520000,304
2355.84,15.2429,305,156.5946,-12520.1318359375,1982.55,1525000,305
2320.03,15.0854,306,156.6597,-12458.03125,1952.03,1530000,306
2339.29,15.0688,307,156.5298,-12524.7724609375,1959.83,1535000,307
2327.33,14.9242,308,156.5679,-12558.9091796875,1954.29,1540000,308
2343.95,15.1145,309,156.6176,-12549.7060546875,1981.27,1545000,309
2332.63,15.0033,310,156.4642,-12544.73828125,1963.7,1550000,310
2333.12,15.1012,311,156.4704,-12572.5439453125,1953.59,1555000,311
2352.5,15.1341,312,156.4952,-12608.869140625,2000.74,1560000,312
2322.28,15.1695,313,156.3991,-12644.3740234375,1988.11,1565000,313
2335.8,15.1233,314,156.5953,-12605.21484375,1979.57,1570000,314
2343.1,15.081,315,156.5783,-12668.7451171875,1981.89,1575000,315
2356.67,15.1227,316,156.6485,-12704.568359375,1993.91,1580000,316
2324.26,15.1304,317,156.7606,-12727.5234375,1973.53,1585000,317
2360.51,15.2369,318,156.387,-12740.994140625,1989.26,1590000,318
2339.37,15.2042,319,156.6136,-12764.37890625,1982.5,1595000,319
2331.72,15.0057,320,156.5522,-12766.2802734375,1972.1,1600000,320
2317.14,15.1419,321,156.5316,-12730.37890625,1965.67,1605000,321
2337.08,14.9637,322,156.4743,-12784.537109375,1981.98,1610000,322
2333.62,14.8819,323,156.5585,-12784.568359375,1970.63,1615000,323
2313.27,15.1873,324,156.5782,-12791.5048828125,1978.38,1620000,324
2331.81,15.0262,325,156.6666,-12865.90234375,1966.55,1625000,325
2327.16,15.1414,326,156.5615,-12796.6162109375,1957.07,1630000,326
2336.01,15.2761,327,156.5889,-12920.998046875,1982.1,1635000,327
2317.65,15.1902,328,156.6017,-12884.439453125,1977.64,1640000,328
2320.69,15.1636,329,156.495,-12902.4384765625,1974.83,1645000,329
2317.4,14.9552,330,156.368,-12928.1474609375,1953.78,1650000,330
2341.0,15.2426,331,156.6363,-12956.5966796875,1980.13,1655000,331
2347.4,15.1981,332,156.5992,-13029.548828125,1979.1,1660000,332
2331.13,15.312,333,156.6324,-13002.2509765625,1976.43,1665000,333
2349.28,15.4563,334,156.5482,-13070.1650390625,1991.64,1670000,334
2337.73,15.2612,335,156.6149,-13026.607421875,1990.36,1675000,335
2359.22,15.0966,336,156.5209,-13112.8154296875,1964.88,1680000,336
2344.17,15.2008,337,156.5946,-13078.3310546875,1990.56,1685000,337
2323.59,15.0553,338,156.629,-13099.9482421875,1986.18,1690000,338
2323.09,15.264,339,156.5917,-13119.3671875,1977.93,1695000,339
2331.4,15.1799,340,156.4734,-13173.7099609375,1965.13,1700000,340
2328.06,15.0678,341,156.5208,-13189.4970703125,1972.35,1705000,341
2343.46,15.4003,342,156.6639,-13196.138671875,1983.27,1710000,342
2348.22,15.2098,343,156.6271,-13212.5244140625,1987.19,1715000,343
2328.82,15.071,344,156.6505,-13223.61328125,1966.44,1720000,344
2331.08,15.1946,345,156.5878,-13281.4501953125,1969.63,1725000,345
2336.94,15.1436,346,156.4226,-13290.5205078125,1963.58,1730000,346
2323.18,15.2258,347,156.4919,-13288.1767578125,1962.09,1735000,347
2333.31,15.029,348,156.29,-13301.1572265625,1975.36,1740000,348
2326.89,14.989,349,156.6389,-13335.41015625,1964.93,1745000,349
2309.88,15.0297,350,156.6225,-13339.1337890625,1969.44,1750000,350
2348.65,15.1833,351,156.6406,-13406.515625,1982.74,1755000,351
2323.69,15.1688,352,156.5447,-13435.802734375,1965.38,1760000,352
2330.66,15.2408,353,156.5337,-13460.78125,1979.74,1765000,353
2319.77,15.0807,354,156.5545,-13432.359375,1982.09,1770000,354
2317.93,15.2041,355,156.5732,-13538.974609375,1981.06,1775000,355
2326.96,15.1336,356,156.4691,-13485.3720703125,1964.88,1780000,356
2338.76,15.0533,357,156.5228,-13498.6806640625,1974.51,1785000,357
2323.97,15.1345,358,156.5239,-13515.6328125,1989.29,1790000,358
2311.87,15.1191,359,156.5493,-13611.6201171875,1979.0,1795000,359
2328.36,15.1829,360,156.6169,-13583.4208984375,1976.8,1800000,360
2310.47,15.0476,361,156.5007,-13570.8974609375,1967.49,1805000,361
2335.92,15.1361,362,156.6433,-13686.853515625,1952.78,1810000,362
2343.15,15.1278,363,156.5366,-13706.689453125,1958.74,1815000,363
2338.42,15.1943,364,156.5263,-13675.78125,1973.96,1820000,364
2302.56,15.0518,365,156.5923,-13704.8662109375,1968.44,1825000,365
2348.31,15.1037,366,156.3656,-13791.625,1885.19,1830000,366
2339.88,15.2434,367,156.5324,-13727.8994140625,1973.89,1835000,367
2344.3,15.3573,368,156.5603,-13743.2734375,1974.66,1840000,368
2344.37,15.4997,369,156.6385,-13791.9365234375,1998.22,1845000,369
2346.96,15.3723,370,156.6172,-13804.3251953125,1977.82,1850000,370
2343.8,15.3005,371,156.5682,-13789.556640625,1985.01,1855000,371
2347.91,15.1334,372,156.5694,-13839.5458984375,1981.26,1860000,372
2332.53,15.3151,373,156.8155,-13830.0517578125,1979.36,1865000,373
2327.57,15.4842,374,156.7321,-13864.68359375,1964.47,1870000,374
2349.52,15.3711,375,156.6255,-13856.9638671875,1982.15,1875000,375
2348.71,15.3481,376,156.5744,-13973.1923828125,1994.02,1880000,376
2372.9,15.103,377,156.5712,-13915.208984375,1975.84,1885000,377
2365.77,15.2913,378,156.5378,-13983.4794921875,1993.01,1890000,378
2344.13,15.338,379,156.7029,-13943.36328125,1989.73,1895000,379
2327.72,15.2223,380,156.707,-13989.337890625,1971.91,1900000,380
2352.83,15.37,381,156.4991,-14080.173828125,1986.34,1905000,381
2364.02,15.2744,382,156.6507,-14108.01171875,2009.3,1910000,382
2331.96,15.2703,383,156.5146,-14030.693359375,1965.67,1915000,383
2360.34,15.2973,384,156.5761,-14150.5927734375,2003.07,1920000,384
2349.44,15.2612,385,156.5132,-14121.7578125,1969.36,1925000,385
