Running Env Steps,Running Reverse KL,Running Forward KL,Running Update Time,Itration,Real Sto Return,Real Det Return,Reward Loss
490000,15.1945,156.6731,98,98,1823.12,2210.33,-3556.99560546875
495000,15.2559,156.777,99,99,1824.25,2246.36,-3619.431396484375
500000,14.9703,156.6981,100,100,1802.51,2206.48,-3650.209716796875
505000,14.9497,156.7204,101,101,1832.78,2211.05,-3703.5029296875
510000,15.0355,156.6947,102,102,1824.67,2220.86,-3749.506591796875
515000,15.1904,156.6896,103,103,1843.54,2210.52,-3821.222900390625
520000,14.9619,156.7663,104,104,1806.19,2214.59,-3840.43359375
525000,15.1078,156.6274,105,105,1848.13,2220.11,-3900.203125
530000,15.0097,156.8406,106,106,1820.25,2226.76,-3939.57666015625
535000,15.1424,156.6456,107,107,1821.01,2243.74,-3969.614990234375
540000,15.173,156.7849,108,108,1850.08,2260.91,-4055.818115234375
545000,15.057,156.6608,109,109,1839.06,2240.58,-4053.009521484375
550000,15.1562,156.6175,110,110,1854.22,2240.74,-4119.41259765625
555000,15.1236,156.6359,111,111,1857.7,2270.16,-4199.35595703125
560000,15.0227,156.7148,112,112,1836.42,2229.39,-4223.6396484375
565000,14.9991,156.5909,113,113,1844.7,2192.7,-4300.11376953125
570000,15.2985,156.7254,114,114,1856.56,2228.39,-4348.3408203125
575000,15.2278,156.7045,115,115,1880.42,2292.23,-4351.619140625
580000,14.9396,156.8586,116,116,1815.75,2203.1,-4457.0673828125
585000,15.1426,156.6572,117,117,1869.83,2250.96,-4479.91845703125
590000,14.9593,156.7119,118,118,1870.02,2269.63,-4522.2412109375
595000,14.8735,156.6823,119,119,1849.87,2250.06,-4565.337890625
600000,15.2243,156.8505,120,120,1858.61,2264.39,-4623.1748046875
605000,14.9125,156.4614,121,121,1823.75,2272.63,-4639.75537109375
610000,15.0686,156.5283,122,122,1862.35,2248.87,-4716.26171875
615000,15.4127,156.8577,123,123,1867.74,2268.79,-4777.4169921875
620000,14.8858,156.7521,124,124,1842.43,2221.61,-4854.50537109375
625000,15.0724,156.6232,125,125,1855.27,2202.2,-4884.34716796875
630000,15.3162,156.6091,126,126,1882.79,2277.7,-4931.70458984375
635000,14.7904,156.581,127,127,1860.75,2207.11,-4968.15283203125
640000,15.2755,156.9281,128,128,1881.18,2234.78,-5030.36767578125
645000,15.3278,156.6862,129,129,1882.38,2282.03,-5098.05908203125
650000,14.7841,156.5652,130,130,1859.1,2276.39,-5116.54931640625
655000,15.1479,156.7057,131,131,1892.76,2273.06,-5177.47509765625
660000,14.8058,156.6219,132,132,1866.88,2233.71,-5250.83154296875
665000,15.051,156.5869,133,133,1864.34,2249.85,-5275.64794921875
670000,15.0944,156.6857,134,134,1875.16,2240.0,-5378.65185546875
675000,14.8415,156.6359,135,135,1868.94,2261.26,-5420.3359375
680000,15.1315,156.5935,136,136,1871.59,2203.52,-5487.96484375
685000,14.9999,156.7419,137,137,1877.93,2250.33,-5542.08935546875
690000,15.0799,156.5166,138,138,1858.42,2257.91,-5551.24853515625
695000,15.2216,156.9552,139,139,1882.15,2291.8,-5690.537109375
700000,15.0976,156.5743,140,140,1898.26,2270.35,-5670.953125
705000,14.9958,156.5042,141,141,1885.79,2267.85,-5762.283203125
710000,15.1715,156.7418,142,142,1883.13,2306.89,-5801.080078125
715000,15.088,156.5383,143,143,1903.84,2300.89,-5822.13232421875
720000,14.8657,156.6244,144,144,1860.55,2224.33,-5920.765625
725000,15.1027,156.6489,145,145,1880.37,2236.53,-5978.32177734375
730000,15.066,156.6056,146,146,1901.02,2277.11,-5997.6689453125
735000,15.1198,156.5966,147,147,1882.36,2215.55,-6084.30224609375
740000,15.0028,156.6125,148,148,1856.61,2275.19,-6128.54931640625
745000,15.0482,156.8843,149,149,1879.43,2274.16,-6170.328125
750000,14.9771,156.6706,150,150,1884.96,2265.41,-6205.572265625
755000,14.8368,156.5472,151,151,1855.98,2238.8,-6217.51953125
760000,14.9582,156.6583,152,152,1867.47,2205.43,-6264.6142578125
765000,15.2202,156.6137,153,153,1890.38,2279.68,-6275.1279296875
770000,14.9937,156.7004,154,154,1884.45,2251.07,-6387.9228515625
775000,15.0679,156.5655,155,155,1871.77,2242.72,-6413.4580078125
780000,15.1141,156.523,156,156,1891.61,2243.98,-6441.0322265625
785000,15.1647,156.546,157,157,1893.54,2252.43,-6489.83642578125
790000,14.9395,156.612,158,158,1904.18,2289.16,-6560.91064453125
795000,15.0393,156.6768,159,159,1881.04,2253.61,-6633.51806640625
800000,14.9183,156.6595,160,160,1911.63,2265.53,-6603.427734375
805000,15.1892,156.697,161,161,1927.62,2270.89,-6673.27197265625
810000,15.0091,156.7659,162,162,1879.55,2266.9,-6718.712890625
815000,14.7468,156.6199,163,163,1862.01,2268.57,-6781.81884765625
820000,15.254,156.6981,164,164,1916.5,2285.73,-6839.595703125
825000,14.6841,156.7051,165,165,1861.07,2274.71,-6838.35205078125
830000,14.9924,156.6035,166,166,1890.13,2250.75,-6884.560546875
835000,15.0634,156.7259,167,167,1905.82,2262.05,-6934.53076171875
840000,14.938,156.7305,168,168,1890.6,2270.29,-7011.232421875
845000,14.9146,156.8301,169,169,1892.16,2260.24,-7065.83984375
850000,15.1627,156.5284,170,170,1912.58,2311.64,-7075.7216796875
855000,14.7844,156.5349,171,171,1897.45,2252.12,-7162.4990234375
860000,14.9008,156.6048,172,172,1888.9,2258.46,-7199.435546875
865000,15.0071,156.7241,173,173,1918.57,2283.17,-7211.1416015625
870000,15.1486,156.8844,174,174,1890.45,2263.96,-7276.14453125
875000,15.0554,156.5305,175,175,1926.54,2297.36,-7272.671875
880000,14.7709,156.5227,176,176,1893.14,2255.7,-7340.08203125
885000,15.0547,156.6445,177,177,1893.97,2271.17,-7401.83056640625
890000,14.6792,156.5264,178,178,1902.97,2257.83,-7419.91455078125
895000,15.0126,156.6492,179,179,1911.69,2280.99,-7459.6796875
900000,14.7513,156.7556,180,180,1902.7,2290.47,-7545.8720703125
905000,15.0597,156.5886,181,181,1919.71,2255.68,-7578.96142578125
910000,14.8854,156.6913,182,182,1878.39,2240.79,-7611.67138671875
915000,14.8909,156.5142,183,183,1946.62,2308.83,-7609.5673828125
920000,14.7139,156.7026,184,184,1849.82,2224.27,-7657.25390625
925000,15.1298,156.5893,185,185,1931.98,2309.94,-7738.029296875
930000,14.8547,156.6448,186,186,1882.92,2252.9,-7744.15283203125
935000,15.0565,156.4935,187,187,1931.16,2298.77,-7753.8056640625
940000,14.9908,156.5767,188,188,1897.81,2281.51,-7760.64208984375
945000,15.0993,156.608,189,189,1924.05,2303.36,-7836.19140625
950000,15.0366,156.6024,190,190,1923.23,2292.52,-7823.5751953125
955000,14.7896,156.7506,191,191,1899.6,2278.31,-7878.875
960000,14.9789,156.5376,192,192,1913.96,2330.8,-7863.44873046875
965000,14.7468,156.8189,193,193,1886.39,2261.94,-7933.41064453125
970000,14.8589,156.5625,194,194,1886.51,2270.64,-7958.224609375
975000,15.2225,156.5902,195,195,1941.21,2314.12,-7980.56201171875
980000,15.0289,156.6638,196,196,1922.03,2290.56,-8002.16845703125
985000,14.8656,156.5851,197,197,1902.83,2278.65,-7989.31494140625
990000,14.8785,156.5512,198,198,1936.06,2325.2,-8008.20361328125
995000,14.8011,156.7212,199,199,1924.04,2266.55,-8080.8603515625
1000000,14.7087,156.7831,200,200,1892.25,2268.81,-8143.26953125
1005000,14.7496,156.518,201,201,1915.65,2311.4,-8167.62255859375
1010000,14.8882,156.6511,202,202,1910.85,2296.15,-8202.1162109375
1015000,14.8786,156.7633,203,203,1920.3,2287.09,-8211.291015625
1020000,14.7903,156.5292,204,204,1914.78,2298.24,-8220.201171875
1025000,14.9599,156.4707,205,205,1923.61,2280.72,-8258.71875
1030000,14.8699,156.6472,206,206,1925.59,2268.11,-8313.99609375
1035000,15.0035,156.571,207,207,1928.37,2272.84,-8341.1640625
1040000,14.9439,156.7158,208,208,1922.06,2257.75,-8369.2587890625
1045000,14.7978,156.5735,209,209,1924.31,2258.77,-8379.66796875
1050000,14.9897,156.5623,210,210,1931.18,2286.51,-8419.9150390625
1055000,14.7964,156.7241,211,211,1920.65,2277.97,-8457.8203125
1060000,14.8811,156.5927,212,212,1925.48,2269.21,-8487.611328125
1065000,14.8388,156.5985,213,213,1908.61,2294.24,-8517.0986328125
1070000,14.8957,156.515,214,214,1932.13,2268.82,-8531.046875
1075000,15.0683,156.6913,215,215,1929.25,2281.82,-8535.447265625
1080000,14.8003,156.5966,216,216,1927.91,2256.27,-8603.626953125
1085000,14.7752,156.5381,217,217,1912.05,2285.87,-8601.4130859375
1090000,15.0499,156.5004,218,218,1939.76,2284.38,-8624.1142578125
1095000,14.9549,156.5225,219,219,1933.92,2298.46,-8638.642578125
1100000,14.6889,156.6434,220,220,1926.9,2281.8,-8664.3984375
1105000,14.8997,156.7602,221,221,1927.79,2307.31,-8691.8916015625
1110000,14.8233,156.668,222,222,1915.45,2296.7,-8747.0625
1115000,15.0382,156.7548,223,223,1944.31,2294.03,-8724.759765625
1120000,15.0004,156.539,224,224,1933.42,2304.2,-8784.96875
1125000,15.0611,156.673,225,225,1954.2,2309.16,-8823.0322265625
1130000,14.9889,156.6919,226,226,1942.97,2312.95,-8816.5146484375
1135000,14.9216,156.6687,227,227,1925.97,2295.51,-8848.939453125
1140000,14.7796,156.4858,228,228,1946.05,2305.75,-8900.419921875
1145000,14.995,156.6504,229,229,1961.47,2328.44,-8899.5888671875
1150000,14.997,156.4989,230,230,1948.73,2323.05,-8939.2646484375
1155000,14.9772,156.661,231,231,1927.73,2324.33,-8949.044921875
1160000,14.7719,156.522,232,232,1920.38,2332.32,-8973.8974609375
1165000,14.8927,156.5292,233,233,1939.49,2308.71,-9005.71875
1170000,14.8438,156.6575,234,234,1933.1,2329.56,-9015.4267578125
1175000,14.7785,156.5099,235,235,1953.33,2317.32,-9028.4150390625
1180000,14.8118,156.5867,236,236,1947.88,2327.15,-9078.830078125
1185000,14.8334,156.5675,237,237,1937.97,2328.07,-9117.0068359375
1190000,14.857,156.4206,238,238,1922.39,2312.83,-9125.5244140625
1195000,14.9581,156.4842,239,239,1935.28,2316.83,-9153.58984375
1200000,14.9492,156.5587,240,240,1943.76,2330.66,-9179.7265625
1205000,15.0012,156.6543,241,241,1953.23,2327.58,-9217.384765625
1210000,14.9292,156.5524,242,242,1947.42,2345.05,-9267.0791015625
1215000,14.8025,156.4702,243,243,1933.15,2337.69,-9289.892578125
1220000,14.9931,156.5759,244,244,1946.9,2351.07,-9298.65625
1225000,14.9726,156.6273,245,245,1945.52,2347.73,-9335.990234375
1230000,14.9525,156.5138,246,246,1957.04,2348.94,-9342.5498046875
1235000,14.9042,156.3979,247,247,1946.99,2347.9,-9372.689453125
1240000,14.9473,156.5786,248,248,1964.37,2349.33,-9385.654296875
1245000,14.9658,156.5285,249,249,1957.78,2358.13,-9455.115234375
1250000,14.9422,156.3818,250,250,1956.52,2339.96,-9491.0693359375
1255000,15.0353,156.4958,251,251,1965.14,2346.26,-9490.8994140625
1260000,14.9961,156.5538,252,252,1985.44,2352.94,-9544.2236328125
1265000,14.8449,156.6141,253,253,1948.56,2345.69,-9555.59375
1270000,15.0141,156.4883,254,254,1936.53,2346.4,-9616.572265625
1275000,14.8687,156.4517,255,255,1958.32,2317.75,-9587.7919921875
1280000,14.9327,156.5887,256,256,1974.51,2332.95,-9622.5380859375
1285000,14.9097,156.4456,257,257,1966.76,2345.75,-9649.9453125
1290000,14.9416,156.5899,258,258,1978.05,2339.4,-9702.8388671875
1295000,14.9039,156.5554,259,259,1948.77,2325.09,-9703.5244140625
1300000,15.0547,156.6115,260,260,1961.66,2333.98,-9736.337890625
1305000,14.9816,156.3666,261,261,1956.19,2334.91,-9725.642578125
1310000,14.9225,156.5001,262,262,1952.97,2327.93,-9775.1181640625
1315000,15.047,156.5278,263,263,1961.03,2324.29,-9803.8310546875
1320000,14.9234,156.6037,264,264,1977.96,2320.92,-9821.3525390625
1325000,14.9854,156.4813,265,265,1968.82,2324.81,-9836.015625
1330000,15.0204,156.5203,266,266,1956.83,2337.84,-9846.6259765625
1335000,14.9887,156.4726,267,267,1952.11,2341.04,-9910.0283203125
1340000,14.9973,156.5837,268,268,1962.66,2332.63,-9896.734375
1345000,14.9454,156.6384,269,269,1960.41,2347.64,-9961.791015625
1350000,15.0332,156.4728,270,270,1945.89,2340.42,-9925.0810546875
1355000,15.0011,156.5113,271,271,1958.7,2351.18,-10013.2265625
1360000,14.8947,156.5536,272,272,1964.71,2324.98,-9981.47265625
1365000,15.0047,156.6104,273,273,1958.13,2348.11,-10062.2666015625
1370000,15.0274,156.4462,274,274,1954.59,2347.7,-10065.125
1375000,15.0267,156.5085,275,275,1965.0,2351.6,-10095.001953125
1380000,15.1019,156.5254,276,276,1978.43,2334.68,-10086.8486328125
1385000,14.9485,156.5509,277,277,1937.67,2322.88,-10106.70703125
1390000,15.0763,156.6281,278,278,1965.57,2333.63,-10125.15625
1395000,14.9914,156.7037,279,279,1965.06,2333.25,-10197.181640625
1400000,15.0691,156.6232,280,280,1960.76,2336.68,-10215.5703125
1405000,15.1618,156.504,281,281,1974.59,2350.96,-10234.6884765625
1410000,14.9042,156.5569,282,282,1955.25,2310.09,-10242.896484375
1415000,14.9563,156.5601,283,283,1968.0,2330.93,-10251.650390625
1420000,15.1889,156.4754,284,284,1974.14,2320.71,-10266.677734375
1425000,14.9285,156.6226,285,285,1946.55,2323.83,-10282.8408203125
1430000,14.9393,156.5845,286,286,1968.04,2343.12,-10318.2109375
1435000,14.9795,156.6707,287,287,1967.7,2339.69,-10362.8515625
1440000,14.8131,156.6156,288,288,1937.52,2310.02,-10359.4033203125
1445000,14.9154,156.591,289,289,1958.49,2331.86,-10404.7783203125
1450000,15.0241,156.4501,290,290,1963.29,2325.53,-10397.7001953125
1455000,14.9638,156.7093,291,291,1972.98,2336.38,-10420.373046875
1460000,14.7782,156.5277,292,292,1932.67,2317.08,-10427.15625
1465000,15.0447,156.4572,293,293,1985.4,2332.05,-10457.099609375
1470000,15.0416,156.6335,294,294,1972.59,2351.58,-10493.736328125
1475000,14.9136,156.5549,295,295,1966.41,2338.32,-10490.8935546875
1480000,14.6562,156.5213,296,296,1943.0,2310.61,-10518.107421875
1485000,15.0376,156.5842,297,297,1950.21,2332.3,-10537.205078125
1490000,14.9585,156.5673,298,298,1953.87,2329.48,-10531.888671875
1495000,15.0456,156.4992,299,299,1978.0,2350.91,-10602.51953125
1500000,15.0818,156.4516,300,300,1975.67,2337.37,-10631.447265625
1505000,15.041,156.7073,301,301,1969.28,2338.18,-10623.8671875
1510000,15.0017,156.6018,302,302,1973.99,2325.6,-10646.03125
1515000,14.9656,156.5536,303,303,1963.84,2342.63,-10644.55859375
1520000,15.0131,156.5528,304,304,1969.68,2343.16,-10661.9892578125
1525000,14.9827,156.5981,305,305,1968.58,2319.53,-10656.3515625
1530000,15.0143,156.6185,306,306,1961.64,2321.35,-10692.5322265625
1535000,15.0312,156.5719,307,307,1968.67,2325.55,-10693.654296875
1540000,15.0326,156.6311,308,308,1957.86,2337.64,-10785.828125
1545000,14.8527,156.5668,309,309,1961.33,2326.82,-10739.45703125
1550000,15.0536,156.7642,310,310,1975.18,2349.86,-10774.154296875
1555000,15.0476,156.4743,311,311,1984.56,2337.78,-10792.5634765625
1560000,15.0482,156.4306,312,312,1964.61,2340.98,-10803.7373046875
1565000,15.0931,156.6673,313,313,1983.44,2351.32,-10848.60546875
1570000,15.0167,156.5864,314,314,1963.83,2355.42,-10879.548828125
1575000,15.0949,156.5702,315,315,1955.34,2343.26,-10882.6650390625
1580000,15.0547,156.6899,316,316,1975.76,2354.44,-10892.849609375
1585000,14.9229,156.7226,317,317,1958.98,2352.74,-10911.3837890625
1590000,15.0554,156.5587,318,318,1987.15,2376.3,-10932.609375
1595000,14.8989,156.5491,319,319,1973.22,2339.11,-10920.0400390625
1600000,14.9193,156.6092,320,320,1957.08,2341.22,-10952.1240234375
1605000,15.069,156.6937,321,321,1978.07,2370.71,-11006.283203125
1610000,14.9253,156.4803,322,322,1969.35,2348.41,-11017.19140625
1615000,14.9371,156.6042,323,323,1968.31,2344.49,-10988.5576171875
1620000,14.9056,156.6185,324,324,1968.12,2359.44,-11005.552734375
1625000,15.0421,156.5975,325,325,1968.68,2345.62,-11052.71484375
1630000,15.0781,156.547,326,326,1975.44,2365.75,-11076.890625
1635000,15.1225,156.6348,327,327,1968.99,2361.71,-11088.2998046875
1640000,14.866,156.5419,328,328,1969.88,2355.82,-11086.466796875
1645000,15.0084,156.5774,329,329,1967.32,2363.91,-11092.9658203125
1650000,14.8783,156.6799,330,330,1960.08,2338.82,-11094.544921875
1655000,14.9268,156.6479,331,331,1981.54,2373.52,-11125.9111328125
1660000,15.0901,156.5642,332,332,1960.69,2350.34,-11142.736328125
1665000,14.9393,156.5177,333,333,1983.48,2347.72,-11152.37890625
1670000,14.9204,156.6476,334,334,1972.12,2367.15,-11174.373046875
1675000,15.077,156.6817,335,335,1973.01,2371.69,-11223.9658203125
1680000,14.9375,156.5069,336,336,1963.16,2343.06,-11226.6640625
1685000,14.8628,156.5144,337,337,1993.94,2369.52,-11237.0107421875
1690000,14.9337,156.6587,338,338,1977.78,2370.9,-11262.1220703125
1695000,14.7961,156.4679,339,339,1952.21,2361.7,-11295.4619140625
1700000,15.0335,156.396,340,340,1980.36,2364.49,-11309.673828125
1705000,14.8353,156.5089,341,341,1965.4,2369.51,-11306.94140625
1710000,14.7163,156.6391,342,342,1957.06,2362.98,-11327.6904296875
1715000,14.7683,156.5545,343,343,1983.03,2351.61,-11346.3671875
1720000,15.0445,156.584,344,344,1969.34,2356.58,-11386.4248046875
1725000,14.7974,156.633,345,345,1956.26,2350.98,-11368.33203125
1730000,14.9791,156.5303,346,346,1956.03,2349.61,-11431.048828125
1735000,14.9513,156.5689,347,347,1988.29,2378.59,-11438.4560546875
1740000,14.9565,156.5346,348,348,1985.98,2365.01,-11437.7578125
1745000,14.8686,156.4648,349,349,1980.29,2351.45,-11452.087890625
1750000,14.9048,156.5732,350,350,1976.34,2356.25,-11466.265625
1755000,14.9274,156.4031,351,351,1993.37,2361.82,-11545.607421875
1760000,14.9453,156.6977,352,352,1985.41,2355.22,-11553.529296875
1765000,14.9916,156.5922,353,353,1984.6,2360.64,-11548.7197265625
1770000,14.9192,156.8119,354,354,1978.23,2374.77,-11578.580078125
1775000,14.8947,156.6678,355,355,1976.37,2360.22,-11638.6953125
1780000,15.0456,156.5306,356,356,1979.34,2361.52,-11584.2666015625
1785000,15.04,156.653,357,357,1963.26,2351.66,-11656.18359375
1790000,15.0376,156.4888,358,358,1969.1,2365.99,-11633.5771484375
1795000,14.9597,156.7502,359,359,1984.86,2356.51,-11655.435546875
1800000,14.9038,156.6164,360,360,1970.34,2343.08,-11652.5595703125
1805000,15.0337,156.6419,361,361,1990.29,2367.81,-11713.447265625
1810000,14.7988,156.5886,362,362,1977.25,2348.14,-11703.5927734375
1815000,14.8559,156.5849,363,363,1984.86,2339.76,-11717.2333984375
1820000,14.9294,156.6743,364,364,1991.37,2365.71,-11758.79296875
1825000,14.861,156.6773,365,365,1969.19,2341.7,-11765.9345703125
1830000,15.0403,156.5211,366,366,1976.24,2362.42,-11806.572265625
1835000,14.9765,156.5462,367,367,1974.03,2360.81,-11796.8291015625
1840000,14.9151,156.3645,368,368,1970.85,2355.58,-11812.0986328125
1845000,14.7429,156.7001,369,369,1975.35,2348.92,-11840.615234375
1850000,14.8859,156.5964,370,370,1953.27,2354.35,-11908.8984375
1855000,14.7584,156.6582,371,371,1940.55,2343.18,-11907.080078125
1860000,14.9273,156.5091,372,372,1967.31,2358.6,-11914.197265625
1865000,14.8829,156.4249,373,373,1965.1,2375.45,-11966.998046875
1870000,14.8915,156.7832,374,374,1968.83,2364.0,-11958.7802734375
1875000,14.8709,156.6345,375,375,1964.86,2349.5,-11966.322265625
1880000,14.8294,156.669,376,376,1947.79,2339.51,-11973.5712890625
1885000,14.8833,156.6285,377,377,1958.4,2353.08,-12013.197265625
1890000,14.8549,156.6952,378,378,1960.53,2344.89,-12025.05078125
1895000,14.9205,156.6846,379,379,1950.99,2351.92,-12023.6728515625
1900000,14.921,156.6176,380,380,1986.91,2365.4,-12055.423828125
1905000,14.8732,156.591,381,381,1942.03,2346.81,-12085.947265625
1910000,15.1225,156.6696,382,382,1980.76,2380.39,-12128.55078125
1915000,14.8536,156.8168,383,383,1981.96,2362.11,-12101.5087890625
1920000,15.0854,156.689,384,384,1986.17,2379.04,-12149.9423828125
1925000,14.9985,156.5613,385,385,1977.5,2363.04,-12171.611328125
1930000,15.0415,156.5287,386,386,1981.58,2373.32,-12220.056640625
