Running Forward KL,Real Sto Return,Running Reverse KL,Real Det Return,Itration
156.7132,1836.58,15.5839,2180.74,123
156.8448,1842.06,15.4989,2171.89,124
156.8116,1851.74,15.562,2213.34,125
156.667,1861.73,15.6667,2201.9,126
156.8343,1880.41,15.6966,2197.43,127
156.7849,1839.47,15.4225,2187.85,128
156.8208,1847.27,15.4454,2142.99,129
156.8494,1874.27,15.4511,2206.67,130
156.8249,1852.21,15.2594,2202.17,131
156.7287,1849.5,15.5105,2219.38,132
156.844,1866.05,15.4888,2208.6,133
156.8541,1817.54,15.5522,2177.77,134
156.7992,1824.81,15.3204,2171.59,135
156.8354,1868.43,15.5632,2211.73,136
156.8034,1894.33,15.7061,2213.86,137
156.9393,1888.03,15.6074,2227.52,138
156.7779,1847.22,15.463,2192.48,139
156.9665,1834.08,15.4864,2192.22,140
156.7496,1837.97,15.4904,2180.74,141
156.8036,1872.97,15.8145,2220.34,142
156.7314,1873.67,15.7494,2243.36,143
156.8099,1862.94,15.5009,2228.48,144
156.897,1887.35,15.8683,2225.95,145
156.6885,1867.67,15.5827,2235.4,146
156.7216,1843.22,15.2308,2193.43,147
156.7087,1853.02,15.2949,2169.32,148
156.7089,1891.19,15.6931,2227.46,149
156.7995,1859.77,15.705,2197.01,150
156.7357,1893.13,15.5833,2235.78,151
156.809,1867.38,15.2436,2191.7,152
156.5683,1893.16,15.3876,2234.3,153
156.9334,1859.38,15.4608,2217.28,154
156.8259,1867.41,15.5082,2192.3,155
156.7891,1916.49,15.4799,2225.4,156
156.6557,1864.88,15.5479,2202.53,157
156.5963,1855.03,15.1502,2179.11,158
156.9162,1893.75,15.4477,2230.81,159
156.7092,1852.97,15.3392,2226.24,160
156.774,1843.62,15.2913,2209.58,161
156.7108,1861.51,15.3629,2210.5,162
156.6878,1888.81,15.3825,2190.26,163
156.8542,1862.34,15.5754,2216.45,164
156.7099,1903.1,15.8123,2256.87,165
156.6667,1917.39,15.5891,2217.18,166
156.614,1897.51,15.454,2207.12,167
156.8474,1861.81,15.3447,2196.86,168
156.6958,1879.46,15.3913,2237.23,169
156.8571,1896.49,15.4044,2198.38,170
156.812,1918.11,15.2852,2262.41,171
156.969,1869.03,15.5858,2204.35,172
156.7253,1894.03,15.474,2232.01,173
156.6898,1901.09,15.4801,2256.9,174
156.7752,1895.23,15.6907,2203.99,175
156.7384,1895.32,15.201,2230.35,176
156.5547,1908.97,15.6465,2263.21,177
156.7174,1874.88,15.4842,2227.35,178
156.6673,1890.79,15.4314,2244.91,179
156.6197,1889.63,15.261,2247.65,180
156.6803,1871.27,15.2858,2227.65,181
156.6297,1897.65,15.2813,2261.53,182
156.8034,1927.9,15.7767,2283.68,183
156.7803,1869.52,15.4309,2254.29,184
156.7326,1857.61,15.277,2185.35,185
156.7618,1878.81,15.4458,2250.44,186
156.6244,1899.12,15.3929,2217.99,187
156.5687,1932.16,15.3591,2236.93,188
156.7999,1912.77,15.5959,2268.67,189
156.679,1904.51,15.3541,2213.29,190
156.6624,1901.52,15.4239,2241.43,191
156.6254,1885.18,15.2318,2223.66,192
156.7384,1920.93,15.375,2230.72,193
156.7089,1885.55,15.4806,2217.64,194
156.712,1894.14,15.1509,2198.72,195
156.6873,1859.2,15.1479,2201.82,196
156.6476,1913.21,15.407,2263.77,197
156.7727,1896.11,15.018,2246.26,198
156.5415,1885.52,15.0054,2195.44,199
156.704,1900.44,15.0659,2277.96,200
156.8467,1907.48,15.3693,2294.51,201
156.6772,1887.62,15.3222,2258.98,202
156.4916,1930.38,15.3468,2281.68,203
156.6585,1915.74,15.4965,2282.53,204
156.7305,1917.0,15.6016,2291.54,205
156.5965,1929.27,15.365,2302.85,206
156.7802,1911.49,15.6223,2297.54,207
156.7644,1933.86,15.5877,2314.04,208
156.7981,1923.63,15.4315,2290.11,209
156.7803,1918.61,15.4295,2305.25,210
156.6548,1915.29,15.3301,2302.35,211
156.5961,1913.23,15.3023,2288.36,212
156.7809,1923.69,15.3869,2299.78,213
156.7164,1936.19,15.356,2309.45,214
156.6893,1909.89,15.2623,2291.74,215
156.7754,1920.45,15.205,2279.51,216
156.6739,1911.85,15.3964,2288.61,217
156.6026,1898.7,15.1922,2300.39,218
156.5964,1894.8,15.3873,2296.32,219
156.6968,1921.38,15.4022,2293.15,220
156.7932,1936.08,15.5347,2315.68,221
156.7147,1918.16,15.4361,2300.68,222
156.6199,1928.8,15.4905,2304.7,223
156.7276,1920.42,15.5367,2289.44,224
156.5271,1911.74,15.3615,2266.42,225
156.739,1918.63,15.4466,2313.87,226
156.6079,1928.92,15.4626,2284.67,227
156.6562,1928.94,15.4328,2291.17,228
156.7317,1925.63,15.4362,2292.15,229
156.6565,1935.15,15.35,2302.2,230
156.6409,1902.33,15.352,2271.79,231
156.7442,1913.48,15.4487,2272.63,232
156.6391,1929.92,15.3571,2268.02,233
156.5861,1907.2,15.3597,2289.92,234
156.6872,1924.51,15.3259,2269.46,235
156.7314,1915.34,15.3503,2310.58,236
156.5791,1934.26,15.5047,2308.02,237
156.5924,1913.97,15.4083,2299.49,238
156.7341,1926.92,15.4278,2301.2,239
156.6659,1909.28,15.0865,2261.94,240
156.6612,1904.42,15.1377,2264.2,241
156.5495,1904.63,15.196,2280.93,242
156.5212,1921.86,15.4314,2308.31,243
156.5911,1926.76,15.3027,2286.8,244
156.6859,1931.85,15.2817,2295.62,245
156.4272,1921.77,15.205,2278.3,246
156.6372,1919.07,15.3856,2304.59,247
156.4735,1902.38,15.2458,2286.75,248
156.5729,1930.36,15.3629,2304.53,249
156.7675,1956.49,15.4916,2324.63,250
156.5934,1930.83,15.4209,2281.31,251
156.8495,1935.55,15.2865,2315.91,252
156.7234,1933.92,15.4299,2288.81,253
156.7432,1947.48,15.6465,2327.67,254
156.7997,1940.71,15.346,2309.04,255
156.7163,1943.85,15.4279,2317.25,256
156.7086,1932.2,15.4272,2282.03,257
156.6428,1942.8,15.3498,2299.57,258
156.8212,1862.28,15.5682,2287.87,259
156.5921,1921.33,15.3266,2296.5,260
156.612,1950.41,15.5535,2322.24,261
156.7479,1889.84,15.5194,2295.61,262
156.6173,1929.05,15.436,2280.41,263
156.6894,1936.82,15.2548,2317.49,264
156.601,1934.43,15.4274,2287.44,265
156.6842,1941.81,15.3869,2291.31,266
156.7222,1968.51,15.4521,2308.53,267
156.6846,1939.96,15.4663,2309.75,268
156.6986,1951.08,15.4281,2316.04,269
156.7592,1955.66,15.3252,2311.22,270
156.6573,1953.12,15.4149,2314.97,271
156.6791,1951.3,15.5007,2323.32,272
156.6691,1960.93,15.576,2311.22,273
156.5873,1959.98,15.4869,2329.69,274
156.5769,1953.84,15.4124,2321.87,275
156.5823,1949.12,15.2533,2322.94,276
156.6372,1947.13,15.3761,2310.15,277
156.6136,1941.41,15.3876,2342.08,278
156.7057,1908.32,15.3879,2286.96,279
156.6305,1953.12,15.399,2311.66,280
156.6474,1860.44,15.5114,2329.74,281
156.81,1881.72,15.4239,2301.72,282
156.5771,1927.24,15.3673,2288.59,283
156.6524,1927.71,15.2396,2297.25,284
156.6648,1947.24,15.4003,2332.7,285
156.7131,1944.46,15.3882,2311.44,286
156.7341,1947.77,15.2478,2313.96,287
156.618,1928.26,15.3452,2290.77,288
156.6202,1931.85,15.3263,2286.73,289
156.5664,1939.47,15.447,2308.6,290
156.5371,1941.65,15.18,2297.56,291
156.6535,1944.34,15.1338,2298.99,292
156.6461,1928.22,15.0797,2309.89,293
156.6389,1939.42,15.3662,2327.9,294
156.5916,1941.98,15.2416,2310.01,295
156.5819,1923.68,15.2281,2284.19,296
156.5726,1915.66,15.2538,2265.83,297
156.645,1935.62,15.1927,2296.86,298
156.6256,1913.66,15.2879,2302.06,299
156.6607,1941.66,15.2896,2297.89,300
156.5846,1947.36,15.1974,2340.23,301
156.654,1943.52,15.2951,2304.62,302
156.5836,1961.2,15.2384,2311.24,303
156.6157,1922.4,15.2081,2300.22,304
156.5902,1965.16,15.4479,2300.77,305
156.6399,1964.61,15.2719,2316.44,306
156.5931,1936.53,15.3263,2265.62,307
156.5517,1935.51,15.2995,2264.34,308
156.507,1973.81,15.3142,2313.19,309
156.6428,1928.74,15.2489,2307.18,310
156.6473,1948.6,15.1005,2323.53,311
156.6425,1936.95,15.2927,2295.58,312
156.5468,1956.0,15.2242,2298.28,313
156.4959,1958.29,15.1475,2343.09,314
156.654,1917.86,15.3218,2275.03,315
156.6297,1940.59,15.2945,2322.55,316
156.5712,1952.4,15.1963,2323.9,317
156.6572,1969.89,15.4621,2325.88,318
156.499,1957.9,15.0672,2328.32,319
156.5483,1956.35,15.3178,2323.34,320
156.6242,1953.35,15.1783,2338.14,321
156.5639,1957.16,15.3226,2328.46,322
156.5751,1946.69,15.2307,2323.29,323
156.5809,1936.59,15.1105,2326.32,324
156.5527,1951.54,15.2862,2315.23,325
156.5884,1955.34,15.2248,2345.37,326
156.5993,1957.03,15.2197,2329.94,327
156.5442,1963.37,15.3297,2318.65,328
156.485,1962.44,15.0826,2317.17,329
156.558,1956.87,15.2839,2312.43,330
156.6898,1962.4,15.3211,2333.95,331
156.6938,1942.52,15.1841,2317.99,332
156.7386,1964.99,15.3568,2310.82,333
156.444,1978.76,15.1309,2339.58,334
156.5445,1962.66,15.2827,2342.06,335
156.6178,1982.75,15.2408,2320.75,336
156.6066,1937.2,15.3691,2298.73,337
156.6857,1948.94,15.1463,2307.53,338
156.5412,1952.45,15.1475,2287.63,339
156.5092,1940.87,15.14,2327.7,340
156.6914,1923.72,15.121,2327.96,341
156.6665,1964.83,15.2704,2315.96,342
156.5041,1947.08,15.1624,2296.24,343
156.5684,1960.94,15.2633,2323.9,344
156.6204,1946.36,15.2968,2325.21,345
156.7426,1941.16,15.2856,2327.64,346
156.6231,1973.9,15.2693,2307.44,347
156.6369,1942.4,15.3291,2313.98,348
156.6479,1991.24,15.138,2326.85,349
156.5261,1964.39,15.1992,2292.23,350
156.6115,1952.84,15.4082,2295.81,351
156.6694,1976.52,15.3536,2315.74,352
156.6622,1952.06,15.0407,2302.32,353
156.6746,1961.15,15.3397,2311.26,354
156.5449,1959.57,15.2024,2319.9,355
156.6402,1980.98,15.3856,2354.17,356
156.5713,1945.9,15.2556,2324.7,357
156.6879,1976.44,15.2837,2322.81,358
156.6949,1980.71,15.2459,2327.74,359
156.7586,1966.24,15.0922,2310.47,360
156.5323,1985.36,15.3313,2325.85,361
156.5315,1955.1,15.1187,2299.51,362
156.5253,1967.34,15.1882,2311.11,363
156.7148,1946.83,15.3094,2304.17,364
156.6665,1968.2,15.2313,2303.48,365
156.7273,1968.62,15.3299,2283.48,366
156.5603,1987.19,15.3241,2308.42,367
156.7747,1954.8,15.3232,2291.88,368
156.6109,1951.0,15.2389,2276.52,369
156.6479,1973.46,15.4724,2313.7,370
156.6378,1961.27,15.153,2310.96,371
156.7494,1967.81,15.3482,2310.59,372
156.6015,1959.95,15.2532,2267.18,373
156.7099,1965.75,15.4743,2348.12,374
156.7991,1950.39,15.2868,2294.26,375
156.525,1943.84,15.2345,2282.78,376
156.7333,1970.53,15.2625,2308.89,377
156.5588,1985.79,15.4299,2325.6,378
156.5639,1980.39,15.5336,2338.78,379
156.566,1961.33,15.251,2313.56,380
156.482,1972.68,15.3635,2307.94,381
156.7025,1945.14,15.4658,2311.56,382
156.6264,1949.84,15.3083,2275.79,383
156.6992,1981.75,15.4098,2310.85,384
156.6064,1971.45,15.2141,2280.05,385
156.6856,1987.26,15.3535,2323.72,386
156.6326,1971.85,15.2615,2312.74,387
156.6595,1987.44,15.1796,2283.81,388
156.7175,1976.65,15.4438,2315.69,389
156.8141,1955.9,15.3639,2294.07,390
156.7141,1957.76,15.2835,2296.34,391
156.6621,1973.89,15.3287,2282.85,392
156.5902,1982.85,15.4167,2303.65,393
156.6024,1954.3,15.2773,2284.27,394
156.578,1969.22,15.2631,2306.45,395
156.5635,1974.78,15.3541,2304.91,396
156.5802,1968.89,15.2952,2308.8,397
156.6696,1968.66,15.3275,2268.07,398
156.5063,1979.1,15.3035,2303.36,399
156.6661,1978.93,15.3457,2296.15,400
156.7392,1955.5,15.4834,2302.96,401
156.7704,1970.57,15.3672,2278.16,402
156.7346,1994.02,15.4165,2327.24,403
156.656,1980.37,15.4489,2303.71,404
156.7128,1983.93,15.5335,2313.71,405
156.7402,1966.84,15.4051,2284.25,406
156.5987,1993.06,15.5002,2334.48,407
156.7996,1998.33,15.5556,2337.67,408
156.7343,1987.04,15.4206,2333.48,409
156.6742,1972.68,15.5531,2327.94,410
