Real Sto Return,Running Env Steps,Running Reverse KL,Itration,Reward Loss,Running Forward KL,Running Update Time,Real Det Return
349.66,1020000,15.1547,204,-1464.3709716796875,48.8574,204,272.66
382.7,1025000,18.4726,205,-1803.48486328125,51.1568,205,409.35
352.64,1030000,17.2925,206,-1792.1461181640625,49.5906,206,481.51
350.96,1035000,33.9159,207,-2366.57763671875,50.8562,207,566.82
420.92,1040000,15.8547,208,-1929.6151123046875,49.4183,208,416.31
321.69,1045000,20.545,209,-2185.50341796875,50.9395,209,348.29
238.03,1050000,28.4263,210,-2477.49853515625,51.8164,210,280.54
337.11,1055000,18.3937,211,-1951.6038818359375,50.639,211,424.24
395.12,1060000,19.6639,212,-1664.33447265625,49.3641,212,355.83
341.85,1065000,18.3992,213,-1815.5220947265625,50.2112,213,410.24
367.41,1070000,15.7041,214,-2228.31298828125,50.5749,214,417.91
397.43,1075000,19.4598,215,-2355.681640625,50.732,215,392.37
270.28,1080000,24.6877,216,-2330.757080078125,50.9742,216,336.74
315.14,1085000,19.496,217,-2211.8095703125,50.7377,217,366.82
281.05,1090000,20.2693,218,-2168.43310546875,50.873,218,223.23
223.99,1095000,30.6493,219,-2646.972412109375,51.2325,219,228.98
264.65,1100000,29.6767,220,-2621.501953125,50.2828,220,283.68
350.43,1105000,32.9506,221,-2616.010009765625,51.5905,221,546.63
263.44,1110000,30.286,222,-2623.611328125,50.7758,222,322.09
63.53,1115000,44.3242,223,-2764.21142578125,55.2437,223,68.37
260.16,1120000,29.3149,224,-2633.5830078125,51.3771,224,305.7
282.0,1125000,28.3982,225,-2621.109375,50.8732,225,306.99
196.35,1130000,44.1202,226,-2851.462890625,52.243,226,178.74
281.87,1135000,28.9676,227,-2323.102294921875,49.5375,227,309.22
396.37,1140000,42.5553,228,-2694.631591796875,50.7296,228,972.8
245.1,1145000,28.4357,229,-2504.09326171875,50.3061,229,338.37
113.0,1150000,103.8498,230,-2882.45068359375,51.6619,230,40.76
281.96,1155000,32.2471,231,-2701.666259765625,50.9854,231,273.83
538.06,1160000,21.4148,232,-2685.257080078125,50.7649,232,670.55
391.43,1165000,18.8652,233,-2675.303466796875,50.0328,233,392.46
304.44,1170000,16.0628,234,-2784.32958984375,50.5784,234,531.37
376.11,1175000,19.9898,235,-2862.385986328125,50.6505,235,383.82
428.79,1180000,22.7031,236,-2824.885009765625,50.4196,236,550.09
384.49,1185000,81.6156,237,-2959.886962890625,49.9517,237,603.21
364.73,1190000,16.3977,238,-3026.369873046875,49.8458,238,438.52
283.54,1195000,49.8561,239,-2842.40185546875,52.0386,239,419.16
622.05,1200000,14.4071,240,-2353.89990234375,50.0705,240,1206.0
330.64,1205000,16.4308,241,-2795.4072265625,49.79,241,303.05
440.6,1210000,15.8167,242,-2922.01318359375,50.3733,242,507.65
498.44,1215000,14.7307,243,-2602.615234375,49.4038,243,1329.02
582.03,1220000,14.9919,244,-2676.869140625,49.9527,244,520.18
1155.73,1225000,15.1425,245,-2614.069580078125,49.4578,245,1211.34
371.0,1230000,15.846,246,-2820.47021484375,50.5402,246,349.29
318.85,1235000,14.6083,247,-2890.12890625,49.9551,247,331.67
492.71,1240000,15.7237,248,-3091.209228515625,50.7371,248,432.75
611.53,1245000,14.8576,249,-3049.66015625,49.8885,249,467.83
599.35,1250000,16.745,250,-3291.01513671875,50.2021,250,776.89
780.5,1255000,18.8434,251,-3156.31005859375,49.8485,251,660.88
633.55,1260000,21.4076,252,-3114.25244140625,50.0152,252,978.13
509.85,1265000,27.1948,253,-3266.667236328125,50.3572,253,721.96
409.91,1270000,40.339,254,-3438.753173828125,50.9043,254,282.55
422.52,1275000,19.8945,255,-3353.678955078125,51.6306,255,474.34
300.62,1280000,22.6305,256,-3438.445556640625,51.6634,256,350.66
427.12,1285000,22.0514,257,-3450.815673828125,51.5068,257,412.84
319.95,1290000,25.1857,258,-3617.364990234375,50.6298,258,261.52
630.15,1295000,24.8794,259,-3390.16357421875,50.7559,259,481.41
470.0,1300000,25.2576,260,-3455.5126953125,51.1721,260,413.02
377.35,1305000,30.0409,261,-3654.8466796875,51.1447,261,470.25
507.74,1310000,29.0446,262,-3650.266845703125,50.6542,262,723.23
426.49,1315000,34.4734,263,-3686.728515625,51.0097,263,470.34
428.64,1320000,42.5366,264,-3631.74951171875,51.2198,264,503.85
361.3,1325000,38.6778,265,-3656.505615234375,51.7757,265,456.12
502.75,1330000,42.4659,266,-3556.53662109375,51.254,266,291.1
315.51,1335000,37.7746,267,-3715.349853515625,52.0102,267,438.15
593.76,1340000,30.1653,268,-3596.600830078125,50.8757,268,536.64
434.9,1345000,31.5161,269,-3822.1982421875,50.7246,269,350.62
590.31,1350000,22.3941,270,-3601.689697265625,50.8077,270,579.02
857.97,1355000,16.14,271,-3434.353759765625,50.5084,271,747.43
1124.35,1360000,28.2416,272,-3203.215087890625,49.8671,272,988.03
987.78,1365000,20.6607,273,-3369.237548828125,51.2027,273,957.77
609.55,1370000,37.3749,274,-3484.262451171875,51.2959,274,658.28
165.25,1375000,138.2638,275,-3872.743408203125,52.2738,275,92.24
-18.51,1380000,21.3489,276,-3261.567626953125,50.2976,276,-20.25
-21.6,1385000,47.1632,277,-3507.74462890625,52.5746,277,-31.74
154.58,1390000,235.0869,278,-4038.63720703125,53.6744,278,223.69
873.32,1395000,41.7311,279,-3366.210693359375,53.6267,279,894.13
933.9,1400000,71.5992,280,-3498.37890625,55.6958,280,1013.86
227.88,1405000,38.5804,281,-3745.019287109375,50.4446,281,596.08
482.87,1410000,41.1386,282,-3849.42919921875,50.0901,282,405.63
33.04,1415000,80.3029,283,-4273.52587890625,52.1442,283,17.19
520.87,1420000,101.9598,284,-4128.6806640625,51.2389,284,195.33
313.86,1425000,95.1568,285,-4347.26708984375,53.285,285,248.43
11.9,1430000,112.5427,286,-4164.80712890625,52.131,286,14.73
52.74,1435000,57.1585,287,-4256.146484375,54.4552,287,50.35
710.95,1440000,47.9364,288,-4266.76611328125,54.167,288,876.11
955.23,1445000,42.2618,289,-4228.8134765625,56.124,289,993.77
1152.62,1450000,29.4032,290,-3950.591552734375,51.1886,290,1038.67
979.89,1455000,38.2102,291,-3803.87744140625,54.0431,291,1013.94
597.77,1460000,40.3956,292,-4407.275390625,54.4471,292,889.78
348.16,1465000,75.3242,293,-4579.32275390625,54.4933,293,210.68
11.94,1470000,57.3429,294,-4189.5068359375,53.8469,294,12.85
149.76,1475000,35.5887,295,-4149.75439453125,51.514,295,195.41
62.83,1480000,75.9465,296,-4548.92431640625,50.966,296,40.83
851.18,1485000,43.4081,297,-4344.4853515625,52.403,297,909.55
1005.85,1490000,45.0386,298,-4731.009765625,56.1193,298,1000.25
992.37,1495000,51.6221,299,-4199.6298828125,55.2575,299,998.99
933.07,1500000,33.4017,300,-4395.416015625,51.0129,300,1032.85
899.53,1505000,40.7697,301,-4635.84033203125,52.6806,301,874.58
713.64,1510000,35.1228,302,-4471.4072265625,52.6332,302,534.21
961.78,1515000,33.4488,303,-4131.3359375,54.9206,303,999.62
919.53,1520000,50.1111,304,-4375.826171875,54.2724,304,1042.53
741.81,1525000,52.7375,305,-4361.7998046875,55.1894,305,992.8
331.22,1530000,104.9841,306,-5720.44921875,56.1769,306,363.3
321.3,1535000,37.6579,307,-5303.36328125,51.7326,307,312.52
477.19,1540000,24.6287,308,-4129.052734375,49.568,308,403.14
1221.95,1545000,19.223,309,-4009.714111328125,50.8549,309,1320.5
1039.61,1550000,45.7403,310,-4415.5283203125,54.1418,310,1012.37
1012.59,1555000,47.4592,311,-4443.75439453125,56.3859,311,1015.76
1063.31,1560000,42.9657,312,-4366.87744140625,54.0969,312,1030.97
1022.98,1565000,40.0982,313,-4281.7509765625,52.6237,313,1202.32
772.5,1570000,49.2722,314,-4836.919921875,53.0499,314,1028.43
31.58,1575000,68.0414,315,-5652.00537109375,52.7233,315,31.17
190.44,1580000,79.3615,316,-6256.40185546875,53.069,316,183.34
328.52,1585000,29.1405,317,-5660.73046875,51.3112,317,357.72
1005.24,1590000,28.1777,318,-5084.26513671875,55.6964,318,996.62
981.38,1595000,26.7894,319,-4550.89013671875,53.2523,319,986.53
94.53,1600000,80.0978,320,-5833.29296875,53.0395,320,122.0
20.3,1605000,54.4364,321,-5428.96728515625,52.4626,321,20.21
4.47,1610000,92.9359,322,-6964.5556640625,59.9895,322,4.18
562.07,1615000,64.5767,323,-4688.00146484375,53.2983,323,930.03
291.71,1620000,30.1047,324,-4764.74755859375,54.1383,324,302.93
47.02,1625000,59.023,325,-5817.40625,55.3881,325,47.08
861.3,1630000,50.185,326,-5282.4560546875,53.8915,326,1022.03
298.78,1635000,77.4358,327,-5783.42333984375,52.8193,327,295.21
25.85,1640000,98.579,328,-6160.53076171875,54.5026,328,33.09
335.85,1645000,21.0536,329,-4775.4306640625,50.1308,329,329.55
109.54,1650000,90.9448,330,-5618.9775390625,53.5137,330,112.98
54.62,1655000,90.8834,331,-6778.7548828125,56.0074,331,57.46
179.5,1660000,126.0289,332,-6639.69677734375,55.8914,332,170.47
1012.16,1665000,53.6014,333,-5222.19140625,56.6401,333,1012.82
130.54,1670000,91.9461,334,-6786.56494140625,59.576,334,131.0
225.3,1675000,54.8102,335,-6492.19970703125,56.7529,335,263.69
13.87,1680000,35.8812,336,-6271.83447265625,55.4566,336,13.15
144.36,1685000,31.8209,337,-5601.1923828125,52.5061,337,305.08
255.59,1690000,54.9376,338,-6349.69384765625,54.8214,338,304.18
196.94,1695000,26.1699,339,-5888.88720703125,54.2303,339,260.36
975.21,1700000,23.3811,340,-5467.478515625,53.671,340,983.66
415.96,1705000,45.2964,341,-6409.39501953125,50.8572,341,382.25
1004.27,1710000,50.5059,342,-5396.4296875,55.7848,342,1004.22
1010.84,1715000,32.9019,343,-5180.2080078125,53.6221,343,1010.68
-7.02,1720000,123.7551,344,-7621.689453125,60.2095,344,-8.49
436.56,1725000,62.767,345,-6741.4140625,57.2689,345,287.83
361.61,1730000,74.0416,346,-6832.2548828125,54.3455,346,674.29
83.32,1735000,108.541,347,-7563.94873046875,55.5785,347,75.42
1030.53,1740000,60.1082,348,-5736.04541015625,57.3889,348,1030.27
1013.35,1745000,50.4247,349,-5684.70458984375,57.4582,349,1014.99
1031.78,1750000,51.1912,350,-6026.982421875,57.8117,350,1031.47
1021.91,1755000,54.433,351,-5910.77099609375,57.2717,351,1022.16
1022.16,1760000,52.2101,352,-5816.17431640625,57.1254,352,1023.45
1017.61,1765000,48.4836,353,-5839.06201171875,56.7391,353,1018.01
745.58,1770000,56.7405,354,-6398.0908203125,55.4308,354,711.36
1014.13,1775000,43.3703,355,-6062.98828125,55.8897,355,1014.22
1020.49,1780000,52.2384,356,-6266.1279296875,57.1009,356,1018.48
994.38,1785000,61.3652,357,-6279.0537109375,57.4367,357,996.75
376.28,1790000,92.5177,358,-6404.49755859375,53.2433,358,370.92
983.15,1795000,33.5558,359,-5480.859375,54.6596,359,994.28
990.4,1800000,32.2861,360,-6105.9521484375,53.0357,360,990.1
54.02,1805000,102.957,361,-6914.94677734375,55.256,361,18.75
331.14,1810000,59.6197,362,-7080.052734375,53.0212,362,416.46
369.35,1815000,45.1816,363,-7319.04931640625,51.7025,363,386.32
218.22,1820000,27.2002,364,-7147.4091796875,50.6926,364,206.32
419.37,1825000,78.2353,365,-6920.18798828125,50.8063,365,425.64
215.59,1830000,46.8756,366,-7924.73486328125,51.1165,366,138.79
1006.85,1835000,51.3361,367,-6421.24072265625,57.1287,367,1011.39
52.41,1840000,31.1084,368,-8130.3232421875,52.8838,368,63.22
995.07,1845000,67.7932,369,-6590.5869140625,56.9203,369,997.16
1323.3,1850000,44.8218,370,-6625.814453125,54.1982,370,1163.79
16.07,1855000,57.8005,371,-9008.33984375,56.114,371,17.2
59.35,1860000,79.8647,372,-9004.8232421875,54.7172,372,11.08
301.93,1865000,38.9693,373,-7770.39501953125,54.3068,373,304.8
176.01,1870000,41.1611,374,-7655.21728515625,52.3793,374,134.56
151.9,1875000,28.8416,375,-7696.9931640625,51.2594,375,116.1
888.09,1880000,50.4048,376,-7546.29443359375,53.6883,376,662.29
274.45,1885000,38.8964,377,-7766.4482421875,53.1061,377,498.37
917.47,1890000,57.7334,378,-7390.060546875,54.9085,378,1000.11
171.43,1895000,101.8517,379,-8458.509765625,54.8237,379,177.11
221.34,1900000,83.2488,380,-9303.7392578125,55.5016,380,224.03
1021.21,1905000,58.2875,381,-6709.28125,57.4509,381,1021.67
110.75,1910000,40.1657,382,-7846.58984375,52.7183,382,108.94
237.84,1915000,43.6929,383,-6110.5830078125,50.465,383,266.52
336.19,1920000,52.2006,384,-7239.2080078125,51.7168,384,342.85
1012.03,1925000,44.714,385,-6914.169921875,55.3797,385,1017.39
1002.54,1930000,51.612,386,-6912.44873046875,56.6221,386,1006.44
945.79,1935000,22.7937,387,-6042.3076171875,51.4241,387,1002.47
294.46,1940000,58.1645,388,-6709.91552734375,51.2881,388,362.85
289.71,1945000,52.2105,389,-6747.70751953125,50.2136,389,297.9
212.46,1950000,30.6037,390,-6705.75732421875,50.6319,390,192.37
239.6,1955000,19.3174,391,-6808.583984375,49.9115,391,295.42
282.06,1960000,22.9422,392,-6939.40380859375,50.6305,392,303.12
411.79,1965000,44.3099,393,-7476.8212890625,51.5518,393,540.36
349.73,1970000,38.0171,394,-7970.8359375,51.3636,394,329.09
413.69,1975000,31.5586,395,-7681.576171875,51.5744,395,373.87
464.2,1980000,43.8453,396,-8037.84765625,50.6001,396,612.77
449.87,1985000,56.3623,397,-8851.6484375,50.3083,397,441.69
502.29,1990000,39.0832,398,-8339.5078125,51.0857,398,626.33
514.07,1995000,34.6912,399,-8440.2177734375,50.4049,399,935.84
