Running Reverse KL,Reward Loss,Itration,Running Update Time,Real Det Return,Running Forward KL,Real Sto Return,Running Env Steps
15.455,-12033.4326171875,50,50,2049.48,156.9316,1690.09,250000
15.4071,-12227.626953125,51,51,2000.66,157.0015,1698.96,255000
15.9418,-12478.212890625,52,52,2113.4,156.9349,1773.06,260000
15.4107,-12634.4580078125,53,53,2097.02,156.8417,1749.96,265000
15.3156,-12806.0234375,54,54,2028.08,156.9319,1714.73,270000
15.7113,-13127.8173828125,55,55,2122.85,156.9976,1763.37,275000
15.6171,-13270.0927734375,56,56,2068.1,156.9204,1763.02,280000
15.3395,-13396.9482421875,57,57,2074.0,156.968,1750.92,285000
15.1724,-13677.2421875,58,58,2084.78,156.9013,1747.26,290000
15.5596,-13851.2744140625,59,59,2131.35,156.8504,1779.01,295000
15.7387,-14150.0673828125,60,60,2125.85,156.8954,1792.47,300000
15.8338,-14320.884765625,61,61,2114.48,156.8159,1754.49,305000
15.5323,-14458.771484375,62,62,2100.1,156.8908,1767.32,310000
15.5944,-14718.208984375,63,63,2164.84,156.8122,1792.2,315000
15.5483,-14935.8720703125,64,64,2063.98,157.0227,1743.08,320000
15.7045,-15249.8896484375,65,65,2135.89,156.8456,1800.5,325000
15.6114,-15384.4892578125,66,66,2136.59,156.959,1783.38,330000
16.12,-15471.83203125,67,67,2008.83,156.9623,1730.51,335000
15.5943,-15770.6005859375,68,68,2098.3,156.7464,1791.69,340000
15.0691,-15878.0234375,69,69,2113.06,156.8668,1731.61,345000
15.4014,-16237.4052734375,70,70,2102.28,156.8596,1723.21,350000
13.1673,-13694.0634765625,71,71,703.47,157.4436,570.86,355000
15.5069,-16594.62109375,72,72,2143.58,156.8115,1777.02,360000
15.0944,-16819.400390625,73,73,2098.69,156.8852,1731.29,365000
15.1272,-16915.052734375,74,74,2125.19,156.8362,1732.69,370000
15.2668,-17087.423828125,75,75,2096.32,156.8283,1720.56,375000
15.524,-17525.171875,76,76,2174.16,156.8388,1795.84,380000
15.7949,-17897.892578125,77,77,2174.11,156.8745,1809.26,385000
15.3732,-18065.07421875,78,78,2135.15,156.8146,1777.74,390000
15.5602,-18219.94140625,79,79,2148.81,156.6504,1814.34,395000
15.8197,-18394.962890625,80,80,2174.69,156.722,1842.43,400000
15.3126,-18532.671875,81,81,2121.07,156.9842,1776.8,405000
15.4094,-18802.640625,82,82,2195.69,156.8844,1793.81,410000
15.4292,-18943.171875,83,83,2219.96,156.765,1847.76,415000
15.3665,-19173.12890625,84,84,2160.83,156.8037,1823.1,420000
15.1865,-19390.384765625,85,85,2172.92,156.8574,1813.57,425000
15.4196,-19672.63671875,86,86,2197.87,156.8311,1805.33,430000
15.5753,-19969.154296875,87,87,2174.51,156.6968,1829.07,435000
15.4538,-20247.58203125,88,88,2231.04,156.7979,1837.8,440000
15.2788,-20350.130859375,89,89,2202.87,156.6732,1819.3,445000
15.4922,-20390.529296875,90,90,2134.82,156.7313,1831.1,450000
15.3342,-20796.4296875,91,91,2211.39,156.4996,1864.67,455000
15.4305,-21137.509765625,92,92,2160.81,156.9861,1827.57,460000
15.4236,-21234.490234375,93,93,2208.89,156.5926,1829.02,465000
15.2195,-21522.15625,94,94,2225.74,156.7028,1819.49,470000
15.1565,-21721.33203125,95,95,2199.32,156.656,1842.17,475000
15.2791,-21932.107421875,96,96,2185.52,156.8346,1813.58,480000
15.2303,-22399.498046875,97,97,2217.1,156.7091,1834.84,485000
15.0926,-22352.51171875,98,98,2185.39,156.8338,1823.84,490000
15.5441,-22602.78515625,99,99,2197.91,156.7743,1832.59,495000
15.3019,-22812.853515625,100,100,2170.54,156.8115,1821.17,500000
14.9499,-23266.5546875,101,101,2139.86,156.7828,1799.65,505000
15.4064,-23392.966796875,102,102,2171.98,156.7966,1825.06,510000
15.1727,-23685.59375,103,103,2174.65,156.8802,1816.73,515000
15.3058,-24101.044921875,104,104,2225.19,156.7967,1820.0,520000
15.3171,-24211.978515625,105,105,2213.67,156.9431,1834.73,525000
15.583,-24633.201171875,106,106,2261.06,156.7928,1857.33,530000
15.4015,-24799.78515625,107,107,2195.35,156.8056,1842.41,535000
15.2859,-25134.4375,108,108,2181.7,156.7585,1839.54,540000
15.0347,-25227.55078125,109,109,2205.58,156.6508,1844.66,545000
15.0804,-25350.0703125,110,110,2174.22,156.6533,1804.29,550000
15.5349,-25730.556640625,111,111,2218.15,156.7948,1860.64,555000
15.0771,-25932.029296875,112,112,2156.65,157.0962,1796.53,560000
14.1134,-25585.69140625,113,113,579.85,156.9736,1639.08,565000
15.47,-26739.23828125,114,114,2175.84,157.0784,1811.74,570000
14.5601,-26639.72265625,115,115,2039.61,156.6902,1747.85,575000
14.7739,-27107.7890625,116,116,2183.95,156.6494,1800.78,580000
15.0946,-27447.01953125,117,117,2189.66,156.6949,1805.38,585000
18.343,-25867.837890625,118,118,-194.28,157.8221,346.44,590000
14.0284,-26069.64453125,119,119,-153.87,157.442,769.55,595000
15.6313,-28084.740234375,120,120,2207.39,156.8344,1839.48,600000
15.2323,-28604.365234375,121,121,2172.36,156.7654,1807.17,605000
14.83,-28652.978515625,122,122,2126.4,156.8281,1738.53,610000
15.0672,-28913.841796875,123,123,2122.0,156.8078,1789.59,615000
15.123,-29370.939453125,124,124,2210.28,156.7855,1805.71,620000
15.0736,-29541.255859375,125,125,2245.41,156.524,1862.95,625000
15.0537,-29712.025390625,126,126,2225.15,156.6957,1847.88,630000
15.1166,-30080.9453125,127,127,2270.53,156.6715,1882.11,635000
15.2922,-30407.62890625,128,128,2221.96,156.757,1868.06,640000
15.4,-30786.248046875,129,129,2201.58,156.5796,1851.77,645000
15.046,-30835.18359375,130,130,2239.8,156.7128,1846.39,650000
15.1208,-30993.8203125,131,131,2165.73,156.7392,1851.66,655000
15.3182,-31624.251953125,132,132,2149.27,156.8748,1841.07,660000
15.1197,-31747.759765625,133,133,2242.44,156.6029,1873.82,665000
15.4767,-32189.93359375,134,134,2280.59,156.6108,1899.46,670000
15.4135,-32193.134765625,135,135,2261.67,156.5624,1865.36,675000
15.288,-32603.24609375,136,136,2200.98,156.6796,1862.0,680000
15.2335,-33016.96484375,137,137,2289.12,156.6402,1861.76,685000
15.1684,-33450.43359375,138,138,2267.09,156.8728,1882.15,690000
15.1834,-33603.03125,139,139,2283.97,156.6049,1903.38,695000
15.1598,-33586.2890625,140,140,2223.41,156.754,1850.26,700000
14.2219,-33941.53515625,141,141,2102.99,156.5865,1646.82,705000
14.5832,-35240.32421875,142,142,780.19,157.7116,723.09,710000
14.5879,-34679.3984375,143,143,-199.85,156.5944,1742.59,715000
14.8524,-35041.625,144,144,2175.09,156.6401,1765.55,720000
14.6384,-35163.7734375,145,145,2136.25,156.7111,1789.46,725000
15.0616,-35640.46875,146,146,2250.02,156.7648,1858.99,730000
15.2221,-35638.90234375,147,147,2256.19,156.6746,1907.23,735000
14.8629,-35917.453125,148,148,2232.21,156.6775,1876.68,740000
14.9371,-36255.6953125,149,149,2240.53,156.5744,1884.1,745000
15.149,-36607.796875,150,150,2282.18,156.6046,1909.04,750000
15.3369,-36611.09375,151,151,2247.07,156.7126,1909.12,755000
15.2296,-36967.2578125,152,152,2217.26,156.7188,1877.4,760000
15.1903,-37348.234375,153,153,2271.14,156.5471,1881.93,765000
15.2195,-37666.7578125,154,154,2240.91,156.558,1902.92,770000
15.0893,-38004.95703125,155,155,2218.15,156.8025,1865.12,775000
15.2579,-38324.30078125,156,156,2227.4,156.6052,1893.17,780000
15.2318,-38320.37109375,157,157,2246.8,156.7927,1910.64,785000
14.9292,-38620.30078125,158,158,2230.39,156.5421,1870.45,790000
14.9923,-39155.24609375,159,159,2241.58,156.623,1863.37,795000
15.4223,-39531.8671875,160,160,2306.28,156.6957,1901.03,800000
14.9853,-39271.46484375,161,161,2284.6,156.6884,1875.25,805000
15.1385,-39942.62890625,162,162,2293.45,156.5515,1907.59,810000
15.2623,-40214.703125,163,163,2269.91,156.6067,1902.14,815000
15.1104,-40164.8125,164,164,2265.66,156.5834,1897.4,820000
14.8062,-40389.4375,165,165,2251.42,156.6131,1885.81,825000
14.8749,-40994.0390625,166,166,2280.74,156.5669,1895.31,830000
14.9686,-41026.4140625,167,167,2226.36,156.6736,1879.63,835000
14.8851,-41212.2734375,168,168,2226.3,156.6358,1840.44,840000
15.2434,-41822.40234375,169,169,2234.53,156.6185,1891.67,845000
14.7809,-41926.6484375,170,170,2247.69,156.4992,1878.56,850000
14.7765,-42092.7890625,171,171,2174.92,156.6838,1841.24,855000
15.2048,-42515.99609375,172,172,2288.88,156.4402,1905.78,860000
15.385,-43111.26953125,173,173,2304.92,156.7466,1922.68,865000
15.1372,-42846.23828125,174,174,2254.73,156.8138,1894.4,870000
15.0217,-43287.0625,175,175,2274.76,156.5715,1881.13,875000
14.9971,-43658.1171875,176,176,2251.08,156.6498,1898.04,880000
15.0747,-43974.3359375,177,177,2303.25,156.4617,1942.95,885000
15.0187,-44150.62109375,178,178,2275.05,156.7533,1914.08,890000
15.0835,-44658.71875,179,179,2302.22,156.5947,1902.07,895000
16.6487,-42073.81640625,180,180,-210.93,156.946,883.01,900000
24.1867,-41486.5078125,181,181,-348.6,157.8213,-131.16,905000
14.9851,-45102.6875,182,182,2272.77,156.8308,1890.91,910000
14.958,-45131.453125,183,183,2262.37,156.591,1885.47,915000
15.1306,-45780.6796875,184,184,2281.37,156.6388,1904.95,920000
14.8752,-45739.65234375,185,185,2157.53,156.6068,1840.64,925000
15.1608,-45905.08984375,186,186,2129.05,156.7842,1756.98,930000
14.6889,-45717.95703125,187,187,2242.09,156.3352,1858.2,935000
14.8494,-46292.1875,188,188,2210.16,156.6117,1855.98,940000
14.8417,-46276.3359375,189,189,2251.36,156.6111,1893.56,945000
14.7078,-46413.3359375,190,190,2153.96,156.3687,1854.41,950000
15.1331,-46793.03125,191,191,2216.03,156.6122,1870.54,955000
14.9696,-47111.37890625,192,192,2265.47,156.7402,1898.26,960000
14.9685,-47008.859375,193,193,2196.17,156.861,1876.44,965000
14.9921,-46991.046875,194,194,2238.68,156.6156,1899.79,970000
15.057,-47736.828125,195,195,2218.61,156.5954,1877.8,975000
14.8013,-47576.19921875,196,196,2267.02,156.5991,1910.53,980000
15.0726,-47611.3125,197,197,2283.8,156.638,1912.58,985000
15.1719,-47808.3125,198,198,2276.32,156.5704,1908.57,990000
14.7683,-48006.6015625,199,199,2187.44,156.5948,1858.29,995000
14.7098,-48343.6328125,200,200,2245.89,156.7475,1891.57,1000000
14.9126,-48385.48046875,201,201,2284.46,156.6875,1918.99,1005000
14.9087,-48432.20703125,202,202,2279.67,156.6346,1924.66,1010000
15.0252,-48908.4921875,203,203,2249.08,156.6498,1915.44,1015000
14.9083,-49004.7578125,204,204,2257.05,156.5878,1907.67,1020000
14.9232,-49113.0546875,205,205,2276.54,156.7507,1903.63,1025000
14.8324,-49227.3984375,206,206,2274.52,156.5603,1929.84,1030000
14.8505,-49555.0546875,207,207,2301.85,156.5513,1941.67,1035000
14.7559,-49483.1640625,208,208,2277.05,156.6042,1924.24,1040000
14.7815,-49669.99609375,209,209,2242.82,156.8038,1893.01,1045000
14.786,-50049.16796875,210,210,2256.83,156.5688,1891.88,1050000
14.5531,-50116.44921875,211,211,2207.16,156.6544,1824.33,1055000
18.6268,-46334.86328125,212,212,87.45,159.3741,176.96,1060000
14.4953,-47828.39453125,213,213,427.08,157.0707,749.65,1065000
14.4782,-50634.12109375,214,214,2219.44,156.5537,1856.44,1070000
14.3051,-50593.45703125,215,215,2197.56,156.6094,1793.48,1075000
14.3999,-50900.390625,216,216,2223.14,156.8013,1832.51,1080000
14.3986,-50931.36328125,217,217,2161.76,156.6558,1775.78,1085000
14.3557,-50840.5078125,218,218,2144.03,156.7146,1748.06,1090000
14.7192,-51202.5390625,219,219,2204.82,156.5111,1823.7,1095000
14.3233,-51275.26953125,220,220,2123.39,156.5718,1812.72,1100000
14.4624,-51590.3046875,221,221,1465.09,156.5125,1770.01,1105000
14.6174,-51766.5390625,222,222,2230.79,156.5636,1889.12,1110000
14.7795,-51493.6484375,223,223,2229.28,156.5141,1878.08,1115000
14.8365,-51646.72265625,224,224,2232.42,156.7541,1881.72,1120000
14.7276,-51722.4140625,225,225,2198.78,156.5134,1903.17,1125000
14.7701,-51846.26171875,226,226,2214.19,156.5627,1889.69,1130000
14.7534,-52071.6015625,227,227,2232.25,156.5159,1887.26,1135000
14.7041,-52088.83984375,228,228,2215.27,156.5776,1881.54,1140000
14.6829,-52290.46484375,229,229,2216.01,156.6438,1888.67,1145000
14.7028,-52234.22265625,230,230,2096.99,156.5404,1794.05,1150000
14.1345,-52973.46484375,231,231,2141.3,156.5646,1721.03,1155000
14.5644,-52728.6171875,232,232,2170.41,156.518,1823.21,1160000
14.5373,-52626.6171875,233,233,2016.37,156.5794,1805.69,1165000
14.9279,-53328.265625,234,234,2259.65,156.59,1903.95,1170000
14.8391,-53193.51953125,235,235,2279.55,156.5867,1943.5,1175000
14.8954,-53341.30859375,236,236,2213.5,156.6789,1858.55,1180000
14.881,-53050.28515625,237,237,2184.39,156.6171,1843.11,1185000
14.8763,-53052.49609375,238,238,2209.58,156.5876,1902.46,1190000
14.7248,-53220.640625,239,239,2183.25,156.6164,1849.27,1195000
14.9111,-53659.94140625,240,240,2211.92,156.6297,1882.36,1200000
14.7272,-53528.18359375,241,241,2245.85,156.5551,1892.84,1205000
14.8073,-53600.9453125,242,242,2248.28,156.5982,1895.6,1210000
14.9633,-53894.2578125,243,243,2256.76,156.6019,1877.64,1215000
14.6746,-54126.80859375,244,244,2246.25,156.6629,1873.34,1220000
14.6302,-54125.96484375,245,245,2247.83,156.5114,1889.16,1225000
14.68,-54206.87109375,246,246,2231.65,156.5238,1842.36,1230000
14.6674,-54496.1015625,247,247,2266.8,156.5027,1875.7,1235000
14.6631,-54494.72265625,248,248,2211.16,156.5501,1847.93,1240000
14.7707,-54660.82421875,249,249,2208.14,156.7923,1872.89,1245000
14.8979,-54875.94140625,250,250,2253.32,156.4603,1887.71,1250000
14.848,-54775.578125,251,251,2199.42,156.4731,1856.47,1255000
14.5279,-55253.8125,252,252,2223.68,156.5815,1734.37,1260000
13.7541,-55410.6796875,253,253,1285.57,157.4955,1043.81,1265000
14.8732,-55802.40234375,254,254,2118.59,156.5143,1843.95,1270000
14.6759,-55802.2890625,255,255,2133.32,156.5913,1850.52,1275000
15.2168,-55703.15234375,256,256,2196.75,156.7372,1875.83,1280000
14.9672,-55485.4921875,257,257,2203.99,156.8286,1863.52,1285000
15.1908,-55907.80078125,258,258,2204.09,156.8593,1869.48,1290000
15.1803,-56040.265625,259,259,2248.36,156.6594,1891.73,1295000
15.1264,-55889.5859375,260,260,2212.35,156.7374,1866.59,1300000
14.9187,-55928.96484375,261,261,2225.93,156.6222,1885.93,1305000
15.019,-56172.95703125,262,262,2244.38,156.5092,1882.67,1310000
14.9028,-56254.21484375,263,263,2253.74,156.5758,1901.61,1315000
14.7351,-56323.0,264,264,2210.63,156.7102,1879.15,1320000
14.9476,-56789.1484375,265,265,2243.43,156.5877,1901.22,1325000
14.6648,-56843.5078125,266,266,2239.73,156.52,1882.9,1330000
14.9909,-56864.67578125,267,267,2290.19,156.6491,1911.71,1335000
14.8618,-56883.26953125,268,268,2256.76,156.6896,1882.43,1340000
14.8383,-57360.71875,269,269,2280.03,156.815,1890.33,1345000
14.9183,-57183.31640625,270,270,2227.39,156.7061,1887.51,1350000
14.8524,-57606.3125,271,271,2289.68,156.8622,1918.33,1355000
14.8759,-57424.390625,272,272,2213.71,156.6867,1904.45,1360000
14.8376,-57937.45703125,273,273,2279.91,156.7766,1921.96,1365000
14.7908,-57794.84375,274,274,2272.01,156.5156,1921.11,1370000
14.866,-58053.76171875,275,275,2293.61,156.5909,1926.09,1375000
14.8379,-58115.09765625,276,276,2291.41,156.836,1931.05,1380000
14.8706,-58299.62109375,277,277,2275.92,156.6441,1912.37,1385000
14.7662,-58542.34765625,278,278,2259.0,156.616,1895.17,1390000
14.8708,-58587.3828125,279,279,2207.33,156.4984,1879.68,1395000
15.0365,-58663.671875,280,280,2292.7,156.7344,1913.34,1400000
15.1538,-58712.87890625,281,281,2259.35,156.6561,1915.04,1405000
14.8913,-59023.3984375,282,282,2256.75,156.5218,1891.74,1410000
14.7729,-59099.078125,283,283,2255.82,156.6304,1888.38,1415000
14.7836,-59305.44140625,284,284,2234.08,156.5418,1873.97,1420000
14.9073,-59196.2265625,285,285,2251.6,156.4982,1888.6,1425000
14.9075,-59405.1484375,286,286,2287.27,156.7434,1901.21,1430000
14.5901,-59418.73828125,287,287,2231.68,156.6611,1834.02,1435000
14.7887,-59644.3515625,288,288,2256.36,156.6615,1864.34,1440000
14.8106,-59672.08984375,289,289,2266.01,156.4718,1888.46,1445000
14.7269,-59829.7109375,290,290,2282.9,156.6201,1914.67,1450000
14.9899,-59998.390625,291,291,2253.2,156.4994,1888.25,1455000
14.9059,-59801.265625,292,292,2212.82,156.6724,1911.31,1460000
14.981,-60232.40234375,293,293,2280.48,156.5919,1920.81,1465000
14.7229,-60104.99609375,294,294,2103.63,156.6365,1869.21,1470000
14.6488,-60240.7265625,295,295,2236.17,156.683,1880.99,1475000
14.8764,-60578.546875,296,296,2225.38,156.5794,1907.89,1480000
14.9263,-60556.078125,297,297,2283.64,156.6889,1908.39,1485000
14.8791,-60661.25390625,298,298,2245.35,156.6822,1885.54,1490000
14.8886,-60648.5625,299,299,2254.56,156.6167,1896.89,1495000
15.0012,-60798.73828125,300,300,2243.75,156.6932,1891.21,1500000
14.8765,-60865.76171875,301,301,2241.15,156.6685,1892.55,1505000
14.7782,-61101.94140625,302,302,2249.94,156.4999,1882.66,1510000
14.8125,-61128.8984375,303,303,2225.92,156.6465,1867.34,1515000
14.7745,-61092.05078125,304,304,2279.37,156.6026,1911.19,1520000
14.7656,-61139.234375,305,305,2257.45,156.5896,1887.52,1525000
14.8604,-61627.0,306,306,2272.35,156.6522,1906.82,1530000
14.9197,-61664.80078125,307,307,2217.89,156.6424,1888.87,1535000
14.8485,-61312.91015625,308,308,2263.75,156.6024,1906.23,1540000
14.9348,-61549.1015625,309,309,2221.61,156.6039,1902.41,1545000
14.891,-61627.34765625,310,310,2231.38,156.7962,1877.87,1550000
14.9736,-61968.66796875,311,311,2267.42,156.7326,1895.48,1555000
14.9082,-61842.49609375,312,312,2225.7,156.7184,1873.56,1560000
14.9125,-62272.66015625,313,313,2261.06,156.6183,1917.5,1565000
14.8387,-62272.08984375,314,314,2219.87,156.5605,1875.64,1570000
14.7957,-62292.05078125,315,315,2228.62,156.7449,1871.24,1575000
14.8849,-62472.35546875,316,316,2255.85,156.7565,1892.91,1580000
15.1303,-62620.79296875,317,317,2227.21,156.7471,1904.68,1585000
14.9793,-62542.61328125,318,318,2246.64,156.8357,1901.56,1590000
14.8113,-62554.55859375,319,319,2224.68,156.762,1889.27,1595000
14.9121,-62857.95703125,320,320,2260.84,156.6238,1907.41,1600000
14.9709,-62873.0,321,321,2261.11,156.9114,1902.9,1605000
14.7447,-62975.3671875,322,322,2254.41,156.6448,1878.31,1610000
14.9094,-62933.890625,323,323,2269.91,156.7147,1879.54,1615000
14.8776,-63057.23828125,324,324,2234.54,156.8438,1881.95,1620000
14.7604,-63435.51171875,325,325,2259.07,156.5848,1919.34,1625000
14.8031,-63501.75390625,326,326,2258.26,156.7494,1889.0,1630000
14.7706,-63518.5703125,327,327,2274.13,156.7142,1898.58,1635000
14.9488,-63789.390625,328,328,2285.09,156.6082,1932.53,1640000
14.9585,-63961.9765625,329,329,2272.9,156.7776,1895.19,1645000
15.1166,-63548.4375,330,330,2256.01,156.9276,1898.99,1650000
15.0409,-63903.34765625,331,331,2270.94,156.7362,1921.16,1655000
14.9403,-64140.76953125,332,332,2264.44,156.7309,1881.37,1660000
14.7533,-63546.6796875,333,333,1353.11,156.9794,1049.02,1665000
14.8124,-64543.97265625,334,334,2245.98,156.5816,1888.13,1670000
14.8136,-64399.8203125,335,335,2205.03,156.6792,1871.86,1675000
14.7928,-64714.87890625,336,336,2225.09,156.6761,1906.87,1680000
14.8491,-64818.546875,337,337,2267.73,156.7476,1887.71,1685000
15.0915,-64840.56640625,338,338,2257.64,156.6331,1902.95,1690000
14.9552,-64804.66015625,339,339,2231.09,156.7336,1890.94,1695000
14.8761,-64878.73046875,340,340,2263.73,156.8282,1872.93,1700000
14.8547,-65284.16015625,341,341,2282.44,156.7208,1916.95,1705000
14.6338,-65344.81640625,342,342,2265.62,156.6461,1901.97,1710000
14.7974,-65563.25,343,343,2268.82,156.6285,1915.32,1715000
14.7865,-65657.1328125,344,344,2292.58,156.7731,1925.36,1720000
14.5817,-65388.4765625,345,345,2259.43,156.5587,1892.81,1725000
14.8386,-65644.2890625,346,346,2247.53,156.6848,1872.79,1730000
15.0791,-65981.0859375,347,347,2291.59,156.6814,1926.58,1735000
14.9847,-66140.578125,348,348,2274.96,156.7002,1929.21,1740000
14.8826,-66042.59375,349,349,2284.09,156.6797,1921.5,1745000
14.9446,-66162.7421875,350,350,2275.46,156.7049,1907.9,1750000
14.8002,-66320.1953125,351,351,2301.08,156.7096,1911.62,1755000
14.8162,-66253.578125,352,352,2270.85,156.7213,1920.38,1760000
14.7839,-66295.453125,353,353,2276.01,156.744,1928.06,1765000
14.7673,-66539.59375,354,354,2259.45,156.4898,1911.27,1770000
14.9428,-66577.8984375,355,355,2272.09,156.6705,1934.35,1775000
14.823,-66640.4375,356,356,2271.87,156.5232,1915.85,1780000
14.7784,-66516.0625,357,357,2220.87,156.617,1878.11,1785000
14.8258,-66668.9609375,358,358,2261.89,156.6259,1895.7,1790000
14.876,-66749.09375,359,359,2222.7,156.7395,1883.7,1795000
14.6965,-66930.5625,360,360,2279.84,156.5575,1907.79,1800000
14.7797,-66821.65625,361,361,2245.8,156.6242,1883.47,1805000
14.9418,-66962.328125,362,362,2236.07,156.7607,1902.38,1810000
14.6297,-66897.3046875,363,363,2212.65,156.9294,1879.4,1815000
14.8223,-66998.90625,364,364,2242.48,156.6937,1891.48,1820000
14.9907,-67426.296875,365,365,2248.99,156.7584,1889.81,1825000
14.7896,-67464.171875,366,366,2213.67,156.4764,1896.75,1830000
14.9528,-67550.515625,367,367,2202.92,156.5635,1878.83,1835000
14.9317,-67452.8828125,368,368,2249.25,156.7515,1894.09,1840000
14.895,-67684.453125,369,369,2278.93,156.6535,1909.78,1845000
14.9522,-67680.5625,370,370,2228.77,156.6882,1868.74,1850000
14.9746,-68174.7265625,371,371,2260.9,156.595,1905.32,1855000
14.9334,-68345.4140625,372,372,2265.24,156.6741,1910.46,1860000
14.9015,-68765.125,373,373,2271.2,156.7715,1920.04,1865000
15.0375,-68324.0703125,374,374,2242.5,156.819,1915.66,1870000
15.0224,-68949.15625,375,375,2261.74,156.7275,1893.93,1875000
14.4448,-68737.40625,376,376,2241.17,156.5501,1640.37,1880000
14.921,-69775.3828125,377,377,2257.92,156.807,1897.29,1885000
15.0786,-68711.9375,378,378,2280.89,156.7331,1912.3,1890000
15.0185,-68771.5625,379,379,2272.24,156.5533,1902.95,1895000
15.1423,-68949.828125,380,380,2271.01,156.7687,1902.23,1900000
14.9399,-69043.7734375,381,381,2257.53,156.8532,1890.56,1905000
14.96,-69177.0078125,382,382,2276.93,156.7886,1875.63,1910000
15.0145,-69263.703125,383,383,2261.84,156.76,1917.97,1915000
15.1127,-69625.3203125,384,384,2280.58,156.6966,1922.68,1920000
14.7542,-69817.1484375,385,385,2199.87,156.59,1878.5,1925000
15.1192,-70131.484375,386,386,2298.67,156.6816,1915.4,1930000
14.9506,-70339.0859375,387,387,2256.46,156.5753,1904.48,1935000
15.0087,-69994.8203125,388,388,2269.54,156.5516,1914.74,1940000
14.9443,-70376.8125,389,389,2250.18,156.6342,1888.12,1945000
14.959,-70217.90625,390,390,2280.99,156.632,1919.07,1950000
15.2443,-70649.125,391,391,2281.81,156.7486,1945.61,1955000
15.2279,-70439.1953125,392,392,2268.02,156.5517,1912.49,1960000
15.0762,-70294.578125,393,393,2280.21,156.6096,1927.6,1965000
15.0246,-70614.7890625,394,394,2269.66,156.7049,1933.35,1970000
