Real Det Return,Running Forward KL,Running Reverse KL,Reward Loss,Running Env Steps,Itration,Running Update Time,Real Sto Return
992.88,385.1304,237.6736,-7880.431640625,265000,53,53,949.78
970.38,377.9274,234.3102,-8258.5771484375,270000,54,54,1173.17
924.31,371.6391,220.75,-7808.658203125,275000,55,55,1075.95
1050.68,371.0367,222.537,-7889.1611328125,280000,56,56,1369.49
1057.33,368.8978,211.3324,-7440.6103515625,285000,57,57,1229.3
1267.52,383.9323,232.7695,-7385.833984375,290000,58,58,1176.09
1007.7,372.7531,224.0164,-7993.11376953125,295000,59,59,1254.17
1112.68,364.1274,203.5484,-7481.65673828125,300000,60,60,1507.36
1198.59,372.6824,223.3876,-8020.23388671875,305000,61,61,1163.5
1168.67,366.8876,248.0433,-9245.31640625,310000,62,62,1568.44
938.32,366.2769,251.4761,-9939.83203125,315000,63,63,1363.4
888.24,371.1324,247.0531,-9869.3056640625,320000,64,64,1263.89
1026.99,364.6557,246.1903,-9975.130859375,325000,65,65,1126.32
997.71,367.2765,247.5981,-9788.099609375,330000,66,66,1393.39
968.72,367.247,251.3208,-10299.408203125,335000,67,67,1346.75
1158.12,358.5946,207.0753,-8668.83203125,340000,68,68,1459.44
1033.11,361.6486,228.1013,-9981.1357421875,345000,69,69,1497.93
1052.95,358.367,221.2158,-9623.5986328125,350000,70,70,1563.5
896.64,362.152,209.7032,-8008.0244140625,355000,71,71,1743.87
1120.79,362.0559,216.7111,-8965.30859375,360000,72,72,2154.13
718.26,359.3673,217.7665,-10281.2568359375,365000,73,73,1814.29
949.47,371.0184,249.7793,-11023.11328125,370000,74,74,1314.5
1221.65,353.9701,196.2248,-7620.27587890625,375000,75,75,2150.14
1046.36,353.373,167.8438,-7505.9228515625,380000,76,76,1664.94
1188.7,354.2293,191.7709,-9627.876953125,385000,77,77,2906.97
1427.29,344.4133,172.5303,-7882.498046875,390000,78,78,2348.37
823.39,364.7468,213.8675,-9129.556640625,395000,79,79,1973.73
2059.46,337.5792,158.4001,-7058.59130859375,400000,80,80,3106.59
834.13,361.4318,212.3515,-9939.2734375,405000,81,81,1638.38
664.09,340.3778,140.942,-6246.96044921875,410000,82,82,3264.62
697.1,349.6564,174.4681,-8427.8701171875,415000,83,83,2123.58
1074.33,338.9991,168.948,-8505.4951171875,420000,84,84,2803.36
910.16,373.3875,215.6378,-9924.5068359375,425000,85,85,1606.14
671.62,359.1556,207.68,-9932.2802734375,430000,86,86,2423.55
1008.18,345.2846,165.4594,-8019.0107421875,435000,87,87,3010.63
923.17,343.7551,146.7552,-5964.767578125,440000,88,88,3464.46
992.87,342.3824,149.3677,-6965.462890625,445000,89,89,2429.83
1088.14,337.238,128.1776,-5406.98046875,450000,90,90,3622.6
1821.5,349.3038,176.5908,-8222.0380859375,455000,91,91,4074.75
1377.72,336.5332,129.5341,-5483.69873046875,460000,92,92,3583.02
1808.92,336.6926,141.0744,-6358.14794921875,465000,93,93,3812.78
993.35,336.0998,132.8289,-6480.94091796875,470000,94,94,3264.63
1391.25,338.4259,148.1378,-7257.1826171875,475000,95,95,3753.1
808.85,346.1986,155.4596,-7926.6474609375,480000,96,96,3326.67
1426.75,339.943,137.4484,-6936.658203125,485000,97,97,3342.8
1142.5,334.479,143.3171,-7469.9453125,490000,98,98,3526.02
2593.4,340.4044,137.3388,-5900.3642578125,495000,99,99,4175.52
1495.23,334.5924,137.8722,-7853.673828125,500000,100,100,3449.26
806.41,347.1466,181.4907,-10087.6748046875,505000,101,101,3144.59
665.0,338.9056,163.1646,-8969.119140625,510000,102,102,2599.87
1576.4,322.5587,124.4462,-6975.3828125,515000,103,103,4417.0
956.0,327.6365,164.7629,-10022.2421875,520000,104,104,2966.44
1292.73,324.2393,126.3981,-7328.2978515625,525000,105,105,3890.43
801.9,329.0585,128.0128,-7444.44482421875,530000,106,106,3532.49
1100.63,328.7669,128.0634,-7749.2080078125,535000,107,107,3809.39
1060.03,324.9927,131.1387,-8112.134765625,540000,108,108,4005.32
2032.21,334.6548,141.3051,-8928.8212890625,545000,109,109,3645.73
1607.91,335.7717,166.1656,-10347.6357421875,550000,110,110,3427.89
1164.14,332.412,137.096,-8261.474609375,555000,111,111,4261.35
1754.52,325.2016,120.1468,-8100.798828125,560000,112,112,4371.35
2272.48,325.8136,121.2137,-8193.3056640625,565000,113,113,4119.95
1415.28,332.3958,134.9278,-8957.4052734375,570000,114,114,3480.2
3472.05,323.1816,121.8536,-8719.888671875,575000,115,115,4460.38
3435.32,330.8627,133.2907,-7841.638671875,580000,116,116,4741.48
3960.88,327.3384,121.7299,-8271.921875,585000,117,117,4187.27
3514.98,326.1915,120.6141,-8545.6669921875,590000,118,118,4190.79
1935.01,322.4755,121.0273,-8609.5537109375,595000,119,119,4029.09
3079.17,321.7394,115.2169,-8930.423828125,600000,120,120,4717.52
1786.45,320.0889,119.4422,-8810.724609375,605000,121,121,4800.15
2459.27,327.5094,125.4289,-9280.60546875,610000,122,122,4357.13
3908.28,328.5255,128.9047,-9489.4482421875,615000,123,123,4500.68
2073.76,321.9155,124.3197,-9114.1953125,620000,124,124,4491.47
2372.91,321.6042,142.4147,-10688.6826171875,625000,125,125,3656.74
3359.78,328.4946,151.3571,-10963.70703125,630000,126,126,4550.57
2454.46,314.3294,114.2437,-9060.634765625,635000,127,127,4456.73
2062.79,317.6645,131.088,-10588.9091796875,640000,128,128,3566.63
2009.27,327.1857,150.1723,-11108.703125,645000,129,129,3738.46
1760.54,321.4669,124.818,-10755.623046875,650000,130,130,3713.17
2400.88,313.6532,125.6746,-10175.873046875,655000,131,131,3683.93
1630.52,316.7516,117.5278,-10147.5361328125,660000,132,132,4411.62
1496.73,304.0634,110.5994,-10040.3583984375,665000,133,133,4375.7
924.57,317.7277,142.1093,-11509.1103515625,670000,134,134,3599.11
3259.66,313.5193,115.3577,-10226.724609375,675000,135,135,4468.54
1449.59,318.6696,142.7531,-11595.61328125,680000,136,136,3231.14
2153.97,301.0832,110.1785,-10485.8603515625,685000,137,137,4434.45
1451.33,316.2074,149.043,-11845.431640625,690000,138,138,3370.01
3053.43,306.8452,108.0199,-10483.32421875,695000,139,139,4616.46
2066.01,306.8331,113.5815,-11138.8076171875,700000,140,140,3815.47
2225.05,299.9531,98.5782,-10177.072265625,705000,141,141,4798.06
3611.61,300.7639,94.5115,-10262.0927734375,710000,142,142,4845.55
1717.51,309.9116,129.3117,-12109.0966796875,715000,143,143,4576.92
4774.74,305.5263,108.4951,-10764.7705078125,720000,144,144,4674.56
4402.52,305.226,106.5184,-10552.2177734375,725000,145,145,4611.27
3425.37,296.308,99.9434,-10767.490234375,730000,146,146,4631.58
4374.29,293.3517,94.7422,-10475.748046875,735000,147,147,4380.87
3774.66,299.4486,101.9269,-10927.9580078125,740000,148,148,4738.54
4394.38,297.3502,92.9424,-10775.2978515625,745000,149,149,4813.16
4955.97,292.8639,88.1561,-10393.33203125,750000,150,150,4656.53
2973.01,300.2905,107.9191,-11376.1259765625,755000,151,151,4730.4
3284.49,293.8567,98.6895,-11231.7490234375,760000,152,152,4659.39
4812.08,295.7302,96.6428,-11199.755859375,765000,153,153,4841.62
3910.98,297.2385,102.7567,-11203.1396484375,770000,154,154,4736.05
2833.0,292.0988,95.7971,-11481.9775390625,775000,155,155,3966.03
4034.73,291.9059,96.4624,-11476.431640625,780000,156,156,4770.69
2481.19,301.0976,101.1535,-11106.6396484375,785000,157,157,4823.28
3630.68,291.5599,90.8444,-11162.6494140625,790000,158,158,4191.37
3214.39,291.991,104.7876,-11785.5908203125,795000,159,159,4234.4
3262.2,290.3769,104.1371,-11809.482421875,800000,160,160,4825.83
3714.11,297.6833,104.1311,-11678.7470703125,805000,161,161,4756.64
4254.06,295.4263,96.5099,-11942.224609375,810000,162,162,4601.35
3372.53,295.8622,123.879,-12575.509765625,815000,163,163,4549.58
3170.95,291.8609,82.3097,-11639.880859375,820000,164,164,4444.95
3465.48,294.7144,89.7606,-11524.39453125,825000,165,165,4412.55
2011.94,300.7092,106.6152,-12226.248046875,830000,166,166,4858.18
2186.8,291.7228,94.0944,-12433.98828125,835000,167,167,4471.0
2320.59,296.4543,103.4764,-12484.517578125,840000,168,168,4659.96
4664.72,291.6508,96.8633,-12621.8984375,845000,169,169,4751.02
3113.75,288.2671,94.0213,-12334.421875,850000,170,170,4651.67
2299.57,292.1452,97.7793,-12799.1640625,855000,171,171,4588.03
2872.45,292.6543,105.6312,-12960.7978515625,860000,172,172,4415.94
3872.09,296.8331,111.7495,-12702.64453125,865000,173,173,4592.97
3007.26,285.8418,89.8003,-12872.1982421875,870000,174,174,4210.16
3210.0,286.5676,93.3145,-12709.5166015625,875000,175,175,4047.15
1264.71,298.6464,125.9209,-13945.0654296875,880000,176,176,4422.08
1241.02,291.9459,98.734,-12968.630859375,885000,177,177,3807.37
948.36,294.0448,109.2882,-13619.6494140625,890000,178,178,3810.58
1484.73,295.1098,100.2436,-13542.1162109375,895000,179,179,3800.25
1323.56,300.1482,112.6491,-13475.849609375,900000,180,180,3575.4
2313.92,288.7546,90.5418,-13678.400390625,905000,181,181,4473.79
1631.89,283.9812,90.3626,-13315.4716796875,910000,182,182,4359.42
1947.88,281.7673,85.1507,-13724.7236328125,915000,183,183,4215.99
1977.24,291.3041,94.1077,-13876.220703125,920000,184,184,4787.92
1790.42,290.3892,94.3383,-13716.6943359375,925000,185,185,4882.77
1926.06,300.5244,153.951,-15103.4208984375,930000,186,186,4022.21
2030.23,285.2903,83.7837,-13643.9833984375,935000,187,187,4632.58
2002.21,293.5372,120.3229,-14534.7275390625,940000,188,188,4703.29
4168.85,294.0016,106.027,-14426.037109375,945000,189,189,4237.6
1473.25,288.6692,114.0331,-14442.552734375,950000,190,190,4263.1
915.49,284.4693,85.2402,-13913.6865234375,955000,191,191,4102.17
1028.48,277.7351,81.0858,-13823.4150390625,960000,192,192,4369.01
1070.95,292.4819,133.0225,-15199.0283203125,965000,193,193,3723.46
2357.13,287.856,102.3049,-14923.51171875,970000,194,194,4637.15
1232.47,292.6896,108.1051,-14948.1845703125,975000,195,195,4522.81
2408.87,286.9903,96.8985,-14901.0361328125,980000,196,196,4344.2
3044.75,277.8777,75.7883,-14320.830078125,985000,197,197,4608.35
1809.27,283.8718,88.7819,-14615.708984375,990000,198,198,3978.15
2329.3,282.1777,81.4526,-14571.6318359375,995000,199,199,4902.11
1244.66,295.6403,115.558,-15413.130859375,1000000,200,200,4522.7
