Real Det Return,Running Forward KL,Running Reverse KL,Running Update Time,Itration,Real Sto Return,Reward Loss,Running Env Steps
3847.15,44.622,17.4653,217,217,3459.06,-1746.5858154296875,1085000
3672.71,44.9126,18.7696,218,218,3101.36,-2181.224365234375,1090000
3306.22,44.8387,21.2752,219,219,2830.51,-2591.049560546875,1095000
3407.26,44.9015,17.7239,220,220,2877.99,-2446.84765625,1100000
3665.61,45.204,17.6446,221,221,3033.68,-2350.23486328125,1105000
3941.06,44.8482,16.651,222,222,2734.2,-2246.3955078125,1110000
3859.83,44.8212,18.2395,223,223,3040.31,-1717.1854248046875,1115000
3841.04,44.6922,16.6058,224,224,3019.77,-2115.93359375,1120000
3825.61,44.6799,17.455,225,225,3168.67,-2013.8692626953125,1125000
3843.38,44.9425,17.1829,226,226,3249.17,-2234.723876953125,1130000
3843.31,44.7598,16.8791,227,227,3197.97,-2179.77685546875,1135000
3838.41,44.8773,17.4841,228,228,3161.99,-2272.007568359375,1140000
3777.15,44.5688,16.5451,229,229,3438.82,-1986.75732421875,1145000
3792.25,44.8889,17.1424,230,230,3423.55,-2136.004638671875,1150000
3881.13,44.6383,17.5687,231,231,3105.19,-1846.1402587890625,1155000
3838.5,44.829,16.5491,232,232,3342.92,-2327.096923828125,1160000
3708.17,44.9878,16.9537,233,233,3366.33,-2091.614501953125,1165000
3921.97,45.1859,16.5088,234,234,3380.13,-2307.3740234375,1170000
3869.55,45.1305,16.1373,235,235,3447.16,-2222.707275390625,1175000
3648.7,44.7343,16.7654,236,236,3290.73,-2031.4764404296875,1180000
3747.57,44.9962,15.6049,237,237,3672.48,-2103.480224609375,1185000
3808.15,44.8528,16.7437,238,238,3235.9,-2224.384765625,1190000
3847.93,44.6721,16.5321,239,239,2924.97,-2068.373291015625,1195000
3888.23,44.9384,16.441,240,240,3272.86,-2250.61083984375,1200000
3723.02,44.6275,16.8505,241,241,3678.71,-2052.014404296875,1205000
3832.78,44.7388,16.4615,242,242,3658.6,-2164.62158203125,1210000
3644.33,44.6738,16.606,243,243,3451.41,-2223.769287109375,1215000
3875.08,44.8944,16.2856,244,244,3254.43,-2364.10791015625,1220000
3832.6,44.6414,17.6527,245,245,3632.34,-2391.668701171875,1225000
3879.96,44.6805,16.8424,246,246,3536.69,-2220.276123046875,1230000
3848.49,44.9759,16.6699,247,247,3198.84,-2246.853271484375,1235000
3810.95,44.8704,16.929,248,248,3298.91,-2363.05322265625,1240000
3864.62,44.6431,16.5414,249,249,3311.81,-2444.294921875,1245000
3816.25,44.8126,16.683,250,250,3513.14,-2386.396728515625,1250000
3772.54,45.0058,19.4937,251,251,2949.24,-2796.30908203125,1255000
3809.43,44.9971,16.8878,252,252,3379.61,-2391.596435546875,1260000
3697.19,44.9433,17.2059,253,253,3561.75,-2280.13525390625,1265000
3804.97,44.8583,17.8947,254,254,3039.95,-2539.074462890625,1270000
3711.71,44.9022,17.3809,255,255,3662.64,-2237.035888671875,1275000
3828.35,45.0229,18.1621,256,256,3207.04,-2338.43896484375,1280000
3708.61,44.7382,16.8248,257,257,3678.81,-2438.590087890625,1285000
3780.71,44.94,18.5763,258,258,3480.82,-2644.272705078125,1290000
3769.45,44.7024,17.829,259,259,3478.06,-2445.390869140625,1295000
3812.77,45.1783,16.1944,260,260,3215.77,-2670.818603515625,1300000
3776.64,44.5763,16.1497,261,261,3645.98,-2678.9921875,1305000
3833.0,44.933,16.4585,262,262,3003.12,-2781.230712890625,1310000
3780.32,44.8485,17.5538,263,263,3172.91,-2343.181640625,1315000
3783.97,45.0038,16.7681,264,264,3588.79,-2547.592529296875,1320000
3643.19,44.7502,15.5468,265,265,3583.92,-2651.2822265625,1325000
3739.32,44.5912,15.4402,266,266,3664.31,-2660.4384765625,1330000
3707.18,44.707,14.8982,267,267,3242.77,-2868.512451171875,1335000
3764.86,44.5939,17.2391,268,268,3279.85,-2505.34619140625,1340000
3710.94,44.6405,16.9777,269,269,3144.81,-2644.470703125,1345000
3736.95,44.6386,17.3345,270,270,3489.07,-2538.9443359375,1350000
3681.6,44.4368,16.2084,271,271,3364.83,-2633.98876953125,1355000
3698.77,44.8318,16.2923,272,272,3606.08,-2737.5546875,1360000
3757.95,44.8376,16.0753,273,273,3187.26,-2773.17236328125,1365000
3663.23,44.6754,17.0002,274,274,3164.7,-2652.5068359375,1370000
3731.9,44.3186,16.1703,275,275,3124.83,-2631.396728515625,1375000
3665.54,44.2558,15.7973,276,276,3372.6,-2708.77001953125,1380000
3716.28,44.4843,15.3168,277,277,3419.37,-2910.295654296875,1385000
3674.36,44.5569,15.5648,278,278,3053.01,-3011.6953125,1390000
3719.84,44.5205,17.3475,279,279,3492.64,-2604.859375,1395000
3664.5,44.5728,14.7572,280,280,3300.92,-3135.25439453125,1400000
3802.19,44.5428,15.1998,281,281,3172.6,-3013.96630859375,1405000
3594.21,44.4603,16.1441,282,282,3388.33,-2893.6611328125,1410000
3696.65,44.4898,16.4946,283,283,3555.5,-2968.9755859375,1415000
3697.14,44.2995,17.3993,284,284,3583.31,-2998.794189453125,1420000
3675.33,44.433,15.8164,285,285,3144.27,-3006.292724609375,1425000
3678.41,44.4952,17.0461,286,286,3450.78,-2837.561279296875,1430000
3604.71,44.2937,15.7058,287,287,3306.12,-2942.185302734375,1435000
3589.78,44.6072,15.6186,288,288,3535.77,-2959.6962890625,1440000
3645.09,44.0839,15.5764,289,289,3213.52,-3022.521484375,1445000
3660.81,44.4516,16.4276,290,290,3586.16,-2860.682373046875,1450000
3670.89,44.5034,15.7992,291,291,3460.09,-3036.638427734375,1455000
3621.54,44.3711,16.8987,292,292,3110.28,-3036.166259765625,1460000
3625.95,44.6322,17.007,293,293,3548.1,-2883.0791015625,1465000
3580.98,44.3971,17.5657,294,294,3562.61,-3139.965576171875,1470000
3563.56,44.1806,16.306,295,295,3673.45,-3119.540283203125,1475000
3635.16,44.4774,16.718,296,296,3395.58,-2973.748779296875,1480000
3496.87,44.3809,16.0981,297,297,3587.32,-2974.596923828125,1485000
3469.91,44.5657,16.2082,298,298,3752.55,-3038.71533203125,1490000
3546.21,44.6401,15.8344,299,299,3565.57,-3384.86083984375,1495000
3479.65,44.4558,16.1451,300,300,3616.86,-3113.347412109375,1500000
3488.79,44.5658,16.566,301,301,3539.39,-3136.55126953125,1505000
3599.37,44.2591,14.4602,302,302,3156.26,-3489.18359375,1510000
3488.43,44.5422,17.2401,303,303,3550.52,-3030.964111328125,1515000
3508.12,44.3999,15.0621,304,304,3677.57,-3397.822265625,1520000
3707.58,44.4035,15.8919,305,305,3494.23,-3150.40087890625,1525000
3700.89,44.3545,15.2908,306,306,3088.24,-3329.070556640625,1530000
3424.45,44.1609,15.8495,307,307,3450.03,-3179.21630859375,1535000
3556.67,44.4614,16.2773,308,308,3505.55,-3281.79736328125,1540000
3601.1,44.5924,14.3324,309,309,3251.49,-3727.119873046875,1545000
3536.01,44.4013,15.5233,310,310,3323.59,-3360.68212890625,1550000
3435.09,44.3928,15.3657,311,311,3734.89,-3456.89990234375,1555000
3590.5,44.6789,15.2169,312,312,3575.37,-3438.131103515625,1560000
3395.92,44.5651,15.563,313,313,3363.59,-3392.92333984375,1565000
3711.33,44.3722,14.9961,314,314,2899.37,-3657.329833984375,1570000
3678.07,44.2965,15.1808,315,315,2983.26,-3501.017333984375,1575000
3631.69,43.9422,14.7115,316,316,3092.88,-3559.596923828125,1580000
3685.32,44.274,14.909,317,317,3092.2,-3721.81884765625,1585000
3622.23,44.6814,14.9615,318,318,3209.85,-3660.29736328125,1590000
3687.64,44.5777,14.4524,319,319,2949.18,-3896.699462890625,1595000
3699.67,44.5233,14.6455,320,320,3139.77,-3743.008056640625,1600000
3613.87,44.5456,15.5954,321,321,3321.63,-3759.89111328125,1605000
3784.38,44.3374,15.9324,322,322,3096.39,-3638.360107421875,1610000
3631.19,44.8022,16.0248,323,323,3150.42,-3861.270751953125,1615000
3693.84,44.5448,15.6961,324,324,3005.49,-3721.665283203125,1620000
3813.53,44.4938,15.3326,325,325,3305.1,-3781.374755859375,1625000
3564.55,44.5711,15.6573,326,326,3568.56,-3716.932373046875,1630000
3708.93,44.4022,16.4614,327,327,3249.65,-3681.50244140625,1635000
3584.62,44.5811,15.8372,328,328,3043.8,-3796.1318359375,1640000
3722.3,44.5766,15.6505,329,329,3366.36,-3852.243896484375,1645000
3733.94,44.6515,15.3462,330,330,2963.55,-3951.2958984375,1650000
3805.77,44.4176,15.3446,331,331,3274.91,-3932.991943359375,1655000
3486.35,44.2452,16.0286,332,332,3433.55,-3801.518798828125,1660000
3546.34,44.0617,16.2682,333,333,3298.03,-3721.77783203125,1665000
3702.59,44.4511,15.2615,334,334,3210.52,-4244.9638671875,1670000
3721.24,44.474,15.3386,335,335,3001.91,-4234.302734375,1675000
3686.08,44.3663,15.2547,336,336,2714.8,-4025.384521484375,1680000
3719.16,44.606,15.3368,337,337,3396.5,-3907.342529296875,1685000
3710.71,44.3772,15.4797,338,338,2922.83,-4065.892333984375,1690000
3594.56,44.3696,16.2008,339,339,3108.28,-3923.05712890625,1695000
3571.57,44.7667,14.838,340,340,2857.21,-4169.74365234375,1700000
3690.21,44.7478,15.142,341,341,3259.84,-4321.1787109375,1705000
3681.24,44.4471,15.3645,342,342,2978.78,-4316.38330078125,1710000
3634.15,44.0951,15.039,343,343,3142.67,-4310.64404296875,1715000
3659.94,44.549,16.2019,344,344,3398.51,-4235.23974609375,1720000
3808.25,44.5201,16.0152,345,345,2861.47,-4246.7900390625,1725000
3357.69,44.896,14.6412,346,346,2453.52,-4544.82861328125,1730000
3741.09,44.909,14.1777,347,347,3102.44,-4789.74560546875,1735000
3754.45,44.5509,14.5961,348,348,2894.27,-4456.32568359375,1740000
3683.46,44.8249,15.3578,349,349,3222.57,-4369.56396484375,1745000
3630.12,44.8093,15.681,350,350,3009.73,-4359.00830078125,1750000
3541.07,44.2811,16.5704,351,351,3255.74,-4291.11376953125,1755000
3397.86,44.3514,16.1635,352,352,3205.74,-4194.43212890625,1760000
3648.6,44.5083,15.3558,353,353,3242.26,-4398.1416015625,1765000
3593.76,44.5452,15.2248,354,354,3414.95,-4531.5703125,1770000
3380.59,44.2787,15.394,355,355,3463.09,-4417.46142578125,1775000
3386.24,44.4101,15.1069,356,356,2963.76,-4554.8603515625,1780000
3473.29,44.6825,15.8043,357,357,3461.95,-4465.61767578125,1785000
3469.55,44.7861,16.2783,358,358,3061.11,-4429.63720703125,1790000
3472.67,44.7348,15.1201,359,359,2601.37,-4713.50927734375,1795000
3538.54,44.8297,15.2904,360,360,3146.11,-4864.52783203125,1800000
3454.58,44.2538,16.4944,361,361,2878.12,-4565.26416015625,1805000
3392.79,44.4149,16.446,362,362,3500.9,-4520.68212890625,1810000
3426.51,44.1198,16.0361,363,363,3082.1,-4599.29345703125,1815000
3352.59,44.3139,14.9685,364,364,3323.35,-4858.94091796875,1820000
3340.75,44.3777,15.5991,365,365,3112.8,-4805.990234375,1825000
3471.12,44.3852,15.4667,366,366,2868.69,-4807.91943359375,1830000
3395.41,44.6288,15.7103,367,367,3061.16,-4821.1328125,1835000
3369.07,44.3823,16.5317,368,368,3309.87,-4731.1025390625,1840000
3373.83,44.7165,15.2148,369,369,3388.25,-5105.9248046875,1845000
3403.79,44.661,16.4611,370,370,3592.23,-4835.98291015625,1850000
3435.69,44.401,15.7241,371,371,3148.01,-4862.77001953125,1855000
3417.95,44.8108,16.681,372,372,3409.14,-4927.26318359375,1860000
3406.83,45.0046,15.6496,373,373,3072.7,-5183.41064453125,1865000
3489.42,44.8128,15.298,374,374,3318.27,-5107.3466796875,1870000
3428.07,44.5369,15.8502,375,375,2951.48,-5123.1982421875,1875000
3424.53,44.7618,16.3864,376,376,3464.26,-4937.20556640625,1880000
3443.74,44.6207,16.5287,377,377,3320.07,-4977.85888671875,1885000
3449.63,44.3217,16.1224,378,378,3498.39,-5023.65771484375,1890000
3415.13,44.7963,16.3005,379,379,3517.57,-5111.09619140625,1895000
3450.13,44.8006,15.824,380,380,3207.4,-5105.24365234375,1900000
3438.41,44.5738,16.6157,381,381,3350.13,-4967.96630859375,1905000
