Running Forward KL,Running Reverse KL,Itration,Running Env Steps,Real Sto Return,Real Det Return,Running Update Time,Reward Loss
41.3981,17.1069,780,3900000,4232.71,4551.81,780,-47714.921875
41.7457,16.6426,781,3905000,4288.99,4549.13,781,-47850.3125
41.1766,16.7977,782,3910000,4274.76,4643.21,782,-46729.6875
41.0598,16.7795,783,3915000,4278.13,4611.48,783,-46416.62890625
41.6123,17.0687,784,3920000,4270.94,4659.34,784,-45259.94921875
40.6174,15.8613,785,3925000,4391.67,4540.25,785,-48101.49609375
41.068,16.8128,786,3930000,4281.05,4608.82,786,-48467.54296875
41.2361,16.2222,787,3935000,3912.67,4589.34,787,-48171.5234375
41.1905,15.949,788,3940000,4419.7,4579.66,788,-47647.609375
41.5151,18.9448,789,3945000,4200.68,4613.12,789,-46677.21484375
41.217,16.3466,790,3950000,3944.04,4581.14,790,-48047.1015625
40.9679,18.4274,791,3955000,3895.02,4541.09,791,-49405.48828125
41.1226,16.0847,792,3960000,4074.67,4634.14,792,-48134.7109375
41.4158,21.0538,793,3965000,4165.91,4614.6,793,-48623.6015625
41.2391,16.8564,794,3970000,4331.98,4734.91,794,-48019.94921875
41.4958,15.4897,795,3975000,4154.19,4591.98,795,-49503.53125
41.2095,16.6667,796,3980000,4403.59,4615.87,796,-47691.546875
41.2304,16.918,797,3985000,4400.02,4562.93,797,-47993.9921875
41.0787,16.5625,798,3990000,4188.63,4581.14,798,-48355.55859375
41.2584,16.3746,799,3995000,4085.64,4586.22,799,-47705.91015625
40.928,15.4131,800,4000000,4305.92,4622.61,800,-49197.55859375
41.0801,15.4619,801,4005000,4265.77,4621.42,801,-49866.2734375
41.0345,16.7112,802,4010000,4252.03,4500.88,802,-47882.61328125
40.972,15.3517,803,4015000,4379.82,4496.27,803,-49423.7890625
41.0214,16.2693,804,4020000,4293.17,4435.08,804,-48422.32421875
41.5274,15.5889,805,4025000,4347.76,4438.62,805,-51375.40234375
40.554,16.244,806,4030000,4023.22,4444.92,806,-47796.234375
40.6479,16.108,807,4035000,4302.75,4464.94,807,-49124.62109375
40.8444,16.4402,808,4040000,4310.6,4534.63,808,-48024.49609375
40.9471,15.984,809,4045000,4336.57,4548.96,809,-50584.75390625
40.9214,16.8,810,4050000,4395.96,4560.2,810,-48839.09375
40.2955,16.9127,811,4055000,4382.62,4559.62,811,-47964.10546875
40.8165,16.4154,812,4060000,4218.6,4696.86,812,-48697.04296875
40.5947,16.3662,813,4065000,4360.84,4558.34,813,-47113.60546875
40.8099,16.5771,814,4070000,4452.06,4549.58,814,-48942.48046875
40.7171,17.0974,815,4075000,4442.24,4557.81,815,-48086.87109375
40.4167,16.65,816,4080000,4475.96,4574.07,816,-47252.19921875
40.9185,16.7092,817,4085000,4569.53,4672.65,817,-47325.48046875
40.2105,16.1256,818,4090000,4422.09,4527.01,818,-47824.40234375
40.4607,16.4009,819,4095000,4440.06,4615.06,819,-47730.96484375
40.4025,16.0273,820,4100000,4283.72,4584.52,820,-48310.703125
40.643,16.5293,821,4105000,4175.55,4720.84,821,-47318.1015625
40.2973,16.5199,822,4110000,4522.2,4609.2,822,-48229.78515625
40.3901,16.5922,823,4115000,4389.32,4569.94,823,-48173.9296875
40.6203,16.3715,824,4120000,4305.28,4552.81,824,-47687.23828125
40.6089,16.5711,825,4125000,4284.44,4631.88,825,-49735.6328125
40.3819,15.8726,826,4130000,4165.94,4530.56,826,-48819.9296875
40.4828,16.4565,827,4135000,4331.21,4553.46,827,-48636.58984375
40.2475,15.9649,828,4140000,4471.86,4627.67,828,-49562.2421875
40.7977,17.4642,829,4145000,4290.96,4579.22,829,-49420.703125
40.5634,16.7915,830,4150000,4490.26,4679.87,830,-49411.26171875
40.7533,16.7742,831,4155000,4484.6,4537.11,831,-49418.33203125
40.4048,16.7963,832,4160000,4467.26,4603.52,832,-49589.71875
40.7397,17.4329,833,4165000,4420.5,4557.9,833,-49245.1328125
40.4209,16.6288,834,4170000,4447.25,4603.74,834,-49922.59375
40.966,16.5173,835,4175000,4428.91,4649.27,835,-49193.45703125
41.0414,16.9696,836,4180000,4518.46,4611.3,836,-49446.359375
40.1742,17.0525,837,4185000,4472.03,4591.62,837,-49828.51171875
40.6346,16.9339,838,4190000,4298.35,4765.42,838,-48920.99609375
40.654,17.0047,839,4195000,4533.22,4734.09,839,-49923.91015625
40.8327,17.2805,840,4200000,4574.79,4711.44,840,-48826.61328125
40.711,16.9777,841,4205000,4516.01,4686.26,841,-48918.47265625
40.7362,17.2616,842,4210000,4317.88,4693.45,842,-49566.6484375
41.0373,16.5472,843,4215000,4186.31,4545.62,843,-53007.046875
44.2385,40.5679,844,4220000,1175.26,379.4,844,-54532.69921875
47.1675,98.0295,845,4225000,216.0,219.63,845,-61479.734375
45.7141,35.4367,846,4230000,1597.39,1254.96,846,-58486.20703125
42.9772,34.4635,847,4235000,2957.24,2091.51,847,-53963.60546875
43.9499,36.1207,848,4240000,1806.97,2191.01,848,-58629.0078125
45.313,37.4621,849,4245000,1242.56,4015.16,849,-54553.92578125
42.2226,18.868,850,4250000,3772.51,3808.07,850,-57335.16015625
41.0339,19.6734,851,4255000,4239.44,4406.95,851,-51333.5078125
41.7392,24.619,852,4260000,4197.14,4234.45,852,-51652.33984375
41.3888,19.1409,853,4265000,4138.56,4265.06,853,-52198.5625
40.6624,18.5313,854,4270000,4283.94,4468.75,854,-51469.5
40.6197,18.4007,855,4275000,4325.23,4508.2,855,-51012.6328125
40.7989,18.561,856,4280000,4336.14,4401.37,856,-51398.43359375
40.9119,18.7839,857,4285000,4408.63,4483.13,857,-50857.88671875
40.3899,17.7289,858,4290000,4412.6,4541.41,858,-51346.0390625
40.9764,18.7555,859,4295000,4315.95,4562.86,859,-51960.74609375
40.9269,18.2603,860,4300000,4383.22,4468.53,860,-52084.4609375
40.5688,18.1272,861,4305000,4415.07,4476.05,861,-52120.2734375
40.5193,17.8089,862,4310000,4388.83,4451.5,862,-52554.6484375
40.3025,17.8164,863,4315000,4493.08,4598.44,863,-51740.02734375
41.157,18.2634,864,4320000,4361.71,4448.15,864,-53330.4296875
41.2187,18.8773,865,4325000,4449.48,4532.4,865,-52024.3515625
40.8251,18.3973,866,4330000,4478.65,4551.66,866,-51052.55859375
41.071,18.6761,867,4335000,4466.3,4536.9,867,-51799.6796875
41.1756,19.6078,868,4340000,4542.3,4584.11,868,-51538.60546875
41.386,18.4878,869,4345000,4447.8,4552.72,869,-52358.16796875
41.0349,18.4512,870,4350000,4449.2,4506.13,870,-52420.62109375
41.3345,18.8251,871,4355000,4464.98,4524.73,871,-52786.77734375
41.7086,19.0461,872,4360000,4351.82,4532.83,872,-51543.86328125
41.3624,18.4462,873,4365000,4490.03,4579.85,873,-51459.53125
41.3273,18.7686,874,4370000,4566.54,4675.43,874,-50529.828125
41.5435,18.9597,875,4375000,4536.95,4628.82,875,-51817.9296875
41.6016,19.0787,876,4380000,4520.88,4631.07,876,-51685.76953125
