Running Forward KL,Running Reverse KL,Itration,Running Env Steps,Real Sto Return,Real Det Return,Running Update Time,Reward Loss
43.428,16.1959,43,215000,3288.49,3507.42,43,-572.9418334960938
43.9067,14.549,44,220000,3396.64,3473.64,44,-478.62274169921875
43.5012,15.1273,45,225000,3465.14,3370.77,45,-452.9127502441406
43.8147,14.5463,46,230000,3530.47,3805.98,46,-340.0406799316406
44.1058,14.2113,47,235000,3472.03,3689.16,47,-462.8442687988281
43.819,14.645,48,240000,3467.59,3427.54,48,-473.9687194824219
44.0001,14.1632,49,245000,3441.71,3709.78,49,-462.7763366699219
43.4941,14.5537,50,250000,3487.92,3636.63,50,-553.1489868164062
43.6652,14.5131,51,255000,3532.84,3532.56,51,-645.3502197265625
43.5856,15.5892,52,260000,3101.53,3342.14,52,-731.7921752929688
43.1116,14.8907,53,265000,3515.29,3510.69,53,-674.0316772460938
43.9256,15.4965,54,270000,3438.18,3559.71,54,-722.8711547851562
43.6836,13.4935,55,275000,3456.54,3452.7,55,-826.5719604492188
43.4728,14.1915,56,280000,3549.34,3543.06,56,-667.3756103515625
42.96,14.9449,57,285000,3586.84,3466.87,57,-761.6988525390625
42.9525,14.4203,58,290000,3720.52,3702.97,58,-676.334716796875
43.7083,14.7117,59,295000,3583.89,3542.36,59,-842.3871459960938
43.1718,14.551,60,300000,3748.38,3797.06,60,-843.8391723632812
43.3597,13.6534,61,305000,3565.27,3595.77,61,-884.28857421875
43.3688,16.2396,62,310000,3699.9,3753.53,62,-1006.984130859375
43.1915,14.0431,63,315000,3614.78,3669.74,63,-1011.4694213867188
43.3632,14.4796,64,320000,3652.82,3694.64,64,-1033.5048828125
42.6111,13.5988,65,325000,3578.16,3719.48,65,-1027.640380859375
42.9621,14.914,66,330000,3731.98,3741.1,66,-1163.48193359375
43.4241,15.4657,67,335000,3694.24,3639.02,67,-1193.4119873046875
43.9631,15.6255,68,340000,3610.04,3637.78,68,-1248.950439453125
43.6179,14.9632,69,345000,3654.96,3494.77,69,-1360.7530517578125
43.679,15.0487,70,350000,3564.88,3775.96,70,-1258.7974853515625
43.3836,14.39,71,355000,3774.93,3823.66,71,-1238.799072265625
43.4709,14.4324,72,360000,3530.63,3731.61,72,-1335.9522705078125
43.6158,16.8381,73,365000,3707.58,3677.15,73,-1452.7686767578125
43.0088,14.4636,74,370000,3816.32,3781.74,74,-1392.965576171875
43.8163,15.6017,75,375000,3603.09,3722.12,75,-1485.1859130859375
43.2398,15.3293,76,380000,3536.27,3920.91,76,-1525.74462890625
43.2132,16.3426,77,385000,3796.09,3923.64,77,-1481.9146728515625
43.1314,14.8772,78,390000,3787.02,3867.21,78,-1596.595947265625
42.8804,14.31,79,395000,3723.05,3684.36,79,-1474.87548828125
43.5814,16.0612,80,400000,3859.15,3821.89,80,-1622.135498046875
42.7414,14.4777,81,405000,3800.49,3962.0,81,-1677.348876953125
43.2462,14.8791,82,410000,3505.03,3788.69,82,-1721.9930419921875
43.5512,15.9665,83,415000,3850.63,3985.04,83,-1627.04541015625
43.1518,15.3684,84,420000,3607.32,3093.99,84,-1725.427001953125
43.0153,15.4745,85,425000,3706.25,3911.07,85,-1898.9815673828125
43.3336,14.5322,86,430000,3707.03,3872.71,86,-1825.4678955078125
43.3619,15.3871,87,435000,3957.27,3975.16,87,-1882.595703125
42.9683,14.7604,88,440000,3848.83,3833.65,88,-1919.22314453125
43.2608,15.1724,89,445000,3788.41,3863.48,89,-2018.385986328125
42.7977,14.2036,90,450000,3507.89,3986.38,90,-1952.63427734375
43.0944,15.612,91,455000,3942.15,3880.2,91,-2082.404541015625
43.1524,14.0392,92,460000,3382.59,4123.14,92,-1924.227783203125
42.8883,15.0607,93,465000,3880.69,3909.06,93,-2212.54296875
42.7541,15.7411,94,470000,3976.86,3965.57,94,-2170.18798828125
42.9117,14.2851,95,475000,3751.76,3941.43,95,-2197.37255859375
42.5727,14.8312,96,480000,3644.58,4019.2,96,-2314.25244140625
42.9993,15.0298,97,485000,3799.59,4090.26,97,-2328.54833984375
42.514,15.0623,98,490000,3928.99,4058.11,98,-2341.702392578125
43.1133,15.8326,99,495000,3949.56,4036.11,99,-2411.829833984375
42.951,15.6126,100,500000,4025.31,4084.24,100,-2430.421630859375
42.8739,14.6554,101,505000,3966.24,3986.3,101,-2498.335693359375
42.7255,13.9798,102,510000,3230.68,4042.2,102,-2456.528076171875
43.0014,15.7391,103,515000,3973.56,4071.22,103,-2590.279541015625
42.5059,14.4112,104,520000,3944.05,4068.89,104,-2661.08544921875
42.771,15.0078,105,525000,3860.92,3904.65,105,-2768.23828125
42.5863,13.6945,106,530000,3549.51,4070.18,106,-2855.47021484375
43.1944,14.4,107,535000,3490.3,4081.2,107,-2725.798095703125
42.4627,14.8268,108,540000,4017.81,4097.56,108,-2668.529052734375
42.4864,15.0247,109,545000,4100.37,4077.14,109,-2764.9970703125
42.5801,14.2176,110,550000,3890.71,4073.34,110,-2860.6376953125
42.84,14.2539,111,555000,3658.61,4108.43,111,-3033.300048828125
42.1708,14.823,112,560000,3784.68,3985.98,112,-2948.448974609375
42.5191,14.8386,113,565000,3986.55,4062.75,113,-2892.56689453125
42.7425,14.5331,114,570000,3919.92,4140.09,114,-3081.0078125
42.7819,15.3144,115,575000,3932.64,3919.13,115,-3153.814208984375
42.4494,16.1179,116,580000,4088.6,4189.62,116,-2958.64892578125
42.9237,15.2514,117,585000,3964.83,3990.35,117,-3216.25927734375
42.3385,14.8311,118,590000,4022.64,4139.38,118,-3161.68798828125
43.1436,15.3197,119,595000,3991.16,3955.76,119,-3397.52197265625
43.1185,15.5081,120,600000,3943.5,3893.59,120,-3498.115966796875
42.1727,14.4219,121,605000,3915.07,4066.21,121,-3492.852783203125
42.8117,15.5595,122,610000,4028.04,4142.61,122,-3460.794921875
42.6181,14.8953,123,615000,4050.94,4192.9,123,-3474.19384765625
43.0769,15.3904,124,620000,4009.62,4058.01,124,-3549.675048828125
42.7621,15.1544,125,625000,3971.32,3974.87,125,-3476.699951171875
42.3038,15.1113,126,630000,4027.17,4120.62,126,-3726.88134765625
42.5858,14.8261,127,635000,4012.01,4193.06,127,-3509.782470703125
42.3411,14.9386,128,640000,3982.37,4038.55,128,-3688.088134765625
42.3117,14.9519,129,645000,4059.67,4142.48,129,-3666.717529296875
42.241,14.732,130,650000,4030.25,4088.87,130,-3692.4208984375
41.988,14.6474,131,655000,3898.99,4202.05,131,-3698.7041015625
42.765,14.8899,132,660000,4082.39,4183.47,132,-3729.5419921875
42.2286,14.5679,133,665000,4114.94,4305.66,133,-3976.839599609375
42.0982,14.603,134,670000,3989.27,4156.27,134,-3886.219970703125
42.0077,14.4407,135,675000,3745.48,4128.14,135,-3910.667724609375
42.4129,15.2142,136,680000,3979.12,4009.65,136,-4109.97802734375
42.0335,14.9637,137,685000,3656.23,4174.32,137,-3911.455322265625
42.3375,15.0085,138,690000,4083.3,4143.75,138,-3909.562255859375
42.3066,14.7407,139,695000,4077.53,4143.61,139,-4092.144775390625
42.4725,14.8501,140,700000,4095.41,4218.21,140,-4137.81884765625
42.5948,14.644,141,705000,3952.37,4099.73,141,-4406.9970703125
42.1416,14.4704,142,710000,3863.17,4162.76,142,-4121.71044921875
42.4039,14.7415,143,715000,4031.63,4164.96,143,-4375.49853515625
42.0525,14.1276,144,720000,4062.33,4141.28,144,-4282.8955078125
42.6351,14.6935,145,725000,4060.03,4184.8,145,-4398.91015625
42.2385,14.5439,146,730000,4043.31,4181.92,146,-4368.35205078125
42.3057,14.7695,147,735000,3934.6,4078.84,147,-4497.87841796875
42.3432,14.0666,148,740000,3546.94,4221.28,148,-4458.71435546875
42.4084,15.3924,149,745000,4086.74,4234.19,149,-4581.259765625
41.9836,14.5403,150,750000,4125.24,4246.39,150,-4624.81689453125
42.2806,14.2266,151,755000,4009.9,4293.78,151,-4596.2412109375
42.3167,14.7238,152,760000,4112.4,4207.89,152,-4995.36767578125
42.3675,15.0234,153,765000,4035.4,4109.44,153,-4783.849609375
42.1603,15.1466,154,770000,4035.93,4210.48,154,-4738.83154296875
42.4005,15.4033,155,775000,4090.38,4182.74,155,-4984.50830078125
42.5919,14.3773,156,780000,3966.07,4109.77,156,-4973.46533203125
42.1584,14.2514,157,785000,4003.83,4099.21,157,-5004.50634765625
42.2731,15.1176,158,790000,4006.54,4149.34,158,-5155.8037109375
42.5417,15.3008,159,795000,4032.07,4089.71,159,-5181.43603515625
42.6648,14.5964,160,800000,4063.34,4177.04,160,-5353.2314453125
42.2233,14.7386,161,805000,4050.5,4266.37,161,-5315.1552734375
42.4424,14.8269,162,810000,3872.18,4168.34,162,-5229.0107421875
42.4007,14.9447,163,815000,4079.38,4160.6,163,-5274.494140625
42.3351,14.458,164,820000,4109.34,4200.14,164,-5328.4951171875
42.6072,14.7711,165,825000,4066.0,4103.56,165,-5793.46533203125
42.449,15.3535,166,830000,3986.89,4134.75,166,-5538.82080078125
42.0379,14.7945,167,835000,4073.87,4154.33,167,-5570.1474609375
42.3411,15.1029,168,840000,4056.47,4164.19,168,-5790.59228515625
42.635,14.8872,169,845000,4074.72,4129.6,169,-5459.86279296875
42.3351,15.2879,170,850000,4106.52,4179.06,170,-5769.31494140625
42.3672,14.8571,171,855000,3909.04,4123.22,171,-5813.09912109375
42.5628,15.5093,172,860000,4027.01,4155.44,172,-6018.1279296875
42.1269,14.718,173,865000,4153.83,4239.97,173,-5771.6103515625
42.429,14.8183,174,870000,4080.47,4144.42,174,-6072.7626953125
42.5075,15.1897,175,875000,4063.59,4207.64,175,-6106.36083984375
42.698,14.7492,176,880000,4005.27,4120.77,176,-6150.47705078125
42.1512,14.6913,177,885000,4130.42,4288.67,177,-6176.91796875
42.5068,14.8122,178,890000,4072.37,4178.52,178,-6281.361328125
42.1385,14.6516,179,895000,4111.9,4213.39,179,-6146.55419921875
42.0145,15.2749,180,900000,4105.88,4187.28,180,-6066.0751953125
42.0293,13.9676,181,905000,4001.94,4199.24,181,-6197.15380859375
41.8547,14.8938,182,910000,4084.07,4230.29,182,-6145.47216796875
42.2414,15.2151,183,915000,4087.29,4220.25,183,-6517.94580078125
42.1615,14.621,184,920000,4078.75,4125.15,184,-6451.52880859375
42.1148,14.4968,185,925000,4116.39,4289.63,185,-6505.5302734375
41.9086,14.9221,186,930000,4106.92,4199.29,186,-6452.0830078125
42.3063,14.9823,187,935000,3904.38,4092.86,187,-6670.71728515625
42.0247,14.5892,188,940000,4068.8,4221.91,188,-6507.43310546875
41.9769,14.4104,189,945000,4142.49,4191.71,189,-6725.013671875
42.5805,15.1606,190,950000,4012.91,4123.77,190,-6905.212890625
42.1371,15.0126,191,955000,3996.29,4150.06,191,-6671.14306640625
42.1795,14.2858,192,960000,4089.2,4229.72,192,-6926.93017578125
41.8959,14.6385,193,965000,4156.2,4175.0,193,-6942.90869140625
42.1851,15.1669,194,970000,4091.73,4158.48,194,-6920.05517578125
42.1263,14.8746,195,975000,4087.75,4158.6,195,-7038.99072265625
41.8257,14.8332,196,980000,4063.8,4151.64,196,-7407.525390625
42.0472,15.0959,197,985000,4141.45,4197.26,197,-7380.32470703125
42.1388,14.5815,198,990000,4127.69,4216.01,198,-7244.4326171875
42.0071,14.5742,199,995000,4069.26,4130.57,199,-7273.26953125
42.2414,15.2907,200,1000000,4145.79,4150.15,200,-7253.71484375
42.3983,14.5847,201,1005000,4099.59,4193.7,201,-7377.09326171875
42.0044,15.1726,202,1010000,4089.23,4187.74,202,-7343.02783203125
42.1101,15.4833,203,1015000,4036.89,4213.51,203,-7641.23291015625
42.2196,15.5465,204,1020000,4104.36,4166.56,204,-7436.63427734375
42.0682,15.5455,205,1025000,4124.13,4226.69,205,-7756.18798828125
41.9749,15.3907,206,1030000,4104.06,4237.78,206,-7760.64404296875
42.1756,15.7824,207,1035000,4123.38,4206.95,207,-7868.30419921875
42.4207,15.6478,208,1040000,4098.98,4144.43,208,-8122.5029296875
42.0066,15.455,209,1045000,4143.73,4249.69,209,-7780.25732421875
42.096,15.9212,210,1050000,4136.11,4222.05,210,-7868.3466796875
41.56,15.2279,211,1055000,4134.95,4186.4,211,-7950.58349609375
41.8269,15.0594,212,1060000,4148.57,4255.86,212,-7761.857421875
41.7586,14.8078,213,1065000,4140.46,4246.23,213,-7910.1416015625
41.6211,14.8445,214,1070000,4153.3,4257.46,214,-7831.22900390625
41.7257,14.698,215,1075000,4111.84,4188.04,215,-7934.0146484375
41.8621,15.0507,216,1080000,4142.08,4235.77,216,-8271.5537109375
42.2114,15.3568,217,1085000,4101.27,4169.86,217,-8387.94921875
42.2766,15.6973,218,1090000,4110.84,4158.83,218,-8377.8564453125
41.8819,15.1436,219,1095000,4081.34,4201.98,219,-8585.4404296875
41.9653,15.4805,220,1100000,4060.89,4254.95,220,-8629.9560546875
41.903,15.7592,221,1105000,4133.66,4212.19,221,-8768.6982421875
42.0726,15.4243,222,1110000,4040.73,4235.26,222,-8970.498046875
41.7123,14.7649,223,1115000,4157.35,4221.83,223,-8774.2490234375
41.891,15.1767,224,1120000,4133.08,4263.44,224,-8804.7529296875
41.7288,14.8157,225,1125000,4092.2,4189.23,225,-8993.2666015625
41.9042,15.3391,226,1130000,3879.19,4210.22,226,-9193.677734375
42.1578,15.1391,227,1135000,3869.51,4142.83,227,-9307.7333984375
41.6243,14.5938,228,1140000,4095.99,4220.13,228,-8986.224609375
42.2112,15.1873,229,1145000,3609.61,4263.89,229,-9266.791015625
41.6798,15.1315,230,1150000,4160.34,4242.65,230,-9352.69140625
42.2157,14.9054,231,1155000,4008.41,4201.16,231,-9301.955078125
42.0659,14.842,232,1160000,4074.74,4168.23,232,-9452.8349609375
41.9457,16.3552,233,1165000,4084.74,4187.15,233,-9360.40234375
41.7044,15.0507,234,1170000,3886.2,4204.83,234,-9871.58203125
41.6004,14.989,235,1175000,3888.35,4184.18,235,-9662.921875
41.8164,14.6441,236,1180000,3982.13,4156.77,236,-9606.2177734375
42.1815,15.444,237,1185000,4069.08,4121.38,237,-9800.373046875
41.5054,14.7043,238,1190000,4018.03,4165.04,238,-9758.357421875
41.4904,14.5212,239,1195000,4124.54,4198.78,239,-9933.1982421875
41.212,15.1214,240,1200000,4016.82,4222.44,240,-9751.0107421875
41.514,15.893,241,1205000,3865.91,4229.5,241,-9901.7509765625
40.9384,14.1294,242,1210000,3999.87,4204.71,242,-9750.294921875
41.5567,14.8843,243,1215000,4095.97,4159.86,243,-10055.5107421875
41.3975,14.4315,244,1220000,4103.19,4170.63,244,-10426.400390625
41.4442,14.8702,245,1225000,3438.0,4120.48,245,-9947.36328125
41.197,14.3507,246,1230000,4084.08,4172.15,246,-10303.080078125
41.3697,14.865,247,1235000,4114.84,4163.55,247,-10404.0322265625
41.1613,13.9736,248,1240000,4070.47,4123.9,248,-10278.0029296875
41.3712,14.9154,249,1245000,4144.5,4134.07,249,-10730.2509765625
42.2097,15.7542,250,1250000,2985.78,4125.41,250,-10799.515625
41.1592,13.8039,251,1255000,3850.01,4242.8,251,-10304.9365234375
41.4405,14.3276,252,1260000,3857.66,4137.14,252,-10740.904296875
41.8585,16.2844,253,1265000,3810.09,4094.24,253,-10622.26953125
41.6468,14.3059,254,1270000,3946.63,4131.55,254,-11140.5634765625
41.4948,13.9409,255,1275000,3308.68,4102.38,255,-11080.9765625
41.3816,13.8576,256,1280000,3964.84,4098.47,256,-11286.1845703125
41.7059,14.257,257,1285000,3840.61,4105.25,257,-11383.8994140625
41.6341,14.0829,258,1290000,3771.48,4067.31,258,-11328.0869140625
41.3507,14.3226,259,1295000,4103.06,4151.38,259,-11193.828125
41.8738,14.5009,260,1300000,3877.8,4035.16,260,-11432.525390625
41.3613,14.3211,261,1305000,3837.37,4108.98,261,-11464.501953125
41.6256,14.2174,262,1310000,3916.58,4120.51,262,-11453.2490234375
41.701,14.4906,263,1315000,3614.69,3964.16,263,-11814.193359375
41.3137,14.2379,264,1320000,3704.73,4100.46,264,-11666.998046875
41.5123,14.7151,265,1325000,4076.25,4122.46,265,-11731.9306640625
41.318,14.4518,266,1330000,3988.5,4081.86,266,-11545.4091796875
41.5068,14.2985,267,1335000,3543.47,4029.22,267,-12219.3359375
41.4619,14.1282,268,1340000,3992.7,4152.05,268,-12095.9775390625
41.5859,15.4825,269,1345000,3749.22,4013.35,269,-12139.279296875
41.8112,13.7723,270,1350000,3987.3,4129.47,270,-12083.654296875
41.2691,13.8723,271,1355000,4004.41,4161.79,271,-12189.59765625
41.7416,13.6226,272,1360000,3454.78,3956.24,272,-12473.541015625
41.3246,13.8884,273,1365000,3799.66,4086.14,273,-12376.220703125
41.5427,13.8591,274,1370000,4008.03,4116.61,274,-12563.92578125
41.3108,14.5306,275,1375000,3832.96,4140.81,275,-12817.271484375
41.4459,13.6321,276,1380000,4000.93,4114.55,276,-12637.9521484375
41.6506,13.6004,277,1385000,4043.89,4158.28,277,-12961.8076171875
41.5124,13.1236,278,1390000,4056.35,4147.28,278,-13166.87890625
41.5335,14.1122,279,1395000,4068.78,4132.54,279,-13228.9423828125
41.056,13.9569,280,1400000,3874.09,4220.12,280,-12893.9228515625
41.1626,13.9433,281,1405000,3917.29,4140.02,281,-12956.431640625
41.2716,13.1445,282,1410000,3874.31,4058.03,282,-13230.8876953125
41.2816,13.687,283,1415000,4019.19,3944.77,283,-13312.685546875
41.3298,14.0663,284,1420000,3899.93,4106.85,284,-13225.1806640625
41.5284,13.6304,285,1425000,3805.01,4141.51,285,-13639.0888671875
41.354,13.984,286,1430000,4042.61,4177.21,286,-13789.470703125
41.5508,14.0947,287,1435000,4123.76,4228.05,287,-13937.1337890625
41.2676,14.2785,288,1440000,4011.35,4166.06,288,-13832.6318359375
41.7654,13.8356,289,1445000,3907.94,4176.69,289,-14282.2880859375
41.2355,14.2037,290,1450000,4126.01,4167.83,290,-13891.3388671875
41.4111,14.2628,291,1455000,4158.3,4255.33,291,-13700.6640625
41.2046,13.6806,292,1460000,4162.46,4216.99,292,-14431.1396484375
41.5444,14.6023,293,1465000,4035.71,4225.52,293,-14063.72265625
40.9208,13.7761,294,1470000,4221.7,4317.81,294,-14265.5380859375
41.4222,13.9717,295,1475000,4107.77,4228.03,295,-14929.82421875
41.2993,14.074,296,1480000,4128.49,4233.03,296,-14700.775390625
41.1091,13.5594,297,1485000,4153.63,4266.14,297,-14603.3505859375
41.198,13.9995,298,1490000,4124.47,4303.52,298,-14710.294921875
40.8915,13.5151,299,1495000,4192.63,4331.73,299,-14753.765625
40.9556,13.1847,300,1500000,3953.79,4282.18,300,-14979.173828125
41.2682,14.2034,301,1505000,3630.4,4286.45,301,-14814.9912109375
40.7164,14.203,302,1510000,4185.91,4285.47,302,-15360.701171875
40.817,14.0513,303,1515000,4174.23,4355.5,303,-15423.919921875
40.9926,13.8694,304,1520000,3573.77,4259.59,304,-14600.3271484375
40.8805,14.2063,305,1525000,4157.57,4275.35,305,-15293.3427734375
41.0656,13.7024,306,1530000,4144.0,4213.56,306,-15064.9013671875
40.9583,13.9102,307,1535000,4024.2,4299.33,307,-15295.8515625
40.7968,14.5405,308,1540000,4141.46,4324.41,308,-15345.38671875
41.3715,16.9368,309,1545000,4095.28,4201.32,309,-15714.837890625
40.8918,15.3637,310,1550000,3858.85,3252.07,310,-15086.201171875
41.1517,14.4548,311,1555000,3976.38,4249.17,311,-15748.2216796875
40.9248,13.9586,312,1560000,3702.6,4045.16,312,-15735.62890625
41.4492,12.8715,313,1565000,3527.74,3960.85,313,-15921.341796875
41.6582,13.3241,314,1570000,3464.7,2200.45,314,-16152.3203125
40.9523,13.2794,315,1575000,4145.62,4225.34,315,-15985.474609375
41.3433,13.3604,316,1580000,4000.68,4186.86,316,-15997.5419921875
41.2927,13.4865,317,1585000,3489.61,3853.56,317,-16286.81640625
40.9161,14.0525,318,1590000,4175.95,4235.25,318,-16184.41015625
41.093,13.9792,319,1595000,4153.02,4174.67,319,-16731.060546875
40.9475,14.2993,320,1600000,4150.39,4201.57,320,-16731.388671875
40.9367,14.1711,321,1605000,4165.01,4240.73,321,-17001.36328125
41.4244,13.9665,322,1610000,3924.83,4187.33,322,-17217.3046875
41.2331,14.163,323,1615000,4088.7,4158.68,323,-17162.197265625
41.1336,13.5916,324,1620000,4164.52,4225.08,324,-17498.3828125
40.9068,14.1839,325,1625000,4119.03,4213.5,325,-17129.943359375
40.8158,13.9921,326,1630000,4154.07,4244.28,326,-17718.095703125
40.7864,14.0481,327,1635000,4096.73,4220.78,327,-17466.4140625
41.3352,13.3716,328,1640000,4147.81,4185.67,328,-17590.408203125
41.2592,14.2564,329,1645000,4077.01,4193.19,329,-17826.158203125
41.512,13.1413,330,1650000,3757.8,4222.87,330,-17790.619140625
41.1105,14.2147,331,1655000,4185.74,4210.96,331,-17393.2421875
41.1246,13.4879,332,1660000,4072.63,4223.05,332,-17730.8046875
40.8672,13.2429,333,1665000,4159.85,4221.9,333,-18128.275390625
41.2443,13.8282,334,1670000,3903.02,4272.05,334,-18336.24609375
41.358,13.6954,335,1675000,3973.79,4253.12,335,-19092.931640625
41.1825,14.1409,336,1680000,4100.04,4209.91,336,-18944.64453125
41.0364,13.3735,337,1685000,3679.07,4215.72,337,-18716.296875
41.517,18.2436,338,1690000,3621.66,3128.73,338,-17991.21875
40.9362,18.9319,339,1695000,2882.3,2745.49,339,-17863.96484375
40.9274,13.9237,340,1700000,3892.09,4194.43,340,-19086.720703125
41.1611,22.1454,341,1705000,3195.15,4227.07,341,-18614.900390625
41.316,19.199,342,1710000,3998.15,4232.08,342,-18854.6328125
41.4442,22.6176,343,1715000,3909.08,3832.44,343,-18733.701171875
40.8958,21.5047,344,1720000,3757.53,4125.78,344,-18486.12890625
40.9426,13.9769,345,1725000,3396.84,3775.41,345,-18901.341796875
41.0993,20.1285,346,1730000,3720.13,4285.36,346,-18789.837890625
41.2783,17.4594,347,1735000,3672.26,3970.3,347,-18981.501953125
41.0982,16.1865,348,1740000,3480.86,4245.91,348,-19648.0625
40.8952,19.2554,349,1745000,4192.76,4370.19,349,-19017.37890625
41.068,18.6327,350,1750000,2970.63,4165.24,350,-19243.7578125
41.2125,13.4635,351,1755000,3803.1,4252.21,351,-19696.064453125
40.6492,14.3022,352,1760000,4190.72,4229.01,352,-19435.609375
40.987,16.5389,353,1765000,3927.85,4308.99,353,-19138.248046875
40.6033,13.7682,354,1770000,3910.27,4313.52,354,-18982.646484375
40.4865,15.278,355,1775000,3917.05,4398.76,355,-19336.9609375
41.2306,14.3567,356,1780000,3925.89,4340.45,356,-19305.62890625
40.9935,14.0961,357,1785000,3856.11,4330.28,357,-19710.9921875
40.7542,13.8356,358,1790000,3835.77,4275.98,358,-20265.66796875
40.9844,13.7965,359,1795000,4055.9,4306.48,359,-20971.19921875
41.2565,14.2555,360,1800000,4168.3,4236.13,360,-20475.552734375
41.3125,17.7628,361,1805000,4131.89,4264.16,361,-20532.07421875
41.1971,13.7792,362,1810000,3970.65,4343.36,362,-20331.216796875
41.2597,13.7703,363,1815000,4018.07,4276.1,363,-21049.29296875
40.5704,13.2036,364,1820000,3933.52,4342.98,364,-20559.24609375
40.9611,13.981,365,1825000,4024.81,4292.37,365,-20592.087890625
40.9288,12.7719,366,1830000,3905.7,4249.36,366,-21576.173828125
40.9931,13.8141,367,1835000,3990.5,4266.44,367,-20533.322265625
40.9723,13.7599,368,1840000,4076.9,4296.58,368,-21038.8125
40.8265,13.9052,369,1845000,4115.85,4291.56,369,-21724.357421875
41.0519,14.0024,370,1850000,4008.65,4280.92,370,-21144.705078125
41.4184,14.4079,371,1855000,3887.43,4255.86,371,-22052.76171875
40.791,12.9119,372,1860000,3871.58,4302.87,372,-21281.046875
41.0031,13.2543,373,1865000,4048.32,4200.48,373,-22081.689453125
41.5582,14.2674,374,1870000,3028.67,4197.81,374,-22237.96875
41.2066,13.6246,375,1875000,3798.71,4213.4,375,-21716.16015625
41.0235,13.5478,376,1880000,4204.66,4321.98,376,-22376.138671875
41.3909,13.7641,377,1885000,4022.3,4307.07,377,-21854.255859375
41.0567,13.6774,378,1890000,3927.57,4291.29,378,-21757.65625
41.2006,13.5097,379,1895000,4137.89,4260.4,379,-22469.119140625
41.4012,14.9999,380,1900000,3178.1,4284.78,380,-23215.98046875
41.3466,13.4491,381,1905000,3967.2,4247.61,381,-23165.2578125
42.7004,17.9267,382,1910000,2348.0,3838.38,382,-25195.666015625
41.3555,14.6151,383,1915000,3490.14,4185.78,383,-23552.138671875
40.7257,13.5372,384,1920000,4161.04,4293.96,384,-21765.3046875
41.218,13.6418,385,1925000,4113.57,4227.07,385,-23410.185546875
40.8535,13.8807,386,1930000,3624.39,4307.24,386,-22391.166015625
41.2897,13.9463,387,1935000,4057.89,4247.32,387,-23035.3984375
