Reward Loss,Real Det Return,Running Forward KL,Itration,Real Sto Return,Running Reverse KL,Running Update Time,Running Env Steps
-1554.764892578125,3215.59,28.1266,78,3128.46,20.4525,78,390000
-1522.54736328125,3184.76,28.4457,79,3194.93,20.2213,79,395000
-1480.517822265625,3214.08,29.7349,80,3100.95,20.672,80,400000
-1524.828369140625,3250.41,28.3937,81,3250.99,20.5004,81,405000
-1464.073974609375,3239.87,28.2439,82,3084.71,20.2807,82,410000
-1555.452880859375,3208.7,27.2815,83,3234.31,19.8781,83,415000
-1454.5594482421875,3284.89,27.2216,84,2808.58,18.6896,84,420000
-1558.921142578125,3284.68,28.8878,85,2648.84,18.5264,85,425000
-1463.890869140625,3296.36,27.7376,86,3047.53,17.9737,86,430000
-1641.8885498046875,3239.66,28.1941,87,3248.26,19.5834,87,435000
-1904.4591064453125,3171.92,28.1688,88,3164.29,21.1866,88,440000
-1639.494384765625,3241.41,28.8144,89,3239.54,19.9132,89,445000
-1779.589111328125,3240.59,27.0677,90,3244.1,19.2547,90,450000
-1698.1021728515625,3224.35,27.9303,91,3058.68,19.9257,91,455000
-1734.837158203125,3228.46,28.6402,92,3241.59,21.1526,92,460000
-1803.86328125,3225.79,29.0487,93,3191.88,21.3605,93,465000
-1823.4066162109375,3243.94,29.1674,94,3219.08,20.8799,94,470000
-2014.950439453125,3231.33,28.5058,95,3220.27,20.4867,95,475000
-1894.2442626953125,3221.21,28.4387,96,3224.79,19.321,96,480000
-1996.12158203125,3213.66,27.8829,97,3232.34,20.4032,97,485000
-1935.37060546875,3244.81,28.0568,98,2941.47,20.1458,98,490000
-2020.24560546875,3239.15,27.4977,99,3082.7,19.8451,99,495000
-1910.25,3254.94,28.2714,100,3186.04,19.1304,100,500000
-2044.0303955078125,3244.43,28.9405,101,3201.19,20.3709,101,505000
-2069.5302734375,3231.61,28.471,102,3232.01,20.8319,102,510000
-2073.177978515625,3204.74,27.5424,103,3046.11,19.7286,103,515000
-2070.32421875,3294.52,28.1583,104,3293.05,20.6178,104,520000
-2098.82373046875,3231.75,28.5082,105,3142.67,19.4644,105,525000
-2200.50048828125,3246.3,27.6383,106,3165.4,20.1959,106,530000
-2225.48828125,3252.02,27.8411,107,3248.08,20.5726,107,535000
-2083.577392578125,3272.23,28.6088,108,2618.32,18.7171,108,540000
-2211.87548828125,3242.39,28.4364,109,3163.82,20.4832,109,545000
-2264.285400390625,3312.28,28.7821,110,3011.24,20.6672,110,550000
-2195.744140625,3249.62,28.0014,111,2952.77,19.3749,111,555000
-2345.83837890625,3231.01,28.8528,112,3191.78,20.0931,112,560000
-2530.27197265625,3244.52,28.5746,113,3251.28,20.5469,113,565000
-2336.066650390625,3250.15,27.6672,114,3244.12,20.8432,114,570000
-2104.06787109375,3242.25,28.1649,115,2636.76,17.8467,115,575000
-2610.9306640625,3224.65,28.7362,116,3224.36,21.3001,116,580000
-2320.654541015625,3229.35,28.1231,117,3210.17,19.7527,117,585000
-2542.289794921875,3250.97,28.5889,118,3258.1,20.6688,118,590000
-2581.14990234375,3244.86,27.4463,119,3244.36,20.5577,119,595000
-2650.247802734375,3243.59,27.492,120,3218.69,20.1644,120,600000
-2652.678466796875,3266.69,29.1135,121,3186.4,20.8925,121,605000
-2567.453857421875,3255.22,28.0823,122,3003.83,20.0141,122,610000
-2669.5986328125,3218.18,28.5543,123,3212.92,20.4864,123,615000
-2737.2607421875,3205.86,26.8941,124,3171.12,19.8672,124,620000
-2324.940673828125,3262.95,27.3085,125,2836.52,17.3976,125,625000
-2578.134033203125,3289.35,27.1637,126,3188.14,19.5667,126,630000
-2394.678955078125,3313.21,27.0584,127,2683.27,18.0126,127,635000
-2727.3525390625,3257.77,28.1306,128,3242.77,19.7701,128,640000
-2811.36279296875,3278.58,26.8467,129,3091.1,19.7413,129,645000
-2873.2978515625,3216.08,26.5225,130,3209.33,18.9978,130,650000
-2588.357666015625,3232.66,25.3744,131,3092.58,18.0474,131,655000
-2888.423828125,3246.8,26.4864,132,3182.31,19.9113,132,660000
-2971.44970703125,3222.18,26.8343,133,3216.97,19.4157,133,665000
-2863.805908203125,3231.15,26.6775,134,3232.59,19.699,134,670000
-2731.988525390625,3292.83,26.8027,135,2835.69,18.3114,135,675000
-3089.381591796875,3233.2,28.0534,136,3230.94,20.3867,136,680000
-3096.3427734375,3205.25,26.6115,137,3201.46,19.4068,137,685000
-3136.862060546875,3203.27,25.9609,138,3187.32,19.4421,138,690000
-3159.086181640625,3224.47,28.6876,139,3212.55,19.9303,139,695000
-3031.23046875,3237.91,26.2753,140,3186.73,18.5159,140,700000
-3027.7265625,3258.43,25.6809,141,3232.17,17.171,141,705000
-3232.609619140625,3266.16,27.2554,142,3062.31,19.2485,142,710000
-3218.8408203125,3238.87,26.4099,143,3219.29,19.0195,143,715000
-3409.68017578125,3256.49,28.7446,144,3237.49,20.2443,144,720000
-3326.25830078125,3241.94,27.0121,145,3234.09,19.5781,145,725000
-3329.494384765625,3257.61,27.0892,146,3277.7,19.5589,146,730000
-2890.117431640625,3221.88,23.8547,147,3194.21,16.7319,147,735000
-3602.19189453125,3230.91,27.3013,148,3225.37,20.0922,148,740000
-3477.363525390625,3252.32,27.2787,149,3254.26,19.4917,149,745000
-3556.9775390625,3271.27,27.2785,150,3269.25,19.9378,150,750000
-3270.8359375,3223.21,28.153,151,3213.36,19.7185,151,755000
-3219.0673828125,3284.65,26.7101,152,2930.56,17.7541,152,760000
-3705.10546875,3267.15,28.2582,153,3255.65,19.7746,153,765000
-3300.92822265625,3262.87,26.3368,154,3252.68,18.2533,154,770000
-3700.166259765625,3256.18,27.6915,155,2927.46,19.7008,155,775000
-3848.9091796875,3222.64,27.2258,156,3223.51,20.597,156,780000
-3625.270751953125,3267.07,26.5069,157,3232.33,18.7684,157,785000
-3621.602294921875,3223.71,27.1926,158,3209.39,18.4923,158,790000
-3661.0986328125,3290.37,27.2088,159,3158.13,18.56,159,795000
-3725.8408203125,3258.07,26.5132,160,3261.06,19.4475,160,800000
-3722.021240234375,3276.66,26.1529,161,3192.52,19.1315,161,805000
-3440.2822265625,3325.85,26.1403,162,2953.54,16.5472,162,810000
-3117.515380859375,3316.52,24.7342,163,2969.07,15.6612,163,815000
-4063.606689453125,3285.04,27.8425,164,3253.83,19.9139,164,820000
-4294.25439453125,3256.1,27.4437,165,3210.92,20.0078,165,825000
-3657.981201171875,3263.12,26.0028,166,3150.64,18.3913,166,830000
-3466.661865234375,3301.41,25.8992,167,2910.78,15.9985,167,835000
-3803.586181640625,3336.94,26.7299,168,3122.79,18.2551,168,840000
-3617.092529296875,3233.61,25.5676,169,3088.82,17.3089,169,845000
-3999.829345703125,3250.94,27.3137,170,3245.71,18.8307,170,850000
-4130.404296875,3285.18,27.1717,171,3236.91,18.9232,171,855000
-3826.882568359375,3255.52,25.2997,172,3049.67,18.4124,172,860000
-3908.80322265625,3329.22,26.9495,173,3185.17,18.2294,173,865000
-4413.26953125,3255.9,26.5275,174,3238.42,19.7058,174,870000
-4244.568359375,3279.52,26.5796,175,3263.07,19.486,175,875000
-3750.52783203125,3270.94,24.4012,176,3216.23,16.5713,176,880000
-4479.13330078125,3269.62,26.0158,177,3257.42,19.6554,177,885000
-3959.53173828125,3244.64,24.7391,178,3103.75,17.2816,178,890000
-3875.0869140625,3229.84,25.4246,179,3225.84,17.6665,179,895000
-4441.861328125,3270.35,25.4029,180,3271.05,19.052,180,900000
-4121.76611328125,3318.01,24.0011,181,3227.63,17.3837,181,905000
-4154.1181640625,3281.07,24.639,182,3258.48,18.3837,182,910000
-4376.92236328125,3277.26,25.6852,183,3199.41,18.3883,183,915000
-4124.09423828125,3283.3,25.5024,184,3247.88,17.6875,184,920000
-4314.03857421875,3292.87,25.8012,185,3254.01,17.9541,185,925000
-3530.010498046875,3351.47,25.2146,186,2538.59,15.2159,186,930000
-4106.03515625,3310.72,24.0275,187,3283.49,17.3395,187,935000
-3838.461181640625,3249.59,22.4193,188,3044.4,16.1471,188,940000
-4173.50732421875,3246.08,25.4498,189,3223.96,17.2068,189,945000
-3933.033203125,3239.34,23.4717,190,2457.45,16.4438,190,950000
-4619.73291015625,3295.85,24.707,191,3273.13,17.9516,191,955000
-4160.9541015625,3278.53,23.9807,192,3159.44,16.568,192,960000
-3979.037353515625,3291.51,23.7602,193,3191.95,15.5044,193,965000
-4413.982421875,3269.84,24.366,194,3283.61,17.281,194,970000
-4930.6123046875,3297.03,24.8368,195,3275.39,18.5788,195,975000
-4576.6904296875,3244.67,24.7328,196,2874.1,17.3676,196,980000
-3709.760986328125,3303.53,22.4535,197,2690.89,14.6921,197,985000
-4384.88720703125,3222.56,23.9079,198,3194.72,16.5006,198,990000
-5242.10302734375,3262.31,25.875,199,3249.44,18.3425,199,995000
