Running Update Time,Running Reverse KL,Real Det Return,Running Env Steps,Running Forward KL,Real Sto Return,Itration,Reward Loss
71,177.7246,580.9,355000,329.5508,2623.7,71,-8387.166015625
72,139.9653,1158.51,360000,316.5226,3146.61,72,-6185.78466796875
73,137.2042,1585.31,365000,310.5981,2715.43,73,-6340.10888671875
74,185.4147,1524.74,370000,341.071,2211.94,74,-8925.09765625
75,175.4782,1075.97,375000,339.9846,3002.37,75,-8635.6943359375
76,144.2892,745.22,380000,314.2708,2132.46,76,-7575.591796875
77,212.2764,906.69,385000,346.9235,1835.56,77,-10585.0595703125
78,174.7574,3536.99,390000,329.2333,2584.16,78,-8519.0693359375
79,140.1396,1252.37,395000,323.1416,3510.93,79,-4853.734375
80,150.7149,3577.35,400000,323.8109,2605.14,80,-6972.99267578125
81,141.5156,1382.68,405000,319.0386,3714.63,81,-5600.7822265625
82,137.6617,1075.79,410000,315.5347,4494.46,82,-4326.48583984375
83,147.1677,1236.35,415000,333.6919,3486.89,83,-6105.47119140625
84,136.8004,1205.76,420000,319.3978,3650.31,84,-5708.37548828125
85,165.3553,1663.35,425000,319.0296,3975.83,85,-8135.4609375
86,123.9639,905.19,430000,313.4545,3271.28,86,-7158.82470703125
87,138.2461,1035.8,435000,321.822,3562.93,87,-4543.41845703125
88,110.1591,2174.59,440000,290.9277,3922.02,88,-6058.51416015625
89,125.4026,1795.47,445000,314.9627,4445.68,89,-5564.4951171875
90,166.0608,1621.71,450000,326.419,3316.18,90,-7569.46630859375
91,120.9742,1151.54,455000,309.2398,2939.03,91,-7092.96240234375
92,207.4991,838.04,460000,349.837,1839.02,92,-11115.142578125
93,123.518,1091.71,465000,303.8744,4504.5,93,-4589.14306640625
94,165.608,844.4,470000,322.8628,2849.45,94,-8577.6171875
95,206.9149,710.15,475000,354.5332,1853.56,95,-10596.7548828125
96,131.5548,1171.61,480000,308.8842,3814.18,96,-6910.0
97,117.2194,1554.84,485000,302.6122,4593.13,97,-5033.8525390625
98,114.3123,2879.94,490000,305.1349,4749.19,98,-6429.07080078125
99,111.3491,2045.4,495000,294.1767,2862.97,99,-7098.873046875
100,89.9726,3997.38,500000,294.2619,4820.89,100,-5896.73095703125
101,173.9365,857.61,505000,334.9106,2931.56,101,-9880.642578125
102,110.3708,1917.33,510000,297.5644,4380.46,102,-5914.66015625
103,131.1764,1323.09,515000,312.9434,4274.6,103,-7273.4921875
104,132.182,1653.84,520000,319.3963,4443.36,104,-8012.984375
105,117.0893,2483.26,525000,310.823,3981.02,105,-6725.5087890625
106,189.297,932.14,530000,333.1798,1873.58,106,-11073.23828125
107,220.4362,745.79,535000,355.9367,1450.5,107,-12249.9296875
108,94.7506,2329.36,540000,291.9514,4259.74,108,-6527.15478515625
109,109.1701,1352.56,545000,300.5459,4747.06,109,-7435.619140625
110,102.6187,2718.39,550000,294.1906,3900.17,110,-8261.072265625
111,109.8,3104.42,555000,295.2985,4134.87,111,-8701.2021484375
112,92.5398,2127.65,560000,295.1091,4640.27,112,-6855.09765625
113,94.5264,1525.09,565000,290.0446,4548.3,113,-6643.45947265625
114,152.6448,1229.33,570000,315.834,2476.89,114,-9727.5810546875
115,183.5523,1324.32,575000,335.4362,2031.81,115,-11218.3291015625
116,95.2789,2851.37,580000,290.3544,4374.94,116,-8020.7060546875
117,126.1898,1100.96,585000,308.762,3893.03,117,-9223.44140625
118,102.9194,1340.79,590000,296.25,4235.28,118,-8001.5390625
119,104.0923,2101.79,595000,294.7501,4650.07,119,-7032.0537109375
120,139.507,1482.91,600000,303.8685,2616.02,120,-9542.7802734375
121,110.4071,2748.5,605000,298.9388,4580.81,121,-8332.4482421875
122,102.4224,4137.0,610000,304.4747,4540.93,122,-7749.00830078125
123,92.1136,4659.91,615000,288.4849,4640.25,123,-7175.017578125
124,108.0326,3702.81,620000,298.4565,4579.83,124,-8094.4521484375
125,100.1926,2071.62,625000,288.532,4385.4,125,-8788.9248046875
126,145.7555,2758.89,630000,322.295,3200.94,126,-10467.865234375
127,91.1685,2926.78,635000,288.0025,4322.72,127,-8984.232421875
128,86.2982,4519.39,640000,278.7436,4723.87,128,-7734.33154296875
129,90.5946,3965.76,645000,291.7262,4717.92,129,-7364.88623046875
130,84.5513,4779.93,650000,282.8068,4347.73,130,-8173.40673828125
131,79.2831,3531.94,655000,281.0468,4762.36,131,-8441.8984375
132,80.9361,4366.32,660000,273.9145,4610.21,132,-9103.98828125
133,100.8545,4872.72,665000,285.4415,4868.51,133,-9914.5107421875
134,76.8737,4890.78,670000,282.6811,4425.95,134,-8968.0830078125
135,81.1091,4928.86,675000,282.0533,4448.33,135,-9705.9365234375
136,68.8966,3902.66,680000,267.2309,4649.42,136,-9525.544921875
137,92.1023,2342.51,685000,286.7917,4503.32,137,-10137.146484375
138,72.0552,4226.56,690000,276.9371,4702.83,138,-9151.4970703125
139,72.7557,2357.23,695000,270.7626,4593.26,139,-8852.298828125
140,109.0925,3820.37,700000,281.1261,4159.69,140,-10741.0595703125
141,92.0618,4514.4,705000,279.1574,4660.72,141,-8871.6044921875
142,78.8265,4760.42,710000,281.2936,4630.3,142,-8786.67578125
143,80.8981,4774.0,715000,273.3229,4029.38,143,-9299.79296875
144,85.6265,4668.15,720000,280.7978,4702.56,144,-9541.1279296875
145,70.6721,4884.87,725000,277.1811,4635.44,145,-9106.2109375
146,80.3454,4723.47,730000,280.6927,3846.88,146,-9366.42578125
147,86.3177,3830.86,735000,288.7466,4347.5,147,-8630.87890625
148,64.8319,3127.19,740000,276.0483,4535.17,148,-9950.58203125
149,76.2881,4814.46,745000,279.8272,4647.5,149,-9610.4111328125
150,85.0344,4367.58,750000,275.4186,4764.91,150,-10680.66015625
151,57.4401,1753.69,755000,265.543,4712.4,151,-10037.310546875
152,81.1803,4989.71,760000,278.8071,4861.71,152,-11390.3251953125
153,57.6387,4794.81,765000,257.5388,3872.49,153,-9254.61328125
154,73.2171,2254.43,770000,268.2275,4828.44,154,-10717.5732421875
155,87.3434,3450.73,775000,282.8854,4632.45,155,-11450.99609375
156,108.3345,3047.01,780000,285.8957,3481.96,156,-10997.72265625
157,65.0484,3738.42,785000,261.8053,4571.63,157,-10443.9296875
158,72.3053,4796.41,790000,276.1652,4332.01,158,-10596.3994140625
159,82.7208,4809.03,795000,283.1165,4786.98,159,-11825.4453125
160,115.3452,2432.14,800000,292.2632,3542.63,160,-12450.0048828125
161,61.7905,4951.93,805000,260.3206,4850.33,161,-10648.8955078125
162,86.4816,4818.7,810000,284.6161,4785.08,162,-12119.20703125
163,86.2458,4644.49,815000,283.9103,4759.44,163,-11737.1044921875
164,69.5632,4846.49,820000,265.207,4766.84,164,-10977.962890625
165,51.207,5064.52,825000,246.7852,4943.46,165,-10475.44140625
166,95.6452,4862.15,830000,282.6952,3796.98,166,-12309.8388671875
167,51.556,4606.73,835000,254.5683,4912.68,167,-10763.888671875
168,71.9904,4906.07,840000,266.2862,4879.99,168,-11991.9208984375
169,76.3024,4462.86,845000,268.4972,4870.21,169,-12236.89453125
170,63.4621,4957.53,850000,266.958,4590.09,170,-11100.3916015625
171,119.9141,4275.35,855000,274.7521,3944.97,171,-12490.7783203125
172,118.8511,4335.95,860000,295.6859,3315.93,172,-12690.3876953125
173,125.8109,4516.34,865000,296.6768,4131.96,173,-13638.693359375
174,81.028,4393.24,870000,270.0783,3763.99,174,-12099.30078125
175,85.5025,4767.47,875000,277.388,4390.37,175,-12429.544921875
176,59.6443,4775.88,880000,262.6876,4786.02,176,-11573.2939453125
177,71.5187,4933.01,885000,266.9851,4755.46,177,-12648.126953125
178,59.065,5028.78,890000,256.6995,4235.33,178,-11493.0361328125
179,93.287,4956.65,895000,286.0937,4827.63,179,-13688.171875
180,49.201,4437.85,900000,250.1108,4680.68,180,-11817.7109375
181,67.3686,4978.02,905000,270.2374,4638.38,181,-12572.3544921875
182,74.2161,4806.5,910000,275.9138,4664.59,182,-13312.3876953125
183,60.2236,4167.38,915000,264.0661,4771.11,183,-12348.9248046875
184,75.8824,3418.71,920000,270.7293,4255.9,184,-12655.208984375
185,75.709,2060.58,925000,270.4576,4494.86,185,-12924.8408203125
186,104.0651,2684.71,930000,280.5368,3512.93,186,-13169.3525390625
187,77.2829,4671.33,935000,270.1057,4271.93,187,-12808.0517578125
188,86.622,4877.94,940000,280.2178,4517.32,188,-13416.349609375
189,85.6585,4764.98,945000,283.4569,4699.45,189,-13445.2392578125
190,74.727,2800.08,950000,265.7556,4641.2,190,-13331.052734375
191,86.5072,4974.93,955000,278.2951,4647.8,191,-14020.1591796875
192,70.6529,4632.37,960000,269.6241,4561.16,192,-13102.3076171875
193,51.2574,5041.76,965000,256.0003,4463.14,193,-13147.53125
194,86.4921,4350.3,970000,278.4047,4596.8,194,-13588.5029296875
195,98.9148,4870.22,975000,290.0391,4712.27,195,-15194.7177734375
196,79.7084,4905.1,980000,277.4529,4717.45,196,-14256.43359375
197,67.5934,5037.03,985000,271.0836,4897.12,197,-13855.072265625
198,100.8038,3927.69,990000,289.9071,4611.58,198,-14676.986328125
199,68.9802,4895.22,995000,271.9369,4719.53,199,-14175.4248046875
200,66.3293,4977.11,1000000,263.4784,4824.71,200,-13581.3564453125
201,64.744,4979.06,1005000,263.4548,4860.96,201,-13856.1103515625
202,61.8808,4954.46,1010000,265.8552,4870.85,202,-13610.43359375
203,56.9157,5064.32,1015000,260.3939,4774.15,203,-13111.3779296875
204,67.3678,4974.86,1020000,265.528,4830.25,204,-13993.2001953125
205,66.1301,4994.19,1025000,266.4799,4771.38,205,-14103.26953125
206,71.5687,5010.02,1030000,265.0024,4879.94,206,-14341.17578125
207,61.4347,4676.18,1035000,262.5239,4884.35,207,-14225.740234375
208,69.2934,4927.48,1040000,266.4169,4839.17,208,-14361.345703125
209,63.0656,4847.4,1045000,263.9182,4761.06,209,-14409.453125
210,67.1792,4701.83,1050000,268.4871,4586.32,210,-14534.90625
211,70.0642,4867.84,1055000,263.6816,4872.57,211,-14584.9990234375
212,73.9857,4622.53,1060000,277.341,4414.03,212,-14693.796875
213,70.8688,4411.94,1065000,272.4998,4836.52,213,-14850.04296875
214,76.4275,4827.76,1070000,273.5673,4883.42,214,-14741.95703125
215,90.6961,2322.35,1075000,275.0931,4850.59,215,-14886.4208984375
216,80.1443,4551.49,1080000,275.4613,4721.23,216,-15237.974609375
217,87.3081,3025.06,1085000,279.8679,4623.56,217,-15476.3388671875
218,117.7439,3959.92,1090000,292.7261,4666.38,218,-15674.87109375
219,74.6815,3098.69,1095000,275.0687,4570.93,219,-14474.6435546875
220,74.1971,3183.12,1100000,273.5562,4759.31,220,-14846.830078125
221,67.1326,4089.48,1105000,265.0292,4767.25,221,-14469.576171875
222,70.1111,3094.65,1110000,264.5926,4404.0,222,-14667.0927734375
223,87.0266,3127.68,1115000,282.142,4002.69,223,-14987.9609375
224,70.6896,3292.41,1120000,270.4703,4409.92,224,-14063.2822265625
225,74.4643,4087.61,1125000,271.3114,4371.75,225,-13992.6962890625
226,71.3859,3810.72,1130000,271.5391,4714.26,226,-14156.8603515625
227,98.3302,1982.56,1135000,279.7337,4237.36,227,-15783.34765625
228,77.8114,2865.15,1140000,265.8487,4193.7,228,-15003.5517578125
229,126.2782,1016.78,1145000,281.6283,3427.93,229,-15380.3876953125
230,72.3968,3960.65,1150000,278.8097,4360.02,230,-14649.939453125
231,67.7035,3772.16,1155000,263.2499,4557.83,231,-15153.345703125
232,69.6076,1361.16,1160000,273.7961,4511.0,232,-15875.8603515625
233,76.5459,4942.56,1165000,275.5237,4842.57,233,-15681.9375
234,66.8801,2136.41,1170000,264.3418,4666.42,234,-15373.8486328125
235,84.3723,4821.98,1175000,273.5072,4805.43,235,-16126.8134765625
236,80.8882,1768.99,1180000,278.6668,4398.79,236,-16019.1455078125
237,109.2198,2566.39,1185000,284.0024,4589.07,237,-16125.3759765625
238,87.5631,1262.43,1190000,273.9385,4249.73,238,-15630.4814453125
239,87.7768,3912.09,1195000,276.436,3904.02,239,-15436.5810546875
240,163.3684,1998.37,1200000,301.5219,3462.31,240,-15507.90234375
241,104.9596,3605.02,1205000,281.5626,3504.04,241,-16114.986328125
242,119.6602,2221.89,1210000,305.4048,3321.43,242,-16148.859375
243,121.7971,3857.57,1215000,294.2865,3739.33,243,-16704.677734375
244,119.163,2274.32,1220000,295.7062,3075.78,244,-16110.51171875
245,130.6186,2569.31,1225000,304.177,2852.83,245,-15101.0361328125
246,166.766,1874.38,1230000,321.2155,1712.27,246,-14040.8203125
247,230.7507,749.81,1235000,372.4849,801.06,247,-12501.5546875
248,265.0098,708.78,1240000,362.4296,507.5,248,-13475.447265625
249,241.6144,679.21,1245000,388.1185,621.06,249,-14353.513671875
250,313.6374,495.11,1250000,404.2404,476.91,250,-12052.2216796875
251,279.2352,788.27,1255000,381.8169,684.15,251,-12967.0322265625
252,253.2493,519.89,1260000,405.5743,623.45,252,-14129.3115234375
253,240.8024,264.69,1265000,398.141,396.24,253,-12498.1845703125
254,342.3139,329.38,1270000,467.8654,329.91,254,-15116.4072265625
255,264.5284,258.54,1275000,434.1564,282.3,255,-13869.806640625
256,264.4889,219.34,1280000,435.038,270.68,256,-13393.1591796875
257,265.0566,267.79,1285000,457.8524,212.75,257,-12782.0341796875
258,325.0967,178.22,1290000,475.7437,149.91,258,-13847.01171875
259,366.7016,95.76,1295000,519.0096,101.26,259,-15155.9755859375
260,450.7208,100.5,1300000,572.1456,127.24,260,-14630.326171875
261,457.0863,138.94,1305000,535.3009,135.22,261,-13728.6611328125
262,511.9545,185.74,1310000,489.5531,177.35,262,-15849.1865234375
263,545.6722,162.62,1315000,502.4737,180.45,263,-14839.4150390625
264,644.519,180.57,1320000,516.671,197.64,264,-18124.8515625
265,701.2129,120.17,1325000,715.5023,126.93,265,-18961.58203125
266,542.6064,180.94,1330000,486.9697,208.11,266,-13617.2998046875
267,583.802,182.98,1335000,558.6166,177.01,267,-14100.5556640625
268,655.9878,149.82,1340000,603.3852,147.63,268,-15364.919921875
269,723.7481,159.81,1345000,525.2798,162.66,269,-18325.7734375
270,772.6748,208.12,1350000,499.8128,192.24,270,-18937.8671875
271,681.2084,247.79,1355000,490.826,221.51,271,-16498.57421875
272,609.93,240.17,1360000,497.7501,264.98,272,-13117.041015625
273,664.3872,222.46,1365000,491.5628,223.55,273,-16254.8671875
274,619.9741,294.19,1370000,480.8768,287.66,274,-13783.384765625
275,723.8756,239.97,1375000,511.8695,253.85,275,-18657.154296875
276,726.8044,128.15,1380000,634.6733,128.21,276,-19223.41015625
277,576.4874,64.28,1385000,700.3508,65.46,277,-13017.591796875
278,507.8358,163.01,1390000,600.2781,138.46,278,-17859.0703125
279,466.0936,143.37,1395000,644.6211,153.58,279,-16338.5146484375
280,475.3909,200.49,1400000,531.0778,225.7,280,-17981.365234375
281,475.4134,184.66,1405000,611.5988,176.12,281,-8202.751953125
282,462.9449,139.98,1410000,609.776,153.63,282,-8040.685546875
283,427.0638,250.89,1415000,512.975,262.68,283,-16861.4140625
284,414.1512,147.66,1420000,553.6882,151.52,284,-13914.4345703125
285,383.4552,189.09,1425000,516.7223,185.98,285,-13974.75390625
286,389.7357,113.53,1430000,618.0195,122.91,286,-16703.306640625
287,395.03,118.97,1435000,606.6039,127.95,287,-13636.8388671875
288,382.345,152.71,1440000,601.3309,178.75,288,-18451.15234375
289,347.9032,310.25,1445000,471.8833,283.86,289,-16972.146484375
290,324.8281,292.32,1450000,477.347,320.43,290,-17726.06640625
291,308.4489,242.34,1455000,472.5909,365.17,291,-17526.84375
292,287.9551,252.51,1460000,473.1297,276.29,292,-18229.880859375
293,276.8685,292.36,1465000,476.5923,299.24,293,-17200.107421875
294,275.5464,329.95,1470000,462.5688,348.3,294,-17069.806640625
295,267.9245,462.31,1475000,445.9473,430.98,295,-16751.1015625
296,294.7482,363.75,1480000,458.3699,331.78,296,-16868.220703125
297,307.2618,283.23,1485000,466.5912,263.71,297,-18636.412109375
298,311.704,233.97,1490000,470.4752,370.31,298,-18504.1875
299,287.82,535.69,1495000,462.4621,322.1,299,-16284.080078125
300,319.2959,252.72,1500000,496.4666,323.9,300,-17709.431640625
301,282.0175,204.65,1505000,465.8907,233.73,301,-18400.130859375
302,316.1154,171.33,1510000,515.893,194.19,302,-18942.990234375
303,333.3251,376.82,1515000,461.0614,239.11,303,-18375.0078125
304,313.9963,580.6,1520000,425.3135,610.39,304,-18879.693359375
305,361.8731,228.05,1525000,460.2866,253.5,305,-15193.513671875
306,340.2666,333.35,1530000,435.9324,200.99,306,-15235.765625
307,331.5189,525.53,1535000,487.0029,536.52,307,-17616.046875
308,327.525,197.61,1540000,542.0527,160.84,308,-17784.53125
309,346.4997,123.08,1545000,527.4086,119.73,309,-18981.857421875
310,337.211,126.51,1550000,486.4487,185.8,310,-18894.416015625
311,331.1432,119.89,1555000,533.8863,125.44,311,-18805.77734375
312,349.5884,122.76,1560000,577.3564,123.9,312,-18833.94921875
313,350.2934,105.7,1565000,603.975,110.71,313,-18994.271484375
314,355.822,102.78,1570000,603.1655,104.98,314,-19090.939453125
315,363.0573,100.08,1575000,611.84,104.62,315,-19132.548828125
316,342.1054,102.25,1580000,603.556,103.79,316,-19061.775390625
317,375.3199,106.32,1585000,608.3035,96.23,317,-19010.662109375
318,497.1293,61.5,1590000,753.0758,64.83,318,-18986.439453125
319,500.8655,64.61,1595000,790.6203,64.3,319,-18937.96875
320,530.8843,63.98,1600000,763.9956,64.07,320,-19042.072265625
321,527.832,63.82,1605000,804.8469,64.58,321,-19024.703125
322,525.2474,61.99,1610000,777.3166,64.04,322,-19005.74609375
323,3237.1761,62.78,1615000,761.2559,65.26,323,-19424.431640625
324,489.6208,62.17,1620000,746.6281,65.25,324,-18858.767578125
325,479.1255,61.43,1625000,794.17,66.53,325,-18972.423828125
326,552.0689,62.77,1630000,755.7089,66.18,326,-19138.2734375
327,520.2063,62.66,1635000,747.6563,65.87,327,-18960.623046875
328,520.394,68.03,1640000,733.7472,65.69,328,-19077.95703125
329,622.9781,68.93,1645000,706.0382,66.49,329,-19091.7734375
330,977.8388,67.29,1650000,701.8797,66.66,330,-19395.45703125
331,580.7829,68.42,1655000,656.1022,67.17,331,-19121.138671875
332,450.5167,68.52,1660000,635.9772,66.45,332,-18974.126953125
333,385.6355,67.96,1665000,625.4075,67.42,333,-19067.076171875
334,424.5891,67.17,1670000,622.7717,67.11,334,-18831.826171875
335,336.8666,67.22,1675000,635.2178,67.23,335,-19102.501953125
336,352.4838,65.71,1680000,623.1443,67.14,336,-18906.2890625
337,387.5092,66.94,1685000,633.4939,66.13,337,-18440.029296875
338,337.1422,65.4,1690000,631.2627,66.88,338,-18796.455078125
339,719.459,65.1,1695000,638.1354,67.28,339,-19314.830078125
340,311.4642,123.78,1700000,579.3798,121.45,340,-19098.8359375
341,451.1026,168.63,1705000,525.0146,160.28,341,-19054.484375
342,966.4584,209.33,1710000,505.6241,196.93,342,-17813.568359375
343,395.45,232.4,1715000,538.949,229.4,343,-17976.087890625
344,756.9122,247.63,1720000,525.0341,228.85,344,-15341.650390625
345,475.7074,200.68,1725000,555.7916,190.47,345,-18066.611328125
346,361.8721,179.68,1730000,554.78,160.26,346,-18598.34375
