Running Forward KL,Running Reverse KL,Real Sto Return,Itration,Real Det Return
157.1379,15.7341,1730.48,62,2112.5
157.1421,15.5718,1700.84,63,2087.75
156.9007,15.3162,1715.62,64,2067.41
157.0678,15.7886,1734.95,65,2098.8
157.0166,15.4853,1732.26,66,2090.84
157.0527,15.2704,1703.32,67,2000.03
157.0147,15.0321,1691.17,68,2025.73
157.1038,15.7047,1745.81,69,2106.48
157.1951,15.4989,1743.39,70,2119.88
156.8782,15.5722,1746.3,71,2141.99
157.0075,15.5384,1724.45,72,2117.32
156.8836,15.3127,1762.47,73,2094.94
156.9637,15.3808,1698.74,74,2053.97
157.0453,15.5493,1748.91,75,2111.03
156.8727,15.6794,1816.11,76,2183.59
156.986,15.5233,1751.41,77,2145.41
157.0294,15.584,1768.5,78,2144.07
156.9849,15.523,1792.03,79,2156.34
156.6643,15.4437,1805.82,80,2179.38
156.8293,15.2948,1791.88,81,2165.6
156.9733,15.3588,1793.71,82,2137.84
156.9254,15.316,1754.96,83,2102.09
156.9618,15.8167,1821.04,84,2194.42
156.9258,15.5124,1795.3,85,2161.68
157.078,15.7088,1774.61,86,2150.56
156.9253,15.5482,1789.71,87,2165.03
156.9398,15.8773,1787.0,88,2152.53
156.7484,15.4155,1799.27,89,2165.3
156.9499,15.4169,1790.34,90,2130.74
156.8342,15.62,1803.6,91,2220.68
156.714,15.4828,1780.82,92,2125.66
156.7462,15.5722,1766.89,93,2118.31
156.8675,15.319,1793.8,94,2176.44
156.7938,15.5277,1808.25,95,2149.07
156.8324,15.3132,1793.53,96,2132.98
156.986,15.6005,1769.39,97,2185.82
156.7151,15.1427,1811.35,98,2178.24
156.7943,15.3514,1806.05,99,2205.82
156.7133,15.5415,1825.76,100,2200.92
156.6289,15.2888,1778.56,101,2161.89
156.8445,15.249,1814.75,102,2172.3
156.7391,15.3391,1826.91,103,2197.89
156.7343,15.3028,1830.79,104,2187.46
156.7506,15.2982,1825.42,105,2208.13
156.7592,15.5878,1825.08,106,2178.05
156.8406,15.0586,1794.42,107,2194.33
156.7058,15.2428,1797.26,108,2171.32
156.779,15.6097,1872.51,109,2256.12
156.7568,15.1768,1801.47,110,2186.83
156.6815,15.135,1808.9,111,2170.32
156.6716,15.0824,1794.87,112,2194.52
156.8027,15.3419,1810.94,113,2213.23
156.7953,15.3083,1833.86,114,2214.07
156.802,15.3458,1824.06,115,2182.77
156.7573,15.3136,1833.22,116,2146.55
156.7264,15.5651,1864.53,117,2219.18
156.7718,15.3358,1808.98,118,2212.04
156.8202,15.295,1826.02,119,2183.4
156.8641,15.3112,1850.77,120,2194.11
156.8957,15.3515,1806.15,121,2144.73
156.7231,15.3774,1840.58,122,2184.41
156.6623,15.2932,1831.23,123,2161.36
156.8864,15.3738,1823.23,124,2206.05
156.8519,15.2985,1826.62,125,2198.99
156.8201,15.4835,1841.76,126,2220.86
156.8305,15.404,1818.65,127,2180.04
156.8032,15.6134,1861.95,128,2208.38
156.7905,15.2836,1823.68,129,2161.31
156.7906,15.5232,1869.15,130,2238.07
156.7464,15.5685,1865.8,131,2224.67
156.7202,15.1732,1852.76,132,2242.75
156.7003,15.3888,1841.89,133,2239.82
156.7546,15.5716,1836.34,134,2196.48
156.8271,15.4777,1879.74,135,2252.45
156.8359,15.4022,1863.7,136,2231.07
156.6614,15.3488,1857.97,137,2205.54
156.8788,15.2971,1838.06,138,2205.46
156.5201,15.3341,1870.85,139,2209.4
156.7862,15.3838,1872.65,140,2221.25
156.9159,15.4571,1824.95,141,2216.14
156.8433,15.2279,1861.11,142,2166.23
156.7165,15.4331,1891.99,143,2232.29
156.6333,15.2455,1860.76,144,2223.7
156.6374,15.1443,1866.82,145,2231.14
156.6119,15.3433,1874.32,146,2234.87
156.7202,15.4204,1877.21,147,2221.42
156.5757,15.3939,1853.52,148,2210.72
156.7803,15.2629,1840.16,149,2233.54
156.7694,15.3424,1880.64,150,2193.12
156.6987,14.9879,1852.74,151,2254.53
156.5995,15.3824,1899.3,152,2261.8
156.7173,15.2473,1864.71,153,2217.03
156.9582,15.4988,1860.81,154,2263.26
156.6823,15.2698,1894.97,155,2254.52
156.6561,15.1378,1888.96,156,2236.84
156.7409,15.2883,1871.2,157,2222.19
156.6499,15.2151,1867.4,158,2201.17
156.6085,15.09,1881.26,159,2222.69
156.7505,15.0236,1850.67,160,2215.41
156.6672,14.7742,1822.73,161,2187.44
156.6955,15.2446,1861.07,162,2246.53
156.54,15.1249,1883.49,163,2250.75
156.7085,15.1226,1874.98,164,2209.02
156.729,15.1696,1894.79,165,2264.5
156.5855,15.1931,1872.93,166,2249.35
156.8208,15.0721,1868.73,167,2218.1
156.6388,15.4591,1895.05,168,2266.86
156.5666,15.0448,1889.65,169,2242.83
156.6439,15.0826,1864.9,170,2244.29
156.6522,14.8305,1840.5,171,2200.52
156.688,15.3835,1875.1,172,2268.61
156.7827,15.2214,1880.25,173,2218.48
156.8107,15.2793,1882.57,174,2228.55
156.7663,14.8676,1875.92,175,2210.0
156.6178,15.0494,1847.64,176,2225.86
156.6567,15.2552,1871.13,177,2196.38
156.526,14.9042,1904.8,178,2240.72
156.6673,15.1154,1848.54,179,2227.78
156.7772,15.1916,1872.68,180,2277.01
156.7013,15.0525,1843.78,181,2225.44
156.6135,15.0111,1896.85,182,2245.71
156.5577,14.7584,1823.52,183,2186.07
156.4833,15.1329,1907.74,184,2284.29
156.662,15.1068,1849.94,185,2209.28
156.7045,15.1709,1863.55,186,2228.03
156.6596,15.0643,1868.37,187,2251.4
156.564,15.0368,1898.9,188,2248.17
156.5988,15.3402,1904.51,189,2243.63
156.7457,15.4177,1895.16,190,2280.58
156.5983,14.8445,1899.17,191,2250.73
156.7104,15.1789,1886.18,192,2271.28
156.6426,14.9517,1895.17,193,2253.9
156.5788,15.2139,1905.57,194,2268.96
156.6764,14.8612,1865.6,195,2249.69
156.6842,15.3436,1899.11,196,2259.8
156.6191,14.8195,1867.58,197,2240.0
156.5911,15.1641,1916.22,198,2260.81
156.7194,14.8827,1863.11,199,2210.45
156.6489,15.2835,1888.44,200,2236.99
156.7849,15.0634,1889.27,201,2257.13
156.6174,15.1249,1897.69,202,2245.05
156.6965,15.2705,1904.76,203,2220.24
156.5814,15.2944,1883.46,204,2210.71
156.7723,15.407,1908.81,205,2265.63
156.5785,15.2474,1907.22,206,2218.73
156.5557,15.27,1896.78,207,2237.22
156.6813,15.3044,1899.27,208,2220.35
156.7148,15.286,1885.03,209,2219.32
156.6664,15.2296,1895.17,210,2230.96
156.7175,15.3478,1869.5,211,2202.45
156.6117,15.51,1871.65,212,2215.13
156.6671,15.2105,1901.69,213,2240.19
156.7939,15.4504,1891.44,214,2221.52
156.66,15.3768,1912.05,215,2248.23
156.6361,15.2451,1878.25,216,2192.98
156.6677,15.2705,1866.17,217,2229.73
156.6248,15.2108,1889.89,218,2228.77
156.6698,15.218,1887.02,219,2220.74
156.6609,15.0821,1885.73,220,2214.24
156.4435,15.2315,1873.66,221,2221.68
156.6554,15.2167,1879.75,222,2199.09
156.6069,15.3061,1899.33,223,2242.31
156.6292,15.4472,1873.11,224,2223.53
156.6326,15.1496,1892.86,225,2219.37
156.6503,15.2822,1897.79,226,2235.68
156.4862,15.2694,1880.13,227,2242.52
156.661,15.1163,1887.43,228,2227.17
156.7393,15.3088,1870.27,229,2230.09
156.6436,15.2723,1887.92,230,2194.83
156.6828,15.255,1898.48,231,2263.32
156.7047,15.2748,1896.93,232,2252.05
156.7088,15.2689,1865.17,233,2235.79
156.5823,15.297,1896.07,234,2261.13
156.7139,15.4027,1871.74,235,2241.15
156.8557,15.4155,1900.68,236,2253.27
156.6085,15.312,1882.17,237,2248.15
156.5513,15.2591,1900.32,238,2257.97
156.628,15.4387,1910.95,239,2271.74
156.7506,15.2858,1884.29,240,2265.81
156.5911,15.4363,1911.7,241,2278.29
156.7386,15.3394,1900.25,242,2284.02
156.7789,15.3308,1913.92,243,2284.89
156.7345,15.3785,1887.24,244,2262.19
156.7971,15.3447,1895.17,245,2271.48
156.7039,15.2546,1887.43,246,2256.11
156.7308,15.2669,1891.12,247,2268.44
156.7265,15.1559,1895.73,248,2283.3
156.7411,15.3673,1900.28,249,2299.74
156.657,15.4196,1909.73,250,2294.95
156.7178,15.3462,1899.7,251,2292.48
156.5984,15.2619,1898.23,252,2297.4
156.6222,15.3287,1881.09,253,2290.33
156.764,15.2604,1902.41,254,2296.57
156.8221,15.2551,1884.66,255,2304.37
156.6025,15.2146,1894.44,256,2286.14
156.6377,15.1689,1866.7,257,2271.58
156.8358,15.0479,1835.7,258,2256.32
156.5729,15.1754,1885.1,259,2282.99
156.7938,15.0052,1881.09,260,2283.02
156.6924,15.1064,1900.53,261,2323.18
156.5955,15.1648,1874.93,262,2297.44
156.6333,15.1119,1881.65,263,2285.63
156.6493,15.1905,1873.04,264,2307.25
156.7166,15.2528,1894.86,265,2306.33
156.6806,15.1409,1899.43,266,2304.18
156.7278,15.1546,1896.89,267,2269.57
156.4875,15.0263,1871.96,268,2303.96
156.6629,15.1821,1879.6,269,2287.01
156.5218,15.1817,1902.86,270,2300.23
156.5516,15.1233,1887.91,271,2304.87
156.5552,15.2515,1904.74,272,2302.46
156.6153,15.1333,1886.17,273,2294.82
156.643,15.1758,1894.05,274,2291.23
156.4941,15.0044,1923.75,275,2324.55
156.7106,15.13,1911.01,276,2301.79
156.8495,15.2249,1921.29,277,2312.12
156.4764,15.0759,1902.94,278,2294.21
156.6614,15.3274,1921.94,279,2322.19
156.6192,15.0574,1896.05,280,2306.31
156.6488,15.1996,1886.06,281,2286.46
156.5278,15.0155,1907.84,282,2307.08
156.5621,14.9809,1894.73,283,2281.25
156.5231,15.2647,1903.88,284,2287.19
156.68,15.1347,1925.89,285,2288.74
156.6512,15.142,1893.64,286,2285.58
156.7102,15.0445,1873.86,287,2262.23
156.6921,15.1078,1910.79,288,2285.11
156.7728,14.9006,1861.57,289,2228.15
156.5691,15.0921,1909.7,290,2268.7
156.697,15.0358,1918.59,291,2271.52
156.6335,15.0565,1910.86,292,2292.02
156.6236,14.9784,1897.34,293,2283.65
156.5969,15.1158,1911.14,294,2293.04
156.7021,15.1042,1881.49,295,2271.73
156.5647,15.0882,1930.44,296,2304.61
156.6727,15.2309,1889.12,297,2294.87
156.753,15.1577,1905.32,298,2274.52
156.696,15.343,1936.22,299,2305.86
156.6339,15.2714,1909.09,300,2291.56
156.6259,15.2988,1886.69,301,2298.77
156.6262,15.1837,1920.57,302,2292.83
156.704,15.182,1934.78,303,2329.08
156.5857,14.932,1885.51,304,2271.91
156.7762,15.0512,1895.26,305,2280.04
156.7009,15.258,1902.05,306,2294.04
156.5617,15.3323,1916.95,307,2327.94
156.7547,15.2326,1894.32,308,2306.29
156.7961,15.2785,1906.96,309,2293.33
156.6388,15.0386,1892.58,310,2292.94
156.5483,15.2975,1913.63,311,2296.25
156.5877,15.3548,1906.63,312,2309.11
156.7632,15.1074,1891.36,313,2314.49
156.6796,15.2143,1901.22,314,2287.87
156.6569,15.1268,1907.93,315,2318.01
156.7527,15.148,1896.37,316,2306.79
156.7824,15.1477,1891.91,317,2289.15
156.82,15.2293,1909.92,318,2290.08
156.6573,15.0737,1881.31,319,2292.0
156.6504,15.0789,1896.53,320,2304.33
156.7205,15.1514,1886.56,321,2280.19
156.7016,15.2457,1891.6,322,2288.64
156.8447,15.1959,1888.66,323,2286.38
156.6461,15.2923,1892.56,324,2301.33
156.7637,15.1825,1882.75,325,2303.98
156.6791,15.2082,1902.06,326,2320.41
156.6644,15.0615,1874.55,327,2308.25
156.615,15.0716,1882.21,328,2297.85
156.5236,15.1074,1886.44,329,2306.01
156.6885,15.0285,1891.49,330,2298.05
156.6379,15.14,1917.56,331,2294.53
156.6184,15.0849,1920.09,332,2308.34
156.686,15.0647,1880.12,333,2290.98
156.7004,15.1585,1896.22,334,2298.15
156.7047,14.9605,1910.94,335,2287.56
156.5986,15.0593,1901.74,336,2292.13
156.775,15.1839,1899.48,337,2284.98
156.7373,15.3407,1889.27,338,2308.4
156.7652,15.1631,1904.45,339,2305.83
156.6723,15.259,1888.7,340,2303.39
156.6462,15.0136,1893.55,341,2282.23
156.7761,15.1976,1869.65,342,2290.89
156.6499,15.1768,1908.24,343,2302.1
156.7271,15.3508,1899.75,344,2311.45
156.636,15.0,1906.34,345,2284.51
156.7514,15.2427,1888.37,346,2289.37
156.7264,15.229,1915.2,347,2302.65
156.6754,15.414,1953.72,348,2345.86
156.7546,15.3663,1942.18,349,2330.72
156.565,15.2539,1939.7,350,2285.88
156.5149,15.2938,1915.07,351,2297.58
156.5351,15.1828,1932.95,352,2319.95
156.8546,15.2055,1940.37,353,2321.36
156.7344,15.2233,1910.24,354,2317.98
156.7842,15.1286,1923.83,355,2317.21
156.6799,15.0939,1910.58,356,2304.98
156.6803,15.1904,1876.83,357,2306.73
156.6509,15.1508,1883.57,358,2300.84
156.6726,15.0768,1906.44,359,2295.06
156.5821,14.9834,1893.23,360,2306.69
156.7013,15.095,1896.56,361,2273.74
156.5372,15.0693,1925.32,362,2324.82
156.6892,15.0172,1870.8,363,2289.07
