Running Update Time,Real Det Return,Reward Loss,Real Sto Return,Running Env Steps,Running Forward KL,Itration,Running Reverse KL
57,2468.21,-473.223388671875,1778.44,285000,47.0297,57,30.1199
58,1506.78,-512.7755126953125,1478.31,290000,47.0574,58,30.2925
59,1671.81,-634.92529296875,1592.93,295000,47.2247,59,28.3031
60,2058.04,-503.4903259277344,1774.62,300000,46.9505,60,40.6698
61,2173.48,-484.2722473144531,1838.22,305000,47.3089,61,26.938
62,1652.54,-556.4224243164062,1716.83,310000,46.2564,62,28.5099
63,2349.35,-518.20703125,2452.61,315000,46.6014,63,21.4364
64,1920.99,-603.2566528320312,1880.94,320000,47.0992,64,26.5845
65,2099.13,-600.6592407226562,2152.95,325000,46.6245,65,25.0205
66,2385.88,-581.8953857421875,1857.39,330000,46.6167,66,24.0491
67,2237.02,-499.5608215332031,1999.85,335000,46.5809,67,29.8811
68,2440.0,-543.4902954101562,2216.59,340000,46.5565,68,21.531
69,2797.15,-514.8319702148438,2005.41,345000,46.4253,69,22.1755
70,3038.98,-495.88250732421875,2488.87,350000,46.2968,70,18.8657
71,2438.47,-684.4420776367188,1687.23,355000,46.5079,71,25.411
72,3312.12,-546.2740478515625,2696.82,360000,45.4091,72,17.6899
73,2924.99,-569.0961303710938,2482.49,365000,45.676,73,18.5019
74,2816.46,-643.0303955078125,2032.48,370000,46.5602,74,23.3998
75,1683.9,-753.61376953125,1542.03,375000,46.4983,75,33.7192
76,3388.17,-624.2535400390625,2253.54,380000,45.7869,76,27.4348
77,2172.88,-834.6155395507812,1943.54,385000,45.924,77,30.5728
78,2366.21,-692.7865600585938,1662.85,390000,46.1649,78,37.3984
79,2374.31,-733.0654907226562,1887.85,395000,46.5356,79,25.9976
80,1710.71,-716.5083618164062,1625.02,400000,46.519,80,29.7415
81,3401.61,-584.6343994140625,2235.44,405000,45.7706,81,25.1873
82,2872.36,-684.66357421875,2572.74,410000,45.6349,82,27.1393
83,1942.55,-820.816650390625,1590.01,415000,46.2314,83,32.1585
84,3476.24,-689.197509765625,2374.41,420000,46.2704,84,26.8251
85,2285.95,-788.9019165039062,1820.69,425000,46.3618,85,31.3161
86,2586.31,-742.9691772460938,2144.05,430000,45.7584,86,25.1219
87,1580.06,-716.9398803710938,2015.14,435000,46.3735,87,34.4226
88,3458.42,-553.2968139648438,2973.89,440000,45.7226,88,21.4306
89,3575.29,-635.9188232421875,3078.38,445000,46.1333,89,28.313
90,3462.63,-561.7796630859375,2426.12,450000,45.9281,90,24.4855
91,3682.72,-608.619873046875,2660.7,455000,46.2511,91,31.3031
92,2981.38,-612.9156494140625,2416.44,460000,46.165,92,30.8237
93,3150.56,-738.3032836914062,2111.22,465000,45.6847,93,25.2643
94,2572.33,-697.0756225585938,2964.13,470000,45.5732,94,30.1586
95,2513.03,-699.4329833984375,2114.09,475000,45.2895,95,35.5958
96,3465.38,-598.5675659179688,3258.81,480000,45.8735,96,23.0399
97,3650.18,-745.6552124023438,2673.22,485000,45.6513,97,22.9358
98,3654.11,-625.676513671875,2434.35,490000,45.5697,98,28.4372
99,2463.57,-836.4746704101562,1543.62,495000,44.6958,99,29.015
100,3676.55,-635.7567138671875,2893.7,500000,44.5852,100,20.3407
101,3647.47,-680.5493774414062,2269.91,505000,45.7025,101,27.7735
102,2274.23,-943.8440551757812,2142.17,510000,44.3425,102,31.0394
103,3247.67,-869.4592895507812,2030.13,515000,45.4569,103,31.6181
104,3187.57,-869.7352294921875,2520.72,520000,44.355,104,28.8961
105,3581.36,-673.3692626953125,2807.89,525000,45.2832,105,22.1005
106,3714.03,-674.5240478515625,2751.33,530000,45.2456,106,22.8008
107,3689.29,-615.2930908203125,2859.08,535000,44.9717,107,19.657
108,3110.1,-735.9254150390625,2496.09,540000,45.3247,108,31.403
109,3652.45,-691.8681030273438,2719.38,545000,45.2569,109,22.3111
110,2854.08,-860.7247924804688,2614.95,550000,45.711,110,33.531
111,3269.69,-830.7723999023438,2319.81,555000,44.6353,111,20.9464
112,3623.76,-759.3674926757812,3124.26,560000,45.5688,112,22.6267
113,3589.58,-763.828857421875,2866.29,565000,45.345,113,21.8675
114,3552.26,-682.683349609375,3166.91,570000,45.9007,114,19.4177
115,3667.59,-762.2776489257812,2818.6,575000,44.617,115,17.4585
116,3635.45,-713.4468994140625,2720.76,580000,44.8428,116,22.6966
117,3265.0,-848.80712890625,2117.59,585000,44.8526,117,18.296
118,3609.91,-765.5350952148438,3292.48,590000,45.4084,118,18.0255
119,3660.36,-737.1885986328125,2776.51,595000,45.347,119,18.8171
120,3649.83,-813.844970703125,3139.23,600000,46.1017,120,19.573
121,3554.57,-835.79931640625,2634.66,605000,45.0253,121,22.1597
122,3642.11,-880.6263427734375,3196.99,610000,45.1365,122,23.3494
123,3667.93,-825.5256958007812,2644.46,615000,44.2647,123,18.0356
124,3660.44,-710.43115234375,3038.1,620000,45.0861,124,18.0002
125,3695.51,-824.5595703125,3564.71,625000,44.3851,125,17.4985
126,3715.47,-778.065185546875,3514.28,630000,44.9213,126,18.7327
127,2528.72,-841.9815673828125,2975.82,635000,44.6444,127,17.4254
128,3684.11,-795.378173828125,3399.22,640000,44.9499,128,21.5734
129,3655.62,-769.2776489257812,3488.84,645000,45.1136,129,17.3779
130,3708.15,-835.6947021484375,2899.78,650000,43.7417,130,15.8722
131,3634.39,-788.7276611328125,3410.1,655000,44.908,131,16.9515
132,3648.79,-752.2315673828125,3330.79,660000,45.8487,132,19.2078
133,3719.73,-844.4751586914062,3347.56,665000,45.1712,133,18.1316
134,3682.99,-828.5391235351562,3591.4,670000,44.756,134,16.6891
135,3530.85,-812.3118896484375,3622.24,675000,45.2331,135,18.1216
136,3761.67,-874.1851196289062,3290.78,680000,44.926,136,18.854
137,3691.29,-843.1871337890625,3312.23,685000,44.9757,137,17.2737
138,3747.23,-814.2266235351562,3619.5,690000,45.1229,138,18.6256
139,3794.59,-851.819091796875,3485.48,695000,44.564,139,17.5652
140,3780.25,-840.082763671875,3365.65,700000,45.2219,140,19.2249
141,3715.46,-858.8396606445312,3481.97,705000,45.2703,141,18.4799
142,3746.75,-874.738037109375,3356.56,710000,44.4394,142,16.979
143,3675.11,-858.4905395507812,3699.49,715000,45.5834,143,17.8403
144,3668.84,-863.17919921875,3591.25,720000,45.1449,144,18.1323
145,3654.18,-993.3187866210938,3509.69,725000,44.937,145,15.2903
146,3675.38,-855.7935791015625,3443.45,730000,45.3569,146,17.9417
147,3714.05,-939.19189453125,3476.74,735000,44.2718,147,16.5987
148,3722.81,-902.6713256835938,3422.72,740000,44.4788,148,16.7874
149,3664.8,-920.968505859375,3439.36,745000,45.2893,149,17.692
150,3735.34,-941.6198120117188,3392.53,750000,44.2585,150,15.5108
151,3747.15,-926.3018188476562,3693.96,755000,44.8763,151,18.1097
152,3701.06,-977.4937133789062,3672.42,760000,44.96,152,17.5148
153,3774.81,-954.861328125,3616.05,765000,44.1707,153,17.8872
154,3713.98,-949.58935546875,3480.4,770000,44.161,154,17.9192
155,3696.6,-975.165771484375,3513.6,775000,44.1346,155,16.7816
156,3744.39,-1034.4716796875,3531.07,780000,44.1471,156,16.713
157,3766.33,-975.8388061523438,3653.31,785000,45.0971,157,18.1253
158,3608.49,-989.251220703125,3698.9,790000,43.845,158,16.4342
159,3730.46,-988.7232055664062,3715.61,795000,44.8551,159,17.8592
160,3444.36,-987.3281860351562,3803.66,800000,44.6605,160,17.3023
161,3671.91,-1021.6093139648438,3769.99,805000,44.7302,161,17.1571
162,3665.44,-1027.330078125,3680.75,810000,45.0024,162,17.2725
163,3770.15,-1046.1829833984375,3759.42,815000,44.9765,163,18.2506
164,3750.23,-1037.025390625,3733.36,820000,44.9236,164,17.3072
165,3743.06,-1013.1814575195312,3816.85,825000,44.737,165,19.8081
166,3791.71,-1089.3424072265625,3510.81,830000,44.0467,166,18.3476
167,3663.87,-1059.886474609375,3568.87,835000,45.1243,167,16.9082
168,3799.16,-1087.165771484375,3683.51,840000,44.5094,168,18.3218
169,3730.5,-1076.869140625,3735.93,845000,44.8934,169,17.9915
170,3499.56,-1063.3695068359375,3110.38,850000,44.0283,170,18.9223
171,3768.46,-1111.06103515625,3559.9,855000,44.3067,171,17.0361
172,3716.57,-1220.13623046875,3657.29,860000,44.2879,172,18.4768
173,3749.29,-1152.043701171875,3827.26,865000,44.9662,173,17.9528
174,3838.55,-1154.258056640625,3841.07,870000,44.9692,174,18.9523
175,3791.83,-1142.2305908203125,3806.42,875000,44.5914,175,17.9704
176,3736.62,-1149.31982421875,3497.05,880000,44.4005,176,16.9945
177,3816.52,-1253.333984375,3705.17,885000,44.2318,177,16.7633
178,3786.3,-1151.38623046875,3732.8,890000,44.3841,178,18.0078
179,3642.09,-1232.727294921875,3659.78,895000,44.5478,179,17.1802
180,3755.0,-1162.4334716796875,3768.95,900000,44.2939,180,17.0655
181,3762.1,-1249.6148681640625,3779.39,905000,44.3749,181,16.2806
182,3583.11,-1218.786865234375,3843.63,910000,44.4369,182,17.9523
183,3902.37,-1205.001708984375,3813.98,915000,43.8023,183,18.048
184,3886.45,-1215.1033935546875,3726.27,920000,44.322,184,18.9146
185,3783.22,-1326.9481201171875,3444.38,925000,43.9236,185,16.0562
186,3825.46,-1263.37109375,3825.75,930000,43.9801,186,16.7904
187,3802.44,-1261.9813232421875,3735.41,935000,44.9548,187,18.9036
188,3817.91,-1261.2998046875,3784.64,940000,44.9353,188,17.5753
189,3832.96,-1320.6851806640625,3441.34,945000,43.8409,189,16.4636
190,3754.32,-1303.18896484375,3549.05,950000,44.384,190,16.919
191,3877.57,-1326.4544677734375,3630.53,955000,44.1211,191,17.4202
192,3727.0,-1316.380126953125,3576.07,960000,44.6831,192,18.0143
193,3833.17,-1338.0546875,3695.02,965000,44.2697,193,17.5109
194,3928.07,-1293.3922119140625,3221.75,970000,43.2123,194,17.3961
195,2991.01,-1380.0478515625,3436.87,975000,44.4371,195,17.9871
196,3924.5,-1379.169677734375,3854.23,980000,44.6233,196,18.9872
197,3879.91,-1369.46923828125,3743.97,985000,43.8037,197,17.5137
198,3862.42,-1346.0599365234375,3867.58,990000,44.7997,198,19.0874
199,3840.63,-1426.2630615234375,3763.19,995000,44.9438,199,18.3363
200,3838.95,-1432.763427734375,3648.24,1000000,44.0923,200,15.7238
201,3874.22,-1504.0345458984375,3239.32,1005000,43.3611,201,14.9793
202,3820.49,-1432.4208984375,3597.57,1010000,43.9004,202,16.5502
203,3880.47,-1381.465087890625,3705.89,1015000,43.5175,203,17.3397
204,3902.25,-1399.141357421875,3507.52,1020000,43.3692,204,17.2174
205,3828.95,-1484.1541748046875,3597.38,1025000,43.0881,205,15.6984
206,3931.39,-1440.3013916015625,3551.47,1030000,43.5384,206,16.7127
207,3711.51,-1492.463134765625,3372.04,1035000,43.5271,207,16.6765
208,3828.85,-1414.67333984375,3589.31,1040000,42.788,208,16.4095
209,3850.8,-1524.4349365234375,3634.86,1045000,43.6976,209,16.5208
210,3871.82,-1521.0401611328125,3687.0,1050000,43.6087,210,17.2363
211,3801.44,-1533.2174072265625,3842.9,1055000,43.3647,211,16.7187
212,3836.48,-1504.5146484375,3741.05,1060000,43.3925,212,17.405
213,3851.14,-1525.9346923828125,3624.31,1065000,43.3986,213,17.2553
214,3851.02,-1549.8564453125,3743.57,1070000,42.9905,214,16.8274
215,3895.04,-1565.8497314453125,3856.11,1075000,43.5769,215,17.1612
216,3950.23,-1585.5355224609375,3796.8,1080000,42.9981,216,16.1662
217,3949.82,-1597.7117919921875,3709.86,1085000,43.6432,217,16.5971
218,3854.19,-1602.736083984375,3708.26,1090000,43.2423,218,16.0961
219,3868.24,-1616.97314453125,3785.06,1095000,43.7073,219,16.3614
220,3840.5,-1637.5172119140625,3671.81,1100000,43.9002,220,16.6617
221,3772.39,-1624.182861328125,3785.76,1105000,43.681,221,16.2294
222,3828.6,-1576.1175537109375,3652.86,1110000,42.86,222,16.1344
223,3730.63,-1688.914306640625,3871.78,1115000,43.6414,223,15.8867
224,3839.04,-1635.32568359375,3846.04,1120000,43.2906,224,16.3982
225,3884.97,-1675.9442138671875,3865.77,1125000,43.6551,225,16.4155
226,3889.01,-1649.3431396484375,3877.85,1130000,43.6228,226,17.0224
227,3895.96,-1671.7545166015625,3773.98,1135000,43.8384,227,16.098
228,3929.62,-1732.3463134765625,3879.1,1140000,43.4497,228,16.262
229,3931.61,-1742.040283203125,3893.58,1145000,43.7587,229,15.7388
230,3911.29,-1762.347412109375,3837.47,1150000,43.6715,230,16.2413
231,3875.21,-1761.852783203125,3839.04,1155000,43.5832,231,16.2282
232,3973.68,-1791.5006103515625,3864.64,1160000,43.6615,232,16.0471
233,3903.67,-1798.1285400390625,3771.54,1165000,43.9919,233,16.1955
234,3948.32,-1779.1492919921875,3758.22,1170000,43.5315,234,14.9962
235,3920.12,-1806.336181640625,3866.45,1175000,43.5303,235,15.7114
236,3899.44,-1828.545166015625,3809.56,1180000,43.5677,236,15.7429
237,3937.14,-1787.86474609375,3830.08,1185000,43.3006,237,15.9176
238,3851.64,-1848.47900390625,3843.88,1190000,43.5655,238,16.0689
239,3860.96,-1872.3253173828125,3813.76,1195000,43.7806,239,15.9872
240,3838.2,-1875.3865966796875,3808.76,1200000,43.5483,240,15.5806
241,3871.94,-1916.7249755859375,3813.45,1205000,43.651,241,15.8001
242,3857.28,-1957.542236328125,3881.21,1210000,43.902,242,15.5733
243,3763.98,-1972.9776611328125,3837.54,1215000,43.5242,243,15.3639
244,3822.87,-2011.465087890625,3852.99,1220000,43.5866,244,16.2323
245,3906.72,-1975.981201171875,3848.98,1225000,43.7431,245,15.8206
246,3886.29,-2017.040283203125,3863.22,1230000,43.4409,246,15.4735
247,3871.93,-2008.4791259765625,3848.59,1235000,43.4253,247,15.5797
248,3730.27,-2052.03173828125,3840.66,1240000,43.5845,248,14.737
249,3911.75,-2049.822509765625,3873.74,1245000,43.0979,249,15.254
250,3967.47,-2048.205322265625,3845.59,1250000,42.95,250,15.956
251,3980.19,-2063.7421875,3871.97,1255000,43.2195,251,15.905
252,3964.87,-2064.996337890625,3899.67,1260000,43.1899,252,15.5978
253,4010.53,-2076.25537109375,3871.72,1265000,43.2763,253,16.1692
254,3927.8,-2044.5177001953125,3889.92,1270000,42.852,254,15.6152
255,3912.43,-2084.1318359375,3801.75,1275000,43.2997,255,15.8566
256,3929.88,-2157.966552734375,3868.94,1280000,43.4885,256,15.2536
257,3802.31,-2150.010986328125,3835.11,1285000,43.1615,257,14.3663
258,3838.32,-2167.16943359375,3855.58,1290000,43.364,258,15.5041
259,3921.74,-2131.649169921875,3878.54,1295000,43.1217,259,15.5267
260,3739.57,-2225.30615234375,3754.96,1300000,43.0324,260,15.2992
261,3877.23,-2184.47607421875,3891.53,1305000,43.6538,261,16.2147
262,3943.29,-2177.698486328125,3918.22,1310000,43.2032,262,15.82
263,3924.57,-2218.780517578125,3947.35,1315000,43.4322,263,15.9585
264,3999.79,-2279.170166015625,3975.78,1320000,43.2302,264,16.2764
265,3951.13,-2250.4033203125,3764.08,1325000,43.3345,265,16.5272
266,3997.98,-2222.78173828125,3758.13,1330000,42.9814,266,16.3812
267,3923.16,-2246.64697265625,3948.19,1335000,43.1534,267,16.1033
268,3988.6,-2251.027587890625,3818.06,1340000,43.2715,268,16.1704
269,3972.3,-2319.5830078125,3940.94,1345000,43.5243,269,16.103
270,4005.56,-2277.33447265625,3914.58,1350000,43.1838,270,16.0168
271,4032.74,-2343.3896484375,3967.69,1355000,43.064,271,16.487
272,3911.52,-2353.91357421875,3966.77,1360000,43.1688,272,15.8809
273,4043.13,-2423.41650390625,3963.27,1365000,42.7375,273,16.1383
274,4103.64,-2372.55078125,3955.26,1370000,42.8478,274,16.593
275,3965.03,-2391.96240234375,3777.44,1375000,43.1814,275,16.329
276,4008.04,-2456.760009765625,3967.29,1380000,43.062,276,16.5989
277,3867.84,-2467.670654296875,3928.76,1385000,43.4886,277,16.4251
278,4033.27,-2473.525390625,3927.1,1390000,43.2808,278,16.3476
279,3894.53,-2512.45458984375,3961.8,1395000,43.6437,279,16.3617
280,3932.89,-2477.90576171875,3924.29,1400000,43.1228,280,16.6267
281,3935.25,-2506.177978515625,3948.72,1405000,43.3915,281,16.6184
282,3904.69,-2597.922119140625,3982.64,1410000,43.2368,282,16.3661
283,3708.73,-2596.112548828125,3855.86,1415000,43.4457,283,16.0536
284,3965.51,-2521.10400390625,3953.33,1420000,42.66,284,16.3226
285,3907.77,-2614.032470703125,3948.03,1425000,43.4329,285,16.0434
286,3877.09,-2698.71533203125,3935.33,1430000,43.8499,286,16.1924
287,3936.03,-2640.630126953125,3973.34,1435000,43.883,287,16.9304
288,3259.55,-2660.5087890625,3928.67,1440000,43.6246,288,16.3473
289,3899.92,-2666.010498046875,3937.71,1445000,43.2523,289,15.9293
290,3872.74,-2651.49267578125,4017.8,1450000,43.2575,290,16.5479
291,3962.04,-2644.318603515625,3914.55,1455000,42.6885,291,15.7489
292,3922.37,-2665.497802734375,3991.84,1460000,42.9486,292,15.727
293,3576.56,-2724.367431640625,3953.26,1465000,43.1775,293,15.7801
294,4024.96,-2681.3173828125,3968.25,1470000,42.7147,294,15.9955
295,3856.34,-2718.744140625,3968.35,1475000,43.1847,295,15.7185
296,3836.71,-2767.26220703125,3994.83,1480000,43.1738,296,15.7834
297,4018.93,-2730.08544921875,4017.68,1485000,42.9404,297,16.1538
298,3985.78,-2686.452392578125,4014.35,1490000,42.6239,298,15.756
299,3888.55,-2790.0791015625,4016.73,1495000,42.776,299,15.9501
300,4044.24,-2802.6767578125,4006.09,1500000,42.9015,300,15.8573
301,4057.86,-2827.6318359375,3982.01,1505000,42.9905,301,16.2811
302,3524.47,-2941.7705078125,3441.71,1510000,43.0843,302,13.8092
303,3984.92,-2850.73828125,4006.38,1515000,42.9351,303,16.0584
304,3492.43,-2946.8134765625,3954.69,1520000,42.9035,304,15.3774
305,4012.65,-2953.47509765625,4003.76,1525000,42.7699,305,15.7013
306,4043.87,-2956.5458984375,3921.74,1530000,42.9396,306,14.8429
307,4073.98,-2890.3818359375,4019.97,1535000,42.6191,307,15.238
308,4043.47,-2920.99072265625,4017.04,1540000,42.7904,308,15.1469
309,4029.17,-2980.270751953125,3993.39,1545000,42.7687,309,15.2092
310,3983.97,-3021.693359375,3992.51,1550000,42.8703,310,15.3846
311,3994.9,-2992.845703125,4056.78,1555000,43.2388,311,15.4122
312,3864.29,-3069.759033203125,4021.82,1560000,42.728,312,14.9288
313,4082.54,-3056.88525390625,4015.15,1565000,42.7526,313,15.0711
314,4065.99,-3035.11279296875,3996.98,1570000,42.9839,314,15.1649
315,4046.94,-3073.97998046875,4012.77,1575000,43.0876,315,14.5077
316,4052.0,-3057.4091796875,4050.0,1580000,42.8863,316,15.3228
317,4090.8,-3116.342041015625,4019.67,1585000,42.6774,317,14.8768
318,4108.23,-3079.2001953125,3927.32,1590000,42.7103,318,15.0963
319,4085.45,-3121.92431640625,3972.81,1595000,42.392,319,14.8854
320,3991.08,-3170.4140625,4011.54,1600000,42.7537,320,14.7102
321,4060.98,-3241.87841796875,3987.41,1605000,42.9752,321,14.6753
322,4107.59,-3238.619873046875,4009.11,1610000,42.5623,322,14.3039
323,3982.24,-3307.63427734375,4006.38,1615000,43.102,323,14.903
324,3934.81,-3289.44873046875,3956.12,1620000,43.2046,324,14.7513
325,4008.69,-3347.152587890625,4017.8,1625000,43.0459,325,15.2836
326,4066.85,-3262.306640625,3990.56,1630000,42.7003,326,14.8191
327,3942.23,-3414.273681640625,3836.66,1635000,43.066,327,14.4329
328,3978.5,-3295.15673828125,3566.11,1640000,42.5209,328,14.9279
329,3939.57,-3507.305419921875,3705.78,1645000,43.0408,329,13.771
330,4045.31,-3390.11474609375,3883.21,1650000,42.7245,330,14.7318
331,3884.95,-3448.076904296875,3996.43,1655000,42.9111,331,14.9433
332,3959.3,-3434.00048828125,3867.83,1660000,42.8474,332,14.2712
333,3949.17,-3562.876708984375,4033.47,1665000,42.9281,333,14.9535
334,4069.07,-3475.449462890625,3735.07,1670000,42.6644,334,15.3126
335,4013.85,-3616.29443359375,4040.65,1675000,43.083,335,15.0664
336,3981.74,-3584.943115234375,4027.66,1680000,42.9122,336,15.1538
337,4143.71,-3602.241455078125,4008.73,1685000,42.5503,337,14.5207
338,4097.7,-3477.8447265625,4018.03,1690000,42.3175,338,14.5971
339,4055.27,-3575.27197265625,3858.05,1695000,42.5009,339,15.6407
340,4066.11,-3643.4228515625,3881.24,1700000,42.7024,340,15.1037
341,3989.98,-3640.38134765625,4007.4,1705000,42.7917,341,15.4589
342,4103.58,-3564.01904296875,4021.51,1710000,42.5295,342,14.7048
343,4046.47,-3586.846435546875,4049.17,1715000,42.6724,343,15.2794
344,4103.78,-3629.068115234375,4044.42,1720000,42.3227,344,14.5531
345,4029.75,-3718.36376953125,4006.85,1725000,42.8524,345,14.83
346,4072.0,-3588.0048828125,4068.42,1730000,42.7023,346,15.3364
347,4051.56,-3681.001708984375,4040.14,1735000,42.6788,347,15.1952
348,4070.09,-3655.6474609375,4037.14,1740000,42.7909,348,15.3069
349,4045.73,-3673.397705078125,4040.18,1745000,42.4948,349,14.7889
350,4057.12,-3710.0771484375,3993.23,1750000,42.7113,350,15.0622
351,1520.97,-3933.340087890625,3372.71,1755000,42.9916,351,13.4104
352,4119.4,-3691.216064453125,4004.42,1760000,42.5761,352,15.6923
353,4073.3,-3856.5625,3982.4,1765000,42.3998,353,15.7437
354,4104.27,-3825.509765625,4014.02,1770000,42.5613,354,16.182
355,4080.63,-3890.13037109375,4016.28,1775000,41.8853,355,15.4722
356,4065.6,-3972.616455078125,4017.6,1780000,42.8759,356,15.5182
357,4129.44,-3927.247314453125,4020.67,1785000,42.7265,357,15.8977
358,4119.17,-3989.263671875,4000.27,1790000,42.9744,358,15.6493
359,4066.25,-4006.882080078125,4011.13,1795000,42.9837,359,16.0315
360,3926.06,-4154.4794921875,3359.13,1800000,43.0528,360,13.9927
361,4012.34,-4092.150146484375,4002.6,1805000,42.7797,361,14.8134
362,3995.43,-4170.5126953125,3340.01,1810000,42.932,362,13.8438
363,3940.06,-4081.17724609375,3321.98,1815000,42.8463,363,14.47
364,4039.98,-4090.522216796875,3967.84,1820000,42.4472,364,14.94
365,3998.26,-4201.2275390625,3934.12,1825000,42.9082,365,13.7164
366,4053.76,-4196.482421875,3936.85,1830000,42.8162,366,14.9508
367,4090.33,-4082.184326171875,4003.06,1835000,42.681,367,14.7208
368,3964.92,-4201.52099609375,3894.59,1840000,42.5353,368,13.5876
369,4001.37,-4290.2685546875,3922.56,1845000,42.8426,369,13.5055
370,4014.48,-4261.40966796875,3762.23,1850000,42.5412,370,13.8845
371,4089.61,-4319.00146484375,3957.75,1855000,42.6084,371,13.7119
372,3862.83,-4545.76025390625,3743.62,1860000,42.8867,372,12.8109
373,4044.22,-4374.4794921875,3996.66,1865000,42.5418,373,15.0141
374,4085.47,-4270.8544921875,3822.06,1870000,42.6603,374,14.2298
375,4111.45,-4428.93212890625,4013.54,1875000,42.6463,375,15.3105
376,3983.98,-4483.0625,3779.5,1880000,42.5568,376,16.2194
377,3995.79,-4402.6767578125,3804.2,1885000,42.7388,377,16.3458
378,3689.49,-4531.658203125,3845.78,1890000,42.6386,378,13.6673
379,4058.9,-4357.64501953125,3978.41,1895000,42.5199,379,14.7168
380,3215.94,-4705.2373046875,3266.56,1900000,42.8885,380,13.4765
381,3968.94,-4443.45751953125,3949.69,1905000,42.1831,381,14.6636
382,4138.44,-4593.93701171875,4040.45,1910000,42.9675,382,15.3324
383,4143.82,-4645.1240234375,4045.54,1915000,42.7253,383,15.2563
