Real Det Return,Running Forward KL,Itration,Running Reverse KL,Reward Loss,Real Sto Return,Running Update Time,Running Env Steps
3157.71,27.5289,74,15.547,-126.80616760253906,2401.52,74,370000
1864.06,30.3338,75,16.8386,-220.50791931152344,1119.41,75,375000
3082.5,27.8418,76,14.9447,-197.37252807617188,1843.25,76,380000
2061.79,29.0852,77,15.7148,-211.65621948242188,1529.9,77,385000
2044.25,28.2933,78,15.1398,-176.4834442138672,1851.52,78,390000
1411.98,28.4172,79,15.1216,-208.4775848388672,1931.18,79,395000
1539.57,28.0909,80,14.3105,-181.6840057373047,1964.89,80,400000
3217.26,28.1853,81,14.0107,-117.55752563476562,2851.78,81,405000
2414.16,28.2284,82,15.5545,-226.33718872070312,1911.52,82,410000
1945.51,27.2783,83,14.3755,-203.00582885742188,1943.1,83,415000
2807.78,27.8153,84,13.393,-188.71337890625,1979.58,84,420000
3240.38,27.4214,85,13.9579,-83.64144134521484,3066.28,85,425000
1536.48,26.7138,86,14.1265,-221.26463317871094,1869.98,86,430000
3200.02,26.9911,87,14.6579,-235.4856719970703,2253.42,87,435000
3229.78,27.0034,88,13.3565,-87.22746276855469,2836.84,88,440000
1926.78,27.7767,89,12.7502,-194.18064880371094,2041.19,89,445000
2078.85,28.6692,90,12.7164,-248.5612335205078,1918.85,90,450000
2043.26,27.7389,91,12.9221,-241.4116668701172,1955.22,91,455000
2569.11,29.2147,92,13.7225,-246.16812133789062,2096.71,92,460000
1265.46,28.6253,93,14.3283,-281.6195068359375,1819.61,93,465000
2183.22,28.741,94,13.6445,-281.53167724609375,1924.4,94,470000
3323.67,27.3377,95,12.2218,-220.61367797851562,1772.7,95,475000
2770.83,28.456,96,14.6846,-276.6631164550781,1829.17,96,480000
2350.24,28.0619,97,14.8558,-216.6382598876953,1960.51,97,485000
2862.76,28.7144,98,13.3314,-208.6521453857422,2210.94,98,490000
3383.04,25.7665,99,11.8455,-144.10113525390625,1980.69,99,495000
1910.27,28.6265,100,14.7691,-270.1973876953125,2256.03,100,500000
2685.6,27.9249,101,13.6611,-230.254638671875,2267.31,101,505000
3122.45,28.4611,102,13.1267,-249.01058959960938,2099.14,102,510000
2948.67,27.0828,103,12.1522,-165.20913696289062,2082.35,103,515000
2802.47,28.9199,104,12.566,-285.65472412109375,1685.64,104,520000
3155.06,26.8837,105,12.129,-192.44815063476562,2282.25,105,525000
1457.15,28.289,106,12.6605,-297.1297302246094,1368.27,106,530000
3157.91,27.46,107,15.4993,-226.03591918945312,2409.75,107,535000
3248.02,26.3736,108,13.8227,-229.75489807128906,2051.06,108,540000
2582.86,25.6845,109,12.0867,-240.76947021484375,2264.87,109,545000
3150.52,27.5325,110,13.3343,-264.1797180175781,2028.5,110,550000
3336.62,26.4948,111,12.5495,-187.41452026367188,2229.11,111,555000
3111.1,27.071,112,12.381,-236.27069091796875,2173.3,112,560000
3372.51,26.3966,113,13.0356,-261.8939208984375,2486.48,113,565000
3252.71,26.2757,114,12.5444,-245.44216918945312,2153.87,114,570000
3386.88,27.3501,115,13.3583,-262.2279968261719,2443.64,115,575000
3278.48,26.9482,116,12.6185,-189.42379760742188,2103.39,116,580000
3271.24,27.494,117,15.3288,-345.7799072265625,2251.78,117,585000
1477.17,28.3158,118,16.6182,-426.1895751953125,1738.49,118,590000
2450.95,26.0258,119,14.0863,-276.1316833496094,1916.2,119,595000
3435.2,25.959,120,12.6037,-162.71102905273438,2941.99,120,600000
236.59,25.873,121,14.3017,-215.45594787597656,262.37,121,605000
2462.13,24.6042,122,12.1885,-227.76953125,2672.66,122,610000
2286.33,26.5818,123,12.1713,-221.19744873046875,2402.6,123,615000
3185.83,24.1189,124,12.1514,-189.08078002929688,2885.99,124,620000
2507.02,26.0641,125,14.2521,-344.20037841796875,2127.6,125,625000
1826.84,29.0627,126,15.7072,-431.54833984375,1417.78,126,630000
3259.5,24.1275,127,10.7701,-249.32449340820312,2115.28,127,635000
3388.91,25.3524,128,12.3833,-226.2620849609375,2646.51,128,640000
3308.81,24.2348,129,11.3086,-136.44125366210938,3157.25,129,645000
3361.46,25.2835,130,12.1807,-237.77294921875,2597.93,130,650000
3235.11,24.3471,131,11.8458,-111.63723754882812,1823.9,131,655000
3305.47,26.618,132,12.3476,-320.22296142578125,2463.28,132,660000
3311.03,24.7327,133,11.1308,-162.26380920410156,2977.91,133,665000
3217.38,24.583,134,11.3236,-234.64208984375,2770.96,134,670000
3219.87,24.4137,135,11.6408,-194.9492950439453,2984.33,135,675000
3112.69,26.643,136,13.2828,-310.7722473144531,2155.48,136,680000
1326.89,26.3441,137,14.2844,-377.98028564453125,1915.77,137,685000
2196.72,27.4672,138,15.715,-469.06658935546875,1864.42,138,690000
3210.91,24.6009,139,12.8806,-292.89154052734375,2596.78,139,695000
3383.54,25.1611,140,12.3687,-246.67274475097656,2278.17,140,700000
1480.46,27.0082,141,13.1946,-375.63623046875,1692.02,141,705000
3338.85,24.0943,142,10.6125,-298.5977783203125,2801.7,142,710000
3342.22,25.6784,143,12.8379,-324.68463134765625,2690.58,143,715000
2562.6,26.7069,144,12.9655,-449.8470458984375,1926.03,144,720000
3204.19,24.7014,145,11.3424,-240.19541931152344,2984.38,145,725000
3396.82,25.9823,146,13.108,-260.6016540527344,3121.98,146,730000
3392.4,26.2621,147,13.5712,-401.2511291503906,2934.21,147,735000
3339.9,23.4991,148,10.751,-221.23348999023438,2910.69,148,740000
3341.2,24.7818,149,12.8946,-264.8470764160156,3082.58,149,745000
3278.43,25.2081,150,11.325,-254.9917755126953,3119.29,150,750000
3383.29,26.2205,151,12.7876,-415.9606018066406,2474.8,151,755000
1389.29,26.2469,152,13.9651,-452.4830627441406,1970.15,152,760000
2520.2,27.6627,153,16.3776,-513.7174072265625,1558.6,153,765000
2808.37,25.4728,154,13.193,-429.0736389160156,2172.62,154,770000
3409.69,26.3676,155,14.2069,-437.43902587890625,2294.42,155,775000
3350.37,24.4286,156,11.9993,-242.2557830810547,2985.58,156,780000
2749.07,27.2844,157,14.841,-499.530029296875,2457.11,157,785000
3281.34,24.315,158,11.7424,-242.54702758789062,3010.56,158,790000
2801.23,25.4832,159,13.6232,-435.58203125,2300.19,159,795000
3459.48,26.837,160,15.0792,-539.4608154296875,2314.05,160,800000
2988.52,24.3848,161,12.2674,-370.3292541503906,1953.77,161,805000
1699.69,28.1842,162,15.1989,-537.8966674804688,1830.47,162,810000
3331.22,25.1788,163,12.3197,-287.8068542480469,2545.01,163,815000
1574.55,27.0568,164,17.8194,-575.24560546875,2013.36,164,820000
2276.14,25.7974,165,14.9393,-406.25360107421875,2588.19,165,825000
3412.86,24.2549,166,13.4082,-303.012451171875,3014.37,166,830000
3022.16,26.7725,167,16.2548,-561.1279907226562,2341.79,167,835000
3126.32,27.8995,168,17.8849,-625.24951171875,1852.69,168,840000
3332.6,25.5078,169,13.1797,-333.855712890625,2835.28,169,845000
3384.5,25.118,170,15.8562,-419.7385559082031,2703.55,170,850000
3386.74,25.4379,171,13.8701,-407.0817565917969,2596.62,171,855000
3320.44,25.4,172,13.2709,-487.895263671875,2809.28,172,860000
1982.6,25.9609,173,13.8938,-483.3847961425781,2160.23,173,865000
2431.48,27.2924,174,15.8616,-736.7288208007812,2058.09,174,870000
1839.85,26.7968,175,16.458,-664.1788330078125,1925.59,175,875000
2146.76,27.0834,176,17.6251,-625.7540283203125,1359.33,176,880000
1844.58,26.2381,177,15.1816,-515.7075805664062,2180.7,177,885000
2180.22,27.0447,178,16.172,-676.0851440429688,2130.61,178,890000
2468.86,26.0523,179,14.0483,-534.1348266601562,2290.36,179,895000
3261.31,27.7973,180,18.9205,-741.1635131835938,2141.02,180,900000
1860.93,27.1696,181,21.6108,-618.836669921875,2074.25,181,905000
3444.39,23.432,182,11.2011,-183.90065002441406,3273.74,182,910000
3463.72,23.3713,183,13.2508,-330.962890625,3025.81,183,915000
3376.97,24.4018,184,13.3063,-294.13397216796875,2474.56,184,920000
1634.26,27.192,185,17.9448,-721.366943359375,1994.81,185,925000
1667.8,27.2739,186,19.2962,-767.9790649414062,1432.22,186,930000
3488.31,24.7539,187,13.4193,-402.524169921875,2694.02,187,935000
3523.96,25.0405,188,16.8727,-547.4478149414062,2267.25,188,940000
3455.73,24.2517,189,12.6952,-342.5066833496094,2773.45,189,945000
2271.11,26.615,190,21.6516,-792.63720703125,1666.29,190,950000
3037.51,26.7652,191,17.3841,-632.7646484375,1747.72,191,955000
3469.19,25.6603,192,15.673,-505.000244140625,2344.45,192,960000
3292.35,26.5522,193,19.2523,-633.2247314453125,1866.18,193,965000
3312.79,24.7779,194,13.6697,-413.89691162109375,2802.7,194,970000
3357.82,26.4465,195,18.6786,-737.7679443359375,2631.81,195,975000
3467.68,25.217,196,14.5268,-498.4830627441406,2818.58,196,980000
3525.57,25.4866,197,16.9404,-629.9522094726562,2335.74,197,985000
2632.57,26.7971,198,17.4532,-861.0488891601562,1626.72,198,990000
2311.74,25.4924,199,14.8857,-680.88330078125,2067.31,199,995000
