Itration,Running Reverse KL,Real Det Return,Running Forward KL,Real Sto Return
243,198.984,2402.78,369.735,3299.76
244,174.7869,1901.7,363.1261,2786.71
245,223.7688,1822.14,386.3544,1862.69
246,188.7872,3105.44,387.7334,2101.85
247,207.153,855.89,387.9474,1121.33
248,199.2442,453.21,397.5017,930.21
249,178.5926,2593.13,374.4998,2548.89
250,180.0249,3179.78,373.5197,3891.24
251,283.3818,1114.84,396.1808,1104.33
252,329.0506,750.24,417.3634,921.39
253,251.6001,608.05,406.5053,933.16
254,210.12,1312.88,393.4566,2631.17
255,196.8936,2577.01,384.7418,3363.13
256,226.4256,1866.62,380.8357,1847.14
257,251.6128,781.01,413.5858,1692.04
258,251.5064,1236.9,416.5458,1918.54
259,207.1786,3124.06,385.7492,3828.71
260,276.6917,1535.83,420.5044,1715.43
261,211.7361,596.83,399.839,2280.16
262,256.774,751.84,427.3219,800.19
263,241.3631,1244.92,416.4259,1504.06
264,249.2818,1154.23,408.6545,1347.84
265,232.5901,868.17,410.4491,1072.1
266,267.3388,999.19,414.4836,886.9
267,268.8604,1298.96,421.0081,1427.02
268,269.1535,650.62,427.9051,664.61
269,329.2829,370.32,449.1265,307.48
270,288.446,1725.42,417.5007,947.86
271,332.5721,1653.26,430.1108,1097.42
272,208.0544,965.88,407.5705,1114.62
273,298.8099,773.58,430.2567,807.89
274,311.5775,362.72,460.7762,422.63
275,296.6506,495.45,440.0006,627.62
276,227.8025,1388.55,396.3651,1771.8
277,282.4505,368.73,452.4919,813.28
278,260.2958,714.92,433.2809,699.68
279,306.4948,459.12,444.2473,500.7
280,335.2804,280.7,494.1498,331.4
281,285.8864,939.19,451.1155,630.69
282,331.2062,612.27,460.5583,612.96
283,318.0645,490.51,482.1111,480.84
284,318.1962,466.67,455.3555,797.71
285,330.1846,350.51,481.8993,258.08
286,373.1335,518.17,483.3363,298.0
287,334.919,514.44,451.2514,630.82
288,340.0232,241.22,491.4978,245.44
289,338.3439,231.43,477.6431,266.15
290,348.7985,167.01,513.0758,154.44
291,359.326,152.65,530.6222,175.57
292,352.0955,236.1,509.5717,211.65
293,413.8604,123.92,585.8337,167.6
294,376.0546,206.64,531.7969,155.45
295,635.7759,85.02,509.2315,126.99
296,508.4043,67.34,684.362,68.54
297,527.9544,66.62,643.2407,67.53
298,516.5234,67.78,673.636,68.45
299,518.4406,70.03,647.8814,85.16
300,505.5082,67.03,618.8225,71.56
301,588.2988,68.19,631.7982,67.78
302,438.4099,66.07,647.9323,68.0
303,516.4,66.47,656.9246,66.77
304,407.8638,69.55,628.18,68.41
305,454.9086,70.0,653.2077,69.68
306,497.3816,69.84,635.5416,69.79
307,444.0916,141.89,532.7557,144.91
308,494.5797,88.35,584.179,98.77
309,470.0846,76.78,569.9511,123.05
310,439.4597,104.57,789.1125,83.06
311,505.5824,82.19,608.6984,121.27
312,506.5524,70.15,663.3376,83.56
313,547.3607,69.17,548.0302,99.17
314,427.1486,87.21,640.2128,109.83
315,389.8381,537.61,452.2072,447.51
316,452.9312,297.34,491.5868,312.13
317,512.9456,327.99,481.7443,371.86
318,369.0914,264.24,458.7178,252.45
319,416.7961,99.74,478.2135,156.46
320,408.8553,236.5,472.466,185.03
321,355.9355,378.86,457.6296,421.69
322,352.6872,293.11,457.1948,279.88
323,382.2486,390.53,474.3585,308.18
324,457.4606,104.53,641.7214,121.35
325,468.5673,142.68,611.1959,157.72
326,438.7609,143.14,597.0719,122.4
327,404.9002,123.11,493.543,158.82
328,426.9962,266.91,486.3006,202.71
