Running Update Time,Real Det Return,Running Reverse KL,Reward Loss,Running Forward KL,Itration,Real Sto Return,Running Env Steps
99,2204.67,15.5877,-3688.42822265625,156.794,99,1807.27,495000
100,2166.06,15.5489,-3730.560302734375,157.0273,100,1804.64,500000
101,2132.56,15.7105,-3796.52587890625,157.2678,101,1785.01,505000
102,2210.13,15.9532,-3810.07080078125,156.9924,102,1842.45,510000
103,2143.75,15.3291,-3878.494873046875,156.7915,103,1761.5,515000
104,2164.31,15.5602,-3923.251953125,156.933,104,1832.38,520000
105,2189.1,15.4932,-3941.701416015625,156.7742,105,1804.41,525000
106,2104.95,15.2871,-4026.197021484375,156.8887,106,1779.01,530000
107,2171.08,15.5468,-4036.064208984375,156.837,107,1806.99,535000
108,2145.88,15.758,-4097.544921875,156.8176,108,1824.44,540000
109,2188.56,15.8951,-4134.7705078125,156.8438,109,1840.59,545000
110,2164.73,15.6652,-4185.13720703125,156.8346,110,1812.36,550000
111,2186.32,15.7937,-4256.2333984375,156.9156,111,1826.74,555000
112,2178.08,15.8262,-4310.60595703125,156.8418,112,1812.33,560000
113,2175.52,15.7081,-4333.71923828125,156.7668,113,1862.52,565000
114,2184.91,15.692,-4395.30908203125,156.6914,114,1850.32,570000
115,2203.31,15.6018,-4443.89697265625,157.0015,115,1837.59,575000
116,2155.89,15.5298,-4479.5732421875,156.717,116,1841.28,580000
117,2181.26,15.3496,-4551.44775390625,156.9555,117,1798.23,585000
118,2184.16,15.5454,-4587.6640625,157.0508,118,1828.52,590000
119,2210.98,15.7501,-4636.5859375,156.9003,119,1825.68,595000
120,2230.73,15.9013,-4652.548828125,156.9261,120,1871.21,600000
121,2186.8,15.4577,-4721.61181640625,157.0008,121,1823.32,605000
122,2160.54,15.6799,-4743.7587890625,156.9883,122,1848.88,610000
123,2220.51,16.0682,-4803.52294921875,156.9529,123,1873.04,615000
124,2186.21,15.614,-4844.88427734375,156.7673,124,1855.9,620000
125,2148.84,15.6253,-4858.28662109375,156.8874,125,1848.85,625000
126,2182.41,15.6352,-4912.03466796875,157.0192,126,1841.9,630000
127,2121.72,15.6757,-4933.7734375,156.8845,127,1865.1,635000
128,2124.17,15.5975,-5036.92919921875,157.115,128,1804.25,640000
129,2212.75,15.582,-4999.0205078125,156.6721,129,1861.68,645000
130,2233.72,16.005,-5065.12109375,156.7858,130,1863.19,650000
131,2250.25,15.7012,-5103.5673828125,156.9181,131,1871.85,655000
132,2178.75,15.5834,-5134.14990234375,156.9308,132,1809.28,660000
133,2174.13,15.5847,-5174.2919921875,156.9134,133,1835.66,665000
134,2227.28,15.8003,-5239.10595703125,156.7367,134,1858.56,670000
135,2237.96,15.5079,-5270.7861328125,156.8787,135,1871.1,675000
136,2186.01,15.2676,-5311.451171875,156.8471,136,1849.7,680000
137,2202.04,15.8006,-5367.47119140625,156.8946,137,1858.67,685000
138,2227.51,15.5992,-5376.701171875,156.7952,138,1883.13,690000
139,2162.02,15.4933,-5437.0576171875,156.9414,139,1855.83,695000
140,2233.06,15.5489,-5507.81298828125,156.9052,140,1872.2,700000
141,2177.74,15.4322,-5499.193359375,156.8665,141,1839.03,705000
142,2202.56,15.3442,-5555.09521484375,156.8708,142,1866.3,710000
143,2160.31,15.5809,-5603.92578125,156.7421,143,1856.44,715000
144,2246.81,15.5111,-5650.373046875,156.8437,144,1881.26,720000
145,2180.0,15.4414,-5692.14892578125,156.8835,145,1837.1,725000
146,2177.03,15.5478,-5696.94677734375,156.8334,146,1872.68,730000
147,2175.25,15.5884,-5745.14013671875,156.6563,147,1841.65,735000
148,2188.54,15.5055,-5826.14599609375,156.756,148,1844.63,740000
149,2228.53,15.4159,-5844.54638671875,156.6291,149,1893.61,745000
150,2199.61,15.3773,-5896.20849609375,156.6707,150,1878.95,750000
151,2200.73,15.7199,-5949.14453125,156.7743,151,1869.5,755000
152,2171.76,15.23,-5985.7958984375,156.8564,152,1841.36,760000
153,2234.4,15.6258,-6027.40185546875,156.6905,153,1886.8,765000
154,2182.44,15.4077,-6045.16015625,156.7211,154,1848.78,770000
155,2236.98,15.4936,-6082.5048828125,156.6796,155,1907.43,775000
156,2193.32,15.4175,-6141.6953125,156.8459,156,1841.66,780000
157,2221.98,15.6569,-6188.02978515625,156.7125,157,1893.18,785000
158,2225.69,15.3659,-6269.50634765625,156.7671,158,1859.75,790000
159,2225.57,15.4216,-6299.22802734375,156.8436,159,1886.05,795000
160,2222.2,15.3306,-6369.791015625,156.928,160,1869.12,800000
161,2165.55,15.1656,-6399.2421875,156.7636,161,1858.98,805000
162,2181.67,15.3247,-6438.18408203125,156.6201,162,1863.28,810000
163,2249.76,15.595,-6471.25341796875,156.7643,163,1908.48,815000
164,2160.7,15.1279,-6486.11376953125,156.6088,164,1850.46,820000
165,2251.95,15.6417,-6551.24951171875,156.7285,165,1882.08,825000
166,2171.85,15.3489,-6624.7822265625,156.8586,166,1871.12,830000
167,2223.72,15.3828,-6631.72265625,156.6844,167,1888.68,835000
168,2208.3,15.5027,-6747.03564453125,156.7524,168,1875.64,840000
169,2201.88,15.3897,-6779.35009765625,156.9529,169,1889.06,845000
170,2215.18,15.473,-6773.59326171875,156.8893,170,1902.09,850000
171,2217.53,15.6127,-6854.97119140625,156.9276,171,1898.34,855000
172,2238.86,15.4911,-6912.701171875,156.8516,172,1898.17,860000
173,2192.4,15.2499,-6936.810546875,156.6685,173,1877.06,865000
174,2189.14,15.4229,-6980.91943359375,156.7672,174,1878.16,870000
175,2217.07,15.3647,-7032.16796875,156.7663,175,1876.74,875000
176,2158.75,15.2332,-7096.68994140625,156.8196,176,1861.49,880000
177,2184.55,15.1629,-7123.5703125,156.8372,177,1866.21,885000
178,2238.92,15.3944,-7178.9892578125,156.7124,178,1929.18,890000
179,2244.52,15.536,-7225.7880859375,156.7521,179,1896.61,895000
180,2246.21,15.5094,-7278.51953125,156.516,180,1908.81,900000
181,2230.73,15.4318,-7332.4130859375,156.7495,181,1897.79,905000
182,2227.12,15.5544,-7396.65576171875,156.922,182,1883.08,910000
183,2152.0,15.1372,-7385.91064453125,156.7296,183,1846.46,915000
184,2232.63,15.6027,-7493.51025390625,156.8515,184,1876.21,920000
185,2231.53,15.2874,-7521.54052734375,156.8478,185,1893.8,925000
186,2253.56,15.694,-7618.31494140625,156.9118,186,1905.13,930000
187,2202.87,15.5638,-7623.2861328125,156.9204,187,1895.99,935000
188,2190.15,15.2906,-7658.85498046875,156.8242,188,1849.61,940000
189,2224.51,15.0819,-7712.81396484375,156.8092,189,1888.72,945000
190,2213.79,15.751,-7827.01806640625,156.9292,190,1875.62,950000
191,2221.13,15.535,-7855.4453125,156.8393,191,1906.42,955000
192,2203.35,15.3024,-7836.3251953125,156.7775,192,1875.73,960000
193,2200.07,15.4813,-7916.3525390625,156.9366,193,1899.48,965000
194,2227.25,15.3724,-7974.626953125,156.8646,194,1923.67,970000
195,2205.36,15.5423,-8000.88232421875,156.7446,195,1883.94,975000
196,2144.74,15.0971,-8027.93017578125,156.6872,196,1849.76,980000
197,2224.47,15.2036,-8077.708984375,156.9329,197,1886.0,985000
198,2214.3,15.3571,-8142.67626953125,156.7932,198,1891.17,990000
199,2242.93,15.4413,-8148.958984375,156.8027,199,1880.0,995000
200,2219.65,15.0739,-8173.26171875,156.5785,200,1895.51,1000000
201,2187.94,15.0508,-8196.14453125,156.5869,201,1879.63,1005000
202,2225.92,15.1655,-8254.5,156.7054,202,1881.03,1010000
203,2206.88,15.2326,-8261.169921875,156.6688,203,1875.0,1015000
204,2236.66,15.3082,-8322.751953125,156.7412,204,1887.43,1020000
205,2234.58,15.4356,-8373.3564453125,156.6854,205,1893.37,1025000
206,2232.1,15.1358,-8387.150390625,156.7215,206,1897.7,1030000
207,2212.52,15.2686,-8415.87890625,156.6756,207,1888.36,1035000
208,2210.14,15.1422,-8434.6767578125,156.7578,208,1888.61,1040000
209,2230.41,15.4253,-8472.7578125,156.8003,209,1896.06,1045000
210,2215.85,15.3596,-8528.751953125,156.5204,210,1890.3,1050000
211,2230.05,15.2934,-8539.6044921875,156.6524,211,1893.32,1055000
212,2235.18,15.2207,-8581.5966796875,156.6594,212,1885.98,1060000
213,2234.13,15.1637,-8607.794921875,156.6937,213,1901.08,1065000
214,2209.89,15.3053,-8661.0380859375,156.8024,214,1894.09,1070000
215,2210.08,15.1137,-8653.9326171875,156.4669,215,1877.9,1075000
216,2235.21,15.2208,-8675.7353515625,156.5142,216,1916.1,1080000
217,2261.46,15.4871,-8733.431640625,156.7267,217,1924.3,1085000
218,2212.97,15.2244,-8753.7138671875,156.7124,218,1894.49,1090000
219,2272.98,15.4781,-8799.548828125,156.7859,219,1922.37,1095000
220,2217.6,15.1167,-8812.873046875,156.7252,220,1897.0,1100000
221,2243.52,15.223,-8838.69140625,156.7349,221,1905.8,1105000
222,2235.03,15.4416,-8878.3359375,156.7736,222,1908.89,1110000
223,2246.99,15.2197,-8895.478515625,156.5526,223,1924.38,1115000
224,2233.42,15.2349,-8892.708984375,156.5918,224,1896.57,1120000
225,2268.61,15.3465,-8938.654296875,156.7278,225,1921.28,1125000
226,2250.16,15.2754,-8997.4931640625,156.7551,226,1920.53,1130000
227,2256.3,15.3724,-9020.314453125,156.7197,227,1913.75,1135000
228,2237.68,15.257,-9037.4853515625,156.7465,228,1914.45,1140000
229,2237.68,15.2198,-9052.9375,156.6176,229,1894.23,1145000
230,2227.47,15.3069,-9081.9951171875,156.7478,230,1905.24,1150000
231,2261.07,15.2982,-9115.947265625,156.7911,231,1914.37,1155000
232,2245.49,15.1578,-9153.2177734375,156.6159,232,1900.94,1160000
233,2249.92,15.2279,-9176.0009765625,156.4462,233,1922.18,1165000
234,2257.27,15.2903,-9197.5224609375,156.6944,234,1924.83,1170000
235,2245.16,15.2616,-9241.0966796875,156.801,235,1893.7,1175000
236,2252.56,15.1873,-9274.9345703125,156.625,236,1894.4,1180000
237,2226.28,15.3229,-9248.7587890625,156.6093,237,1911.7,1185000
238,2235.57,15.1306,-9316.8515625,156.7075,238,1925.09,1190000
239,2227.56,15.1384,-9331.958984375,156.7057,239,1897.54,1195000
240,2268.03,15.2903,-9355.5107421875,156.8035,240,1903.24,1200000
241,2241.73,15.1266,-9369.2158203125,156.582,241,1907.3,1205000
242,2229.79,15.238,-9417.1279296875,156.6852,242,1882.45,1210000
243,2247.16,15.1503,-9403.9921875,156.674,243,1908.25,1215000
244,2258.51,15.2225,-9442.048828125,156.57,244,1920.39,1220000
245,2233.16,15.2266,-9452.3486328125,156.6076,245,1900.93,1225000
246,2227.24,15.1224,-9517.49609375,156.822,246,1893.95,1230000
247,2221.53,15.079,-9539.2900390625,156.7573,247,1903.59,1235000
248,2247.58,15.1799,-9541.685546875,156.7327,248,1912.93,1240000
249,2251.76,15.2703,-9567.3984375,156.7345,249,1924.94,1245000
250,2273.57,15.2902,-9580.689453125,156.7017,250,1912.7,1250000
251,2226.06,15.0588,-9614.9873046875,156.6976,251,1890.38,1255000
252,2250.98,15.2701,-9646.6826171875,156.5478,252,1916.17,1260000
253,2283.4,15.2024,-9674.20703125,156.7241,253,1912.27,1265000
254,2232.54,15.0694,-9699.72265625,156.7299,254,1898.22,1270000
255,2235.71,14.9878,-9679.390625,156.5465,255,1904.72,1275000
256,2258.31,15.1002,-9738.4912109375,156.5519,256,1904.18,1280000
257,2263.65,15.1051,-9777.7578125,156.6091,257,1901.04,1285000
258,2269.83,15.1736,-9807.0126953125,156.7761,258,1894.77,1290000
259,2211.57,15.0014,-9846.5361328125,156.8098,259,1842.67,1295000
260,2222.83,14.8371,-9869.0361328125,156.5947,260,1861.27,1300000
261,2225.73,14.9175,-9887.375,156.5491,261,1880.85,1305000
262,2236.07,14.994,-9907.1455078125,156.4951,262,1861.8,1310000
263,2248.91,15.0892,-9918.134765625,156.6395,263,1890.75,1315000
264,2235.12,14.9202,-9948.017578125,156.5849,264,1879.04,1320000
265,2243.97,15.0092,-9977.8916015625,156.6807,265,1857.23,1325000
266,2229.63,15.0314,-9989.232421875,156.6386,266,1858.95,1330000
267,2217.25,14.9457,-10001.08984375,156.6199,267,1884.16,1335000
268,2208.29,15.0493,-10015.3447265625,156.655,268,1867.59,1340000
269,2230.38,14.847,-10049.208984375,156.555,269,1879.08,1345000
270,2225.03,14.935,-10066.39453125,156.6591,270,1881.49,1350000
271,2222.31,14.8795,-10082.1015625,156.5021,271,1872.23,1355000
272,2229.16,14.9932,-10104.197265625,156.7437,272,1860.1,1360000
273,2222.92,14.8976,-10109.984375,156.7265,273,1865.64,1365000
274,2189.83,14.8651,-10146.93359375,156.5978,274,1861.07,1370000
275,2238.54,15.0888,-10175.287109375,156.6052,275,1885.01,1375000
276,2247.52,14.9877,-10241.62890625,156.5572,276,1882.77,1380000
277,2249.4,15.0303,-10232.9560546875,156.7147,277,1881.6,1385000
278,2221.37,14.8422,-10221.8984375,156.6129,278,1861.14,1390000
279,2184.22,14.9021,-10223.4873046875,156.6035,279,1872.31,1395000
280,2188.86,14.8147,-10264.712890625,156.6574,280,1878.12,1400000
281,2226.57,14.9149,-10289.125,156.654,281,1851.62,1405000
282,2226.37,14.8969,-10297.3447265625,156.7107,282,1869.38,1410000
283,2242.64,14.8989,-10339.7255859375,156.6532,283,1867.64,1415000
284,2239.83,14.8258,-10382.796875,156.6254,284,1874.22,1420000
285,2220.53,14.8918,-10379.5322265625,156.5053,285,1873.5,1425000
286,2173.96,14.7248,-10400.376953125,156.649,286,1851.18,1430000
287,2247.08,14.807,-10422.279296875,156.6534,287,1873.75,1435000
288,2205.06,14.7816,-10461.185546875,156.408,288,1829.14,1440000
289,2208.81,14.8341,-10466.9208984375,156.5244,289,1859.52,1445000
290,2210.07,14.817,-10517.39453125,156.4872,290,1863.1,1450000
291,2208.55,14.851,-10521.4697265625,156.5697,291,1844.79,1455000
292,2219.2,14.7807,-10502.4404296875,156.5851,292,1888.34,1460000
293,2223.92,15.0359,-10573.181640625,156.5685,293,1866.62,1465000
294,2243.67,14.9544,-10603.4033203125,156.6135,294,1900.77,1470000
295,2245.06,14.856,-10596.34375,156.5124,295,1882.45,1475000
296,2251.71,14.9942,-10609.0703125,156.556,296,1871.94,1480000
297,2263.73,15.0607,-10661.03515625,156.6236,297,1904.14,1485000
298,-118.27,15.3141,-9864.92578125,159.2094,298,-101.78,1490000
299,1551.76,14.6543,-10658.3193359375,156.563,299,1586.39,1495000
300,2123.42,15.1289,-10691.9892578125,156.6842,300,1810.58,1500000
301,1605.76,14.6531,-10667.4873046875,156.6861,301,1727.7,1505000
302,607.85,15.0446,-10695.84765625,156.5833,302,1816.68,1510000
303,-248.63,13.3752,-10200.822265625,157.2352,303,108.05,1515000
304,920.35,15.1128,-10280.1708984375,157.4063,304,375.65,1520000
305,2254.82,15.1593,-10793.775390625,156.6413,305,1867.68,1525000
306,2159.66,14.6122,-10792.794921875,156.5038,306,1798.64,1530000
307,1903.8,14.5194,-10787.8408203125,156.3671,307,1539.93,1535000
308,462.97,15.6223,-10770.3515625,156.7527,308,1110.67,1540000
309,1777.78,14.4104,-10798.005859375,156.4127,309,1475.99,1545000
310,-163.59,17.8648,-10092.6201171875,159.5833,310,-173.0,1550000
311,-338.23,18.4373,-10022.8603515625,159.3866,311,-118.39,1555000
312,-319.15,20.7342,-10112.4580078125,159.5786,312,-186.42,1560000
313,-47.86,14.4568,-10027.736328125,159.1997,313,-121.95,1565000
314,1484.65,14.9697,-10975.2783203125,156.6847,314,1765.72,1570000
315,2143.44,15.0186,-11024.7021484375,156.5096,315,1782.14,1575000
316,-374.27,18.6097,-10281.6728515625,159.5236,316,-256.0,1580000
317,-394.65,20.5859,-9893.4453125,159.9268,317,-265.11,1585000
318,-197.08,17.2144,-10065.359375,159.7232,318,-331.76,1590000
319,-17.12,13.6689,-10481.7119140625,157.1856,319,209.04,1595000
320,-101.54,14.7158,-10536.125,157.1517,320,-208.98,1600000
321,654.82,14.6675,-11162.2529296875,156.6948,321,1657.01,1605000
322,2107.53,14.8073,-11107.2373046875,156.6165,322,1684.51,1610000
323,179.41,13.505,-10889.3603515625,156.5914,323,450.72,1615000
324,1456.58,14.3297,-11089.26953125,156.5221,324,1600.81,1620000
325,-356.43,23.2382,-10085.5078125,160.565,325,-282.52,1625000
326,1886.92,14.1815,-11079.6826171875,156.5386,326,1475.95,1630000
327,-126.1,16.8141,-10442.0361328125,159.6848,327,-77.04,1635000
328,-120.61,16.9326,-10519.3369140625,159.501,328,4.46,1640000
329,-272.16,20.9043,-10522.78125,157.6088,329,192.73,1645000
330,-409.83,14.8598,-10473.19921875,159.1886,330,77.25,1650000
331,2135.55,14.4288,-11280.421875,156.5972,331,1741.14,1655000
332,1139.33,14.8375,-11235.3916015625,156.5058,332,1502.59,1660000
333,1805.87,14.5794,-11357.767578125,156.6426,333,1512.83,1665000
334,1007.21,14.6709,-11348.37109375,156.6037,334,1366.66,1670000
335,1740.77,14.0821,-11252.8173828125,156.5242,335,1446.7,1675000
336,1807.1,14.9409,-11282.9345703125,156.5034,336,1739.51,1680000
337,2048.27,14.878,-11332.671875,156.6506,337,1687.25,1685000
338,1968.63,14.8518,-11359.283203125,156.5772,338,1653.44,1690000
339,2142.33,14.6758,-11373.71875,156.4015,339,1745.17,1695000
340,2159.08,14.9053,-11305.8125,156.4888,340,1776.85,1700000
341,2170.2,14.7817,-11380.615234375,156.7498,341,1761.07,1705000
342,2191.56,14.8512,-11412.4716796875,156.6153,342,1768.42,1710000
343,2182.58,14.6909,-11381.673828125,156.59,343,1780.15,1715000
344,2193.94,14.8058,-11413.52734375,156.4631,344,1787.47,1720000
345,1992.35,14.7091,-11538.498046875,156.6191,345,1559.46,1725000
346,2010.55,14.4374,-11490.9462890625,156.7759,346,1589.05,1730000
347,1664.04,15.6976,-12022.0390625,156.7849,347,1438.37,1735000
348,2094.89,14.499,-11536.8388671875,156.6242,348,1717.49,1740000
349,2141.94,14.5987,-11539.841796875,156.5578,349,1786.2,1745000
350,477.44,18.319,-12083.95703125,157.9345,350,459.55,1750000
351,597.88,15.7516,-12164.060546875,157.9945,351,604.49,1755000
352,438.24,14.6468,-12311.0322265625,158.1761,352,375.91,1760000
353,1467.9,14.3772,-12147.1357421875,157.3298,353,1031.5,1765000
354,1917.69,14.8851,-11791.8505859375,156.6683,354,1460.72,1770000
355,1573.59,14.7737,-11953.79296875,156.7184,355,1245.7,1775000
356,1813.38,17.2368,-11770.10546875,156.7225,356,1413.12,1780000
357,668.97,16.6209,-12075.990234375,157.1731,357,544.63,1785000
358,1439.38,13.8317,-11878.8515625,156.8212,358,1065.1,1790000
359,2125.08,15.9485,-11952.7373046875,156.8471,359,1730.18,1795000
360,1192.8,16.3178,-11957.8681640625,157.3345,360,1065.72,1800000
361,1628.71,14.9364,-11893.5078125,157.3889,361,1217.96,1805000
362,1419.06,14.0278,-11985.849609375,157.3063,362,946.47,1810000
363,1648.15,15.4151,-12075.4384765625,156.7499,363,1537.13,1815000
364,1892.1,14.9858,-11999.4375,156.6948,364,1461.64,1820000
365,1654.19,14.9626,-12028.13671875,156.4407,365,1297.69,1825000
366,2140.91,16.0621,-11977.9970703125,156.8675,366,1786.07,1830000
367,2165.01,15.4516,-11963.21875,156.5412,367,1784.52,1835000
368,1581.7,15.154,-11814.3583984375,156.6529,368,1431.38,1840000
369,2141.45,17.499,-12070.6083984375,156.8986,369,1174.05,1845000
370,2064.86,15.1371,-12012.037109375,156.7923,370,1657.16,1850000
371,1270.02,14.9896,-12290.0732421875,157.3366,371,859.92,1855000
372,407.92,14.6952,-11948.2119140625,157.618,372,660.53,1860000
373,1060.13,15.3362,-12234.9052734375,157.4268,373,1057.77,1865000
374,570.29,14.975,-12262.2236328125,158.144,374,482.28,1870000
375,434.64,14.6766,-12507.728515625,158.3038,375,245.43,1875000
376,446.04,18.3299,-12494.1630859375,158.3505,376,421.19,1880000
377,222.92,16.699,-12391.1611328125,158.6698,377,133.35,1885000
378,-81.84,14.8265,-12322.095703125,158.8477,378,-75.87,1890000
379,973.27,14.1938,-12285.302734375,157.6579,379,904.04,1895000
380,-148.28,13.3955,-12660.19140625,158.2586,380,-115.97,1900000
381,1891.1,15.3917,-12404.4912109375,156.8156,381,1503.37,1905000
382,446.35,13.5976,-13119.4677734375,157.6277,382,304.83,1910000
383,1894.48,15.5499,-12405.544921875,156.5476,383,1603.27,1915000
384,421.06,13.6275,-12994.2060546875,157.3609,384,420.98,1920000
385,1134.23,14.6876,-12179.6259765625,156.8772,385,1494.49,1925000
386,269.51,15.6681,-13194.3134765625,157.9971,386,268.1,1930000
387,390.31,17.9127,-13393.0673828125,158.6864,387,393.29,1935000
