Real Sto Return,Running Reverse KL,Real Det Return,Running Forward KL,Running Env Steps,Reward Loss,Itration,Running Update Time
9273.83,16.9968,9224.42,142.2437,1915000,-7687.287109375,383,383
11584.43,18.5286,12325.77,142.1765,1920000,-7859.73779296875,384,384
11301.81,17.4605,12332.9,141.8595,1925000,-7672.66064453125,385,385
11630.63,18.4225,12256.68,142.4769,1930000,-8176.97607421875,386,386
8990.0,14.4429,11869.96,143.6297,1935000,-7425.044921875,387,387
11199.49,18.0864,11542.04,142.6127,1940000,-8036.177734375,388,388
11685.13,17.7515,12302.67,142.0524,1945000,-7965.22021484375,389,389
10810.48,17.3302,11895.45,142.4546,1950000,-8027.56884765625,390,390
11325.64,17.3702,11835.4,142.1291,1955000,-7977.52294921875,391,391
11348.43,19.1441,12132.08,142.3745,1960000,-8045.66552734375,392,392
11480.95,17.5518,12229.75,142.4503,1965000,-7866.6181640625,393,393
11123.12,16.0339,12015.33,141.3078,1970000,-7875.4736328125,394,394
10375.02,16.1777,12223.77,141.9047,1975000,-7639.82470703125,395,395
10799.11,19.3191,12440.84,142.6514,1980000,-8200.9072265625,396,396
9803.66,15.514,10808.45,142.2518,1985000,-7633.48291015625,397,397
11118.34,19.625,12296.74,143.1855,1990000,-8353.1552734375,398,398
11344.64,18.9454,12218.22,142.2544,1995000,-8233.73828125,399,399
11582.63,18.1354,11949.97,142.9769,2000000,-8159.23583984375,400,400
11211.08,18.0829,12110.99,142.347,2005000,-8130.15087890625,401,401
11395.42,18.612,12429.17,143.1708,2010000,-8181.90380859375,402,402
11310.07,18.6,12353.85,141.7258,2015000,-8140.55712890625,403,403
11243.58,18.0705,12340.4,141.711,2020000,-8214.6455078125,404,404
11238.72,19.27,12382.47,142.1626,2025000,-8398.982421875,405,405
11182.41,18.5419,11681.79,141.8455,2030000,-8482.7978515625,406,406
11912.8,18.6929,12453.34,142.4909,2035000,-8660.8154296875,407,407
11899.23,19.5146,12395.27,142.6962,2040000,-8503.2568359375,408,408
11948.61,19.2773,12503.89,141.9542,2045000,-8401.5849609375,409,409
10775.83,17.2545,11659.18,141.7921,2050000,-8458.1025390625,410,410
11876.43,18.4278,12470.32,142.229,2055000,-8597.8203125,411,411
10973.38,16.8302,12519.99,142.7299,2060000,-8263.205078125,412,412
11560.63,19.1388,12432.76,141.4614,2065000,-8475.783203125,413,413
11405.52,19.1071,12392.87,142.5206,2070000,-8505.2822265625,414,414
11128.6,18.6695,12332.17,142.6887,2075000,-8384.9453125,415,415
11570.01,18.8724,12546.64,142.6769,2080000,-8592.130859375,416,416
11610.11,19.0458,12605.26,142.0771,2085000,-8666.943359375,417,417
11525.98,18.5035,12438.5,141.5693,2090000,-8476.2119140625,418,418
11495.27,19.5636,12348.6,142.5581,2095000,-8435.9326171875,419,419
11912.1,19.2856,12216.93,143.4849,2100000,-8580.892578125,420,420
11545.54,18.5561,12210.09,143.1632,2105000,-8772.9697265625,421,421
10732.61,17.1698,11990.21,141.4985,2110000,-8271.2255859375,422,422
11962.58,18.491,12389.4,141.292,2115000,-8544.8154296875,423,423
11995.11,18.976,12438.17,143.5243,2120000,-8684.486328125,424,424
11746.47,18.8837,12174.24,143.2947,2125000,-8934.224609375,425,425
11940.12,19.6632,12464.76,142.2698,2130000,-8681.30078125,426,426
11603.42,20.6582,12417.13,143.2013,2135000,-9034.3056640625,427,427
10836.63,19.3279,11863.81,142.0209,2140000,-8815.1298828125,428,428
11218.23,18.5471,12185.9,143.5285,2145000,-8831.9853515625,429,429
11866.31,20.2363,12233.09,142.9128,2150000,-9036.259765625,430,430
11734.18,17.592,11942.49,142.7722,2155000,-8626.6904296875,431,431
10515.03,18.9285,12468.0,143.1362,2160000,-8783.3076171875,432,432
11900.68,19.0377,11801.18,143.5409,2165000,-8941.447265625,433,433
11935.93,19.8168,12371.78,143.3739,2170000,-9161.400390625,434,434
11951.88,19.962,12576.32,142.7472,2175000,-9001.2451171875,435,435
12029.59,20.1596,12467.95,142.4431,2180000,-9141.068359375,436,436
8287.13,17.1722,11914.55,143.534,2185000,-8571.390625,437,437
11646.5,19.1618,12407.59,143.5789,2190000,-9231.748046875,438,438
10969.32,18.4018,12531.81,142.4687,2195000,-8821.689453125,439,439
10768.08,18.871,11985.78,142.9182,2200000,-9251.548828125,440,440
9321.89,16.1227,9856.59,143.4979,2205000,-8721.212890625,441,441
11860.56,19.2302,12378.58,142.81,2210000,-9270.4921875,442,442
11996.08,19.6316,12465.51,143.1149,2215000,-9216.4130859375,443,443
9760.67,18.4816,11984.91,143.5874,2220000,-9105.3115234375,444,444
11030.52,18.1581,12149.14,142.5688,2225000,-8937.658203125,445,445
11213.93,18.7463,12023.9,143.1382,2230000,-9113.6767578125,446,446
11811.58,19.5696,12338.58,143.1763,2235000,-9245.4091796875,447,447
11717.43,18.9336,12508.21,143.632,2240000,-9059.646484375,448,448
11683.59,19.1904,12413.32,142.8075,2245000,-9273.017578125,449,449
12013.75,19.7136,12662.59,141.9886,2250000,-9363.5029296875,450,450
11962.23,19.1062,12362.18,143.7915,2255000,-9239.6396484375,451,451
9882.12,17.0523,10112.42,143.657,2260000,-9087.5537109375,452,452
11787.19,17.8542,12363.25,142.8328,2265000,-9000.2216796875,453,453
11652.72,18.6755,12360.37,143.4349,2270000,-9282.2216796875,454,454
12145.31,20.0515,12582.28,142.325,2275000,-9419.6474609375,455,455
11699.05,19.044,12237.48,143.2697,2280000,-9591.6796875,456,456
12019.66,17.9278,12470.82,143.0162,2285000,-9144.130859375,457,457
12134.16,19.7697,12704.46,142.5659,2290000,-9168.66015625,458,458
11939.41,19.2308,12386.66,142.663,2295000,-9421.365234375,459,459
10945.26,18.3688,12158.05,142.524,2300000,-9356.396484375,460,460
12117.38,19.097,12382.73,143.2216,2305000,-9544.1923828125,461,461
11955.86,18.9931,12263.26,143.0181,2310000,-9449.203125,462,462
11519.72,19.637,12422.7,142.8796,2315000,-9343.8310546875,463,463
12176.22,20.6356,12640.94,143.3855,2320000,-9849.7431640625,464,464
11907.67,18.8057,12498.63,143.0491,2325000,-9442.599609375,465,465
11996.57,20.1512,12608.51,143.4388,2330000,-9784.181640625,466,466
12140.34,20.3604,12626.1,142.4949,2335000,-9530.302734375,467,467
12089.19,19.3903,12601.63,142.8759,2340000,-9561.615234375,468,468
11398.39,19.9281,12580.26,143.0917,2345000,-9728.5390625,469,469
10666.61,19.0215,12463.85,142.1507,2350000,-9404.6748046875,470,470
12018.65,19.9801,12549.0,142.6669,2355000,-9637.7294921875,471,471
11756.47,17.5987,12426.72,142.6502,2360000,-9305.359375,472,472
11771.25,18.2948,12471.35,143.2854,2365000,-9544.642578125,473,473
12051.55,20.4235,12548.96,143.966,2370000,-9784.2001953125,474,474
11988.83,19.6618,12351.34,142.1256,2375000,-9760.810546875,475,475
11493.39,19.8138,12511.11,143.4757,2380000,-9946.3349609375,476,476
11909.77,19.9842,12393.82,143.0452,2385000,-9871.1328125,477,477
12054.38,19.7301,12559.64,143.1102,2390000,-9786.275390625,478,478
11586.59,18.1781,11654.14,142.6404,2395000,-9468.7373046875,479,479
12022.52,19.3082,12579.01,143.578,2400000,-9736.0595703125,480,480
12143.83,20.8722,12617.24,142.8905,2405000,-9769.0556640625,481,481
12060.89,20.3032,12694.43,143.394,2410000,-9772.1669921875,482,482
12059.63,20.9603,12528.6,143.0767,2415000,-9992.0537109375,483,483
11908.63,20.6694,12676.64,142.5983,2420000,-9867.2236328125,484,484
12035.96,19.8022,12546.72,143.668,2425000,-9782.5400390625,485,485
11846.84,19.808,12067.14,143.2315,2430000,-9589.287109375,486,486
11922.28,20.1087,12270.39,142.4547,2435000,-9877.6259765625,487,487
12145.54,19.6572,12546.76,142.22,2440000,-9842.1240234375,488,488
11985.77,19.7823,12424.28,142.9332,2445000,-9812.349609375,489,489
12135.42,20.1132,12613.3,142.2755,2450000,-9760.751953125,490,490
12294.55,19.8741,12776.32,142.5311,2455000,-9928.126953125,491,491
11985.91,20.2571,12441.13,142.8064,2460000,-9869.1787109375,492,492
11975.12,20.1038,12210.98,142.846,2465000,-10161.3349609375,493,493
12174.64,19.724,12268.68,142.0004,2470000,-9914.8447265625,494,494
12006.99,19.8273,12405.92,142.1262,2475000,-9911.69921875,495,495
12184.84,19.8586,12536.49,142.2534,2480000,-10209.6328125,496,496
12032.9,21.0906,12431.86,143.571,2485000,-10314.8134765625,497,497
11386.81,20.3998,12152.69,143.4204,2490000,-10256.1884765625,498,498
11626.07,18.2396,12594.8,143.4546,2495000,-9946.1083984375,499,499
11839.08,20.9069,12536.92,143.706,2500000,-10215.279296875,500,500
11288.03,19.8776,12649.35,143.0519,2505000,-10328.619140625,501,501
11454.79,17.5787,12090.78,142.944,2510000,-9609.0703125,502,502
11862.91,18.1524,12568.16,143.6874,2515000,-9877.8525390625,503,503
12050.51,19.9996,12627.22,142.6393,2520000,-10297.9560546875,504,504
12069.29,21.0894,12197.63,143.6778,2525000,-10452.2060546875,505,505
12162.27,20.4545,12593.86,142.52,2530000,-10324.2119140625,506,506
11581.29,19.1395,11563.02,143.1825,2535000,-10123.0986328125,507,507
11851.02,20.3693,12219.52,143.6085,2540000,-10512.8359375,508,508
11617.21,20.5031,12642.3,142.3071,2545000,-10399.1376953125,509,509
12210.21,20.9042,12459.62,142.7558,2550000,-10428.6328125,510,510
11909.38,19.3744,12485.16,143.1364,2555000,-10191.931640625,511,511
12140.87,18.6241,12609.3,142.3761,2560000,-10033.18359375,512,512
12136.46,19.3635,12666.55,141.9403,2565000,-10135.3359375,513,513
11885.37,19.9933,12590.96,143.2101,2570000,-10258.5791015625,514,514
12129.22,20.6656,12544.43,143.4334,2575000,-10522.955078125,515,515
12146.73,19.9602,12765.89,142.9281,2580000,-10433.46875,516,516
11788.76,20.7521,12740.76,143.3016,2585000,-10673.26953125,517,517
12063.37,20.5008,12478.12,143.3379,2590000,-10307.0849609375,518,518
12094.16,20.4581,12692.37,143.3795,2595000,-10408.7451171875,519,519
10130.61,18.488,9135.59,144.3591,2600000,-10058.2744140625,520,520
12060.67,20.458,12678.1,142.5638,2605000,-10532.1728515625,521,521
11959.91,20.2931,12732.91,143.285,2610000,-10478.7978515625,522,522
12253.93,19.9006,12875.71,141.4997,2615000,-10409.349609375,523,523
12185.39,19.4808,12626.59,142.0893,2620000,-10084.244140625,524,524
12218.77,20.0661,12821.57,141.9894,2625000,-10270.1298828125,525,525
12028.18,19.4273,12432.27,142.0424,2630000,-10172.9697265625,526,526
12144.8,19.7528,12556.12,143.6866,2635000,-10190.7822265625,527,527
12000.15,18.8687,12701.13,141.7644,2640000,-10295.4208984375,528,528
12203.31,19.2859,12874.84,142.7125,2645000,-10404.0146484375,529,529
12165.94,20.4952,12566.64,143.3998,2650000,-10689.5869140625,530,530
12055.71,20.0583,12513.51,142.4451,2655000,-10428.1865234375,531,531
11801.15,19.1848,12449.26,142.1015,2660000,-10218.3662109375,532,532
11949.19,19.6618,12426.47,142.2094,2665000,-10412.6376953125,533,533
11702.24,19.4808,12678.33,142.7744,2670000,-10591.1142578125,534,534
12006.69,18.6944,12332.77,142.2406,2675000,-10223.8369140625,535,535
11643.48,19.5926,12669.45,143.4673,2680000,-10477.3251953125,536,536
12001.39,19.4805,12517.05,141.5162,2685000,-10378.197265625,537,537
11815.57,19.5122,12467.36,141.4909,2690000,-10462.482421875,538,538
12161.82,19.42,12484.96,141.927,2695000,-10409.4521484375,539,539
12171.36,19.4451,12667.32,141.4646,2700000,-10433.609375,540,540
12032.18,19.4658,12472.12,142.2395,2705000,-10324.29296875,541,541
11948.74,19.355,12745.7,142.5566,2710000,-10427.5869140625,542,542
11985.06,19.481,12458.01,142.1329,2715000,-10448.8330078125,543,543
12176.03,20.6316,12558.97,143.6866,2720000,-10793.818359375,544,544
12158.41,20.4515,12287.78,142.8624,2725000,-10842.6953125,545,545
11427.19,18.8775,12187.54,142.7782,2730000,-10635.271484375,546,546
12049.33,19.653,12429.94,142.2795,2735000,-10746.5078125,547,547
12046.08,20.5478,12380.06,142.562,2740000,-10788.2509765625,548,548
11686.53,18.045,12417.85,142.4295,2745000,-10338.1845703125,549,549
12055.66,20.0707,12470.03,142.7424,2750000,-10758.9912109375,550,550
11965.1,20.5446,12574.72,142.5557,2755000,-10724.5478515625,551,551
12247.3,19.2837,12658.76,142.0366,2760000,-10546.87109375,552,552
12023.97,20.0922,12450.86,142.3496,2765000,-10688.38671875,553,553
11982.49,19.1028,12637.67,142.726,2770000,-10538.1201171875,554,554
12246.71,19.6059,12807.74,142.8207,2775000,-10679.12890625,555,555
11950.53,18.3106,12620.19,142.8471,2780000,-10436.349609375,556,556
12144.73,20.2447,12559.08,142.9903,2785000,-10842.7509765625,557,557
12096.55,19.2698,12639.87,142.0931,2790000,-10342.626953125,558,558
11674.98,19.6945,12823.52,142.4809,2795000,-10550.3427734375,559,559
11875.97,19.5505,12305.84,143.2646,2800000,-10231.05859375,560,560
12215.01,19.2324,12647.99,140.5867,2805000,-10258.14453125,561,561
12369.13,19.0938,12787.11,142.6459,2810000,-10516.6259765625,562,562
11470.63,18.3741,12566.95,142.6398,2815000,-10540.0966796875,563,563
11837.21,18.9028,12861.96,142.8602,2820000,-10707.9697265625,564,564
12254.18,20.4332,12126.55,143.3913,2825000,-10827.1142578125,565,565
12193.44,19.3556,12734.89,141.95,2830000,-10688.4228515625,566,566
12228.9,19.4675,12716.63,143.2577,2835000,-10753.353515625,567,567
12271.5,19.497,12719.76,142.6139,2840000,-10973.3681640625,568,568
12125.07,19.8494,12801.29,142.9493,2845000,-10995.9580078125,569,569
12151.5,18.8678,12589.75,141.4879,2850000,-10678.6953125,570,570
11536.61,19.9687,12806.88,142.2385,2855000,-10871.9150390625,571,571
12283.42,19.7233,12907.82,141.9433,2860000,-10664.7724609375,572,572
11708.47,18.5671,12808.23,141.6555,2865000,-10621.0146484375,573,573
11180.28,18.5881,12418.94,141.5582,2870000,-10476.890625,574,574
12289.01,19.7613,12764.85,141.9676,2875000,-10660.236328125,575,575
10922.79,17.267,12418.1,141.8598,2880000,-10348.3271484375,576,576
11888.88,19.2605,12644.64,142.6862,2885000,-10691.7197265625,577,577
11967.18,19.4164,12529.32,142.6113,2890000,-10630.697265625,578,578
11782.27,19.3544,12692.78,142.3099,2895000,-10805.4345703125,579,579
12127.69,19.2219,12620.55,141.3239,2900000,-10682.2919921875,580,580
12063.54,19.8389,12443.05,141.6544,2905000,-10590.82421875,581,581
12323.69,19.743,12803.75,142.3156,2910000,-10748.1572265625,582,582
12035.09,18.7543,12378.69,142.064,2915000,-10599.5576171875,583,583
12362.84,19.4334,12758.88,141.9449,2920000,-10651.056640625,584,584
11836.86,18.712,12199.35,142.7557,2925000,-10501.2509765625,585,585
11255.97,18.1508,11395.08,142.2589,2930000,-10446.119140625,586,586
12200.07,19.1015,12744.72,141.4857,2935000,-10406.1708984375,587,587
11658.22,18.9155,12334.97,141.7008,2940000,-10598.3681640625,588,588
12244.27,18.9338,12806.68,141.7758,2945000,-10377.6396484375,589,589
12291.51,19.2439,12769.04,141.1283,2950000,-10495.1494140625,590,590
12270.3,20.1709,12765.27,141.6148,2955000,-10616.0263671875,591,591
12048.46,19.0067,12323.3,141.9425,2960000,-10561.8662109375,592,592
11975.61,18.9891,12372.71,140.9213,2965000,-10495.3876953125,593,593
11562.3,18.2059,11829.73,140.8704,2970000,-10084.6962890625,594,594
11927.66,19.1154,12578.96,141.6908,2975000,-10723.0068359375,595,595
12061.72,20.0942,12566.94,140.3937,2980000,-9960.6416015625,596,596
12354.07,19.8662,12879.94,141.9275,2985000,-10516.4423828125,597,597
11907.9,18.6413,12517.62,140.6611,2990000,-10147.390625,598,598
12048.17,19.6507,12663.04,141.0411,2995000,-10471.013671875,599,599
