Real Sto Return,Real Det Return,Running Forward KL,Itration,Running Reverse KL
4284.74,4055.97,44.6801,143,20.1863
4234.31,4176.74,45.4136,144,20.5649
4311.89,4315.1,44.5068,145,19.4679
4373.37,4442.44,44.4926,146,18.9481
4400.18,4501.41,44.7984,147,20.797
4365.18,4500.88,44.2647,148,19.4322
4405.48,4439.42,44.8443,149,19.6674
4041.21,4400.4,44.6834,150,18.0066
4413.41,4539.48,44.5532,151,19.8714
4387.08,4506.05,45.0115,152,19.5223
4189.1,4235.46,44.6011,153,20.2555
4142.64,4010.35,44.6682,154,18.7652
4212.41,4512.73,44.4273,155,19.9987
4278.47,4429.86,44.6139,156,20.9772
3990.5,4319.14,44.1535,157,18.7033
4304.53,4353.82,44.6537,158,20.8538
4159.67,4422.91,44.7512,159,19.4996
4256.21,4445.0,45.0678,160,20.1582
4279.36,4410.5,45.03,161,20.6014
4166.03,4152.58,44.6453,162,18.804
4202.07,4348.91,44.3534,163,19.5454
4208.71,4352.26,44.1976,164,19.3497
4349.45,4322.92,44.8905,165,19.7414
4155.21,4487.06,44.5026,166,18.437
4228.6,4470.56,44.4601,167,19.6563
4073.1,4312.16,44.3098,168,18.2728
4026.78,4503.98,45.1802,169,19.58
4232.49,4334.87,44.4475,170,18.4347
4410.18,4530.9,44.6631,171,19.6426
4376.71,4418.87,44.627,172,21.3819
4296.19,4478.24,45.0834,173,20.4926
4330.53,4419.47,45.2728,174,19.5059
4448.66,4600.7,44.6031,175,20.5968
4431.45,4510.51,44.6435,176,20.3267
4429.35,4637.81,44.3598,177,18.3489
4470.45,4623.52,44.3516,178,19.9969
2817.42,4502.68,44.5761,179,19.8132
4447.39,4571.68,44.2552,180,18.692
4482.86,4625.67,44.4773,181,20.7052
4367.02,4487.45,45.1662,182,19.155
4349.03,4455.72,44.7485,183,19.4172
4560.92,4560.67,45.0256,184,21.9553
4507.9,4616.65,44.6735,185,20.8863
4446.24,4504.82,45.2615,186,21.0303
4297.12,4594.55,44.4098,187,18.3166
4498.61,4508.96,44.6763,188,21.8261
4321.44,4519.08,44.4287,189,19.5625
4441.31,4476.35,44.2003,190,20.3463
4450.24,4620.22,44.6205,191,19.5007
4496.49,4534.06,43.8984,192,20.054
4470.35,4607.76,44.0957,193,20.2144
4450.86,4506.48,44.5056,194,19.0328
2799.86,2998.34,45.6002,195,19.011
4348.49,4666.96,44.4624,196,20.1404
4415.83,4502.4,45.4912,197,21.5662
4329.48,4483.69,44.8112,198,20.5468
4481.86,4591.75,44.9215,199,21.1024
4435.92,4569.29,43.9724,200,19.0723
4330.3,4516.29,44.529,201,20.6286
4443.17,4498.24,44.5613,202,21.2947
4432.78,4560.73,44.3821,203,20.1707
4368.32,4499.44,43.9517,204,19.8008
4337.8,4471.83,44.5446,205,19.7589
4367.62,4458.7,44.0033,206,19.1562
4289.77,4416.36,43.999,207,19.0331
4229.32,4429.85,44.5576,208,20.3948
4402.29,4454.41,44.4903,209,19.4154
4427.68,4475.26,44.0217,210,19.6718
4250.22,4417.25,44.5109,211,19.9815
4354.02,4380.78,44.2526,212,18.9279
4399.92,4536.42,43.92,213,19.7066
4276.94,4522.04,43.9943,214,19.6815
3799.49,3853.15,44.3761,215,20.1881
4258.01,4494.56,44.0392,216,20.2638
4251.72,4442.92,44.3584,217,20.6575
3725.47,4299.49,44.7841,218,18.3243
4213.0,3569.95,44.4708,219,18.7636
4194.47,3881.31,44.4956,220,21.5709
4251.34,4509.32,44.4221,221,20.3449
4393.45,3934.73,44.2903,222,21.0508
4488.9,4348.79,44.4451,223,21.3635
4521.42,4443.08,44.7541,224,22.7529
4219.19,4533.84,44.7912,225,23.8361
4360.32,4612.46,44.0067,226,21.1623
4297.14,4612.16,44.6885,227,21.7965
4391.98,4508.63,44.8708,228,20.7851
4118.52,4473.62,44.7647,229,22.9806
4615.24,4644.97,44.6499,230,20.6512
3916.43,4190.88,44.923,231,22.1481
4124.9,4362.73,43.8372,232,20.1957
3624.78,4334.92,44.6968,233,25.5615
4002.93,4635.5,44.4796,234,21.5726
3998.75,4715.26,44.4909,235,21.4273
4431.11,4584.95,44.0321,236,20.0952
4464.88,4548.11,44.5226,237,20.298
4404.71,4466.13,44.4922,238,19.9806
4321.44,4392.71,43.8422,239,18.8046
4373.07,4475.32,43.9974,240,19.549
4227.1,4388.41,44.5891,241,21.4057
4286.89,4330.66,44.2298,242,19.6184
4361.32,4394.43,43.6836,243,19.0636
4395.84,4510.55,43.8059,244,18.785
4463.54,4559.29,44.2625,245,19.8951
4320.5,4445.42,44.6635,246,19.6015
4407.47,4575.45,43.9311,247,23.94
4252.03,4438.26,44.1663,248,19.6763
4437.36,4477.63,44.2602,249,19.032
4392.27,4497.53,44.166,250,19.8449
4390.25,4413.1,44.3503,251,19.9801
4281.67,4329.49,44.0332,252,19.0323
4289.78,4314.72,44.7926,253,20.6385
4181.26,4360.75,44.4428,254,19.5825
4313.05,4451.79,44.0733,255,20.4005
4379.31,4485.11,44.2965,256,19.7278
4392.91,4474.18,44.7157,257,19.668
4367.09,4471.44,43.9986,258,19.8273
4406.69,4552.98,44.3118,259,21.1132
4453.41,4475.28,44.2156,260,18.6632
4474.57,4509.31,44.3533,261,19.9698
4334.02,4454.49,44.2216,262,18.7041
4385.73,4392.59,44.1038,263,18.1993
4394.0,4497.9,44.0617,264,19.5611
4477.42,4538.25,43.9617,265,19.1163
4415.95,4462.92,44.1984,266,18.5852
4397.95,4433.56,44.132,267,19.0039
4483.64,4542.6,44.359,268,18.6267
4368.53,4447.48,43.9158,269,18.3666
4395.07,4464.22,44.2633,270,19.5354
4415.56,4524.75,43.4111,271,18.3312
4351.7,4443.06,43.7311,272,17.737
4444.35,4442.3,43.461,273,17.3403
4387.63,4263.08,43.577,274,18.1762
4452.57,4422.65,43.7818,275,17.6646
4323.52,4367.79,43.5495,276,17.3024
3393.87,2249.81,44.7703,277,21.4426
155.49,154.32,48.5602,278,75.2859
-15.25,-15.36,57.4296,279,56.2732
576.46,530.15,48.6198,280,29.0342
1359.45,1184.66,48.3958,281,26.4468
2269.66,2282.95,46.5799,282,35.4841
2205.79,2334.57,45.9684,283,19.456
2818.93,2830.07,47.4953,284,27.2215
3431.93,3444.23,47.8376,285,27.6738
3759.84,3889.64,45.0718,286,33.822
1730.26,1443.5,45.0937,287,21.5657
1094.79,1035.49,47.3942,288,24.203
1088.4,1151.07,48.2256,289,18.4089
1460.18,1466.36,47.2529,290,38.584
1260.57,747.59,48.4796,291,50.0682
1285.72,790.25,45.4464,292,18.8938
727.94,722.36,49.4094,293,51.2168
844.35,779.71,47.4441,294,37.5286
2107.07,914.03,46.2542,295,20.159
2755.35,3887.01,44.756,296,19.8839
3374.85,4033.35,45.2486,297,23.2132
2828.99,3631.05,45.6606,298,30.4117
2517.83,3525.07,45.4551,299,24.3572
2974.45,3608.73,45.3434,300,23.8573
3614.02,3975.7,45.389,301,30.8714
4081.19,4037.54,44.3599,302,19.9606
3980.56,3949.42,45.0578,303,20.2324
3989.37,3874.37,44.4608,304,19.4616
3985.21,3907.97,45.1403,305,20.6383
3846.39,3764.6,44.9653,306,19.9074
4125.01,4021.56,44.5987,307,20.8237
3417.19,3148.74,44.8204,308,21.0724
3819.56,3693.92,44.7483,309,20.7931
4077.64,4061.45,44.9522,310,21.0593
3830.78,3100.77,45.3218,311,21.0237
3983.57,3743.47,44.7716,312,21.4209
4136.01,4246.37,44.464,313,20.5812
3835.68,3571.67,44.694,314,20.9679
3917.97,4081.37,44.8731,315,20.8783
4019.36,3911.71,44.758,316,21.4505
4367.07,4444.51,44.8049,317,20.2663
4374.02,4134.89,44.3703,318,20.8059
4354.64,3997.83,44.3464,319,20.4804
3605.13,3873.38,44.8288,320,21.5897
4043.03,4114.05,44.5273,321,20.3094
4256.18,4168.14,44.6847,322,20.959
4264.62,4250.43,44.0301,323,19.8698
3977.35,4127.97,44.8384,324,20.856
4135.03,3716.77,44.6023,325,19.6768
4072.95,4226.75,44.3979,326,19.9131
4154.0,4451.49,44.5008,327,20.058
4203.29,4339.17,44.8121,328,20.7659
4346.32,4452.31,44.4499,329,20.5892
4323.6,4532.36,45.005,330,19.6457
4323.99,4492.82,44.8237,331,21.2583
4159.55,4460.82,44.9145,332,21.1469
4345.15,4522.08,44.6413,333,20.6251
4272.35,4443.08,44.9692,334,20.8871
4422.57,4509.54,44.6335,335,20.5411
4410.2,4441.96,44.2574,336,21.0616
4433.7,4470.05,44.5114,337,20.1844
4298.38,4480.83,44.4434,338,20.1376
4437.37,4485.13,44.2175,339,20.2638
4424.19,4564.1,44.5485,340,20.8832
4474.43,4447.77,44.4857,341,20.1319
4432.66,4444.21,44.2504,342,19.8015
4489.87,4575.47,44.4119,343,19.6563
4380.19,4596.32,44.4805,344,18.8834
4506.12,4602.32,44.3521,345,19.6119
4389.64,4513.67,44.6501,346,19.9051
4481.72,4496.3,44.3317,347,19.3846
4403.51,4658.6,44.7283,348,20.0425
4559.6,4596.02,43.9837,349,19.6715
4518.13,4646.76,44.8436,350,20.6468
4540.77,4669.2,44.1757,351,20.814
4563.59,4606.08,44.2467,352,19.9314
4555.55,4570.46,44.1734,353,19.985
4501.81,4541.46,44.3369,354,20.1314
4560.16,4597.29,44.8853,355,20.5829
4561.31,4498.12,44.5252,356,20.709
4546.36,4681.74,44.3283,357,20.4731
4492.06,4548.59,44.8725,358,20.383
4500.31,4522.42,44.4626,359,20.8967
4553.6,4613.62,44.5608,360,20.0191
4555.2,4628.22,44.561,361,21.2066
4564.44,4599.53,44.7333,362,20.1145
4422.38,4619.17,44.133,363,20.0017
4519.17,4573.67,44.0555,364,20.2079
4401.77,4591.17,44.6496,365,20.5627
4428.06,4692.54,44.7871,366,21.1838
4485.71,4582.14,44.4334,367,20.8884
4366.96,4636.09,44.8866,368,22.2145
4549.13,4575.33,44.2045,369,20.7416
4532.07,4614.36,44.5179,370,21.2417
4548.56,4622.74,44.4088,371,20.5601
4448.84,4611.34,43.9556,372,20.0835
4449.72,4573.97,44.0799,373,20.8755
4463.16,4452.6,44.0457,374,19.7398
4398.25,4460.42,44.1815,375,20.5078
4527.82,4591.54,44.4034,376,20.6558
4379.23,4537.98,44.0727,377,20.8602
4544.06,4608.75,44.4304,378,20.9422
4564.98,4578.46,44.45,379,21.0509
4565.67,4606.63,44.5489,380,20.8983
4590.46,4633.3,44.7054,381,21.3982
4575.02,4593.29,44.4216,382,21.2475
4535.57,4591.31,44.229,383,20.558
4433.67,4610.36,44.4895,384,20.2761
4447.28,4537.46,44.5562,385,21.8971
4512.31,4539.49,44.3617,386,20.8335
4577.3,4617.44,44.3003,387,20.3459
4439.06,4541.45,44.0644,388,19.9336
4529.29,4530.13,43.7308,389,20.4988
4605.48,4611.4,44.1695,390,20.734
4509.76,4506.65,43.4413,391,19.715
