Real Det Return,Itration,Running Env Steps,Reward Loss,Running Update Time,Running Forward KL,Running Reverse KL,Real Sto Return
-482.83,42,210000,-540.6170043945312,42,77.4585,38.7001,-372.62
-532.4,43,215000,-530.8919067382812,43,75.0809,28.1743,-688.69
-424.18,44,220000,-559.6107177734375,44,76.8538,37.2292,-942.31
-673.05,45,225000,-564.559326171875,45,76.9086,31.4539,-612.6
-662.29,46,230000,-564.3521118164062,46,74.8523,29.7378,-477.51
-1056.37,47,235000,-601.1514282226562,47,79.0367,35.1952,-864.24
-883.83,48,240000,-639.4677124023438,48,78.6237,104.6878,-1202.94
-491.67,49,245000,-654.7838745117188,49,77.211,39.1327,-431.31
-989.15,50,250000,-641.9803466796875,50,75.4598,30.2126,-691.64
-909.03,51,255000,-655.1262817382812,51,76.0059,31.5728,-932.97
-912.78,52,260000,-693.5936279296875,52,76.9319,33.712,-822.2
-975.1,53,265000,-690.148193359375,53,76.3571,28.7286,-833.8
-1037.84,54,270000,-724.6651000976562,54,77.5849,31.4601,-714.1
-927.91,55,275000,-727.5477905273438,55,77.5376,57.8347,-679.72
-838.69,56,280000,-772.2568969726562,56,77.2564,88.94,-859.84
-647.01,57,285000,-760.8618774414062,57,76.4129,50.39,-556.09
-541.1,58,290000,-776.70556640625,58,76.7094,30.4017,-432.56
-788.19,59,295000,-819.0880737304688,59,76.0497,33.0893,-850.64
-518.91,60,300000,-812.7484741210938,60,76.3022,27.5452,-816.21
-675.52,61,305000,-820.6528930664062,61,76.6463,29.036,-779.85
-974.98,62,310000,-879.8472900390625,62,77.6332,37.7632,-857.88
-974.46,63,315000,-911.4666137695312,63,77.3585,38.8745,-1027.04
-900.02,64,320000,-914.7615356445312,64,78.4177,38.7574,-1006.36
-1206.7,65,325000,-935.0322875976562,65,76.6467,107.9807,-999.83
-783.3,66,330000,-939.8511962890625,66,76.0636,31.6153,-908.74
-975.5,67,335000,-957.8785400390625,67,75.9254,35.2422,-842.39
-746.94,68,340000,-971.9083251953125,68,74.9627,31.6003,-875.89
-887.13,69,345000,-984.2554931640625,69,76.0748,32.5598,-810.06
-630.59,70,350000,-968.074462890625,70,75.9808,27.3401,-767.48
-1040.66,71,355000,-1042.18505859375,71,76.8618,30.8928,-776.69
-920.38,72,360000,-1095.806884765625,72,78.6982,47.5574,-1098.01
-929.58,73,365000,-1059.458251953125,73,76.0969,28.0669,-879.54
-977.78,74,370000,-1127.827880859375,74,76.4872,36.7001,-848.24
-637.03,75,375000,-1103.1922607421875,75,75.937,30.994,-1095.89
-897.32,76,380000,-1209.35498046875,76,79.4447,73.7073,-845.42
-741.71,77,385000,-1163.659423828125,77,76.6374,34.5286,-974.91
-755.35,78,390000,-1179.9517822265625,78,76.0094,32.695,-625.46
-923.6,79,395000,-1182.343994140625,79,75.3172,27.3404,-848.66
-785.23,80,400000,-1311.42626953125,80,76.6852,46.9042,-697.5
-947.03,81,405000,-1232.0272216796875,81,76.3198,28.6043,-422.45
-716.25,82,410000,-1210.9151611328125,82,74.8154,31.1772,-605.44
-743.74,83,415000,-1348.902099609375,83,78.3378,44.145,-1019.71
-604.38,84,420000,-1320.1192626953125,84,76.2604,35.6255,-551.8
-825.15,85,425000,-1352.6578369140625,85,77.056,33.3594,-888.88
-1460.52,86,430000,-1363.324462890625,86,76.4017,31.6854,-1047.88
-642.54,87,435000,-1448.19677734375,87,77.7201,39.3162,-956.07
-1140.7,88,440000,-1442.364501953125,88,77.6845,33.3236,-1200.18
-966.37,89,445000,-1368.993896484375,89,75.8348,27.5996,-757.92
-558.47,90,450000,-1402.6275634765625,90,74.0342,27.4515,-600.13
-886.98,91,455000,-1527.665283203125,91,77.0574,38.8155,-666.67
-574.45,92,460000,-1473.0970458984375,92,74.349,27.5268,-705.36
-1195.67,93,465000,-1547.1114501953125,93,74.3919,29.4877,-630.24
-787.94,94,470000,-1549.294189453125,94,75.2986,31.9936,-656.35
-845.69,95,475000,-1594.380859375,95,76.2386,30.5201,-962.94
-703.34,96,480000,-1556.7896728515625,96,75.394,26.5835,-1015.95
-501.98,97,485000,-1567.9061279296875,97,74.9996,27.0484,-743.91
-867.63,98,490000,-1644.397216796875,98,74.1222,35.5637,-872.1
-802.89,99,495000,-1686.923583984375,99,75.2718,32.4574,-944.68
-740.75,100,500000,-1718.3153076171875,100,75.3604,26.5356,-869.21
-930.39,101,505000,-1700.22021484375,101,74.6897,40.329,-1017.3
-969.86,102,510000,-1703.5400390625,102,74.0242,27.8645,-972.89
-891.89,103,515000,-1758.4049072265625,103,73.4728,28.2291,-1247.26
-680.77,104,520000,-1789.25830078125,104,74.7567,25.9431,-1232.0
-1832.42,105,525000,-1856.8050537109375,105,76.5821,69.3466,-1449.07
-706.01,106,530000,-1862.4619140625,106,75.5882,29.7961,-1009.32
-1014.73,107,535000,-1909.4034423828125,107,76.3485,27.4579,-659.51
-639.37,108,540000,-1938.7972412109375,108,72.5237,28.6358,-900.9
-921.37,109,545000,-1939.0218505859375,109,73.864,24.6409,-954.94
-672.64,110,550000,-2002.8416748046875,110,77.7149,36.0016,-779.05
-449.87,111,555000,-1865.9901123046875,111,73.6103,22.6827,-413.2
-668.86,112,560000,-1980.5325927734375,112,72.8879,26.6761,-967.7
-650.55,113,565000,-2125.298828125,113,76.77,29.0425,-944.18
-921.77,114,570000,-2134.221435546875,114,74.1163,32.027,-924.16
-1133.33,115,575000,-2071.79296875,115,74.2688,30.0259,-1033.92
-799.89,116,580000,-2101.951416015625,116,75.6829,65.463,-773.26
-654.98,117,585000,-2161.044189453125,117,74.0422,30.1914,-694.05
-848.64,118,590000,-2251.427734375,118,76.225,29.3606,-961.17
-841.71,119,595000,-2244.027099609375,119,75.024,28.23,-523.63
-670.45,120,600000,-2291.63525390625,120,75.9156,47.5732,-681.19
-1139.6,121,605000,-2296.184814453125,121,76.1651,26.122,-715.39
-516.74,122,610000,-2258.0048828125,122,73.2797,24.2394,-598.22
-1096.47,123,615000,-2372.015625,123,74.0606,28.6091,-1184.01
-915.48,124,620000,-2458.251953125,124,75.5,29.1231,-695.95
-621.55,125,625000,-2466.877685546875,125,74.4198,28.347,-471.14
-1015.48,126,630000,-2530.995361328125,126,75.7618,33.9624,-902.25
-620.95,127,635000,-2513.7685546875,127,74.7418,22.5002,-479.41
-521.69,128,640000,-2634.574462890625,128,74.7617,27.676,-656.47
-638.49,129,645000,-2628.73681640625,129,74.6499,29.4116,-624.97
-1114.36,130,650000,-2692.639404296875,130,77.8648,114.4749,-964.68
-630.87,131,655000,-2700.166015625,131,74.9334,26.6321,-541.4
-712.14,132,660000,-2675.31640625,132,74.9933,35.2864,-718.86
-471.86,133,665000,-2767.650390625,133,74.2385,29.2796,-753.02
-425.3,134,670000,-2774.820556640625,134,74.2752,24.3553,-347.36
-459.92,135,675000,-2883.391357421875,135,74.9417,25.9436,-727.32
-695.82,136,680000,-2886.14599609375,136,74.3478,24.7161,-585.4
-538.59,137,685000,-2851.766845703125,137,74.1898,22.8368,-526.99
-622.66,138,690000,-2852.26953125,138,71.745,22.3767,-630.54
-602.56,139,695000,-3000.697021484375,139,73.8793,22.2908,-531.88
-688.28,140,700000,-3080.470947265625,140,75.3024,23.7696,-1002.99
-855.75,141,705000,-3107.306884765625,141,74.637,24.7073,-609.75
-639.29,142,710000,-3066.926025390625,142,73.5472,26.0165,-681.53
-646.88,143,715000,-3211.992919921875,143,75.063,23.8653,-750.69
-276.4,144,720000,-3179.48193359375,144,72.0595,23.3465,-367.7
-830.52,145,725000,-3308.136474609375,145,73.1832,27.0392,-696.58
-454.15,146,730000,-3367.1416015625,146,75.6286,23.5097,-682.35
-500.68,147,735000,-3394.512939453125,147,74.4079,24.2048,-551.65
-1214.04,148,740000,-3466.895751953125,148,72.8676,48.4329,-589.87
-711.12,149,745000,-3525.166748046875,149,74.5253,25.6046,-735.77
-423.06,150,750000,-3451.93994140625,150,75.7399,37.8581,-390.2
-670.62,151,755000,-3548.211669921875,151,75.7594,27.3608,-293.07
-458.28,152,760000,-3578.278076171875,152,73.2288,22.3302,-543.92
-975.21,153,765000,-3640.22119140625,153,74.7062,26.0268,-749.32
-800.06,154,770000,-3783.622314453125,154,74.5918,25.1555,-510.39
-422.35,155,775000,-3810.268798828125,155,75.4952,29.1617,-648.04
-891.91,156,780000,-3901.61474609375,156,77.9314,35.858,-1007.05
-571.5,157,785000,-4025.33447265625,157,76.2051,30.375,-770.15
-993.22,158,790000,-4082.830810546875,158,76.7664,38.3998,-705.09
-686.38,159,795000,-4096.07080078125,159,76.9268,33.6858,-777.7
-449.24,160,800000,-4053.76953125,160,73.4101,24.8648,-841.45
-335.25,161,805000,-4109.95654296875,161,73.2834,26.8737,-383.87
-574.16,162,810000,-4233.744140625,162,73.7201,26.0812,-794.5
-466.07,163,815000,-4320.8447265625,163,75.8245,35.8644,-465.47
-633.14,164,820000,-4467.01953125,164,76.6483,34.8181,-685.67
-533.97,165,825000,-4393.89453125,165,74.0864,24.2695,-706.7
-1072.75,166,830000,-4526.38330078125,166,75.5269,30.1624,-1338.21
-627.38,167,835000,-4527.9990234375,167,74.7715,28.1714,-412.31
-726.81,168,840000,-4653.5009765625,168,75.1101,45.2522,-695.21
-340.06,169,845000,-4728.0712890625,169,75.5633,24.8215,-382.67
-1060.34,170,850000,-4818.94287109375,170,77.0299,44.5018,-786.42
-490.88,171,855000,-4804.7958984375,171,74.9105,23.8465,-441.3
-1192.36,172,860000,-5016.8056640625,172,77.1809,63.3238,-619.92
-1160.05,173,865000,-4938.0576171875,173,74.7491,28.2365,-1008.15
-490.91,174,870000,-5009.25830078125,174,75.467,23.5257,-476.37
-1178.59,175,875000,-4854.2939453125,175,73.7376,27.4029,-432.1
-561.26,176,880000,-5093.8359375,176,74.6032,25.5687,-521.29
-859.43,177,885000,-5091.849609375,177,73.444,30.3523,-709.93
-379.36,178,890000,-5429.6201171875,178,74.9267,24.2629,-354.49
-337.01,179,895000,-5243.4853515625,179,73.8727,23.6576,-421.18
-463.0,180,900000,-5473.61474609375,180,74.7957,29.2216,-431.85
-481.18,181,905000,-5444.203125,181,74.2029,23.6095,-304.22
-1553.3,182,910000,-5488.5078125,182,74.8598,46.3391,-734.54
-421.74,183,915000,-5752.9638671875,183,75.0252,27.8813,-519.98
-397.5,184,920000,-5721.3486328125,184,74.051,24.6981,-454.57
-1147.45,185,925000,-5740.98388671875,185,76.4922,41.8308,-876.0
-755.1,186,930000,-5960.07177734375,186,74.9063,31.0371,-479.18
-872.23,187,935000,-6165.79443359375,187,78.396,49.954,-1002.56
-780.48,188,940000,-6236.71875,188,75.3069,31.4164,-537.19
-482.52,189,945000,-6108.71484375,189,74.5447,27.813,-280.2
-404.94,190,950000,-6028.466796875,190,74.6576,29.9845,-391.37
-314.11,191,955000,-6315.37353515625,191,75.1866,25.7582,-568.15
-452.77,192,960000,-6354.16796875,192,73.9507,26.0014,-443.11
-1397.37,193,965000,-6424.24658203125,193,76.941,52.6082,-1019.35
-776.18,194,970000,-6716.115234375,194,82.4785,53.9766,-881.02
-479.6,195,975000,-6501.85107421875,195,74.6227,26.8867,-344.92
-600.7,196,980000,-6877.80859375,196,77.0755,36.1863,-648.1
-689.6,197,985000,-6777.591796875,197,74.5992,32.8026,-480.86
-535.29,198,990000,-6823.548828125,198,75.625,30.0569,-567.36
-334.83,199,995000,-6873.58544921875,199,74.3814,26.1403,-373.1
-801.97,200,1000000,-7190.1875,200,73.854,42.8999,-445.77
-615.82,201,1005000,-7320.99951171875,201,75.4252,28.2576,-230.4
-408.9,202,1010000,-7164.93359375,202,75.5872,67.306,-428.43
-553.21,203,1015000,-7190.0126953125,203,74.248,27.984,-372.22
-449.3,204,1020000,-7554.83984375,204,74.15,22.6836,-220.4
-188.37,205,1025000,-7612.56103515625,205,74.6822,22.8214,-197.2
-300.52,206,1030000,-7668.91455078125,206,74.3762,24.3853,-194.92
-208.0,207,1035000,-7721.94384765625,207,74.6841,23.301,-174.1
-327.86,208,1040000,-7831.80419921875,208,75.1625,23.2147,-281.7
-272.01,209,1045000,-8140.76025390625,209,75.266,28.381,-406.56
-245.04,210,1050000,-7911.06005859375,210,74.6069,23.2124,-179.89
-279.64,211,1055000,-8043.14208984375,211,72.7837,22.6363,-239.76
-344.71,212,1060000,-8386.84765625,212,74.9948,27.7936,-139.68
-152.17,213,1065000,-8549.6025390625,213,76.2441,28.4372,-364.04
-298.83,214,1070000,-8328.5498046875,214,73.9913,23.395,-213.13
-421.88,215,1075000,-8500.04296875,215,75.3371,24.5131,-379.31
-205.64,216,1080000,-8681.5849609375,216,76.1891,27.706,-302.57
-186.36,217,1085000,-8703.3369140625,217,75.5496,24.6392,-169.21
-137.47,218,1090000,-8821.04296875,218,75.8181,23.7486,-202.11
-229.44,219,1095000,-8784.390625,219,75.8304,23.072,-225.67
-191.92,220,1100000,-8860.5654296875,220,77.2585,22.9337,-166.09
-156.66,221,1105000,-8788.671875,221,74.3525,21.8949,-178.92
-350.72,222,1110000,-8862.509765625,222,74.9918,22.4647,-194.44
-132.85,223,1115000,-9024.2890625,223,73.5315,22.2656,-203.24
-172.34,224,1120000,-9178.3828125,224,75.0106,21.1545,-310.79
-149.36,225,1125000,-9346.796875,225,74.135,24.1851,-289.96
-277.81,226,1130000,-9254.23046875,226,75.3086,23.6725,-315.59
-204.25,227,1135000,-9338.7578125,227,75.3494,23.0878,-99.64
-264.08,228,1140000,-9715.951171875,228,76.5339,30.176,-537.29
-167.18,229,1145000,-9538.0078125,229,75.4805,26.4096,-170.99
-249.05,230,1150000,-9700.1484375,230,75.6768,23.8431,-252.94
-228.3,231,1155000,-9550.0576171875,231,75.5982,37.3653,-378.99
-313.11,232,1160000,-9777.732421875,232,74.6249,24.7472,-181.97
-441.57,233,1165000,-9584.2744140625,233,74.1649,24.4833,-271.98
-205.94,234,1170000,-9728.5478515625,234,75.4345,20.4507,-180.74
-264.64,235,1175000,-10060.1044921875,235,74.7661,25.6371,-377.26
-395.07,236,1180000,-9723.5224609375,236,73.3729,21.5734,-253.82
-265.09,237,1185000,-9713.6435546875,237,74.3848,20.8954,-265.01
-168.33,238,1190000,-9994.357421875,238,73.3195,22.9764,-422.26
-229.13,239,1195000,-10013.7861328125,239,73.1077,22.6846,-105.62
-216.58,240,1200000,-10234.1630859375,240,75.3582,20.5116,-204.88
-451.93,241,1205000,-10096.5205078125,241,72.8576,20.8542,-304.59
-163.44,242,1210000,-10231.0263671875,242,73.8246,22.6621,-109.87
-255.59,243,1215000,-10332.203125,243,75.1657,21.1505,-117.85
-178.24,244,1220000,-10040.7763671875,244,72.4053,20.4598,-180.07
-196.5,245,1225000,-10323.0703125,245,73.5461,19.4553,-269.97
-198.03,246,1230000,-10434.890625,246,74.1915,20.5936,-139.73
-331.44,247,1235000,-10438.2978515625,247,73.7119,21.0736,-295.85
-284.25,248,1240000,-10558.1953125,248,74.6506,22.4272,-212.57
-359.77,249,1245000,-10727.7314453125,249,74.8017,21.1012,-236.33
-279.28,250,1250000,-10576.84765625,250,74.0373,20.2813,-176.55
-267.9,251,1255000,-10782.50390625,251,74.2569,22.0435,-213.97
-190.04,252,1260000,-10805.314453125,252,74.7574,21.7629,-285.55
-126.48,253,1265000,-10817.07421875,253,74.1848,21.9019,-156.19
-167.22,254,1270000,-10866.369140625,254,75.2745,21.389,-188.18
-132.84,255,1275000,-10981.724609375,255,74.6919,22.2427,-314.4
-231.78,256,1280000,-11000.578125,256,74.5152,21.0694,-243.11
-206.95,257,1285000,-11378.1337890625,257,76.1111,23.9722,-341.67
-193.74,258,1290000,-11130.693359375,258,74.0835,21.7076,-251.33
-274.93,259,1295000,-11073.7705078125,259,73.4672,21.4304,-323.71
-247.84,260,1300000,-11508.08984375,260,76.566,23.9392,-378.5
-259.29,261,1305000,-11248.193359375,261,75.3939,23.1055,-192.14
-229.94,262,1310000,-11268.46875,262,74.2942,22.6795,-382.37
-421.4,263,1315000,-11470.54296875,263,75.3395,24.3303,-331.24
-293.7,264,1320000,-11604.548828125,264,75.4576,22.5651,-341.5
-225.83,265,1325000,-11778.3974609375,265,76.9944,27.3385,-266.72
-230.46,266,1330000,-11677.990234375,266,76.1077,21.9699,-215.89
-313.07,267,1335000,-11661.3505859375,267,75.4082,23.4501,-424.29
-247.98,268,1340000,-11575.97265625,268,74.0403,20.7773,-249.35
-195.61,269,1345000,-11685.3466796875,269,74.7935,21.839,-215.54
-172.65,270,1350000,-11697.51171875,270,74.9569,20.8848,-309.89
-231.08,271,1355000,-11819.8046875,271,74.2662,21.5071,-202.9
-501.53,272,1360000,-12025.3125,272,74.9966,23.9931,-334.77
-546.59,273,1365000,-12356.4443359375,273,76.5187,25.5729,-258.76
-409.91,274,1370000,-12239.3798828125,274,76.2551,24.0112,-253.48
-248.92,275,1375000,-11753.310546875,275,73.4329,22.3582,-351.67
-181.74,276,1380000,-11438.5263671875,276,72.7059,21.3929,-304.67
-316.12,277,1385000,-11973.2158203125,277,73.7332,20.6386,-287.5
-207.28,278,1390000,-12181.931640625,278,74.8454,21.3296,-246.71
-227.56,279,1395000,-12257.615234375,279,74.7555,21.3528,-236.78
-344.47,280,1400000,-12339.6728515625,280,74.481,22.0689,-300.38
-237.9,281,1405000,-12379.0146484375,281,74.7357,21.6557,-177.09
-123.37,282,1410000,-12447.974609375,282,74.8438,21.0164,-284.4
-274.46,283,1415000,-12321.673828125,283,74.0904,23.1399,-227.83
-284.93,284,1420000,-12504.068359375,284,74.991,23.2494,-290.81
-371.16,285,1425000,-12578.2548828125,285,75.402,23.4807,-164.84
-92.55,286,1430000,-12639.5625,286,74.4198,24.9258,-185.83
-253.2,287,1435000,-12717.8212890625,287,75.0406,25.5004,-209.6
-345.56,288,1440000,-12769.0751953125,288,74.9614,28.9117,-190.89
-257.56,289,1445000,-12906.4072265625,289,76.5525,29.1547,-239.82
-439.48,290,1450000,-12999.857421875,290,76.0194,47.9852,-460.95
-415.08,291,1455000,-13278.98046875,291,76.6006,35.051,-205.31
-271.32,292,1460000,-13093.7197265625,292,75.834,29.9651,-253.73
-617.56,293,1465000,-13395.4921875,293,77.5832,32.4953,-440.3
-340.35,294,1470000,-13259.927734375,294,77.0803,31.053,-236.92
-461.3,295,1475000,-13272.9716796875,295,76.6774,31.4433,-150.75
-327.05,296,1480000,-13347.744140625,296,76.6155,30.5561,-292.32
-444.77,297,1485000,-13505.6357421875,297,77.7258,34.5474,-686.96
-376.15,298,1490000,-13509.1796875,298,76.0049,28.2557,-313.83
-356.94,299,1495000,-13599.0927734375,299,77.0301,32.2754,-160.2
-441.77,300,1500000,-13469.880859375,300,75.6825,31.3187,-395.41
-241.76,301,1505000,-13606.0341796875,301,76.387,25.2948,-209.48
-327.94,302,1510000,-13649.662109375,302,75.4242,26.7487,-397.16
-310.11,303,1515000,-13761.5625,303,76.8844,28.8842,-267.5
-291.64,304,1520000,-13750.5146484375,304,76.2384,24.2868,-185.49
-475.65,305,1525000,-13841.48046875,305,76.4346,25.8133,-245.65
-304.66,306,1530000,-14025.537109375,306,76.4879,25.9915,-324.1
-244.46,307,1535000,-13703.6337890625,307,76.2488,24.2381,-190.97
-541.45,308,1540000,-13753.43359375,308,76.9209,29.6704,-466.35
-282.35,309,1545000,-13734.1611328125,309,76.281,25.6383,-493.11
-261.03,310,1550000,-14024.5810546875,310,76.4454,25.6408,-412.62
-429.34,311,1555000,-13922.857421875,311,76.0643,25.5115,-403.34
-321.55,312,1560000,-13924.0263671875,312,76.6711,24.7407,-365.88
-344.55,313,1565000,-14062.861328125,313,75.9795,26.8923,-312.63
-370.69,314,1570000,-14246.005859375,314,76.6257,28.2157,-224.99
-420.11,315,1575000,-14175.6416015625,315,77.7006,30.2483,-506.88
-516.42,316,1580000,-14126.4150390625,316,74.9439,26.9239,-469.79
-468.69,317,1585000,-14569.888671875,317,78.4642,30.6501,-505.24
-194.28,318,1590000,-14516.443359375,318,77.8505,30.4426,-508.56
-457.99,319,1595000,-14304.365234375,319,76.4108,28.0276,-635.05
-340.79,320,1600000,-14485.2255859375,320,76.7668,26.4633,-358.11
-354.28,321,1605000,-14338.1689453125,321,74.9303,26.4918,-248.98
-530.93,322,1610000,-14463.8349609375,322,76.3091,30.0928,-506.54
-362.22,323,1615000,-14566.2978515625,323,75.2872,27.066,-321.59
-318.99,324,1620000,-14816.501953125,324,76.3216,25.5713,-229.6
-393.09,325,1625000,-14724.05859375,325,76.5516,27.0107,-256.73
-416.99,326,1630000,-14689.4462890625,326,76.4255,25.943,-236.61
-437.65,327,1635000,-14659.0751953125,327,75.9203,24.8894,-341.62
-312.69,328,1640000,-14675.5732421875,328,76.7922,24.8852,-443.97
-302.53,329,1645000,-14770.8115234375,329,76.2915,26.4256,-437.85
-305.91,330,1650000,-15041.9521484375,330,76.4656,25.7339,-434.16
-236.13,331,1655000,-14858.6103515625,331,74.6831,24.3951,-297.89
-277.62,332,1660000,-15133.134765625,332,75.2647,24.8808,-488.94
-343.31,333,1665000,-15121.3779296875,333,76.6293,24.0711,-294.07
-308.34,334,1670000,-15216.5947265625,334,77.0025,25.1565,-381.91
-389.29,335,1675000,-15267.7978515625,335,77.8617,25.8194,-423.95
-284.53,336,1680000,-15168.93359375,336,77.8421,24.6743,-370.81
-175.36,337,1685000,-15167.16796875,337,75.7487,22.8076,-424.43
-275.2,338,1690000,-15410.4501953125,338,76.5454,29.1238,-242.23
-204.58,339,1695000,-15371.962890625,339,77.4155,24.9042,-161.99
-382.2,340,1700000,-15414.439453125,340,76.6762,25.1011,-414.01
-259.79,341,1705000,-15158.6181640625,341,75.784,22.9665,-223.53
-306.4,342,1710000,-15635.158203125,342,76.776,27.1202,-422.31
-208.25,343,1715000,-15624.2607421875,343,76.6449,22.5491,-325.67
-204.8,344,1720000,-15526.8251953125,344,76.6596,24.1342,-255.0
-253.44,345,1725000,-15605.5498046875,345,76.6124,23.0711,-346.57
-273.94,346,1730000,-15669.3837890625,346,77.0146,23.744,-212.76
-269.18,347,1735000,-15740.087890625,347,77.4309,23.6818,-370.1
-436.09,348,1740000,-16077.5166015625,348,77.4879,23.4668,-271.9
-422.86,349,1745000,-16037.517578125,349,76.6921,25.2291,-403.47
-276.85,350,1750000,-15804.3310546875,350,76.8346,22.7999,-305.4
-229.08,351,1755000,-16104.185546875,351,76.6309,24.253,-324.12
-264.26,352,1760000,-15535.6044921875,352,73.222,24.211,-306.3
-494.72,353,1765000,-16069.5478515625,353,75.7529,23.9896,-467.18
-528.39,354,1770000,-16068.919921875,354,76.1554,22.6929,-521.48
-384.19,355,1775000,-16377.697265625,355,75.2872,25.2651,-351.67
-258.24,356,1780000,-16287.5615234375,356,75.0766,25.3808,-294.86
-388.88,357,1785000,-16269.3447265625,357,76.8287,24.9474,-378.24
-321.07,358,1790000,-16188.0263671875,358,75.5276,23.2313,-474.38
-323.39,359,1795000,-16046.4326171875,359,74.8319,23.2845,-368.49
-331.03,360,1800000,-16031.5322265625,360,75.1708,22.6576,-424.38
-521.13,361,1805000,-16403.8125,361,76.5968,23.7466,-427.07
-207.17,362,1810000,-16160.3505859375,362,76.4943,21.7044,-339.06
-395.96,363,1815000,-16445.634765625,363,76.5854,23.5712,-480.65
-326.73,364,1820000,-16167.146484375,364,75.3498,24.6118,-565.44
-366.26,365,1825000,-16779.232421875,365,77.1738,22.8471,-362.89
-296.74,366,1830000,-16257.732421875,366,73.6382,22.6371,-250.22
-337.35,367,1835000,-16434.9140625,367,74.8545,23.5947,-270.07
-596.75,368,1840000,-16626.58984375,368,75.286,24.199,-343.06
-485.58,369,1845000,-17037.462890625,369,74.9406,24.7805,-343.4
-567.95,370,1850000,-16431.71875,370,75.6384,25.178,-484.41
-477.1,371,1855000,-16646.361328125,371,74.8328,23.6772,-477.16
-540.82,372,1860000,-16289.3388671875,372,73.9319,25.2423,-614.49
-485.55,373,1865000,-16791.107421875,373,76.2343,23.9536,-418.01
-335.63,374,1870000,-15730.5810546875,374,73.8905,29.0255,-533.41
-461.42,375,1875000,-16585.42578125,375,74.6153,25.8625,-428.68
-403.39,376,1880000,-17094.5625,376,75.969,24.9509,-456.75
-525.69,377,1885000,-16322.75390625,377,73.5786,28.2146,-426.57
-359.01,378,1890000,-16820.447265625,378,75.2802,23.9084,-269.95
-435.86,379,1895000,-16925.45703125,379,74.0228,22.6108,-312.36
-434.73,380,1900000,-16526.6875,380,74.0643,21.8443,-448.35
-673.19,381,1905000,-16764.50390625,381,76.0524,69.8279,-325.68
-484.03,382,1910000,-16944.02734375,382,75.5017,23.6148,-316.29
-551.57,383,1915000,-16506.900390625,383,73.5993,24.1061,-442.37
-419.64,384,1920000,-17075.0078125,384,75.2943,25.3174,-406.45
-311.01,385,1925000,-17203.59375,385,75.2607,22.9606,-397.25
