Itration,Reward Loss,Real Det Return,Running Update Time,Running Env Steps,Running Reverse KL,Running Forward KL,Real Sto Return
140,-13635.3662109375,11023.71,140,700000,19.7691,145.8361,10600.25
141,-14045.109375,11201.22,141,705000,19.3153,146.3263,10641.48
142,-14148.84375,11266.82,142,710000,19.7012,146.3579,10810.18
143,-14322.70703125,10894.21,143,715000,19.4572,145.7968,10558.17
144,-14338.4404296875,11164.21,144,720000,19.7721,146.4173,10754.77
145,-14420.642578125,11084.75,145,725000,19.108,146.4121,10637.07
146,-14542.5751953125,10857.43,146,730000,20.245,146.6585,10582.63
147,-14460.5595703125,11157.45,147,735000,17.9294,145.4688,10585.7
148,-15302.892578125,11103.6,148,740000,18.4567,147.1332,10635.37
149,-14665.314453125,11451.76,149,745000,18.2151,145.6667,10755.31
150,-14943.3642578125,11254.38,150,750000,19.2062,145.6617,10628.06
151,-14655.9677734375,11092.32,151,755000,19.2271,145.5004,10687.14
152,-14984.6923828125,11193.18,152,760000,19.7587,145.1662,10718.48
153,-14689.7158203125,11363.86,153,765000,18.5972,144.7524,10896.25
154,-15511.3681640625,11449.69,154,770000,19.659,144.7412,10569.02
155,-15136.32421875,11421.3,155,775000,17.889,144.4674,10904.82
156,-16121.4912109375,10667.71,156,780000,18.3603,146.3023,10336.1
157,-15505.37109375,11310.05,157,785000,19.3845,145.4978,10341.53
158,-15425.009765625,11313.03,158,790000,19.4009,145.3725,10856.9
159,-16816.716796875,10950.41,159,795000,18.9787,146.3025,10570.32
160,-15873.3154296875,11471.53,160,800000,19.6915,144.6677,10601.7
161,-15704.4423828125,11652.62,161,805000,17.8396,144.5527,11123.51
162,-16625.66796875,11376.66,162,810000,18.7386,145.7431,10791.04
163,-16505.427734375,11227.05,163,815000,19.2895,146.0145,10678.92
164,-16287.3330078125,11501.95,164,820000,19.6005,145.9902,10968.21
165,-17317.564453125,11196.41,165,825000,18.8304,146.4768,10626.18
166,-16234.0439453125,11506.0,166,830000,19.2117,145.2983,11049.67
167,-16690.0390625,11553.34,167,835000,18.2671,145.3364,10965.17
168,-16341.958984375,11627.54,168,840000,19.4614,144.8869,11095.06
169,-16671.22265625,11739.18,169,845000,19.4904,144.7912,10928.96
170,-16698.357421875,11717.37,170,850000,18.6166,144.6193,11078.47
171,-17032.67578125,11563.04,171,855000,19.3285,145.2445,10966.51
172,-17330.447265625,11615.02,172,860000,19.0863,145.3046,11051.85
173,-16822.21484375,11645.19,173,865000,18.6837,143.739,11006.54
174,-17281.86328125,11632.33,174,870000,18.7264,144.4707,11168.47
175,-17321.08984375,11843.74,175,875000,18.818,144.1395,11231.48
176,-17898.48046875,11791.1,176,880000,17.6309,145.1192,11154.04
177,-18242.837890625,11687.15,177,885000,18.9477,145.3023,11118.13
178,-17650.5,11698.63,178,890000,18.6637,144.5156,11261.74
179,-18544.11328125,11574.19,179,895000,18.9111,145.8435,11036.45
180,-17890.009765625,11923.22,180,900000,19.0021,144.5876,11328.83
181,-18659.931640625,11690.98,181,905000,18.1255,144.7921,11088.43
182,-18312.8046875,11761.49,182,910000,18.5382,144.6572,10830.27
183,-18653.0625,11952.89,183,915000,18.5048,145.3953,11266.92
184,-18520.205078125,11967.77,184,920000,19.2811,144.1499,11343.93
185,-18900.6953125,11616.41,185,925000,18.9797,144.9412,11223.54
186,-19188.69921875,11832.53,186,930000,19.555,145.1012,11150.46
187,-18992.90625,11876.4,187,935000,19.1024,145.4195,11332.18
188,-19857.236328125,11653.28,188,940000,17.611,144.0666,11123.59
189,-19082.91015625,11761.4,189,945000,19.061,144.2862,11340.2
190,-19095.888671875,11674.01,190,950000,19.1149,145.1647,11273.43
191,-19554.892578125,12000.82,191,955000,19.8596,144.8076,11323.98
192,-18955.138671875,12032.81,192,960000,19.0145,143.2585,11509.8
193,-19275.7265625,11870.12,193,965000,19.1339,143.5743,11383.52
194,-18894.109375,12164.86,194,970000,18.6721,144.1744,11576.47
195,-18887.517578125,12292.3,195,975000,19.1666,144.0831,11477.29
196,-19113.662109375,12234.74,196,980000,18.1994,143.7784,11518.71
197,-19722.154296875,11571.52,197,985000,17.5753,143.9488,10914.76
198,-20256.9921875,12075.7,198,990000,19.4942,144.9874,11593.26
199,-19370.80078125,12077.29,199,995000,18.5573,143.0737,11571.61
200,-19803.826171875,12169.12,200,1000000,19.0674,144.0371,11580.27
201,-20086.990234375,12137.68,201,1005000,19.4852,143.5628,11688.87
202,-20539.685546875,11951.22,202,1010000,19.4102,144.627,11568.64
203,-20459.7109375,11991.84,203,1015000,19.8461,143.1309,11629.09
204,-20568.546875,11942.08,204,1020000,19.2917,144.1392,11526.31
205,-21044.283203125,11783.24,205,1025000,19.505,144.1898,11410.75
206,-20782.859375,12069.99,206,1030000,19.5741,143.5788,11685.86
207,-19965.2578125,11946.12,207,1035000,18.4436,142.5508,11445.44
208,-20383.28515625,12066.1,208,1040000,19.5204,143.444,11693.24
209,-20984.751953125,12008.64,209,1045000,19.5213,144.0992,11627.61
210,-20411.1484375,12278.06,210,1050000,19.4495,143.8728,11752.17
211,-20888.8984375,12172.41,211,1055000,19.0945,142.9168,11754.34
212,-20666.939453125,11981.22,212,1060000,19.2857,142.9026,11756.56
213,-21846.046875,11991.29,213,1065000,20.1316,144.5286,11587.72
214,-20940.830078125,12302.35,214,1070000,17.7117,142.8409,11804.66
215,-21745.59375,11913.83,215,1075000,19.9259,143.4146,11087.31
216,-21464.908203125,12334.56,216,1080000,19.7546,143.5377,11872.83
217,-21417.96484375,12272.1,217,1085000,19.3109,143.0923,11857.81
218,-21429.44140625,12256.98,218,1090000,19.6023,142.9432,11836.48
219,-21055.205078125,12529.45,219,1095000,19.3216,142.2018,11974.01
220,-21674.49609375,12373.91,220,1100000,19.7846,143.0594,11958.05
221,-22074.005859375,12279.5,221,1105000,19.037,141.4334,11398.51
222,-21518.2578125,12459.51,222,1110000,19.8838,142.742,11972.95
223,-21188.6171875,12528.2,223,1115000,19.5555,142.3264,12029.03
224,-21715.150390625,12401.27,224,1120000,19.7976,142.5978,11815.15
225,-21958.7109375,12417.66,225,1125000,19.901,142.6158,11964.22
226,-22021.025390625,12363.31,226,1130000,19.9435,141.8404,11508.24
227,-22109.015625,12514.84,227,1135000,18.6327,141.1372,11946.39
228,-22358.705078125,12475.61,228,1140000,19.453,141.837,11955.73
229,-21919.3203125,12456.63,229,1145000,19.7572,142.4306,11962.12
230,-22498.779296875,12563.39,230,1150000,20.4526,142.7646,12028.52
231,-21763.255859375,12704.36,231,1155000,18.4387,140.3258,12010.5
232,-22255.232421875,12368.22,232,1160000,19.4107,141.1358,11986.81
233,-22296.203125,12654.77,233,1165000,19.746,141.8667,12157.97
234,-23338.84375,12537.48,234,1170000,18.7347,142.1363,11576.23
235,-22982.671875,12275.12,235,1175000,19.3438,140.275,11868.98
236,-22911.779296875,12591.71,236,1180000,20.404,142.5823,12127.57
237,-23370.56640625,12687.08,237,1185000,20.7519,142.2923,12103.73
238,-23190.32421875,12609.53,238,1190000,19.9378,143.1562,12039.19
239,-23248.576171875,12619.35,239,1195000,18.7698,141.6676,11521.19
240,-23312.3046875,12478.86,240,1200000,19.4348,141.1512,11998.36
241,-23632.796875,12700.05,241,1205000,18.4697,142.2259,12038.6
242,-23310.326171875,12833.48,242,1210000,19.4741,141.1367,12251.28
243,-23247.00390625,12816.45,243,1215000,19.3028,141.1117,12017.36
244,-23919.66796875,12805.51,244,1220000,20.3946,142.4423,11895.73
245,-23248.388671875,12732.18,245,1225000,19.9838,140.6244,11551.8
246,-23696.802734375,12784.08,246,1230000,19.0883,141.736,12145.43
247,-24414.119140625,12721.17,247,1235000,20.196,143.0137,12180.28
248,-24406.02734375,12764.3,248,1240000,19.7524,142.8383,12252.2
249,-24963.2734375,12739.52,249,1245000,19.8937,142.2858,12211.27
250,-24179.18359375,12795.8,250,1250000,20.1706,141.9387,12315.69
251,-23931.962890625,12832.77,251,1255000,20.7536,143.9235,12304.64
252,-24151.6328125,12798.65,252,1260000,18.8324,142.2729,12252.37
253,-25291.318359375,12648.6,253,1265000,20.5466,142.7005,12220.42
254,-24666.45703125,12666.53,254,1270000,20.9537,143.6365,12029.37
255,-24498.83984375,12801.63,255,1275000,20.1646,142.5154,12299.94
256,-24461.919921875,12512.2,256,1280000,19.1174,140.8462,11745.59
257,-24883.154296875,12580.06,257,1285000,19.4598,140.3882,11829.06
258,-24955.251953125,12791.68,258,1290000,19.6381,141.0431,11934.92
259,-26091.42578125,12579.02,259,1295000,20.1149,142.5916,11609.48
260,-25734.7109375,12139.28,260,1300000,19.107,141.2703,12220.16
261,-25642.271484375,12659.71,261,1305000,20.6013,142.1555,12224.78
262,-25686.42578125,12640.44,262,1310000,19.8219,141.8733,12241.0
263,-26048.7578125,12575.9,263,1315000,19.5516,141.4619,12175.97
264,-26262.302734375,12666.98,264,1320000,18.8191,141.925,11550.52
265,-27005.638671875,12538.66,265,1325000,20.2533,142.29,12290.78
266,-26773.828125,12769.8,266,1330000,20.7406,142.1042,12353.06
267,-25526.763671875,12807.36,267,1335000,20.203,141.1593,12454.06
268,-26802.4140625,12814.49,268,1340000,20.2324,141.8243,12469.88
269,-27866.0859375,12309.86,269,1345000,20.4032,143.5631,12068.11
270,-26307.06640625,12871.37,270,1350000,19.2228,140.9023,11883.39
271,-26584.185546875,11828.55,271,1355000,19.7629,141.6928,11546.99
272,-26866.12109375,12848.89,272,1360000,19.6636,141.8781,11794.91
273,-26752.78515625,12601.19,273,1365000,19.9783,141.9374,12018.45
274,-26619.17578125,12793.53,274,1370000,19.7844,141.78,12360.9
275,-28360.083984375,12616.6,275,1375000,19.2625,141.6245,11503.04
276,-28256.794921875,12137.6,276,1380000,18.5944,142.9761,12007.3
277,-28230.259765625,12567.86,277,1385000,20.1329,143.7899,11292.36
278,-29827.255859375,12400.89,278,1390000,20.3406,143.3391,12263.61
279,-28780.673828125,12337.46,279,1395000,20.1198,143.1191,12300.32
280,-29160.998046875,12667.8,280,1400000,20.3984,142.2764,12307.55
281,-29279.759765625,12522.89,281,1405000,19.0596,142.7258,12280.06
282,-29904.328125,12151.08,282,1410000,20.2716,142.7608,11668.91
283,-28460.5625,12495.01,283,1415000,20.2492,142.3262,12440.83
284,-29830.916015625,12759.72,284,1420000,21.1777,142.4526,12004.85
285,-29277.681640625,12741.89,285,1425000,20.7499,142.4494,12463.42
286,-29192.740234375,12817.75,286,1430000,19.5252,141.9465,12438.23
287,-29080.8046875,12766.78,287,1435000,20.6366,142.8698,12174.78
288,-29652.857421875,12529.7,288,1440000,20.7461,141.457,12338.23
289,-29739.361328125,12897.53,289,1445000,20.439,141.7973,12426.73
290,-30128.80078125,12720.96,290,1450000,19.5777,142.8779,12508.94
291,-30270.623046875,12714.75,291,1455000,20.6271,141.8174,11442.43
292,-31204.357421875,12553.23,292,1460000,17.9859,142.4503,12296.67
293,-30594.712890625,12663.42,293,1465000,20.0921,142.0689,12322.03
294,-31257.75390625,12369.01,294,1470000,20.3524,142.1104,12187.99
295,-31077.96484375,12181.7,295,1475000,20.5965,142.1801,12444.4
296,-30074.64453125,13046.32,296,1480000,19.9413,142.0554,12649.72
297,-31104.123046875,12756.56,297,1485000,20.7006,141.9065,12462.29
298,-32434.546875,12712.37,298,1490000,19.2528,143.144,12440.2
299,-32278.115234375,12594.05,299,1495000,20.8101,142.1314,12373.38
300,-32129.494140625,12665.62,300,1500000,21.0951,141.9216,12504.58
301,-31463.93359375,12903.52,301,1505000,20.6296,142.9005,12260.58
302,-33267.3046875,12374.33,302,1510000,19.8413,143.1722,12235.17
303,-33046.48046875,12664.47,303,1515000,20.0796,142.2877,12054.3
304,-32808.8828125,12162.32,304,1520000,19.9964,141.1894,12071.48
305,-32436.23046875,10675.16,305,1525000,20.2892,143.1522,10900.98
306,-32987.234375,12526.88,306,1530000,19.2473,142.1663,11967.48
307,-33296.8125,12523.58,307,1535000,19.9403,142.7239,12073.25
308,-32695.2421875,12363.53,308,1540000,19.7119,141.8763,12175.61
309,-33076.1875,12452.74,309,1545000,20.3289,142.1814,12270.67
310,-31905.44140625,12767.24,310,1550000,20.1884,140.6166,12446.05
311,-31961.23828125,12710.55,311,1555000,19.6777,140.4794,12299.84
312,-31921.005859375,12491.28,312,1560000,19.6542,141.6843,11979.26
313,-32167.42578125,12286.2,313,1565000,19.8231,142.3963,11744.44
314,-33885.57421875,12436.94,314,1570000,20.4326,143.1497,12211.36
315,-34377.9375,12406.55,315,1575000,19.8973,141.8206,12143.23
316,-35172.0859375,12397.78,316,1580000,20.2379,142.9582,12127.33
317,-35117.0078125,12610.01,317,1585000,20.6098,142.9435,11905.26
318,-35908.578125,12319.37,318,1590000,20.0613,142.8492,12117.59
319,-34629.37109375,12798.95,319,1595000,20.1902,142.0479,12266.49
320,-35947.53125,13094.16,320,1600000,20.8065,142.1733,12525.39
321,-34874.78515625,12868.96,321,1605000,20.5343,140.6417,12361.58
322,-35751.125,12773.49,322,1610000,20.4194,140.9982,12135.47
323,-37432.56640625,12588.85,323,1615000,19.1299,141.1715,11311.17
324,-36229.46484375,12630.36,324,1620000,20.5856,141.336,12216.02
325,-36119.69921875,12892.09,325,1625000,20.3438,141.6598,12353.1
326,-35978.8984375,12833.94,326,1630000,20.9829,141.1833,12185.35
327,-36229.9921875,13020.22,327,1635000,19.3758,140.4569,12071.99
328,-36086.796875,13045.44,328,1640000,20.3681,141.679,12093.1
329,-38086.51171875,12884.02,329,1645000,21.4656,141.7358,11862.23
330,-37102.87890625,12721.28,330,1650000,21.0037,140.9859,12330.77
331,-38524.52734375,12628.36,331,1655000,21.2738,142.2778,12327.7
332,-37721.53125,13090.29,332,1660000,21.209,141.5461,12440.11
333,-39953.56640625,12694.61,333,1665000,22.1063,142.0471,12307.97
334,-38991.00390625,12323.73,334,1670000,21.1373,142.3475,12123.93
335,-41123.87109375,12415.0,335,1675000,21.9613,143.2817,12052.64
336,-39712.9296875,12628.2,336,1680000,21.6134,142.1133,12344.57
337,-38711.3125,12968.05,337,1685000,21.5828,142.2134,12418.05
338,-39023.953125,12827.23,338,1690000,21.6983,142.1771,12434.74
339,-38649.390625,13027.61,339,1695000,20.7955,141.1319,12584.31
340,-39271.7265625,12989.88,340,1700000,20.69,141.5604,12305.57
341,-40634.15234375,12598.41,341,1705000,21.5329,143.5922,12262.02
342,-40792.16796875,12745.37,342,1710000,20.7111,142.4289,12207.01
343,-39543.22265625,12710.82,343,1715000,20.6775,142.2266,12328.43
344,-40197.70703125,12800.91,344,1720000,20.616,142.1169,12162.09
345,-41702.8203125,12830.26,345,1725000,21.5796,143.4087,11787.98
346,-42579.20703125,12531.46,346,1730000,21.4811,143.8378,12120.48
347,-41057.3984375,12578.8,347,1735000,20.3029,142.0235,12262.31
348,-39413.16015625,12176.78,348,1740000,19.7899,142.26,12215.23
349,-42682.33984375,12753.63,349,1745000,20.9706,142.2182,12383.88
350,-42788.14453125,12385.07,350,1750000,20.1224,141.4245,12073.74
351,-41873.37109375,12791.58,351,1755000,20.6209,142.0812,12142.63
352,-42054.38671875,12930.96,352,1760000,20.9702,140.9692,12521.43
353,-44041.6640625,12780.77,353,1765000,21.4155,140.9856,12360.11
354,-41381.13671875,12550.34,354,1770000,20.46,141.0926,12179.72
355,-41872.5625,12590.48,355,1775000,19.9208,141.6991,12243.69
356,-43546.86328125,12767.29,356,1780000,20.6055,140.683,12276.77
357,-42438.34375,12271.46,357,1785000,19.6157,141.3585,12043.35
358,-44078.390625,12364.93,358,1790000,19.999,141.5916,12025.96
359,-44155.26171875,12603.62,359,1795000,20.0797,141.1082,12149.47
360,-44613.046875,12358.73,360,1800000,20.4883,142.0622,12097.11
361,-45262.66015625,12179.87,361,1805000,20.46,142.3411,11972.21
362,-44342.38671875,12450.72,362,1810000,19.0974,142.3049,11984.9
363,-44095.79296875,12458.84,363,1815000,20.2455,142.2041,12055.33
364,-44029.625,12581.71,364,1820000,19.4261,139.8777,11993.28
365,-43318.30859375,12771.87,365,1825000,20.5923,141.1953,12320.98
366,-43616.9609375,12557.49,366,1830000,20.2973,141.7323,12071.56
367,-44674.8046875,12684.3,367,1835000,21.2876,141.7478,11914.38
368,-42674.80859375,12279.38,368,1840000,19.7374,140.9604,12345.02
369,-45295.6640625,12461.41,369,1845000,21.1246,141.323,12207.72
370,-45423.16796875,12570.46,370,1850000,20.1814,142.2654,12172.25
371,-44603.984375,12399.49,371,1855000,19.9727,141.0049,12082.86
372,-45420.99609375,12797.09,372,1860000,20.8993,140.7776,12218.81
373,-45508.87890625,12619.79,373,1865000,20.4187,141.5858,12209.39
374,-47018.20703125,12465.36,374,1870000,21.0262,140.887,12202.57
375,-44750.5078125,12472.01,375,1875000,19.7887,141.6013,11536.35
376,-47415.28125,12380.24,376,1880000,20.8998,143.0023,12112.05
377,-46745.67578125,12570.72,377,1885000,21.2983,141.2919,12085.31
378,-47816.734375,12563.2,378,1890000,20.3401,141.111,12012.96
379,-47685.234375,12569.79,379,1895000,21.1354,140.9681,12103.14
380,-46231.62109375,12585.73,380,1900000,20.7982,141.3351,11542.07
381,-48420.703125,12689.09,381,1905000,21.427,142.0679,12298.51
382,-48712.078125,12752.95,382,1910000,21.4916,142.1399,12268.08
383,-48194.78515625,12739.1,383,1915000,21.6702,141.5352,12315.92
384,-47397.734375,12438.59,384,1920000,21.3957,142.4468,12122.7
385,-49084.484375,12583.66,385,1925000,21.6456,142.2161,12247.47
386,-48076.86328125,12749.22,386,1930000,20.8183,141.7499,12267.08
387,-47866.50390625,12727.18,387,1935000,20.3512,141.1527,12271.72
388,-49162.65234375,12518.08,388,1940000,21.1347,140.8545,12141.32
389,-48772.5390625,11926.03,389,1945000,20.7185,143.4044,11380.08
390,-44147.34375,12321.39,390,1950000,20.3343,142.0344,11228.92
391,-47915.59765625,12561.49,391,1955000,20.4987,142.1943,11730.77
