Reward Loss,Running Update Time,Real Sto Return,Itration,Running Reverse KL,Running Env Steps,Running Forward KL,Real Det Return
-1042.86962890625,104,2384.91,104,39.6153,520000,65.3185,2173.15
-1126.7767333984375,105,2824.99,105,43.3652,525000,63.5978,3413.88
-1225.74462890625,106,2613.28,106,33.8446,530000,60.9935,3245.5
-1154.153076171875,107,2531.84,107,40.1894,535000,62.4605,2676.45
-1203.5672607421875,108,2309.45,108,35.4411,540000,64.8456,3163.4
-1208.767822265625,109,2884.73,109,41.1987,545000,65.0508,3700.14
-1226.5511474609375,110,3068.07,110,50.8397,550000,68.6305,3747.23
-1332.2193603515625,111,3323.6,111,50.3901,555000,67.2882,3842.25
-1194.81298828125,112,3098.28,112,47.8806,560000,65.8995,3890.17
-1325.78271484375,113,2805.59,113,41.3265,565000,63.1294,4063.67
-1479.7513427734375,114,1432.14,114,29.909,570000,63.5351,1450.65
-1161.609375,115,2660.27,115,47.0041,575000,67.3819,2428.79
-1390.031494140625,116,900.34,116,40.2864,580000,64.2143,573.59
-1349.5050048828125,117,2108.99,117,35.3946,585000,61.5932,2004.27
-1415.2667236328125,118,2058.45,118,32.1955,590000,63.2095,1813.47
-1413.067626953125,119,3382.39,119,49.9039,595000,67.9478,4095.51
-1262.0074462890625,120,2758.14,120,49.899,600000,66.0875,3716.65
-1570.5689697265625,121,2249.44,121,38.7344,605000,63.3523,3523.84
-1411.101318359375,122,1447.44,122,38.009,610000,62.7596,2359.25
-1463.2940673828125,123,1370.45,123,49.3025,615000,67.4179,1975.25
-1395.4439697265625,124,2922.53,124,46.0748,620000,67.6932,4017.91
-1351.8651123046875,125,3691.7,125,46.4383,625000,66.7819,3245.2
-1513.2476806640625,126,1664.92,126,45.5434,630000,65.9261,1725.06
-1611.356201171875,127,1403.12,127,38.1057,635000,64.1248,1232.64
-1448.061279296875,128,1711.42,128,44.5847,640000,67.1407,1868.96
-1507.47802734375,129,2730.07,129,45.5885,645000,67.2179,4018.72
-1404.521240234375,130,2457.61,130,57.2303,650000,71.4179,3294.23
-1522.9764404296875,131,2022.65,131,42.0422,655000,67.4587,2953.2
-1402.4300537109375,132,1969.25,132,55.3641,660000,74.9871,2328.68
-1481.6309814453125,133,2936.14,133,59.3792,665000,73.107,4204.1
-1696.902099609375,134,1556.82,134,41.8135,670000,67.0457,2825.63
-1766.3701171875,135,1562.12,135,35.4813,675000,64.9019,1481.92
-1507.471435546875,136,3085.65,136,55.8073,680000,71.759,3486.89
-1585.4169921875,137,3002.92,137,53.0461,685000,72.2911,3775.86
-1518.164306640625,138,2859.26,138,62.5998,690000,75.8214,3656.81
-1614.145263671875,139,2939.59,139,53.7841,695000,70.3939,4084.11
-1653.1929931640625,140,3486.06,140,60.1214,700000,72.4945,3959.64
-1694.0980224609375,141,2452.56,141,54.6211,705000,71.5927,2713.56
-1623.3984375,142,3947.27,142,63.6141,710000,74.1116,4604.1
-1835.84912109375,143,4291.14,143,67.3765,715000,77.3877,4655.27
-1596.695068359375,144,2323.99,144,59.1749,720000,70.8022,3782.93
-1787.2113037109375,145,3862.03,145,56.6924,725000,71.8523,4970.53
-1721.69140625,146,3655.97,146,55.4132,730000,73.6395,4321.67
-1789.934814453125,147,4147.86,147,65.0244,735000,78.2255,4051.3
-1976.5281982421875,148,4411.48,148,58.3559,740000,75.4596,4840.96
-2011.597900390625,149,3918.53,149,57.535,745000,74.7552,4166.15
-1978.3167724609375,150,4437.02,150,63.5713,750000,78.4115,4971.65
-2030.5283203125,151,3593.8,151,50.9988,755000,70.1877,3976.81
-1902.2679443359375,152,4451.18,152,62.0861,760000,76.3499,4621.31
-2005.745361328125,153,3303.11,153,60.4933,765000,74.2182,3669.7
-2073.4013671875,154,3091.8,154,57.3381,770000,71.5822,4150.7
-1988.990478515625,155,2330.45,155,56.202,775000,73.0168,3479.8
-2092.99951171875,156,3706.99,156,55.5311,780000,73.2446,4548.96
-2199.551025390625,157,4097.56,157,67.7228,785000,77.9722,4699.82
-2146.4599609375,158,3398.63,158,68.6204,790000,78.5831,4584.92
-2266.8369140625,159,3750.29,159,64.4646,795000,77.1806,4485.75
-2218.22607421875,160,3863.64,160,49.8694,800000,67.7006,4129.96
-2201.884521484375,161,4346.71,161,58.8589,805000,74.1043,4928.09
-2349.77294921875,162,4014.88,162,51.5748,810000,67.9783,4729.02
-2346.15478515625,163,4188.41,163,53.8188,815000,68.0225,4684.95
-2485.48974609375,164,3135.2,164,46.7635,820000,67.5573,3119.87
-2360.281005859375,165,3391.17,165,56.8246,825000,72.007,4445.29
-2381.757568359375,166,4249.53,166,62.828,830000,78.7995,4425.1
-2406.052490234375,167,4398.71,167,63.7359,835000,78.402,5041.48
-2436.184326171875,168,4619.75,168,65.8583,840000,79.336,4670.39
-2674.8046875,169,4449.99,169,69.1222,845000,75.0899,4895.18
-2526.115478515625,170,3845.64,170,65.2155,850000,76.8707,4604.73
-2597.631103515625,171,4103.82,171,62.6737,855000,72.4737,4656.69
-2673.36474609375,172,4323.32,172,66.5891,860000,79.1045,5031.08
-2714.78759765625,173,3735.18,173,52.7618,865000,71.0618,4835.47
-2649.3359375,174,3726.2,174,79.4966,870000,82.8372,4062.65
-2614.21533203125,175,3838.28,175,56.3525,875000,70.6302,4327.35
-2769.243408203125,176,3972.45,176,57.8154,880000,71.9755,4971.66
-2757.66455078125,177,4025.05,177,60.8798,885000,71.468,4184.05
-2734.775634765625,178,3371.99,178,53.3038,890000,68.7451,4404.69
-2832.864501953125,179,4632.46,179,67.2631,895000,79.8557,4898.44
-2939.35400390625,180,3882.01,180,68.5589,900000,78.3446,5062.72
-2798.767333984375,181,1616.18,181,53.4176,905000,70.7152,2416.09
-2945.2900390625,182,3301.46,182,59.5858,910000,72.8288,4646.03
-3018.039306640625,183,4584.85,183,56.742,915000,70.4583,4832.54
-3097.0107421875,184,3989.32,184,71.373,920000,79.6366,4295.98
-3178.54736328125,185,4249.4,185,68.1935,925000,74.6439,5166.81
-3146.05908203125,186,3775.16,186,68.9147,930000,75.8799,4685.94
-3130.95458984375,187,3068.77,187,67.656,935000,75.1276,4024.37
-3270.91162109375,188,4356.72,188,66.6509,940000,79.7217,5124.59
-3340.924560546875,189,4549.37,189,72.961,945000,79.6337,5137.03
-3445.337158203125,190,4447.7,190,65.5201,950000,71.9646,4989.55
-3386.607177734375,191,4025.46,191,67.8278,955000,78.2842,4900.84
-3590.184326171875,192,4063.08,192,76.8122,960000,79.3334,4529.62
-3383.6630859375,193,3629.63,193,55.6768,965000,70.247,4548.82
-3474.172607421875,194,4439.09,194,64.2171,970000,78.0173,4840.55
-3581.19677734375,195,4874.66,195,65.4891,975000,76.013,5266.19
-3522.649658203125,196,4296.3,196,74.2488,980000,79.6867,4618.57
-3646.15869140625,197,4049.58,197,76.0647,985000,78.1017,5174.04
-3627.7646484375,198,4629.58,198,74.2529,990000,75.1866,4961.15
-3854.5029296875,199,4359.11,199,69.466,995000,79.3552,4932.51
-3753.96630859375,200,4563.81,200,75.3396,1000000,80.491,4588.58
-3829.56982421875,201,4904.73,201,71.5781,1005000,80.5121,5344.91
-3790.22265625,202,3370.9,202,71.0599,1010000,77.1088,4066.96
-3823.233154296875,203,4662.77,203,64.8518,1015000,71.7313,5152.51
-3860.97705078125,204,4154.56,204,68.3104,1020000,77.0489,4785.33
-4017.429931640625,205,4129.94,205,75.0531,1025000,79.8899,5185.29
-4011.972900390625,206,4698.93,206,78.4694,1030000,82.4222,5111.82
-4033.4658203125,207,4207.56,207,73.5856,1035000,79.7584,5142.42
-4008.839599609375,208,4404.1,208,71.2425,1040000,78.7986,5043.66
-4092.16357421875,209,4124.08,209,66.0791,1045000,75.0791,4160.08
-4181.287109375,210,3812.58,210,74.1146,1050000,78.3617,4751.02
-4126.15869140625,211,4307.4,211,71.6582,1055000,78.213,4996.01
-4246.41748046875,212,4385.61,212,74.294,1060000,78.3335,5295.53
-4212.75341796875,213,3887.44,213,69.6591,1065000,79.4131,4658.61
-4300.87841796875,214,3277.14,214,76.7994,1070000,77.4465,4447.87
-4261.34228515625,215,3980.42,215,71.2289,1075000,77.0427,4997.19
-4165.04345703125,216,-511.61,216,78.3535,1080000,83.6334,-602.23
-4358.35205078125,217,-610.53,217,80.5261,1085000,88.5277,-515.39
-3492.769287109375,218,-179.86,218,75.9817,1090000,89.1466,-66.58
-4922.9970703125,219,2598.4,219,52.4588,1095000,72.8784,2500.58
-4622.93505859375,220,4115.12,220,62.5222,1100000,74.3174,4567.25
-4554.42529296875,221,3858.25,221,65.4053,1105000,75.9849,4517.56
-4666.451171875,222,3870.37,222,67.0098,1110000,76.6751,4755.6
-4588.2099609375,223,4313.81,223,62.3286,1115000,71.3749,4766.94
-4836.609375,224,4243.55,224,67.679,1120000,73.3404,4918.77
-4827.30224609375,225,4347.14,225,70.0971,1125000,77.9902,4829.01
-4839.96630859375,226,4272.38,226,64.0803,1130000,72.8917,4490.36
-4846.6865234375,227,4201.14,227,69.9346,1135000,74.031,4174.43
-4875.91552734375,228,4037.41,228,71.7768,1140000,74.5001,4593.02
-4942.8408203125,229,4425.02,229,80.202,1145000,81.076,4995.54
-4842.5107421875,230,4259.22,230,69.5419,1150000,72.8919,4831.54
-5091.298828125,231,4157.15,231,84.121,1155000,82.2521,4413.27
-5090.2373046875,232,3923.98,232,77.5455,1160000,80.8484,4349.27
-5147.35986328125,233,3713.47,233,80.208,1165000,79.6938,5023.17
-5157.4013671875,234,4529.26,234,69.9743,1170000,72.1839,4726.19
-5250.43798828125,235,4248.06,235,72.1348,1175000,72.7338,5161.33
-5455.68359375,236,5005.6,236,76.6917,1180000,77.9951,5293.67
-5347.1171875,237,3452.11,237,76.0043,1185000,77.7889,3795.93
-5385.71142578125,238,3787.65,238,70.9206,1190000,71.7956,4698.87
-5452.31884765625,239,4533.71,239,78.0217,1195000,76.0675,4966.98
-5406.02587890625,240,3953.52,240,68.3585,1200000,71.7243,5287.38
-5700.43408203125,241,4672.07,241,83.9663,1205000,82.33,5334.32
-5652.14599609375,242,4986.05,242,80.1807,1210000,78.0987,4705.95
-5556.82666015625,243,4246.84,243,73.8702,1215000,74.2783,5098.76
-5715.15087890625,244,4742.64,244,73.3258,1220000,73.83,5059.56
-5697.517578125,245,4883.84,245,76.8514,1225000,76.8054,4791.4
-5704.2646484375,246,4583.42,246,71.2704,1230000,74.403,5388.95
-5932.056640625,247,4806.73,247,75.8657,1235000,78.8656,5191.31
-5879.2666015625,248,4123.34,248,72.7153,1240000,76.3894,5149.62
-5784.9345703125,249,4610.21,249,70.2538,1245000,74.7566,4646.88
-5843.298828125,250,4275.33,250,72.2229,1250000,73.3278,5042.71
-6011.3916015625,251,4908.84,251,70.5855,1255000,74.4962,5188.49
-6031.87890625,252,4058.65,252,82.7045,1260000,79.6307,4296.98
-5887.23681640625,253,4295.74,253,66.3097,1265000,72.511,4832.8
-6123.21044921875,254,4823.55,254,76.7091,1270000,79.5829,5212.88
-6191.533203125,255,4725.76,255,86.3151,1275000,81.6042,4896.19
-6242.6259765625,256,4482.94,256,75.9169,1280000,78.2567,5200.0
-6142.330078125,257,4429.51,257,72.4059,1285000,74.0738,5251.73
-6165.88671875,258,4168.57,258,74.114,1290000,79.4462,4781.02
-6180.9033203125,259,4807.7,259,70.3077,1295000,74.4365,4854.36
-6511.361328125,260,5139.28,260,82.8931,1300000,83.3407,5369.06
-6428.873046875,261,4303.97,261,76.3322,1305000,81.2955,4432.56
-6298.33056640625,262,3304.34,262,68.3193,1310000,74.3775,3133.13
-6755.08984375,263,5091.45,263,79.6396,1315000,81.5447,4985.1
-6661.44970703125,264,4745.08,264,77.9947,1320000,79.3357,4778.73
-6711.22216796875,265,4651.35,265,83.3948,1325000,83.9206,5046.53
-6770.44775390625,266,4803.96,266,73.741,1330000,77.4864,4849.78
-6712.99951171875,267,4622.06,267,81.8077,1335000,81.217,5150.22
-6582.89599609375,268,3845.52,268,76.0954,1340000,76.8333,5182.87
-6603.96240234375,269,4757.53,269,69.6705,1345000,72.5502,5411.21
-6968.53271484375,270,4796.21,270,78.4526,1350000,79.1003,4991.89
-6908.62353515625,271,4793.46,271,81.8722,1355000,77.9342,5272.87
-7026.26416015625,272,4190.9,272,81.5945,1360000,80.8273,5503.35
-7143.0732421875,273,4599.45,273,74.8468,1365000,77.1416,4186.85
-7136.61279296875,274,4888.38,274,84.9728,1370000,82.9957,5177.22
-7310.80126953125,275,4666.35,275,84.7243,1375000,80.8164,5226.93
-6765.37060546875,276,4200.9,276,61.0112,1380000,71.6341,4339.6
-6964.755859375,277,4505.25,277,67.6217,1385000,72.4842,4474.74
-7238.27490234375,278,3360.55,278,78.4706,1390000,80.6606,4308.16
-7168.16796875,279,4377.34,279,68.2665,1395000,74.3174,4469.26
-7113.9169921875,280,3670.92,280,67.1483,1400000,72.0699,4611.5
-7395.20166015625,281,4699.22,281,69.6847,1405000,76.4987,5180.84
-7317.92529296875,282,3983.14,282,75.4492,1410000,75.3049,4987.86
-7416.4287109375,283,4336.66,283,72.3425,1415000,75.8765,5124.97
-7623.35595703125,284,4531.63,284,77.7344,1420000,82.1899,5181.26
-7488.064453125,285,3970.52,285,80.0899,1425000,81.6463,4622.54
-7786.5654296875,286,4296.58,286,75.8878,1430000,83.2409,5194.72
-7794.7626953125,287,3975.77,287,78.6249,1435000,79.2578,5387.06
-7635.68701171875,288,4510.3,288,71.6091,1440000,72.21,4919.86
-7678.35498046875,289,3880.2,289,72.7451,1445000,77.0093,4962.92
-7964.21142578125,290,5157.24,290,74.914,1450000,79.0426,5376.04
-7964.89208984375,291,4697.04,291,77.7183,1455000,78.1946,5436.95
-7729.53515625,292,5066.92,292,65.7776,1460000,73.1821,5276.99
-7928.64111328125,293,4444.85,293,73.3623,1465000,78.1397,5196.09
-8069.83447265625,294,4269.93,294,68.9032,1470000,73.5629,5237.66
-8222.25390625,295,3587.11,295,75.1328,1475000,78.1032,4653.03
-8028.0751953125,296,4604.79,296,70.5403,1480000,74.8697,4653.16
-8152.880859375,297,4065.67,297,69.2513,1485000,77.3921,5325.25
-8395.8310546875,298,5308.81,298,72.5298,1490000,75.4409,5690.78
-8345.5126953125,299,4807.69,299,76.9052,1495000,79.2804,5568.03
-8414.5888671875,300,4929.61,300,77.934,1500000,79.1489,5051.41
-8527.2412109375,301,4397.37,301,76.4756,1505000,79.687,5253.98
-8507.283203125,302,4585.96,302,76.2032,1510000,78.3369,5611.24
-8717.3134765625,303,5190.73,303,71.3487,1515000,76.8406,5482.63
-8465.2685546875,304,4824.51,304,70.8753,1520000,78.7275,5564.46
-8400.6875,305,4810.55,305,67.6409,1525000,72.914,5393.17
-8824.16015625,306,5006.54,306,70.8204,1530000,76.0467,5374.09
-8871.6474609375,307,5254.7,307,74.4074,1535000,80.1292,5623.3
-8811.1572265625,308,5250.23,308,74.73,1540000,77.2761,5665.49
-8919.5654296875,309,4516.92,309,71.5163,1545000,77.9189,5300.46
-9036.9716796875,310,5232.22,310,73.1998,1550000,77.0996,5269.57
-8523.4345703125,311,4934.45,311,67.0861,1555000,76.2379,5687.75
-8682.693359375,312,4792.7,312,66.2786,1560000,72.6888,4914.8
-8608.3818359375,313,4787.67,313,65.1292,1565000,72.5903,5446.29
-8908.7353515625,314,4912.97,314,67.6541,1570000,75.8638,5448.37
-8823.873046875,315,4729.89,315,66.4661,1575000,74.825,5304.72
-9174.6708984375,316,4613.68,316,73.7072,1580000,75.0425,5351.89
-9339.4951171875,317,5079.59,317,76.2452,1585000,80.7117,5152.56
-9328.318359375,318,3969.26,318,78.2195,1590000,80.8834,4904.7
-9293.2890625,319,4684.4,319,76.7136,1595000,80.8291,5147.24
-9315.7373046875,320,4237.12,320,68.1167,1600000,78.2854,4841.48
-8980.6845703125,321,4164.07,321,61.9415,1605000,71.6631,5373.8
-9597.962890625,322,5063.92,322,77.8447,1610000,80.7427,5684.68
-9469.28515625,323,4839.32,323,71.5448,1615000,77.7913,5497.36
-9291.5673828125,324,4550.67,324,64.52,1620000,73.8455,5296.56
-9590.34375,325,3919.02,325,73.5818,1625000,79.9671,5061.32
-9652.333984375,326,4306.75,326,70.5783,1630000,79.2905,5398.52
-9954.75390625,327,5177.16,327,76.1427,1635000,83.033,5575.64
-9876.7431640625,328,4593.15,328,72.2139,1640000,78.7327,5568.01
-9413.376953125,329,4617.59,329,65.5631,1645000,74.0815,5142.8
-9926.5234375,330,4526.78,330,76.0947,1650000,79.3078,5132.29
-9957.74609375,331,4576.38,331,75.495,1655000,78.9383,5034.3
-9637.1767578125,332,4681.13,332,71.1112,1660000,76.6216,4408.53
-10032.302734375,333,4785.21,333,81.7014,1665000,80.9306,4988.22
-8940.51953125,334,4758.6,334,57.7981,1670000,70.2478,5364.94
-9735.751953125,335,4868.34,335,68.2187,1675000,74.9071,5290.82
-9875.8291015625,336,4281.09,336,72.6681,1680000,76.7737,4567.43
-9728.080078125,337,4802.53,337,68.6339,1685000,72.7309,5211.16
-10058.1728515625,338,4523.2,338,74.6355,1690000,78.7285,4677.78
-9954.7734375,339,4542.73,339,72.2878,1695000,76.4442,4916.72
-10272.94921875,340,4915.43,340,77.6106,1700000,80.9404,4918.84
-10294.744140625,341,4097.41,341,78.8691,1705000,78.3199,5586.29
-10278.98046875,342,4338.12,342,74.7087,1710000,78.4864,4731.76
-10079.822265625,343,4794.02,343,68.8989,1715000,76.2989,5511.65
-10167.193359375,344,3468.35,344,73.2567,1720000,78.0157,4085.24
-10244.16015625,345,4829.62,345,70.1188,1725000,76.6176,5341.35
-10470.1962890625,346,4914.59,346,78.144,1730000,80.0712,4782.63
-10556.4697265625,347,5048.03,347,76.4979,1735000,81.3708,5678.26
-10478.359375,348,4862.72,348,73.6407,1740000,78.026,5428.03
-10544.0302734375,349,4855.05,349,76.9091,1745000,79.4658,5382.67
-10634.09765625,350,4952.49,350,79.6877,1750000,83.2889,5072.54
-10524.333984375,351,4686.0,351,68.2859,1755000,76.4361,5552.92
-10691.7099609375,352,5353.82,352,78.3091,1760000,81.3656,5050.09
-10542.236328125,353,4859.98,353,70.1578,1765000,75.9053,5785.04
-10584.4814453125,354,4017.66,354,70.5515,1770000,77.8637,3335.37
-10458.99609375,355,4156.37,355,66.6171,1775000,72.1276,5408.2
-11008.15234375,356,5042.61,356,73.1476,1780000,78.9886,5374.13
-11068.908203125,357,4691.13,357,77.3708,1785000,81.3993,5651.32
-10930.615234375,358,4778.06,358,69.3661,1790000,78.3707,5325.41
-11134.7919921875,359,4884.15,359,80.9647,1795000,83.0314,5602.33
-10839.439453125,360,4473.73,360,74.8831,1800000,81.4855,4855.15
-10426.4736328125,361,4423.22,361,68.4428,1805000,74.3509,5595.93
-10920.2958984375,362,4465.87,362,75.942,1810000,82.0698,5098.13
-11112.0185546875,363,4507.38,363,72.1421,1815000,78.4483,5136.31
-10576.0615234375,364,3588.49,364,67.2881,1820000,74.0964,4864.78
-10842.1591796875,365,4553.43,365,66.0968,1825000,74.268,5642.87
-11239.9140625,366,4613.68,366,75.9905,1830000,80.6062,4951.07
-11245.9033203125,367,4904.22,367,71.7897,1835000,79.5698,5699.46
-11321.4091796875,368,3917.75,368,73.4997,1840000,82.1832,5239.76
-10620.263671875,369,5107.18,369,65.5505,1845000,73.6793,5425.06
-11292.4541015625,370,4686.07,370,74.8786,1850000,80.3006,5294.65
-10861.1796875,371,4852.11,371,64.2288,1855000,73.9028,5186.03
-11320.0185546875,372,4843.36,372,75.0971,1860000,81.0752,5732.28
-11577.5771484375,373,4991.61,373,75.5718,1865000,81.1362,5743.48
-11480.8173828125,374,4785.02,374,68.9818,1870000,79.0293,5755.46
-10787.373046875,375,4466.09,375,66.7021,1875000,74.1153,5682.79
-11583.0849609375,376,4909.54,376,82.3175,1880000,83.5823,5427.28
-11598.2412109375,377,4800.17,377,79.6509,1885000,82.4018,5438.45
-11591.4609375,378,3243.44,378,74.151,1890000,80.1813,5093.53
-10656.8671875,379,5040.14,379,63.4801,1895000,71.7761,4623.4
-11336.3515625,380,4608.93,380,72.6165,1900000,76.6435,5371.12
-11799.8818359375,381,4676.72,381,76.8036,1905000,82.8265,5621.02
-11771.958984375,382,4880.61,382,79.2486,1910000,83.6619,5066.66
-11666.251953125,383,5001.09,383,77.9947,1915000,81.968,5400.17
-11641.7802734375,384,4065.47,384,76.4275,1920000,82.667,5436.49
-11703.9951171875,385,4299.61,385,76.2122,1925000,81.3727,5259.13
-11878.58984375,386,4479.33,386,83.1566,1930000,83.6671,5662.52
