Reward Loss,Running Update Time,Running Reverse KL,Running Forward KL,Itration,Real Sto Return,Running Env Steps,Real Det Return
-7329.498046875,47,273.4619,351.2849,47,1139.1,235000,923.44
-7075.1494140625,48,260.519,371.4445,48,1067.52,240000,1027.6
-6785.52392578125,49,233.7267,351.7489,49,1227.88,245000,1065.18
-6632.54931640625,50,240.4411,359.0538,50,1191.3,250000,1164.24
-7020.2001953125,51,244.5308,379.3393,51,1240.12,255000,998.98
-7225.80078125,52,247.2501,375.3754,52,1289.22,260000,1143.38
-7996.49609375,53,259.5812,355.0065,53,992.73,265000,952.05
-7463.392578125,54,230.7889,362.944,54,1161.93,270000,1354.11
-8216.5654296875,55,266.0844,368.6704,55,1147.63,275000,1346.08
-7028.44580078125,56,218.7974,359.0564,56,1452.0,280000,1843.87
-7323.3544921875,57,218.5648,360.4228,57,1304.83,285000,1381.51
-7488.0322265625,58,213.7,367.893,58,2157.59,290000,1608.1
-7372.33935546875,59,199.3001,360.5034,59,2088.46,295000,976.31
-7030.3271484375,60,196.5957,364.487,60,1609.31,300000,1075.2
-7237.13427734375,61,204.7463,358.2723,61,1575.09,305000,1113.88
-7499.39501953125,62,199.7607,355.0141,62,1580.01,310000,927.35
-8372.9248046875,63,248.299,389.3986,63,1877.09,315000,966.47
-6395.97021484375,64,170.4298,342.6616,64,2912.3,320000,1665.06
-7507.33251953125,65,201.2439,352.1276,65,1450.28,325000,1214.68
-8713.78515625,66,219.1253,358.4869,66,1711.72,330000,805.89
-7633.435546875,67,194.7746,342.0425,67,2111.63,335000,1422.26
-8406.5810546875,68,216.3239,354.207,68,1876.64,340000,1061.11
-7071.42431640625,69,178.9593,349.6986,69,2354.9,345000,2099.86
-7694.46728515625,70,197.7158,358.4729,70,2752.05,350000,1844.31
-8334.3232421875,71,199.7492,340.8994,71,1731.94,355000,1491.4
-8124.9208984375,72,199.8551,357.673,72,1865.05,360000,1437.8
-7593.06005859375,73,172.2577,343.9826,73,3111.06,365000,1440.62
-6288.4443359375,74,143.5846,324.4721,74,2512.28,370000,1944.93
-7958.5625,75,207.6332,349.6608,75,3484.51,375000,1599.14
-7709.248046875,76,173.7041,346.7838,76,2403.74,380000,1230.64
-7973.2490234375,77,177.1459,344.84,77,2860.01,385000,3929.83
-7689.25341796875,78,165.6626,338.8713,78,2747.86,390000,1407.35
-7913.8291015625,79,159.7596,333.8423,79,2971.31,395000,3038.15
-8958.6796875,80,187.9442,336.4551,80,2707.63,400000,1653.49
-7400.4560546875,81,147.5088,324.7194,81,3691.02,405000,3947.57
-7343.69482421875,82,147.5281,328.9844,82,3965.79,410000,4745.27
-7786.265625,83,146.4587,325.0332,83,3186.73,415000,4692.7
-7315.99560546875,84,138.5311,334.1952,84,3605.75,420000,4463.17
-8197.712890625,85,148.5149,333.7331,85,3900.0,425000,3105.44
-8877.609375,86,166.6538,332.3188,86,4110.81,430000,4743.38
-7978.28564453125,87,130.7232,321.7362,87,3229.78,435000,4588.9
-8232.7255859375,88,133.6819,311.4966,88,3420.19,440000,5134.79
-8138.28466796875,89,127.0099,313.536,89,4286.47,445000,3562.31
-8405.5390625,90,126.4878,325.4653,90,4673.59,450000,4504.17
-7952.6884765625,91,118.7358,313.6831,91,4809.91,455000,4507.76
-8989.8330078125,92,132.6112,315.9369,92,4250.65,460000,4376.49
-8631.5654296875,93,137.1578,316.7983,93,3321.2,465000,4840.37
-8818.80078125,94,123.3229,326.9326,94,4340.92,470000,4724.94
-9676.1083984375,95,146.9035,320.9691,95,3764.02,475000,4879.66
-8247.7294921875,96,101.1965,311.2004,96,4683.22,480000,4933.94
-9214.1064453125,97,130.1513,309.6594,97,4265.39,485000,3581.43
-10198.6796875,98,131.6663,320.1322,98,4033.92,490000,4805.03
-9734.4931640625,99,136.2505,314.1681,99,4539.14,495000,4848.07
-8941.5439453125,100,100.4893,309.6917,100,4285.81,500000,5132.52
-9286.33203125,101,110.6042,302.8564,101,4696.88,505000,5094.17
-9586.7353515625,102,103.4445,317.3697,102,4261.5,510000,5059.59
-9904.9033203125,103,112.402,308.152,103,5041.97,515000,4793.59
-10576.0859375,104,127.9433,312.8286,104,4585.3,520000,5155.16
-10172.2099609375,105,112.9622,311.8342,105,4902.18,525000,4975.12
-10569.248046875,106,115.8901,311.3572,106,5028.75,530000,5201.53
-11691.658203125,107,145.965,320.5448,107,3517.59,535000,3370.07
-11381.2314453125,108,116.4821,320.5201,108,4006.2,540000,4132.79
-11546.79296875,109,112.9569,315.4134,109,4124.55,545000,5126.5
-11954.8125,110,145.5601,325.7989,110,3976.1,550000,4724.71
-10678.3447265625,111,109.4027,313.9856,111,4668.59,555000,5223.65
-11693.439453125,112,132.0508,318.1311,112,4186.28,560000,3875.95
-11408.302734375,113,107.3683,308.9343,113,4348.8,565000,4883.72
-11639.494140625,114,117.9758,316.5799,114,4690.92,570000,4667.29
-11690.603515625,115,111.7383,317.4962,115,4662.28,575000,5190.11
-11863.677734375,116,112.0273,313.4828,116,4638.6,580000,4695.83
-12711.6435546875,117,120.1342,313.9922,117,4191.81,585000,5156.17
-12665.330078125,118,110.6959,316.1146,118,4815.77,590000,3413.25
-11968.9580078125,119,127.281,313.0793,119,4041.41,595000,2010.28
-12902.8017578125,120,116.6882,324.0048,120,4878.05,600000,4548.3
-13132.64453125,121,146.8653,325.1551,121,4079.41,605000,1529.55
-13192.345703125,122,123.8824,323.3584,122,4940.99,610000,5120.28
-13008.5712890625,123,117.0377,316.5994,123,5082.09,615000,4708.47
-12950.1015625,124,114.4043,323.1508,124,4258.85,620000,3568.24
-13437.861328125,125,120.3749,325.9877,125,4547.57,625000,1118.01
-13756.7939453125,126,126.6965,322.3229,126,3762.11,630000,1470.58
-13851.0322265625,127,118.2244,320.3997,127,4559.4,635000,4028.71
-14468.271484375,128,115.9605,326.427,128,4638.19,640000,4968.8
-14282.8486328125,129,119.1121,322.9598,129,5025.12,645000,5056.36
-14538.400390625,130,136.079,328.4325,130,5008.43,650000,4665.18
-14555.580078125,131,120.7508,322.7464,131,4995.24,655000,4915.4
-14669.2578125,132,123.7934,333.4016,132,4545.65,660000,5047.43
-14437.658203125,133,164.6167,324.1697,133,4190.12,665000,1779.08
-15098.068359375,134,124.926,332.6454,134,4962.76,670000,4848.67
-15207.0595703125,135,126.2141,332.3852,135,4641.47,675000,3754.43
-15391.947265625,136,118.8377,322.5699,136,4944.59,680000,4912.2
-15840.9619140625,137,131.0504,336.1749,137,5055.11,685000,5165.68
-15782.5068359375,138,126.3066,329.7637,138,5025.59,690000,5137.69
-15537.5634765625,139,120.1843,331.824,139,5107.18,695000,5210.01
-16062.2275390625,140,136.6695,325.9608,140,4981.36,700000,5116.17
-15662.3779296875,141,127.5437,327.7893,141,4833.68,705000,3044.3
-16051.3974609375,142,124.4054,334.4444,142,4908.83,710000,4346.97
-16416.357421875,143,124.8572,328.8567,143,4846.49,715000,4823.29
-16008.6650390625,144,123.7106,324.7998,144,4770.67,720000,5000.38
-15837.248046875,145,134.015,325.6669,145,4801.7,725000,4942.12
-16673.171875,146,141.7835,334.8324,146,4886.4,730000,4100.45
-16237.4609375,147,115.3514,317.4253,147,5043.52,735000,4781.13
-16354.240234375,148,117.8877,325.4057,148,5033.09,740000,4291.52
-16564.732421875,149,110.3784,323.0893,149,5046.77,745000,5143.02
-16498.939453125,150,117.0948,323.4365,150,4819.01,750000,4847.42
-16757.1328125,151,132.8544,329.3391,151,4980.28,755000,5158.79
-16605.171875,152,134.6622,323.5432,152,4626.75,760000,1513.12
-16445.79296875,153,111.3675,329.4338,153,5053.47,765000,4730.67
-16847.00390625,154,116.9609,325.4421,154,5050.0,770000,4277.2
-16956.54296875,155,117.7887,323.8657,155,4892.23,775000,5205.19
-16888.912109375,156,121.0373,327.6675,156,5057.87,780000,5192.81
-16992.337890625,157,124.3367,327.3117,157,5015.54,785000,4961.29
-16939.734375,158,137.9512,323.2006,158,4860.42,790000,5120.34
-16776.03515625,159,108.9109,318.7244,159,4943.04,795000,4562.45
-16706.095703125,160,114.9641,317.2756,160,4543.53,800000,5129.79
-17083.228515625,161,110.2185,323.4308,161,5093.15,805000,5203.41
-17043.953125,162,121.1371,322.4401,162,5080.57,810000,4514.28
-17111.548828125,163,110.2167,319.4449,163,4929.88,815000,4078.45
-17238.53515625,164,114.7064,330.5994,164,4754.68,820000,4295.49
-17242.087890625,165,119.5541,328.1285,165,4961.73,825000,4225.62
-17352.861328125,166,117.8989,322.5701,166,5030.18,830000,3688.4
-17311.859375,167,112.6672,318.6196,167,5097.09,835000,5054.99
-17474.8046875,168,111.297,315.1456,168,5043.25,840000,5186.13
-17553.869140625,169,115.0403,321.652,169,5017.84,845000,4605.24
-17435.56640625,170,111.297,319.2866,170,5022.83,850000,3419.39
-17483.75,171,110.7241,318.6212,171,4805.07,855000,4611.64
-17135.466796875,172,126.6751,314.4372,172,4865.08,860000,3286.47
-16622.646484375,173,147.2591,324.2439,173,3212.11,865000,1627.75
-17613.2578125,174,110.4111,316.4742,174,5044.34,870000,4052.36
-17625.96484375,175,128.0268,328.423,175,4295.56,875000,4140.54
-17378.22265625,176,105.6258,319.3674,176,4827.66,880000,2596.83
-17893.345703125,177,121.7365,329.4001,177,4949.47,885000,4202.64
-17523.697265625,178,139.5677,323.9489,178,5028.01,890000,4760.02
-17311.8515625,179,107.8704,317.7786,179,4945.39,895000,4029.47
-17642.798828125,180,112.8353,329.7488,180,5028.1,900000,4247.86
-17833.232421875,181,116.0359,323.9039,181,5018.07,905000,4905.62
-17723.228515625,182,112.95,319.4112,182,4926.54,910000,1784.0
-17706.69140625,183,110.6559,324.2401,183,5020.73,915000,2231.43
-17701.904296875,184,109.6258,319.427,184,5051.75,920000,4102.09
-17891.8046875,185,113.5491,326.7324,185,4970.1,925000,4491.84
-17860.958984375,186,113.9123,321.0437,186,4809.32,930000,2566.46
-18062.8984375,187,128.6219,338.8962,187,4761.5,935000,4568.32
-17476.005859375,188,110.9749,316.8605,188,5021.93,940000,4768.82
-17948.984375,189,113.1106,326.742,189,4908.94,945000,4223.86
-17386.23828125,190,111.0928,315.8817,190,4918.49,950000,4741.9
-18024.05859375,191,107.3583,328.5439,191,4958.15,955000,5122.23
-17810.37109375,192,106.3595,324.7653,192,4765.82,960000,5112.41
-17783.71875,193,131.583,330.3161,193,4615.95,965000,5070.88
-18006.783203125,194,112.8423,329.949,194,4725.41,970000,4052.37
-17852.263671875,195,134.788,330.0935,195,3987.51,975000,4928.78
-17528.3125,196,144.5927,323.7849,196,4551.15,980000,3665.24
-18205.794921875,197,120.8806,330.2749,197,4824.88,985000,4827.11
-18370.888671875,198,121.5869,330.7217,198,4896.6,990000,5027.83
-18157.287109375,199,117.4344,329.0987,199,4878.57,995000,5080.58
-17991.294921875,200,122.0806,329.7206,200,4463.94,1000000,4435.35
-18041.3515625,201,117.2717,324.0574,201,4707.05,1005000,3876.18
-18124.564453125,202,123.1904,324.2256,202,4649.48,1010000,4479.0
-17988.56640625,203,122.0204,324.725,203,4714.82,1015000,4781.85
-18281.640625,204,115.1989,330.1765,204,4816.27,1020000,5110.17
-18224.46875,205,115.7351,327.9566,205,4554.81,1025000,5076.02
-18204.123046875,206,128.3728,329.3024,206,4828.1,1030000,5078.76
-18078.314453125,207,128.6057,334.7268,207,4154.46,1035000,4414.13
-17636.51953125,208,158.8694,343.8028,208,4899.74,1040000,4962.57
-18418.79296875,209,119.9915,333.7293,209,4963.48,1045000,4800.1
-18260.646484375,210,139.2525,339.7109,210,4397.24,1050000,5124.37
-18471.12109375,211,147.5304,347.3799,211,4815.0,1055000,4742.52
-18663.64453125,212,127.898,339.439,212,5046.64,1060000,4964.81
-18709.369140625,213,125.1233,341.5572,213,4902.27,1065000,4725.35
-18587.5390625,214,122.497,340.5213,214,4806.57,1070000,3004.2
-18347.310546875,215,129.3544,337.3531,215,4307.76,1075000,4153.13
-18770.63671875,216,127.3783,338.3945,216,4665.97,1080000,4472.34
-18549.064453125,217,138.3519,337.7057,217,5009.84,1085000,4776.63
-18226.875,218,154.2025,351.375,218,3963.95,1090000,3388.65
-18293.099609375,219,157.1174,342.2414,219,4255.07,1095000,4637.6
-18378.337890625,220,170.008,349.8366,220,4392.78,1100000,3463.23
-18449.5625,221,156.8608,348.7147,221,4393.93,1105000,5112.1
-18587.21875,222,153.7828,345.7176,222,4330.44,1110000,4744.49
-18521.458984375,223,165.8722,353.1625,223,4075.15,1115000,5189.37
-18848.640625,224,134.6767,344.1916,224,4000.13,1120000,3535.53
-18539.18359375,225,161.7639,345.0896,225,4593.58,1125000,4398.17
-18731.306640625,226,143.5485,341.5139,226,4930.36,1130000,5140.43
-18862.220703125,227,130.5135,336.1648,227,4907.67,1135000,5154.94
-18968.390625,228,131.2297,337.5064,228,3992.86,1140000,4526.57
-18903.810546875,229,123.667,340.4602,229,4581.74,1145000,3909.43
-18820.201171875,230,131.2758,337.834,230,5051.33,1150000,5079.58
-18676.865234375,231,142.1261,335.0501,231,4531.09,1155000,3578.76
-18715.873046875,232,132.3939,331.16,232,4822.63,1160000,4252.28
-18848.67578125,233,140.9392,337.494,233,4447.46,1165000,1628.35
-18701.724609375,234,153.3792,343.8805,234,4198.69,1170000,3492.61
-18926.3984375,235,135.1514,341.6453,235,4469.95,1175000,2276.33
-19161.787109375,236,146.7953,347.1987,236,4851.87,1180000,4331.34
-18982.537109375,237,138.2533,344.8709,237,4834.36,1185000,2346.2
-19072.0625,238,142.0893,345.4261,238,4812.46,1190000,5017.86
-18954.90625,239,142.3987,334.0522,239,4880.0,1195000,5003.71
-18983.279296875,240,139.144,340.96,240,3879.76,1200000,4197.7
-18692.91015625,241,177.8085,345.8357,241,3744.19,1205000,4013.12
-18849.2265625,242,134.7629,331.0013,242,4574.76,1210000,3291.2
-18833.072265625,243,142.2571,334.0794,243,4397.75,1215000,2859.14
-18889.484375,244,130.6739,323.7465,244,5068.24,1220000,4610.62
-18727.046875,245,121.4825,328.8864,245,4990.04,1225000,3978.68
-18896.435546875,246,122.3029,321.7089,246,5108.96,1230000,4792.38
-18920.2265625,247,133.3119,321.8846,247,4885.22,1235000,3010.89
-19092.59765625,248,122.1758,324.5189,248,4800.04,1240000,2603.7
-18858.7265625,249,124.7441,322.3666,249,4880.55,1245000,5168.78
-18907.88671875,250,121.0775,322.2429,250,4909.43,1250000,4906.73
-18728.875,251,142.0772,321.2651,251,4881.93,1255000,4714.75
-18615.654296875,252,128.8985,322.5302,252,4891.46,1260000,5177.4
-19084.85546875,253,120.4393,318.3263,253,5127.64,1265000,4990.46
-18834.607421875,254,135.098,322.4136,254,4642.77,1270000,4850.02
-18866.7109375,255,133.1954,318.7559,255,4708.04,1275000,5245.84
-18805.427734375,256,135.4093,319.3328,256,4214.47,1280000,3984.21
-18718.55859375,257,125.5943,319.0107,257,4341.96,1285000,3772.3
-18865.07421875,258,133.8758,325.8873,258,4313.56,1290000,4076.65
-18902.05078125,259,127.8443,324.0785,259,4727.39,1295000,4447.33
-18468.46484375,260,143.5827,319.1482,260,4835.48,1300000,2740.99
-19121.623046875,261,119.632,325.4011,261,4972.28,1305000,1457.32
-18641.552734375,262,127.7374,325.4653,262,4471.97,1310000,4687.71
-18410.779296875,263,129.3795,315.502,263,4495.24,1315000,3199.89
-18602.552734375,264,141.8107,321.7707,264,4681.66,1320000,4585.96
-18749.515625,265,127.0373,321.8277,265,4867.34,1325000,3633.26
-18935.46875,266,114.4797,320.4609,266,4345.36,1330000,3385.35
-18656.65625,267,128.8379,320.2348,267,4012.85,1335000,3417.31
-18428.298828125,268,153.088,325.2329,268,4852.85,1340000,3147.72
-18879.97265625,269,131.8144,325.353,269,4387.98,1345000,4857.88
-18865.775390625,270,127.7098,328.5591,270,4686.18,1350000,3167.59
-18426.734375,271,133.1638,328.1869,271,4416.17,1355000,4081.61
-18678.990234375,272,136.0008,329.6307,272,5093.42,1360000,4287.81
-18469.552734375,273,135.7265,329.4133,273,4197.05,1365000,3886.2
-18335.853515625,274,123.4019,323.8595,274,4826.45,1370000,3841.92
-19022.298828125,275,132.0078,335.1098,275,5039.65,1375000,4275.38
-18720.06640625,276,144.1248,328.6013,276,5072.25,1380000,3756.2
-19071.416015625,277,130.4545,335.6786,277,4924.71,1385000,4759.0
-18821.5234375,278,134.7541,334.6933,278,4819.02,1390000,4700.94
-18898.447265625,279,139.9715,338.2216,279,4855.94,1395000,4891.12
-19035.30078125,280,124.1557,332.5494,280,5085.66,1400000,5040.67
-18947.5546875,281,133.8118,333.3631,281,4947.61,1405000,4493.45
-19025.759765625,282,138.5645,333.542,282,4745.8,1410000,4903.84
-18744.849609375,283,149.7226,340.543,283,4475.68,1415000,3667.76
-18714.607421875,284,121.4137,326.3687,284,5101.38,1420000,3852.97
-18835.833984375,285,126.187,329.6083,285,4771.16,1425000,5165.59
-16702.203125,286,161.6361,339.0239,286,2836.51,1430000,1640.74
-18549.357421875,287,143.8115,333.3105,287,4187.75,1435000,4420.18
-18604.748046875,288,139.4526,330.6999,288,4626.31,1440000,5184.72
-17838.158203125,289,165.1777,343.6717,289,3728.14,1445000,3099.72
-17056.453125,290,147.5042,336.15,290,3608.68,1450000,3194.35
-18102.40234375,291,135.7135,334.0404,291,3960.69,1455000,4840.19
-18278.94140625,292,132.3861,334.0504,292,3944.57,1460000,3646.26
-19039.451171875,293,125.7435,332.0623,293,4729.72,1465000,4960.44
-17550.8125,294,133.2907,324.3839,294,2926.77,1470000,1944.62
-18739.689453125,295,135.639,333.6428,295,4236.32,1475000,2336.54
-17858.58203125,296,138.7273,343.301,296,3598.65,1480000,2175.7
-18989.77734375,297,127.1538,330.0927,297,3912.42,1485000,1091.97
-18149.82421875,298,140.2281,341.3407,298,3465.14,1490000,1278.74
-18711.626953125,299,123.8026,324.7253,299,5040.97,1495000,4891.52
-16700.90234375,300,162.5008,351.2927,300,2546.44,1500000,3883.57
-15718.390625,301,178.0232,350.4758,301,3856.51,1505000,4668.31
-16148.837890625,302,166.3066,357.8756,302,2423.06,1510000,4698.53
-17614.212890625,303,142.8886,345.1696,303,3344.35,1515000,5069.21
-16694.6875,304,180.2159,357.5554,304,2427.27,1520000,4242.26
-15851.77734375,305,171.4213,364.1943,305,2427.62,1525000,2591.03
-15760.5888671875,306,195.6308,371.1588,306,3155.86,1530000,4645.57
-16775.921875,307,158.4319,343.0033,307,3332.06,1535000,4879.13
-18358.328125,308,150.1193,347.9748,308,4013.23,1540000,4117.54
-18975.4296875,309,138.5552,337.9691,309,3815.69,1545000,4511.39
-18515.724609375,310,129.2675,332.3769,310,3686.04,1550000,5195.12
-19243.28515625,311,157.319,348.8401,311,4335.36,1555000,1630.6
-19339.0234375,312,156.9354,349.1387,312,4471.25,1560000,4527.5
-18605.78125,313,150.4813,348.7715,313,4840.48,1565000,4866.44
-19422.732421875,314,148.9029,353.3838,314,4560.0,1570000,3565.63
-18408.01953125,315,164.9071,349.1596,315,4283.41,1575000,4191.84
-18963.953125,316,158.5541,355.0917,316,4142.25,1580000,3033.83
-17598.498046875,317,177.0602,368.5796,317,3078.05,1585000,3589.36
-17245.67578125,318,204.6803,378.4615,318,2205.54,1590000,1356.5
-17137.59765625,319,182.9048,372.6982,319,3038.78,1595000,2208.67
-19389.177734375,320,160.9479,355.3635,320,4974.96,1600000,4120.08
-17448.08203125,321,174.9308,366.3943,321,2572.14,1605000,1585.31
-17825.98046875,322,164.856,355.2477,322,3843.12,1610000,4445.87
-16540.87890625,323,190.3848,364.4369,323,3062.06,1615000,2233.74
-18395.294921875,324,149.2324,353.3599,324,4656.3,1620000,4443.23
-19489.177734375,325,134.428,342.4573,325,4036.53,1625000,2524.19
-18672.939453125,326,184.6576,366.9194,326,3994.21,1630000,4067.05
-18193.501953125,327,172.2832,367.3788,327,3805.34,1635000,4328.04
-16614.21484375,328,180.3669,366.8388,328,2970.31,1640000,1955.32
-17518.71875,329,175.3178,361.0896,329,3154.01,1645000,2733.35
-15725.41015625,330,207.4701,366.9628,330,3280.52,1650000,2144.41
-15561.0947265625,331,180.0733,354.3448,331,2099.28,1655000,798.38
-16289.4970703125,332,168.195,348.4777,332,3444.08,1660000,2294.1
-15249.1513671875,333,167.5111,364.8798,333,2071.52,1665000,1838.07
-15912.3212890625,334,179.0081,365.2617,334,3562.65,1670000,3872.29
-16776.904296875,335,171.4195,355.1868,335,4156.91,1675000,3569.88
-16438.1875,336,163.8674,350.4208,336,3706.3,1680000,3313.46
-14818.654296875,337,175.4592,360.2847,337,3243.31,1685000,3417.49
-17125.404296875,338,152.8631,337.2011,338,3030.62,1690000,4283.47
-15771.5263671875,339,163.0595,336.5657,339,3835.99,1695000,3313.52
-17980.130859375,340,237.575,333.643,340,4214.08,1700000,4390.88
-17989.84765625,341,150.3328,327.3894,341,4763.8,1705000,4719.24
-17525.390625,342,164.0217,329.566,342,4298.71,1710000,4255.96
-18495.64453125,343,625.0159,344.5313,343,2958.99,1715000,3406.42
-15696.841796875,344,194.5718,341.3577,344,2931.11,1720000,1391.23
-17465.853515625,345,160.4699,336.6688,345,3738.79,1725000,4019.09
-15525.1650390625,346,183.4353,333.6374,346,3355.24,1730000,2693.21
-16197.7919921875,347,168.1171,336.564,347,3523.32,1735000,3095.06
-17061.7109375,348,204.4553,359.0351,348,1699.06,1740000,1374.84
-16594.275390625,349,194.9969,351.9284,349,3734.61,1745000,3006.58
-14760.7060546875,350,219.0071,362.1597,350,2269.81,1750000,4050.24
-19211.369140625,351,162.7354,327.6647,351,4327.02,1755000,3706.56
-16061.0732421875,352,238.079,372.7267,352,2821.5,1760000,1653.41
-18566.90234375,353,173.1092,333.0078,353,3470.22,1765000,3717.34
-19179.61328125,354,157.1911,330.3927,354,4231.04,1770000,4182.09
-18634.37890625,355,190.5331,345.1501,355,4602.49,1775000,4910.3
-19543.23828125,356,190.9641,346.3958,356,5077.76,1780000,4943.3
-18229.85546875,357,193.2991,344.7254,357,4461.6,1785000,4772.72
-19237.109375,358,190.0037,352.36,358,4535.33,1790000,4822.37
-19576.66796875,359,162.7365,334.9112,359,4670.09,1795000,4651.14
-19512.123046875,360,167.8757,349.2849,360,4794.72,1800000,4988.1
-19227.22265625,361,197.4899,372.8413,361,3863.85,1805000,3196.89
-18728.96875,362,183.0617,351.0597,362,4984.03,1810000,4997.27
-19435.58203125,363,273.3923,389.6099,363,4496.49,1815000,5003.04
-19696.9765625,364,171.2054,361.7764,364,4944.94,1820000,4766.95
-19797.8828125,365,208.4642,389.5228,365,4690.43,1825000,4701.2
-19825.466796875,366,201.5244,402.2293,366,4973.6,1830000,4997.87
-19820.361328125,367,192.0509,405.2153,367,4134.98,1835000,4803.36
-19407.36328125,368,304.0367,403.6773,368,3383.36,1840000,4777.96
-19273.6328125,369,241.8752,420.3029,369,4267.94,1845000,4644.61
-18891.458984375,370,218.387,425.8304,370,4099.44,1850000,4262.88
-18712.7109375,371,309.0385,449.5705,371,3662.42,1855000,3568.92
-18504.296875,372,276.3816,442.2028,372,3011.95,1860000,3064.82
-19003.21484375,373,299.2027,426.2188,373,3156.85,1865000,3304.61
-19045.056640625,374,253.3206,430.2716,374,2677.76,1870000,2369.9
-19612.419921875,375,257.8031,431.3402,375,4047.58,1875000,4112.64
-19541.96484375,376,242.3741,420.9552,376,4324.11,1880000,4825.4
-19512.03515625,377,249.1951,418.9084,377,3726.28,1885000,3991.87
-19313.109375,378,474.1244,437.8787,378,2984.45,1890000,3704.98
-19442.326171875,379,372.7552,422.7401,379,3255.03,1895000,3263.86
-19292.87109375,380,691.9401,450.6448,380,2420.18,1900000,2773.98
-19477.41796875,381,621.9161,449.2275,381,2774.94,1905000,2652.88
-19225.833984375,382,539.8495,434.1669,382,2094.46,1910000,2313.53
-19402.216796875,383,519.8849,423.0347,383,3585.28,1915000,3476.18
-19472.26953125,384,255.2583,419.8067,384,3637.15,1920000,3133.33
-19411.517578125,385,252.9528,423.9631,385,4494.9,1925000,3815.63
-19499.083984375,386,417.2443,424.9914,386,2902.78,1930000,3128.36
-19449.228515625,387,299.3388,405.6647,387,2927.1,1935000,3176.07
-19468.033203125,388,470.6793,418.1718,388,1486.01,1940000,1383.42
-19568.576171875,389,656.3539,421.0318,389,1964.27,1945000,1885.68
-19384.029296875,390,535.4784,413.6608,390,2624.85,1950000,3117.81
-19547.404296875,391,403.4554,407.3,391,3534.24,1955000,3471.6
-19530.212890625,392,454.6084,427.1524,392,2478.34,1960000,2807.48
-19470.287109375,393,427.2955,438.5751,393,1653.93,1965000,1918.08
