Real Sto Return,Running Forward KL,Itration,Real Det Return,Running Reverse KL
4360.24,290.0919,122,4544.14,106.5167
4466.6,288.9688,123,2980.12,73.1319
4292.5,283.2304,124,4492.85,77.0073
4655.61,289.8023,125,3708.67,81.8387
4322.48,274.443,126,4637.95,57.2617
4544.26,285.7207,127,4497.02,74.0463
4778.41,278.4507,128,4665.48,64.6497
3260.47,334.2357,129,4562.32,198.954
4648.7,275.3024,130,4496.44,60.2489
3890.93,297.3813,131,4516.99,90.9184
4531.57,302.3918,132,4457.65,91.6002
4795.12,269.7721,133,4709.03,53.5404
4443.8,288.4011,134,3971.47,92.923
4110.17,292.1476,135,3537.85,89.417
4632.33,274.7295,136,4651.95,64.9329
4688.41,275.2908,137,4614.61,54.5948
4840.18,255.7961,138,4193.41,42.9138
4747.4,265.512,139,4682.41,46.8245
4427.26,265.4028,140,4818.8,51.9762
4735.58,275.7054,141,4709.81,62.1262
4898.4,271.1777,142,4768.92,57.2795
4846.39,266.1314,143,4470.95,65.8053
4902.56,246.0898,144,4739.55,39.9254
4856.27,259.2467,145,4928.17,56.6745
4824.79,262.841,146,4802.06,46.0784
4665.62,270.3137,147,3938.22,54.8516
4712.05,258.6286,148,4876.91,45.9821
4278.54,276.9319,149,4420.88,54.7987
4438.2,276.8545,150,4439.74,65.9278
4874.5,250.6675,151,4908.91,54.9003
4862.91,253.4289,152,4433.17,39.6454
4721.38,264.6332,153,4946.86,53.4592
4766.1,273.9287,154,3914.28,57.2704
4717.81,270.3779,155,3732.54,54.3417
4556.21,270.8815,156,4397.57,69.1401
4494.78,264.1199,157,4354.03,63.0236
4810.67,254.5563,158,5105.97,44.6415
4798.06,269.8857,159,4649.88,54.558
4287.41,277.3113,160,4048.85,78.576
4414.77,281.3602,161,3901.04,75.2046
4785.01,271.318,162,4718.0,55.4938
4662.79,272.0937,163,4501.93,59.2257
4707.03,262.7164,164,4431.71,47.5039
4784.39,275.8946,165,4235.52,58.6935
4673.29,273.9738,166,3918.31,68.0306
4549.33,268.9079,167,4585.75,51.2303
4644.23,268.2085,168,4672.4,49.9611
4620.29,262.0809,169,4685.4,65.3248
4195.97,270.9261,170,3804.39,63.5797
4661.59,260.6821,171,4718.03,52.4956
4785.99,269.4742,172,2897.38,61.8112
4699.66,261.4393,173,4587.96,49.0376
4870.98,256.646,174,5019.54,40.4468
4604.95,266.3406,175,4493.27,49.7507
4729.91,270.4278,176,3490.98,54.9891
4893.94,249.6298,177,4982.2,37.7005
4711.86,255.2138,178,4791.88,55.0732
4751.3,262.7392,179,4048.75,57.1036
4887.27,244.2666,180,5082.22,35.98
4736.61,264.8985,181,4905.77,48.4706
4694.99,245.7675,182,4728.72,34.1172
4749.76,267.7463,183,4680.12,64.8682
4700.9,261.6521,184,3829.2,46.3089
4493.02,263.0141,185,5125.64,48.6002
4401.47,252.8858,186,4412.89,39.9486
4725.93,260.5844,187,4309.57,42.3933
4434.17,241.714,188,4880.58,45.4539
4736.04,256.6706,189,4173.21,40.5494
3997.05,280.7453,190,2329.81,88.2804
4625.6,255.6085,191,4663.89,42.7236
4673.18,252.0683,192,4923.54,41.9258
4786.75,259.5505,193,4579.23,47.4022
4372.54,261.904,194,4087.94,51.4782
4780.4,246.5048,195,4258.21,34.6693
4396.36,260.0996,196,1981.19,52.3989
4844.08,250.2815,197,4196.39,40.0841
3909.33,287.1985,198,2230.34,115.7324
