Reward Loss,Running Update Time,Itration,Running Env Steps,Real Sto Return,Real Det Return,Running Reverse KL,Running Forward KL
-18170.234375,211,211,1055000,3652.72,1162.28,207.8688,358.4535
-18421.005859375,212,212,1060000,3908.06,910.05,185.0876,353.4824
-18061.3125,213,213,1065000,2858.48,1536.3,200.9289,358.3179
-18225.013671875,214,214,1070000,3529.13,1483.87,170.4113,344.7925
-18298.75390625,215,215,1075000,4483.38,1892.58,178.4,348.7485
-17870.869140625,216,216,1080000,2340.12,843.53,218.548,351.8866
-18078.083984375,217,217,1085000,2963.34,879.59,196.6229,355.0092
-18672.708984375,218,218,1090000,4562.66,1817.41,158.7705,338.2926
-18590.990234375,219,219,1095000,4232.33,2305.12,169.1175,343.729
-18044.794921875,220,220,1100000,2483.54,974.94,194.3741,373.1306
-18247.578125,221,221,1105000,2278.85,1674.32,234.0916,373.3017
-18567.619140625,222,222,1110000,2989.57,2487.02,205.6286,363.3521
-18457.927734375,223,223,1115000,3298.65,3265.66,183.9871,351.3948
-18784.19921875,224,224,1120000,4864.84,2468.37,177.8533,350.626
-18787.62109375,225,225,1125000,4629.33,4026.7,191.0949,359.3569
-18869.734375,226,226,1130000,4668.16,1901.26,197.5323,354.8643
-18989.736328125,227,227,1135000,4386.18,2165.61,206.6253,364.1531
-18840.048828125,228,228,1140000,3512.08,1559.97,215.3546,371.1496
-18691.720703125,229,229,1145000,4103.92,3075.64,203.9097,360.8335
-18847.376953125,230,230,1150000,3650.2,2253.96,239.42,370.3612
-19012.3671875,231,231,1155000,4900.61,3215.04,194.536,355.7512
-19113.107421875,232,232,1160000,4971.42,2385.8,196.4763,357.179
-19119.00390625,233,233,1165000,4454.52,1298.2,199.395,362.8403
-18935.07421875,234,234,1170000,4029.03,1244.58,206.8768,366.9323
-18950.0703125,235,235,1175000,4675.7,2509.21,196.0928,363.6747
-19051.349609375,236,236,1180000,4617.41,2753.57,196.5966,358.0442
-18500.9375,237,237,1185000,2293.67,1073.53,216.7289,368.6128
-19109.748046875,238,238,1190000,4966.19,3025.75,187.675,356.0015
-18952.6328125,239,239,1195000,4735.68,3737.74,178.617,352.6454
-18873.62109375,240,240,1200000,4487.46,1923.05,183.6934,347.7497
-18934.130859375,241,241,1205000,4513.09,2264.77,193.1612,355.9663
-18951.873046875,242,242,1210000,4788.83,4006.07,184.03,351.568
-19183.505859375,243,243,1215000,4926.73,2863.2,200.5458,354.4162
-19129.236328125,244,244,1220000,3704.98,1503.92,197.6008,359.0104
-19018.341796875,245,245,1225000,4567.56,3503.44,184.3685,352.1099
-19059.853515625,246,246,1230000,4821.82,3543.63,185.1285,351.7253
-18947.00390625,247,247,1235000,4876.63,4505.18,171.6551,347.5082
-18962.27734375,248,248,1240000,4866.95,3941.13,170.6426,345.9306
-18912.09375,249,249,1245000,4538.8,4231.26,170.5318,345.2182
-19033.123046875,250,250,1250000,4701.22,3505.46,184.6989,352.7859
-19006.0,251,251,1255000,4787.88,4436.73,193.1236,352.255
-19108.3359375,252,252,1260000,4771.97,3392.63,206.1824,357.2193
-19003.18359375,253,253,1265000,4805.04,4076.31,189.5584,347.7134
-19103.3359375,254,254,1270000,4469.93,1428.62,186.3207,350.8292
-18771.591796875,255,255,1275000,4393.26,4123.53,181.3025,352.3402
-18807.658203125,256,256,1280000,3595.4,2473.03,170.0594,347.9076
-18709.376953125,257,257,1285000,4065.74,2890.67,173.0449,346.6143
-18744.42578125,258,258,1290000,4011.67,2592.02,171.6925,340.6472
-19083.779296875,259,259,1295000,4294.49,3202.54,192.0584,353.6743
-18944.3984375,260,260,1300000,4488.67,2701.03,166.2004,343.6469
-18987.3359375,261,261,1305000,4670.03,4307.16,176.1963,343.8209
-19010.755859375,262,262,1310000,4380.0,3209.19,188.874,356.5074
-18565.333984375,263,263,1315000,4228.2,2504.43,176.8002,341.88
-18179.919921875,264,264,1320000,4170.37,2865.06,168.1863,335.528
-18587.7578125,265,265,1325000,3852.34,2808.46,167.9995,341.3184
-18795.08203125,266,266,1330000,3425.57,3080.48,189.9037,348.65
-18906.43359375,267,267,1335000,4074.28,3575.68,184.3983,361.3684
-19123.486328125,268,268,1340000,4638.3,2421.13,178.039,355.4667
-18924.1171875,269,269,1345000,2564.34,1787.35,212.8,374.8965
-18536.109375,270,270,1350000,2568.08,1063.65,195.4106,367.2664
-18653.80859375,271,271,1355000,2666.56,1571.72,188.3779,364.2253
-18229.7734375,272,272,1360000,2105.75,1462.01,208.4088,372.6063
-18305.19140625,273,273,1365000,3314.58,1899.68,212.0816,368.934
-18792.689453125,274,274,1370000,4064.69,2027.37,178.1895,350.0905
-18380.947265625,275,275,1375000,4055.19,1225.16,183.5029,357.9731
-18023.76171875,276,276,1380000,2804.28,3336.11,185.3109,356.5061
-18355.77734375,277,277,1385000,3697.48,3511.32,174.8488,351.5889
-18677.685546875,278,278,1390000,4430.05,4939.24,173.708,346.0254
-19139.048828125,279,279,1395000,4177.88,4143.1,176.9327,345.6896
-19165.255859375,280,280,1400000,4703.96,4551.66,178.0801,346.2226
-18778.1796875,281,281,1405000,4250.55,4959.15,171.3195,341.2834
-17860.287109375,282,282,1410000,3025.41,2114.17,177.4921,349.6625
-18094.642578125,283,283,1415000,2287.8,4683.18,175.3526,346.5051
-18160.048828125,284,284,1420000,4055.42,3702.66,167.4172,342.6254
-16313.2861328125,285,285,1425000,2054.91,1803.17,185.9529,355.0926
-17179.4140625,286,286,1430000,2510.66,1794.4,189.2539,352.8952
-15584.3466796875,287,287,1435000,2177.4,1197.54,215.5035,375.7531
-17183.525390625,288,288,1440000,2511.24,1474.83,175.5425,349.9692
-17415.3046875,289,289,1445000,3767.24,873.5,191.6616,358.1741
-16028.236328125,290,290,1450000,2945.06,1155.43,205.8533,360.5096
-18498.52734375,291,291,1455000,4083.51,3325.55,179.012,347.0673
-16759.95703125,292,292,1460000,3121.21,1129.88,187.6832,351.4339
-16696.365234375,293,293,1465000,2472.77,1288.14,194.364,358.5342
-18550.740234375,294,294,1470000,3926.79,1631.4,162.0287,336.3545
-18048.572265625,295,295,1475000,4342.1,3547.74,166.2703,338.4692
-18657.359375,296,296,1480000,4049.48,2373.31,174.6758,340.3585
-18497.87109375,297,297,1485000,4408.92,2160.06,168.019,338.493
-19150.87890625,298,298,1490000,4733.67,4738.51,195.6172,344.1726
-18316.884765625,299,299,1495000,4215.22,4343.44,166.6342,336.5845
-18511.025390625,300,300,1500000,3512.79,1195.71,167.7219,337.8045
-17848.158203125,301,301,1505000,3404.31,2746.78,205.6948,358.6514
-17853.599609375,302,302,1510000,3096.27,4089.31,208.9939,354.879
-17620.6015625,303,303,1515000,3207.84,4371.64,242.1448,374.153
-18168.904296875,304,304,1520000,3381.2,3558.34,242.5606,372.4315
-16746.333984375,305,305,1525000,1662.08,3104.53,243.3855,377.4317
-18457.0546875,306,306,1530000,3879.65,2798.0,204.269,361.9013
-18042.796875,307,307,1535000,2928.59,2226.33,181.5421,341.2253
-17988.435546875,308,308,1540000,3346.8,1793.44,191.0304,344.5498
-17263.0078125,309,309,1545000,1551.0,1529.28,246.9282,374.7066
-17648.009765625,310,310,1550000,2023.18,1843.31,213.9315,369.4444
-16869.828125,311,311,1555000,1973.31,2152.14,223.0934,381.4682
-16039.8369140625,312,312,1560000,1269.87,1308.69,260.3494,397.0342
-17711.44140625,313,313,1565000,1996.9,1853.64,193.8397,359.3026
-17315.833984375,314,314,1570000,2580.38,2012.38,223.8334,363.873
-16667.798828125,315,315,1575000,1246.25,1327.99,254.7372,398.5506
-16837.3515625,316,316,1580000,2531.78,1862.77,221.1801,365.4977
-16906.373046875,317,317,1585000,2202.59,2333.92,180.3477,349.0799
-17508.201171875,318,318,1590000,3631.72,2750.39,166.8676,351.5682
-18237.01171875,319,319,1595000,2903.6,3483.19,167.244,356.4503
-18393.52734375,320,320,1600000,3941.43,3875.46,195.0655,366.5781
-19129.587890625,321,321,1605000,4145.92,2965.9,198.8252,359.3024
-18013.615234375,322,322,1610000,2777.06,2868.53,240.0473,383.1253
-18354.24609375,323,323,1615000,1939.31,2079.42,254.306,394.4665
-18342.796875,324,324,1620000,2015.32,1592.96,224.743,379.0602
-18243.599609375,325,325,1625000,2706.88,2821.45,235.791,405.8076
-18530.314453125,326,326,1630000,1951.04,2291.36,251.8272,401.2095
-18286.810546875,327,327,1635000,2117.26,2687.75,246.2048,406.8488
-18405.953125,328,328,1640000,1331.17,992.91,316.0598,413.404
-17948.25390625,329,329,1645000,1658.3,1729.36,270.0997,410.1495
-18227.6875,330,330,1650000,1119.39,1583.82,326.3439,408.7088
-17704.677734375,331,331,1655000,2301.68,1730.31,297.0672,415.3717
-18509.7734375,332,332,1660000,2905.18,2138.43,273.4877,409.2943
-19059.56640625,333,333,1665000,4190.38,3845.41,274.1062,411.3675
-19534.6328125,334,334,1670000,4670.84,4563.49,264.6613,396.8771
-18984.47265625,335,335,1675000,3760.62,3493.65,268.8819,414.231
-19332.984375,336,336,1680000,3803.36,3677.48,286.8724,419.9875
-19155.287109375,337,337,1685000,3814.92,4284.4,314.4974,433.8085
-19423.349609375,338,338,1690000,4001.44,3615.84,286.9194,430.6607
-18144.51171875,339,339,1695000,1385.82,865.79,356.1425,439.6814
-18309.587890625,340,340,1700000,1481.21,2441.06,343.3338,444.9498
-18420.779296875,341,341,1705000,2254.87,1391.62,348.118,451.9834
-17569.8671875,342,342,1710000,690.67,505.84,377.7755,481.8045
-17936.470703125,343,343,1715000,1977.01,2196.81,271.8481,438.2075
-18584.6640625,344,344,1720000,2885.43,2223.58,260.081,432.9209
-19062.541015625,345,345,1725000,3056.78,2635.28,243.2598,427.7683
-17995.92578125,346,346,1730000,1878.31,1395.03,341.5745,438.0158
-18317.330078125,347,347,1735000,944.08,895.17,293.9582,434.3836
-18356.529296875,348,348,1740000,1558.96,1323.73,249.0079,433.7192
-18845.900390625,349,349,1745000,2116.21,2479.84,256.3959,431.2797
-18489.51953125,350,350,1750000,1130.15,1494.6,310.0696,434.9244
-18260.841796875,351,351,1755000,2332.32,2105.14,292.5519,425.7505
-18841.28515625,352,352,1760000,3464.71,2333.2,228.4771,426.3285
-18539.37890625,353,353,1765000,3346.21,3713.21,244.9061,436.5292
-19364.30859375,354,354,1770000,4072.21,4640.16,225.6677,432.7056
-18488.6171875,355,355,1775000,2955.34,3552.67,255.5199,430.2294
-18861.880859375,356,356,1780000,2981.75,4359.87,234.0745,428.366
-18552.033203125,357,357,1785000,2934.92,1916.72,242.1765,427.8163
-18671.814453125,358,358,1790000,3027.6,2805.24,235.8362,414.334
-18635.787109375,359,359,1795000,1317.34,1534.56,245.375,436.2126
-17548.1328125,360,360,1800000,541.72,572.6,334.5889,465.5557
-17751.12109375,361,361,1805000,537.76,432.82,308.3166,453.4467
-18025.85546875,362,362,1810000,1210.83,969.72,328.0893,447.0837
-18572.041015625,363,363,1815000,533.53,474.47,281.6965,454.8409
-18664.716796875,364,364,1820000,727.27,892.59,364.8798,460.154
-18388.484375,365,365,1825000,380.43,487.06,335.3801,474.9699
-18323.05078125,366,366,1830000,906.59,868.32,327.7127,470.6076
-18668.572265625,367,367,1835000,1008.73,630.03,348.3406,467.8153
-17893.82421875,368,368,1840000,522.22,525.98,382.645,479.5498
-18031.53515625,369,369,1845000,421.83,375.82,339.245,480.0752
-17582.443359375,370,370,1850000,269.84,246.71,312.0749,482.3542
-18148.515625,371,371,1855000,315.04,359.43,367.0082,485.4498
-18924.640625,372,372,1860000,332.63,365.93,2007.9316,498.9103
-18437.97265625,373,373,1865000,380.26,359.37,331.1444,469.978
-18652.63671875,374,374,1870000,333.78,291.64,344.7388,471.9643
-18689.421875,375,375,1875000,236.1,205.9,437.2795,483.5857
-18674.4375,376,376,1880000,203.46,198.04,369.5319,491.0907
-19114.11328125,377,377,1885000,259.02,279.04,968.1629,475.9557
-18557.4921875,378,378,1890000,216.62,232.98,338.7341,490.7837
-18599.4765625,379,379,1895000,266.7,286.3,363.6278,491.2252
-18878.384765625,380,380,1900000,243.01,270.98,340.5906,468.9282
-19061.33203125,381,381,1905000,298.88,298.02,317.9371,484.5659
-18884.5390625,382,382,1910000,269.22,244.12,328.8737,481.0116
-19166.490234375,383,383,1915000,254.54,214.78,338.311,485.2599
-19598.263671875,384,384,1920000,270.59,286.55,396.4364,494.3581
-19712.474609375,385,385,1925000,192.78,224.57,611.9036,501.1305
-19700.2109375,386,386,1930000,152.06,150.8,879.9519,681.2735
-19750.53515625,387,387,1935000,182.96,149.37,1098.6482,539.0577
-19728.8359375,388,388,1940000,133.64,145.88,1178.2942,595.3053
-19781.44140625,389,389,1945000,103.78,97.21,1319.2847,767.1459
-19748.341796875,390,390,1950000,99.16,96.46,1286.9731,692.6435
-19796.60546875,391,391,1955000,108.51,98.73,1252.4182,732.7496
-19814.318359375,392,392,1960000,87.98,89.64,1188.7269,808.5859
-19791.65625,393,393,1965000,76.42,73.25,1182.0836,759.4202
-19824.259765625,394,394,1970000,69.74,62.29,958.9798,770.1275
-19828.296875,395,395,1975000,60.2,60.61,924.1209,747.8723
-19835.7578125,396,396,1980000,59.73,59.1,1363.4871,773.1208
-19840.388671875,397,397,1985000,59.1,59.32,1285.053,775.3035
