Running Forward KL,Real Sto Return,Running Update Time,Reward Loss,Itration,Running Reverse KL,Running Env Steps,Real Det Return
69.5655,289.27,58,-779.4984741210938,58,28.7791,290000,645.43
73.0843,200.49,59,-813.229736328125,59,30.5026,295000,616.31
68.7778,252.6,60,-811.711669921875,60,29.6896,300000,873.51
68.8034,260.39,61,-829.4557495117188,61,28.5101,305000,792.55
71.9004,172.15,62,-860.7710571289062,62,30.0148,310000,621.78
70.7965,284.49,63,-871.9237670898438,63,30.097,315000,1081.1
70.876,286.89,64,-900.60986328125,64,30.7215,320000,810.1
69.3009,274.49,65,-898.1707763671875,65,29.3332,325000,759.85
65.9452,266.94,66,-893.9909057617188,66,27.9804,330000,730.64
69.9708,236.52,67,-942.7371826171875,67,29.1335,335000,829.43
69.9379,201.55,68,-963.2853393554688,68,29.0046,340000,902.44
71.3866,-166.8,69,-897.7147827148438,69,55.7517,345000,415.64
78.7722,-119.29,70,-1057.0814208984375,70,45.9864,350000,122.83
84.0792,-871.09,71,-1095.2880859375,71,76.8639,355000,-938.66
81.7081,-72.41,72,-1108.18212890625,72,44.6659,360000,-38.03
76.1428,2.97,73,-1100.7802734375,73,34.187,365000,135.03
75.9269,27.01,74,-1117.58154296875,74,33.7887,370000,121.48
74.489,32.64,75,-1132.18798828125,75,33.6523,375000,87.42
72.1845,170.97,76,-1115.1353759765625,76,33.0063,380000,458.66
74.4852,-225.09,77,-1141.668701171875,77,40.6727,385000,-527.32
78.8695,-429.21,78,-1251.5345458984375,78,48.9806,390000,-91.67
77.3464,-303.59,79,-1247.2064208984375,79,44.5417,395000,-297.33
75.754,14.73,80,-1250.114013671875,80,33.4519,400000,16.06
74.997,43.24,81,-1270.870849609375,81,33.1072,405000,265.88
74.211,131.35,82,-1271.18017578125,82,30.4739,410000,495.75
72.9588,135.01,83,-1285.326416015625,83,31.0044,415000,777.93
70.7391,369.42,84,-1280.2384033203125,84,30.4026,420000,1111.35
69.6736,230.63,85,-1266.362060546875,85,30.3883,425000,926.44
68.3833,422.35,86,-1296.7178955078125,86,31.3185,430000,510.24
68.0228,417.64,87,-1338.5859375,87,30.9043,435000,1064.81
69.6905,492.31,88,-1384.0743408203125,88,31.3389,440000,1190.59
67.3609,439.53,89,-1342.9141845703125,89,29.0044,445000,1483.54
69.5228,518.1,90,-1430.2716064453125,90,30.6117,450000,1208.94
67.6673,451.07,91,-1433.3963623046875,91,30.7126,455000,1164.4
66.6212,395.37,92,-1415.5152587890625,92,29.3042,460000,1266.83
66.0984,533.79,93,-1417.062255859375,93,29.6877,465000,1258.81
70.9939,397.13,94,-1546.099365234375,94,30.4406,470000,940.17
70.2644,421.4,95,-1555.97265625,95,29.9457,475000,1127.63
66.6118,449.38,96,-1511.229248046875,96,28.7851,480000,854.05
68.1238,500.93,97,-1566.684814453125,97,29.4307,485000,1144.45
69.2406,371.67,98,-1621.17333984375,98,29.4402,490000,847.56
67.1209,374.13,99,-1599.0989990234375,99,29.1639,495000,1206.44
65.0947,739.01,100,-1574.213623046875,100,29.0708,500000,1548.23
68.4559,188.12,101,-1696.6571044921875,101,36.3511,505000,517.22
69.2424,421.36,102,-1703.2274169921875,102,31.279,510000,1196.69
67.5779,442.19,103,-1696.7308349609375,103,30.1393,515000,1252.32
65.5836,512.06,104,-1679.941650390625,104,28.8073,520000,1092.48
65.7747,664.69,105,-1706.6678466796875,105,30.6118,525000,1614.43
65.8814,375.15,106,-1761.0706787109375,106,28.9526,530000,966.81
65.4476,523.51,107,-1792.5396728515625,107,28.2159,535000,1080.31
68.2189,307.15,108,-1881.2857666015625,108,29.2459,540000,659.83
63.1914,510.19,109,-1697.5152587890625,109,27.1964,545000,726.9
63.9255,670.67,110,-1793.48974609375,110,27.789,550000,1355.63
64.8877,814.9,111,-1770.5772705078125,111,31.5988,555000,636.02
64.3945,586.17,112,-1841.920654296875,112,26.9112,560000,1022.53
65.8114,531.93,113,-1961.494140625,113,29.3597,565000,1274.2
66.1952,657.88,114,-1973.1158447265625,114,28.8938,570000,1429.82
64.8532,581.27,115,-1981.903076171875,115,27.4103,575000,1025.86
64.7679,464.32,116,-2010.78466796875,116,28.4276,580000,1006.03
66.1049,383.81,117,-2085.524169921875,117,28.3697,585000,1239.15
71.4427,428.88,118,-2219.416259765625,118,29.7251,590000,1192.45
68.4565,372.44,119,-2202.26953125,119,28.546,595000,1178.59
63.857,814.41,120,-1998.8365478515625,120,29.1508,600000,1422.02
62.2979,545.23,121,-2017.7752685546875,121,26.6211,605000,1476.2
69.5247,404.67,122,-2306.03125,122,28.8383,610000,987.83
68.3352,468.49,123,-2322.18505859375,123,28.7257,615000,1141.43
65.0942,706.02,124,-2216.58740234375,124,29.1041,620000,1728.26
65.132,364.81,125,-2275.822998046875,125,27.4091,625000,880.74
63.8575,858.8,126,-2139.71533203125,126,29.3432,630000,1725.76
66.0405,550.39,127,-2400.589599609375,127,27.9234,635000,1141.44
65.5063,730.15,128,-2414.784423828125,128,28.0044,640000,1886.49
63.9426,553.36,129,-2379.600341796875,129,26.7555,645000,1207.13
64.2653,383.05,130,-2394.6474609375,130,25.843,650000,897.62
66.1574,418.15,131,-2550.742919921875,131,27.5651,655000,656.82
62.5687,633.95,132,-2454.81884765625,132,27.0061,660000,1423.01
64.8609,726.36,133,-2540.58984375,133,27.4456,665000,1947.95
64.913,681.16,134,-2546.9267578125,134,27.7042,670000,1745.14
64.3295,975.51,135,-2594.68359375,135,27.928,675000,1922.55
63.2235,639.75,136,-2543.130859375,136,26.7021,680000,1877.82
62.1281,952.77,137,-2432.704833984375,137,28.766,685000,1831.32
62.3355,920.78,138,-2471.410888671875,138,28.3366,690000,2182.6
62.5424,971.99,139,-2411.959716796875,139,28.5568,695000,1918.55
60.42,1142.03,140,-2333.5615234375,140,30.3818,700000,1507.95
64.8887,1065.69,141,-2808.010986328125,141,28.4758,705000,2433.35
61.1567,857.91,142,-2537.033447265625,142,26.5229,710000,1328.38
65.9985,841.16,143,-2957.107666015625,143,27.9357,715000,2167.4
64.1882,684.27,144,-2837.95263671875,144,26.9684,720000,1602.68
65.5275,736.24,145,-2983.96337890625,145,27.3022,725000,1421.36
63.0967,730.24,146,-2786.634033203125,146,30.0412,730000,1699.21
63.8473,958.76,147,-2978.36767578125,147,27.1096,735000,2044.29
63.022,893.89,148,-2929.67822265625,148,26.5349,740000,1866.76
64.0926,629.49,149,-3071.91943359375,149,26.6554,745000,1331.22
66.9462,858.12,150,-3230.042236328125,150,28.1513,750000,1744.48
63.4671,983.89,151,-3050.564697265625,151,26.0842,755000,1519.78
65.0929,1226.94,152,-2969.635986328125,152,29.6623,760000,1871.78
62.7694,1221.25,153,-3017.474609375,153,27.4041,765000,2276.73
65.2885,1059.6,154,-3268.080322265625,154,27.5603,770000,2274.82
64.6401,1328.36,155,-2993.561767578125,155,29.9484,775000,2088.82
61.9186,1137.95,156,-3040.3466796875,156,27.0421,780000,1917.17
60.7027,1117.0,157,-2845.361328125,157,27.3271,785000,1621.72
64.2085,1515.83,158,-2978.782958984375,158,31.5907,790000,2411.69
62.9433,1249.47,159,-2995.11572265625,159,30.761,795000,2305.02
62.9413,1590.65,160,-3001.998046875,160,30.6635,800000,2788.62
62.1341,1823.57,161,-2780.80029296875,161,33.4846,805000,2598.16
64.1428,1201.45,162,-3523.283203125,162,26.5549,810000,1820.86
62.6686,1418.32,163,-2830.79296875,163,33.1538,815000,2735.96
64.0693,1236.4,164,-3469.783203125,164,27.8289,820000,2482.39
64.3713,1741.97,165,-3061.36083984375,165,32.5052,825000,2535.6
63.8265,1506.75,166,-3215.781982421875,166,29.7121,830000,2770.39
65.226,1543.47,167,-3185.62548828125,167,32.6914,835000,2671.96
64.7686,1041.83,168,-3804.207275390625,168,27.0782,840000,1871.25
63.8575,1094.54,169,-3593.3017578125,169,27.3184,845000,1339.29
67.3151,692.57,170,-4084.034912109375,170,28.037,850000,1040.9
66.7891,1676.0,171,-3143.9248046875,171,36.1198,855000,2061.99
80.1039,-1281.94,172,-4528.01318359375,172,112.8408,860000,-1558.32
81.9913,-270.89,173,-4735.701171875,173,70.0669,865000,-42.99
76.1939,21.88,174,-4629.712890625,174,46.7708,870000,61.91
68.3895,394.76,175,-4458.62109375,175,28.0671,875000,720.01
67.2673,267.19,176,-4389.4462890625,176,33.7826,880000,503.89
64.5563,1045.87,177,-3992.16796875,177,27.5886,885000,2095.78
65.0469,834.72,178,-3910.87060546875,178,28.6067,890000,2298.52
62.9192,878.75,179,-4093.175048828125,179,26.1266,895000,1269.18
64.3848,1556.44,180,-3396.39892578125,180,32.0759,900000,2526.17
66.2579,1569.66,181,-3483.573486328125,181,33.4615,905000,2734.24
63.3289,2464.48,182,-3410.651611328125,182,37.3607,910000,2982.37
64.3577,1789.32,183,-3328.619873046875,183,36.3976,915000,1597.86
66.0249,2061.33,184,-3683.947998046875,184,33.6537,920000,2349.44
66.8617,2085.59,185,-3488.38037109375,185,37.0564,925000,2507.49
65.8108,1996.36,186,-3704.97119140625,186,34.1921,930000,3145.2
67.2004,2315.58,187,-3489.4775390625,187,41.7326,935000,3184.76
66.6352,1166.8,188,-4344.4619140625,188,28.4983,940000,1941.56
68.2207,2405.45,189,-3125.7265625,189,46.5598,945000,3182.75
69.6791,2154.25,190,-3159.18017578125,190,44.4717,950000,2807.37
67.3114,2204.67,191,-4130.44580078125,191,36.7128,955000,2296.14
65.9195,1626.45,192,-3400.802734375,192,35.8648,960000,2440.15
66.0695,1318.9,193,-4640.65478515625,193,28.1008,965000,2011.83
67.1362,1905.77,194,-3590.607421875,194,40.4608,970000,2168.55
66.4706,2595.76,195,-3718.045654296875,195,41.7804,975000,3123.36
68.4843,2504.06,196,-3450.5615234375,196,45.4161,980000,2935.7
64.5116,1498.39,197,-4640.08203125,197,28.8943,985000,1918.23
65.1512,1062.95,198,-4511.45166015625,198,28.8253,990000,1229.62
65.1919,1845.55,199,-4126.66015625,199,33.3154,995000,1683.06
70.0747,2570.6,200,-3339.97119140625,200,46.6471,1000000,3428.11
69.1166,1524.6,201,-4824.7919921875,201,66.4191,1005000,2408.78
66.9606,1498.2,202,-3847.350341796875,202,37.4279,1010000,2282.38
74.4863,2538.45,203,-3378.860595703125,203,53.3015,1015000,2962.12
92.9328,-129.4,204,-6872.0185546875,204,151.2653,1020000,-330.06
77.4873,371.43,205,-5651.1572265625,205,48.4875,1025000,331.95
68.2317,1162.38,206,-4974.033203125,206,86.3407,1030000,1238.19
66.0651,1515.04,207,-5126.1923828125,207,29.6807,1035000,2247.63
67.2476,2509.89,208,-3803.81005859375,208,46.5184,1040000,3347.72
72.2415,2672.57,209,-3318.88671875,209,54.2908,1045000,3551.84
67.1774,3217.84,210,-3837.794189453125,210,48.1425,1050000,3923.18
66.773,1725.69,211,-4225.7294921875,211,40.5165,1055000,2335.62
67.3759,2254.69,212,-3807.213623046875,212,47.8486,1060000,2713.33
68.1111,1864.33,213,-3988.980224609375,213,46.1996,1065000,1805.98
65.5688,1820.22,214,-5236.50732421875,214,30.6353,1070000,2301.29
93.5877,-1107.93,215,-7355.0126953125,215,158.1524,1075000,-1322.93
89.0255,-291.68,216,-7115.3095703125,216,110.8272,1080000,-517.04
87.876,-10.02,217,-7222.3740234375,217,67.5039,1085000,-12.41
75.8915,51.98,218,-7098.65771484375,218,52.1793,1090000,13.91
68.0307,200.77,219,-5558.5185546875,219,38.9391,1095000,238.49
66.9184,157.7,220,-6266.1259765625,220,30.0635,1100000,191.57
68.1291,213.38,221,-6513.15087890625,221,29.8094,1105000,339.13
64.5167,929.1,222,-4575.5712890625,222,33.6865,1110000,1225.45
64.4773,978.01,223,-5555.67919921875,223,32.0093,1115000,1477.65
68.0146,1226.08,224,-5160.1943359375,224,44.9653,1120000,1935.27
66.4542,986.37,225,-5972.6455078125,225,30.5469,1125000,1872.54
70.5911,1544.03,226,-5004.6279296875,226,45.5239,1130000,2207.42
68.8782,1150.17,227,-5222.7431640625,227,47.2037,1135000,1838.79
67.9743,1131.97,228,-6174.1552734375,228,33.7429,1140000,1813.94
63.6414,1056.68,229,-5490.10546875,229,30.5664,1145000,1635.92
64.6996,646.08,230,-5827.60498046875,230,30.1451,1150000,2070.09
64.8096,779.6,231,-6187.84814453125,231,28.7592,1155000,1688.33
64.8747,917.67,232,-5920.18115234375,232,32.6442,1160000,2190.81
