Real Sto Return,Itration,Real Det Return,Running Forward KL,Reward Loss,Running Reverse KL,Running Env Steps,Running Update Time
1509.95,78,2265.49,54.8939,-3707.468505859375,25.7998,390000,78
781.5,79,1717.2,57.3073,-4463.90185546875,23.6777,395000,79
1189.21,80,2125.74,55.7203,-4014.759765625,25.6179,400000,80
1891.94,81,2980.37,52.1994,-3461.885986328125,22.9367,405000,81
1503.59,82,2754.48,52.9795,-3603.864013671875,23.6813,410000,82
1079.98,83,1456.14,55.0936,-4569.4638671875,21.8158,415000,83
1629.48,84,2031.77,54.2395,-4183.34814453125,22.2526,420000,84
2033.28,85,3192.81,52.8167,-3534.5927734375,28.6498,425000,85
1361.11,86,1870.85,54.8778,-4418.14501953125,21.6092,430000,86
1783.81,87,3478.9,52.0511,-3173.26953125,26.2123,435000,87
2221.79,88,2809.73,53.7128,-3746.10107421875,27.095,440000,88
2320.63,89,3299.53,52.7083,-3331.261962890625,25.2416,445000,89
2417.37,90,3357.87,56.9683,-3755.882080078125,28.958,450000,90
2662.36,91,2967.08,56.0556,-4014.511962890625,26.184,455000,91
2184.61,92,2741.93,57.7659,-4918.40966796875,24.6993,460000,92
1889.13,93,1680.16,56.3089,-4406.65576171875,25.6318,465000,93
2630.7,94,3454.5,54.7525,-4027.6943359375,27.4778,470000,94
2440.02,95,3159.44,56.6753,-3763.02587890625,29.5561,475000,95
2238.57,96,2989.62,58.009,-4500.42626953125,27.8484,480000,96
1767.53,97,1487.1,56.6854,-4567.3818359375,25.4026,485000,97
1864.66,98,2109.75,57.1149,-4249.01953125,25.719,490000,98
2251.3,99,3280.48,57.01,-3307.52734375,29.809,495000,99
1643.32,100,1922.05,56.6617,-4970.99951171875,26.8378,500000,100
3292.01,101,3726.78,56.9919,-3728.1943359375,33.7096,505000,101
2007.95,102,2136.35,57.1787,-4655.05810546875,26.4255,510000,102
2818.03,103,3717.41,57.9946,-3891.437744140625,32.0982,515000,103
2963.02,104,3348.06,59.398,-3930.905029296875,33.8936,520000,104
1453.31,105,1561.83,56.7658,-4468.4609375,27.9585,525000,105
2389.35,106,2396.12,57.4663,-4514.83447265625,28.7065,530000,106
2758.53,107,3825.85,59.6283,-3611.233642578125,36.999,535000,107
2641.82,108,3992.65,59.1292,-3959.490234375,32.9313,540000,108
3395.25,109,4264.06,58.527,-3666.46875,36.1574,545000,109
2667.21,110,3675.79,59.4604,-5362.07861328125,29.8839,550000,110
3420.01,111,3763.47,60.6361,-4370.54345703125,42.286,555000,111
2826.31,112,3591.81,55.9013,-5011.888671875,27.0903,560000,112
3375.16,113,4379.39,58.4414,-4139.90087890625,40.1552,565000,113
3347.41,114,4112.76,58.7906,-5857.96337890625,26.6478,570000,114
3603.52,115,4111.79,61.3911,-4113.845703125,42.5018,575000,115
3241.89,116,3751.58,57.6023,-4179.49267578125,36.6707,580000,116
3662.24,117,3951.0,59.8568,-5262.80029296875,33.2286,585000,117
3722.39,118,4153.97,58.6241,-5307.42578125,32.5672,590000,118
966.81,119,1723.68,60.435,-7294.5107421875,23.8443,595000,119
3297.26,120,3950.08,60.717,-5321.5234375,34.5775,600000,120
2666.09,121,3369.48,58.555,-6066.01806640625,26.8388,605000,121
3679.66,122,4177.38,61.9153,-4627.080078125,39.6611,610000,122
3930.39,123,4358.98,61.6411,-4941.27978515625,40.5208,615000,123
2988.48,124,4255.09,58.02,-5898.4365234375,31.9291,620000,124
3753.06,125,4411.01,58.3206,-4967.47802734375,38.4715,625000,125
3775.69,126,4198.78,59.4619,-5869.16015625,33.3577,630000,126
4033.24,127,4448.18,60.1174,-5660.43994140625,36.7009,635000,127
4014.46,128,3897.52,59.4762,-5384.70556640625,33.55,640000,128
3893.68,129,4356.93,61.4095,-5323.65380859375,41.1707,645000,129
3799.86,130,4204.74,62.4653,-5691.509765625,42.5172,650000,130
3455.73,131,4019.09,61.4674,-5608.8828125,38.6985,655000,131
4120.06,132,4174.88,57.8429,-5774.82080078125,36.1465,660000,132
2483.86,133,4159.85,63.8532,-5841.39697265625,43.3523,665000,133
3732.45,134,4110.0,59.7468,-6012.50732421875,36.9493,670000,134
3741.84,135,4269.18,63.6372,-6168.24755859375,47.4334,675000,135
3418.14,136,4306.22,64.2852,-5878.0419921875,48.5303,680000,136
3562.96,137,4685.95,64.3659,-6259.49462890625,46.881,685000,137
3541.84,138,4703.74,59.7329,-6682.7880859375,33.4951,690000,138
3931.38,139,4135.63,63.4308,-6866.71435546875,39.0709,695000,139
3156.02,140,3571.93,61.8216,-7321.318359375,33.989,700000,140
2417.91,141,3168.64,62.6895,-6616.39892578125,42.434,705000,141
3788.59,142,4445.27,62.7208,-6708.6669921875,40.4016,710000,142
4226.47,143,4634.92,63.6298,-7130.95556640625,42.5395,715000,143
4284.79,144,4430.88,60.6073,-7134.39111328125,36.3387,720000,144
3812.02,145,4744.33,63.731,-6880.517578125,43.505,725000,145
3477.16,146,4513.17,61.6741,-7751.83984375,34.0134,730000,146
4081.19,147,4870.6,61.7846,-7097.04833984375,37.7193,735000,147
4202.35,148,5039.64,65.0368,-7182.47900390625,45.0066,740000,148
4386.14,149,4925.98,61.65,-7697.75537109375,36.7259,745000,149
4405.46,150,4946.08,66.215,-7268.166015625,47.3818,750000,150
3831.36,151,4577.7,58.5738,-8286.806640625,28.2248,755000,151
4645.05,152,4847.17,62.2391,-7890.634765625,40.5097,760000,152
3819.58,153,4736.18,62.1065,-7833.099609375,40.8518,765000,153
1565.15,154,3014.77,59.6549,-8649.4619140625,28.7451,770000,154
2810.04,155,4407.56,61.5365,-7721.25537109375,39.1466,775000,155
4176.77,156,4556.98,60.9209,-8460.8046875,42.1678,780000,156
4467.42,157,5064.47,65.6947,-8098.3828125,49.8475,785000,157
3280.41,158,3809.38,63.6816,-7889.4111328125,42.2444,790000,158
3778.92,159,4141.04,61.7702,-9536.8828125,31.7686,795000,159
4379.63,160,4967.41,66.0115,-8748.767578125,49.036,800000,160
3921.69,161,4863.55,64.3211,-9044.494140625,50.4329,805000,161
2988.31,162,4718.95,61.5639,-9059.591796875,38.8867,810000,162
3921.28,163,4896.81,65.8316,-8878.376953125,47.5199,815000,163
3955.15,164,5128.32,63.7032,-9102.0888671875,44.6122,820000,164
4675.72,165,4722.08,64.5265,-9251.0244140625,45.436,825000,165
3402.6,166,4027.19,60.1785,-9759.833984375,33.9642,830000,166
4391.66,167,5193.54,64.3716,-9397.8896484375,46.247,835000,167
4401.32,168,5553.73,60.6685,-9480.6298828125,40.8246,840000,168
4077.66,169,4424.93,60.6422,-10190.69140625,33.739,845000,169
4386.74,170,4729.32,63.1981,-10139.2470703125,41.223,850000,170
4513.43,171,5355.06,62.7494,-9910.7431640625,43.0747,855000,171
4076.42,172,5172.66,63.6457,-10640.791015625,44.6797,860000,172
4379.27,173,4797.86,60.8938,-10711.6064453125,37.5758,865000,173
3870.59,174,5146.92,63.5249,-10590.4130859375,44.801,870000,174
4561.77,175,4782.49,63.2713,-11585.572265625,41.2859,875000,175
4414.56,176,5041.48,60.3582,-10863.357421875,35.8048,880000,176
4238.69,177,4457.55,63.7553,-11150.6298828125,46.7575,885000,177
4271.45,178,4872.8,65.1748,-11830.1484375,48.7986,890000,178
4511.43,179,4988.55,63.692,-11766.47265625,43.7544,895000,179
3972.18,180,4562.5,62.9497,-11015.6826171875,45.1544,900000,180
3515.87,181,4208.07,63.1908,-12197.2275390625,44.6912,905000,181
3760.97,182,4005.17,63.5107,-12158.056640625,45.6793,910000,182
4376.74,183,5243.28,62.1638,-11720.046875,41.6073,915000,183
4171.85,184,4700.16,62.9689,-12171.33203125,46.6878,920000,184
4684.1,185,5301.2,63.4247,-12855.580078125,44.5509,925000,185
3606.71,186,4140.4,65.0783,-12154.4765625,48.7191,930000,186
4409.99,187,5004.25,65.6484,-12551.7763671875,48.242,935000,187
4654.89,188,4992.82,66.1442,-13153.447265625,51.5269,940000,188
4227.49,189,4266.22,63.2047,-12923.2255859375,43.2054,945000,189
4640.37,190,5167.46,62.7776,-13882.2529296875,44.6526,950000,190
4001.52,191,4413.02,64.5022,-13337.2998046875,44.9331,955000,191
4421.51,192,5449.59,67.165,-13724.20703125,51.594,960000,192
4687.13,193,4790.94,63.7579,-13816.96875,44.8709,965000,193
4818.12,194,5335.67,63.1666,-14272.1806640625,44.398,970000,194
4513.33,195,5019.1,65.8292,-14229.7138671875,48.4178,975000,195
4137.96,196,5163.07,65.5029,-14648.046875,47.8343,980000,196
4442.13,197,5204.45,67.1331,-14976.6318359375,52.3806,985000,197
4825.97,198,5309.93,65.2988,-15490.1728515625,48.4609,990000,198
4360.4,199,5319.6,65.0031,-15162.029296875,47.2537,995000,199
3935.6,200,5343.67,68.1254,-15081.04296875,51.9322,1000000,200
4641.15,201,5276.65,64.0983,-15514.0283203125,45.9953,1005000,201
4667.11,202,5192.17,66.8442,-15941.9033203125,48.9693,1010000,202
3088.5,203,4048.2,64.985,-15702.2265625,46.4211,1015000,203
4731.62,204,4814.68,63.9248,-16244.1943359375,40.4399,1020000,204
4658.09,205,5222.29,63.6758,-16248.939453125,44.951,1025000,205
4078.55,206,4472.48,65.8952,-16692.681640625,50.6328,1030000,206
4567.07,207,5399.08,66.6711,-16885.099609375,50.9647,1035000,207
4729.01,208,5401.07,65.7573,-16369.6845703125,47.2839,1040000,208
4090.42,209,5303.23,65.6939,-17054.06640625,47.9584,1045000,209
3356.73,210,4394.11,63.1121,-17225.78125,40.4438,1050000,210
3761.56,211,4068.4,63.451,-17300.775390625,42.9263,1055000,211
4177.7,212,5220.99,63.8281,-17453.9609375,44.9557,1060000,212
4536.07,213,5386.52,65.9431,-17472.873046875,47.1845,1065000,213
4402.3,214,4930.22,66.4876,-17919.95703125,49.2238,1070000,214
3753.19,215,4454.38,65.4105,-18164.595703125,48.1564,1075000,215
3283.16,216,3869.22,62.3835,-18024.888671875,35.8772,1080000,216
2920.98,217,4280.23,63.7867,-18211.318359375,43.2455,1085000,217
3594.23,218,4420.63,64.0524,-18350.8203125,44.9794,1090000,218
4117.38,219,4620.0,63.3581,-18744.662109375,42.5681,1095000,219
3044.78,220,4310.8,65.2903,-19113.947265625,48.5224,1100000,220
3075.86,221,4038.77,64.5733,-19214.6640625,44.5577,1105000,221
3682.71,222,4908.19,65.8313,-19708.6796875,47.9139,1110000,222
3050.28,223,3589.96,62.2642,-19510.595703125,38.7898,1115000,223
3815.9,224,4338.31,63.4641,-19889.44921875,43.8196,1120000,224
4896.42,225,5125.73,64.9499,-19941.556640625,46.5715,1125000,225
3405.88,226,4527.38,61.5456,-19638.748046875,35.2891,1130000,226
3543.68,227,4510.35,62.8235,-20129.498046875,38.4444,1135000,227
4299.09,228,4866.94,61.1204,-20288.5625,35.6283,1140000,228
3924.43,229,4369.2,62.0013,-20085.24609375,38.1578,1145000,229
3547.9,230,4121.86,61.6706,-20628.7734375,36.4216,1150000,230
3020.87,231,4424.71,63.9934,-20953.509765625,43.4382,1155000,231
3922.97,232,4614.89,64.1935,-21424.974609375,46.0415,1160000,232
3941.97,233,5048.43,65.0441,-21435.826171875,43.6841,1165000,233
4612.5,234,5157.99,62.4936,-21633.48828125,40.3416,1170000,234
4504.56,235,5115.97,63.1895,-21814.021484375,41.7553,1175000,235
4145.97,236,5018.17,65.3462,-22245.685546875,49.3074,1180000,236
4377.62,237,4921.2,64.2008,-22135.8203125,45.372,1185000,237
4282.12,238,4650.45,65.7596,-22219.09375,45.5315,1190000,238
4037.29,239,4400.79,64.9258,-22441.9921875,46.4504,1195000,239
4366.5,240,5395.05,64.3483,-23000.916015625,44.9459,1200000,240
4843.86,241,4965.01,65.9315,-23064.57421875,49.2994,1205000,241
5092.57,242,4989.13,63.4881,-23121.158203125,43.8623,1210000,242
4461.84,243,4686.52,63.5669,-23398.462890625,43.531,1215000,243
5268.78,244,5275.68,64.9343,-23850.509765625,49.8445,1220000,244
4692.51,245,4965.38,66.1753,-23803.169921875,49.0618,1225000,245
4414.14,246,4844.02,64.6477,-24082.88671875,46.6446,1230000,246
3613.87,247,5329.34,64.0696,-23665.47265625,42.9379,1235000,247
4921.42,248,5075.6,62.7336,-23731.73046875,40.3337,1240000,248
4887.37,249,5328.29,63.8727,-24113.44921875,44.8675,1245000,249
4930.82,250,5678.53,66.202,-24448.048828125,48.7501,1250000,250
5310.95,251,5480.96,63.3115,-24450.080078125,40.1078,1255000,251
5163.04,252,5290.44,64.4919,-24916.130859375,46.7332,1260000,252
4511.69,253,5321.71,66.2708,-25915.67578125,49.8411,1265000,253
4591.85,254,5513.16,66.3164,-25964.12890625,49.548,1270000,254
4710.77,255,5182.57,66.9668,-25867.19921875,52.9256,1275000,255
5383.07,256,5446.9,68.0971,-26215.71875,54.346,1280000,256
4972.16,257,5376.2,64.6103,-25850.07421875,48.1394,1285000,257
4525.67,258,5355.96,64.4227,-25840.798828125,49.3871,1290000,258
5071.9,259,5530.18,64.1257,-25675.7578125,48.4412,1295000,259
5239.32,260,5427.04,68.774,-27038.41796875,58.0062,1300000,260
4747.79,261,5380.57,65.5915,-26386.41796875,50.9035,1305000,261
4587.52,262,5325.11,68.0663,-27073.744140625,53.6166,1310000,262
4733.57,263,5120.78,67.3585,-27059.376953125,52.383,1315000,263
4950.47,264,4993.23,65.4628,-26534.859375,48.1491,1320000,264
5238.87,265,5522.79,68.638,-28641.369140625,53.0002,1325000,265
4945.4,266,5390.53,67.7678,-27633.185546875,51.9179,1330000,266
5194.0,267,5288.68,65.1105,-27721.453125,46.5721,1335000,267
5069.47,268,5666.7,68.6861,-28149.052734375,54.3154,1340000,268
4620.38,269,4745.21,67.4904,-28340.1171875,52.2509,1345000,269
5220.52,270,5611.92,67.0278,-29239.337890625,51.0263,1350000,270
5139.45,271,5231.48,65.6663,-27941.8515625,49.1365,1355000,271
5233.11,272,5273.45,65.1232,-28570.423828125,48.303,1360000,272
5211.54,273,5351.23,69.1948,-29517.318359375,54.0162,1365000,273
5463.51,274,5855.76,66.9152,-29403.7890625,50.6729,1370000,274
4950.06,275,5327.53,63.2913,-27804.357421875,43.1431,1375000,275
5136.0,276,5603.59,65.1308,-28899.11328125,46.8977,1380000,276
5036.4,277,5479.64,68.0602,-29496.11328125,54.3339,1385000,277
4712.1,278,5416.58,65.6312,-29963.71875,48.8067,1390000,278
4777.14,279,5882.34,66.9972,-30286.9765625,51.3898,1395000,279
5421.12,280,5797.76,67.7252,-30537.037109375,50.8202,1400000,280
5002.82,281,5767.9,63.4516,-29510.314453125,45.0811,1405000,281
5105.05,282,5431.17,64.161,-28849.974609375,42.3905,1410000,282
4950.16,283,5535.17,64.4675,-29479.0234375,42.9794,1415000,283
5337.08,284,5837.05,66.5113,-31321.869140625,48.8158,1420000,284
5323.87,285,5321.01,61.6926,-29463.587890625,37.7806,1425000,285
4925.84,286,5320.0,68.7117,-31742.23828125,52.844,1430000,286
4788.72,287,5763.82,64.1734,-29857.0546875,44.7604,1435000,287
4644.29,288,5450.75,66.0309,-31594.40234375,48.3835,1440000,288
4979.64,289,5615.81,66.0443,-32124.470703125,48.8448,1445000,289
4462.0,290,4838.96,64.4182,-30846.0390625,45.2138,1450000,290
5272.45,291,5646.23,64.0195,-32088.802734375,45.6481,1455000,291
5300.06,292,5680.34,67.3728,-32806.05078125,50.9887,1460000,292
5033.6,293,5865.97,64.9471,-33052.046875,46.3284,1465000,293
5284.82,294,5909.27,65.003,-32290.0390625,44.5153,1470000,294
5245.62,295,5583.69,63.6028,-31948.978515625,44.2454,1475000,295
4622.72,296,5649.45,65.1193,-33061.66015625,45.9728,1480000,296
4238.84,297,5868.63,65.9354,-33831.01953125,49.7202,1485000,297
4349.1,298,4597.87,66.1288,-34029.93359375,51.2526,1490000,298
4859.22,299,5564.83,65.56,-32746.841796875,46.5475,1495000,299
5122.28,300,5888.52,67.6137,-33952.765625,51.6521,1500000,300
4097.55,301,4711.48,66.6862,-34394.91015625,50.0491,1505000,301
4228.82,302,4963.92,66.397,-33898.36328125,50.8984,1510000,302
4769.05,303,5775.98,65.4589,-33966.05859375,47.7594,1515000,303
4387.44,304,5765.56,63.6875,-32923.609375,42.9266,1520000,304
4595.06,305,5557.35,62.8207,-31846.97265625,39.9161,1525000,305
5092.47,306,5500.99,63.8414,-32559.31640625,41.7464,1530000,306
4973.06,307,6006.29,64.3642,-34230.87890625,45.8651,1535000,307
5438.92,308,5925.24,64.1605,-34568.35546875,44.3413,1540000,308
5417.86,309,5435.44,63.8169,-34011.4453125,42.5014,1545000,309
5200.91,310,5818.78,66.1632,-35526.4921875,46.3025,1550000,310
4665.62,311,5444.1,63.1772,-34336.3203125,44.9261,1555000,311
5136.03,312,5718.17,64.0925,-35294.16796875,44.7379,1560000,312
5000.45,313,5933.95,67.2745,-36905.6484375,51.6346,1565000,313
5143.7,314,5021.14,66.2665,-36098.96484375,48.8594,1570000,314
4595.4,315,5456.11,64.2357,-35275.34375,44.2444,1575000,315
4607.44,316,5363.25,65.482,-37084.24609375,46.0778,1580000,316
5180.9,317,5429.62,66.6382,-37874.3046875,46.7111,1585000,317
5141.13,318,5928.36,65.5636,-37044.51953125,44.6403,1590000,318
4909.47,319,5929.91,66.3992,-38632.921875,46.8365,1595000,319
4936.39,320,5720.34,62.1999,-35436.9765625,38.4647,1600000,320
5329.21,321,5884.5,67.5056,-38496.8125,49.4124,1605000,321
5190.27,322,5674.82,66.1157,-39239.71875,49.4132,1610000,322
4397.61,323,5519.2,63.1462,-37788.0,40.9586,1615000,323
4260.77,324,5854.66,63.4291,-38020.33203125,43.4456,1620000,324
5194.12,325,5641.83,63.4228,-37371.78515625,38.6339,1625000,325
5049.02,326,5591.38,66.2471,-40099.09375,46.7845,1630000,326
5409.52,327,5669.91,63.8958,-37996.29296875,42.2517,1635000,327
5205.09,328,5696.96,65.6494,-39591.5078125,46.1308,1640000,328
5093.85,329,5693.86,66.9797,-40904.35546875,46.5178,1645000,329
4871.78,330,5867.87,62.7902,-35908.1953125,36.9759,1650000,330
4483.32,331,5737.83,66.225,-40478.68359375,45.8351,1655000,331
5023.96,332,4889.45,64.0941,-40145.359375,43.254,1660000,332
4405.02,333,5486.6,64.0534,-39592.9296875,41.6152,1665000,333
5316.01,334,5969.2,68.2831,-41812.32421875,50.3338,1670000,334
4683.47,335,5662.08,66.7452,-42938.6875,49.7546,1675000,335
5038.91,336,5979.62,66.3008,-42040.06640625,48.1357,1680000,336
5206.88,337,5942.8,63.8391,-40731.05078125,43.6943,1685000,337
4833.08,338,5817.87,63.9176,-41319.91015625,44.6756,1690000,338
4823.44,339,5483.65,64.737,-41176.76953125,44.2092,1695000,339
5000.19,340,5239.44,66.2583,-42751.5078125,48.5026,1700000,340
5153.29,341,5279.65,66.1209,-43342.30078125,46.5257,1705000,341
4820.61,342,5686.63,67.0996,-43940.015625,50.5537,1710000,342
5410.03,343,6121.29,64.8982,-42824.3359375,43.5854,1715000,343
4854.32,344,5915.99,65.2612,-43361.4375,48.0733,1720000,344
4655.26,345,5906.84,66.2467,-45106.05078125,45.9985,1725000,345
5466.39,346,6022.48,64.6863,-43701.6171875,42.6408,1730000,346
5525.9,347,5984.26,68.2109,-46148.7578125,51.7872,1735000,347
5411.91,348,5832.84,66.3882,-45787.15625,47.6884,1740000,348
4833.91,349,5852.45,64.515,-44506.3828125,45.7571,1745000,349
5615.74,350,5988.91,63.8099,-43195.76171875,43.0905,1750000,350
5109.04,351,5781.33,64.3519,-44987.51171875,43.9606,1755000,351
5374.39,352,5840.31,67.6501,-47714.2734375,51.3058,1760000,352
5021.0,353,6143.99,63.2312,-43783.4375,43.7809,1765000,353
5273.55,354,5963.45,66.1197,-46940.3515625,49.9444,1770000,354
5259.43,355,5824.75,65.3919,-46947.25390625,47.9561,1775000,355
5378.15,356,5662.87,63.9191,-45603.54296875,45.6266,1780000,356
4884.17,357,5739.7,67.7154,-47595.1953125,50.3754,1785000,357
4997.76,358,5338.34,63.3954,-45949.953125,45.5166,1790000,358
5136.01,359,6092.6,66.8541,-48384.65625,51.3039,1795000,359
5263.66,360,5339.77,65.3468,-48414.5703125,46.7869,1800000,360
5025.18,361,5881.31,67.0851,-48840.34375,50.6414,1805000,361
4774.74,362,5195.43,64.8861,-47496.64453125,47.4684,1810000,362
4943.77,363,5414.31,65.7257,-49017.26953125,49.6206,1815000,363
5418.79,364,5993.18,66.6657,-48235.4140625,47.2042,1820000,364
5589.29,365,6059.68,67.265,-50148.88671875,50.6129,1825000,365
4984.05,366,6122.57,65.8187,-49415.38671875,48.1102,1830000,366
5389.13,367,5832.57,65.0886,-47736.765625,45.5323,1835000,367
5342.08,368,5905.23,67.8675,-50131.01953125,50.9223,1840000,368
4892.2,369,6181.1,65.5907,-49330.1484375,48.0436,1845000,369
5184.98,370,6082.5,62.5183,-44027.890625,38.8135,1850000,370
5165.43,371,5929.48,65.1992,-49537.47265625,47.7925,1855000,371
5296.11,372,5975.45,65.584,-49948.09765625,47.3674,1860000,372
4857.94,373,5870.65,63.9825,-47177.2109375,42.4241,1865000,373
5479.62,374,5894.22,68.8131,-51327.734375,52.7353,1870000,374
5581.94,375,6013.83,64.063,-49152.42578125,44.2265,1875000,375
4646.36,376,5518.77,62.2256,-45360.23046875,39.0195,1880000,376
5529.34,377,6007.3,67.7069,-51935.58984375,52.7724,1885000,377
4985.54,378,5707.21,63.265,-49293.703125,43.1047,1890000,378
4397.75,379,5980.45,63.3518,-47872.828125,42.6633,1895000,379
5222.58,380,6117.89,67.6861,-52975.875,48.0623,1900000,380
4775.34,381,5499.93,63.5619,-49701.30078125,44.7171,1905000,381
5495.54,382,5650.16,67.8143,-52445.53515625,50.6452,1910000,382
5180.03,383,5978.31,63.4569,-51103.37890625,47.0289,1915000,383
5637.68,384,6035.33,66.8498,-52834.3828125,48.99,1920000,384
5234.17,385,5815.61,64.5701,-51344.72265625,44.9425,1925000,385
5014.38,386,6067.43,68.0726,-53414.3828125,49.7139,1930000,386
5209.16,387,5788.15,67.1589,-53184.9609375,49.366,1935000,387
4827.54,388,5262.25,64.5946,-51931.1796875,45.6378,1940000,388
3697.25,389,5477.64,65.625,-52864.56640625,45.9062,1945000,389
4496.63,390,5622.88,64.5397,-50140.56640625,42.6597,1950000,390
5329.56,391,5902.28,66.3359,-54983.26953125,50.8168,1955000,391
