Running Env Steps,Running Update Time,Itration,Real Det Return,Real Sto Return,Running Forward KL,Reward Loss,Running Reverse KL
270000,54,54,3276.96,3160.65,43.7591,-1566.2266845703125,13.0387
275000,55,55,3346.25,3327.48,43.8776,-1582.797607421875,14.4162
280000,56,56,3426.19,3428.3,43.4764,-1543.04345703125,14.3018
285000,57,57,3203.56,3284.45,43.4659,-1631.4991455078125,13.7792
290000,58,58,3436.82,3381.49,43.7575,-1620.850341796875,13.8744
295000,59,59,3439.13,3367.26,43.481,-1678.617431640625,13.6937
300000,60,60,3579.3,3420.34,43.1835,-1708.86572265625,14.22
305000,61,61,3467.76,3392.56,43.5252,-1656.089599609375,14.7386
310000,62,62,3047.13,3474.91,43.6698,-1691.252685546875,15.5935
315000,63,63,3665.27,3584.74,42.5897,-1690.240478515625,15.6345
320000,64,64,3288.16,3396.08,43.0435,-1788.273193359375,16.4618
325000,65,65,3572.09,3396.33,43.3467,-1910.83740234375,14.6943
330000,66,66,3716.05,3624.55,42.3352,-1750.7965087890625,15.527
335000,67,67,3130.66,3338.06,43.6026,-1879.6788330078125,17.0294
340000,68,68,3659.66,3421.97,43.3368,-1745.425048828125,17.6002
345000,69,69,3540.5,3528.04,43.9424,-1898.8529052734375,18.4065
350000,70,70,3676.4,3581.97,43.2228,-1888.158447265625,16.9304
355000,71,71,3598.34,3549.07,43.8838,-1907.5164794921875,17.5823
360000,72,72,3697.91,3624.25,43.1358,-1925.449951171875,15.9902
365000,73,73,3612.25,3553.28,43.6215,-1970.0682373046875,17.7226
370000,74,74,3826.5,3702.47,42.6675,-2000.1629638671875,15.9669
375000,75,75,3869.01,3779.6,43.3751,-1977.80810546875,18.8165
380000,76,76,3875.88,3738.49,42.333,-1994.4127197265625,16.2952
385000,77,77,3731.79,3292.26,43.5519,-2274.621337890625,17.4913
390000,78,78,3791.67,3747.52,42.2426,-2090.041259765625,16.3721
395000,79,79,3877.42,3205.03,42.3509,-2341.036865234375,15.4145
400000,80,80,3859.11,3726.66,42.5662,-2111.60205078125,16.9125
405000,81,81,3918.17,3262.42,42.4562,-2230.983642578125,16.4132
410000,82,82,3797.53,3780.98,42.4543,-2184.154541015625,16.9429
415000,83,83,3801.98,3522.15,43.0258,-2209.398681640625,18.483
420000,84,84,3909.55,3862.0,42.7009,-2205.31640625,18.1574
425000,85,85,3959.81,3409.83,42.8226,-2270.45068359375,17.4258
430000,86,86,3917.04,3819.61,41.8831,-2332.947265625,16.2667
435000,87,87,3998.24,3817.36,42.3267,-2301.892333984375,15.6028
440000,88,88,3952.5,3797.55,42.6112,-2371.07470703125,16.8456
445000,89,89,3894.91,3816.55,42.6787,-2437.6845703125,16.8639
450000,90,90,3791.54,3733.66,42.0741,-2519.42626953125,14.5851
455000,91,91,4039.06,3952.37,42.227,-2353.72412109375,17.581
460000,92,92,3930.52,3847.79,42.382,-2446.1708984375,17.007
465000,93,93,3799.1,3774.62,41.803,-2535.763671875,17.1462
470000,94,94,3931.04,3819.72,42.1315,-2565.273193359375,16.0757
475000,95,95,4117.2,3964.98,42.0161,-2533.156982421875,16.3571
480000,96,96,3915.81,3836.1,41.8785,-2626.935546875,16.0174
485000,97,97,3964.23,3939.71,41.9871,-2648.173095703125,16.2634
490000,98,98,3940.4,3847.73,42.6464,-2722.6162109375,18.0442
495000,99,99,3940.76,3871.65,42.0609,-2700.53955078125,17.0231
500000,100,100,3879.71,3774.35,41.6047,-2755.21875,14.041
505000,101,101,3897.06,3849.01,41.9712,-2779.88916015625,15.5622
510000,102,102,4008.51,3868.19,42.7648,-2758.379150390625,16.8313
515000,103,103,4050.13,3971.65,42.2791,-2826.926513671875,17.7222
520000,104,104,3992.28,3907.0,41.3231,-2802.0458984375,15.635
525000,105,105,3941.99,3925.46,41.5914,-2876.259033203125,16.6017
530000,106,106,3983.64,3921.67,41.7078,-2908.889404296875,15.0228
535000,107,107,4025.02,3902.4,42.0467,-2921.04736328125,14.8496
540000,108,108,4053.27,3817.17,42.3266,-2962.54296875,18.876
545000,109,109,4025.11,3914.02,41.9804,-3047.095947265625,16.3383
550000,110,110,4073.7,3981.55,41.9241,-2940.49609375,17.8042
555000,111,111,4101.78,3959.91,40.5638,-2950.767578125,15.4997
560000,112,112,4034.43,3973.03,41.9792,-3137.714599609375,16.7337
565000,113,113,4071.31,4007.11,41.3745,-3136.13671875,15.3278
570000,114,114,4105.08,4004.33,41.6599,-3068.8369140625,15.9707
575000,115,115,4121.92,4015.16,41.4851,-3231.572998046875,16.1113
580000,116,116,4033.7,4000.84,42.3842,-3286.22705078125,16.1387
585000,117,117,4094.27,4024.05,41.6976,-3194.4208984375,17.0781
590000,118,118,4092.95,4066.55,41.0709,-3168.620361328125,15.9942
595000,119,119,4036.99,3994.35,41.6794,-3267.73828125,16.1054
600000,120,120,4140.68,4121.09,40.7485,-3217.407470703125,15.9109
605000,121,121,4114.36,4037.29,41.4477,-3322.820556640625,15.8487
610000,122,122,4098.03,3992.57,41.6874,-3462.01513671875,15.113
615000,123,123,4048.52,3998.83,41.6512,-3512.41748046875,15.4166
620000,124,124,4175.71,3918.32,41.2006,-3384.753662109375,13.7445
625000,125,125,4115.12,3851.88,41.8599,-3667.02392578125,15.5639
630000,126,126,3960.31,3720.01,41.6975,-3554.30029296875,15.3299
635000,127,127,4078.56,4019.37,41.5974,-3549.7470703125,16.7335
640000,128,128,4031.88,3942.42,41.7795,-3657.9326171875,15.1643
645000,129,129,4114.16,3892.29,41.6032,-3618.5771484375,17.8324
650000,130,130,4054.47,3973.9,41.5336,-3699.1494140625,15.5216
655000,131,131,4217.14,3988.49,41.1061,-3671.689453125,16.4555
660000,132,132,4172.4,4142.83,41.7045,-3735.104248046875,17.6769
665000,133,133,4270.58,4121.9,41.07,-3761.8916015625,15.8678
670000,134,134,4162.0,3985.93,41.2456,-3811.84814453125,15.1157
675000,135,135,4221.67,4135.63,41.7573,-3772.87939453125,16.3634
680000,136,136,4126.82,4050.9,41.5251,-3887.6875,15.3037
685000,137,137,4176.8,4089.69,41.247,-3783.53369140625,15.5877
690000,138,138,4189.71,4072.79,42.5727,-4142.1767578125,16.7903
695000,139,139,4213.53,3931.18,41.1932,-3897.81298828125,16.1064
700000,140,140,4219.17,4122.5,41.4102,-3991.808349609375,16.3962
705000,141,141,4334.63,3626.46,41.3806,-4030.2119140625,16.1738
710000,142,142,4282.01,3343.1,41.8508,-4857.451171875,13.3296
715000,143,143,4060.63,3965.53,41.4928,-4218.1748046875,15.9453
720000,144,144,4232.77,3837.84,40.7287,-4055.0830078125,14.168
725000,145,145,4125.39,4047.82,41.72,-4033.750244140625,15.8152
730000,146,146,4177.29,4055.07,41.2812,-4345.0107421875,15.8544
735000,147,147,4180.09,3888.82,41.1727,-4259.1474609375,15.0246
740000,148,148,4252.98,4185.23,41.7597,-4106.43310546875,18.1775
745000,149,149,4324.86,2219.98,44.4512,-5914.94677734375,23.8167
750000,150,150,4354.03,4075.92,42.4235,-4250.5107421875,20.4535
755000,151,151,4189.72,4087.71,40.879,-4476.544921875,16.0926
760000,152,152,4238.54,3956.72,41.4711,-4667.4775390625,16.684
765000,153,153,4191.91,4042.11,41.3097,-4324.96826171875,13.9885
770000,154,154,4250.3,3925.45,41.4618,-4480.95166015625,16.5252
775000,155,155,4305.83,4178.23,41.3066,-4604.9755859375,16.351
780000,156,156,4208.51,3876.73,40.7284,-4317.89990234375,14.6859
785000,157,157,4323.76,3981.68,40.6998,-4655.56640625,14.9145
790000,158,158,4320.67,3997.35,40.8176,-4400.22998046875,15.6605
795000,159,159,4304.69,4169.89,40.438,-4584.51123046875,15.0486
800000,160,160,4341.94,3984.25,42.0397,-4751.46826171875,15.859
805000,161,161,4108.49,4071.33,42.0215,-4779.400390625,17.9963
810000,162,162,4261.21,3956.94,41.0999,-4723.61279296875,15.7841
815000,163,163,4183.94,4100.19,41.5588,-4803.458984375,14.7305
820000,164,164,4332.49,4207.36,40.8291,-4823.7841796875,15.9663
825000,165,165,4325.2,4041.66,41.7778,-4767.58984375,17.4409
830000,166,166,4324.87,4195.46,41.2771,-4889.7490234375,16.5088
835000,167,167,4265.58,4149.2,41.2058,-4846.470703125,16.3235
840000,168,168,4427.3,3853.03,40.9415,-4959.8154296875,17.9242
845000,169,169,4378.88,4023.99,41.0511,-4910.74267578125,15.6383
850000,170,170,4427.22,4220.13,40.6279,-4756.9892578125,16.1492
855000,171,171,4348.52,4049.76,41.9488,-4972.6572265625,17.343
860000,172,172,4277.15,3778.73,42.1168,-5705.42236328125,14.264
865000,173,173,4363.71,3919.85,41.4832,-5131.8671875,15.5272
870000,174,174,4399.23,4096.54,40.8722,-5117.5361328125,17.0608
875000,175,175,4355.84,3617.73,40.1985,-5440.20361328125,13.4595
880000,176,176,4264.16,4010.25,41.914,-5223.39599609375,18.4198
885000,177,177,4456.45,3746.87,41.5411,-6107.43310546875,13.9325
890000,178,178,4361.18,4279.77,41.7421,-5385.8408203125,17.4091
895000,179,179,4299.88,4227.89,40.5943,-5344.9775390625,15.4827
900000,180,180,4366.84,4266.42,40.0255,-5169.96826171875,14.8551
905000,181,181,4243.63,4234.1,40.6788,-5305.306640625,15.5457
910000,182,182,4371.78,4289.13,40.5139,-5432.1708984375,15.0331
915000,183,183,4221.79,4209.62,40.8479,-5427.26904296875,17.4399
920000,184,184,4283.75,4226.53,40.6364,-5378.455078125,15.285
925000,185,185,4229.9,4207.21,40.8115,-5506.3662109375,15.1117
930000,186,186,4369.67,4306.06,41.0052,-5742.9501953125,15.923
935000,187,187,4238.57,4154.09,41.203,-5618.4150390625,15.4135
940000,188,188,4390.44,4250.88,41.4474,-5600.0419921875,16.67
945000,189,189,4401.58,3891.17,40.3913,-5638.833984375,14.629
950000,190,190,4380.86,4250.38,40.5021,-5576.466796875,16.2006
955000,191,191,4324.88,3916.54,40.7621,-5625.84814453125,14.9171
960000,192,192,4219.94,4216.01,40.634,-5719.451171875,15.0755
965000,193,193,4304.32,4246.23,40.6122,-5681.9462890625,17.4612
970000,194,194,4340.01,4261.35,40.3793,-5837.14013671875,15.1153
975000,195,195,4469.36,4337.26,40.1071,-5580.5078125,14.349
980000,196,196,4312.45,4243.51,40.8789,-5986.82666015625,16.0251
985000,197,197,4383.62,4150.71,41.0751,-5960.4130859375,17.8822
990000,198,198,4407.31,4139.98,41.3317,-6775.74951171875,14.8776
995000,199,199,4390.42,4107.87,40.4298,-5875.71484375,16.2832
1000000,200,200,4415.53,4327.8,40.4107,-6064.2783203125,16.009
1005000,201,201,4455.46,3313.85,40.5791,-6239.228515625,14.9437
1010000,202,202,4484.52,3845.73,40.4551,-6758.08056640625,13.6681
1015000,203,203,4444.1,4194.86,40.146,-6077.25927734375,15.4934
1020000,204,204,4444.05,4336.06,40.0983,-6157.7978515625,15.173
1025000,205,205,4426.78,4145.89,40.3981,-6096.27734375,15.4367
1030000,206,206,4492.62,4366.59,40.1215,-6107.05517578125,15.2687
1035000,207,207,4441.82,4363.97,40.917,-6247.62939453125,15.8868
1040000,208,208,4398.85,4321.64,40.3694,-6386.40966796875,15.0691
1045000,209,209,4479.95,4392.79,40.6657,-6287.72900390625,16.3571
1050000,210,210,4473.51,4365.89,40.5797,-6224.888671875,14.4455
1055000,211,211,4421.32,4350.23,40.8408,-6573.18505859375,16.0614
1060000,212,212,4430.43,4369.3,40.4741,-6411.9326171875,15.724
1065000,213,213,4478.9,4377.56,40.8448,-6412.7919921875,15.6196
1070000,214,214,4418.64,4343.31,40.6546,-6541.34423828125,14.9372
1075000,215,215,4452.67,4323.49,40.639,-6752.68212890625,15.4242
1080000,216,216,4475.44,4367.71,40.0976,-6427.0439453125,14.8695
1085000,217,217,4488.58,4198.65,40.2151,-6620.25390625,14.7394
1090000,218,218,4450.15,4212.57,40.0514,-6593.31005859375,14.5038
1095000,219,219,4495.72,4401.06,40.3521,-6573.81982421875,14.5885
1100000,220,220,4406.6,4344.16,39.3263,-6653.07666015625,13.9301
1105000,221,221,4415.32,4390.51,40.0773,-6570.7900390625,14.6603
1110000,222,222,4448.15,4235.0,40.1698,-6651.87939453125,15.309
1115000,223,223,4433.65,4289.54,39.749,-6675.279296875,14.5317
1120000,224,224,4387.56,3890.98,40.3586,-6990.95703125,14.8536
1125000,225,225,4434.21,4357.03,40.0633,-6902.64599609375,14.6736
1130000,226,226,4432.49,4345.7,39.7829,-6803.52880859375,14.5448
1135000,227,227,4401.47,4323.04,39.9384,-6935.01806640625,14.2885
1140000,228,228,4473.72,4386.32,39.867,-6735.58984375,14.5965
1145000,229,229,4443.75,4099.02,40.3418,-7007.05322265625,14.4922
1150000,230,230,4468.38,4282.21,40.2433,-7049.8623046875,13.6139
1155000,231,231,4303.93,3837.6,40.7021,-7846.9755859375,21.5929
1160000,232,232,4542.0,4188.51,40.1341,-7031.15771484375,15.9633
1165000,233,233,4490.53,4369.64,40.4835,-7274.30810546875,15.1695
1170000,234,234,4433.31,4355.53,40.8418,-7357.3330078125,15.3334
1175000,235,235,4508.4,4405.83,40.4424,-7356.55419921875,15.7605
1180000,236,236,4396.16,4295.25,40.282,-7461.82568359375,15.0753
1185000,237,237,4521.22,4397.89,40.1538,-7268.24072265625,15.4965
1190000,238,238,4469.09,4406.4,39.9584,-7327.17041015625,14.5693
1195000,239,239,4406.0,4344.96,40.3686,-7443.8642578125,16.0313
1200000,240,240,4440.35,4353.49,40.2962,-7670.35302734375,15.9016
1205000,241,241,4502.27,4157.24,40.0393,-7514.62841796875,14.8272
1210000,242,242,4450.16,4173.5,40.5363,-7793.865234375,15.5405
1215000,243,243,4530.18,4207.81,40.1462,-7641.2607421875,16.6336
1220000,244,244,4509.78,3576.67,40.5938,-8020.59326171875,16.6407
1225000,245,245,4549.65,3936.75,40.3318,-7760.09228515625,16.0536
1230000,246,246,4466.15,4403.19,40.2276,-7796.15673828125,14.9935
1235000,247,247,4592.73,4008.8,40.0354,-7758.3349609375,14.5282
1240000,248,248,4463.61,4398.61,40.9295,-8103.66796875,17.5804
1245000,249,249,4442.4,4380.19,40.3956,-7959.53369140625,15.4461
1250000,250,250,4452.19,4446.23,40.181,-7813.82080078125,16.1955
1255000,251,251,4485.34,4388.0,40.5931,-8209.91015625,16.1842
1260000,252,252,4506.09,4411.8,40.6515,-8104.30419921875,17.205
1265000,253,253,4361.87,4227.8,40.3043,-8401.5029296875,16.4967
1270000,254,254,4216.41,3924.88,40.5643,-8301.7021484375,15.8769
1275000,255,255,4366.86,4352.98,40.247,-8324.3232421875,16.9964
1280000,256,256,4410.93,4226.25,40.2387,-8277.595703125,17.3335
1285000,257,257,4582.06,3917.19,39.1361,-8083.63916015625,15.7667
1290000,258,258,4584.09,4205.18,39.744,-8369.4853515625,16.5312
1295000,259,259,4465.84,4418.33,40.1396,-8481.0048828125,16.7629
1300000,260,260,4507.83,4300.79,39.6978,-8192.0673828125,16.8435
1305000,261,261,4482.82,4414.9,39.7515,-8560.296875,15.8713
1310000,262,262,4590.31,4287.49,40.5271,-8941.2470703125,17.9877
1315000,263,263,4563.6,4325.2,39.6536,-8321.7861328125,15.7729
1320000,264,264,4522.62,3993.83,40.3663,-9580.3662109375,16.2824
1325000,265,265,4333.76,4199.65,40.0656,-8609.2041015625,15.8617
1330000,266,266,4510.35,4261.11,39.8091,-8817.015625,16.2772
1335000,267,267,4550.88,4423.26,39.2507,-8447.9765625,17.1201
1340000,268,268,4528.49,4141.26,39.4463,-8478.9560546875,15.5747
1345000,269,269,4538.49,4459.37,39.4997,-8756.951171875,16.8005
1350000,270,270,4515.07,4415.5,39.6178,-9020.05859375,15.6422
1355000,271,271,4324.98,4267.86,39.9003,-9297.0390625,16.4826
1360000,272,272,4402.82,4085.79,40.1662,-9498.8203125,16.9721
1365000,273,273,4516.6,4297.22,39.771,-9140.5771484375,16.7895
1370000,274,274,4567.25,4003.22,40.5245,-9739.97265625,19.0223
1375000,275,275,4539.19,4015.46,39.385,-9226.5419921875,14.573
1380000,276,276,4500.31,4395.04,39.3824,-9078.173828125,16.6777
1385000,277,277,4473.38,4402.15,39.4244,-9093.451171875,15.6624
1390000,278,278,4355.85,4415.49,39.9313,-9597.982421875,14.4623
1395000,279,279,4479.65,4382.54,39.5486,-9468.74609375,15.7372
1400000,280,280,4470.74,3970.29,38.5856,-9208.7724609375,15.0791
1405000,281,281,4485.97,4418.28,39.5357,-9454.2744140625,15.9454
1410000,282,282,4462.21,4397.2,39.4574,-9270.7333984375,15.6998
1415000,283,283,4451.98,4265.21,39.6514,-9260.2548828125,14.8462
1420000,284,284,4598.81,4265.97,39.7288,-9376.017578125,15.7377
1425000,285,285,4547.54,4401.23,39.7826,-9622.0732421875,15.1301
1430000,286,286,4407.92,4353.09,40.3648,-10089.140625,15.4459
1435000,287,287,4452.73,4386.16,39.7401,-9826.4560546875,14.9342
1440000,288,288,4360.57,4322.27,39.7609,-10037.51171875,15.0227
1445000,289,289,4419.61,4311.38,40.5689,-10811.9453125,20.2646
1450000,290,290,4395.99,4307.32,40.3861,-10463.5849609375,15.1259
1455000,291,291,4483.29,4412.66,39.6143,-9779.94140625,14.9653
1460000,292,292,4538.26,4267.64,39.913,-9829.8173828125,16.1084
1465000,293,293,4437.41,4388.96,39.9417,-10304.0224609375,15.5936
1470000,294,294,4549.91,4507.33,39.7139,-9970.9736328125,16.5716
1475000,295,295,4489.9,4453.07,39.9445,-10030.9931640625,15.2696
1480000,296,296,4476.19,4439.25,40.0975,-10336.6787109375,15.9853
1485000,297,297,4562.77,4476.89,38.8561,-10295.921875,15.04
1490000,298,298,4547.8,4291.54,39.3145,-9732.859375,14.8117
1495000,299,299,4548.39,4493.12,39.6328,-10297.7255859375,14.8996
1500000,300,300,4513.83,4513.07,39.0884,-10052.4892578125,13.9799
1505000,301,301,1339.5,1874.06,41.0652,-13695.30078125,14.9977
1510000,302,302,4548.52,3709.26,39.8904,-11495.03515625,14.9251
1515000,303,303,4582.85,4532.7,39.5979,-10746.7119140625,16.8931
1520000,304,304,4632.49,4241.25,39.8274,-11118.4482421875,16.1581
1525000,305,305,4674.38,3050.09,39.6851,-11871.24609375,22.6362
1530000,306,306,4601.15,3126.81,40.5005,-11615.4501953125,18.6931
1535000,307,307,4544.21,2632.42,41.8345,-15240.1279296875,26.4955
1540000,308,308,3867.05,2815.45,40.3629,-13356.02734375,19.1483
1545000,309,309,4586.32,2465.76,41.2496,-14359.1728515625,23.9175
1550000,310,310,4565.82,3012.9,40.4657,-14240.7333984375,24.9654
1555000,311,311,4496.96,3283.38,39.9594,-12959.478515625,15.448
1560000,312,312,4537.0,3045.06,40.2912,-14382.71484375,24.3743
1565000,313,313,4520.14,2838.1,40.2077,-12901.15234375,21.8405
1570000,314,314,4461.83,3311.49,41.6962,-15705.576171875,29.8363
1575000,315,315,4469.37,2145.75,41.4876,-15126.6962890625,26.8501
1580000,316,316,4335.97,3039.28,40.3772,-13058.9501953125,21.1079
1585000,317,317,4562.79,3960.55,40.4659,-13523.2744140625,24.2978
1590000,318,318,4631.72,4208.62,40.111,-12348.330078125,18.714
1595000,319,319,4018.37,3240.37,40.3724,-14924.32421875,23.0083
1600000,320,320,3170.75,3669.95,40.3643,-14119.0009765625,25.9326
1605000,321,321,3468.85,4087.75,40.1425,-13594.95703125,21.127
1610000,322,322,3762.84,4297.28,39.6905,-11841.0791015625,15.4819
1615000,323,323,4600.92,4338.33,39.6666,-12084.1162109375,16.7117
1620000,324,324,4528.38,4478.05,39.3391,-12084.2978515625,16.2572
1625000,325,325,4520.46,4353.78,39.6989,-12079.5546875,15.3249
1630000,326,326,4452.27,4188.99,40.2294,-12579.49609375,15.3858
1635000,327,327,4532.51,4474.42,39.2582,-12333.2890625,15.4248
1640000,328,328,4547.52,4469.61,40.3869,-12420.794921875,16.2433
1645000,329,329,4590.54,4289.2,39.6893,-12146.2392578125,15.7181
1650000,330,330,4539.34,4446.26,40.3874,-12913.001953125,15.9052
1655000,331,331,4576.31,4513.83,40.0261,-13920.3642578125,18.5197
1660000,332,332,4631.51,4525.67,40.4465,-12571.681640625,16.1117
1665000,333,333,4609.06,4500.0,40.1585,-12953.8134765625,15.9202
1670000,334,334,3682.44,3389.39,40.6946,-16019.1533203125,19.0227
1675000,335,335,4521.04,4245.88,40.0388,-13120.7646484375,15.8714
1680000,336,336,4451.38,4220.44,40.441,-13800.0751953125,14.7741
1685000,337,337,4561.53,4260.87,40.3355,-14290.5078125,19.147
1690000,338,338,4449.67,4224.96,40.2666,-14883.255859375,16.2312
1695000,339,339,4310.31,4136.35,39.8861,-14530.0888671875,17.9725
1700000,340,340,4426.05,4182.54,40.8974,-13975.5078125,15.6184
1705000,341,341,4533.21,4235.99,40.11,-14093.5751953125,16.5087
1710000,342,342,4520.12,4418.92,39.2849,-13703.3505859375,15.1683
1715000,343,343,4492.49,4385.08,40.1911,-13974.5791015625,15.4246
1720000,344,344,4480.43,4380.01,39.0512,-13977.0693359375,14.685
1725000,345,345,4503.47,4410.68,39.4955,-14130.80078125,15.1501
1730000,346,346,4555.72,4292.18,40.1368,-14279.1513671875,16.9765
1735000,347,347,4532.87,4239.93,39.5596,-13659.0595703125,14.8527
1740000,348,348,4504.65,4422.85,39.4313,-14335.8232421875,14.9819
1745000,349,349,4478.09,4420.16,39.9414,-14837.875,15.7761
1750000,350,350,4532.36,4446.83,39.9323,-14924.46484375,15.5319
1755000,351,351,4499.52,4417.15,39.8583,-14816.052734375,15.8046
1760000,352,352,4574.51,4445.66,40.7994,-14985.666015625,16.3906
1765000,353,353,4515.72,4386.41,39.7091,-14895.806640625,15.5321
1770000,354,354,4577.82,4434.19,39.1788,-15168.1298828125,15.2104
1775000,355,355,4481.73,4349.65,39.5173,-14945.5849609375,15.0356
1780000,356,356,4543.3,4349.85,39.3218,-14539.7119140625,16.3894
1785000,357,357,4369.04,4359.19,39.7837,-15444.5546875,15.3205
1790000,358,358,4443.13,4396.67,40.5895,-15362.943359375,15.6267
1795000,359,359,4534.81,3666.29,40.2173,-16080.79296875,21.9789
1800000,360,360,4485.96,4422.52,40.2078,-15503.404296875,16.434
1805000,361,361,4572.01,4496.09,40.218,-15105.3720703125,15.8031
1810000,362,362,4631.09,4506.75,40.0147,-15443.22265625,15.5813
1815000,363,363,4572.21,4384.17,39.8061,-15566.447265625,15.8442
1820000,364,364,4551.57,4444.1,40.5099,-15698.57421875,16.3265
1825000,365,365,4555.83,4478.2,39.7844,-15443.927734375,16.19
1830000,366,366,4519.34,4441.29,40.2231,-16097.69140625,15.6551
1835000,367,367,4552.14,4200.17,39.4838,-15426.7021484375,15.4033
1840000,368,368,4530.88,4425.25,39.4371,-15853.37890625,15.6181
1845000,369,369,4556.33,4461.37,39.8671,-16076.0859375,15.5799
1850000,370,370,4569.99,4485.91,39.8493,-15827.40625,16.6014
1855000,371,371,4578.02,4455.15,39.7283,-15827.17578125,15.9097
1860000,372,372,4417.31,4352.92,40.3158,-16569.10546875,16.2942
1865000,373,373,4587.47,4499.31,40.1164,-15915.8310546875,16.3918
1870000,374,374,4677.15,4377.22,39.8701,-15661.951171875,16.5995
1875000,375,375,4641.02,4538.27,39.7673,-16137.123046875,16.207
1880000,376,376,4618.3,4524.04,39.8392,-16363.02734375,16.2183
1885000,377,377,4637.65,4521.75,40.0438,-16477.220703125,16.1213
1890000,378,378,4645.19,4551.55,39.9644,-16274.5859375,16.205
1895000,379,379,4591.61,4522.7,39.8141,-16343.2080078125,16.0656
1900000,380,380,4692.69,4583.9,39.9156,-16658.85546875,18.9521
1905000,381,381,4651.27,4556.24,40.3538,-17262.271484375,17.4784
1910000,382,382,4581.29,4311.58,39.8735,-17119.51171875,15.8967
1915000,383,383,4618.51,4137.56,39.646,-16995.787109375,16.1439
1920000,384,384,4520.94,4490.17,39.5444,-16988.306640625,15.59
1925000,385,385,4586.9,4539.41,39.9982,-16870.298828125,15.9608
