Running Update Time,Running Reverse KL,Real Sto Return,Reward Loss,Running Env Steps,Real Det Return,Itration,Running Forward KL
78,13.9567,3799.69,-415.52716064453125,390000,3794.68,78,40.8263
79,12.8985,3678.11,-435.2420654296875,395000,3676.22,79,40.7927
80,13.8429,3747.88,-434.42523193359375,400000,3712.99,80,41.0148
81,13.0286,3778.33,-430.95843505859375,405000,3770.57,81,40.414
82,12.5982,3744.26,-440.3799133300781,410000,3753.09,82,40.5886
83,12.677,3718.89,-439.9753723144531,415000,3752.33,83,40.3083
84,12.5885,3763.75,-448.19696044921875,420000,3753.83,84,40.3085
85,12.8342,3846.22,-455.04998779296875,425000,3832.63,85,40.3291
86,13.1007,3767.39,-465.81494140625,430000,3720.42,86,41.092
87,12.927,3907.98,-446.4644775390625,435000,3891.68,87,40.4319
88,13.3408,3790.39,-474.3216552734375,440000,3771.43,88,40.6098
89,12.5493,3853.22,-472.1478271484375,445000,3883.74,89,39.8807
90,13.2423,3815.17,-482.1383972167969,450000,3823.82,90,40.2911
91,12.378,3848.53,-468.6491394042969,455000,3841.55,91,40.0032
92,11.973,3799.26,-483.76507568359375,460000,3785.08,92,40.0163
93,12.8332,3902.52,-490.21966552734375,465000,3920.15,93,40.4315
94,12.8611,3845.39,-493.4855041503906,470000,3861.41,94,40.0706
95,13.1573,3886.11,-514.7024536132812,475000,3837.29,95,40.4393
96,13.5521,3908.63,-504.52117919921875,480000,3938.13,96,40.0856
97,12.4621,3962.25,-491.4051208496094,485000,3979.04,97,39.3784
98,12.5197,3865.69,-531.2608032226562,490000,3810.02,98,40.3324
99,12.4713,3872.93,-504.97125244140625,495000,3865.88,99,39.8405
100,12.0445,3875.96,-520.5228271484375,500000,3844.98,100,39.7369
101,12.8965,3756.94,-547.8876342773438,505000,3913.73,101,40.0349
102,12.5888,3635.13,-556.9314575195312,510000,3793.04,102,39.7744
103,12.5978,3890.62,-532.91259765625,515000,3871.09,103,39.1266
104,11.81,3972.25,-516.8372802734375,520000,4000.13,104,38.8643
105,12.7678,3986.56,-535.2549438476562,525000,4019.55,105,39.0453
106,12.5698,3764.49,-560.10986328125,530000,4071.47,106,38.9858
107,13.1663,3879.93,-580.6460571289062,535000,3893.65,107,39.7637
108,11.6345,3990.13,-527.2137451171875,540000,4037.96,108,38.3586
109,13.3922,3933.57,-575.7521362304688,545000,3903.86,109,40.013
110,12.7452,3987.45,-574.4591064453125,550000,4074.56,110,39.1251
111,13.2131,3908.66,-586.5042724609375,555000,3960.51,111,39.4173
112,12.886,3987.29,-575.6138305664062,560000,4009.22,112,38.836
113,13.4787,3884.74,-574.4071655273438,565000,3989.04,113,39.1767
114,12.7357,4001.67,-565.295654296875,570000,4053.74,114,39.0857
115,12.5,3883.0,-581.5576171875,575000,4102.07,115,38.9515
116,12.825,3944.04,-599.8275146484375,580000,3991.87,116,39.3919
117,12.8624,4020.38,-588.9302368164062,585000,4076.39,117,38.8903
118,12.6107,3991.68,-593.2244873046875,590000,4065.49,118,38.9935
119,12.2091,4002.76,-601.9727783203125,595000,4002.61,119,38.9158
120,12.769,3970.51,-604.1658325195312,600000,4048.66,120,39.2853
121,12.3325,3945.63,-606.5186767578125,605000,3937.6,121,39.2419
122,12.8949,3965.5,-624.9116821289062,610000,3976.86,122,38.7584
123,13.3552,3751.63,-608.9290771484375,615000,4033.22,123,39.0836
124,12.7063,4040.15,-600.63916015625,620000,4102.27,124,38.6231
125,11.9695,4130.0,-591.0885620117188,625000,4273.76,125,38.048
126,12.9078,3976.96,-615.3829956054688,630000,4072.08,126,39.1362
127,13.18,4016.66,-624.6124877929688,635000,4003.35,127,39.1355
128,11.9492,4113.64,-602.446533203125,640000,4217.34,128,38.1543
129,12.9523,4056.7,-643.9615478515625,645000,4111.28,129,38.551
130,12.609,4131.96,-620.4267578125,650000,4175.34,130,38.4814
131,12.5191,4103.27,-623.95654296875,655000,4136.74,131,38.2694
132,12.6391,4063.78,-659.7860717773438,660000,4040.74,132,38.5353
133,12.0206,4116.19,-636.6336669921875,665000,4223.7,133,38.0287
134,11.9768,4091.94,-678.9544067382812,670000,4110.09,134,38.1744
135,12.2856,4069.13,-693.28759765625,675000,4152.48,135,38.3868
136,12.3731,3992.34,-701.2849731445312,680000,4014.37,136,38.7603
137,13.3252,4039.76,-667.3363647460938,685000,4185.95,137,37.9641
138,12.6434,4107.5,-668.0731201171875,690000,4118.25,138,38.016
139,13.5911,4098.82,-669.5676879882812,695000,4108.84,139,38.6683
140,12.9634,4066.56,-692.0712890625,700000,4124.32,140,38.1952
141,11.6259,4120.91,-694.2474975585938,705000,4163.1,141,38.2697
142,12.1475,4075.75,-706.9393920898438,710000,4207.1,142,37.9854
143,12.2501,4011.85,-759.3150024414062,715000,3964.83,143,39.1573
144,12.3266,4080.41,-718.699462890625,720000,4128.93,144,37.9469
145,12.7691,4163.81,-708.257080078125,725000,4135.91,145,38.0919
146,12.4626,4105.98,-718.3379516601562,730000,4117.86,146,38.1578
147,12.4243,4165.2,-749.0587768554688,735000,4177.12,147,38.0539
148,12.0159,4036.41,-749.9330444335938,740000,4091.77,148,38.0323
149,12.0954,4113.74,-766.8595581054688,745000,4148.43,149,38.0542
150,12.3396,4099.09,-762.8548583984375,750000,4173.6,150,37.7977
151,12.0913,4169.48,-758.2299194335938,755000,4205.85,151,38.0514
152,12.2568,4135.2,-770.4432373046875,760000,4153.14,152,38.1331
153,12.567,4128.55,-797.0745239257812,765000,4063.43,153,38.2908
154,11.648,4162.8,-763.3614501953125,770000,4361.91,154,37.9309
155,12.1594,4148.69,-782.31689453125,775000,4096.81,155,37.6807
156,11.675,4031.83,-791.5834350585938,780000,4149.35,156,37.9164
157,11.9016,4161.26,-778.6738891601562,785000,4159.14,157,37.8661
158,12.3616,4227.69,-789.95068359375,790000,4385.56,158,37.5896
159,12.6705,4182.96,-794.748291015625,795000,4238.54,159,37.3606
160,11.8964,4286.87,-769.0259399414062,800000,4185.98,160,36.9169
161,12.7363,4030.22,-817.5969848632812,805000,4125.74,161,37.8199
162,12.3608,4211.39,-811.2039184570312,810000,4274.32,162,38.0427
163,12.2291,4236.53,-809.36669921875,815000,4342.48,163,37.4127
164,12.5379,4128.37,-827.4189453125,820000,4211.22,164,37.7412
165,12.0956,4069.01,-840.599365234375,825000,4267.79,165,36.8856
166,11.615,4225.0,-798.2520141601562,830000,4306.5,166,36.7024
167,11.833,4230.66,-823.7980346679688,835000,4388.86,167,36.9606
168,11.0979,4254.99,-838.12451171875,840000,4379.16,168,36.6496
169,12.172,4254.94,-821.4098510742188,845000,4241.13,169,37.4685
170,11.3908,3887.66,-821.85791015625,850000,4381.73,170,36.5673
171,11.8573,4070.16,-837.68310546875,855000,4334.42,171,36.8666
172,12.6954,4312.06,-858.353271484375,860000,4399.67,172,37.5928
173,12.0836,4338.79,-856.9111938476562,865000,4260.37,173,36.7589
174,12.1596,4350.81,-845.0698852539062,870000,4306.19,174,36.3258
175,12.1118,4193.99,-865.57958984375,875000,4226.38,175,37.0512
176,11.5518,4298.07,-846.0994873046875,880000,4466.07,176,36.3004
177,12.3432,4366.61,-853.2018432617188,885000,4391.04,177,36.288
178,11.5373,4308.1,-827.7288818359375,890000,4159.72,178,36.4224
179,12.1541,4320.39,-861.100341796875,895000,4178.95,179,36.5908
180,11.6991,4375.95,-898.6029663085938,900000,4602.33,180,36.0864
181,11.7379,4321.15,-905.4992065429688,905000,4490.02,181,36.4402
182,12.9379,4159.78,-969.6346435546875,910000,4067.57,182,38.0808
183,11.9616,4407.88,-903.7535400390625,915000,4436.66,183,36.4661
184,11.1907,4339.93,-919.758544921875,920000,4374.39,184,35.9925
185,12.8441,4333.9,-949.2100219726562,925000,4228.86,185,37.1649
186,11.6093,4138.33,-959.4306640625,930000,4121.16,186,36.7308
187,10.9099,4266.9,-1006.0989990234375,935000,4042.86,187,37.4638
188,12.8787,4257.63,-974.6128540039062,940000,4223.11,188,37.2017
189,12.5184,4333.12,-960.0505981445312,945000,4491.1,189,36.2876
190,12.346,4374.35,-958.7860107421875,950000,4277.38,190,36.3055
191,11.5339,4407.31,-902.527587890625,955000,4439.71,191,36.3044
192,12.1698,4310.61,-968.9251098632812,960000,4238.65,192,36.3362
193,12.4489,4418.45,-967.467529296875,965000,4390.69,193,35.8721
194,12.4919,4267.27,-1010.1728515625,970000,4202.13,194,37.1095
195,11.6638,4224.59,-1032.886474609375,975000,4187.88,195,36.349
196,13.1705,4373.25,-972.4395141601562,980000,4464.71,196,36.7568
197,12.4834,4429.76,-933.1517333984375,985000,4272.05,197,35.7842
198,13.482,4397.84,-964.6390380859375,990000,4387.47,198,36.1016
199,12.9041,4392.63,-999.8770751953125,995000,4367.09,199,36.6599
200,12.9369,4404.42,-991.1670532226562,1000000,4503.52,200,35.8368
201,12.4708,4389.97,-1026.2381591796875,1005000,4569.38,201,35.9371
202,12.5127,4380.72,-1058.3343505859375,1010000,4520.33,202,35.1699
203,12.0801,4423.85,-1029.1632080078125,1015000,4534.65,203,35.5252
204,12.4311,4331.29,-1046.037353515625,1020000,4458.17,204,36.6083
205,12.0732,4395.46,-1085.987548828125,1025000,4460.45,205,36.5537
206,11.9801,4379.68,-1059.664306640625,1030000,4507.85,206,36.137
207,11.2262,4442.84,-1092.41357421875,1035000,4540.44,207,35.9678
208,11.9691,4407.08,-1090.092041015625,1040000,4531.93,208,35.9785
209,11.8751,4482.39,-1052.397216796875,1045000,4577.79,209,35.2531
210,11.671,4452.56,-1088.5653076171875,1050000,4579.7,210,35.3669
211,11.8773,4459.41,-1079.475341796875,1055000,4570.54,211,35.414
212,11.8163,4450.03,-1090.5360107421875,1060000,4598.85,212,35.5835
213,12.2825,4470.53,-1111.9971923828125,1065000,4536.69,213,36.0634
214,11.5252,4441.54,-1088.1439208984375,1070000,4554.88,214,35.811
215,12.2898,4466.33,-1103.71484375,1075000,4620.34,215,35.7643
216,12.0672,4461.25,-1092.9637451171875,1080000,4591.67,216,35.0804
217,12.5249,4453.58,-1117.606201171875,1085000,4588.27,217,35.4996
218,12.031,4467.95,-1165.864013671875,1090000,4632.94,218,35.3738
219,12.186,4517.23,-1143.76513671875,1095000,4675.81,219,35.2541
220,12.2128,4283.57,-1180.012451171875,1100000,4640.6,220,35.7822
221,11.9031,4248.93,-1179.154296875,1105000,4573.88,221,35.4345
222,11.6641,4436.34,-1178.2921142578125,1110000,4622.8,222,35.5046
223,11.922,4378.51,-1187.8740234375,1115000,4584.19,223,35.6535
224,11.9638,4503.37,-1167.585693359375,1120000,4650.96,224,34.8161
225,11.5284,4507.52,-1201.9119873046875,1125000,4699.31,225,35.903
226,11.95,4479.05,-1190.5399169921875,1130000,4684.07,226,35.5431
227,12.0013,4295.72,-1169.5894775390625,1135000,4743.93,227,35.3064
228,12.4274,4526.5,-1161.439453125,1140000,4768.06,228,35.2737
229,11.085,4458.17,-1397.5135498046875,1145000,4675.98,229,36.1066
230,12.2747,4151.98,-1203.86474609375,1150000,4695.3,230,35.4864
231,11.5786,4474.32,-1235.9058837890625,1155000,4673.61,231,35.4381
232,11.9141,4145.95,-1279.4986572265625,1160000,4679.76,232,35.0476
233,11.4428,4303.0,-1338.5399169921875,1165000,4655.86,233,35.6262
234,11.5111,3988.5,-1199.365478515625,1170000,4689.06,234,34.757
235,10.8087,2960.04,-1378.1822509765625,1175000,4585.3,235,35.3289
236,11.3119,3946.22,-1259.8253173828125,1180000,4803.62,236,34.6888
237,11.3469,4228.21,-1313.9296875,1185000,4686.19,237,34.9472
238,13.7892,3764.19,-1440.439697265625,1190000,4798.46,238,35.1473
239,11.4746,3724.44,-1429.9810791015625,1195000,4694.91,239,35.7486
240,14.0054,3292.52,-1476.0379638671875,1200000,3836.88,240,35.9292
241,11.2627,4161.12,-1327.1263427734375,1205000,4769.93,241,35.3698
242,12.583,4095.09,-1557.1702880859375,1210000,4551.45,242,36.416
243,11.1381,3475.03,-1536.4312744140625,1215000,3986.09,243,36.4995
244,10.546,3281.31,-1614.05224609375,1220000,4563.45,244,35.4271
245,10.4156,3372.83,-1548.21337890625,1225000,4549.52,245,36.5687
246,10.2757,3449.84,-1629.0538330078125,1230000,4528.33,246,35.9075
247,11.3133,3382.12,-1444.2166748046875,1235000,4574.3,247,35.1136
248,11.7613,4259.4,-1339.3223876953125,1240000,4689.81,248,35.1747
249,11.195,4185.21,-1366.751953125,1245000,4747.23,249,35.1558
250,11.7494,4400.36,-1388.76318359375,1250000,4761.08,250,34.5758
251,12.6296,4481.48,-1230.949462890625,1255000,4806.67,251,34.3737
252,11.5131,4592.55,-1276.0460205078125,1260000,4700.67,252,33.7805
253,11.8026,4427.48,-1301.737060546875,1265000,4786.36,253,33.8981
254,11.9964,4218.38,-1384.7919921875,1270000,4786.12,254,34.0911
255,12.1471,4582.29,-1315.9537353515625,1275000,4772.51,255,34.3407
256,11.6897,4176.63,-1268.709228515625,1280000,4759.67,256,33.8508
257,11.9916,4614.93,-1281.14697265625,1285000,4742.97,257,34.0359
258,11.8296,4340.44,-1401.3671875,1290000,4732.61,258,34.1145
259,11.7273,4397.83,-1343.150634765625,1295000,4815.8,259,34.1072
260,12.0199,4616.94,-1395.2581787109375,1300000,4777.64,260,33.7747
261,11.7755,4632.11,-1452.110107421875,1305000,4850.64,261,34.8329
262,12.1473,4602.98,-1436.4521484375,1310000,4823.09,262,34.1226
263,12.0947,4408.31,-1429.4228515625,1315000,4792.77,263,34.2656
264,12.5604,4590.55,-1569.412841796875,1320000,4829.59,264,34.4902
265,11.3736,4588.35,-1446.595947265625,1325000,4850.11,265,34.5759
266,11.3617,4413.01,-1524.5916748046875,1330000,4805.78,266,35.1171
267,11.7355,4479.0,-1532.1204833984375,1335000,4765.79,267,34.8849
268,11.578,4418.11,-1544.320068359375,1340000,4851.74,268,34.149
269,12.108,4308.38,-1469.41357421875,1345000,4851.04,269,34.669
270,15.4325,4271.7,-1683.297119140625,1350000,4870.65,270,33.7852
271,11.1565,4608.93,-1528.40087890625,1355000,4722.96,271,34.5106
272,11.4212,4445.05,-1563.8282470703125,1360000,4715.8,272,34.4537
273,11.5438,4257.48,-1478.933837890625,1365000,4809.96,273,33.5086
274,11.5841,4562.84,-1568.42236328125,1370000,4908.11,274,34.2152
275,11.2261,4607.65,-1543.6751708984375,1375000,4768.43,275,33.9245
276,10.8239,4613.11,-1544.0701904296875,1380000,4754.58,276,32.82
277,11.6637,4656.59,-1726.046142578125,1385000,4723.67,277,34.0895
278,15.2151,4528.49,-2006.794921875,1390000,4635.97,278,34.5475
279,10.571,4591.45,-1606.025634765625,1395000,4759.64,279,33.4591
280,10.9127,4681.74,-1517.7540283203125,1400000,4788.12,280,32.7382
281,10.7822,4671.1,-1580.191650390625,1405000,4841.2,281,33.6497
282,11.0108,4655.58,-1625.69384765625,1410000,4748.69,282,33.7692
283,11.1625,4470.75,-1667.367431640625,1415000,4786.41,283,33.6852
284,10.6195,4683.8,-1679.5479736328125,1420000,4813.46,284,33.8973
285,10.6948,4662.93,-1612.9193115234375,1425000,4845.34,285,33.738
286,11.2174,4671.52,-1739.423095703125,1430000,4800.31,286,33.8284
287,11.0462,4645.68,-1729.71484375,1435000,4756.04,287,33.2706
288,11.0786,4293.43,-1734.10205078125,1440000,4732.24,288,34.0495
289,10.8241,4562.55,-1782.1094970703125,1445000,4799.82,289,33.656
290,10.8709,4439.85,-1798.046875,1450000,4745.27,290,33.5328
291,10.8103,4610.7,-1780.2421875,1455000,4803.9,291,33.5158
292,11.4126,4592.51,-1821.6455078125,1460000,4777.08,292,34.0721
293,11.3964,4313.79,-1776.3001708984375,1465000,4843.78,293,33.4444
294,10.6803,4670.0,-1777.069580078125,1470000,4730.68,294,33.5193
295,10.7801,4230.96,-1817.537109375,1475000,4736.71,295,34.1018
296,11.1978,4684.16,-1807.4700927734375,1480000,4824.51,296,33.5775
297,10.7009,4615.18,-1852.46923828125,1485000,4764.86,297,34.0202
298,10.868,4452.79,-1850.9061279296875,1490000,4678.16,298,33.9432
299,10.6764,4487.76,-1912.0380859375,1495000,4767.93,299,34.0348
300,10.5779,4495.93,-1763.3204345703125,1500000,4862.09,300,33.042
301,10.5398,4675.31,-1779.7823486328125,1505000,4859.86,301,33.123
302,10.7846,4705.32,-1837.8388671875,1510000,4857.29,302,34.1024
303,11.2126,4713.26,-1972.6597900390625,1515000,4817.16,303,33.741
304,10.7099,4648.52,-1911.5791015625,1520000,4757.12,304,34.2272
305,10.6651,4697.31,-1871.7476806640625,1525000,4772.63,305,33.8968
306,11.0722,4697.57,-1840.7034912109375,1530000,4794.48,306,33.8458
307,10.7364,4696.3,-1880.258544921875,1535000,4837.39,307,33.7247
308,10.8679,4770.11,-1836.0352783203125,1540000,4831.84,308,33.0727
309,10.9411,4702.82,-1902.607421875,1545000,4779.18,309,33.511
310,10.7077,4051.66,-1862.447021484375,1550000,4570.44,310,33.3411
311,10.407,4656.46,-1867.1650390625,1555000,4845.2,311,33.2966
312,10.4284,4723.18,-1893.5029296875,1560000,4880.54,312,33.5708
313,10.6926,4544.54,-1893.8843994140625,1565000,4827.29,313,33.3076
314,10.8297,4733.47,-1927.776611328125,1570000,4823.31,314,33.5994
315,10.9766,4753.15,-1893.760009765625,1575000,4841.96,315,33.3128
316,10.8703,4515.3,-1970.8719482421875,1580000,4805.81,316,32.6935
317,10.2865,4736.84,-1929.9361572265625,1585000,4872.18,317,33.1101
318,11.3452,4667.64,-2011.065185546875,1590000,4857.01,318,33.4353
319,13.7988,4697.63,-2268.0810546875,1595000,4804.33,319,34.0543
320,12.0484,3941.28,-2428.394287109375,1600000,4463.06,320,35.9602
321,37.9289,497.01,-4302.32177734375,1605000,474.19,321,48.9257
322,27.4457,827.08,-4099.521484375,1610000,547.88,322,49.5414
323,19.2586,3477.53,-3126.40283203125,1615000,3884.27,323,39.2066
324,15.907,3385.75,-2931.237060546875,1620000,4088.5,324,36.3166
325,14.6057,2580.42,-2685.20654296875,1625000,1981.03,325,35.9872
326,14.3418,3722.35,-2754.5419921875,1630000,3723.57,326,36.5935
327,12.9739,4070.66,-2635.048583984375,1635000,4002.11,327,35.7966
328,13.268,4157.61,-2524.431884765625,1640000,4302.77,328,34.65
329,14.2967,2989.46,-2923.260986328125,1645000,4333.22,329,35.4063
330,13.2818,3999.29,-2534.27099609375,1650000,4288.03,330,34.3076
331,13.1037,3931.33,-2601.871337890625,1655000,4141.81,331,34.3079
332,12.1207,4364.04,-2530.58056640625,1660000,4451.99,332,35.055
333,12.1386,4497.7,-2399.5146484375,1665000,4664.44,333,34.3773
334,12.1045,4475.61,-2417.12939453125,1670000,4680.01,334,34.5734
335,12.3174,4576.46,-2335.51025390625,1675000,4803.8,335,33.9316
336,11.9273,4325.21,-2381.100341796875,1680000,4671.46,336,33.9411
337,12.0015,4618.76,-2318.302001953125,1685000,4867.39,337,33.8057
338,12.2157,4623.89,-2310.765625,1690000,4873.61,338,33.5493
339,11.7508,4683.92,-2254.179931640625,1695000,4904.34,339,33.1343
340,11.5134,4592.73,-2304.370361328125,1700000,4830.97,340,33.769
341,11.972,4663.88,-2262.6923828125,1705000,4884.53,341,33.3725
342,11.5453,4634.69,-2269.27978515625,1710000,4797.86,342,33.7285
343,11.3111,4447.33,-2273.8408203125,1715000,4895.41,343,33.3237
344,11.7068,4648.72,-2342.915771484375,1720000,4835.16,344,33.5699
345,11.7988,4716.03,-2306.784912109375,1725000,4863.02,345,33.1901
346,11.8763,4723.55,-2276.10888671875,1730000,4896.56,346,33.3907
347,12.0777,4674.04,-2330.163330078125,1735000,4833.64,347,33.2113
348,12.3613,4782.24,-2190.743896484375,1740000,4953.45,348,33.1048
349,12.3311,4748.91,-2228.72802734375,1745000,4854.3,349,32.663
350,12.1846,4794.23,-2276.082275390625,1750000,4900.04,350,32.5302
351,37.5184,2221.19,-3937.456787109375,1755000,2214.23,351,42.7094
352,15.7441,3181.6,-2705.03466796875,1760000,1601.43,352,37.7702
353,15.1402,3786.41,-2815.869140625,1765000,4149.76,353,37.2572
354,14.9219,4623.4,-2571.882568359375,1770000,4815.95,354,33.9088
355,15.0113,3830.59,-3061.403076171875,1775000,3937.01,355,35.5694
356,12.9341,4600.74,-2555.530517578125,1780000,4640.28,356,32.8927
357,13.819,4626.3,-2494.6318359375,1785000,4683.5,357,33.4964
358,12.9933,4490.65,-2575.477783203125,1790000,4595.7,358,33.3492
359,12.2736,4519.12,-2567.382080078125,1795000,4628.04,359,33.7016
360,12.2447,4577.65,-2463.756591796875,1800000,4639.32,360,33.2405
361,12.445,4241.45,-2567.3115234375,1805000,4705.83,361,33.7415
362,46.4064,3394.7,-3109.8125,1810000,3536.36,362,35.2871
363,11.8247,4610.9,-2390.13671875,1815000,4723.38,363,33.0288
364,12.4239,4602.23,-2431.3359375,1820000,4705.21,364,33.6953
365,11.7861,4699.13,-2358.587646484375,1825000,4832.48,365,33.0756
366,11.9168,4645.3,-2417.12646484375,1830000,4821.5,366,33.9016
367,11.7797,4696.92,-2442.261474609375,1835000,4792.46,367,33.4061
368,12.4791,4688.05,-2398.74658203125,1840000,4753.53,368,33.4113
369,12.2894,4723.61,-2409.329345703125,1845000,4816.3,369,33.4509
370,12.1006,4774.21,-2364.717041015625,1850000,4877.99,370,32.8426
371,11.8487,4715.92,-2369.165283203125,1855000,4811.0,371,33.0759
372,11.7127,4799.39,-2305.58154296875,1860000,4848.42,372,33.0104
373,11.9584,4784.61,-2350.041748046875,1865000,4874.88,373,32.5518
374,11.6215,4804.0,-2377.89306640625,1870000,4907.38,374,32.9543
375,12.0427,4785.87,-2346.779296875,1875000,4957.33,375,32.5822
376,12.2828,4833.66,-2374.256103515625,1880000,4955.91,376,32.5523
377,11.5523,4724.65,-2376.3818359375,1885000,4855.36,377,32.6256
378,11.5498,4797.87,-2383.232666015625,1890000,4864.27,378,32.186
379,11.9458,4813.53,-2411.536865234375,1895000,4867.42,379,33.4424
380,11.9339,4810.99,-2377.857177734375,1900000,4852.61,380,33.1273
381,11.9387,4858.45,-2358.49560546875,1905000,4888.54,381,32.8275
382,11.8253,4842.69,-2360.87939453125,1910000,4831.36,382,32.6126
383,11.7894,4835.03,-2324.853271484375,1915000,4848.55,383,32.9992
