Running Update Time,Running Reverse KL,Real Sto Return,Reward Loss,Running Env Steps,Real Det Return,Itration,Running Forward KL
765,12.2151,4767.01,-5894.88671875,3825000,5149.36,765,32.6846
766,12.2055,4965.96,-5842.90283203125,3830000,5185.82,766,32.2438
767,12.0043,4984.52,-5722.09814453125,3835000,5206.64,767,31.7806
768,12.232,5004.26,-5736.97265625,3840000,5193.73,768,32.9624
769,11.6526,5036.04,-6158.96240234375,3845000,5176.0,769,32.89
770,12.5936,4986.75,-5897.02783203125,3850000,5173.33,770,32.9318
771,12.0086,4993.13,-5670.259765625,3855000,5232.5,771,31.5442
772,11.8306,5019.63,-5923.5478515625,3860000,5184.54,772,32.6926
773,12.4784,4996.15,-5921.541015625,3865000,5167.85,773,32.6968
774,12.6763,4908.9,-5958.00146484375,3870000,5131.91,774,32.5541
775,12.5072,5015.86,-5962.89208984375,3875000,5182.07,775,32.7095
776,12.1108,4998.74,-5834.416015625,3880000,5166.08,776,32.0292
777,11.8698,4980.3,-5777.76953125,3885000,5133.72,777,31.7947
778,12.3141,4955.97,-5898.8544921875,3890000,5119.08,778,32.5917
779,12.1991,4980.12,-5915.4169921875,3895000,5149.99,779,32.5149
780,12.2892,4984.58,-5913.63427734375,3900000,5160.89,780,31.794
781,11.7467,5001.77,-5833.43359375,3905000,5196.04,781,32.225
782,11.5651,4825.32,-5796.70703125,3910000,5215.5,782,32.248
783,12.1617,4978.83,-5936.2041015625,3915000,5196.3,783,32.1822
784,12.4166,4972.26,-6027.1083984375,3920000,5114.57,784,32.6689
785,12.534,4969.78,-5908.09228515625,3925000,5188.25,785,32.2362
786,11.963,5001.36,-5875.125,3930000,5233.76,786,32.1055
787,12.1499,4969.63,-5828.51708984375,3935000,5189.5,787,32.1931
788,12.0767,4975.73,-5837.4541015625,3940000,5191.0,788,32.4682
789,12.4371,4917.24,-6008.6259765625,3945000,5177.48,789,32.5079
790,12.1123,4938.01,-6174.90966796875,3950000,5110.08,790,33.2053
791,12.3029,4978.46,-5999.4853515625,3955000,5150.38,791,32.7927
792,12.6237,4984.38,-6043.46484375,3960000,5171.26,792,32.8655
793,12.0341,4984.83,-6135.3046875,3965000,5138.3,793,32.9522
794,12.1482,4927.99,-5876.07470703125,3970000,5224.12,794,32.3873
795,12.0379,4977.78,-5983.10595703125,3975000,5145.11,795,32.0433
796,12.0217,5001.05,-6010.7802734375,3980000,5174.23,796,32.9484
797,12.3257,5016.61,-5993.56494140625,3985000,5165.23,797,32.4483
798,12.3615,4989.1,-6020.3359375,3990000,5155.66,798,32.3233
799,11.9986,4992.31,-5977.75,3995000,5152.0,799,32.6306
800,12.5353,4814.1,-5976.939453125,4000000,5174.95,800,32.6262
801,12.6846,5009.83,-6088.39404296875,4005000,5140.51,801,33.3368
802,12.1696,5010.42,-6046.78515625,4010000,5154.48,802,32.9992
803,12.3641,5037.88,-6168.16455078125,4015000,5152.69,803,33.0991
804,12.6794,4996.48,-6046.5908203125,4020000,5210.77,804,32.6981
805,12.0492,4993.25,-6013.24365234375,4025000,5099.07,805,32.8867
806,12.4651,4766.95,-6015.32763671875,4030000,5134.68,806,32.2652
807,12.4413,4973.88,-6238.490234375,4035000,5141.92,807,33.3772
808,12.4082,4999.44,-6014.90234375,4040000,5176.89,808,32.7913
809,12.2476,4993.16,-6066.51171875,4045000,5178.2,809,32.6598
810,11.8064,4970.84,-6380.783203125,4050000,5123.63,810,33.3493
811,12.9711,5014.25,-6154.12744140625,4055000,5185.38,811,32.9508
812,12.4353,5017.67,-6158.55322265625,4060000,5190.98,812,33.0067
813,12.8794,5003.62,-6243.64013671875,4065000,5129.24,813,33.5791
814,12.5575,5053.51,-6240.02490234375,4070000,5244.27,814,32.8466
815,12.3738,4983.71,-6254.509765625,4075000,5160.08,815,32.9953
816,13.1992,5027.41,-6105.552734375,4080000,5203.65,816,32.8131
817,13.161,5014.47,-6304.30712890625,4085000,5157.04,817,33.5079
818,13.0549,5004.33,-6140.794921875,4090000,5155.41,818,32.7989
819,13.4466,5040.27,-6198.0888671875,4095000,5156.31,819,33.3968
820,13.2804,4992.07,-6136.5322265625,4100000,5147.71,820,32.8189
821,13.4714,5012.09,-6332.4873046875,4105000,5171.99,821,32.8348
822,13.577,4999.64,-6112.61767578125,4110000,5123.89,822,32.8502
823,13.202,5020.38,-6298.22119140625,4115000,5147.85,823,33.2865
824,13.2617,4994.08,-6332.359375,4120000,5090.67,824,33.9773
825,13.173,4992.45,-6060.12060546875,4125000,5133.21,825,32.215
826,12.9664,4981.82,-6202.0703125,4130000,5131.24,826,33.3535
827,12.5502,5000.26,-6227.0,4135000,5141.21,827,31.9113
828,12.4715,4999.8,-6314.6025390625,4140000,5182.1,828,32.7721
829,12.6764,4989.44,-6091.712890625,4145000,5149.94,829,32.7208
830,12.4513,4970.18,-6139.27099609375,4150000,5175.44,830,31.8453
831,13.6093,4964.88,-6264.66259765625,4155000,5100.88,831,32.7679
832,12.8692,5036.04,-6323.048828125,4160000,5224.71,832,32.7815
833,12.9116,4993.37,-6160.408203125,4165000,5183.59,833,31.8721
834,12.9368,5013.91,-6196.99853515625,4170000,5144.57,834,32.16
835,12.6711,5031.16,-6266.78857421875,4175000,5223.47,835,31.7412
836,12.974,5044.12,-6205.22314453125,4180000,5188.86,836,32.0247
837,13.2966,5003.67,-6178.99462890625,4185000,5149.88,837,32.2239
838,12.9624,5023.53,-6199.23974609375,4190000,5168.02,838,31.7929
839,12.8416,4786.49,-6299.57373046875,4195000,5186.55,839,32.2597
840,13.0005,5054.77,-6175.685546875,4200000,5177.79,840,32.1116
841,12.5184,4985.77,-6035.11279296875,4205000,5166.82,841,31.6884
842,12.6841,4991.66,-6158.27392578125,4210000,5179.78,842,31.5932
843,12.9487,5002.88,-6211.7861328125,4215000,5209.19,843,32.3778
844,12.3098,4930.55,-6385.037109375,4220000,5095.78,844,32.8295
845,12.3671,4964.98,-6272.77099609375,4225000,5135.79,845,32.4245
846,13.1523,4975.42,-6309.49560546875,4230000,5165.67,846,32.3953
847,12.6039,4983.63,-6100.1806640625,4235000,5192.37,847,31.8089
848,12.372,5013.43,-6273.9541015625,4240000,5099.09,848,32.2381
849,11.9913,4962.87,-6247.8271484375,4245000,5124.94,849,31.6946
850,11.6362,4918.54,-6695.3095703125,4250000,5119.17,850,32.5569
851,11.8264,4925.23,-6324.54443359375,4255000,5089.67,851,31.92
852,11.627,4920.75,-6247.30322265625,4260000,5113.52,852,31.8804
853,11.666,4868.87,-6610.99609375,4265000,4988.91,853,33.0051
854,12.3309,4895.81,-6287.77685546875,4270000,4893.1,854,32.3028
855,12.4928,4257.74,-6307.18505859375,4275000,5125.08,855,32.2545
856,23.9832,948.09,-8333.4052734375,4280000,449.39,856,41.6862
857,13.6658,4923.24,-6216.52734375,4285000,5103.47,857,32.7591
858,13.5339,4944.15,-6318.16845703125,4290000,4978.14,858,32.3171
859,13.1702,4932.92,-6250.00244140625,4295000,5137.91,859,32.3441
860,13.1073,4912.3,-6343.90625,4300000,5042.77,860,33.1771
861,13.1033,5002.23,-6295.400390625,4305000,5185.79,861,32.4441
862,14.6442,4514.55,-8004.46875,4310000,5155.07,862,35.5789
863,14.0502,2422.44,-7785.10693359375,4315000,3790.45,863,34.253
864,12.7681,3460.84,-6497.318359375,4320000,4032.48,864,33.4265
865,13.1058,4372.67,-7267.19775390625,4325000,1368.0,865,33.906
866,13.0422,4647.96,-6917.9716796875,4330000,4901.57,866,33.5716
867,14.1431,4484.38,-6836.671875,4335000,4193.85,867,33.2869
868,13.257,4542.84,-6731.05712890625,4340000,4938.69,868,33.0574
869,13.3693,4613.99,-6738.07861328125,4345000,4885.32,869,33.7111
870,12.511,4590.08,-6731.662109375,4350000,4873.78,870,33.409
871,12.9372,4719.75,-6543.904296875,4355000,4621.28,871,32.1875
872,15.6548,4821.81,-6784.6845703125,4360000,4958.72,872,32.9791
873,11.944,4546.69,-6689.349609375,4365000,4839.48,873,32.983
874,12.2461,4879.6,-6321.32763671875,4370000,4973.08,874,32.0449
875,13.3586,4756.0,-6445.734375,4375000,5046.5,875,31.8301
876,13.9226,4976.23,-6693.65576171875,4380000,5135.11,876,32.3342
877,14.323,4840.86,-6599.2119140625,4385000,5108.01,877,32.6128
878,13.9772,4948.4,-6412.82958984375,4390000,5073.88,878,31.7952
879,13.8645,4963.44,-6511.8125,4395000,5119.64,879,31.5463
880,14.2377,4584.61,-6641.71484375,4400000,5043.56,880,31.51
881,13.3257,4727.3,-6399.24609375,4405000,5014.84,881,31.8241
882,18.6286,4712.69,-6568.16796875,4410000,5062.14,882,32.1876
883,17.4657,4593.95,-6859.80859375,4415000,4984.72,883,33.2141
884,13.154,4650.29,-6759.205078125,4420000,4965.79,884,33.2396
885,13.7678,4744.76,-6821.66943359375,4425000,4945.02,885,33.5791
886,13.4859,4774.56,-6701.76904296875,4430000,4971.34,886,33.0071
887,13.7623,4725.2,-6751.43115234375,4435000,4924.62,887,32.9616
888,14.404,4768.62,-6830.2509765625,4440000,4955.43,888,33.8163
889,15.5789,4600.54,-6756.0654296875,4445000,4973.61,889,33.7752
890,54.226,2218.99,-7438.04443359375,4450000,4364.84,890,38.9256
891,46.0505,2733.72,-7396.36474609375,4455000,3364.36,891,39.4079
892,29.6129,3167.85,-6923.64990234375,4460000,2682.46,892,36.2131
893,17.0703,4066.88,-6668.50048828125,4465000,3974.87,893,35.178
894,16.2872,4320.85,-7252.87890625,4470000,4187.45,894,35.8469
895,14.8615,4496.37,-6953.96923828125,4475000,4611.4,895,34.0402
896,14.246,4733.53,-6619.97216796875,4480000,5006.29,896,33.2823
897,15.3863,4704.89,-6918.3154296875,4485000,4984.56,897,34.2339
898,15.9725,4880.52,-6690.56689453125,4490000,5012.19,898,34.0068
899,15.3738,4847.15,-6854.2861328125,4495000,5086.48,899,33.5424
900,15.661,4739.44,-6761.01416015625,4500000,5032.73,900,33.7687
901,15.6803,4780.13,-6765.68994140625,4505000,4990.04,901,33.3981
902,15.0369,4829.59,-6805.04541015625,4510000,4990.16,902,32.9903
903,16.2377,4549.74,-6849.8564453125,4515000,5214.8,903,31.7819
904,19.6762,4571.68,-6941.7705078125,4520000,5108.31,904,32.8735
905,14.5484,4691.31,-6829.1826171875,4525000,5145.31,905,31.9854
906,13.8218,4606.17,-6706.29833984375,4530000,5152.93,906,30.7827
907,13.8628,4756.74,-6596.4697265625,4535000,5174.18,907,31.2798
908,14.5225,4057.04,-6522.34521484375,4540000,5170.46,908,30.7629
909,14.3827,4994.41,-6396.0546875,4545000,5144.18,909,30.8641
910,14.2645,5031.47,-6628.869140625,4550000,5155.94,910,30.745
911,14.6965,5083.55,-6541.4892578125,4555000,5218.85,911,31.2038
912,15.0809,5011.16,-6553.3388671875,4560000,5127.42,912,31.7726
913,15.206,5019.72,-6744.140625,4565000,5076.21,913,31.3956
914,15.4307,5054.0,-6519.802734375,4570000,5161.35,914,30.995
915,15.6011,5003.63,-6509.03369140625,4575000,5134.62,915,31.8211
916,15.6403,4990.85,-6724.04736328125,4580000,5092.28,916,31.9219
917,14.7309,5033.35,-6648.50634765625,4585000,5101.92,917,31.884
918,15.4039,5083.7,-6735.34130859375,4590000,5212.87,918,31.7546
919,14.8927,5009.22,-6888.12744140625,4595000,5093.06,919,31.841
920,15.5878,5100.86,-6713.36572265625,4600000,5197.66,920,31.6926
921,16.074,4999.15,-6899.96533203125,4605000,5163.52,921,32.0585
922,16.0085,5044.56,-6801.28759765625,4610000,5138.54,922,32.2578
923,15.1698,4776.15,-6938.69677734375,4615000,5089.4,923,32.1437
924,15.7871,4975.66,-6814.78955078125,4620000,5144.64,924,31.5933
925,16.2209,5085.51,-6697.25244140625,4625000,5228.11,925,32.1703
926,16.9615,5004.33,-6793.34228515625,4630000,5134.6,926,32.3553
927,15.6933,5051.28,-6916.30224609375,4635000,5109.67,927,31.6512
928,16.5245,5035.28,-6827.39599609375,4640000,5153.16,928,31.9237
929,16.6416,5025.27,-6893.4228515625,4645000,5113.33,929,32.6538
930,16.5991,5015.51,-7017.3291015625,4650000,5067.42,930,33.6507
931,16.4058,5035.78,-6952.43896484375,4655000,5126.15,931,32.835
932,16.1051,5001.94,-6898.67138671875,4660000,5081.27,932,32.7041
933,16.3495,4965.87,-7134.85791015625,4665000,5068.96,933,33.4002
934,16.2587,5015.2,-7079.9052734375,4670000,5138.22,934,33.2656
935,16.181,4975.49,-7055.6201171875,4675000,5072.55,935,32.1549
936,15.6749,4996.48,-6940.634765625,4680000,5081.46,936,31.9429
937,15.7464,5009.07,-7040.48291015625,4685000,5112.89,937,32.8112
938,16.2399,4991.42,-6958.6455078125,4690000,5119.5,938,32.4425
939,15.75,4982.79,-6870.23876953125,4695000,5064.78,939,31.1048
940,15.9835,5057.03,-7019.30224609375,4700000,5127.2,940,32.8797
941,16.3294,5015.33,-7018.21728515625,4705000,5148.5,941,31.9502
942,16.3381,5008.9,-7039.4140625,4710000,5092.99,942,31.0841
943,15.8169,5046.59,-7242.61572265625,4715000,5112.98,943,32.5042
944,16.4298,5023.78,-7038.58447265625,4720000,5121.6,944,31.9942
945,16.722,5035.4,-7021.41943359375,4725000,5127.58,945,31.6251
946,16.1185,5031.07,-7086.212890625,4730000,5148.55,946,31.9275
947,15.7721,5079.74,-6965.15283203125,4735000,5167.51,947,31.7126
948,16.0219,5032.11,-7058.40380859375,4740000,5112.5,948,31.5636
949,15.7071,5052.44,-7140.845703125,4745000,5217.91,949,32.6218
950,15.9499,5001.22,-7126.5078125,4750000,5103.45,950,32.518
951,15.577,5045.35,-7234.0009765625,4755000,5151.73,951,32.6132
952,16.484,4895.74,-7407.041015625,4760000,5163.46,952,33.2734
953,15.2333,5096.0,-7150.56982421875,4765000,5203.79,953,31.4743
954,15.6027,5053.6,-7281.79248046875,4770000,5152.01,954,32.064
955,15.8014,5060.3,-7190.41796875,4775000,5140.71,955,32.1827
956,15.6909,5037.24,-7228.62158203125,4780000,5141.18,956,32.7676
957,16.0225,5007.05,-7364.26806640625,4785000,5092.41,957,33.2208
958,16.2009,5002.22,-7129.93017578125,4790000,5095.75,958,32.0383
959,16.1654,5041.64,-7352.43505859375,4795000,5127.55,959,32.9192
960,16.1668,5054.49,-7263.6962890625,4800000,5152.13,960,32.3092
961,16.2383,5065.35,-7016.9208984375,4805000,5156.71,961,32.3773
962,16.3951,5020.89,-7412.365234375,4810000,5127.11,962,33.1798
963,15.7772,5053.47,-7143.5947265625,4815000,5144.47,963,32.0114
964,16.6079,5046.25,-7389.4375,4820000,5108.85,964,33.4023
965,16.3437,5039.1,-7164.19482421875,4825000,5128.14,965,32.1251
966,15.7388,5027.18,-7347.5625,4830000,5149.39,966,31.8348
967,15.9022,5045.18,-7119.52197265625,4835000,5145.96,967,32.2838
968,16.1428,5068.23,-7194.931640625,4840000,5190.64,968,32.6565
969,16.4676,5033.21,-7654.2578125,4845000,5177.72,969,33.9554
970,16.1344,5053.19,-7421.33056640625,4850000,5184.68,970,32.9107
971,15.4132,5074.28,-7133.92333984375,4855000,5176.49,971,31.4562
972,16.5598,5002.78,-7266.072265625,4860000,5121.29,972,33.5721
973,16.172,5055.52,-7427.7099609375,4865000,5178.33,973,32.9266
974,16.0556,5052.87,-7184.24365234375,4870000,5154.13,974,32.7972
975,15.9619,4942.11,-7542.841796875,4875000,5194.87,975,33.6283
976,16.0318,5092.58,-7145.66015625,4880000,5183.91,976,31.9564
977,16.0597,5034.92,-7413.0810546875,4885000,5128.86,977,32.549
978,16.3941,5021.35,-7358.26611328125,4890000,5095.43,978,32.5743
979,15.3228,5052.33,-7352.380859375,4895000,5131.22,979,32.3828
980,16.0808,5032.64,-7386.43505859375,4900000,5140.59,980,33.0806
981,15.6057,4988.0,-7309.5712890625,4905000,5068.3,981,32.5601
982,16.0438,5105.22,-7440.83447265625,4910000,5205.26,982,32.5365
983,16.4293,5084.94,-7541.77294921875,4915000,5181.19,983,33.4979
984,16.4413,5083.31,-7636.1796875,4920000,5119.55,984,33.3528
985,16.7382,5039.89,-7584.630859375,4925000,5092.54,985,34.2141
986,16.6166,5065.64,-7431.5146484375,4930000,5125.04,986,33.2389
987,16.8755,5046.65,-7538.16162109375,4935000,5118.32,987,34.0321
988,16.7984,5069.38,-7458.19580078125,4940000,5120.05,988,32.308
989,16.4918,5037.83,-7408.06103515625,4945000,5109.09,989,32.6477
990,16.6535,5064.06,-7497.44677734375,4950000,5123.55,990,32.3817
991,16.9232,4967.23,-7405.640625,4955000,5097.46,991,32.8599
992,16.7378,4977.51,-7273.23486328125,4960000,5025.01,992,31.8757
993,16.5638,5020.69,-7365.9716796875,4965000,5186.65,993,32.829
994,17.1004,5021.59,-7364.205078125,4970000,5106.01,994,32.5585
995,16.2562,5045.97,-7177.68994140625,4975000,5184.32,995,31.7155
996,16.8413,5050.3,-7468.1240234375,4980000,5176.22,996,32.2748
997,16.6505,5017.48,-7431.08642578125,4985000,5080.9,997,31.9773
998,17.1237,5034.63,-7503.701171875,4990000,5180.37,998,32.6818
999,16.7621,5045.65,-7485.52001953125,4995000,5107.02,999,31.8932
1000,16.6949,5096.3,-7553.06201171875,5000000,5189.07,1000,32.2878
1001,16.8111,5041.34,-7597.11474609375,5005000,5183.97,1001,32.7036
1002,16.426,5065.15,-7618.1748046875,5010000,5127.52,1002,32.3906
1003,16.8109,5039.11,-7760.76416015625,5015000,5157.35,1003,33.5795
1004,16.4854,5125.61,-7776.83544921875,5020000,5237.23,1004,32.3644
1005,16.8712,5099.68,-7784.28857421875,5025000,5211.14,1005,32.6964
1006,16.5379,5046.09,-7721.48876953125,5030000,5113.78,1006,34.184
1007,16.2012,5081.14,-7672.6328125,5035000,5140.36,1007,32.6541
1008,16.5131,5074.47,-7580.02685546875,5040000,5158.78,1008,31.9103
1009,16.8313,5006.83,-7724.19140625,5045000,5118.55,1009,33.4459
1010,17.0418,5060.66,-7777.86181640625,5050000,5198.47,1010,32.9905
1011,16.2843,5122.47,-7695.20263671875,5055000,5097.21,1011,32.6361
1012,16.6865,5121.09,-7853.1796875,5060000,5200.24,1012,32.8431
1013,15.8386,5104.26,-7791.3134765625,5065000,5168.47,1013,33.1905
1014,16.5888,5046.64,-7684.86767578125,5070000,5159.84,1014,32.5119
1015,16.9435,5105.38,-7655.30712890625,5075000,5147.31,1015,32.6579
1016,16.174,5129.59,-7517.1689453125,5080000,5243.92,1016,31.4933
1017,16.0916,5044.2,-7813.359375,5085000,5181.52,1017,34.4331
1018,15.9051,5096.32,-7505.67041015625,5090000,5214.8,1018,31.6226
1019,15.9869,4993.83,-7644.74853515625,5095000,5124.61,1019,32.3209
1020,28.6515,568.22,-8944.7060546875,5100000,762.67,1020,48.5979
1021,23.8551,135.64,-10567.6103515625,5105000,174.62,1021,51.679
1022,22.3863,302.02,-10041.5791015625,5110000,381.2,1022,48.8367
1023,52.0322,572.32,-9758.5830078125,5115000,368.77,1023,49.1268
1024,24.6827,1618.28,-10561.4990234375,5120000,1087.95,1024,45.6413
1025,46.0288,224.24,-8020.17578125,5125000,0.82,1025,43.3493
1026,29.4215,2422.5,-7537.7373046875,5130000,2534.35,1026,40.6118
1027,15.9948,3621.4,-7681.49560546875,5135000,3659.45,1027,37.3783
1028,19.8391,3747.77,-7901.11376953125,5140000,3759.96,1028,37.1973
1029,29.8063,2328.89,-8839.3193359375,5145000,2807.17,1029,38.0555
1030,36.337,3195.19,-8355.6494140625,5150000,3373.37,1030,37.9133
1031,19.1278,3258.24,-7943.03466796875,5155000,4251.3,1031,36.004
1032,16.9274,3857.55,-8006.02734375,5160000,3769.63,1032,36.9264
1033,17.1972,3982.5,-8590.10546875,5165000,4330.84,1033,36.307
1034,18.0435,4428.93,-8166.56884765625,5170000,4442.37,1034,34.6077
1035,18.1706,4588.29,-8005.96826171875,5175000,4619.92,1035,34.5237
1036,17.1527,4538.85,-8067.8232421875,5180000,4481.54,1036,34.2514
1037,17.652,4630.22,-7928.41845703125,5185000,4909.98,1037,34.5423
1038,21.6165,4680.17,-8047.74462890625,5190000,4906.08,1038,34.2222
1039,17.4492,4583.84,-7969.4111328125,5195000,4954.35,1039,34.4604
1040,17.6463,4761.32,-7896.7177734375,5200000,4922.39,1040,34.58
1041,18.2958,4854.82,-8368.5458984375,5205000,5000.52,1041,35.7259
1042,19.6264,4774.14,-8147.5732421875,5210000,4937.86,1042,35.8818
1043,18.0496,4655.28,-7746.37744140625,5215000,4805.25,1043,34.5298
1044,19.4351,4770.32,-7726.38330078125,5220000,4911.18,1044,33.9836
1045,20.4507,4828.73,-7833.3076171875,5225000,4913.64,1045,34.4788
1046,20.6839,4828.05,-8045.771484375,5230000,4846.67,1046,34.6645
1047,20.5936,4784.07,-8114.56201171875,5235000,4851.88,1047,35.9059
1048,19.6052,4818.9,-7947.349609375,5240000,4962.36,1048,34.1888
1049,19.1876,4848.28,-7998.5,5245000,4941.72,1049,33.938
1050,18.5055,4925.67,-8004.17626953125,5250000,5034.48,1050,34.0949
1051,19.3802,4916.7,-8056.21533203125,5255000,5026.17,1051,34.2571
1052,18.8911,4827.81,-7741.04345703125,5260000,4989.58,1052,33.1845
1053,19.0246,4898.96,-8304.4990234375,5265000,4932.37,1053,35.198
1054,18.9949,4965.09,-7819.97802734375,5270000,5070.92,1054,32.8768
1055,17.8594,4986.65,-8033.5751953125,5275000,4990.89,1055,34.0697
1056,18.0152,4961.99,-7582.59033203125,5280000,5133.3,1056,31.7227
1057,18.3334,4929.96,-7875.8974609375,5285000,4992.74,1057,32.4788
1058,17.9833,4812.06,-7677.01953125,5290000,5056.89,1058,32.2379
1059,17.7843,4978.12,-7884.44482421875,5295000,5099.96,1059,32.2673
1060,17.945,4929.58,-7716.35791015625,5300000,4951.02,1060,31.9149
1061,18.796,5006.22,-7706.69384765625,5305000,5088.83,1061,32.0079
1062,18.3867,5002.72,-7732.57763671875,5310000,5132.89,1062,31.9647
1063,18.2274,5024.2,-7661.55029296875,5315000,5119.6,1063,32.2453
1064,17.5109,5039.9,-7663.509765625,5320000,5091.77,1064,31.8196
1065,52.6034,-6.18,-9399.6005859375,5325000,-5.61,1065,39.5483
1066,31.6246,-4.18,-10207.59765625,5330000,-3.89,1066,39.8808
1067,15.4145,4668.36,-7957.33642578125,5335000,4132.96,1067,33.2399
1068,19.0218,4571.56,-8117.19970703125,5340000,4613.16,1068,36.2103
1069,20.2468,4827.64,-8186.14111328125,5345000,4797.22,1069,35.5293
1070,19.7135,4758.61,-7753.5595703125,5350000,4766.1,1070,33.4271
1071,19.2158,4897.09,-7586.41357421875,5355000,4904.85,1071,32.3381
1072,20.1905,4878.42,-7702.408203125,5360000,4948.3,1072,32.3335
1073,18.5096,5084.83,-7648.27880859375,5365000,5091.41,1073,32.6176
1074,18.7366,5034.67,-7828.25732421875,5370000,5094.67,1074,32.2461
1075,19.9917,5045.36,-7592.75390625,5375000,5149.67,1075,32.6404
1076,19.2703,5056.93,-7674.6787109375,5380000,5147.45,1076,32.6417
1077,19.1879,5036.8,-7636.29345703125,5385000,5134.67,1077,32.3693
1078,19.0392,5110.91,-7626.095703125,5390000,5183.98,1078,31.8434
1079,18.6886,5089.85,-7746.75,5395000,5196.75,1079,32.3668
1080,17.9276,5129.06,-7883.98095703125,5400000,5242.82,1080,33.0377
1081,16.3343,4835.24,-7946.4990234375,5405000,4983.22,1081,32.529
1082,20.3234,3621.29,-8733.71875,5410000,3611.73,1082,33.5354
1083,15.2819,4642.29,-8116.6591796875,5415000,4901.96,1083,31.6763
1084,17.6248,5091.39,-7861.37890625,5420000,5184.75,1084,31.4823
1085,17.1135,5063.75,-7899.0048828125,5425000,5177.83,1085,31.6583
1086,19.2433,5029.64,-8054.99267578125,5430000,5182.96,1086,32.7863
1087,19.3739,5029.41,-8136.48046875,5435000,5166.29,1087,33.1246
1088,19.2945,5021.04,-8079.20068359375,5440000,5138.34,1088,33.4156
1089,18.8436,4969.64,-8245.1552734375,5445000,5052.35,1089,34.0195
1090,18.5797,4986.58,-8152.56103515625,5450000,5021.44,1090,32.7896
1091,18.5083,5013.39,-8326.6025390625,5455000,5082.01,1091,32.8754
1092,17.1262,5023.93,-8216.5732421875,5460000,5101.49,1092,32.4602
1093,17.1197,5004.01,-8177.23095703125,5465000,5089.71,1093,32.5169
1094,16.7517,5008.76,-8190.28955078125,5470000,5074.11,1094,32.3709
1095,16.8623,5022.5,-8151.91455078125,5475000,5127.86,1095,32.3845
1096,16.9805,5031.93,-8273.9560546875,5480000,5154.23,1096,32.4914
1097,17.1489,5066.67,-8178.68310546875,5485000,5165.71,1097,32.1556
1098,17.2224,4996.97,-8301.359375,5490000,5131.07,1098,32.5889
1099,17.878,5094.21,-8110.95703125,5495000,5201.36,1099,32.2891
1100,16.46,5082.65,-8120.208984375,5500000,5222.75,1100,32.0867
1101,17.0754,5070.3,-8150.41650390625,5505000,5248.93,1101,32.46
1102,17.0978,5037.11,-8084.40380859375,5510000,5186.27,1102,32.4137
1103,17.9422,5107.82,-8082.73681640625,5515000,5226.64,1103,32.3989
1104,17.9983,5097.76,-8160.63671875,5520000,5199.13,1104,32.1905
1105,18.786,5077.34,-8295.3330078125,5525000,5226.51,1105,33.103
1106,18.7474,4981.68,-8269.8349609375,5530000,5147.35,1106,33.7218
1107,19.0661,5081.98,-8203.4296875,5535000,5162.65,1107,33.1804
1108,18.9655,5002.94,-8337.14453125,5540000,5052.12,1108,33.5991
1109,19.4448,5010.34,-8238.69140625,5545000,5144.72,1109,33.0563
1110,19.4039,5009.07,-8236.904296875,5550000,5118.52,1110,32.7707
1111,18.8148,5043.2,-8413.640625,5555000,5141.54,1111,33.2868
1112,19.5946,5037.89,-8368.2041015625,5560000,5095.62,1112,33.2344
1113,19.4244,5009.7,-8452.8212890625,5565000,5101.8,1113,34.0059
1114,19.8487,5006.23,-8335.9560546875,5570000,5056.06,1114,33.9009
1115,19.6294,5025.32,-8385.060546875,5575000,5069.83,1115,34.0021
1116,20.0021,5003.2,-8410.751953125,5580000,5045.32,1116,34.0119
1117,19.7151,5025.45,-8339.9814453125,5585000,5052.33,1117,33.4791
1118,18.776,4975.49,-8507.0859375,5590000,4960.75,1118,33.1434
1119,20.0813,5005.73,-8238.2802734375,5595000,5053.7,1119,33.294
1120,19.3636,4986.99,-8444.3388671875,5600000,4992.13,1120,33.675
1121,20.6056,4929.42,-8539.0849609375,5605000,4954.16,1121,34.2618
1122,20.5321,4967.74,-8382.5244140625,5610000,5045.98,1122,33.6338
1123,20.0502,4948.04,-8419.4033203125,5615000,5027.8,1123,33.1743
1124,20.4505,5017.37,-8375.22265625,5620000,5110.66,1124,33.4597
1125,19.8503,4949.12,-8464.9755859375,5625000,5010.83,1125,33.5572
1126,19.9191,4938.63,-8636.4375,5630000,4998.6,1126,33.8646
1127,20.8854,4983.76,-8445.0146484375,5635000,5093.68,1127,33.774
1128,20.4673,4964.12,-8551.076171875,5640000,5087.9,1128,33.4151
1129,20.8421,4983.45,-8869.6318359375,5645000,5076.08,1129,34.7745
1130,20.4943,4965.86,-8593.50390625,5650000,5018.55,1130,33.5607
1131,20.8388,4961.46,-8873.453125,5655000,5093.41,1131,34.217
1132,20.9452,4993.34,-8723.4072265625,5660000,5087.79,1132,33.8806
1133,19.9379,4986.37,-8625.0205078125,5665000,5081.43,1133,33.1178
1134,20.8034,4988.95,-8707.6103515625,5670000,5055.3,1134,34.2422
1135,20.4036,4949.99,-8573.3603515625,5675000,5027.75,1135,33.4873
1136,20.7012,4959.78,-8635.4658203125,5680000,5061.27,1136,33.8492
1137,20.3589,4979.3,-8477.7431640625,5685000,5078.42,1137,33.3781
1138,20.1723,5047.53,-8549.2099609375,5690000,5163.42,1138,33.1246
1139,20.5277,5037.88,-8675.51953125,5695000,5178.85,1139,33.9818
