Running Reverse KL,Running Env Steps,Real Sto Return,Itration,Running Forward KL,Reward Loss,Real Det Return,Running Update Time
16.2391,260000,1773.14,52,156.8607,-10034.9443359375,2107.42,52
15.772,265000,1690.31,53,157.1614,-10313.9306640625,2051.07,53
16.1579,270000,1718.06,54,157.1593,-10436.2001953125,2097.43,54
16.3768,275000,1772.96,55,156.8768,-10631.1171875,2150.2,55
15.9837,280000,1754.07,56,157.0289,-10862.044921875,2097.26,56
16.1346,285000,1715.17,57,157.2698,-11126.6767578125,2029.92,57
15.7331,290000,1738.42,58,156.8137,-11175.826171875,2065.13,58
15.854,295000,1732.59,59,157.1051,-11414.3974609375,2071.24,59
16.1815,300000,1767.89,60,156.8779,-11535.2646484375,2146.07,60
15.6702,305000,1719.73,61,156.9652,-11766.3427734375,2072.67,61
16.0539,310000,1797.42,62,157.1166,-11967.3115234375,2147.84,62
16.2125,315000,1784.17,63,157.1231,-12258.3291015625,2132.57,63
15.9598,320000,1745.79,64,156.9124,-12323.3046875,2088.01,64
16.0326,325000,1768.76,65,156.9711,-12569.4208984375,2141.02,65
15.899,330000,1765.12,66,156.9219,-12796.5185546875,2100.25,66
15.5873,335000,1740.15,67,156.8824,-12902.7685546875,2051.97,67
15.4757,340000,1723.76,68,156.9997,-13037.8662109375,2053.34,68
15.5198,345000,1752.55,69,156.9467,-13157.0927734375,2103.58,69
15.8449,350000,1750.41,70,156.8717,-13480.8876953125,2111.51,70
15.904,355000,1784.02,71,156.8684,-13718.93359375,2139.03,71
15.3965,360000,1768.09,72,156.8456,-13783.748046875,2107.23,72
15.7622,365000,1753.05,73,156.9913,-14192.9072265625,2105.74,73
15.8211,370000,1755.56,74,156.8314,-14159.6083984375,2144.8,74
15.6381,375000,1758.08,75,156.8482,-14452.7060546875,2074.65,75
16.0541,380000,1841.41,76,156.8533,-14717.7880859375,2169.14,76
15.6282,385000,1764.67,77,156.788,-14870.6796875,2109.64,77
15.9119,390000,1784.16,78,157.0077,-15090.974609375,2148.7,78
15.5867,395000,1796.96,79,156.8441,-15215.484375,2159.45,79
15.6205,400000,1786.73,80,156.9068,-15497.986328125,2100.22,80
15.6137,405000,1770.77,81,156.8803,-15697.6689453125,2146.17,81
15.7945,410000,1822.68,82,156.8507,-15872.921875,2156.4,82
15.4253,415000,1763.07,83,156.8884,-16167.125,2104.25,83
15.6838,420000,1789.83,84,156.8718,-16260.966796875,2153.26,84
16.1249,425000,1818.62,85,156.7188,-16541.83984375,2193.48,85
15.6948,430000,1803.93,86,156.8513,-16736.90625,2149.21,86
15.5413,435000,1817.27,87,156.6644,-16940.431640625,2152.18,87
15.5882,440000,1810.12,88,157.0103,-17221.943359375,2153.4,88
15.8748,445000,1808.88,89,156.7546,-17292.41015625,2202.13,89
15.7171,450000,1819.55,90,156.8267,-17516.87890625,2169.94,90
15.6642,455000,1824.44,91,156.7521,-17799.2265625,2141.43,91
15.7217,460000,1803.98,92,156.6214,-17904.078125,2167.66,92
15.4507,465000,1813.49,93,156.7703,-18162.76171875,2197.71,93
15.3502,470000,1770.52,94,156.893,-18442.404296875,2063.24,94
15.5228,475000,1805.86,95,156.9748,-18671.478515625,2164.99,95
15.7133,480000,1822.43,96,156.9134,-18841.8203125,2170.63,96
15.7037,485000,1848.19,97,156.7002,-19094.267578125,2199.6,97
15.48,490000,1823.96,98,156.8437,-19334.380859375,2161.89,98
15.7821,495000,1856.75,99,156.7368,-19463.61328125,2222.61,99
15.4553,500000,1798.61,100,156.8332,-19639.41015625,2201.63,100
15.3676,505000,1796.76,101,156.8593,-19967.111328125,2148.91,101
15.5356,510000,1841.34,102,156.7026,-20073.7421875,2188.24,102
15.4512,515000,1830.35,103,156.6344,-20306.623046875,2189.5,103
15.7408,520000,1844.54,104,156.8967,-20719.89453125,2167.45,104
15.7124,525000,1827.96,105,156.6965,-20780.443359375,2154.76,105
15.7954,530000,1841.65,106,156.7751,-20956.140625,2198.09,106
15.7287,535000,1811.9,107,156.7763,-21256.837890625,2149.88,107
15.8026,540000,1814.97,108,156.8936,-21516.171875,2212.9,108
15.5203,545000,1851.16,109,156.6393,-21668.455078125,2178.37,109
15.6902,550000,1866.86,110,156.9048,-22031.87890625,2205.89,110
15.5206,555000,1837.07,111,156.9547,-22205.119140625,2156.24,111
15.6022,560000,1862.01,112,156.837,-22440.005859375,2125.97,112
15.79,565000,1831.34,113,156.9426,-22734.591796875,2178.38,113
15.4445,570000,1836.07,114,156.7485,-23032.970703125,2168.05,114
15.6228,575000,1859.31,115,156.8494,-23200.830078125,2188.87,115
15.4633,580000,1849.29,116,156.5483,-23240.001953125,2168.08,116
15.5931,585000,1837.87,117,156.6571,-23543.677734375,2157.28,117
15.4176,590000,1818.4,118,156.7958,-23873.455078125,2129.82,118
15.4656,595000,1849.08,119,156.595,-24019.974609375,2175.64,119
15.5437,600000,1860.6,120,156.7477,-24421.802734375,2165.98,120
15.3738,605000,1857.18,121,156.8096,-24515.416015625,2190.29,121
15.8791,610000,1879.69,122,156.9565,-25072.05859375,2235.69,122
15.3307,615000,1853.05,123,156.8017,-24992.640625,2143.31,123
15.5674,620000,1888.99,124,156.7373,-25292.568359375,2220.85,124
15.6151,625000,1845.65,125,156.7152,-25647.900390625,2223.36,125
15.5674,630000,1888.15,126,156.6834,-25662.0,2228.69,126
15.5247,635000,1849.54,127,156.9027,-26263.47265625,2193.25,127
15.4109,640000,1856.98,128,156.6781,-26316.583984375,2174.62,128
15.7962,645000,1879.2,129,156.7727,-26575.76953125,2242.62,129
15.3365,650000,1884.61,130,156.582,-26810.16015625,2207.69,130
15.5296,655000,1908.16,131,156.7787,-27267.8203125,2257.31,131
15.2749,660000,1860.66,132,156.8791,-27376.029296875,2207.77,132
15.804,665000,1869.15,133,156.6785,-27746.638671875,2214.62,133
15.519,670000,1872.36,134,156.8381,-28018.548828125,2226.01,134
15.6067,675000,1885.76,135,156.6174,-27901.80859375,2185.27,135
15.4808,680000,1904.6,136,156.5996,-28216.009765625,2245.37,136
15.5509,685000,1876.26,137,156.6277,-28667.515625,2220.17,137
15.3447,690000,1841.72,138,156.7264,-28482.326171875,2209.81,138
15.3716,695000,1880.47,139,156.7648,-28914.650390625,2188.64,139
15.6053,700000,1894.47,140,156.7404,-29295.978515625,2235.68,140
15.8075,705000,1897.55,141,156.6988,-29223.78125,2234.78,141
15.292,710000,1877.65,142,156.5049,-29465.42578125,2196.92,142
15.5614,715000,1893.14,143,156.7048,-29777.39453125,2231.78,143
15.2537,720000,1846.41,144,156.753,-30007.6640625,2198.94,144
15.3979,725000,1886.55,145,156.6983,-30329.9296875,2201.5,145
15.6233,730000,1895.11,146,156.7703,-30575.98828125,2244.12,146
15.4422,735000,1902.36,147,156.7428,-30691.04296875,2263.82,147
15.4035,740000,1881.52,148,156.7247,-30914.171875,2205.1,148
15.156,745000,1856.13,149,156.5978,-31202.423828125,2217.78,149
15.7713,750000,1899.66,150,156.7339,-31484.05859375,2272.74,150
15.2096,755000,1883.94,151,156.5749,-31691.048828125,2223.82,151
15.3719,760000,1893.33,152,156.5,-31607.181640625,2212.06,152
15.4899,765000,1891.84,153,156.7488,-32117.005859375,2262.05,153
15.3989,770000,1870.77,154,156.6878,-32276.0859375,2234.25,154
15.3248,775000,1899.74,155,156.6644,-32447.37890625,2226.3,155
15.2216,780000,1875.63,156,156.7837,-32455.087890625,2203.47,156
15.5286,785000,1898.01,157,156.6006,-32752.826171875,2280.49,157
15.4109,790000,1898.69,158,156.7044,-33213.26953125,2255.09,158
15.4983,795000,1902.16,159,156.6854,-33225.69140625,2239.43,159
15.455,800000,1885.89,160,156.7212,-33425.421875,2260.34,160
15.0527,805000,1865.81,161,156.6606,-33722.12890625,2229.2,161
15.3941,810000,1903.53,162,156.6406,-33909.54296875,2229.99,162
15.3959,815000,1865.63,163,156.6705,-34323.875,2201.84,163
15.3609,820000,1893.75,164,156.7355,-34400.15625,2208.26,164
15.6214,825000,1915.12,165,156.6475,-34737.796875,2299.07,165
15.3001,830000,1894.95,166,156.6053,-34988.5078125,2253.68,166
15.1433,835000,1883.42,167,156.6582,-35200.48828125,2247.1,167
14.9872,840000,1893.36,168,156.7076,-35174.33984375,2241.91,168
15.4583,845000,1899.58,169,156.7848,-35585.36328125,2257.38,169
15.2935,850000,1933.95,170,156.6836,-35861.77734375,2285.11,170
15.2764,855000,1901.92,171,156.6923,-36122.1171875,2276.2,171
15.3705,860000,1901.45,172,156.6479,-36198.57421875,2247.89,172
15.4086,865000,1906.31,173,156.7288,-36545.640625,2275.46,173
15.3737,870000,1877.31,174,156.7481,-36609.66796875,2248.14,174
15.4448,875000,1912.94,175,156.4387,-36805.40625,2254.21,175
15.5888,880000,1919.42,176,156.6753,-37014.34765625,2275.69,176
15.4243,885000,1908.41,177,156.5996,-37245.18359375,2224.51,177
15.1227,890000,1900.52,178,156.5997,-37278.94921875,2235.87,178
15.0849,895000,1894.59,179,156.5757,-37233.421875,2236.01,179
15.0224,900000,1858.23,180,156.7158,-37671.20703125,2204.62,180
15.2184,905000,1902.41,181,156.8325,-37996.97265625,2256.98,181
15.0893,910000,1862.55,182,156.7209,-38118.0625,2275.66,182
15.3717,915000,1876.87,183,156.8855,-38060.296875,2234.17,183
15.452,920000,1920.69,184,156.7512,-38294.39453125,2254.17,184
15.4737,925000,1918.46,185,156.6092,-38313.9921875,2256.25,185
15.2787,930000,1901.72,186,156.6467,-38596.15234375,2225.57,186
15.1816,935000,1895.21,187,156.5682,-38858.5390625,2301.03,187
15.2188,940000,1878.7,188,156.5896,-38614.3984375,2240.07,188
15.2731,945000,1897.13,189,156.6717,-39155.0546875,2283.24,189
15.1674,950000,1911.36,190,156.4934,-39019.19921875,2268.05,190
15.2949,955000,1900.82,191,156.6723,-39209.09375,2250.29,191
15.3291,960000,1938.37,192,156.5346,-39691.2265625,2269.97,192
15.5688,965000,1947.38,193,156.5135,-39721.24609375,2290.73,193
15.1088,970000,1873.18,194,156.6707,-39497.984375,2242.53,194
15.4237,975000,1932.94,195,156.5866,-39969.72265625,2264.25,195
15.4239,980000,1926.12,196,156.5343,-39954.13671875,2264.65,196
15.4738,985000,1939.74,197,156.5028,-40351.88671875,2274.49,197
15.1184,990000,1910.79,198,156.561,-40017.390625,2227.14,198
14.9462,995000,1924.57,199,156.701,-40496.0078125,2285.03,199
15.0669,1000000,1899.36,200,156.5727,-40432.09765625,2263.76,200
15.2146,1005000,1915.13,201,156.6376,-40635.375,2276.71,201
15.1115,1010000,1912.25,202,156.7088,-40711.66015625,2266.21,202
15.1957,1015000,1913.42,203,156.6672,-40846.52734375,2264.17,203
15.1036,1020000,1894.06,204,156.7443,-41038.390625,2266.51,204
15.1881,1025000,1898.62,205,156.5858,-41212.125,2266.94,205
15.1365,1030000,1901.54,206,156.5613,-41243.875,2258.36,206
15.1722,1035000,1905.67,207,156.6671,-41402.8828125,2267.79,207
15.0826,1040000,1907.85,208,156.5391,-41433.5390625,2278.03,208
15.1499,1045000,1905.27,209,156.639,-41663.94140625,2274.52,209
14.9502,1050000,1906.56,210,156.6242,-41730.36328125,2251.58,210
15.2624,1055000,1924.69,211,156.5349,-42002.453125,2276.02,211
15.2284,1060000,1920.96,212,156.6802,-42046.0546875,2276.52,212
15.1321,1065000,1894.38,213,156.526,-42260.0,2280.95,213
15.1433,1070000,1923.06,214,156.6214,-42349.69921875,2273.25,214
15.229,1075000,1906.71,215,156.7249,-42479.48828125,2270.68,215
15.2359,1080000,1906.04,216,156.6509,-42744.94921875,2268.59,216
15.0231,1085000,1908.97,217,156.6135,-42764.515625,2285.62,217
15.239,1090000,1918.31,218,156.6801,-43093.875,2264.4,218
15.0892,1095000,1902.78,219,156.7707,-43073.0,2236.01,219
15.2198,1100000,1919.14,220,156.6246,-43426.296875,2260.63,220
15.2733,1105000,1907.64,221,156.7827,-43321.86328125,2268.19,221
15.346,1110000,1914.57,222,156.7173,-43524.8828125,2266.91,222
15.2464,1115000,1934.74,223,156.744,-43601.3828125,2271.55,223
15.3136,1120000,1910.19,224,156.781,-43730.046875,2249.67,224
15.3288,1125000,1927.27,225,156.5786,-43863.63671875,2281.45,225
15.312,1130000,1931.54,226,156.6166,-43896.0234375,2286.66,226
15.3042,1135000,1937.52,227,156.7372,-44143.17578125,2285.49,227
15.2991,1140000,1926.98,228,156.6912,-44321.54296875,2274.95,228
15.4119,1145000,1913.82,229,156.7343,-44451.0234375,2282.36,229
15.245,1150000,1928.73,230,156.2494,-44395.65234375,2264.62,230
15.407,1155000,1930.41,231,156.7377,-44884.6875,2285.29,231
15.1821,1160000,1935.91,232,156.647,-44791.26953125,2279.07,232
15.2817,1165000,1914.51,233,156.6284,-45063.2578125,2275.04,233
15.1985,1170000,1915.47,234,156.6817,-45073.76171875,2276.96,234
15.3834,1175000,1913.56,235,156.7359,-45250.78125,2276.2,235
15.3338,1180000,1938.64,236,156.5158,-45371.51171875,2275.83,236
15.3386,1185000,1920.3,237,156.6623,-45407.19921875,2282.39,237
15.324,1190000,1953.97,238,156.7331,-45572.609375,2311.93,238
15.3843,1195000,1936.19,239,156.6546,-45609.57421875,2291.29,239
15.2563,1200000,1926.08,240,156.6697,-45670.95703125,2293.43,240
15.3552,1205000,1933.5,241,156.7361,-45991.37890625,2292.32,241
15.366,1210000,1927.05,242,156.7239,-46066.765625,2298.01,242
15.3556,1215000,1923.5,243,156.6803,-46208.7109375,2283.03,243
15.3628,1220000,1913.91,244,156.7295,-46291.828125,2278.07,244
15.421,1225000,1916.79,245,156.679,-46357.1796875,2280.98,245
15.3109,1230000,1932.33,246,156.6076,-46519.296875,2288.76,246
15.2328,1235000,1927.33,247,156.6918,-46676.87890625,2266.16,247
15.3047,1240000,1933.47,248,156.5523,-46860.68359375,2296.1,248
15.2651,1245000,1920.77,249,156.7278,-46985.0234375,2274.87,249
15.3256,1250000,1929.0,250,156.7333,-46976.61328125,2283.38,250
15.3764,1255000,1943.49,251,156.6781,-47160.79296875,2283.11,251
15.1733,1260000,1914.67,252,156.6727,-47169.1328125,2268.17,252
15.4538,1265000,1923.19,253,156.846,-47336.04296875,2275.86,253
15.2597,1270000,1952.18,254,156.7717,-47388.01953125,2296.37,254
15.146,1275000,1926.47,255,156.6409,-47518.84765625,2290.97,255
15.3956,1280000,1914.75,256,156.7393,-47813.33984375,2270.9,256
15.2749,1285000,1932.72,257,156.564,-47647.9609375,2268.8,257
15.424,1290000,1934.21,258,156.6575,-47917.05078125,2278.82,258
15.3487,1295000,1926.05,259,156.7918,-48166.6796875,2284.11,259
15.2794,1300000,1920.97,260,156.629,-48075.57421875,2270.79,260
15.4105,1305000,1933.02,261,156.7441,-48345.33203125,2288.79,261
15.426,1310000,1937.4,262,156.7208,-48486.19140625,2282.77,262
15.3348,1315000,1944.43,263,156.6642,-48402.4453125,2266.88,263
15.3333,1320000,1925.54,264,156.7607,-48524.890625,2259.8,264
15.5262,1325000,1937.07,265,156.6035,-48994.0625,2277.83,265
15.2069,1330000,1941.82,266,156.6648,-48998.65625,2284.16,266
15.2575,1335000,1928.03,267,156.5948,-48769.80859375,2250.07,267
15.1365,1340000,1924.23,268,156.6431,-48959.98828125,2257.38,268
15.4334,1345000,1929.29,269,156.7155,-49304.89453125,2262.29,269
15.3256,1350000,1923.98,270,156.6998,-49214.84375,2253.63,270
15.3833,1355000,1930.14,271,156.5821,-49481.69140625,2265.59,271
15.2604,1360000,1927.37,272,156.7188,-49528.32421875,2295.8,272
15.3008,1365000,1925.14,273,156.5796,-49641.8125,2263.58,273
15.1013,1370000,1934.5,274,156.6654,-49773.1953125,2279.7,274
15.2247,1375000,1930.85,275,156.7136,-49870.8359375,2268.82,275
15.4047,1380000,1893.73,276,156.6032,-50032.3828125,2266.43,276
15.1336,1385000,1932.71,277,156.5709,-50225.14453125,2260.26,277
15.2889,1390000,1914.77,278,156.7405,-50393.82421875,2239.3,278
15.3146,1395000,1941.0,279,156.6891,-50420.94921875,2271.17,279
15.2539,1400000,1933.31,280,156.6969,-50398.09765625,2271.4,280
15.0397,1405000,1939.79,281,156.7186,-50685.83203125,2265.77,281
15.3115,1410000,1941.04,282,156.6459,-50838.37109375,2263.97,282
15.207,1415000,1940.05,283,156.5029,-50869.40625,2275.59,283
15.2604,1420000,1926.93,284,156.645,-50923.21484375,2287.32,284
15.346,1425000,1942.02,285,156.7477,-51198.0859375,2284.51,285
15.0793,1430000,1947.99,286,156.6507,-51228.6015625,2257.81,286
15.3259,1435000,1952.4,287,156.5605,-51541.76953125,2290.85,287
15.2255,1440000,1943.22,288,156.6523,-51563.68359375,2293.22,288
15.1859,1445000,1934.3,289,156.657,-51762.859375,2272.71,289
15.3011,1450000,1930.79,290,156.7093,-51711.703125,2258.14,290
15.2116,1455000,1960.43,291,156.4916,-52000.3125,2306.02,291
15.2096,1460000,1941.44,292,156.743,-52006.8125,2277.65,292
15.2042,1465000,1929.69,293,156.5586,-52228.6875,2292.68,293
15.2673,1470000,1937.04,294,156.5978,-52196.12109375,2261.92,294
15.2228,1475000,1914.82,295,156.7169,-52544.65234375,2289.13,295
15.3202,1480000,1939.92,296,156.5601,-52592.7421875,2282.0,296
15.1968,1485000,1913.6,297,156.5243,-52603.296875,2293.73,297
15.1879,1490000,1960.16,298,156.5851,-52965.18359375,2295.57,298
15.1786,1495000,1920.88,299,156.6022,-52827.1171875,2278.88,299
15.1905,1500000,1934.59,300,156.6804,-53136.56640625,2269.72,300
15.1605,1505000,1939.0,301,156.672,-53152.2578125,2238.04,301
15.1924,1510000,1936.82,302,156.5193,-53280.1171875,2255.84,302
15.1604,1515000,1920.05,303,156.6319,-53369.46875,2259.74,303
15.2033,1520000,1937.21,304,156.6149,-53657.71875,2296.11,304
15.0905,1525000,1944.41,305,156.5754,-53612.37109375,2303.64,305
15.1333,1530000,1938.12,306,156.7099,-53627.9921875,2289.5,306
15.1499,1535000,1945.7,307,156.6082,-53658.33203125,2279.26,307
15.1404,1540000,1921.51,308,156.6925,-53954.12890625,2267.02,308
15.2306,1545000,1951.34,309,156.6355,-54117.5859375,2277.09,309
15.3243,1550000,1927.56,310,156.6203,-54147.546875,2294.33,310
15.1822,1555000,1900.23,311,156.7616,-54308.11328125,2261.16,311
15.2473,1560000,1920.48,312,156.702,-54461.8359375,2297.88,312
15.3781,1565000,1923.88,313,156.6043,-54560.171875,2301.36,313
15.2025,1570000,1947.91,314,156.6427,-54765.9453125,2273.81,314
15.2099,1575000,1930.45,315,156.5698,-54890.56640625,2285.52,315
15.2988,1580000,1941.45,316,156.5711,-54904.5078125,2300.05,316
15.1794,1585000,1928.77,317,156.7354,-54856.65625,2275.0,317
15.2441,1590000,1937.71,318,156.6605,-55335.953125,2306.86,318
15.0316,1595000,1943.58,319,156.8059,-55350.1015625,2290.86,319
15.1062,1600000,1920.48,320,156.5769,-55405.4921875,2282.05,320
15.2662,1605000,1916.86,321,156.6398,-55479.3984375,2251.4,321
15.0587,1610000,1955.86,322,156.5206,-55528.33984375,2301.37,322
15.1227,1615000,1943.23,323,156.7035,-55644.8671875,2296.01,323
15.2091,1620000,1940.51,324,156.5605,-55817.1171875,2269.47,324
15.3599,1625000,1933.42,325,156.6357,-55990.51171875,2254.13,325
15.1112,1630000,1917.86,326,156.6978,-55917.203125,2235.21,326
15.1811,1635000,1945.4,327,156.5748,-56121.3359375,2289.94,327
15.0645,1640000,1912.52,328,156.6527,-56138.19921875,2281.38,328
15.199,1645000,1926.01,329,156.6377,-56544.0078125,2272.32,329
15.1791,1650000,1895.37,330,156.7563,-56580.765625,2221.72,330
15.2045,1655000,1912.21,331,156.5149,-56495.05859375,2238.95,331
15.1736,1660000,1943.55,332,156.6751,-56675.98828125,2265.85,332
15.1205,1665000,1957.79,333,156.5891,-56819.83203125,2305.03,333
15.0836,1670000,1934.97,334,156.5867,-57075.296875,2244.17,334
14.903,1675000,1922.88,335,156.6317,-56925.58984375,2268.26,335
15.0967,1680000,1927.27,336,156.4799,-57047.40625,2270.65,336
15.0029,1685000,1944.48,337,156.7689,-57369.5703125,2264.74,337
15.1168,1690000,1925.62,338,156.4697,-57050.63671875,2247.7,338
15.2935,1695000,1932.94,339,156.6799,-57610.53125,2275.22,339
15.0939,1700000,1936.1,340,156.6783,-57559.74609375,2230.38,340
15.0724,1705000,1930.69,341,156.6875,-57866.859375,2261.55,341
15.0439,1710000,1930.86,342,156.6898,-57802.7109375,2278.95,342
15.2369,1715000,1942.81,343,156.6429,-58310.671875,2270.85,343
15.2523,1720000,1943.19,344,156.5412,-58364.4921875,2275.03,344
14.9872,1725000,1946.33,345,156.5862,-58346.2421875,2290.01,345
15.2704,1730000,1938.01,346,156.6095,-58565.0234375,2265.31,346
15.1383,1735000,1947.56,347,156.6041,-58624.109375,2303.71,347
15.133,1740000,1929.22,348,156.5343,-58623.2578125,2297.67,348
15.1901,1745000,1941.12,349,156.6594,-58850.12890625,2274.76,349
15.2652,1750000,1922.61,350,156.6098,-59151.0234375,2277.29,350
15.1429,1755000,1942.11,351,156.5836,-59256.80078125,2276.58,351
15.1614,1760000,1961.09,352,156.6128,-59373.6484375,2321.35,352
15.043,1765000,1920.43,353,156.5823,-59457.8984375,2261.39,353
15.0169,1770000,1935.24,354,156.4366,-59590.19921875,2290.63,354
15.0065,1775000,1950.42,355,156.7612,-59840.50390625,2277.8,355
15.1417,1780000,1966.87,356,156.6432,-60057.95703125,2319.43,356
15.1345,1785000,1932.93,357,156.5676,-59970.25390625,2310.17,357
15.3597,1790000,1959.03,358,156.6022,-60352.65234375,2318.87,358
15.1599,1795000,1961.47,359,156.5961,-60463.6484375,2298.23,359
15.2931,1800000,1984.86,360,156.6993,-60538.23828125,2306.51,360
15.271,1805000,1968.87,361,156.5767,-60919.41015625,2350.6,361
15.269,1810000,1969.8,362,156.7094,-60822.63671875,2324.6,362
15.1262,1815000,1967.53,363,156.5024,-60865.9453125,2304.1,363
14.9631,1820000,1951.93,364,156.6426,-60753.69921875,2307.7,364
15.2801,1825000,1984.51,365,156.5754,-61398.74609375,2313.43,365
15.4826,1830000,1973.21,366,156.6517,-61570.38671875,2321.11,366
15.2361,1835000,1970.81,367,156.5381,-61504.765625,2302.86,367
15.1871,1840000,1972.01,368,156.5749,-61440.96875,2282.27,368
15.2657,1845000,1985.73,369,156.6113,-61743.09375,2325.22,369
15.282,1850000,1964.04,370,156.7166,-61825.6640625,2272.35,370
15.2845,1855000,1981.01,371,156.692,-62035.53515625,2285.12,371
15.1867,1860000,1952.97,372,156.6714,-62209.953125,2274.93,372
15.221,1865000,1977.44,373,156.6182,-62146.390625,2306.33,373
15.1687,1870000,1966.54,374,156.6313,-62297.47265625,2297.14,374
15.3003,1875000,1972.9,375,156.5872,-62597.51953125,2318.64,375
15.2122,1880000,1969.97,376,156.6307,-62820.828125,2340.6,376
15.1917,1885000,1973.5,377,156.5108,-62999.9453125,2333.8,377
15.2953,1890000,1967.23,378,156.6037,-62720.6328125,2307.79,378
15.4265,1895000,1976.77,379,156.5532,-63137.34375,2310.91,379
15.3412,1900000,1985.21,380,156.5238,-63328.578125,2322.46,380
15.3006,1905000,1979.29,381,156.7573,-63286.44140625,2307.57,381
15.2281,1910000,1960.46,382,156.6065,-63647.30859375,2332.27,382
15.0313,1915000,1962.94,383,156.6118,-63399.5390625,2286.11,383
15.1514,1920000,1960.89,384,156.4861,-63625.02734375,2317.71,384
15.0991,1925000,1959.76,385,156.5194,-63735.27734375,2309.03,385
15.1773,1930000,1965.62,386,156.5287,-63934.38671875,2300.43,386
15.1851,1935000,1963.17,387,156.6892,-64024.234375,2300.71,387
15.2168,1940000,1980.2,388,156.5467,-64021.1015625,2311.41,388
15.1569,1945000,1980.54,389,156.5102,-64206.87109375,2314.91,389
15.1573,1950000,1977.34,390,156.5326,-64383.0625,2322.76,390
15.16,1955000,1954.78,391,156.5332,-64374.94921875,2299.26,391
15.1293,1960000,1983.11,392,156.4729,-64671.921875,2323.67,392
15.1466,1965000,1942.11,393,156.6304,-64462.73828125,2306.53,393
