Real Det Return,Itration,Running Reverse KL,Running Forward KL,Real Sto Return
3713.48,56,145.4268,301.5969,3318.42
3813.39,57,123.0928,290.4882,4405.57
2376.42,58,107.7958,280.9317,3924.19
3213.67,59,141.2273,289.8998,4170.71
3092.85,60,116.6009,279.8027,4158.53
1555.92,61,100.017,277.5281,3177.17
5107.39,62,134.7,295.7914,3684.02
4725.23,63,131.458,282.1325,4120.9
3558.64,64,102.9452,273.2925,4063.08
4483.14,65,104.3162,283.1007,3804.56
5195.15,66,92.8209,281.6999,4223.57
4923.76,67,99.9026,284.0352,4047.77
5163.32,68,109.5826,287.1677,4678.82
3506.31,69,130.9171,290.7917,3803.73
5043.78,70,123.2111,294.5628,4316.57
2147.73,71,120.6245,288.1689,4212.15
4218.52,72,90.8276,278.1613,4134.78
3527.28,73,156.7539,298.8032,4245.58
1125.05,74,193.7275,301.0044,3031.77
4416.54,75,84.3593,274.6188,4528.77
4760.77,76,112.9014,286.2855,3928.92
3398.49,77,120.6545,278.9762,3202.35
3963.47,78,102.3682,282.2887,4613.88
1674.39,79,158.5686,304.041,2971.39
3338.4,80,153.3039,294.9695,2648.45
4668.29,81,89.0672,282.9476,4856.92
4766.39,82,123.6765,293.2767,4995.04
4859.35,83,88.2796,279.1439,4300.56
2884.21,84,114.0386,292.398,4456.17
5036.31,85,77.0524,271.7298,5080.56
4927.41,86,96.0396,281.3978,4332.91
5012.04,87,80.6446,279.5896,4900.08
3133.4,88,87.8381,274.9875,3897.06
3122.42,89,103.1755,280.1445,5132.19
3872.88,90,120.6138,284.9482,3234.58
4276.43,91,95.7964,279.3455,3593.01
4192.73,92,84.7762,269.4752,4445.51
5042.8,93,89.986,274.3271,5088.24
2408.63,94,91.6774,282.1986,4545.92
4546.52,95,87.754,281.5539,4953.52
2495.18,96,74.7781,274.7831,4299.61
1635.02,97,83.3285,280.3402,4285.87
3153.59,98,87.3979,281.7553,4439.97
2060.43,99,94.7592,281.2041,4904.65
3498.89,100,68.2815,271.0207,4827.75
2415.69,101,69.6187,277.6765,4160.33
2562.34,102,78.7651,278.0521,4352.97
4496.57,103,71.6702,273.9643,4775.32
4757.32,104,68.3498,270.5818,4899.25
4198.21,105,83.4295,279.297,4650.5
4849.87,106,94.654,288.5911,4284.21
5134.5,107,92.8993,279.6013,5118.09
4056.99,108,103.9434,283.3914,4993.95
1315.58,109,90.0125,283.7096,4290.67
5310.24,110,77.9746,279.9313,4772.84
4440.69,111,78.722,281.2679,4512.75
4953.65,112,110.238,286.8021,4316.57
4300.8,113,116.4292,280.2192,4507.93
3288.28,114,93.0793,282.3441,5157.32
3983.78,115,118.2206,290.6287,4336.63
5301.35,116,102.7766,284.9362,4752.69
3633.1,117,76.1263,278.6001,4387.38
5162.85,118,88.7366,283.0717,4859.28
1267.72,119,93.2169,278.2571,4045.65
1114.37,120,84.9995,279.7694,3904.25
5284.17,121,76.5337,274.9349,4248.91
5293.29,122,70.7823,270.6694,5176.67
5340.11,123,78.538,280.514,5196.15
3387.15,124,95.5388,276.6479,4013.32
5347.26,125,75.6061,278.4661,5049.67
3057.61,126,61.6335,265.148,4288.77
5127.67,127,81.1803,277.1591,5104.48
4640.91,128,87.8972,276.4317,4203.43
3880.31,129,84.789,280.0283,4451.33
585.65,130,143.9596,288.5029,3552.75
1037.53,131,128.7255,291.4001,3682.36
5128.85,132,67.104,272.8782,4760.75
3128.19,133,78.9792,278.5589,4773.53
4613.92,134,80.9649,278.6142,4933.74
2312.29,135,71.1996,276.9688,5072.71
5284.69,136,76.3354,273.6529,4671.66
5003.02,137,83.5411,284.2936,5190.22
5375.21,138,74.6417,269.16,5193.94
3901.58,139,113.3973,289.5064,4817.42
3165.0,140,98.5881,291.3251,4635.5
3190.24,141,93.1852,288.4978,4716.2
2469.38,142,127.366,296.7908,2973.61
5236.79,143,96.5402,288.4709,5199.1
3300.38,144,150.495,310.8079,3695.86
4261.87,145,148.4208,305.5743,3462.01
5181.9,146,146.0976,317.9897,4448.33
4382.12,147,106.7403,290.7452,4450.82
3943.14,148,176.5307,310.5785,3497.95
1952.83,149,187.3976,310.996,3458.43
732.92,150,234.6116,316.6544,3059.07
2353.06,151,228.1632,337.7476,2994.46
3089.31,152,164.3319,309.2235,4300.64
2176.12,153,132.9905,302.3242,3563.0
2550.88,154,166.825,319.6346,3118.95
1037.74,155,163.2809,320.6976,1168.43
2403.44,156,163.4832,311.0193,3231.62
1213.87,157,293.5809,377.4044,1113.0
1388.62,158,299.3945,382.5647,1286.31
459.25,159,374.5801,453.703,579.25
462.78,160,345.3323,441.7415,552.9
427.63,161,348.8691,448.865,447.62
678.15,162,305.9137,435.0366,622.97
581.09,163,315.4453,434.8849,554.6
563.35,164,336.7184,459.0795,509.69
335.81,165,373.9429,504.9124,340.08
441.47,166,372.0199,486.0481,443.86
549.25,167,316.9804,461.9121,522.22
397.27,168,363.9226,485.0947,424.31
292.5,169,251.2097,456.4501,329.67
301.53,170,333.8977,505.0008,316.44
114.0,171,350.6146,499.2478,103.68
111.79,172,303.188,501.015,110.27
207.77,173,312.66,531.0016,201.67
261.27,174,286.9857,518.6666,276.17
141.99,175,272.5318,553.5105,155.5
299.22,176,271.6491,516.13,261.1
325.25,177,283.0282,504.3444,330.26
341.62,178,334.0045,499.5275,345.07
293.66,179,372.2,543.7959,292.53
403.81,180,319.2313,488.3592,394.12
328.49,181,363.3047,490.4439,326.55
308.44,182,534.191,502.5803,306.78
302.47,183,472.3421,477.7928,306.53
358.51,184,835.9373,518.8297,367.24
228.81,185,364.1666,560.4988,226.17
302.37,186,498.1543,531.5355,306.42
506.86,187,362.173,491.6442,464.01
399.26,188,436.6507,508.3142,387.21
328.04,189,370.3783,499.0767,341.37
427.87,190,371.3812,509.184,403.27
395.74,191,392.4843,503.8627,383.07
466.42,192,336.9846,461.249,500.91
80.01,193,274.0751,506.4942,96.6
64.3,194,304.0273,504.2886,65.94
65.49,195,366.7443,532.5566,63.91
206.66,196,280.5173,469.066,224.56
87.77,197,585.9718,522.6669,96.58
63.74,198,827.1752,695.9129,62.69
