Itration,Real Det Return,Real Sto Return,Running Forward KL,Running Reverse KL
83,1659.6,1731.2,47.7179,29.9796
84,1263.89,1121.66,48.0809,21.0957
85,1379.34,1234.94,48.7792,37.4386
86,1996.02,1655.9,48.2076,21.4495
87,1001.94,966.19,49.1995,20.7645
88,2143.53,2184.23,49.27,25.3129
89,1717.05,1422.89,48.8554,25.7963
90,1371.03,1437.27,47.8972,18.5795
91,418.63,488.95,49.5729,23.3511
92,391.82,477.29,49.9516,22.4524
93,355.94,508.6,50.2611,42.8466
94,504.09,609.02,49.844,37.7122
95,383.63,681.9,52.8733,33.3173
96,997.33,1017.13,54.3273,42.695
97,-18.02,-21.11,57.701,78.5949
98,177.22,495.54,53.4994,42.8187
99,112.69,106.73,55.9469,62.4304
100,564.27,757.39,54.8632,33.5774
101,407.54,506.62,54.4535,32.1818
102,134.36,93.96,54.5468,35.4873
103,66.98,59.07,55.7572,59.0174
104,520.33,501.4,55.3206,55.3942
105,1048.72,1047.29,57.5952,65.1393
106,112.13,111.68,55.7702,93.7204
107,1004.46,996.39,54.6703,34.2609
108,87.26,296.85,53.0932,82.1668
109,989.2,988.35,56.1947,44.4615
110,92.11,130.04,51.2573,28.9117
111,797.1,795.73,48.1635,34.3703
112,360.2,377.06,50.3968,29.7345
113,272.85,772.23,48.2598,25.8821
114,1204.29,713.72,49.2607,33.9073
115,554.99,528.86,49.5808,33.5202
116,244.46,453.16,49.5157,37.1297
117,1142.84,1007.31,48.1102,50.9596
118,1233.87,1051.98,47.0018,22.8813
119,1655.7,1128.45,47.2013,27.1461
120,566.53,540.27,48.9162,26.1405
121,1260.71,1300.86,47.0095,21.5699
122,833.24,816.02,47.7579,22.3104
123,1120.44,982.34,47.7834,14.3241
124,1041.79,742.25,47.95,21.5546
125,681.65,770.01,47.2209,15.8002
126,618.99,480.04,47.4715,15.1641
127,1463.65,844.36,47.9302,16.4939
128,1180.31,1362.49,47.2857,20.1609
129,663.97,1063.73,47.3492,16.1951
130,1373.02,1281.37,46.6174,15.4577
131,1456.48,943.63,47.3039,17.9013
132,2083.15,1808.93,46.4728,15.1688
133,2327.19,1192.77,46.9797,15.2538
134,917.53,641.58,48.7874,43.9665
135,1067.67,747.05,48.6997,36.8028
136,759.97,1109.08,47.6741,24.6428
137,794.34,801.75,48.2581,56.5581
138,582.31,680.87,48.2254,15.4868
139,536.18,470.62,47.7909,13.2448
140,675.94,616.49,49.1678,91.4885
141,1035.76,1022.41,53.9114,31.4959
142,1027.0,1027.63,54.1963,42.3619
143,1012.66,1011.21,55.026,44.0974
144,703.99,567.81,53.0796,64.78
145,364.91,51.54,53.5825,69.2196
146,1038.37,959.77,50.5524,39.0839
147,907.62,664.99,50.5019,56.1386
148,420.16,418.32,50.0925,25.5769
149,342.23,333.13,50.1234,22.7087
150,514.08,489.79,49.4056,30.4663
151,1172.92,778.52,49.5053,25.4622
152,1013.55,983.52,53.6221,29.7719
153,334.28,478.66,51.4573,61.8398
154,0.9,3.15,53.2454,39.7173
155,413.5,402.95,51.0706,53.7064
156,389.0,380.85,51.1451,67.5674
157,215.88,370.2,51.2405,41.9732
158,376.37,404.08,50.0102,15.1076
159,363.94,390.03,49.8432,31.363
160,335.01,273.03,50.6927,34.9829
161,686.92,513.99,49.3027,16.1663
162,459.61,492.28,48.8214,15.2893
163,1182.02,922.7,47.9606,17.283
164,1313.93,1005.43,47.2096,20.2417
165,784.77,758.06,48.598,16.3494
166,310.15,533.76,48.889,19.7423
167,610.31,373.24,48.7809,15.0869
168,301.62,526.91,49.3267,27.7884
169,943.27,871.42,48.0024,25.0288
170,1372.17,952.87,47.3352,16.0462
171,1321.75,1137.04,46.8919,18.5273
172,1426.35,1183.7,46.3215,17.3117
173,1498.25,1162.3,47.0249,24.9531
174,617.11,576.71,49.9607,44.7168
175,1530.31,1163.86,48.768,16.4527
176,1581.73,1177.92,46.5354,15.1701
177,753.82,726.54,48.1106,29.6898
178,723.16,581.03,48.5359,32.1425
179,415.96,1239.77,47.1073,24.1032
180,842.81,1190.84,48.0809,39.0652
181,942.15,989.17,48.823,37.8508
182,1748.28,1232.09,47.1503,51.7186
183,2220.97,1990.8,46.8886,29.1024
184,413.65,517.65,48.8676,37.6617
185,1112.84,1085.53,47.392,18.1352
186,512.64,387.32,49.85,20.3453
187,1047.95,736.82,47.5569,21.0956
188,919.86,873.69,48.1743,53.745
189,1170.7,965.68,47.0064,32.979
190,360.23,558.01,47.7463,34.1028
191,1066.06,1170.9,47.6889,16.1481
192,2043.2,1166.33,47.1028,14.7343
193,2038.74,1447.05,46.7356,19.431
194,624.59,825.92,48.6747,27.4152
195,906.54,1227.01,47.173,26.5713
196,761.85,785.33,47.49,16.2804
197,359.36,860.12,47.8872,16.9968
198,1031.12,1047.63,47.7712,25.3644
199,715.74,737.01,47.3012,19.1886
200,764.27,602.9,47.2831,43.4584
201,914.94,673.0,47.1168,61.9999
202,1171.96,1423.85,46.7718,23.3348
203,1340.94,1427.28,48.2224,45.5015
204,1107.04,970.12,47.3111,55.1383
205,2081.77,1959.74,45.9823,20.8618
206,1526.98,1490.48,48.0031,51.7821
207,1195.01,1102.49,47.7673,42.8522
208,1205.11,1323.18,46.9888,34.889
209,2809.6,2665.76,47.1882,18.3907
210,2048.68,2298.36,47.0174,16.3223
211,1396.97,1385.84,47.7902,15.1032
212,1132.21,1029.13,47.5706,19.3103
213,1407.8,1239.17,47.1084,19.4108
214,1448.56,1437.71,47.3381,30.2507
215,1457.63,1792.09,47.2024,23.8638
216,2115.8,1509.88,46.7429,38.291
217,2650.04,2317.35,45.715,36.6019
218,2251.08,1529.35,47.1332,69.2711
219,1108.43,986.38,47.0266,58.6056
220,2033.0,1264.95,46.9425,47.2104
221,2320.36,1907.69,46.6489,40.2374
222,1962.4,1325.46,47.1042,46.017
223,1221.08,2074.04,47.0852,38.5436
224,2735.73,2456.68,46.7734,22.0168
225,2614.35,2062.99,46.9563,17.5325
226,1870.73,1834.23,46.6767,26.8905
227,1818.16,2138.96,46.7694,18.1657
228,1634.36,1747.92,46.8192,20.6814
229,1942.96,1845.66,46.9039,71.8689
230,1731.23,1749.11,45.7981,21.6698
231,762.85,1237.72,47.1079,21.5467
232,1552.32,1457.84,47.0477,17.0201
233,1732.71,1480.43,47.5364,33.4726
234,1797.33,2169.16,46.7987,16.6133
235,2804.49,1760.0,46.7969,18.6905
236,1921.79,1472.32,46.7563,18.4051
237,1912.92,1817.04,46.6394,13.8338
238,1419.38,1217.05,47.5901,49.6247
239,1790.92,1227.14,47.5327,42.4776
240,1760.55,1359.49,46.7225,17.3781
241,3002.82,1978.73,46.6502,21.5429
242,2679.99,1797.76,46.2307,36.7614
243,1973.24,1508.28,46.397,23.4252
244,2463.07,2125.31,45.6517,19.3366
245,2658.56,2284.19,45.5502,20.313
246,2018.24,1685.08,46.7344,30.0036
247,2421.85,1959.62,45.2031,21.7131
248,1168.65,1553.92,45.7248,22.1578
249,2049.79,2423.76,45.7389,19.9657
250,1884.6,1636.33,45.9847,30.4864
251,1390.99,861.23,47.1881,31.0781
252,1409.97,1036.08,46.8904,26.1956
253,1447.4,1088.43,46.3892,27.4533
254,1536.9,1054.35,46.3618,29.5379
255,987.48,947.04,47.3637,43.5539
256,2250.1,1906.35,45.3623,22.9726
257,1412.71,1356.74,46.5369,30.4152
258,1602.05,1477.81,45.7404,31.5878
259,2146.78,1597.71,45.6241,27.1348
260,2547.15,2430.83,44.7913,19.0804
261,2553.89,1891.04,45.5575,17.2899
262,3308.66,3051.14,45.2278,16.4998
263,3209.47,3101.44,44.9745,17.0115
264,2280.2,2277.19,45.8263,24.3171
265,1877.43,1678.09,44.8618,32.7804
266,1395.67,1002.04,46.1166,26.0958
267,1156.06,1076.53,46.7679,21.837
268,1735.89,1883.97,45.7971,35.7739
269,1714.01,1926.4,45.4617,23.359
270,3419.6,2711.87,45.1129,17.7798
271,3110.29,3179.47,44.7907,17.2508
272,3467.22,3162.32,45.0382,18.083
273,3082.9,2820.26,44.8985,22.9212
274,3384.35,3239.55,44.2939,17.0421
275,3446.56,3457.61,44.5797,19.3376
276,3264.58,3460.8,44.4055,19.1802
277,3127.98,3023.27,44.1365,16.04
278,3173.56,2714.13,43.8556,15.6031
279,3083.53,3098.42,43.8999,17.1663
280,2636.76,2811.09,43.8776,16.6894
281,3086.53,3100.17,43.6882,16.5848
282,3425.0,3232.13,43.7454,18.0768
283,3571.04,3462.97,44.2837,15.9919
284,3173.02,2925.84,44.5535,18.676
285,2957.42,3340.18,44.5207,16.0398
286,3424.96,3250.64,44.7246,16.4795
287,3471.45,3473.0,44.3885,17.7826
288,3681.58,3469.94,45.0627,18.6219
289,3514.92,3296.93,44.9511,18.2423
290,2533.11,2910.83,44.9578,15.7757
291,3149.25,2858.33,45.3584,18.0738
292,3338.44,3406.8,44.687,19.4451
293,3671.88,3517.9,45.4114,18.5338
294,3527.91,3539.21,44.3932,17.8723
295,620.82,380.08,47.8924,36.3848
296,134.89,133.07,53.1887,65.1537
297,17.42,15.11,54.4585,143.4068
298,13.98,17.42,55.197,29.179
299,436.86,527.56,50.1302,36.8926
300,156.2,180.13,55.1959,78.9537
301,73.43,413.52,51.3074,101.5744
302,607.21,774.58,49.9147,43.9278
303,354.15,427.75,48.7504,57.3449
304,1847.88,1331.6,47.591,34.4019
305,660.82,915.41,47.6214,42.295
306,1673.33,1594.24,46.9314,22.7942
307,1659.02,1615.07,47.024,18.3843
308,30.2,19.1,56.3592,91.8753
309,1012.3,966.01,56.7371,52.9845
310,362.28,304.97,55.5996,79.3877
311,-16.36,-16.03,58.1181,196.1013
312,991.96,438.56,55.6365,72.2578
313,1011.47,1010.16,56.2413,46.6649
314,392.18,398.89,55.687,69.2664
315,1028.58,1028.77,55.8464,47.5953
316,1030.72,1022.39,55.3329,44.7459
317,963.56,847.53,56.2429,51.1945
318,-15.12,-15.14,51.1218,58.3557
319,21.09,35.91,55.731,61.2542
320,1008.02,1006.19,57.0355,47.0988
321,1006.42,920.57,55.5929,52.6635
322,1024.0,1022.78,56.4678,44.8858
323,1008.65,1007.18,57.0259,52.6099
324,1020.9,1020.94,57.1704,51.9007
325,1025.91,1028.04,55.8362,50.8636
326,1031.12,1031.16,53.0561,62.5144
327,294.4,259.53,49.7821,61.9679
328,728.03,549.91,50.3308,69.3738
329,274.1,312.97,47.4559,23.1911
330,1011.52,1021.49,57.1221,41.3686
331,607.01,564.77,54.2245,39.5659
332,575.8,648.59,50.9406,38.3066
333,1018.9,1019.06,56.1066,56.8966
334,477.05,918.21,53.3333,42.7837
335,1014.34,1011.85,56.326,46.0104
336,408.27,457.03,48.4903,30.6431
337,1013.01,994.78,55.8071,46.5529
338,1020.93,979.48,55.6288,46.8822
339,991.35,659.09,52.7703,44.8032
340,1014.83,1015.05,56.2444,58.2385
341,1015.02,1015.5,57.8511,54.0149
342,1030.03,1030.1,56.5403,66.8933
343,1005.58,1005.8,56.2766,45.5003
344,1017.04,1016.56,56.6915,44.2424
345,992.0,496.95,49.2729,46.337
346,331.67,313.05,50.5375,41.1404
347,273.44,246.76,49.7344,24.4508
348,298.61,492.16,48.39,17.757
349,286.72,399.45,50.0801,49.4974
350,524.59,334.82,49.448,35.717
351,907.43,899.55,47.9955,25.0521
352,785.07,777.43,47.1611,20.1422
