Running Reverse KL,Reward Loss,Real Sto Return,Real Det Return,Running Update Time,Itration,Running Forward KL,Running Env Steps
26.3338,-4967.63671875,1272.69,2005.98,86,86,58.1468,430000
25.2918,-5205.07763671875,1117.69,1647.7,87,87,58.6152,435000
23.3112,-4911.046875,1244.32,1868.89,88,88,56.5528,440000
24.7778,-4872.1025390625,1285.46,2709.84,89,89,57.7777,445000
24.1244,-5154.7939453125,1368.37,1586.8,90,90,56.431,450000
24.7884,-4828.7236328125,1408.48,1914.81,91,91,57.7145,455000
26.8075,-4642.09130859375,1731.29,1970.67,92,92,56.4111,460000
24.6585,-5279.91455078125,1318.91,2214.86,93,93,57.2941,465000
25.2965,-5877.53369140625,1170.66,1583.68,94,94,59.9745,470000
28.5981,-4806.716796875,1480.13,2282.97,95,95,58.4251,475000
35.9963,-4372.5205078125,1756.3,2933.35,96,96,59.6062,480000
24.9012,-4636.73876953125,1552.41,2493.89,97,97,55.5957,485000
26.4919,-4570.64404296875,1359.53,1844.09,98,98,57.0463,490000
26.6738,-5140.50048828125,1807.51,1590.42,99,99,58.4722,495000
27.1859,-4580.5205078125,925.53,1856.84,100,100,59.0869,500000
30.8454,-4681.53515625,1761.55,2162.94,101,101,60.1835,505000
27.1035,-5792.0068359375,1759.87,2707.13,102,102,59.8645,510000
33.6585,-4535.69287109375,2022.27,2658.29,103,103,60.8525,515000
27.1997,-5417.18359375,1575.18,2511.26,104,104,59.2686,520000
33.5747,-4917.31103515625,2063.2,2575.17,105,105,60.4826,525000
31.8945,-5366.21533203125,2457.41,3157.61,106,106,62.0422,530000
36.3742,-4821.21337890625,1832.3,2861.45,107,107,62.1038,535000
28.7938,-5892.2099609375,1935.49,2477.04,108,108,60.0132,540000
30.5146,-5455.55126953125,1281.65,1460.6,109,109,60.5554,545000
29.6559,-5582.83837890625,1614.44,2314.7,110,110,60.9336,550000
38.4823,-4267.49658203125,1666.95,1707.57,111,111,64.0543,555000
36.733,-5138.79736328125,2046.31,2308.56,112,112,63.4202,560000
29.9069,-6298.6806640625,2380.63,2309.43,113,113,62.191,565000
37.7926,-4763.09326171875,1414.56,1595.36,114,114,63.4103,570000
37.5319,-4851.5546875,1651.46,2220.28,115,115,62.3947,575000
35.6814,-4447.89697265625,2453.03,2574.53,116,116,62.5235,580000
41.2082,-4397.3232421875,2449.54,2421.09,117,117,64.806,585000
34.5978,-4891.9033203125,1569.5,3127.7,118,118,62.1241,590000
45.0682,-3725.49755859375,2885.44,3256.35,119,119,67.5457,595000
44.5824,-4462.31982421875,3429.8,4277.84,120,120,64.8668,600000
44.996,-3724.785400390625,2277.12,2777.26,121,121,67.8594,605000
51.3681,-3844.881591796875,2981.31,2946.87,122,122,69.8888,610000
42.3206,-3906.015869140625,2865.44,3045.91,123,123,65.1373,615000
45.9117,-4160.0234375,2758.21,2162.35,124,124,67.6287,620000
32.5999,-6133.859375,1796.68,2842.21,125,125,63.6203,625000
32.2671,-6460.86962890625,1094.53,1793.13,126,126,62.6762,630000
46.929,-4141.66943359375,2232.97,3085.83,127,127,67.8814,635000
48.1618,-4273.7705078125,2867.2,4207.52,128,128,71.7956,640000
55.934,-4508.33154296875,3536.79,4168.58,129,129,72.1373,645000
54.833,-4262.3515625,3079.97,3676.07,130,130,71.7026,650000
45.3033,-4992.4697265625,3786.01,3671.29,131,131,66.2138,655000
56.1121,-4540.07958984375,3509.27,4073.7,132,132,73.3672,660000
54.8377,-4529.51904296875,3972.6,4608.81,133,133,72.4269,665000
52.2532,-4619.38818359375,3922.26,4510.05,134,134,69.0916,670000
54.6653,-4585.0029296875,3345.82,4354.67,135,135,73.4818,675000
49.8444,-5235.45166015625,4076.48,4598.45,136,136,68.1748,680000
46.4404,-5161.4765625,3593.99,3217.62,137,137,66.7907,685000
53.5024,-5044.74755859375,3610.71,3551.89,138,138,71.1487,690000
51.0631,-5154.716796875,3552.63,4338.54,139,139,69.6577,695000
59.24,-5156.748046875,3086.61,4059.01,140,140,74.7519,700000
53.0178,-4831.986328125,3318.77,4263.8,141,141,73.4545,705000
55.3459,-5002.70556640625,3705.88,4341.66,142,142,74.5043,710000
55.4044,-4948.240234375,3280.93,3844.03,143,143,74.6158,715000
60.4522,-4957.162109375,3503.6,3627.75,144,144,75.4324,720000
53.974,-5403.64501953125,3198.97,3577.48,145,145,72.2851,725000
52.5478,-5776.28515625,4261.56,3764.99,146,146,70.0701,730000
49.7342,-6260.85546875,2801.25,2888.83,147,147,67.7564,735000
53.5653,-5509.14892578125,3117.87,4038.02,148,148,74.9769,740000
58.0568,-5574.64501953125,3228.47,3737.77,149,149,73.4459,745000
52.3831,-6664.814453125,1973.91,2353.25,150,150,69.5063,750000
55.1212,-6096.50927734375,3502.32,3898.67,151,151,71.5667,755000
54.1694,-6443.49169921875,3503.47,4327.95,152,152,74.194,760000
58.2088,-5985.142578125,3710.15,4075.36,153,153,75.0518,765000
40.9103,-7490.08447265625,3044.42,4056.77,154,154,65.4513,770000
58.757,-6385.677734375,4030.61,4820.51,155,155,72.0159,775000
53.5493,-6344.6337890625,3504.33,4292.41,156,156,73.7411,780000
50.0618,-7014.1767578125,3685.9,4282.39,157,157,67.8595,785000
56.2872,-6436.4892578125,4460.89,4449.6,158,158,76.0376,790000
60.7569,-7009.50830078125,3559.24,4278.42,159,159,76.784,795000
60.5187,-6604.96337890625,4368.59,5113.49,160,160,74.6363,800000
50.1397,-7443.9296875,3069.53,3842.99,161,161,69.0645,805000
59.725,-6966.44677734375,4617.11,5047.19,162,162,76.9487,810000
50.6529,-7654.23291015625,3147.09,4556.9,163,163,68.043,815000
61.9318,-7000.0361328125,4386.05,4828.96,164,164,74.4732,820000
54.7183,-7428.75,4736.45,5191.92,165,165,73.2494,825000
55.4772,-7675.462890625,3195.4,3270.56,166,166,71.7025,830000
59.9782,-7592.67626953125,3730.08,4294.27,167,167,76.3521,835000
57.1081,-8192.8779296875,2235.94,2631.21,168,168,72.3224,840000
62.2495,-8103.7109375,4833.68,4918.31,169,169,77.1946,845000
60.7905,-8369.1142578125,4740.64,4685.52,170,170,76.5114,850000
54.2306,-8075.60107421875,4804.57,4845.52,171,171,71.4766,855000
54.2094,-8721.728515625,4314.4,5097.64,172,172,71.4958,860000
55.6501,-9120.71484375,4642.66,5200.77,173,173,70.881,865000
55.4743,-8488.6259765625,3699.59,4568.18,174,174,73.0763,870000
43.7773,-10063.474609375,3319.52,3755.99,175,175,65.0457,875000
60.5818,-9189.9873046875,4592.64,4770.28,176,176,74.7562,880000
55.0077,-9322.935546875,3920.13,3658.68,177,177,69.7161,885000
59.0616,-9659.7275390625,4077.05,4809.06,178,178,75.2674,890000
47.6698,-10143.56640625,4558.89,4734.32,179,179,68.0154,895000
54.4186,-10065.005859375,3817.91,4460.74,180,180,71.2845,900000
62.9679,-9863.861328125,4805.07,4898.34,181,181,76.1803,905000
58.7225,-10029.7939453125,4486.02,5075.42,182,182,74.9176,910000
58.6833,-10358.9775390625,4091.09,5222.33,183,183,73.1134,915000
63.3014,-10325.2978515625,4447.23,5192.25,184,184,76.9967,920000
58.5317,-10646.681640625,4653.18,4940.92,185,185,70.0767,925000
55.2847,-11201.3623046875,4550.87,5293.56,186,186,69.4646,930000
65.5744,-10946.802734375,4234.02,4575.78,187,187,78.244,935000
60.718,-11622.1328125,4367.17,4711.48,188,188,73.0094,940000
56.9972,-11470.1513671875,3805.63,4682.28,189,189,72.0986,945000
70.3849,-11727.080078125,4583.11,5213.13,190,190,80.0318,950000
65.1162,-11669.259765625,4536.68,5131.26,191,191,78.0029,955000
52.0173,-12029.2216796875,4038.57,4970.98,192,192,68.6377,960000
63.7389,-11979.43359375,4828.47,4973.26,193,193,75.6044,965000
56.9476,-12436.1083984375,4639.35,4834.53,194,194,69.5044,970000
62.8594,-12159.4189453125,4721.63,5331.36,195,195,77.7991,975000
56.0413,-13036.0,4455.27,4456.31,196,196,70.0553,980000
66.6513,-12613.19140625,4938.97,5368.57,197,197,78.3752,985000
64.3835,-13134.4697265625,4626.75,5203.97,198,198,76.1324,990000
63.5771,-12954.9443359375,4731.81,5165.94,199,199,75.2668,995000
62.849,-13277.7802734375,4628.25,5282.61,200,200,75.8083,1000000
64.819,-13417.59375,4434.58,4457.1,201,201,74.7333,1005000
56.0782,-14098.708984375,4464.2,4560.87,202,202,69.2566,1010000
66.4389,-14001.0498046875,4662.61,5078.14,203,203,77.7241,1015000
64.9558,-14030.69140625,4509.64,4762.77,204,204,76.3522,1020000
66.6525,-14434.154296875,4698.04,4628.56,205,205,76.5257,1025000
66.0103,-14612.6123046875,4318.91,4930.37,206,206,74.6856,1030000
62.1355,-14855.248046875,4325.85,4733.47,207,207,71.4635,1035000
67.2599,-15531.4755859375,4198.51,4860.2,208,208,70.9444,1040000
65.5399,-15266.2900390625,4886.45,5155.25,209,209,75.0543,1045000
63.0664,-15660.0341796875,5019.84,4831.07,210,210,74.2899,1050000
53.5934,-15900.7666015625,3985.02,5120.51,211,211,68.7712,1055000
67.7484,-15942.4833984375,4458.36,4897.93,212,212,75.1439,1060000
65.6962,-16253.0615234375,4174.91,4679.82,213,213,76.1351,1065000
65.3902,-16192.7099609375,4459.4,5117.41,214,214,76.5769,1070000
66.4081,-16563.990234375,4281.26,5179.99,215,215,75.615,1075000
67.0305,-16854.794921875,4487.81,4956.75,216,216,76.442,1080000
67.1705,-16962.890625,4594.09,4499.97,217,217,76.6681,1085000
65.6697,-17144.52734375,4623.6,4986.89,218,218,75.5712,1090000
58.7517,-17278.15234375,4516.07,4777.74,219,219,69.7937,1095000
70.7836,-17848.83984375,4786.6,4759.33,220,220,77.4652,1100000
70.7575,-17937.400390625,4405.4,4727.73,221,221,77.7515,1105000
67.69,-17922.572265625,5108.57,5072.92,222,222,76.0534,1110000
70.145,-18318.3359375,4941.4,5003.02,223,223,77.5476,1115000
75.8523,-19005.03515625,4154.62,3897.72,224,224,78.972,1120000
70.065,-18750.177734375,4210.61,4774.03,225,225,78.5386,1125000
69.6259,-19114.826171875,3683.97,4568.59,226,226,76.2036,1130000
69.1385,-19027.3515625,4499.0,4991.89,227,227,72.4542,1135000
72.0634,-19626.822265625,3984.37,4914.78,228,228,78.3727,1140000
67.8833,-19671.353515625,4626.74,4884.48,229,229,75.4871,1145000
60.2652,-19359.51171875,4124.52,4903.9,230,230,69.5149,1150000
70.2703,-20415.673828125,4757.48,4092.58,231,231,76.1289,1155000
64.2155,-20180.259765625,4743.24,4998.52,232,232,75.6781,1160000
70.8929,-20648.408203125,4245.59,3975.19,233,233,77.2151,1165000
60.1715,-20562.82421875,3714.36,4313.74,234,234,70.1007,1170000
74.0078,-21328.97265625,2950.84,4367.37,235,235,77.0756,1175000
68.9459,-21501.1796875,4500.84,5102.18,236,236,71.8344,1180000
57.8572,-21096.25,4167.0,5015.2,237,237,68.6079,1185000
70.5524,-21598.376953125,4409.55,4987.63,238,238,76.7407,1190000
59.616,-21517.599609375,4831.1,5143.54,239,239,69.3244,1195000
61.2534,-21491.640625,4451.01,5057.51,240,240,70.6626,1200000
65.9219,-22123.87890625,4307.09,3938.19,241,241,75.6727,1205000
70.5425,-22734.658203125,4331.75,4539.73,242,242,76.7291,1210000
70.0463,-22601.7734375,5141.56,4711.56,243,243,76.2517,1215000
68.3024,-22842.546875,4731.04,4596.31,244,244,72.449,1220000
65.4622,-22608.169921875,4483.2,4864.6,245,245,74.6209,1225000
70.8944,-23200.703125,4632.42,4730.04,246,246,76.5647,1230000
73.5112,-23615.0703125,4073.22,5131.22,247,247,78.1301,1235000
61.8435,-23016.279296875,4401.11,4536.01,248,248,74.4627,1240000
71.2238,-23646.77734375,4540.82,5298.68,249,249,77.4236,1245000
69.9205,-23783.638671875,4786.43,5447.12,250,250,78.1123,1250000
62.0176,-23950.392578125,4166.32,4762.21,251,251,70.796,1255000
69.9655,-24471.61328125,4452.57,4856.62,252,252,76.2976,1260000
69.9356,-24800.265625,5131.83,4464.46,253,253,77.8934,1265000
70.3786,-24707.384765625,3986.48,4785.12,254,254,76.4742,1270000
74.7891,-24945.70703125,4660.34,4388.08,255,255,77.8397,1275000
68.2404,-25154.068359375,4584.92,5152.74,256,256,77.0349,1280000
71.8933,-25823.55078125,4035.16,4974.17,257,257,78.0879,1285000
73.5837,-25930.603515625,4608.5,5034.98,258,258,76.7538,1290000
65.1735,-25278.037109375,4873.1,4981.57,259,259,70.8601,1295000
72.9795,-26116.150390625,4382.74,4768.98,260,260,77.1537,1300000
72.3485,-26678.658203125,4604.02,5298.4,261,261,79.0804,1305000
70.9804,-26492.3515625,4747.14,5202.48,262,262,72.4327,1310000
71.7017,-26537.845703125,4151.12,4608.93,263,263,77.7205,1315000
72.996,-27024.822265625,3706.03,4590.33,264,264,78.1703,1320000
66.6019,-26934.54296875,4665.84,4785.83,265,265,75.3022,1325000
65.3199,-27123.5546875,4689.6,5060.48,266,266,72.1418,1330000
70.6595,-27482.19140625,5011.23,4621.99,267,267,76.994,1335000
72.8703,-28033.8046875,4807.99,4754.8,268,268,77.8137,1340000
65.9555,-27243.890625,4677.28,4582.66,269,269,72.3988,1345000
69.6405,-27703.37109375,4441.74,5460.89,270,270,71.8015,1350000
72.4925,-28749.359375,5100.36,4999.26,271,271,77.4129,1355000
72.4526,-28518.310546875,4644.34,4989.11,272,272,76.5109,1360000
68.9089,-27821.1015625,4800.12,5206.54,273,273,71.5876,1365000
70.5601,-28586.2109375,4942.72,4966.04,274,274,76.4297,1370000
66.4126,-28285.017578125,4348.43,5493.69,275,275,71.8126,1375000
73.8778,-29156.251953125,4722.84,5062.87,276,276,77.9223,1380000
63.8926,-28553.109375,4698.39,4576.06,277,277,71.3972,1385000
70.4015,-29491.5859375,4913.92,5006.77,278,278,77.9482,1390000
72.6723,-29695.982421875,4369.15,5205.42,279,279,76.9228,1395000
71.8185,-29854.751953125,4912.1,5272.61,280,280,76.3582,1400000
73.0528,-30015.921875,4425.3,4978.95,281,281,77.1683,1405000
65.5087,-29555.849609375,4142.19,5305.44,282,282,70.6773,1410000
71.9268,-29976.7109375,4243.87,4924.9,283,283,76.725,1415000
73.0722,-30931.31640625,4771.64,5529.33,284,284,78.4736,1420000
67.4756,-29922.671875,4320.39,4697.14,285,285,72.0018,1425000
72.6586,-30648.439453125,4892.13,4674.22,286,286,77.4317,1430000
63.8517,-30286.341796875,4363.39,5380.57,287,287,71.9311,1435000
68.9037,-30873.66796875,4956.92,5196.67,288,288,75.1969,1440000
69.83,-31217.58203125,4922.1,5445.42,289,289,76.1177,1445000
68.7192,-31451.888671875,4594.91,5485.89,290,290,75.2994,1450000
69.3761,-31530.306640625,4242.23,5270.44,291,291,76.0986,1455000
67.0881,-31654.173828125,4645.56,5290.36,292,292,75.5197,1460000
68.2695,-31608.982421875,5214.76,5460.64,293,293,75.4089,1465000
66.1502,-31685.203125,5071.49,5351.09,294,294,75.457,1470000
68.0859,-32132.591796875,4545.2,5426.15,295,295,74.4268,1475000
69.7407,-32305.3046875,4920.89,5381.66,296,296,75.694,1480000
71.082,-32644.560546875,4996.02,5402.08,297,297,76.172,1485000
70.5995,-32834.01953125,5211.73,5288.14,298,298,76.0502,1490000
66.6029,-31786.1640625,4651.75,5374.56,299,299,70.6301,1495000
66.3896,-32827.0703125,5213.84,5577.15,300,300,74.452,1500000
66.6167,-33030.46875,4992.25,5674.08,301,301,75.9405,1505000
63.7285,-33020.9921875,4278.99,5366.38,302,302,71.5644,1510000
68.2415,-33505.09375,4732.81,5375.07,303,303,76.0674,1515000
71.0283,-33636.2421875,4970.62,5288.61,304,304,77.5363,1520000
64.8766,-33420.2265625,4794.96,5511.56,305,305,72.1224,1525000
69.5067,-34394.83203125,4783.47,5454.47,306,306,76.2048,1530000
63.515,-33558.33984375,4797.47,5336.77,307,307,70.7638,1535000
66.652,-34646.51171875,4762.17,5511.35,308,308,75.2047,1540000
68.5568,-34323.7109375,4839.37,4555.36,309,309,75.2893,1545000
68.8387,-35223.37890625,5192.94,5414.81,310,310,76.1696,1550000
65.4814,-34425.1640625,4611.75,5197.43,311,311,74.6408,1555000
62.5492,-33937.44140625,5301.63,5645.85,312,312,71.1542,1560000
70.2735,-35410.5234375,5157.16,5633.99,313,313,77.2496,1565000
64.6023,-34484.72265625,5255.81,5728.94,314,314,70.7669,1570000
67.675,-35322.40625,5097.51,5603.33,315,315,75.4089,1575000
66.2092,-35668.125,5142.91,5208.27,316,316,75.3262,1580000
62.9678,-35155.1484375,5230.08,5577.48,317,317,74.5039,1585000
65.1914,-36303.77734375,5046.18,5539.63,318,318,74.8808,1590000
68.4709,-35590.23828125,4850.21,5349.98,319,319,76.4594,1595000
66.9568,-36225.45703125,4935.58,5445.12,320,320,76.0693,1600000
67.8126,-36699.8828125,5074.64,5571.21,321,321,75.6964,1605000
62.5776,-36438.44140625,5180.9,5723.14,322,322,73.6866,1610000
59.5223,-35559.48828125,4535.05,5406.44,323,323,69.1516,1615000
57.2192,-35477.3515625,4766.84,5566.8,324,324,69.4524,1620000
58.4196,-35742.265625,4808.69,5780.52,325,325,70.8573,1625000
68.3739,-37345.5390625,4690.55,5460.77,326,326,75.6644,1630000
65.2761,-37330.5859375,5174.79,5606.68,327,327,75.6497,1635000
64.0509,-37367.8203125,4498.42,4896.6,328,328,74.5957,1640000
62.8855,-37673.09765625,4817.71,5635.94,329,329,73.7551,1645000
62.0522,-37924.54296875,4250.35,5373.71,330,330,72.4304,1650000
63.3371,-38488.76171875,3979.43,5492.65,331,331,73.9377,1655000
53.4749,-36296.16015625,4146.57,5504.99,332,332,67.9657,1660000
56.3804,-36756.19921875,4789.25,5581.36,333,333,70.0016,1665000
53.9651,-35928.9765625,4101.71,5436.5,334,334,67.92,1670000
53.6077,-37050.01953125,4449.57,5721.49,335,335,67.6578,1675000
66.817,-40178.5859375,4376.04,5435.11,336,336,75.3967,1680000
54.2874,-36487.56640625,4832.04,5573.36,337,337,67.2805,1685000
52.6465,-36609.00390625,5138.17,5770.7,338,338,67.4996,1690000
51.8304,-38026.859375,4680.82,5092.77,339,339,68.1496,1695000
55.5598,-39110.2109375,4883.23,5652.23,340,340,70.8544,1700000
56.1018,-39382.7890625,5345.58,5710.9,341,341,71.5218,1705000
62.7094,-40635.49609375,5087.48,5834.27,342,342,74.3288,1710000
61.1504,-40906.203125,4591.56,5696.76,343,343,73.4583,1715000
60.4495,-40580.44140625,5058.85,5862.59,344,344,73.1828,1720000
61.5086,-40302.1015625,4933.55,5842.64,345,345,72.982,1725000
61.7967,-41224.4453125,5147.36,5680.26,346,346,74.3612,1730000
53.9961,-39302.5703125,5115.9,5564.9,347,347,67.8286,1735000
50.0653,-36966.9453125,4959.62,5657.11,348,348,66.6057,1740000
58.8344,-40823.36328125,4346.19,5221.41,349,349,71.0027,1745000
98.7731,-26083.9609375,-1883.31,-2646.04,350,350,91.2053,1750000
405.0767,-30525.046875,-1237.37,-1098.71,351,351,90.8481,1755000
344.7831,-31210.822265625,-734.83,-1195.61,352,352,87.8048,1760000
191.151,-30405.052734375,-241.32,-185.51,353,353,74.2525,1765000
70.0434,-32335.150390625,554.56,708.36,354,354,75.5656,1770000
109.1933,-39486.76171875,1191.4,1292.71,355,355,77.2025,1775000
57.5741,-36522.4453125,2141.75,3207.74,356,356,69.5577,1780000
78.326,-39140.79296875,2246.16,2740.86,357,357,76.6435,1785000
67.9657,-38026.15234375,2527.27,3883.8,358,358,76.4129,1790000
59.3568,-36924.44921875,3656.64,4654.78,359,359,70.0915,1795000
65.5212,-41809.80078125,4073.41,4640.17,360,360,75.2155,1800000
68.5381,-42293.8984375,3859.41,5155.61,361,361,75.7216,1805000
68.946,-43324.7578125,4926.52,5322.49,362,362,76.2605,1810000
65.8272,-43251.23046875,4568.84,5152.27,363,363,76.1241,1815000
66.4189,-43269.54296875,4947.22,5459.34,364,364,74.3304,1820000
57.7817,-41501.0859375,4756.96,5294.81,365,365,70.8023,1825000
64.8973,-43763.97265625,4270.35,5467.28,366,366,73.3867,1830000
65.34,-43456.0,4556.22,5160.66,367,367,73.3198,1835000
61.3503,-44213.1953125,4661.09,5437.71,368,368,71.9677,1840000
60.8332,-42872.23828125,4961.44,4855.1,369,369,72.4495,1845000
58.2975,-42806.83984375,4479.51,5142.89,370,370,70.4597,1850000
66.6375,-43246.1484375,4657.61,5362.03,371,371,74.551,1855000
63.8157,-43275.59375,4895.23,5546.4,372,372,72.3639,1860000
65.565,-43544.90234375,4374.18,5411.21,373,373,71.8796,1865000
73.9796,-47675.96875,5053.67,5320.87,374,374,77.8738,1870000
68.401,-45219.90625,4999.53,5325.81,375,375,74.8424,1875000
71.8967,-44630.85546875,4850.35,5302.5,376,376,75.2837,1880000
76.8018,-46540.390625,4620.6,5463.74,377,377,77.8504,1885000
168.6462,-38912.26953125,3253.14,3779.26,378,378,76.4469,1890000
168.872,-29200.62109375,-1042.09,-1524.25,379,379,83.9069,1895000
272.8885,-30974.796875,104.7,401.31,380,380,69.8696,1900000
168.2702,-39987.65625,2209.58,2295.34,381,381,80.9499,1905000
120.8796,-39646.52734375,2781.87,3283.49,382,382,81.0441,1910000
138.4258,-38695.42578125,1479.3,2735.84,383,383,77.8606,1915000
458.6538,-29788.099609375,-1680.16,-1641.6,384,384,101.9309,1920000
410.4956,-33290.48828125,-1758.81,-1774.08,385,385,92.1503,1925000
89.7943,-37287.59375,719.35,261.02,386,386,74.7418,1930000
66.6103,-42857.015625,1327.13,1663.25,387,387,79.557,1935000
102.1854,-39227.1171875,3005.84,3317.44,388,388,76.9304,1940000
85.673,-46943.265625,3682.74,4099.21,389,389,82.5622,1945000
81.3184,-48778.65234375,4157.11,3942.54,390,390,84.0679,1950000
102.7503,-45350.4140625,3019.07,3724.85,391,391,77.9682,1955000
75.4781,-48376.69921875,4138.53,3858.29,392,392,81.7183,1960000
