Running Env Steps,Real Det Return,Running Reverse KL,Running Update Time,Real Sto Return,Itration,Reward Loss,Running Forward KL
435000,804.86,29.6032,87,215.7,87,-1216.21923828125,70.9746
440000,816.41,30.7663,88,272.24,88,-1247.7784423828125,71.7179
445000,653.89,30.0483,89,288.48,89,-1269.2412109375,71.6699
450000,956.82,30.2881,90,342.23,90,-1284.7767333984375,72.3623
455000,511.66,30.0069,91,164.07,91,-1311.8529052734375,71.5087
460000,814.71,29.5489,92,234.05,92,-1329.8837890625,71.4705
465000,919.39,30.1592,93,280.12,93,-1374.0986328125,72.2543
470000,919.39,29.8161,94,267.72,94,-1387.5401611328125,71.4379
475000,785.93,31.0597,95,313.12,95,-1419.610595703125,72.887
480000,835.93,29.9245,96,305.78,96,-1402.986083984375,71.7255
485000,804.71,29.5919,97,200.36,97,-1460.7796630859375,71.1762
490000,696.33,29.5945,98,240.36,98,-1469.653564453125,70.4051
495000,898.06,30.2991,99,277.85,99,-1479.08056640625,69.9454
500000,614.45,30.4763,100,216.41,100,-1536.310302734375,71.2878
505000,772.38,29.1437,101,254.83,101,-1532.3255615234375,69.2521
510000,915.6,29.7129,102,293.75,102,-1558.7236328125,70.212
515000,908.67,30.2064,103,319.68,103,-1627.522216796875,71.6476
520000,874.11,29.7342,104,285.57,104,-1626.2996826171875,69.8727
525000,977.15,29.6627,105,298.14,105,-1636.9908447265625,71.432
530000,925.59,30.7758,106,204.26,106,-1723.234375,72.335
535000,937.44,30.3377,107,336.57,107,-1699.095458984375,71.0228
540000,944.66,30.0464,108,289.45,108,-1743.8310546875,71.2107
545000,769.47,30.566,109,320.34,109,-1761.6728515625,69.5438
550000,785.97,30.8011,110,240.97,110,-1817.07421875,71.4131
555000,896.17,29.6871,111,266.83,111,-1844.9102783203125,71.018
560000,828.99,30.1817,112,277.43,112,-1869.6044921875,70.8216
565000,869.51,30.112,113,289.6,113,-1906.5496826171875,70.9372
570000,681.9,30.6834,114,218.32,114,-1898.3096923828125,71.2263
575000,853.93,29.8824,115,270.72,115,-1916.4888916015625,70.2804
580000,919.58,29.7798,116,265.74,116,-1951.580322265625,70.1186
585000,884.58,29.9157,117,321.96,117,-2025.6407470703125,70.4342
590000,792.34,30.0746,118,322.37,118,-2069.77734375,72.0125
595000,745.75,29.8121,119,333.67,119,-2080.787353515625,72.4014
600000,820.71,29.8101,120,331.98,120,-2035.8035888671875,70.4539
605000,731.24,30.49,121,172.93,121,-2168.5927734375,72.8898
610000,1017.33,29.735,122,224.33,122,-2149.49560546875,71.8379
615000,905.04,30.0902,123,278.26,123,-2178.48388671875,70.539
620000,758.79,29.8391,124,290.81,124,-2230.836181640625,70.3389
625000,761.43,29.4962,125,306.34,125,-2244.530517578125,68.8369
630000,816.4,29.6216,126,319.93,126,-2274.1552734375,69.4326
635000,706.58,29.6158,127,220.19,127,-2325.548583984375,70.5073
640000,806.02,30.4352,128,299.54,128,-2363.530029296875,70.6493
645000,922.7,30.1714,129,350.66,129,-2411.989501953125,70.3417
650000,951.71,30.1663,130,335.73,130,-2438.467529296875,71.9065
655000,816.7,30.1475,131,255.08,131,-2492.406005859375,72.7568
660000,940.66,30.5925,132,247.18,132,-2571.032958984375,72.2511
665000,792.4,29.7621,133,219.62,133,-2561.479248046875,70.5958
670000,748.4,29.555,134,249.26,134,-2565.857421875,70.7
675000,667.05,30.3722,135,224.59,135,-2683.947998046875,71.765
680000,835.82,30.7007,136,320.39,136,-2701.996826171875,73.2046
685000,994.79,29.4974,137,272.79,137,-2726.822509765625,70.7783
690000,802.08,29.8142,138,340.03,138,-2731.176025390625,70.5166
695000,884.16,30.2194,139,275.93,139,-2804.919921875,71.3307
700000,1016.65,30.486,140,305.21,140,-2872.64990234375,72.1284
705000,839.39,30.17,141,321.24,141,-2908.39599609375,72.339
710000,954.26,30.4149,142,298.33,142,-2949.200439453125,71.1411
715000,779.63,30.2703,143,239.78,143,-2932.90869140625,70.9853
720000,787.87,30.6379,144,271.59,144,-3049.50146484375,71.9797
725000,903.3,29.8254,145,332.05,145,-3027.7041015625,70.7593
730000,590.37,29.922,146,374.37,146,-3072.772216796875,71.187
735000,822.24,29.9704,147,269.14,147,-3182.12744140625,71.6904
740000,722.38,30.1128,148,341.91,148,-3196.645263671875,71.5309
745000,827.08,29.2863,149,298.65,149,-3247.57666015625,70.5577
750000,829.41,30.6786,150,327.04,150,-3304.029052734375,72.029
755000,886.65,30.1388,151,308.37,151,-3350.739501953125,70.8217
760000,868.34,29.7485,152,239.97,152,-3339.440673828125,71.0982
765000,746.28,30.1268,153,245.42,153,-3394.691162109375,70.8689
770000,792.31,30.4113,154,269.16,154,-3405.837646484375,70.7722
775000,875.68,30.6558,155,353.87,155,-3473.262451171875,69.2997
780000,719.72,30.5614,156,327.62,156,-3579.79833984375,71.0688
785000,815.93,30.3388,157,269.95,157,-3601.3349609375,71.4773
790000,802.77,29.8289,158,322.34,158,-3662.161376953125,69.998
795000,822.12,30.0807,159,316.65,159,-3697.33154296875,70.9148
800000,914.23,30.6463,160,341.33,160,-3701.4755859375,70.6869
805000,922.72,29.7929,161,330.93,161,-3713.405517578125,67.797
810000,897.29,30.5392,162,354.45,162,-3880.21337890625,70.3313
815000,765.97,30.717,163,407.34,163,-3920.93896484375,70.2441
820000,719.72,30.2453,164,370.29,164,-4035.36181640625,71.7513
825000,865.66,30.3106,165,307.74,165,-4053.09912109375,71.298
830000,659.5,29.8472,166,301.32,166,-4051.5361328125,70.5732
835000,879.51,30.3846,167,349.97,167,-4122.1728515625,70.2401
840000,839.66,29.7616,168,292.84,168,-4140.66455078125,70.9082
845000,875.5,30.228,169,316.1,169,-4230.29296875,71.6128
850000,810.64,31.3223,170,377.23,170,-4302.3408203125,71.4007
855000,949.03,30.6122,171,362.71,171,-4402.7490234375,70.3914
860000,779.55,30.8616,172,355.12,172,-4399.43212890625,71.5399
865000,536.48,31.9353,173,331.42,173,-4266.048828125,68.5979
870000,793.4,30.5272,174,442.21,174,-4558.03369140625,70.518
875000,844.62,30.2683,175,306.06,175,-4545.71044921875,69.9764
880000,861.76,30.5345,176,337.51,176,-4699.54052734375,71.4873
885000,874.37,30.1975,177,342.05,177,-4713.8955078125,71.7482
890000,897.06,31.0789,178,284.85,178,-4840.56005859375,72.0983
895000,966.41,30.3072,179,366.76,179,-4826.73876953125,70.3152
900000,952.73,29.9595,180,364.25,180,-4847.1337890625,69.5572
905000,595.43,30.7253,181,376.59,181,-4952.970703125,69.6032
910000,849.27,29.9987,182,285.1,182,-4901.185546875,69.5362
915000,833.25,30.3395,183,371.61,183,-5155.26904296875,70.1828
920000,728.06,29.8133,184,329.85,184,-5101.470703125,68.7498
925000,1019.78,30.5514,185,388.09,185,-5134.8720703125,69.2033
930000,1003.28,30.6098,186,317.29,186,-5368.29736328125,72.9332
935000,758.19,30.4719,187,276.75,187,-5514.05810546875,72.3358
940000,953.08,29.8783,188,294.67,188,-5379.009765625,70.4566
945000,910.9,29.9871,189,330.19,189,-5515.51708984375,70.0816
950000,811.12,30.0095,190,352.02,190,-5591.98193359375,70.4963
955000,805.37,31.3107,191,385.17,191,-5707.74755859375,71.6134
960000,784.02,29.9799,192,351.56,192,-5554.33447265625,68.5096
965000,915.7,30.6721,193,303.01,193,-5749.490234375,69.8144
970000,-1685.98,148.0636,194,-1531.27,194,-6712.044921875,98.4393
975000,-1451.71,241.4717,195,-784.64,195,-6536.56103515625,93.6303
980000,-475.06,125.1056,196,-576.87,196,-6413.24267578125,89.3006
985000,-2010.06,161.39,197,-1737.42,197,-5425.80322265625,126.22
990000,-1095.37,99.4673,198,-905.01,198,-6027.34814453125,85.9344
995000,-324.98,59.8527,199,-60.65,199,-6527.06982421875,82.2286
1000000,-339.08,107.9394,200,-125.28,200,-7031.3544921875,80.248
1005000,10.4,68.7815,201,-25.89,201,-6657.8212890625,78.8657
1010000,-410.01,43.5138,202,-75.37,202,-6354.18798828125,74.7109
1015000,-4.25,36.7619,203,-6.75,203,-6519.5751953125,74.708
1020000,262.63,34.8344,204,24.97,204,-6488.033203125,73.7185
1025000,-452.89,53.5063,205,-94.96,205,-6669.95068359375,77.5108
1030000,-2655.18,230.9962,206,-2316.98,206,-4766.1484375,115.846
1035000,-1545.02,165.7917,207,-1189.63,207,-7660.08984375,87.3827
1040000,-1505.51,103.7753,208,-1162.88,208,-7487.87060546875,84.3321
1045000,-2932.66,547.9332,209,-2893.41,209,-4021.966552734375,137.1309
1050000,-34.07,337.5925,210,-149.46,210,-7643.18359375,87.1241
1055000,-34.47,90.093,211,-45.37,211,-6677.255859375,74.3366
1060000,-113.19,44.3015,212,-232.34,212,-7378.25439453125,79.3197
1065000,-180.06,85.1815,213,-245.71,213,-7622.6240234375,82.6813
1070000,-41.2,83.8653,214,-79.32,214,-8282.0107421875,87.5836
1075000,-34.96,46.4341,215,-34.67,215,-7721.37255859375,78.7805
1080000,-37.54,43.5736,216,-50.19,216,-7769.14990234375,76.497
1085000,15.14,40.7483,217,-46.92,217,-7799.765625,77.1183
1090000,29.55,41.0072,218,-30.32,218,-7753.55078125,75.9976
