Itration,Real Sto Return,Running Reverse KL,Running Env Steps,Reward Loss,Running Update Time,Running Forward KL,Real Det Return
82,3496.01,54.6541,410000,-828.3312377929688,82,74.8739,4307.7
83,4030.37,65.976,415000,-852.304931640625,83,76.0428,4387.57
84,1886.96,44.877,420000,-882.5321044921875,84,68.7576,2400.2
85,1975.05,46.5909,425000,-916.60498046875,85,68.1861,3220.51
86,3079.76,60.894,430000,-895.7066650390625,86,73.4252,4300.3
87,3429.0,48.7411,435000,-927.5614624023438,87,69.2036,4525.06
88,3242.26,66.9596,440000,-898.173828125,88,79.0901,4421.48
89,4048.03,60.3533,445000,-957.225830078125,89,76.8073,4312.52
90,4076.64,60.4383,450000,-943.0274658203125,90,73.205,4532.82
91,4241.79,69.9551,455000,-988.9068603515625,91,77.1809,4870.52
92,4074.95,65.0919,460000,-982.0233764648438,92,74.1131,4471.57
93,3804.21,70.9467,465000,-974.2886962890625,93,82.6102,3811.22
94,4009.53,74.4037,470000,-1010.6611328125,94,85.3508,4549.18
95,3889.87,58.5184,475000,-1034.365234375,95,73.983,4387.63
96,2388.21,60.6672,480000,-1031.9693603515625,96,75.4697,3178.45
97,2255.6,53.0451,485000,-1030.4991455078125,97,70.8737,2318.39
98,3234.64,82.1892,490000,-1069.2254638671875,98,88.8008,4311.48
99,3804.27,49.4451,495000,-1127.8031005859375,99,70.5718,4280.24
100,4124.49,60.1904,500000,-1110.67724609375,100,73.6167,4241.84
101,3197.71,65.6703,505000,-1086.3671875,101,77.0754,4473.41
102,4149.12,69.3962,510000,-1122.3082275390625,102,78.5413,4977.98
103,3158.52,58.1992,515000,-1160.11279296875,103,73.7854,3818.2
104,4248.02,60.8287,520000,-1217.2666015625,104,73.1639,4839.24
105,4253.03,71.7338,525000,-1207.1953125,105,84.3655,4574.36
106,2829.09,65.1435,530000,-1217.2431640625,106,76.9928,4244.74
107,1452.03,65.5152,535000,-1229.1695556640625,107,79.9777,2102.18
108,2743.78,57.8537,540000,-1273.41943359375,108,75.6187,2974.31
109,4582.07,72.9988,545000,-1325.6226806640625,109,80.5943,5014.39
110,4193.95,63.2791,550000,-1318.223388671875,110,78.5962,4500.54
111,3659.62,62.8728,555000,-1329.8883056640625,111,74.2875,4042.8
112,4605.3,67.3927,560000,-1397.982666015625,112,78.1983,5083.92
113,4099.86,76.6724,565000,-1402.34228515625,113,87.2603,4822.94
114,3728.44,66.9254,570000,-1376.3695068359375,114,74.9565,4258.27
115,3071.82,63.801,575000,-1428.9259033203125,115,80.0456,3450.47
116,4193.63,68.5807,580000,-1460.866455078125,116,81.7377,4965.12
117,4645.44,74.4574,585000,-1503.6722412109375,117,82.8482,5176.26
118,4041.1,57.3583,590000,-1496.9967041015625,118,71.3696,4902.36
119,4130.2,66.8244,595000,-1515.732666015625,119,78.955,4631.46
120,3888.36,71.2322,600000,-1574.09375,120,81.4966,4539.34
121,4795.36,68.8343,605000,-1603.83056640625,121,80.6401,4947.31
122,4165.5,63.9567,610000,-1614.030029296875,122,74.0988,4680.04
123,4501.3,74.2408,615000,-1632.776611328125,123,81.5204,4965.85
124,4945.99,81.3687,620000,-1698.38818359375,124,86.7868,5341.1
125,4827.45,79.8369,625000,-1705.9320068359375,125,87.9968,4373.13
126,4294.51,70.825,630000,-1741.035400390625,126,84.6474,5194.62
127,4892.77,70.9625,635000,-1748.2740478515625,127,83.9271,5124.24
128,3067.35,64.3483,640000,-1741.7889404296875,128,77.058,5144.76
129,4368.14,71.23,645000,-1811.476806640625,129,84.2827,4950.72
130,3745.08,65.9753,650000,-1846.0191650390625,130,81.0677,4724.78
131,4403.52,78.5826,655000,-1882.3126220703125,131,85.311,4820.9
132,3321.96,73.7884,660000,-1863.3267822265625,132,81.9295,4041.6
133,4401.33,74.4439,665000,-1916.4393310546875,133,82.6159,5266.97
134,2087.42,68.1163,670000,-1875.804443359375,134,74.9169,2636.89
135,4686.26,74.8247,675000,-1957.177978515625,135,82.9088,4992.56
136,4407.71,71.6865,680000,-2013.96435546875,136,78.9992,5112.72
137,4855.69,77.5367,685000,-2042.428466796875,137,84.2969,5179.25
138,5125.23,74.3922,690000,-2086.858154296875,138,79.7905,5394.66
139,3975.8,68.5435,695000,-2084.188232421875,139,77.1478,4915.0
140,3899.04,74.4062,700000,-2133.667724609375,140,79.5488,3674.02
141,4222.83,74.0692,705000,-2139.37646484375,141,81.985,5169.65
142,3706.41,64.1771,710000,-2160.348876953125,142,75.5848,3742.25
143,4422.21,70.0122,715000,-2219.949462890625,143,76.1213,5273.72
144,4061.22,78.7143,720000,-2262.97607421875,144,81.7785,4590.67
145,3938.09,68.1134,725000,-2245.8544921875,145,73.8728,4830.66
146,4049.75,74.752,730000,-2288.171630859375,146,82.1379,4181.95
147,5087.98,75.3195,735000,-2391.94580078125,147,80.8011,4658.56
148,4541.96,83.3449,740000,-2456.2490234375,148,88.8764,5265.37
149,4366.47,73.9471,745000,-2406.603271484375,149,80.2308,4949.67
150,4344.28,76.8868,750000,-2492.28662109375,150,83.6059,4608.22
151,4962.3,76.4856,755000,-2560.254150390625,151,85.3933,5449.93
152,3885.16,73.0745,760000,-2498.968017578125,152,76.4386,4450.24
153,4925.01,82.5284,765000,-2551.805908203125,153,82.7092,5242.65
154,4657.59,79.4884,770000,-2619.09228515625,154,85.3967,5230.02
155,4900.93,79.1275,775000,-2699.831787109375,155,85.6603,5519.28
156,5077.45,80.4525,780000,-2663.341064453125,156,84.0097,4766.83
157,5044.82,80.4792,785000,-2813.400390625,157,83.6876,5353.85
158,4986.71,79.4603,790000,-2843.595947265625,158,87.3232,5221.05
159,4192.36,82.0824,795000,-2795.244140625,159,87.6543,5453.71
160,4641.79,70.3333,800000,-2767.00732421875,160,74.6768,5151.4
161,4209.79,74.3335,805000,-2868.261474609375,161,80.5852,5265.92
162,4716.86,77.4678,810000,-2933.84619140625,162,85.2021,4538.85
163,4841.97,78.3258,815000,-2992.251953125,163,81.951,5436.41
164,4623.86,81.5534,820000,-3026.886962890625,164,86.2495,4396.21
165,4052.53,76.2621,825000,-2999.429931640625,165,82.4206,3996.42
166,3712.21,84.4661,830000,-3063.754150390625,166,89.8511,4098.29
167,4981.33,76.7089,835000,-3108.194091796875,167,77.3119,5208.81
168,4617.98,76.1158,840000,-3158.924072265625,168,81.4286,4885.7
169,5003.53,86.4651,845000,-3247.87255859375,169,85.7625,5402.85
170,4588.12,78.7507,850000,-3248.74072265625,170,86.3363,4866.77
171,5064.03,82.0268,855000,-3278.45751953125,171,82.5622,5452.48
172,4447.28,80.5553,860000,-3309.4755859375,172,84.0896,4742.11
173,4534.05,66.5408,865000,-3310.94482421875,173,74.0116,5452.75
174,5067.89,70.0744,870000,-3236.802490234375,174,73.2329,5262.77
175,4601.95,67.9628,875000,-3482.718994140625,175,77.8799,5265.25
176,4131.53,76.1006,880000,-3539.487060546875,176,83.3129,4789.28
177,4182.31,78.534,885000,-3563.140625,177,83.8102,5121.17
178,3802.8,64.1314,890000,-3495.145751953125,178,75.0549,5331.2
179,4827.36,77.38,895000,-3677.047607421875,179,82.1377,5034.5
180,4895.9,74.3519,900000,-3759.74755859375,180,81.7721,4960.24
181,4493.25,75.072,905000,-3738.281005859375,181,81.9793,5060.36
182,4446.85,73.0585,910000,-3765.756591796875,182,81.7539,4862.51
183,4571.66,80.3644,915000,-3849.824951171875,183,84.5719,5318.76
184,4981.69,77.0398,920000,-3933.95068359375,184,84.2751,5633.33
185,4774.46,81.6241,925000,-3920.21630859375,185,85.1497,5514.62
186,4620.52,75.2802,930000,-3944.2890625,186,83.4361,4852.26
187,4022.38,76.0232,935000,-4011.480224609375,187,85.1183,4691.23
188,5174.47,81.7859,940000,-4143.1806640625,188,85.6596,5662.63
189,4477.56,78.2696,945000,-4181.21533203125,189,81.6403,5292.31
190,4974.8,77.1074,950000,-4170.328125,190,83.1454,5041.95
191,4867.04,80.4339,955000,-4269.22998046875,191,85.489,5009.25
192,5265.05,84.7992,960000,-4345.72607421875,192,85.3038,5473.37
193,5152.8,85.7394,965000,-4397.1015625,193,86.5556,5470.03
194,4905.48,86.9228,970000,-4467.54541015625,194,85.4057,5502.02
195,4935.79,85.1093,975000,-4558.13232421875,195,86.9049,5180.22
196,4902.68,68.8965,980000,-4231.630859375,196,73.2937,5362.14
197,4901.24,76.0732,985000,-4576.43603515625,197,82.4961,5482.93
198,5127.83,81.8007,990000,-4659.60693359375,198,86.3244,5616.44
199,3668.68,70.5036,995000,-4549.91943359375,199,77.5714,4496.05
200,5219.15,85.518,1000000,-4722.8271484375,200,85.8067,5457.0
201,5297.69,82.4346,1005000,-4796.76416015625,201,85.9939,5242.0
202,4769.48,78.9202,1010000,-4848.0390625,202,83.9961,5511.81
203,4609.27,79.7699,1015000,-4848.26171875,203,84.1664,5145.62
204,4720.85,77.7611,1020000,-4893.17822265625,204,85.2904,5666.44
205,4546.94,80.9596,1025000,-4995.3818359375,205,85.8162,5381.24
206,4913.54,84.1865,1030000,-5061.54150390625,206,86.7935,5484.41
207,5159.37,78.7655,1035000,-5133.849609375,207,84.5376,5403.86
208,5049.58,62.4539,1040000,-4726.56884765625,208,72.3052,5069.28
209,4240.67,79.0072,1045000,-5174.22021484375,209,84.8325,5764.62
210,5319.16,76.6995,1050000,-5269.15478515625,210,83.8574,5443.4
211,5156.74,79.3384,1055000,-5291.2490234375,211,84.0788,5566.95
212,4985.36,83.6739,1060000,-5346.84765625,212,84.2542,5012.42
213,4450.83,83.068,1065000,-5385.07861328125,213,86.3104,5706.94
214,5298.56,77.8894,1070000,-5485.5732421875,214,83.7371,5712.51
215,5176.85,78.8284,1075000,-5534.79541015625,215,84.0904,5749.89
216,5424.81,84.451,1080000,-5558.4921875,216,82.6829,5315.11
217,4705.87,79.1721,1085000,-5601.646484375,217,85.5044,5696.53
218,4982.08,85.038,1090000,-5741.96728515625,218,86.8805,4972.29
219,3765.74,80.3657,1095000,-5701.6923828125,219,85.7702,5580.21
220,5025.4,77.516,1100000,-5759.0224609375,220,82.7453,5025.37
221,4783.1,82.7505,1105000,-5840.4990234375,221,85.8608,4989.6
222,4320.84,71.5336,1110000,-5634.85546875,222,75.5764,5510.68
223,4835.72,83.199,1115000,-5990.35546875,223,86.3896,5412.61
224,3974.93,78.7886,1120000,-5939.66943359375,224,84.3972,4478.49
225,5116.68,82.4535,1125000,-6112.138671875,225,84.0683,5615.67
226,4102.77,74.1646,1130000,-5832.4326171875,226,75.3868,4645.34
227,3664.52,80.1809,1135000,-6097.21923828125,227,81.5553,4594.36
228,4510.82,82.5187,1140000,-6270.69091796875,228,86.0162,5202.57
229,4948.33,81.1751,1145000,-6172.15966796875,229,80.0136,5683.82
230,4598.24,85.0871,1150000,-6330.19384765625,230,87.6169,5429.44
231,4277.89,75.4114,1155000,-6190.4404296875,231,77.9212,5391.77
232,4193.64,77.4454,1160000,-6171.134765625,232,80.1619,4728.5
233,4507.9,79.2923,1165000,-6378.62646484375,233,82.1994,5215.73
234,4530.83,76.3923,1170000,-6451.95947265625,234,79.7894,4511.07
235,4021.16,78.6036,1175000,-6490.60498046875,235,84.9328,3529.95
236,4384.9,84.6384,1180000,-6623.75634765625,236,87.0062,4931.6
237,4925.31,81.1609,1185000,-6681.97412109375,237,84.7777,5623.3
238,3789.3,83.7519,1190000,-6757.72216796875,238,87.3913,5128.26
239,4253.14,80.0272,1195000,-6793.083984375,239,86.9418,5323.33
240,4557.02,82.3447,1200000,-6848.17724609375,240,86.5244,4659.4
241,4079.06,79.7829,1205000,-6847.78759765625,241,83.7628,5327.85
242,4504.32,81.6467,1210000,-6970.65234375,242,84.3096,5579.89
243,4450.92,84.7228,1215000,-7032.7861328125,243,88.5612,5388.5
244,4750.24,82.4171,1220000,-6945.283203125,244,83.8916,5430.82
245,5144.42,82.1197,1225000,-7126.94921875,245,84.6042,5408.43
246,4347.19,84.753,1230000,-7200.662109375,246,88.3331,4689.97
247,5115.71,83.8395,1235000,-7218.29248046875,247,88.1327,5276.74
248,4463.26,77.9678,1240000,-7239.10986328125,248,84.957,4934.93
249,4724.87,72.9541,1245000,-7278.328125,249,83.5628,5286.24
250,4678.48,78.2616,1250000,-7339.45849609375,250,83.9818,5264.66
251,5070.08,77.9165,1255000,-7439.72412109375,251,84.4625,5055.2
252,4879.77,83.758,1260000,-7534.1728515625,252,88.6742,5386.14
253,5230.26,80.6315,1265000,-7525.47412109375,253,84.3352,5315.98
254,4987.69,71.9125,1270000,-7308.83154296875,254,77.6328,5111.78
255,4681.16,82.9991,1275000,-7662.09521484375,255,84.1561,4500.87
256,4861.79,85.7135,1280000,-7801.892578125,256,89.1197,5760.82
257,4641.92,72.7495,1285000,-7426.041015625,257,76.3007,5163.38
258,5032.24,75.5793,1290000,-7711.49560546875,258,80.1285,5530.8
259,4868.5,72.6197,1295000,-7761.47265625,259,80.8084,5307.71
260,5506.09,78.2065,1300000,-7998.38623046875,260,86.5553,5846.75
261,4891.26,73.0095,1305000,-7860.7529296875,261,82.6343,5070.24
262,5510.46,79.3777,1310000,-8180.14990234375,262,87.8872,5611.02
263,4787.26,80.3423,1315000,-8106.4130859375,263,88.3377,5080.64
264,5020.3,85.5813,1320000,-8265.6650390625,264,88.8317,5407.93
265,3439.6,77.8263,1325000,-8203.455078125,265,87.704,5392.32
266,4327.36,74.5828,1330000,-8180.6259765625,266,87.2759,3661.75
267,4575.15,80.4598,1335000,-8368.478515625,267,84.8034,5323.4
268,4770.71,83.5787,1340000,-8517.2958984375,268,87.2416,5336.71
269,4622.84,70.3911,1345000,-7886.0458984375,269,76.481,4634.58
270,5202.7,79.1782,1350000,-8510.109375,270,81.9821,5279.73
271,5102.35,75.7922,1355000,-8633.3916015625,271,84.2663,5849.63
272,4954.18,77.3878,1360000,-8653.7001953125,272,85.0711,5255.72
273,5057.12,81.5526,1365000,-8721.185546875,273,86.5715,4986.02
274,4227.12,78.9267,1370000,-8721.0830078125,274,86.8497,5644.51
275,4871.16,70.0872,1375000,-8283.8251953125,275,76.7802,5733.9
276,4869.41,83.3686,1380000,-8952.3154296875,276,86.0166,5463.95
277,4910.11,80.1626,1385000,-8981.7998046875,277,86.7437,5805.21
278,5049.71,73.3114,1390000,-8593.078125,278,77.9268,5747.41
279,4979.38,80.3301,1395000,-8993.779296875,279,81.5286,5809.23
280,5207.13,79.8667,1400000,-9031.1279296875,280,84.3707,5280.74
281,5102.27,78.1265,1405000,-9107.0380859375,281,85.4901,5840.12
282,5221.87,80.8109,1410000,-9155.4609375,282,85.0184,5786.83
283,5276.83,84.6506,1415000,-9397.181640625,283,87.8804,5419.84
284,5099.6,79.5809,1420000,-9244.0087890625,284,86.3456,4921.28
285,5133.74,78.6219,1425000,-9181.7783203125,285,83.3191,5424.49
286,4941.44,82.0337,1430000,-9385.0400390625,286,85.3658,4903.58
287,5340.31,78.7728,1435000,-9405.998046875,287,85.0178,5724.43
288,5271.51,83.0642,1440000,-9488.986328125,288,85.5093,5632.64
289,5106.63,79.7088,1445000,-9517.716796875,289,84.8268,5483.18
290,5200.01,82.399,1450000,-9650.892578125,290,86.8111,5816.96
291,5166.87,68.2049,1455000,-9112.1484375,291,76.4882,5662.4
292,4646.84,75.9739,1460000,-9618.9189453125,292,83.1317,5770.79
293,5031.87,77.7658,1465000,-9627.8505859375,293,86.373,5595.81
294,4567.44,79.0971,1470000,-9749.68359375,294,85.9654,5486.49
295,5448.82,73.1283,1475000,-9240.703125,295,75.4444,5857.86
296,5298.56,79.6445,1480000,-9981.7294921875,296,83.3388,5514.55
297,4744.55,77.8696,1485000,-9841.8271484375,297,83.8541,5563.36
298,5274.73,77.4372,1490000,-9979.828125,298,83.8367,5645.73
299,4831.9,76.3038,1495000,-9961.2236328125,299,83.2664,5464.99
300,5135.01,72.7594,1500000,-9749.98828125,300,79.3069,5499.47
301,4854.73,81.2866,1505000,-10164.3349609375,301,85.0634,4897.1
302,5297.34,78.6121,1510000,-10204.9423828125,302,85.0523,5755.31
303,5506.29,78.16,1515000,-10256.09765625,303,85.3221,5837.77
304,5142.85,82.1987,1520000,-10277.1689453125,304,87.0612,5458.47
305,5105.86,76.7201,1525000,-10343.9287109375,305,83.5775,5292.64
306,4725.02,71.5784,1530000,-9892.7421875,306,76.4574,5645.24
307,4486.14,71.0445,1535000,-9772.0498046875,307,77.8545,5477.97
308,5379.66,75.0355,1540000,-10110.8876953125,308,79.1494,5164.85
309,4644.94,74.9277,1545000,-10335.6025390625,309,82.6341,5309.04
310,4552.79,73.7173,1550000,-10400.3515625,310,82.2405,5602.74
311,4833.46,74.32,1555000,-10443.34765625,311,82.2936,4711.1
312,5037.95,77.3822,1560000,-10472.2041015625,312,83.8062,5816.27
313,5221.24,78.7431,1565000,-10526.0546875,313,84.5133,5473.42
314,4697.48,78.8359,1570000,-10607.8076171875,314,85.1541,5344.37
315,5181.12,85.0861,1575000,-10851.5576171875,315,87.9039,5351.99
316,5144.78,74.8567,1580000,-10638.037109375,316,83.1504,5222.58
317,4061.95,76.5604,1585000,-10217.4248046875,317,77.7192,4737.04
318,4286.15,77.6034,1590000,-10714.0634765625,318,84.1004,5384.53
319,4600.99,82.2909,1595000,-10950.5703125,319,85.2306,5380.72
320,5078.75,73.6397,1600000,-10305.525390625,320,76.1143,5243.13
321,4322.34,77.641,1605000,-10950.4130859375,321,86.5167,5305.4
322,4815.11,79.9781,1610000,-11044.591796875,322,86.4765,4978.96
323,4972.85,71.4028,1615000,-10584.556640625,323,78.8405,5514.77
324,4419.17,80.5549,1620000,-11284.14453125,324,86.1946,5365.63
325,5257.98,78.5997,1625000,-11063.0966796875,325,84.0901,5494.42
326,4217.19,64.439,1630000,-10374.0595703125,326,75.9504,5103.15
327,4634.71,71.0879,1635000,-10467.71875,327,77.7016,4756.98
328,4818.97,74.6259,1640000,-10943.208984375,328,79.5041,5689.31
329,4542.98,76.8863,1645000,-11112.294921875,329,81.5999,5572.67
330,4594.68,73.9477,1650000,-11286.0791015625,330,82.0909,5923.12
331,5171.97,77.5038,1655000,-11046.630859375,331,80.2434,5522.95
332,4963.21,79.0252,1660000,-11284.359375,332,84.7599,5720.69
333,4807.35,78.419,1665000,-11433.421875,333,84.5198,5621.02
334,4990.46,81.7632,1670000,-11508.9853515625,334,86.3799,5618.55
335,4529.8,76.1814,1675000,-11196.56640625,335,80.0694,5444.57
336,5035.61,68.7563,1680000,-10711.021484375,336,76.6492,4847.62
337,4973.61,81.5274,1685000,-11589.2236328125,337,86.3996,5863.68
338,4704.63,83.9092,1690000,-11483.04296875,338,82.727,5489.84
339,4994.12,78.2766,1695000,-11598.083984375,339,84.9697,5964.61
340,5234.85,85.5063,1700000,-11817.6728515625,340,87.4573,5437.36
341,5365.56,78.8744,1705000,-11527.4541015625,341,83.3333,5565.32
342,5215.14,82.2627,1710000,-11709.8623046875,342,86.7549,5649.79
343,4946.11,82.8159,1715000,-11802.068359375,343,86.3314,5719.62
344,5443.33,79.5877,1720000,-11703.484375,344,85.4362,5843.34
345,4993.0,81.9639,1725000,-11826.49609375,345,86.0821,5907.72
346,4503.85,77.2772,1730000,-11176.76171875,346,78.0185,5649.6
347,4689.16,86.6514,1735000,-11834.080078125,347,88.6233,5165.57
348,5222.95,78.6056,1740000,-11933.1416015625,348,83.3696,5804.93
349,5244.33,82.3862,1745000,-11765.5146484375,349,84.0871,5786.6
350,4107.51,81.4926,1750000,-11821.9091796875,350,80.7173,5553.2
351,4177.0,85.0602,1755000,-11836.3115234375,351,85.6674,4846.76
352,4275.19,80.3121,1760000,-12088.251953125,352,85.0996,5580.63
353,5069.17,75.6141,1765000,-11245.447265625,353,77.9173,5374.15
354,5295.58,81.1435,1770000,-11883.619140625,354,83.368,5439.53
355,4651.8,76.8297,1775000,-11381.708984375,355,77.4891,5046.5
356,4963.89,77.7572,1780000,-11908.9404296875,356,82.7464,5812.7
357,5303.21,69.2205,1785000,-11276.5712890625,357,75.9435,5862.0
358,5116.7,80.9395,1790000,-12113.8603515625,358,83.4731,5472.69
359,4191.29,77.2707,1795000,-12100.9873046875,359,81.307,5639.37
360,4889.82,78.2901,1800000,-12277.26953125,360,82.6195,5014.42
361,4944.02,80.1622,1805000,-12418.9892578125,361,83.5674,5515.01
362,4830.12,71.1592,1810000,-12068.3701171875,362,78.4044,5137.1
363,4020.93,80.6302,1815000,-12457.587890625,363,84.7657,5531.05
364,5534.84,82.1005,1820000,-12460.611328125,364,85.9291,5658.42
365,4682.01,78.1332,1825000,-12381.7060546875,365,84.5664,5448.67
366,5086.16,81.4354,1830000,-12592.068359375,366,85.9391,5951.45
367,5353.44,66.661,1835000,-11061.5078125,367,76.4759,5868.5
368,5058.25,71.5845,1840000,-11956.1552734375,368,78.6294,5872.06
369,5342.03,75.2121,1845000,-12041.0400390625,369,79.4209,5551.03
370,4844.53,72.9077,1850000,-11862.63671875,370,76.7755,4922.41
371,5100.61,79.6414,1855000,-12716.2802734375,371,84.9019,5876.72
372,5241.09,81.7115,1860000,-12671.1416015625,372,84.9752,5659.81
373,4807.59,60.3901,1865000,-10495.6533203125,373,73.0022,5254.08
374,4945.26,84.1904,1870000,-12846.365234375,374,87.3683,5830.28
375,4969.86,84.9101,1875000,-12833.5537109375,375,87.9535,5780.26
376,5233.26,78.2688,1880000,-12970.130859375,376,86.012,5199.06
377,4770.93,79.0481,1885000,-12814.8427734375,377,85.352,5922.38
378,4885.37,80.4059,1890000,-12985.166015625,378,85.799,5793.12
379,5310.47,80.4679,1895000,-12820.6044921875,379,86.6698,5497.84
380,4655.63,78.5923,1900000,-12925.634765625,380,86.3038,4889.57
381,4216.05,71.6374,1905000,-11932.833984375,381,76.4336,5834.19
382,5474.24,78.6357,1910000,-13020.455078125,382,85.295,5879.09
383,4662.78,81.6588,1915000,-13006.263671875,383,85.1134,5860.86
384,5376.88,83.738,1920000,-13175.392578125,384,85.6924,5855.42
385,5470.48,78.1086,1925000,-13158.640625,385,85.294,5886.43
