Real Sto Return,Running Reverse KL,Running Env Steps,Reward Loss,Running Forward KL,Running Update Time,Real Det Return,Itration
3199.66,14.0942,205000,-237.01959228515625,21.0019,41,3191.25,41
3017.82,13.3744,210000,-264.4023132324219,20.9411,42,3282.44,42
3287.7,14.3275,215000,-194.24461364746094,20.5486,43,3261.19,43
3265.72,13.234,220000,-199.16378784179688,19.5165,44,3243.74,44
3070.19,13.8293,225000,-258.0308532714844,19.9893,45,3236.8,45
3258.66,13.8837,230000,-204.69900512695312,20.369,46,3252.23,46
3259.95,13.6049,235000,-184.8521270751953,19.6609,47,3259.61,47
3105.42,14.7481,240000,-209.46524047851562,20.2415,48,3297.86,48
3203.6,13.026,245000,-170.1602783203125,18.4538,49,3343.13,49
3034.06,12.6306,250000,-160.97549438476562,18.9537,50,3366.33,50
3375.05,13.9329,255000,-168.05239868164062,19.2905,51,3364.65,51
3343.59,13.3734,260000,-137.36253356933594,19.3675,52,3368.31,52
3179.56,12.5482,265000,-215.4166259765625,18.7012,53,3362.55,53
3381.62,14.5887,270000,-138.68016052246094,19.5256,54,3409.69,54
3334.64,12.9087,275000,-179.1671600341797,18.4062,55,3374.8,55
3181.35,13.4374,280000,-217.44908142089844,18.9923,56,3357.72,56
3307.61,13.3174,285000,-192.69293212890625,18.4709,57,3387.03,57
3065.42,12.0357,290000,-47.49676513671875,18.003,58,3407.94,58
2202.34,12.255,295000,-135.31661987304688,17.8557,59,3429.04,59
3369.05,12.4744,300000,-171.81613159179688,17.7725,60,3395.42,60
3341.79,12.832,305000,-243.04861450195312,18.2491,61,3379.27,61
3232.6,12.6335,310000,-131.51693725585938,18.5025,62,3432.23,62
3380.49,12.9447,315000,-142.13156127929688,18.1526,63,3425.6,63
3186.69,12.7849,320000,-236.4108428955078,18.4894,64,3395.84,64
3363.14,13.4527,325000,-256.14825439453125,18.7388,65,3382.83,65
3056.99,11.8434,330000,-228.02381896972656,17.9478,66,3412.73,66
3229.22,12.354,335000,-207.87945556640625,18.3419,67,3427.0,67
3364.4,13.6041,340000,-275.0802307128906,18.4193,68,3376.7,68
3150.5,13.2915,345000,-282.7511291503906,18.3754,69,3380.95,69
3402.04,13.2438,350000,-237.7510986328125,18.2948,70,3415.67,70
3430.95,12.281,355000,-229.9503173828125,17.8119,71,3452.36,71
3281.61,11.2464,360000,-189.3757781982422,17.2468,72,3409.81,72
3303.66,11.6286,365000,-151.4343719482422,16.7039,73,3435.95,73
3388.98,14.2683,370000,-242.69564819335938,18.2555,74,3412.84,74
3377.59,12.0337,375000,-217.11834716796875,16.7728,75,3392.44,75
3396.71,12.9478,380000,-285.8966369628906,18.255,76,3393.44,76
3384.82,11.7896,385000,-276.4002380371094,17.3843,77,3399.59,77
3248.33,13.0221,390000,-313.5489807128906,18.152,78,3375.33,78
3032.53,11.2042,395000,-235.53196716308594,17.4438,79,3419.02,79
3361.71,12.6975,400000,-309.1193542480469,18.0048,80,3381.15,80
3423.28,12.9337,405000,-220.8760528564453,17.7008,81,3427.62,81
3351.28,12.3847,410000,-315.5823059082031,17.5972,82,3355.26,82
2986.89,11.1944,415000,-256.9364318847656,18.21,83,3435.34,83
3238.57,11.5332,420000,-280.7143859863281,17.2766,84,3409.02,84
2985.44,11.4735,425000,-301.71624755859375,17.5283,85,3405.56,85
3270.0,12.102,430000,-260.5328063964844,17.5768,86,3428.01,86
3369.39,11.4607,435000,-241.3184814453125,17.63,87,3404.0,87
3427.16,12.0127,440000,-250.22512817382812,17.3389,88,3422.41,88
2867.66,12.5908,445000,-428.7879638671875,18.1001,89,3408.17,89
3108.73,11.9195,450000,-412.9078674316406,18.1088,90,3410.39,90
3377.79,12.0032,455000,-319.4897155761719,17.6539,91,3388.71,91
3265.24,14.0441,460000,-322.66973876953125,17.5792,92,3430.73,92
3090.4,10.9395,465000,-293.9322509765625,17.305,93,3460.71,93
3398.72,12.0321,470000,-312.0968017578125,17.7013,94,3408.19,94
3278.85,12.3129,475000,-346.07763671875,17.9153,95,3405.75,95
3043.62,11.9082,480000,-329.9791564941406,17.7469,96,3401.69,96
3321.1,12.026,485000,-349.037841796875,17.8451,97,3416.13,97
2639.24,12.803,490000,-541.6124267578125,17.2647,98,3399.55,98
2566.44,12.1185,495000,-543.1290283203125,18.6144,99,3404.71,99
2952.48,11.9541,500000,-430.4020690917969,17.4838,100,3385.7,100
3265.31,11.2736,505000,-285.1375427246094,17.0181,101,3414.85,101
3083.25,13.6327,510000,-387.0335693359375,18.0329,102,3438.14,102
2705.06,12.2267,515000,-468.8943176269531,17.6516,103,3423.06,103
3345.53,11.0919,520000,-318.7369079589844,16.5285,104,3413.99,104
2927.83,11.9399,525000,-467.4358215332031,17.1739,105,3389.95,105
3357.64,12.3757,530000,-416.9897155761719,17.7539,106,3422.97,106
3212.25,11.1129,535000,-342.6599426269531,17.1088,107,3404.5,107
3101.5,12.8187,540000,-389.78924560546875,18.3319,108,3397.95,108
2952.84,11.3765,545000,-418.5904235839844,17.9387,109,3424.25,109
2843.62,11.3499,550000,-492.2861022949219,18.6584,110,3433.15,110
2324.49,11.303,555000,-416.28106689453125,17.6628,111,3451.91,111
3144.17,11.1845,560000,-446.13165283203125,17.5518,112,3411.07,112
2987.8,10.8542,565000,-432.2013854980469,17.1178,113,3429.5,113
3237.47,10.8018,570000,-373.6442565917969,16.5713,114,3406.81,114
2885.89,11.1874,575000,-659.8577270507812,18.852,115,3394.44,115
3171.67,11.2863,580000,-526.8480224609375,17.6579,116,3404.36,116
2827.64,10.9366,585000,-431.1766357421875,17.1767,117,3419.27,117
3153.95,11.6403,590000,-382.9958801269531,16.7004,118,3417.45,118
3256.94,11.2092,595000,-529.9276733398438,17.6705,119,3399.32,119
3335.92,12.3229,600000,-440.8101806640625,17.4273,120,3415.84,120
3130.1,9.814,605000,-496.72418212890625,16.8698,121,3390.62,121
3234.77,11.6684,610000,-443.1389465332031,17.123,122,3414.79,122
3374.87,11.0907,615000,-400.7513427734375,16.8302,123,3399.2,123
3230.95,10.4704,620000,-360.4118957519531,16.1295,124,3386.52,124
3170.0,10.9598,625000,-348.33587646484375,16.1836,125,3423.35,125
2972.58,10.3113,630000,-469.8794250488281,16.6448,126,3419.8,126
3303.97,11.6913,635000,-554.6769409179688,17.4138,127,3409.53,127
3194.53,10.3281,640000,-477.4596862792969,17.2515,128,3385.54,128
2953.71,10.2964,645000,-479.7474365234375,16.2481,129,3388.21,129
2977.84,10.8162,650000,-567.4702758789062,17.9899,130,3433.69,130
3219.76,11.2359,655000,-463.302978515625,17.3536,131,3395.68,131
3412.16,11.1951,660000,-480.6951904296875,17.1127,132,3436.37,132
3056.2,10.2819,665000,-429.35980224609375,15.9839,133,3397.27,133
2770.25,10.644,670000,-538.0040283203125,17.0043,134,3431.48,134
3245.21,12.1937,675000,-525.011474609375,17.4597,135,3402.81,135
3287.09,10.2673,680000,-486.04638671875,15.6339,136,3411.7,136
3386.62,11.6329,685000,-498.1321105957031,16.9994,137,3417.83,137
3140.83,10.9206,690000,-545.6895141601562,17.3455,138,3423.09,138
3204.67,10.1122,695000,-417.22796630859375,15.7929,139,3423.9,139
2977.06,10.4121,700000,-466.0555725097656,16.4105,140,3425.19,140
3234.58,11.1227,705000,-524.0790405273438,17.0834,141,3404.8,141
3188.93,10.6176,710000,-481.7764587402344,16.2309,142,3427.11,142
3061.34,11.3064,715000,-528.0892333984375,17.2127,143,3454.56,143
3293.88,11.5579,720000,-602.552001953125,16.8575,144,3434.76,144
3337.75,11.4699,725000,-524.3431396484375,16.2999,145,3464.69,145
3101.31,10.4254,730000,-643.0453491210938,17.4755,146,3427.22,146
3385.81,11.9652,735000,-620.99267578125,17.5535,147,3412.54,147
3328.69,10.6405,740000,-548.5805053710938,16.328,148,3424.62,148
3172.11,10.5317,745000,-629.9446411132812,16.8792,149,3437.68,149
3117.56,10.1546,750000,-565.9891357421875,16.8887,150,3409.38,150
3399.07,10.3204,755000,-557.0540161132812,16.4906,151,3416.59,151
3414.49,11.1961,760000,-587.8203735351562,16.4635,152,3436.72,152
3284.77,10.6338,765000,-591.2134399414062,16.4527,153,3414.26,153
3222.48,11.6306,770000,-632.1730346679688,16.8947,154,3421.97,154
3353.79,10.5521,775000,-550.3426513671875,16.5158,155,3430.4,155
3396.85,10.9501,780000,-596.1094360351562,17.1538,156,3428.84,156
3409.68,11.2306,785000,-585.6934814453125,16.334,157,3435.51,157
3393.78,10.7471,790000,-622.765869140625,16.5049,158,3427.89,158
3400.05,11.6401,795000,-661.9288330078125,16.8904,159,3420.85,159
3135.29,12.0165,800000,-688.2577514648438,17.4955,160,3431.49,160
3430.82,11.1466,805000,-572.4183959960938,16.5972,161,3447.46,161
3402.74,9.829,810000,-509.763427734375,15.787,162,3438.92,162
3430.58,11.5931,815000,-657.5951538085938,16.9964,163,3446.9,163
3416.31,11.6479,820000,-747.130126953125,17.127,164,3437.67,164
3413.78,10.7926,825000,-637.279296875,16.5127,165,3450.67,165
3389.48,10.4969,830000,-641.4448852539062,16.1882,166,3427.05,166
3414.87,10.7266,835000,-685.5061645507812,16.2534,167,3456.79,167
3411.09,9.9905,840000,-618.5643310546875,16.1287,168,3445.32,168
3397.82,9.8689,845000,-675.9738159179688,15.8231,169,3430.74,169
3442.17,11.7124,850000,-691.4008178710938,17.1871,170,3460.1,170
3413.32,10.2096,855000,-599.2481079101562,15.8084,171,3446.4,171
3432.69,10.6917,860000,-657.3297729492188,16.4242,172,3468.35,172
3423.21,11.193,865000,-691.912353515625,16.9371,173,3448.25,173
3437.7,10.7829,870000,-637.359619140625,16.5259,174,3474.92,174
3428.69,11.0403,875000,-738.7251586914062,17.2121,175,3463.88,175
3436.78,10.2384,880000,-697.06201171875,16.7219,176,3468.01,176
3438.32,11.189,885000,-735.6204223632812,17.2673,177,3471.36,177
3422.27,10.8164,890000,-683.9402465820312,16.6609,178,3447.58,178
3457.6,10.8586,895000,-775.173583984375,16.8661,179,3486.69,179
3416.87,10.5288,900000,-745.519287109375,16.5359,180,3456.05,180
3382.04,10.8714,905000,-786.3385009765625,16.7052,181,3459.38,181
3429.14,10.7676,910000,-730.4486083984375,16.9066,182,3466.38,182
3453.42,10.7712,915000,-760.35498046875,16.9823,183,3472.56,183
3422.1,10.1646,920000,-732.1102294921875,16.033,184,3453.89,184
3423.92,10.7428,925000,-777.4990234375,16.3435,185,3451.16,185
3426.08,10.6128,930000,-814.4950561523438,16.0296,186,3453.18,186
3427.91,10.2661,935000,-801.0093994140625,16.3595,187,3460.75,187
3437.38,11.3002,940000,-879.2125244140625,16.736,188,3469.43,188
3442.33,10.8305,945000,-815.06494140625,16.5477,189,3475.25,189
3227.73,10.5196,950000,-857.817138671875,16.3066,190,3427.69,190
3414.36,10.8213,955000,-893.6630859375,16.1532,191,3441.88,191
3443.57,10.9278,960000,-836.5097045898438,16.862,192,3466.65,192
3347.37,10.6983,965000,-868.4328002929688,16.6835,193,3459.41,193
3400.93,11.0542,970000,-940.74755859375,16.626,194,3426.58,194
3329.44,10.4674,975000,-875.478271484375,16.2786,195,3443.11,195
3312.34,11.1945,980000,-996.2496948242188,16.8281,196,3447.08,196
3432.47,10.3097,985000,-794.3857421875,16.2466,197,3458.69,197
3436.52,10.8234,990000,-976.6368408203125,17.1563,198,3465.03,198
3428.52,10.5089,995000,-914.4364013671875,16.18,199,3452.92,199
