Itration,Running Forward KL,Running Reverse KL,Reward Loss,Real Det Return,Running Update Time,Running Env Steps,Real Sto Return
52,157.1644,15.8982,-8536.4111328125,2064.94,52,260000,1707.11
53,157.2286,16.1366,-8763.80078125,2073.0,53,265000,1728.07
54,157.0097,15.9341,-8860.3115234375,2044.96,54,270000,1697.4
55,156.9375,15.8124,-9098.341796875,2101.39,55,275000,1724.06
56,156.8897,15.9465,-9256.3857421875,2125.52,56,280000,1736.93
57,157.1671,15.8886,-9428.7861328125,2114.8,57,285000,1758.98
58,157.1362,15.9493,-9692.83984375,2083.96,58,290000,1751.36
59,157.0906,15.8078,-9752.7587890625,2135.13,59,295000,1774.57
60,156.9517,15.9738,-9989.7412109375,2086.45,60,300000,1788.39
61,157.1484,15.823,-10237.943359375,2054.81,61,305000,1739.65
62,156.9016,15.6995,-10472.533203125,2045.44,62,310000,1731.37
63,157.0626,15.9855,-10498.345703125,2167.87,63,315000,1787.3
64,157.0705,15.5609,-10761.240234375,2090.84,64,320000,1750.18
65,156.8476,15.7814,-10960.7578125,2127.85,65,325000,1760.98
66,156.9682,15.8447,-11178.392578125,2123.65,66,330000,1743.81
67,156.9062,15.5502,-11276.06640625,2088.81,67,335000,1760.58
68,156.9353,16.0926,-11473.64453125,2170.93,68,340000,1790.47
69,156.8862,15.5523,-11767.517578125,2145.17,69,345000,1782.89
70,156.8836,15.4844,-11981.8837890625,2124.37,70,350000,1776.04
71,157.0337,15.9414,-12220.51171875,2117.67,71,355000,1777.21
72,156.886,15.843,-12337.1728515625,2134.82,72,360000,1780.63
73,156.8299,15.747,-12520.048828125,2163.79,73,365000,1799.38
74,156.9486,15.6576,-12697.7509765625,2157.22,74,370000,1766.9
75,156.9106,16.0956,-12990.7177734375,2172.95,75,375000,1840.55
76,156.9132,15.7523,-13231.2890625,2117.88,76,380000,1778.78
77,156.8711,15.6668,-13379.4521484375,2158.27,77,385000,1817.45
78,156.8439,15.641,-13605.091796875,2147.19,78,390000,1792.13
79,156.7308,15.4385,-13705.9296875,2124.74,79,395000,1785.38
80,156.9504,15.5484,-14010.88671875,2149.29,80,400000,1802.75
81,156.9573,15.7232,-14200.16015625,2106.14,81,405000,1779.5
82,156.9009,15.5194,-14469.0537109375,2143.52,82,410000,1786.01
83,156.8295,15.4793,-14518.302734375,2185.07,83,415000,1782.12
84,156.8119,15.6307,-14910.07421875,2104.58,84,420000,1786.82
85,156.8476,15.8445,-15069.96875,2128.43,85,425000,1833.28
86,156.9168,15.7123,-15268.8701171875,2150.63,86,430000,1832.53
87,156.799,15.5355,-15375.1943359375,2138.59,87,435000,1804.67
88,156.7624,15.4518,-15700.8720703125,2140.85,88,440000,1811.04
89,156.791,15.36,-15797.32421875,2176.61,89,445000,1812.03
90,156.7426,15.3218,-16186.1533203125,2140.82,90,450000,1788.88
91,156.872,15.4214,-16307.8115234375,2159.82,91,455000,1821.01
92,156.9545,15.7355,-16556.7890625,2185.96,92,460000,1824.05
93,156.864,15.6238,-16803.880859375,2167.83,93,465000,1843.87
94,156.9196,15.7645,-16969.0859375,2204.78,94,470000,1869.36
95,156.6735,15.5579,-17177.564453125,2163.02,95,475000,1820.0
96,156.9561,15.8924,-17403.29296875,2239.18,96,480000,1828.23
97,156.76,15.4529,-17679.275390625,2091.2,97,485000,1804.05
98,156.8741,15.3764,-17851.904296875,2155.03,98,490000,1810.03
99,156.6699,15.5807,-17976.6328125,2157.11,99,495000,1811.06
100,156.898,15.8297,-18291.66796875,2153.93,100,500000,1832.74
101,156.848,15.5081,-18516.904296875,2144.44,101,505000,1852.67
102,156.7722,15.7452,-18753.609375,2230.1,102,510000,1870.97
103,156.8606,15.8679,-19024.828125,2183.62,103,515000,1850.29
104,156.7318,15.6452,-19167.91015625,2196.71,104,520000,1859.02
105,156.8925,15.7955,-19576.205078125,2192.51,105,525000,1849.46
106,156.784,15.5093,-19589.146484375,2225.39,106,530000,1864.92
107,156.8041,15.5948,-20052.98828125,2173.21,107,535000,1823.63
108,156.7768,15.2993,-20095.400390625,2130.49,108,540000,1805.07
109,156.7076,15.5304,-20296.7265625,2205.0,109,545000,1820.39
110,156.7415,15.4585,-20550.228515625,2199.62,110,550000,1837.69
111,156.9211,15.9612,-20834.951171875,2241.02,111,555000,1886.81
112,156.9992,15.7394,-21126.552734375,2216.42,112,560000,1865.9
113,156.7262,15.5277,-21371.5,2179.03,113,565000,1841.07
114,156.7491,15.3189,-21553.298828125,2176.58,114,570000,1862.41
115,156.7734,15.3583,-21840.03125,2171.55,115,575000,1808.7
116,156.6079,15.2143,-21927.9921875,2190.16,116,580000,1860.24
117,156.7756,15.3401,-22263.447265625,2179.18,117,585000,1838.12
118,156.8456,15.4832,-22509.91796875,2220.44,118,590000,1879.59
119,156.8318,15.4093,-22682.998046875,2194.58,119,595000,1838.55
120,156.7316,15.4356,-22998.09375,2158.39,120,600000,1845.47
121,156.8381,15.6613,-23296.341796875,2196.77,121,605000,1874.85
122,156.6022,15.2251,-23548.591796875,2159.75,122,610000,1835.41
123,156.7765,15.3321,-23716.9140625,2200.16,123,615000,1866.4
124,156.67,15.6968,-24048.623046875,2221.93,124,620000,1908.25
125,156.6283,15.4221,-23989.48046875,2192.65,125,625000,1871.22
126,156.6223,15.5778,-24462.78125,2206.57,126,630000,1853.85
127,156.809,15.395,-24821.94140625,2180.56,127,635000,1850.01
128,156.659,15.8726,-25058.013671875,2241.97,128,640000,1892.85
129,156.5799,15.1809,-25217.896484375,2194.38,129,645000,1848.75
130,156.7616,15.4354,-25481.921875,2183.28,130,650000,1838.63
131,156.7875,15.4922,-25750.03125,2237.22,131,655000,1911.26
132,156.8122,15.5757,-26039.1484375,2219.54,132,660000,1871.87
133,156.5857,15.6343,-26274.673828125,2218.37,133,665000,1884.24
134,156.7385,15.6123,-26717.251953125,2253.69,134,670000,1893.64
135,156.8473,15.4748,-26893.26953125,2207.57,135,675000,1867.92
136,156.834,15.3988,-27026.5,2245.75,136,680000,1860.53
137,156.8909,15.2822,-27393.81640625,2194.75,137,685000,1845.86
138,156.6234,15.3583,-27691.57421875,2203.31,138,690000,1880.19
139,156.6577,15.5398,-27789.7421875,2234.8,139,695000,1892.86
140,156.6785,15.2327,-28227.44921875,2209.02,140,700000,1867.5
141,156.7508,15.4706,-28442.1953125,2210.18,141,705000,1866.2
142,156.5541,15.0806,-28755.384765625,2165.37,142,710000,1855.97
143,156.7996,15.2149,-28968.9453125,2236.58,143,715000,1898.26
144,156.7453,15.4988,-29471.673828125,2245.53,144,720000,1904.37
145,156.7424,15.4454,-29619.521484375,2224.85,145,725000,1875.9
146,156.6415,15.2847,-29762.64453125,2202.22,146,730000,1854.6
147,156.7402,15.4977,-30365.39453125,2235.84,147,735000,1890.93
148,156.8456,15.4138,-30455.650390625,2279.23,148,740000,1889.76
149,156.7751,15.6507,-30702.376953125,2203.45,149,745000,1917.42
150,156.7547,15.4241,-30817.787109375,2210.77,150,750000,1870.08
151,156.6623,15.4723,-31081.8359375,2242.53,151,755000,1911.09
152,156.7072,15.3812,-31234.650390625,2227.91,152,760000,1911.46
153,156.7072,15.4472,-31691.10546875,2271.89,153,765000,1892.98
154,156.6958,15.4388,-31827.46875,2161.55,154,770000,1874.35
155,156.6789,15.2592,-32031.052734375,2197.16,155,775000,1867.87
156,156.748,15.3933,-32385.23046875,2219.58,156,780000,1884.2
157,156.731,15.2544,-32373.7265625,2193.38,157,785000,1893.16
158,156.7174,15.5027,-32765.939453125,2239.64,158,790000,1921.11
159,156.555,15.3757,-32729.255859375,2232.07,159,795000,1898.14
160,156.6167,15.36,-32980.89453125,2233.79,160,800000,1923.2
161,156.7519,15.5446,-33329.6640625,2215.51,161,805000,1905.24
162,156.6093,15.2844,-33469.90234375,2275.11,162,810000,1889.53
163,156.7486,15.3543,-33648.36328125,2242.84,163,815000,1926.03
164,156.6554,15.3322,-34060.33984375,2227.89,164,820000,1904.54
165,156.6394,15.2202,-34262.82421875,2218.06,165,825000,1870.19
166,156.5369,15.3641,-34345.34765625,2252.98,166,830000,1931.82
167,156.8961,15.2223,-34755.81640625,2253.77,167,835000,1913.97
168,156.6691,15.3653,-35063.76171875,2230.3,168,840000,1912.7
169,156.8242,15.3957,-35345.97265625,2240.92,169,845000,1908.62
170,156.7116,15.404,-35563.25390625,2249.71,170,850000,1945.34
171,156.6984,15.2541,-35801.5078125,2239.17,171,855000,1899.65
172,156.7265,15.4339,-35979.31640625,2218.92,172,860000,1892.5
173,156.7857,15.5048,-36265.82421875,2245.76,173,865000,1888.91
174,156.7601,15.3754,-36468.78125,2256.93,174,870000,1907.53
175,156.7591,15.3068,-36626.18359375,2234.26,175,875000,1884.07
176,156.5001,15.121,-36755.6953125,2207.18,176,880000,1913.27
177,156.687,15.5244,-37132.82421875,2251.34,177,885000,1906.95
178,156.6671,15.4172,-37048.6953125,2239.19,178,890000,1940.92
179,156.7915,15.039,-37241.56640625,2206.79,179,895000,1893.54
180,156.6902,15.3234,-37606.76953125,2208.72,180,900000,1908.17
181,156.7408,15.1649,-37617.96484375,2200.94,181,905000,1906.57
182,156.6948,15.3534,-37734.4453125,2275.42,182,910000,1946.86
183,156.8031,15.745,-38223.60546875,2255.51,183,915000,1927.88
184,156.5755,15.1052,-38107.90234375,2206.76,184,920000,1913.08
185,156.7499,15.2634,-38410.0859375,2255.01,185,925000,1921.8
186,156.7985,15.4999,-38880.4921875,2279.79,186,930000,1931.27
187,156.6446,15.3769,-38695.1640625,2283.96,187,935000,1927.24
188,156.7226,15.2246,-38733.97265625,2228.64,188,940000,1889.42
189,156.8915,15.2663,-39029.8515625,2224.56,189,945000,1885.42
190,156.7526,15.4151,-39089.8125,2280.18,190,950000,1947.22
191,156.7168,15.1645,-39349.828125,2215.36,191,955000,1921.41
192,156.6702,15.5436,-39432.0546875,2298.39,192,960000,1938.49
193,156.7157,15.5966,-39644.13671875,2290.32,193,965000,1950.89
194,156.6323,15.4814,-39723.9765625,2245.93,194,970000,1914.09
195,156.7217,15.6061,-39935.05078125,2264.51,195,975000,1940.41
196,156.8955,15.2224,-39916.68359375,2213.0,196,980000,1922.07
197,156.8183,15.2873,-39906.97265625,2221.95,197,985000,1912.48
198,156.6971,15.3036,-40222.01171875,2257.8,198,990000,1930.32
199,156.5337,15.3811,-40042.828125,2242.56,199,995000,1951.28
200,156.7592,15.1257,-40334.9921875,2209.99,200,1000000,1908.82
201,156.6993,15.3137,-40610.83984375,2225.79,201,1005000,1927.65
202,156.7094,15.0909,-40513.19921875,2221.96,202,1010000,1906.08
203,156.5646,15.1129,-40830.30859375,2229.17,203,1015000,1895.7
204,156.6079,15.1049,-40901.47265625,2214.41,204,1020000,1911.81
205,156.7225,15.0704,-40987.52734375,2213.19,205,1025000,1913.57
206,156.5738,15.0886,-41174.45703125,2185.84,206,1030000,1913.02
207,156.6874,15.1401,-41288.6484375,2216.84,207,1035000,1919.37
208,156.6048,15.1247,-41539.59375,2223.57,208,1040000,1919.0
209,156.5721,15.1703,-41669.26953125,2230.59,209,1045000,1925.14
210,156.6806,15.1161,-41775.92578125,2216.33,210,1050000,1894.64
211,156.6378,14.9705,-41878.48828125,2230.55,211,1055000,1913.67
212,156.702,15.0205,-42135.48828125,2229.93,212,1060000,1929.77
213,156.6517,15.1201,-42215.0625,2229.94,213,1065000,1921.73
214,156.6609,15.0016,-42301.90234375,2218.64,214,1070000,1918.31
215,156.6138,15.0235,-42477.65625,2230.39,215,1075000,1920.8
216,156.6496,15.1001,-42463.62109375,2233.09,216,1080000,1911.35
217,156.5986,15.0825,-42742.734375,2255.03,217,1085000,1937.04
218,156.6277,15.1567,-42912.734375,2236.74,218,1090000,1919.19
219,156.6114,15.0712,-42950.609375,2226.24,219,1095000,1942.2
220,156.7822,14.9913,-43048.44140625,2251.52,220,1100000,1935.28
221,156.6146,15.0864,-43122.82421875,2243.05,221,1105000,1930.94
222,156.6162,15.092,-43304.2578125,2238.58,222,1110000,1939.88
223,156.6097,14.9876,-43360.0390625,2225.82,223,1115000,1925.01
224,156.6209,15.1799,-43531.421875,2245.86,224,1120000,1935.79
225,156.7252,15.0795,-43621.96484375,2242.5,225,1125000,1939.3
226,156.6568,15.1053,-43848.01953125,2231.33,226,1130000,1901.24
227,156.7643,15.0433,-44068.04296875,2218.85,227,1135000,1914.03
228,156.7805,14.9785,-44148.94921875,2253.57,228,1140000,1929.65
229,156.6978,14.981,-44241.921875,2237.62,229,1145000,1907.87
230,156.7349,15.0207,-44296.98046875,2227.17,230,1150000,1928.75
231,156.8014,14.9869,-44544.71484375,2231.12,231,1155000,1919.45
232,156.7041,15.2139,-44726.48046875,2215.92,232,1160000,1921.65
233,156.8068,15.1757,-44840.984375,2241.67,233,1165000,1932.2
234,156.768,14.9619,-44882.47265625,2230.39,234,1170000,1937.63
235,156.7053,14.8883,-44982.25390625,2249.46,235,1175000,1928.06
236,156.7432,15.0545,-45093.7109375,2237.7,236,1180000,1934.78
237,156.7896,14.9327,-45173.93359375,2241.47,237,1185000,1940.24
238,156.7436,14.936,-45335.89453125,2250.24,238,1190000,1933.52
239,156.714,15.0875,-45547.46484375,2250.64,239,1195000,1921.7
240,156.8448,14.8869,-45701.71484375,2252.29,240,1200000,1929.96
241,156.4741,15.1503,-45749.0234375,2217.1,241,1205000,1934.7
242,156.6514,15.0151,-45936.15234375,2257.76,242,1210000,1937.61
243,156.7833,15.0842,-46077.43359375,2223.44,243,1215000,1911.01
244,156.6477,15.2302,-46256.39453125,2228.77,244,1220000,1925.9
245,156.6848,15.0074,-46278.18359375,2241.45,245,1225000,1936.36
246,156.5612,14.8654,-46394.55859375,2235.16,246,1230000,1940.08
247,156.7053,15.0106,-46553.6796875,2220.96,247,1235000,1935.09
248,156.6729,14.9572,-46772.88671875,2234.27,248,1240000,1937.7
249,156.812,15.1192,-46937.3671875,2252.98,249,1245000,1936.37
250,156.7313,15.23,-47081.80859375,2280.43,250,1250000,1954.91
251,156.7212,15.1769,-47056.6171875,2252.81,251,1255000,1944.21
252,156.7579,15.0155,-47301.55078125,2250.78,252,1260000,1926.54
253,156.7439,15.0733,-47436.19140625,2247.28,253,1265000,1941.77
254,156.6552,15.2223,-47587.1015625,2272.43,254,1270000,1950.58
255,156.6799,15.0667,-47586.48046875,2257.97,255,1275000,1951.14
256,156.7971,14.9857,-47684.390625,2233.28,256,1280000,1923.66
257,156.7487,14.9784,-47902.2421875,2236.91,257,1285000,1927.0
258,156.7108,14.9711,-48098.3984375,2224.87,258,1290000,1904.74
259,156.7268,15.1141,-48147.51953125,2256.26,259,1295000,1944.45
260,156.8593,15.2222,-48324.6796875,2253.31,260,1300000,1958.47
261,156.6092,15.1705,-48414.65234375,2273.42,261,1305000,1952.91
262,156.711,15.1534,-48457.53125,2233.38,262,1310000,1938.67
263,156.7491,15.1651,-48651.03125,2274.07,263,1315000,1946.91
264,156.6771,15.0738,-48826.9140625,2255.26,264,1320000,1941.94
265,156.6754,15.0813,-48851.1953125,2267.24,265,1325000,1936.26
266,156.6756,15.1132,-48844.921875,2243.3,266,1330000,1939.19
267,156.6891,15.0466,-49100.8359375,2275.83,267,1335000,1929.34
268,156.6421,15.1182,-49229.16796875,2290.45,268,1340000,1957.73
269,156.5131,14.9876,-49263.5546875,2270.65,269,1345000,1957.3
270,156.7919,15.073,-49375.81640625,2258.81,270,1350000,1939.55
271,156.7103,15.0928,-49427.47265625,2269.55,271,1355000,1932.48
272,156.7314,15.1892,-49668.66015625,2280.81,272,1360000,1953.21
273,156.6537,14.9639,-49688.69140625,2264.32,273,1365000,1914.32
274,156.6384,14.8713,-49766.42578125,2269.38,274,1370000,1932.93
275,156.5446,15.0732,-50026.8984375,2271.69,275,1375000,1897.11
276,156.6301,14.8203,-50027.62109375,2249.1,276,1380000,1896.3
277,156.6846,15.0345,-50175.52734375,2255.41,277,1385000,1932.55
278,156.6507,15.0813,-50292.30859375,2238.61,278,1390000,1912.82
279,156.5578,15.2552,-50234.24609375,2289.17,279,1395000,1920.8
280,156.7153,15.0898,-50345.55859375,2264.81,280,1400000,1914.58
281,156.493,15.0419,-50633.46875,2234.94,281,1405000,1891.19
282,156.5653,15.3,-50694.28125,2256.78,282,1410000,1942.96
283,156.6235,15.087,-50738.1796875,2249.04,283,1415000,1904.34
284,156.6203,15.2497,-50880.859375,2271.38,284,1420000,1934.74
285,156.6676,15.0924,-50965.36328125,2264.98,285,1425000,1840.43
286,156.663,15.2008,-51015.4140625,2271.16,286,1430000,1912.29
287,156.6494,15.2224,-51135.2578125,2279.19,287,1435000,1949.54
288,156.685,15.2692,-51365.8203125,2291.39,288,1440000,1930.07
289,156.5609,14.9123,-51162.93359375,2283.12,289,1445000,1925.07
290,156.7342,15.1395,-51409.55859375,2254.03,290,1450000,1940.38
291,156.5855,15.2169,-51556.76171875,2263.22,291,1455000,1924.13
292,156.667,15.2615,-51522.50390625,2251.21,292,1460000,1887.13
293,156.6364,14.9225,-51495.109375,2272.68,293,1465000,1913.05
294,156.6361,15.2132,-51820.04296875,2270.0,294,1470000,1939.35
295,156.6188,15.0544,-51918.0234375,2270.85,295,1475000,1766.55
296,156.5497,15.0632,-51948.05078125,2287.08,296,1480000,1945.85
297,156.5982,15.0307,-51955.98828125,2259.55,297,1485000,1863.04
298,156.5287,15.0775,-52083.21484375,2279.4,298,1490000,1929.36
299,156.492,15.1393,-52135.62890625,2267.34,299,1495000,1866.7
300,156.6808,15.1592,-52153.9375,2279.76,300,1500000,1939.03
301,156.4859,15.1673,-52289.51171875,2290.68,301,1505000,1941.5
302,156.8227,14.9388,-52412.17578125,2158.58,302,1510000,1858.6
303,156.495,14.9114,-52383.55078125,2255.52,303,1515000,1921.01
304,156.5815,14.7859,-52459.4765625,2291.51,304,1520000,1906.89
305,156.647,14.9639,-52648.84375,2236.41,305,1525000,1904.75
306,156.6928,15.0913,-52782.0546875,2272.51,306,1530000,1893.79
307,156.5373,14.9794,-52786.7890625,2275.62,307,1535000,1891.73
308,156.6138,15.0206,-52859.453125,2266.21,308,1540000,1889.6
309,156.6298,14.9455,-53024.5625,2290.76,309,1545000,1898.78
310,156.5301,15.0699,-53204.3828125,2270.25,310,1550000,1893.69
311,156.6175,15.0678,-53145.40625,2285.22,311,1555000,1870.17
312,156.7684,15.0679,-53304.26171875,2242.36,312,1560000,1920.79
313,156.6065,14.9417,-53400.25390625,2301.92,313,1565000,1973.42
314,156.5077,15.1304,-53522.67578125,2286.81,314,1570000,1924.96
315,156.6809,14.9896,-53493.63671875,2300.42,315,1575000,1920.93
316,156.6171,15.2177,-53662.6484375,2292.46,316,1580000,1950.61
317,156.5594,15.0047,-53696.81640625,2305.74,317,1585000,1870.84
318,156.5542,15.1005,-53679.9375,2277.3,318,1590000,1922.12
319,156.5634,14.841,-53905.79296875,2275.85,319,1595000,1860.6
320,156.4423,14.8267,-53761.47265625,2284.61,320,1600000,1956.18
321,156.7092,15.2874,-53999.96875,2295.61,321,1605000,1933.42
322,156.5394,15.0757,-54130.4609375,2311.6,322,1610000,1917.73
323,156.5907,14.6558,-54083.10546875,2304.42,323,1615000,1934.74
324,156.6097,14.8973,-54212.70703125,2291.93,324,1620000,1924.87
325,156.5959,14.9104,-54236.3203125,2289.95,325,1625000,1885.84
326,156.645,14.7047,-54235.12109375,2274.99,326,1630000,1914.84
327,156.633,15.02,-54516.8359375,2306.1,327,1635000,1908.21
328,156.6212,15.0886,-54402.69921875,2179.5,328,1640000,1917.36
329,156.6273,14.1669,-54083.375,2297.91,329,1645000,1627.83
330,156.5832,14.8369,-54666.74609375,2317.89,330,1650000,1902.8
331,156.5526,14.2905,-54126.69921875,2260.18,331,1655000,1809.63
332,156.5555,15.0543,-54949.4140625,2314.24,332,1660000,1878.71
333,156.6294,15.0565,-54953.703125,2284.94,333,1665000,1869.22
334,156.5602,14.907,-55120.25390625,2286.29,334,1670000,1869.95
335,156.5965,14.7849,-55170.3125,2253.39,335,1675000,1888.8
336,156.6034,14.9698,-55143.375,2273.17,336,1680000,1875.44
337,156.6009,14.7395,-55034.359375,2298.04,337,1685000,1835.22
338,156.6152,14.6956,-55230.6875,2234.11,338,1690000,1929.47
339,156.5854,15.0083,-55431.453125,2278.3,339,1695000,1895.05
340,156.5704,14.7704,-55528.44921875,2288.89,340,1700000,1903.65
341,156.571,14.7215,-55406.1796875,2310.95,341,1705000,1898.43
342,156.6097,14.6572,-55532.48828125,2271.88,342,1710000,1829.73
343,156.5615,14.9693,-55716.6328125,2283.0,343,1715000,1922.96
344,156.652,14.9423,-55810.70703125,2228.64,344,1720000,1845.55
345,156.6268,14.7557,-55865.66796875,2231.89,345,1725000,1791.04
346,156.581,14.7897,-55847.56640625,2287.07,346,1730000,1892.44
347,156.6266,14.9077,-56114.734375,2264.19,347,1735000,1833.64
348,156.5462,14.9019,-56063.5234375,2304.79,348,1740000,1968.1
349,156.5792,14.8638,-56221.484375,2239.47,349,1745000,1945.78
350,156.5828,14.738,-56296.3359375,2335.96,350,1750000,1912.78
351,156.5684,15.0269,-56554.5390625,2084.89,351,1755000,1874.11
352,156.5607,14.98,-56673.4375,2212.82,352,1760000,1943.66
353,156.5964,14.7329,-56623.19140625,2277.49,353,1765000,1915.93
354,156.5699,14.6684,-56438.14453125,2247.51,354,1770000,1799.72
355,156.5974,14.7556,-56757.9765625,1853.14,355,1775000,1760.3
356,156.5354,14.5611,-56504.1796875,2048.4,356,1780000,1855.25
357,156.5482,14.3746,-56297.3125,1958.56,357,1785000,1508.1
358,156.5888,14.1652,-56070.5234375,1854.08,358,1790000,1587.56
359,156.6728,15.0608,-57189.421875,1978.14,359,1795000,1753.14
360,156.4947,13.6946,-55460.8515625,1835.39,360,1800000,1552.79
361,156.6043,14.2654,-56538.546875,1865.52,361,1805000,1515.44
362,156.5236,14.3321,-56516.1640625,1859.62,362,1810000,1642.87
363,156.5903,13.7529,-55832.38671875,1643.83,363,1815000,1406.07
364,156.4803,14.4445,-56975.7734375,1745.05,364,1820000,1705.78
365,156.5353,15.1003,-57655.76953125,2316.31,365,1825000,1989.64
366,156.5189,15.2922,-57910.60546875,2332.06,366,1830000,1985.23
367,156.5762,15.2849,-57929.83203125,2302.64,367,1835000,1992.59
368,156.5763,15.3128,-58078.74609375,2332.73,368,1840000,1994.18
369,156.5543,15.3147,-58262.88671875,2322.08,369,1845000,1994.33
370,156.5604,15.1899,-58189.1875,2322.74,370,1850000,1989.19
371,156.5393,15.0972,-58575.87890625,2323.36,371,1855000,1986.69
372,156.5922,15.3861,-58470.12890625,2344.92,372,1860000,2013.21
373,156.5115,15.2312,-58365.65625,2312.7,373,1865000,1991.49
374,156.4462,15.1116,-58483.84375,2321.64,374,1870000,1988.68
375,156.4327,15.1502,-58700.84765625,2323.13,375,1875000,1981.87
376,156.5913,15.2714,-58786.28515625,2345.97,376,1880000,2005.65
377,156.5781,15.1981,-58621.3984375,2338.9,377,1885000,2000.32
378,156.6567,15.2412,-58917.73828125,2319.68,378,1890000,1987.13
379,156.5602,15.2085,-58913.92578125,2327.51,379,1895000,1998.55
380,156.513,15.3158,-59062.4375,2327.51,380,1900000,2006.2
381,156.4654,15.1406,-59200.61328125,2307.65,381,1905000,1996.13
382,156.6396,15.2397,-59191.17578125,2332.82,382,1910000,1990.47
383,156.5288,15.0705,-59207.70703125,2304.96,383,1915000,1975.62
384,156.581,15.2873,-59579.88671875,2342.79,384,1920000,1993.52
385,156.5335,15.1639,-59622.25390625,2345.52,385,1925000,1990.65
386,156.5764,15.2272,-59367.78515625,2330.32,386,1930000,1981.19
387,156.5342,15.1002,-59518.9296875,2287.97,387,1935000,1962.41
388,156.7145,15.1167,-59758.8203125,2337.67,388,1940000,1979.24
389,156.6129,15.2351,-59931.77734375,2332.03,389,1945000,1997.64
390,156.6633,15.1481,-60026.89453125,2328.46,390,1950000,1998.05
391,156.5456,15.1667,-60084.8515625,2344.35,391,1955000,1998.5
392,156.5524,15.2045,-60098.48046875,2347.67,392,1960000,1992.75
