Real Det Return,Itration,Real Sto Return,Running Env Steps,Running Reverse KL,Running Forward KL,Reward Loss,Running Update Time
2874.72,27,2408.59,135000,16.4629,45.0263,-160.3806915283203,27
2884.19,28,2771.54,140000,13.9054,45.2028,-151.4629669189453,28
2949.05,29,2516.57,145000,12.9393,44.9005,-162.34463500976562,29
2930.95,30,2889.68,150000,15.1464,45.5898,-212.77218627929688,30
2944.75,31,3020.29,155000,14.3141,44.9585,-179.84815979003906,31
3134.27,32,2787.84,160000,15.6665,44.9894,-176.4293670654297,32
3109.14,33,3072.29,165000,14.0083,44.1692,-170.17835998535156,33
3203.51,34,2989.06,170000,14.0668,43.9333,-182.4541015625,34
3175.69,35,3090.23,175000,14.4169,43.7256,-202.9342041015625,35
3170.13,36,2743.7,180000,14.103,44.378,-198.04483032226562,36
2980.45,37,2299.97,185000,19.5506,44.6118,-271.26397705078125,37
3208.74,38,3273.26,190000,15.3484,43.6025,-208.83470153808594,38
3377.0,39,3014.23,195000,13.337,43.6997,-200.92811584472656,39
3326.96,40,3287.01,200000,13.8983,43.5948,-206.1442108154297,40
3379.86,41,3258.35,205000,13.6539,43.4684,-223.21688842773438,41
3291.21,42,3347.83,210000,14.2894,43.4092,-217.96258544921875,42
3337.9,43,3268.91,215000,13.3743,43.4947,-234.71469116210938,43
3435.2,44,3389.94,220000,15.883,42.99,-219.41891479492188,44
3306.33,45,2502.05,225000,14.2116,43.7257,-254.89012145996094,45
3294.93,46,2357.88,230000,15.4921,42.9993,-290.4640808105469,46
2442.23,47,2583.45,235000,12.4178,43.3796,-238.05902099609375,47
3303.52,48,2933.9,240000,12.3029,43.1629,-270.389892578125,48
2587.93,49,2173.45,245000,15.3492,44.1728,-270.64312744140625,49
3589.12,50,3616.32,250000,13.5213,42.2291,-254.57235717773438,50
3015.37,51,2221.37,255000,12.4419,43.5925,-305.1705627441406,51
3289.03,52,3422.83,260000,17.4169,43.3539,-274.3447265625,52
3425.87,53,3080.88,265000,13.8915,42.3414,-278.7933044433594,53
2631.92,54,3028.66,270000,16.4649,42.0693,-349.0457763671875,54
3365.37,55,3386.51,275000,15.7382,42.9708,-290.7344970703125,55
531.07,56,802.03,280000,17.6809,45.4002,-333.7203674316406,56
2902.15,57,3292.1,285000,13.9377,43.0245,-332.38714599609375,57
3701.75,58,3653.69,290000,15.7615,41.9741,-282.3741455078125,58
3419.63,59,3354.85,295000,14.5172,41.5616,-285.7620849609375,59
3599.51,60,3453.93,300000,14.3885,42.5682,-328.7590637207031,60
2092.24,61,3416.73,305000,13.6558,41.8567,-336.90814208984375,61
3451.99,62,3583.99,310000,13.7435,42.1964,-302.4869689941406,62
3550.05,63,3578.85,315000,15.7564,42.5981,-317.9917907714844,63
3274.93,64,3373.43,320000,13.2633,43.1761,-317.2972106933594,64
3228.74,65,3456.81,325000,14.4581,40.619,-289.16448974609375,65
3077.4,66,2473.86,330000,14.0108,41.8806,-333.3473815917969,66
2583.31,67,1690.48,335000,13.1753,41.386,-346.4819641113281,67
1718.76,68,856.42,340000,16.6582,41.8566,-313.34649658203125,68
2359.11,69,1972.06,345000,15.4812,44.0412,-447.7923278808594,69
2036.39,70,1557.33,350000,13.652,42.2503,-422.2530822753906,70
3596.21,71,3737.72,355000,14.7847,41.2717,-366.47314453125,71
3735.73,72,3453.23,360000,14.6261,41.7207,-330.3457946777344,72
3537.2,73,3615.71,365000,13.0009,41.4393,-356.07464599609375,73
3708.33,74,3700.35,370000,13.6245,41.0591,-353.7998046875,74
2932.76,75,3441.88,375000,14.2237,41.8089,-414.2418518066406,75
-2.05,76,-5.83,380000,33.772,46.5327,-681.8419799804688,76
2865.78,77,2992.6,385000,16.3719,42.25,-445.95599365234375,77
1907.82,78,2423.13,390000,17.6723,43.2513,-457.06915283203125,78
3573.13,79,3667.28,395000,15.2891,42.0674,-405.67718505859375,79
3919.2,80,3921.78,400000,14.7289,42.021,-403.43524169921875,80
116.3,81,122.72,405000,23.6926,52.6507,-672.6851806640625,81
3556.19,82,3350.65,410000,16.6425,42.9944,-467.6632385253906,82
3780.94,83,3821.04,415000,16.1756,41.8403,-418.5517883300781,83
3979.93,84,3930.87,420000,15.1555,39.9542,-397.600830078125,84
3498.79,85,3243.1,425000,14.2023,42.1871,-457.24517822265625,85
-0.37,86,-0.64,430000,21.1261,50.0991,-782.57373046875,86
3124.04,87,1517.48,435000,22.7341,44.5023,-582.7787475585938,87
3542.84,88,3551.32,440000,16.3892,42.4588,-472.75738525390625,88
3741.05,89,3822.62,445000,16.234,41.6345,-451.5365905761719,89
3356.13,90,3479.2,450000,15.5236,41.852,-505.5610656738281,90
3091.66,91,3032.68,455000,14.6111,42.1947,-501.7276306152344,91
3869.62,92,3958.73,460000,14.426,40.1778,-456.02899169921875,92
2905.69,93,2594.26,465000,13.9372,41.1693,-507.6514587402344,93
3803.26,94,3996.32,470000,14.8288,40.5158,-436.48321533203125,94
1299.01,95,2171.4,475000,19.8586,41.688,-637.1488647460938,95
3932.26,96,3880.92,480000,15.0908,40.0194,-458.2173156738281,96
3875.83,97,4041.6,485000,14.7896,39.5755,-435.933837890625,97
4162.34,98,3945.15,490000,14.6008,40.1556,-455.1612243652344,98
4102.69,99,3336.17,495000,17.5171,40.1755,-524.7732543945312,99
783.15,100,1048.69,500000,29.6628,44.3907,-861.3948974609375,100
1918.21,101,928.76,505000,21.6579,45.2906,-838.0745849609375,101
3418.3,102,3884.82,510000,14.9394,40.575,-512.0424194335938,102
3973.37,103,3960.03,515000,14.3813,39.9738,-478.38800048828125,103
3707.55,104,3879.26,520000,12.7407,39.4351,-500.9150390625,104
4169.2,105,4122.11,525000,12.9913,39.0654,-486.9502868652344,105
3998.61,106,3940.16,530000,13.9912,39.6238,-498.8722229003906,106
4025.79,107,4046.1,535000,15.1707,39.9368,-476.1587829589844,107
3764.52,108,3974.55,540000,13.0993,39.4578,-510.80609130859375,108
4060.9,109,4155.06,545000,13.4558,38.0737,-488.3489074707031,109
4264.78,110,4243.81,550000,14.1844,37.957,-467.4749450683594,110
4195.19,111,4100.47,555000,14.1147,38.3558,-493.1153564453125,111
3778.75,112,3862.1,560000,13.7186,38.8263,-515.0424194335938,112
4170.49,113,4122.6,565000,14.4398,38.4088,-504.08697509765625,113
1869.93,114,1723.99,570000,24.0631,41.0153,-870.8286743164062,114
4091.9,115,4080.34,575000,15.1468,37.6767,-534.151123046875,115
3960.21,116,3573.63,580000,12.9026,39.1414,-558.066650390625,116
32.53,117,283.36,585000,41.0873,49.1544,-1159.0406494140625,117
1293.66,118,2449.55,590000,19.4023,42.0827,-808.0205688476562,118
3875.23,119,3988.17,595000,14.5691,39.3909,-601.1358032226562,119
252.41,120,3547.79,600000,16.0552,40.3822,-663.5191040039062,120
3903.18,121,3958.32,605000,15.6362,39.3283,-599.3551025390625,121
3826.24,122,3598.35,610000,14.5187,39.9274,-567.8941040039062,122
3178.47,123,3777.03,615000,14.9866,40.2908,-660.9253540039062,123
3167.33,124,3131.67,620000,16.4991,44.285,-763.5614624023438,124
601.66,125,558.64,625000,24.3117,47.4303,-1223.7191162109375,125
3774.79,126,3428.14,630000,16.5848,42.984,-819.5952758789062,126
4164.73,127,3229.4,635000,13.6445,40.7825,-694.0203857421875,127
4120.75,128,4126.03,640000,14.0547,39.6819,-589.9984130859375,128
3951.76,129,3676.13,645000,14.9851,39.6925,-627.7766723632812,129
4203.93,130,3578.15,650000,13.9249,39.63,-627.07666015625,130
1133.09,131,2959.39,655000,14.8989,39.9945,-796.6043090820312,131
3781.61,132,3729.02,660000,14.3504,39.365,-686.3141479492188,132
4006.28,133,4137.35,665000,15.0128,39.2334,-609.6156616210938,133
3048.84,134,3738.9,670000,15.7279,39.1706,-700.263671875,134
3941.75,135,4048.43,675000,14.967,37.9609,-669.9298706054688,135
4021.56,136,4080.48,680000,15.7156,39.7773,-681.9537353515625,136
4324.49,137,4131.66,685000,15.2755,38.7464,-665.948974609375,137
3951.37,138,4037.23,690000,16.7221,40.3017,-685.6742553710938,138
4194.99,139,4219.81,695000,15.1242,38.681,-643.6184692382812,139
4335.04,140,3537.42,700000,14.1499,38.5076,-631.3920288085938,140
4460.29,141,4007.45,705000,14.1486,37.4403,-621.3282470703125,141
4336.96,142,4265.73,710000,14.7914,38.6131,-663.5652465820312,142
3987.89,143,4095.89,715000,14.1471,38.4892,-685.31591796875,143
4079.04,144,4231.3,720000,16.9449,39.8889,-678.026611328125,144
4163.53,145,4133.02,725000,15.3342,38.1714,-652.6610717773438,145
4244.75,146,4235.8,730000,13.3663,37.3799,-687.1071166992188,146
4033.98,147,3892.24,735000,13.7294,39.7707,-749.990234375,147
1931.03,148,2218.93,740000,21.2546,42.8936,-1349.4302978515625,148
3967.69,149,4127.94,745000,13.6668,38.1986,-722.8729858398438,149
4247.08,150,4069.71,750000,14.5413,39.1276,-708.09375,150
4201.81,151,4160.99,755000,14.7927,37.6565,-723.9227905273438,151
4165.52,152,4199.24,760000,14.754,38.396,-705.151611328125,152
3212.76,153,3955.88,765000,13.9772,37.9089,-745.2886352539062,153
3302.06,154,3533.04,770000,14.2141,38.6061,-824.1958618164062,154
4180.21,155,4148.21,775000,14.8185,37.6815,-860.7799072265625,155
3985.74,156,2760.06,780000,14.6295,39.9482,-818.61474609375,156
3257.07,157,4000.04,785000,13.692,39.2659,-771.6890869140625,157
4045.59,158,4157.4,790000,14.756,39.0618,-763.176025390625,158
3596.42,159,3935.9,795000,15.0058,39.6893,-837.1112670898438,159
3863.95,160,3855.43,800000,16.0608,40.4361,-844.8721923828125,160
3950.95,161,3867.07,805000,17.0999,39.9782,-858.9100952148438,161
4136.44,162,3854.81,810000,12.7243,38.1006,-810.331298828125,162
3689.75,163,3106.91,815000,12.716,40.957,-1018.0390014648438,163
4276.72,164,4298.01,820000,14.7076,36.6942,-761.5490112304688,164
3946.58,165,4069.67,825000,14.8513,39.6146,-894.7589721679688,165
4313.51,166,3537.81,830000,12.8551,38.6054,-925.4332275390625,166
4388.73,167,4224.08,835000,14.701,37.8385,-864.05810546875,167
4308.34,168,4069.81,840000,14.4354,36.9527,-808.1817626953125,168
1003.1,169,3305.63,845000,13.2165,38.7962,-941.7467041015625,169
4413.75,170,4298.46,850000,13.559,37.5646,-849.8407592773438,170
4356.29,171,4280.36,855000,14.0,36.7826,-853.7001342773438,171
4202.49,172,4355.26,860000,14.0815,36.8585,-818.10546875,172
4117.66,173,4170.29,865000,14.0734,38.463,-912.1572875976562,173
4263.97,174,4241.89,870000,13.9587,38.5114,-878.8018188476562,174
4216.63,175,4197.41,875000,14.9777,37.6574,-890.9136962890625,175
4409.03,176,4155.89,880000,12.2581,38.1625,-1007.6556396484375,176
3558.28,177,4191.89,885000,12.9578,38.7897,-904.6498413085938,177
4249.61,178,4331.73,890000,13.6374,36.905,-872.6715087890625,178
4285.76,179,4265.25,895000,14.8357,38.318,-920.8152465820312,179
4412.17,180,4254.69,900000,13.8779,37.2519,-946.4627685546875,180
4481.65,181,4108.37,905000,12.7244,37.2852,-887.1156005859375,181
4322.17,182,4288.27,910000,14.7831,38.2086,-899.160888671875,182
4017.72,183,4162.65,915000,12.9295,38.535,-994.93896484375,183
4556.34,184,4506.2,920000,13.4978,36.1357,-854.4783325195312,184
4016.26,185,4255.99,925000,15.483,38.0683,-955.881103515625,185
3719.13,186,3183.78,930000,15.8201,38.2054,-1138.2135009765625,186
4592.26,187,4267.35,935000,13.5717,36.8337,-912.8905639648438,187
3609.6,188,1465.03,940000,17.0789,41.0451,-1466.3162841796875,188
-5.41,189,-5.19,945000,38.7685,53.6644,-1621.4442138671875,189
4311.12,190,4374.51,950000,16.1873,37.4381,-906.59619140625,190
-10.14,191,-9.85,955000,85.2572,56.2031,-2097.98291015625,191
3168.54,192,3048.14,960000,15.7193,37.0013,-856.7179565429688,192
4472.86,193,4495.24,965000,14.7917,36.6942,-925.562255859375,193
996.06,194,4318.73,970000,14.2942,35.696,-985.42822265625,194
847.84,195,3344.81,975000,29.6767,37.161,-1228.5645751953125,195
4508.91,196,4379.3,980000,13.1316,37.8906,-1017.8801879882812,196
4147.51,197,3730.63,985000,14.2488,39.395,-1334.95703125,197
3055.18,198,3666.83,990000,18.4895,40.1415,-1352.1348876953125,198
3925.83,199,4242.65,995000,14.8907,39.1784,-1083.636474609375,199
4061.12,200,3918.75,1000000,13.4642,39.9411,-1136.4166259765625,200
3976.84,201,3876.27,1005000,14.088,40.429,-1208.203857421875,201
12.51,202,19.36,1010000,83.7301,47.5923,-2307.410888671875,202
3843.27,203,3543.58,1015000,14.5573,38.6063,-1184.28564453125,203
4315.17,204,4363.03,1020000,13.6105,38.0948,-1069.5263671875,204
4482.76,205,4448.97,1025000,13.2126,37.029,-1011.801025390625,205
4576.08,206,4438.44,1030000,14.0427,36.4979,-958.5790405273438,206
542.78,207,1685.32,1035000,19.3744,38.1906,-1600.769287109375,207
4622.31,208,4534.54,1040000,13.7987,36.0833,-959.737060546875,208
4490.7,209,4293.04,1045000,13.4208,36.3288,-996.3086547851562,209
4549.59,210,4516.15,1050000,14.0886,37.0253,-1043.4156494140625,210
4523.21,211,4502.74,1055000,14.0519,36.6345,-1039.3428955078125,211
4599.05,212,4555.83,1060000,14.785,36.8919,-1009.6310424804688,212
3582.61,213,1898.66,1065000,24.4908,41.4176,-1581.2757568359375,213
4044.22,214,4084.12,1070000,16.2404,38.0206,-1227.0623779296875,214
4070.65,215,4094.2,1075000,16.5823,38.4116,-1274.5672607421875,215
4210.29,216,4169.06,1080000,16.3398,37.5356,-1184.8533935546875,216
4144.49,217,4194.41,1085000,15.8274,37.2686,-1248.494140625,217
3740.04,218,3753.73,1090000,15.9208,40.5149,-1409.2857666015625,218
4210.5,219,4203.03,1095000,16.0903,37.8558,-1217.8331298828125,219
4099.17,220,4063.3,1100000,15.1372,37.1533,-1231.973876953125,220
4194.72,221,4212.1,1105000,16.3296,37.9436,-1186.3121337890625,221
4184.04,222,4100.64,1110000,16.3535,37.7611,-1262.0714111328125,222
4018.71,223,4062.4,1115000,16.36,39.2956,-1360.3709716796875,223
4092.53,224,4099.73,1120000,15.9174,39.331,-1409.14990234375,224
4133.58,225,4105.41,1125000,17.2648,39.2999,-1293.693115234375,225
3949.2,226,3893.53,1130000,17.7782,40.1093,-1495.6142578125,226
3586.1,227,2190.01,1135000,21.3375,43.0513,-1776.428466796875,227
3177.2,228,3197.82,1140000,16.3424,42.2877,-1583.85107421875,228
3466.96,229,3375.84,1145000,16.0358,40.5565,-1545.9583740234375,229
3899.85,230,3657.59,1150000,15.9745,40.1792,-1746.6131591796875,230
2317.59,231,2474.92,1155000,17.4195,44.2885,-1962.5823974609375,231
2644.27,232,2256.22,1160000,16.8967,40.8461,-1716.153076171875,232
3166.9,233,2424.37,1165000,15.4269,43.0538,-1893.5074462890625,233
1134.66,234,2215.4,1170000,16.1544,41.1156,-2025.4136962890625,234
2825.1,235,2463.04,1175000,15.9308,44.0013,-2150.205810546875,235
1967.51,236,1297.8,1180000,17.4936,45.021,-2406.43701171875,236
650.44,237,538.61,1185000,43.4804,47.5849,-2541.957275390625,237
2775.76,238,2935.3,1190000,21.566,41.109,-1948.6376953125,238
3465.88,239,3257.53,1195000,18.2099,43.2522,-1673.7083740234375,239
3815.6,240,2673.51,1200000,20.2121,42.1717,-1896.1123046875,240
2476.68,241,1312.93,1205000,24.3608,43.3549,-2522.136962890625,241
3475.64,242,3523.13,1210000,18.2417,42.3767,-2064.626220703125,242
801.2,243,1241.61,1215000,14.8035,42.8014,-2061.263427734375,243
3302.79,244,3306.42,1220000,18.4297,43.6825,-1976.96630859375,244
2815.32,245,2428.93,1225000,15.9693,42.1801,-1898.3480224609375,245
1525.39,246,3024.03,1230000,15.9547,42.3418,-2126.380859375,246
4112.52,247,3584.35,1235000,15.1055,39.1743,-1685.4539794921875,247
3832.48,248,3596.88,1240000,16.887,40.8297,-1756.6727294921875,248
4417.14,249,3983.1,1245000,17.2161,37.8711,-1491.3956298828125,249
3906.82,250,3378.72,1250000,17.5227,41.052,-2152.035888671875,250
4140.72,251,3495.13,1255000,16.0472,40.851,-2069.513671875,251
4214.81,252,4144.86,1260000,16.8958,39.0957,-1563.0693359375,252
3947.97,253,3899.48,1265000,18.9034,40.8204,-1953.46337890625,253
1229.03,254,3036.62,1270000,17.0031,38.7609,-2019.5074462890625,254
3820.2,255,3804.63,1275000,16.2206,40.9667,-1994.0892333984375,255
503.4,256,524.15,1280000,16.4709,44.77,-2307.39990234375,256
3783.39,257,3816.97,1285000,17.4332,41.3684,-1895.494873046875,257
4430.14,258,4089.17,1290000,16.936,39.3586,-1654.2393798828125,258
3531.89,259,3427.7,1295000,20.0643,42.7252,-2051.50927734375,259
3437.1,260,3582.07,1300000,14.8905,41.2985,-1992.953369140625,260
4523.29,261,4373.23,1305000,18.6851,37.529,-1549.0302734375,261
4115.41,262,4014.69,1310000,16.754,40.969,-1881.8905029296875,262
3496.61,263,2663.3,1315000,16.4143,41.3642,-2236.8984375,263
4184.88,264,4133.14,1320000,18.0137,39.3414,-2157.05859375,264
4086.21,265,4036.87,1325000,18.3792,39.6209,-1810.8896484375,265
3865.56,266,1714.68,1330000,52.0184,43.8663,-3134.2412109375,266
4128.03,267,4024.24,1335000,17.9439,38.8805,-1749.652587890625,267
3266.28,268,2950.54,1340000,20.7807,42.1462,-2216.1435546875,268
4029.54,269,3223.29,1345000,16.0984,41.2151,-2134.813232421875,269
3782.73,270,3494.45,1350000,28.5036,42.6268,-2931.0546875,270
3920.71,271,3720.49,1355000,18.3007,41.6166,-2360.490234375,271
4142.81,272,4134.43,1360000,18.8761,39.8822,-1737.621826171875,272
4241.58,273,3956.35,1365000,18.0029,38.8153,-1717.140380859375,273
4223.8,274,3939.75,1370000,16.7042,39.4266,-2008.0194091796875,274
