Real Det Return,Itration,Real Sto Return,Running Reverse KL,Reward Loss,Running Update Time,Running Env Steps,Running Forward KL
4542.48,128,3869.93,55.7673,-1975.2454833984375,128,640000,73.3173
3209.63,129,2573.53,57.8217,-1890.02294921875,129,645000,73.8435
4764.01,130,4719.02,65.0754,-2088.419921875,130,650000,79.9571
4201.16,131,2805.45,66.1321,-2054.1142578125,131,655000,77.2013
5216.59,132,4005.97,61.2377,-2104.652587890625,132,660000,74.203
4737.35,133,4487.54,68.7929,-2185.894775390625,133,665000,81.9383
4933.88,134,4709.47,73.6576,-2220.009033203125,134,670000,83.6955
5009.82,135,4487.14,63.5485,-2236.533203125,135,675000,74.9421
5215.98,136,4871.13,67.5846,-2234.957763671875,136,680000,79.1711
5171.28,137,4393.24,62.827,-2277.749755859375,137,685000,75.3922
4594.82,138,4602.65,68.7847,-2347.5791015625,138,690000,82.36
5193.22,139,4587.31,67.4423,-2346.319580078125,139,695000,79.8266
5424.35,140,4540.1,66.4978,-2423.30517578125,140,700000,81.2322
4726.18,141,4219.67,71.1532,-2473.64501953125,141,705000,82.1889
5054.06,142,4330.69,64.4022,-2468.821044921875,142,710000,74.7314
4882.34,143,3845.79,58.7716,-2366.02734375,143,715000,71.5697
4836.77,144,4870.1,61.1759,-2455.155029296875,144,720000,73.418
4770.79,145,4167.98,58.1515,-2409.017822265625,145,725000,72.1385
5358.89,146,4696.29,65.1264,-2607.98095703125,146,730000,78.7178
5483.59,147,4355.43,71.4042,-2657.286865234375,147,735000,79.9933
5403.31,148,4385.07,73.6881,-2653.486572265625,148,740000,82.6306
4907.4,149,4802.8,61.424,-2645.30029296875,149,745000,74.5754
5029.87,150,4322.53,72.3296,-2819.864013671875,150,750000,79.8215
5044.58,151,4485.65,62.4974,-2686.701904296875,151,755000,73.9846
5225.44,152,4068.44,64.0835,-2754.9404296875,152,760000,75.2928
4908.79,153,4903.19,67.9686,-2819.75732421875,153,765000,79.8947
5541.14,154,4632.47,65.6976,-2936.2119140625,154,770000,78.1807
4854.38,155,4156.25,74.8881,-2936.8408203125,155,775000,82.0328
5051.1,156,3642.55,57.6367,-2771.968505859375,156,780000,72.6931
4677.16,157,4574.26,64.7785,-2965.0810546875,157,785000,74.3895
5463.76,158,4135.27,63.5856,-3004.915771484375,158,790000,76.0294
5256.76,159,4649.43,72.1287,-3109.45947265625,159,795000,82.2485
5444.49,160,5088.17,70.3774,-3155.6552734375,160,800000,80.907
5279.29,161,4577.62,69.2192,-3180.287353515625,161,805000,80.7169
5113.67,162,4224.88,66.9795,-3200.45556640625,162,810000,79.3777
5476.73,163,4390.88,68.4931,-3236.54345703125,163,815000,79.6785
4940.17,164,4412.1,66.0403,-3202.71826171875,164,820000,76.6512
5065.02,165,4069.68,65.1674,-3217.1884765625,165,825000,76.2018
4881.69,166,4464.56,57.4236,-3131.2294921875,166,830000,72.4684
5471.61,167,4569.27,70.2655,-3399.67138671875,167,835000,78.4589
4896.95,168,4344.31,69.6454,-3485.5537109375,168,840000,79.6395
5557.1,169,4755.8,70.4884,-3518.166015625,169,845000,79.6882
5069.98,170,5151.02,69.7206,-3547.86279296875,170,850000,77.2571
5603.58,171,5221.86,66.5553,-3583.996826171875,171,855000,78.8837
4849.47,172,4184.59,63.453,-3540.514404296875,172,860000,74.8807
5591.39,173,4787.63,63.8254,-3610.815185546875,173,865000,73.5878
5328.79,174,5164.8,58.9142,-3578.8818359375,174,870000,71.6172
5243.24,175,4525.06,68.4532,-3699.3828125,175,875000,79.0541
4913.51,176,5006.74,64.1006,-3671.1865234375,176,880000,76.6302
5440.82,177,4396.38,56.2323,-3569.845947265625,177,885000,71.267
5190.26,178,5131.77,66.7225,-3856.67431640625,178,890000,75.0974
5064.07,179,4830.85,72.2288,-4005.316650390625,179,895000,80.0373
5389.53,180,4877.59,60.7834,-3936.58447265625,180,900000,73.9854
5581.73,181,5004.42,61.6114,-3865.07568359375,181,905000,73.6859
5384.11,182,4937.04,68.6053,-4094.27734375,182,910000,79.0785
5383.0,183,4726.97,68.2489,-4046.734375,183,915000,75.9116
5182.1,184,4511.1,63.4915,-3991.03369140625,184,920000,73.3443
5631.61,185,4974.53,72.897,-4338.2177734375,185,925000,79.0218
5004.5,186,4736.89,66.0302,-4152.54248046875,186,930000,73.7258
5615.3,187,5087.79,73.5478,-4479.603515625,187,935000,81.006
5593.66,188,4991.3,68.1872,-4452.2421875,188,940000,78.1675
5544.11,189,4521.82,64.6785,-4287.0380859375,189,945000,75.0049
5692.46,190,5295.79,65.6869,-4443.380859375,190,950000,75.7613
5510.0,191,4721.85,65.5002,-4541.0830078125,191,955000,77.637
5633.39,192,4454.31,70.3656,-4607.64794921875,192,960000,79.3771
5511.62,193,5203.85,71.6058,-4661.7080078125,193,965000,77.67
5608.05,194,4878.6,65.5769,-4761.04052734375,194,970000,78.1131
5663.04,195,4788.25,71.7614,-4785.14599609375,195,975000,79.9849
5464.04,196,5118.51,69.5798,-4875.4326171875,196,980000,77.4036
5436.69,197,5256.6,69.6584,-4906.0830078125,197,985000,77.661
5353.52,198,5172.84,70.8423,-4928.81005859375,198,990000,77.8101
5262.92,199,4538.49,67.5886,-4868.31396484375,199,995000,76.0724
5035.91,200,4959.92,67.3118,-4982.1357421875,200,1000000,75.2886
4633.45,201,4550.39,72.7991,-5074.8740234375,201,1005000,80.8866
5054.58,202,4457.87,75.0623,-5079.14306640625,202,1010000,80.8026
5301.14,203,4665.82,63.933,-5049.87255859375,203,1015000,74.3399
5153.04,204,4275.98,63.9268,-5015.6669921875,204,1020000,74.3949
4906.4,205,4478.56,70.7339,-5288.32568359375,205,1025000,78.1328
4577.46,206,4713.65,64.2495,-5093.95654296875,206,1030000,74.2437
4878.35,207,3889.16,73.5034,-5459.36669921875,207,1035000,80.298
5277.43,208,4561.35,69.5381,-5403.86083984375,208,1040000,78.3625
5209.21,209,4549.62,63.4695,-5330.33056640625,209,1045000,74.858
5044.18,210,4889.65,65.3574,-5360.77001953125,210,1050000,74.2127
5326.96,211,4257.97,60.8523,-5355.32568359375,211,1055000,73.659
5264.81,212,3409.0,69.1324,-5561.47021484375,212,1060000,76.925
4304.22,213,3870.54,70.0084,-5706.03857421875,213,1065000,80.045
5170.6,214,5327.47,71.3625,-5807.73486328125,214,1070000,78.9886
4644.4,215,4373.13,71.3705,-5748.43359375,215,1075000,77.2948
5112.06,216,4392.81,63.0831,-5678.41259765625,216,1080000,73.5404
5224.73,217,4618.46,62.6133,-5639.9716796875,217,1085000,72.0845
4877.04,218,3728.34,52.8874,-5255.837890625,218,1090000,69.8786
4759.09,219,4646.5,70.1283,-6063.85009765625,219,1095000,78.8271
5277.87,220,4480.24,62.9572,-5816.13818359375,220,1100000,72.7324
5152.61,221,4617.41,65.0686,-5906.56298828125,221,1105000,73.6392
5274.23,222,4462.06,69.4238,-6166.02587890625,222,1110000,78.1774
5232.32,223,4538.63,57.5687,-5752.2041015625,223,1115000,71.4994
5160.53,224,3671.59,62.4129,-5999.69091796875,224,1120000,72.4235
5238.8,225,4728.11,70.6393,-6455.548828125,225,1125000,77.6768
5024.89,226,4412.52,75.4049,-6524.1064453125,226,1130000,79.4316
4909.68,227,4223.08,68.8516,-6321.619140625,227,1135000,75.6387
5073.83,228,4763.51,63.8285,-6333.02587890625,228,1140000,73.4163
4581.27,229,4928.68,61.2069,-6158.15576171875,229,1145000,72.4288
4959.06,230,4350.58,70.1568,-6528.89990234375,230,1150000,75.3931
5085.13,231,5161.53,71.1724,-6766.52392578125,231,1155000,78.3015
5302.01,232,4895.72,65.3272,-6603.234375,232,1160000,73.8809
4738.24,233,4277.44,60.6341,-6305.7421875,233,1165000,72.3859
5211.18,234,4678.41,70.9112,-6940.61962890625,234,1170000,78.2303
5378.09,235,4795.38,63.8057,-6679.283203125,235,1175000,74.6448
5332.66,236,4274.77,74.1443,-7118.07958984375,236,1180000,79.2319
5688.77,237,5025.48,68.9497,-7000.74755859375,237,1185000,74.9997
5041.15,238,3800.08,72.3046,-7214.90380859375,238,1190000,78.4518
4247.62,239,4601.29,52.544,-6334.60888671875,239,1195000,70.3877
5311.38,240,5095.84,62.2648,-6893.57763671875,240,1200000,74.1325
5771.45,241,3961.05,69.5383,-7351.44921875,241,1205000,77.7414
5197.06,242,4148.7,71.1677,-7259.89990234375,242,1210000,78.9286
5507.27,243,4278.99,68.1209,-7254.50927734375,243,1215000,75.9228
5077.14,244,4825.56,67.773,-7346.31787109375,244,1220000,74.43
5304.17,245,4575.11,54.9522,-6781.4140625,245,1225000,70.2853
4515.29,246,3971.03,68.2395,-7327.830078125,246,1230000,75.4137
4977.25,247,4586.89,70.7933,-7629.74951171875,247,1235000,77.5136
5051.02,248,5215.26,66.4226,-7542.27734375,248,1240000,73.8051
5574.45,249,4685.37,71.1821,-7831.9501953125,249,1245000,78.0957
5267.34,250,4091.07,74.1503,-7803.1044921875,250,1250000,78.1648
5648.25,251,4836.57,65.7785,-7643.099609375,251,1255000,74.4232
5807.15,252,5137.56,69.9745,-7950.83056640625,252,1260000,74.732
4766.4,253,3924.58,70.2075,-7917.7431640625,253,1265000,76.38
5427.59,254,5021.5,72.3988,-8118.02685546875,254,1270000,78.053
5570.62,255,4770.16,71.4428,-8102.2158203125,255,1275000,76.6154
5464.08,256,4485.61,71.6155,-8224.8955078125,256,1280000,77.2885
4422.59,257,4249.22,63.814,-7745.4765625,257,1285000,72.7771
5751.41,258,4221.2,72.2783,-8272.9873046875,258,1290000,77.0636
5835.84,259,4727.09,73.9619,-8473.73046875,259,1295000,78.3699
4932.63,260,4987.08,71.8437,-8511.2587890625,260,1300000,77.905
5868.03,261,4528.73,66.7744,-8179.67431640625,261,1305000,72.7976
5279.81,262,5179.29,74.6882,-8590.9970703125,262,1310000,78.4636
4807.14,263,4728.17,63.6342,-8140.7451171875,263,1315000,71.3319
5490.39,264,5369.49,72.9811,-8790.5048828125,264,1320000,76.9827
5051.36,265,5044.76,63.1789,-8058.89111328125,265,1325000,71.8546
5346.25,266,4538.08,72.196,-8851.5146484375,266,1330000,77.9765
5538.97,267,4656.18,62.6479,-8284.88671875,267,1335000,71.1275
4947.13,268,4721.54,64.3552,-8610.3427734375,268,1340000,72.8538
5206.53,269,5286.91,70.3299,-8970.171875,269,1345000,75.0884
3983.21,270,5008.36,68.7044,-8905.865234375,270,1350000,74.9967
5413.96,271,5113.21,72.3666,-9132.642578125,271,1355000,76.9032
5639.25,272,4619.97,72.5584,-9208.4501953125,272,1360000,77.6554
5206.37,273,4957.01,73.5802,-9344.892578125,273,1365000,76.6436
5012.99,274,4523.51,63.1302,-8741.1533203125,274,1370000,71.9473
5345.06,275,4341.44,72.0134,-9387.05078125,275,1375000,77.7232
5484.31,276,3419.86,58.7061,-8516.53515625,276,1380000,70.851
5291.1,277,4705.2,60.6161,-8770.115234375,277,1385000,71.6643
5699.4,278,5082.54,77.417,-9610.40234375,278,1390000,78.5465
5793.09,279,4752.1,66.829,-9120.00390625,279,1395000,72.8032
5112.77,280,4594.52,61.247,-8702.25390625,280,1400000,71.1803
5279.72,281,4555.35,67.2036,-9264.3955078125,281,1405000,73.333
5501.41,282,4832.75,60.9465,-9038.1416015625,282,1410000,72.2342
4883.75,283,4818.27,62.7896,-9245.197265625,283,1415000,72.2099
5196.13,284,4979.12,70.8721,-9786.1064453125,284,1420000,77.0296
4985.33,285,5072.05,60.9619,-9217.0673828125,285,1425000,71.5677
5668.32,286,4708.4,63.1374,-9436.814453125,286,1430000,73.1473
5740.86,287,4736.74,57.7275,-9188.3916015625,287,1435000,70.3405
5504.27,288,4349.38,63.6717,-9478.1728515625,288,1440000,73.3479
5359.41,289,4750.39,65.2634,-9772.916015625,289,1445000,73.9254
5497.4,290,4516.57,68.8724,-9990.7783203125,290,1450000,76.4797
4631.14,291,3966.71,64.8496,-9676.2900390625,291,1455000,73.0562
5638.4,292,4314.24,66.4239,-9783.759765625,292,1460000,74.0661
5614.14,293,4979.12,70.5696,-10206.0107421875,293,1465000,76.8087
5606.41,294,4238.19,64.2881,-9708.30078125,294,1470000,72.1487
4546.1,295,4615.91,54.809,-9080.728515625,295,1475000,69.8685
5774.78,296,4695.58,69.7383,-10403.716796875,296,1480000,77.1509
5320.1,297,4910.82,60.5936,-9863.8720703125,297,1485000,72.0418
5858.55,298,4967.66,68.762,-10408.5205078125,298,1490000,76.0757
4361.28,299,4626.82,65.4245,-10200.1630859375,299,1495000,73.5913
5841.9,300,4490.76,65.6023,-10227.9560546875,300,1500000,72.7983
5883.33,301,5006.46,54.0369,-9452.9140625,301,1505000,69.3389
5466.66,302,4311.06,57.4333,-9677.6259765625,302,1510000,69.7588
5977.12,303,5017.05,66.4056,-10496.06640625,303,1515000,73.8558
5491.6,304,5176.4,58.8774,-9682.765625,304,1520000,70.4314
5403.05,305,4760.99,60.7103,-10124.7734375,305,1525000,71.0
5689.23,306,4639.57,65.6554,-10385.9189453125,306,1530000,71.9844
5416.82,307,4736.52,67.6185,-10707.7080078125,307,1535000,74.8393
5719.49,308,4511.83,65.7497,-10443.7734375,308,1540000,72.618
5572.38,309,4841.97,64.8239,-10518.1123046875,309,1545000,73.2202
5662.57,310,4811.7,67.9111,-10832.5654296875,310,1550000,74.611
5075.25,311,4578.15,51.7192,-9203.3369140625,311,1555000,68.2542
4989.22,312,4281.54,64.0215,-10490.8466796875,312,1560000,71.4729
4989.87,313,4234.47,64.3698,-10652.162109375,313,1565000,72.4792
5517.3,314,4628.65,60.5812,-10511.5390625,314,1570000,71.6831
5383.28,315,4984.38,71.2065,-11061.9833984375,315,1575000,75.4114
5698.96,316,4674.22,63.3151,-10749.330078125,316,1580000,71.2251
5328.04,317,4570.69,65.0782,-10991.53125,317,1585000,72.9436
5409.15,318,4160.89,62.3196,-10883.78515625,318,1590000,72.7078
5223.28,319,4262.12,62.8954,-10953.9111328125,319,1595000,72.1821
5384.19,320,4045.75,57.0003,-10091.61328125,320,1600000,70.1942
5123.86,321,4585.12,60.6347,-10427.6845703125,321,1605000,70.7355
5303.89,322,4458.28,66.9788,-11039.94921875,322,1610000,72.6905
5579.59,323,4197.82,65.4823,-11329.501953125,323,1615000,73.5197
5002.93,324,4750.2,60.1644,-10661.6748046875,324,1620000,71.7631
5376.59,325,5260.62,67.3147,-11332.044921875,325,1625000,74.2666
5352.26,326,4759.2,70.5153,-11484.306640625,326,1630000,76.3032
5519.49,327,5048.35,71.748,-11540.22265625,327,1635000,76.6823
5325.35,328,4706.62,61.7367,-10821.2001953125,328,1640000,69.8084
5445.53,329,4617.65,51.1216,-9553.2177734375,329,1645000,67.9945
5381.82,330,5249.28,62.0253,-10651.3212890625,330,1650000,70.3175
5805.56,331,5095.43,67.9724,-11210.904296875,331,1655000,72.4172
5296.23,332,5347.9,69.2335,-11650.541015625,332,1660000,75.7435
5103.02,333,4901.31,72.6262,-11769.4208984375,333,1665000,75.8121
5518.47,334,5250.33,67.4378,-11532.95703125,334,1670000,73.9754
5843.87,335,4549.8,61.8491,-11124.41015625,335,1675000,70.5531
4954.7,336,5192.73,65.0955,-11346.1591796875,336,1680000,73.0608
5357.81,337,5318.63,58.6469,-10588.375,337,1685000,69.8427
5190.08,338,4705.74,71.7042,-11824.5595703125,338,1690000,75.99
5576.41,339,5103.46,67.7122,-11521.25390625,339,1695000,72.7908
5793.08,340,4735.18,66.5411,-11568.7578125,340,1700000,73.6407
5572.86,341,4328.93,61.0554,-11204.3662109375,341,1705000,71.5173
5145.51,342,5180.49,72.8851,-11897.9453125,342,1710000,76.9773
5042.03,343,4945.71,69.6975,-11737.7890625,343,1715000,74.783
5740.03,344,4632.28,74.5989,-12165.4013671875,344,1720000,76.4448
5736.09,345,5154.65,73.7677,-12123.8876953125,345,1725000,77.4252
5344.1,346,5076.92,59.3095,-11148.455078125,346,1730000,71.5536
5112.77,347,5270.32,58.9093,-10910.49609375,347,1735000,70.4724
5368.06,348,4894.41,60.4058,-11165.3095703125,348,1740000,70.5295
5699.52,349,5014.34,56.6627,-10653.0322265625,349,1745000,69.0212
5915.2,350,5399.6,72.997,-12146.0068359375,350,1750000,75.899
5461.75,351,5103.44,71.4883,-12280.9013671875,351,1755000,76.7061
5894.78,352,4627.12,58.1598,-10911.640625,352,1760000,70.7323
5590.95,353,4511.33,73.4705,-12228.431640625,353,1765000,76.7239
5475.08,354,5247.36,70.695,-12112.42578125,354,1770000,77.0955
5780.42,355,4921.76,60.1479,-11116.033203125,355,1775000,71.461
5483.92,356,4965.56,65.0536,-11867.2197265625,356,1780000,71.7927
5596.0,357,5361.59,72.2976,-12430.669921875,357,1785000,75.9552
4992.77,358,4255.79,73.5524,-12450.40234375,358,1790000,76.7322
5229.07,359,3983.46,68.0468,-12319.265625,359,1795000,74.7456
5474.44,360,4906.92,65.6406,-11849.0888671875,360,1800000,71.2369
5356.14,361,4948.12,64.0223,-11755.9013671875,361,1805000,71.2061
5677.18,362,4899.64,64.6704,-12128.484375,362,1810000,72.6852
5352.92,363,5052.77,66.7904,-12291.505859375,363,1815000,74.0381
5765.81,364,5009.54,63.4737,-11826.302734375,364,1820000,71.5771
5545.47,365,5025.56,63.1295,-11677.087890625,365,1825000,71.6613
5032.97,366,4898.39,58.6699,-11138.11328125,366,1830000,69.77
5397.04,367,4664.31,66.1111,-12104.75390625,367,1835000,72.7901
5656.09,368,5132.71,70.9849,-12603.5048828125,368,1840000,75.8138
5548.26,369,4477.86,69.9138,-12624.6416015625,369,1845000,75.5412
5419.98,370,4435.4,68.5537,-12712.388671875,370,1850000,76.6814
4064.66,371,4102.94,73.3302,-12675.35546875,371,1855000,77.9064
5646.1,372,4336.07,72.0754,-12947.66015625,372,1860000,76.7619
5393.8,373,4998.82,63.6978,-12278.9755859375,373,1865000,71.843
5438.38,374,5040.28,69.4537,-12780.0869140625,374,1870000,76.7928
5366.71,375,5014.61,64.1384,-12202.388671875,375,1875000,71.8726
5200.74,376,5187.15,66.5085,-12565.21484375,376,1880000,73.5898
5879.7,377,5010.86,65.2567,-11932.060546875,377,1885000,71.5648
5678.77,378,4838.36,70.82,-12934.4423828125,378,1890000,76.6422
5918.6,379,5389.06,69.6707,-12905.607421875,379,1895000,75.1116
5095.39,380,4322.77,71.5968,-12916.5439453125,380,1900000,76.824
4799.11,381,4773.04,66.2848,-12675.654296875,381,1905000,72.9668
4919.4,382,4871.6,66.9627,-12327.580078125,382,1910000,72.2896
5753.53,383,5287.41,68.9212,-12983.6123046875,383,1915000,75.7761
5686.27,384,5471.3,72.2113,-13064.111328125,384,1920000,77.0752
5677.63,385,4870.96,68.0598,-13009.7578125,385,1925000,75.8931
