Real Det Return,Running Forward KL,Real Sto Return,Reward Loss,Running Env Steps,Running Reverse KL,Running Update Time,Itration
4949.6,39.6196,4961.17,-1594.844970703125,1925000,19.5524,385,385
5077.3,38.1783,4893.51,-1633.0809326171875,1930000,18.068,386,386
4940.96,39.1027,4915.94,-1577.7213134765625,1935000,18.5048,387,387
4875.7,39.4584,4893.81,-1620.6026611328125,1940000,19.0411,388,388
4879.52,39.3337,4811.03,-1589.1673583984375,1945000,19.1675,389,389
4978.89,39.0733,4636.06,-1595.520751953125,1950000,18.6614,390,390
4971.12,38.8285,4967.71,-1647.322021484375,1955000,18.5027,391,391
5065.4,38.7228,4911.15,-1701.4503173828125,1960000,18.2268,392,392
4874.91,39.3354,4812.67,-1723.414306640625,1965000,19.0876,393,393
4926.5,39.0504,4866.74,-1727.9486083984375,1970000,18.8737,394,394
5001.0,39.0801,4853.84,-1764.6695556640625,1975000,18.5504,395,395
4998.2,38.6907,4932.89,-1656.30517578125,1980000,18.8815,396,396
4846.33,39.1967,4847.18,-1784.6436767578125,1985000,18.7078,397,397
5015.91,38.7324,4878.35,-1700.745361328125,1990000,18.7776,398,398
4856.1,39.2776,4888.34,-1742.845947265625,1995000,19.1388,399,399
4993.61,39.0808,4728.4,-1819.1656494140625,2000000,19.1092,400,400
4981.43,39.2077,4945.86,-1774.674560546875,2005000,19.3614,401,401
4959.35,38.7776,4933.45,-1767.6712646484375,2010000,18.8835,402,402
4796.77,39.4941,3934.21,-2252.521728515625,2015000,16.7815,403,403
5010.03,38.5931,4600.34,-1969.084716796875,2020000,17.2502,404,404
5089.45,39.1597,4527.83,-2106.2080078125,2025000,16.473,405,405
5128.29,38.5649,4128.96,-1924.934326171875,2030000,17.7327,406,406
5023.77,38.4649,4825.55,-1845.196044921875,2035000,18.3467,407,407
4950.05,38.5588,4758.14,-1911.4393310546875,2040000,17.2509,408,408
5056.22,38.5937,4604.77,-2116.075927734375,2045000,17.1761,409,409
4624.32,38.5394,3791.98,-2053.909423828125,2050000,17.757,410,410
5116.47,38.3587,4667.0,-1927.1439208984375,2055000,17.8903,411,411
5066.18,37.5824,4971.14,-1878.705810546875,2060000,17.5334,412,412
5099.17,38.0317,4965.13,-1892.326171875,2065000,17.8716,413,413
5167.26,37.633,4930.95,-1827.930908203125,2070000,17.7815,414,414
5110.39,38.248,4964.94,-1956.2030029296875,2075000,17.6299,415,415
5097.11,38.3684,4957.65,-1910.7823486328125,2080000,17.6455,416,416
5057.29,38.5044,4963.54,-1953.1612548828125,2085000,17.5883,417,417
