Running Env Steps,Real Sto Return,Running Reverse KL,Itration,Reward Loss,Real Det Return,Running Update Time,Running Forward KL
1925000,4230.46,18.1686,385,-4388.79833984375,4269.43,385,42.516
1930000,4211.35,17.7188,386,-4528.28466796875,4235.01,386,42.7692
1935000,3938.87,17.3927,387,-4667.02587890625,4195.05,387,43.1483
1940000,3332.15,17.2791,388,-4563.29541015625,3743.68,388,42.846
1945000,3771.99,17.6749,389,-4542.0537109375,4202.26,389,42.5795
1950000,4192.17,15.7218,390,-4645.486328125,4236.47,390,42.4352
1955000,3392.41,16.2845,391,-4587.36669921875,4216.35,391,42.32
1960000,2817.74,13.8069,392,-4937.89599609375,2915.07,392,43.4391
1965000,4257.54,17.3486,393,-4642.24755859375,4259.82,393,42.2957
1970000,4247.03,17.6764,394,-4737.44580078125,4267.8,394,42.484
1975000,4269.15,16.6389,395,-4785.55908203125,4290.22,395,42.2544
1980000,4228.85,16.5448,396,-4826.9375,4278.73,396,42.2103
1985000,4268.21,16.2759,397,-4699.6865234375,4261.31,397,42.1201
1990000,4244.28,16.7968,398,-4779.92333984375,4264.29,398,41.7601
1995000,4245.25,17.1076,399,-4708.88720703125,4264.73,399,42.3787
2000000,4255.24,17.0883,400,-4903.22998046875,4277.36,400,42.2983
2005000,4050.47,17.2626,401,-4844.23681640625,4292.04,401,42.4499
2010000,4036.97,15.8611,402,-4779.17724609375,4254.48,402,41.8121
2015000,4253.89,15.728,403,-4598.576171875,4257.52,403,41.6668
2020000,3977.11,14.3299,404,-4734.515625,4253.74,404,41.1151
2025000,4262.91,16.1273,405,-4890.0869140625,4247.33,405,41.534
2030000,4252.35,15.5586,406,-4936.90478515625,4255.86,406,42.118
2035000,4240.64,15.7605,407,-4793.36474609375,4267.61,407,42.1124
2040000,4130.52,16.1298,408,-5061.11328125,4238.44,408,41.7803
2045000,3417.56,13.7055,409,-5279.18994140625,3410.27,409,42.5083
2050000,3788.33,14.7221,410,-4988.85888671875,3830.6,410,41.7472
2055000,4265.97,15.7292,411,-4947.9267578125,4274.97,411,41.883
2060000,3844.79,16.2048,412,-5131.0263671875,4240.96,412,42.1709
2065000,2385.7,13.4373,413,-5248.5107421875,3375.95,413,42.7179
2070000,4130.85,16.0493,414,-5086.04931640625,4247.79,414,41.7316
2075000,3996.91,15.0397,415,-5283.51318359375,4252.68,415,41.966
2080000,4226.99,15.6123,416,-5028.935546875,4063.66,416,41.9164
2085000,3819.46,14.7252,417,-5414.05810546875,4321.21,417,42.1593
2090000,4259.42,14.9534,418,-5195.87744140625,4273.32,418,41.1697
2095000,4250.35,15.0993,419,-5139.79541015625,4270.71,419,41.4138
2100000,4282.18,14.5578,420,-5255.58447265625,4309.81,420,41.5387
2105000,4274.04,14.5343,421,-5160.90771484375,4288.72,421,41.3755
2110000,2644.59,16.2261,422,-5287.650390625,2631.45,422,42.0227
2115000,4244.6,15.893,423,-5449.57470703125,4257.23,423,42.0266
2120000,4116.51,16.0771,424,-5463.14208984375,4313.98,424,41.9121
2125000,4038.06,16.119,425,-5463.0078125,4073.91,425,42.674
2130000,4235.08,16.5229,426,-5650.09326171875,4251.86,426,42.5015
2135000,3585.05,14.925,427,-5572.0537109375,3658.91,427,42.155
2140000,4233.44,16.6499,428,-5595.14208984375,4264.11,428,41.8833
2145000,4008.05,16.1097,429,-5503.82177734375,4218.17,429,41.933
2150000,3815.08,15.886,430,-5343.130859375,4270.43,430,41.6097
2155000,3435.64,15.6085,431,-5603.4033203125,3672.21,431,42.3225
2160000,2981.87,14.4067,432,-5761.08837890625,2209.09,432,42.5029
2165000,4248.48,15.6812,433,-5700.32373046875,4308.66,433,42.3146
2170000,4283.65,16.4876,434,-5710.19384765625,4281.84,434,42.0774
2175000,3225.29,15.4189,435,-5468.90478515625,4242.59,435,41.8605
2180000,3878.62,16.3023,436,-5686.15625,4293.35,436,41.7137
2185000,4293.8,16.5429,437,-5946.64306640625,4310.27,437,42.1815
2190000,3835.97,14.9932,438,-5717.21728515625,4304.55,438,42.2181
2195000,4287.8,15.6351,439,-5896.39404296875,4234.56,439,42.2623
2200000,1154.36,14.619,440,-6560.68896484375,978.36,440,43.2425
2205000,4273.23,16.7833,441,-5919.76123046875,4270.21,441,42.1982
2210000,4272.79,15.3838,442,-5815.01806640625,4246.91,442,41.5161
2215000,4047.99,15.3844,443,-5791.42919921875,4247.11,443,41.9216
2220000,3489.27,15.9464,444,-5890.748046875,4287.96,444,42.0305
2225000,4277.02,16.4846,445,-5910.248046875,4269.79,445,42.279
2230000,4247.86,15.9597,446,-5895.0673828125,4252.77,446,41.8206
2235000,4121.51,16.7723,447,-6093.8623046875,4334.54,447,42.2998
2240000,4280.89,16.8009,448,-6051.998046875,4283.99,448,42.559
2245000,4231.41,15.9111,449,-6120.0224609375,4223.05,449,42.5269
2250000,4303.4,17.4611,450,-6165.623046875,4317.41,450,42.4569
2255000,4248.55,17.0022,451,-6111.8603515625,4256.84,451,42.7681
2260000,4221.54,17.3098,452,-6207.34716796875,4298.68,452,43.0215
2265000,3623.46,16.3805,453,-6109.77197265625,4272.86,453,42.4242
2270000,4297.81,15.9099,454,-5947.87060546875,4257.99,454,41.4995
2275000,3212.87,13.6259,455,-6607.1376953125,3999.37,455,42.0928
2280000,3704.06,16.3917,456,-6229.7470703125,4353.71,456,41.7538
2285000,4255.12,16.0205,457,-6305.552734375,4255.39,457,42.2686
2290000,4231.47,16.8875,458,-6160.63232421875,4288.75,458,42.0164
2295000,4137.71,15.5043,459,-6105.1669921875,4098.73,459,42.1215
2300000,4238.82,15.3496,460,-6276.90283203125,4251.7,460,42.0699
2305000,4276.2,16.4429,461,-6316.359375,4259.18,461,42.1708
2310000,4299.5,17.3119,462,-6384.05029296875,4300.32,462,42.0865
2315000,4275.91,16.5632,463,-6330.0498046875,4245.9,463,42.1644
2320000,4204.15,17.3818,464,-6365.55810546875,4198.89,464,42.2973
2325000,4264.95,16.4657,465,-6509.95703125,4278.6,465,41.8748
2330000,4271.83,16.3631,466,-6536.13818359375,4273.71,466,42.1827
2335000,4144.72,17.0881,467,-6526.794921875,4041.92,467,42.8053
2340000,4199.58,16.5395,468,-6547.904296875,4211.85,468,42.1287
2345000,4259.86,17.5849,469,-6518.21484375,4239.14,469,42.7064
2350000,4090.87,18.054,470,-6451.27734375,4301.26,470,42.482
2355000,4326.54,17.0964,471,-6588.93359375,4312.97,471,41.9673
2360000,4202.93,16.2984,472,-6509.68017578125,4199.27,472,41.9356
2365000,4306.87,17.2768,473,-6643.74267578125,4311.62,473,42.0811
2370000,3585.27,16.9351,474,-6670.26220703125,4247.18,474,42.2158
2375000,4198.44,16.7369,475,-6469.5986328125,4303.12,475,41.835
2380000,4238.76,17.2661,476,-6634.51123046875,4270.12,476,41.9482
2385000,4280.68,16.8388,477,-6532.880859375,4338.81,477,41.4788
2390000,4252.62,17.822,478,-6862.2939453125,4285.5,478,42.2496
2395000,4219.83,17.2503,479,-7083.8662109375,4253.94,479,42.0131
2400000,4290.66,16.2389,480,-7033.548828125,4198.54,480,41.9547
2405000,4294.6,17.1555,481,-7056.984375,4331.07,481,41.4561
2410000,4280.58,17.336,482,-7070.30810546875,4308.29,482,42.3015
2415000,4310.93,16.2258,483,-6871.6044921875,4305.59,483,41.5469
2420000,4293.24,16.541,484,-6844.775390625,4302.24,484,41.6383
2425000,4105.94,16.5364,485,-7129.94970703125,4326.45,485,41.9104
2430000,4394.33,18.1422,486,-7036.767578125,4378.98,486,41.6999
2435000,2598.68,16.3296,487,-6996.96044921875,4037.17,487,41.8173
2440000,4310.21,16.8162,488,-7033.13818359375,4321.73,488,41.8135
2445000,4264.06,17.5065,489,-7176.8076171875,4301.17,489,42.2234
2450000,4133.73,16.9813,490,-7125.720703125,4358.16,490,41.7223
2455000,4278.0,17.0492,491,-7080.1708984375,4298.82,491,42.537
2460000,1311.81,15.8642,492,-7204.65380859375,-1.42,492,42.4015
2465000,4285.47,16.7728,493,-7084.8447265625,4335.73,493,41.6801
2470000,857.24,16.0789,494,-7828.49267578125,-1.73,494,42.4682
2475000,4288.48,16.5788,495,-7002.10107421875,4345.21,495,41.6005
2480000,4320.0,16.7772,496,-7186.0478515625,4328.05,496,42.11
2485000,3844.86,16.2014,497,-7209.3408203125,4325.07,497,41.9607
2490000,4238.17,17.1708,498,-7241.16748046875,4353.01,498,41.905
2495000,4324.66,17.0959,499,-7409.46826171875,4390.97,499,42.3336
2500000,4202.16,16.9121,500,-7218.15625,4289.81,500,42.1161
2505000,3752.87,16.6102,501,-7000.26123046875,4445.41,501,41.817
2510000,3970.59,16.2851,502,-7053.318359375,4152.43,502,41.8187
2515000,2808.37,72.6713,503,-7528.63818359375,4124.69,503,45.1253
2520000,4326.35,16.4137,504,-7455.3544921875,4359.98,504,41.8898
2525000,4271.03,15.7395,505,-7279.61328125,4264.79,505,41.3981
2530000,4257.48,15.6686,506,-7247.4267578125,4299.9,506,41.2851
2535000,4166.74,16.0807,507,-7413.46435546875,4287.61,507,42.0492
2540000,3900.6,15.3056,508,-6926.5390625,4206.79,508,41.1098
2545000,3175.15,21.415,509,-7370.24609375,4185.31,509,42.0085
2550000,-12.53,62.5945,510,-7775.33544921875,-17.53,510,44.7426
2555000,574.3,60.6825,511,-7576.33544921875,-4.51,511,49.1728
2560000,4236.03,17.0528,512,-7711.55517578125,4209.5,512,41.8513
2565000,4269.81,16.263,513,-7623.9697265625,4269.76,513,42.0183
2570000,4261.61,16.1964,514,-7347.31494140625,4307.7,514,41.5884
2575000,4105.11,14.7775,515,-7687.54736328125,4331.78,515,41.8681
2580000,4363.7,16.206,516,-7709.80517578125,4312.0,516,41.7998
2585000,2637.09,15.236,517,-8011.46044921875,2125.63,517,41.8338
2590000,4448.35,17.3591,518,-7975.4462890625,4564.86,518,41.7276
2595000,4345.29,15.957,519,-7864.71875,4174.75,519,41.5453
2600000,4333.91,16.3775,520,-7861.14306640625,4444.68,520,41.9654
2605000,4400.35,16.7771,521,-7814.6162109375,4425.11,521,41.4674
2610000,4179.96,16.401,522,-7813.15966796875,4494.04,522,41.1733
2615000,3056.42,15.8262,523,-7819.70166015625,4285.65,523,41.0739
2620000,3178.32,15.871,524,-8266.75,3225.75,524,42.2025
2625000,2881.13,21.4725,525,-8047.935546875,4202.25,525,42.0491
2630000,4247.21,14.8029,526,-7772.84130859375,4424.19,526,41.3141
2635000,3319.58,26.5607,527,-8240.7783203125,4472.99,527,42.8302
2640000,3638.78,15.6893,528,-8041.80517578125,4454.12,528,41.5641
2645000,2550.92,22.2191,529,-8750.7744140625,643.24,529,42.8873
2650000,2845.56,21.8117,530,-7839.54833984375,4124.09,530,41.2798
2655000,3149.32,14.635,531,-7950.2607421875,4237.69,531,41.2127
2660000,3691.5,14.5416,532,-7870.29541015625,4435.89,532,40.8111
2665000,3971.01,15.5857,533,-8199.90234375,4354.6,533,41.3482
2670000,4294.31,15.7595,534,-8330.6259765625,4270.0,534,42.3772
2675000,3896.26,16.3014,535,-8536.3779296875,4324.12,535,42.0838
2680000,3866.98,17.6504,536,-8325.826171875,3797.65,536,42.0824
2685000,3234.63,14.7594,537,-8227.85546875,4334.25,537,41.4649
2690000,3930.33,16.5531,538,-8446.3095703125,4374.82,538,42.4948
2695000,3865.3,15.0357,539,-7942.10986328125,4324.17,539,41.085
2700000,1570.76,20.0364,540,-8468.3857421875,2461.3,540,42.3346
2705000,3913.03,20.4711,541,-8185.04248046875,4309.63,541,41.5987
2710000,4275.55,15.0571,542,-8027.1787109375,4249.35,542,40.6875
2715000,3234.03,13.7626,543,-8718.28515625,2965.76,543,42.4783
2720000,2352.32,21.504,544,-8504.119140625,1175.21,544,42.1215
2725000,3771.96,14.7511,545,-8104.291015625,4181.01,545,41.1188
2730000,3783.73,14.2431,546,-8298.8916015625,4182.14,546,41.075
2735000,2966.64,13.5176,547,-8704.89453125,4271.67,547,41.8795
2740000,3497.51,14.7884,548,-8121.2158203125,4044.72,548,41.2674
2745000,4260.75,15.4327,549,-8055.087890625,4332.0,549,41.1488
2750000,3805.6,14.6786,550,-8132.4130859375,4304.57,550,40.4423
2755000,4045.86,13.7022,551,-8095.35595703125,4218.86,551,41.1534
2760000,2156.78,14.011,552,-8942.310546875,3246.54,552,42.4166
2765000,3584.48,15.7667,553,-8084.24951171875,4082.38,553,41.0395
2770000,4087.8,16.4085,554,-8652.31640625,4383.54,554,41.5512
2775000,3963.14,16.0645,555,-8668.443359375,4394.34,555,41.7927
2780000,4263.25,15.5843,556,-8713.6630859375,4377.3,556,41.7991
2785000,4302.56,16.7034,557,-8744.447265625,4357.33,557,42.0475
2790000,4294.78,17.4287,558,-8745.712890625,4398.57,558,41.9279
2795000,4142.54,17.2009,559,-8685.5771484375,4362.85,559,41.9593
2800000,4268.83,16.7055,560,-8841.591796875,4383.92,560,41.4229
2805000,4372.12,16.7124,561,-8622.7265625,4297.7,561,41.9697
2810000,4319.04,16.7924,562,-9009.6962890625,4379.25,562,41.6521
2815000,4352.29,16.3812,563,-8633.8828125,4422.61,563,41.7304
2820000,2919.19,17.259,564,-8819.5498046875,3587.67,564,42.2407
2825000,4345.41,16.7969,565,-8722.9853515625,4393.95,565,41.8378
2830000,4357.62,16.3822,566,-9097.7861328125,4397.03,566,41.3913
2835000,4250.32,15.9967,567,-8947.8017578125,4404.1,567,41.5322
2840000,4308.23,16.034,568,-9145.41015625,3902.58,568,41.2502
2845000,4365.98,16.3503,569,-9172.458984375,4416.34,569,41.8836
2850000,3967.1,15.5939,570,-9281.99609375,4472.17,570,41.358
2855000,4290.1,15.8349,571,-8789.6591796875,4434.2,571,41.5554
2860000,4169.59,15.8911,572,-9097.5361328125,4344.6,572,41.6939
2865000,4379.66,15.8907,573,-8938.9326171875,4372.87,573,41.0115
2870000,4257.03,16.4687,574,-9022.408203125,4368.67,574,41.8282
2875000,4238.13,16.5454,575,-9144.8662109375,4307.02,575,41.3725
2880000,4206.51,15.9903,576,-8805.392578125,4356.58,576,41.8181
