Running Reverse KL,Running Update Time,Running Env Steps,Reward Loss,Running Forward KL,Real Det Return,Real Sto Return,Itration
18.858,387,1935000,-14878.673828125,41.6738,3745.79,4196.83,387
18.6298,388,1940000,-14914.8115234375,41.2387,4580.13,4141.29,388
19.9696,389,1945000,-14455.4306640625,41.4868,4357.34,4538.69,389
18.886,390,1950000,-14730.2109375,41.1947,4547.7,4320.41,390
18.7647,391,1955000,-14756.0244140625,41.1763,4510.68,4353.25,391
19.2297,392,1960000,-14763.65625,41.3221,4501.02,4532.13,392
19.1894,393,1965000,-14973.8134765625,41.2609,4573.57,4569.19,393
18.8889,394,1970000,-15485.1572265625,41.027,4581.96,4551.8,394
19.3275,395,1975000,-15254.8994140625,41.5555,4549.87,4571.89,395
18.777,396,1980000,-15449.509765625,41.3069,4273.67,4319.26,396
19.6317,397,1985000,-15509.1171875,41.5353,4579.59,4578.65,397
18.6831,398,1990000,-15969.9609375,41.4349,4720.64,4549.1,398
18.8799,399,1995000,-15190.2666015625,40.5993,4535.4,4618.28,399
18.4734,400,2000000,-15808.091796875,41.6832,4735.15,4503.0,400
18.4432,401,2005000,-15389.8857421875,40.792,4671.9,4639.33,401
18.2667,402,2010000,-16373.69921875,40.6532,4540.43,4573.79,402
18.4931,403,2015000,-15658.126953125,40.9424,4605.38,4585.75,403
18.9189,404,2020000,-15721.291015625,41.4747,4629.31,4628.17,404
18.9568,405,2025000,-15539.091796875,40.6509,4601.12,4642.82,405
19.4895,406,2030000,-16520.03515625,41.2723,4599.98,4626.24,406
18.618,407,2035000,-15920.7666015625,40.6145,4632.74,4630.92,407
18.8683,408,2040000,-16116.802734375,40.6133,4662.71,4642.64,408
19.5622,409,2045000,-17311.27734375,40.7105,4614.73,4583.79,409
19.0901,410,2050000,-16473.02734375,40.7482,4597.6,4631.12,410
19.5687,411,2055000,-16547.33984375,40.7488,4687.45,4623.53,411
17.4908,412,2060000,-16346.263671875,40.6123,4658.21,4645.03,412
18.7558,413,2065000,-16522.685546875,40.7197,4607.97,4444.28,413
18.248,414,2070000,-17191.2890625,40.8277,4760.46,4679.45,414
18.5934,415,2075000,-16477.53515625,40.9626,4661.13,4476.92,415
19.0439,416,2080000,-16995.154296875,41.3261,4676.76,4655.43,416
19.5867,417,2085000,-16933.3359375,41.3213,4691.03,4481.54,417
19.1,418,2090000,-16870.365234375,40.4861,4700.33,4529.96,418
19.023,419,2095000,-16704.44921875,40.8152,4722.72,4396.52,419
19.0835,420,2100000,-17285.33984375,41.0284,4634.78,4626.64,420
19.282,421,2105000,-17298.416015625,41.1467,4681.95,4635.03,421
19.0002,422,2110000,-17326.21875,40.7782,4642.02,4649.4,422
19.0875,423,2115000,-17609.7421875,41.3693,4632.28,4643.21,423
19.1662,424,2120000,-17476.56640625,41.1353,4650.6,4446.07,424
19.4065,425,2125000,-18044.388671875,41.317,4631.84,4633.15,425
19.2456,426,2130000,-17616.39453125,41.0569,4709.17,4646.16,426
19.6525,427,2135000,-17941.955078125,40.9929,4662.84,4478.06,427
19.4568,428,2140000,-18157.720703125,41.2451,4616.48,4430.2,428
19.5384,429,2145000,-18207.9609375,41.4299,4664.56,4585.49,429
19.8409,430,2150000,-17892.630859375,40.6646,4734.32,4601.26,430
20.1235,431,2155000,-19019.623046875,41.1649,4703.08,4499.72,431
19.5969,432,2160000,-18696.943359375,41.2075,4622.95,4621.29,432
19.4376,433,2165000,-19195.9453125,40.9029,4637.48,4617.32,433
19.5605,434,2170000,-19727.220703125,41.3514,4720.67,4652.68,434
19.6281,435,2175000,-19401.255859375,41.2769,4618.05,4419.46,435
19.9438,436,2180000,-18927.216796875,41.6281,4655.2,4662.46,436
19.9596,437,2185000,-20468.693359375,40.8409,4625.95,4626.81,437
20.3845,438,2190000,-19536.9609375,41.2605,4665.03,4407.03,438
19.8253,439,2195000,-19626.21484375,40.9762,4378.38,4509.49,439
19.3506,440,2200000,-19552.810546875,41.7107,4628.21,4409.38,440
20.4351,441,2205000,-19654.353515625,41.5076,4659.23,4613.18,441
20.6105,442,2210000,-20603.515625,41.6658,4591.31,4436.31,442
20.4595,443,2215000,-20207.8359375,41.4133,4650.55,4654.12,443
20.2259,444,2220000,-19877.73828125,40.8343,4689.06,4675.55,444
20.2415,445,2225000,-20633.6015625,41.5476,4690.28,4637.52,445
19.4613,446,2230000,-20724.42578125,40.5345,4609.29,4275.57,446
19.7831,447,2235000,-20747.8359375,41.4005,4653.24,4461.62,447
20.2082,448,2240000,-20722.01171875,41.4186,4658.06,4635.04,448
20.3905,449,2245000,-20905.576171875,41.3585,4608.45,4653.6,449
20.0465,450,2250000,-20715.66796875,40.842,4709.67,4480.49,450
20.3297,451,2255000,-20912.021484375,41.4189,4677.76,4491.6,451
20.3706,452,2260000,-21382.21484375,40.4429,4716.45,4673.22,452
20.3727,453,2265000,-21243.05078125,41.481,4651.48,4672.19,453
20.5766,454,2270000,-21438.158203125,41.4581,4674.47,4636.45,454
19.908,455,2275000,-21457.666015625,41.0197,4726.29,4677.78,455
20.5588,456,2280000,-22067.23046875,41.4428,4709.69,4534.8,456
20.656,457,2285000,-21936.8359375,41.5163,4716.14,4698.57,457
20.4415,458,2290000,-21480.53125,41.3863,4712.71,4658.99,458
20.0036,459,2295000,-21569.162109375,41.3819,4684.56,4366.78,459
20.134,460,2300000,-21972.830078125,41.447,4710.96,4670.22,460
19.9696,461,2305000,-22062.337890625,41.2826,4746.86,4679.73,461
20.2487,462,2310000,-21703.66015625,41.4968,4716.47,4661.29,462
19.5497,463,2315000,-21918.322265625,40.8332,4625.97,3400.64,463
27.7542,464,2320000,-23564.119140625,40.9919,4141.97,4329.44,464
19.4407,465,2325000,-22247.41015625,40.8842,4703.29,4105.51,465
19.555,466,2330000,-22194.41015625,41.1914,4734.78,4703.99,466
19.8533,467,2335000,-22712.734375,41.3122,4735.53,4701.38,467
19.8593,468,2340000,-22599.896484375,40.912,4684.58,4677.73,468
19.7296,469,2345000,-22696.90234375,40.714,4697.6,4517.16,469
20.0141,470,2350000,-23621.255859375,41.4924,4710.63,4693.51,470
20.6601,471,2355000,-23248.13671875,41.6752,4721.82,4705.28,471
20.55,472,2360000,-23247.35546875,40.747,4731.59,4451.29,472
20.5006,473,2365000,-23305.3671875,40.9209,4730.18,4703.42,473
20.5567,474,2370000,-23430.326171875,41.3465,4692.76,4689.09,474
20.3908,475,2375000,-23880.861328125,41.9505,4649.63,4680.04,475
20.2954,476,2380000,-23362.306640625,41.0989,4730.37,4743.67,476
20.7104,477,2385000,-23799.5859375,41.7616,4636.66,4674.56,477
20.2637,478,2390000,-23779.734375,41.303,4752.04,4767.84,478
21.4071,479,2395000,-24461.38671875,42.2377,4789.12,4752.37,479
20.7476,480,2400000,-24245.681640625,41.7982,4711.57,4729.59,480
20.4915,481,2405000,-24227.33203125,41.8975,4712.25,4726.53,481
20.8684,482,2410000,-24598.95703125,41.2962,4613.16,4405.7,482
19.9894,483,2415000,-23713.71875,41.3839,4787.56,4747.81,483
20.0315,484,2420000,-24085.26953125,41.0035,4770.5,4704.12,484
20.3196,485,2425000,-23695.3828125,41.8304,4716.78,4787.03,485
19.67,486,2430000,-24214.662109375,40.9617,4718.69,4643.87,486
20.1018,487,2435000,-24752.1953125,40.7744,4673.9,4642.9,487
20.8285,488,2440000,-24246.76953125,41.9205,4715.58,4755.7,488
20.3557,489,2445000,-24788.42578125,41.6533,4715.92,4727.19,489
20.7586,490,2450000,-24872.765625,41.6714,4759.57,4740.81,490
21.4602,491,2455000,-25349.849609375,42.144,4675.28,4701.9,491
20.3578,492,2460000,-25144.16015625,41.9169,4660.52,4704.97,492
20.1006,493,2465000,-25139.68359375,41.2675,4672.51,4724.31,493
19.7083,494,2470000,-25385.845703125,42.4273,4698.55,4724.29,494
19.8346,495,2475000,-25606.029296875,41.758,4711.04,4754.05,495
19.0973,496,2480000,-25959.396484375,41.7739,4640.71,4695.95,496
20.2954,497,2485000,-25116.91796875,41.765,4747.62,4753.23,497
20.3635,498,2490000,-26101.857421875,41.9626,4677.32,4728.58,498
19.8809,499,2495000,-25793.373046875,41.6256,4662.08,4677.7,499
20.675,500,2500000,-25353.466796875,42.2962,4667.26,4704.65,500
20.0635,501,2505000,-26279.66015625,41.6314,4621.77,4496.73,501
20.3425,502,2510000,-26470.21484375,41.8437,4628.28,4451.52,502
20.9348,503,2515000,-26530.529296875,42.3794,4665.05,4501.88,503
20.7467,504,2520000,-27154.578125,42.4171,3135.99,2920.71,504
20.4101,505,2525000,-26884.86328125,42.3766,4796.51,4224.08,505
20.171,506,2530000,-25932.927734375,42.1482,4620.23,4619.05,506
19.4557,507,2535000,-27595.990234375,41.9892,4730.12,4356.44,507
21.2699,508,2540000,-26344.09375,42.2849,4744.43,4754.68,508
19.5834,509,2545000,-27390.244140625,41.363,4873.03,4702.45,509
20.3391,510,2550000,-27715.4453125,41.4338,4819.67,4734.74,510
21.1239,511,2555000,-28091.826171875,41.4939,4874.9,4567.19,511
21.0382,512,2560000,-28000.638671875,41.7807,4793.73,4759.61,512
20.64,513,2565000,-28436.060546875,41.1337,4622.88,4634.54,513
20.5895,514,2570000,-28898.830078125,41.4015,4658.98,4655.76,514
20.4659,515,2575000,-28331.056640625,42.3577,4676.91,4644.44,515
20.2245,516,2580000,-27520.28125,41.7079,4806.48,4720.59,516
18.9279,517,2585000,-27987.53515625,41.7055,4869.86,4551.31,517
19.4642,518,2590000,-28966.51171875,42.2574,4795.98,4591.89,518
20.0908,519,2595000,-28340.814453125,41.5711,4753.57,4525.54,519
20.3058,520,2600000,-28889.775390625,41.6867,4814.86,4745.87,520
20.6198,521,2605000,-28704.90625,41.8651,4781.92,4719.74,521
19.5067,522,2610000,-29306.408203125,41.5007,4586.38,4517.35,522
20.0604,523,2615000,-28823.302734375,41.558,4884.12,4688.96,523
21.079,524,2620000,-29850.634765625,41.6315,4573.94,4677.96,524
21.2447,525,2625000,-29830.080078125,41.6908,4177.38,4601.64,525
20.7521,526,2630000,-30191.79296875,42.2099,4833.18,4660.39,526
20.0032,527,2635000,-29768.982421875,41.1533,4799.48,4593.64,527
22.9597,528,2640000,-29818.09375,41.4442,4083.11,4479.69,528
19.1679,529,2645000,-30063.8125,41.2809,4782.48,4540.93,529
19.0894,530,2650000,-29974.064453125,41.0626,4551.22,4385.97,530
19.6627,531,2655000,-29892.49609375,41.3416,4744.33,4523.06,531
20.5964,532,2660000,-30098.443359375,41.0751,4191.62,4303.38,532
23.4872,533,2665000,-29384.171875,41.0024,3348.55,3885.56,533
19.7866,534,2670000,-31638.751953125,41.2912,4443.09,4612.91,534
20.0065,535,2675000,-30208.693359375,41.6294,4832.48,4473.43,535
20.6704,536,2680000,-29803.8203125,41.0589,4920.81,4808.45,536
32.5552,537,2685000,-31350.259765625,42.3852,4873.23,4437.46,537
21.1733,538,2690000,-30682.236328125,41.8638,4793.03,4654.09,538
26.3336,539,2695000,-31353.904296875,41.2716,4814.44,4609.36,539
17.7656,540,2700000,-32541.30859375,41.5819,4873.87,4154.41,540
20.0701,541,2705000,-30833.00390625,41.1495,4860.7,4757.38,541
22.3985,542,2710000,-30733.66015625,41.5434,4869.33,4342.7,542
21.0843,543,2715000,-31933.21484375,41.436,4883.45,4734.67,543
19.6144,544,2720000,-31060.1796875,41.51,4916.8,4477.67,544
19.1149,545,2725000,-32342.712890625,41.1218,4930.56,4440.85,545
20.2287,546,2730000,-31458.642578125,41.8706,4942.65,4204.5,546
20.2866,547,2735000,-30998.216796875,42.1592,4690.93,4156.94,547
20.9633,548,2740000,-37139.0859375,43.3761,4885.78,2751.13,548
18.7713,549,2745000,-31246.234375,41.6574,4697.74,4580.61,549
26.2821,550,2750000,-45219.45703125,46.589,1008.56,1119.54,550
27.5223,551,2755000,-40042.4609375,45.8419,931.6,649.57,551
18.9925,552,2760000,-41369.609375,43.9102,1527.15,1657.2,552
19.0376,553,2765000,-47526.578125,47.6435,1039.94,1018.64,553
17.9453,554,2770000,-44982.671875,45.6658,1324.41,1328.53,554
22.1165,555,2775000,-33049.90625,43.5495,4061.81,4211.48,555
24.6063,556,2780000,-35701.390625,42.9362,4637.71,4513.17,556
23.7495,557,2785000,-35694.76953125,42.6398,4662.1,4388.33,557
21.7508,558,2790000,-35295.80078125,42.3367,4453.04,4164.22,558
21.6727,559,2795000,-35645.9609375,42.195,4671.74,4490.33,559
23.1615,560,2800000,-36185.78515625,42.4083,4768.05,4568.1,560
24.0607,561,2805000,-35283.46875,42.812,4768.53,4352.31,561
22.9406,562,2810000,-34970.44921875,41.9956,4814.49,4687.26,562
23.0293,563,2815000,-35305.37890625,42.649,4811.41,4494.19,563
23.261,564,2820000,-36617.46484375,42.3259,4700.15,4801.6,564
23.5934,565,2825000,-35265.15625,42.3671,4820.04,4706.34,565
23.1459,566,2830000,-35541.44921875,42.5575,4846.22,4780.52,566
21.1286,567,2835000,-35151.75390625,41.49,4850.47,4624.08,567
22.6186,568,2840000,-35495.49609375,42.4399,4870.53,4793.11,568
21.2925,569,2845000,-35943.00390625,42.3112,4792.97,4479.82,569
23.297,570,2850000,-35736.05078125,42.7412,4849.28,4704.62,570
22.0407,571,2855000,-36025.921875,42.1332,4662.91,4289.2,571
21.5362,572,2860000,-36947.18359375,42.1386,4632.35,4650.83,572
21.7059,573,2865000,-37003.0234375,42.3704,4577.73,4619.14,573
21.9841,574,2870000,-36937.63671875,42.7648,4605.27,4638.48,574
22.2004,575,2875000,-37914.9765625,42.1393,4692.02,4661.47,575
20.7572,576,2880000,-38562.29296875,42.4397,4718.37,4680.56,576
20.9636,577,2885000,-38970.05078125,42.5746,4762.18,4646.13,577
21.9489,578,2890000,-37827.7578125,42.1244,4768.4,4729.52,578
21.5678,579,2895000,-37109.05859375,41.9529,4753.12,4750.48,579
21.9018,580,2900000,-37393.03515625,43.0335,4720.71,4715.29,580
21.2365,581,2905000,-38356.09375,41.8504,4746.36,4723.01,581
21.3255,582,2910000,-37903.15234375,42.3413,4761.35,4762.48,582
20.7371,583,2915000,-37284.92578125,41.9077,4828.83,4730.06,583
21.6564,584,2920000,-38341.1328125,42.3295,4767.11,4709.64,584
21.5269,585,2925000,-39028.01953125,42.4418,4738.6,4726.48,585
21.63,586,2930000,-38965.484375,42.3469,4793.73,4778.03,586
21.8067,587,2935000,-38767.69140625,42.4175,4733.82,4734.56,587
21.7108,588,2940000,-38490.02734375,42.3266,4776.46,4692.71,588
22.2552,589,2945000,-39748.44140625,42.6806,4849.35,4755.84,589
22.4317,590,2950000,-38825.23828125,42.566,4815.63,4800.49,590
21.5266,591,2955000,-39578.296875,42.2427,4783.73,4633.96,591
22.0543,592,2960000,-39547.1015625,42.6474,4839.82,4807.09,592
22.1163,593,2965000,-39453.2890625,42.571,4809.29,4791.75,593
20.7792,594,2970000,-40439.4296875,42.5025,4821.75,4788.72,594
20.7052,595,2975000,-40122.05078125,41.9878,4527.67,4681.45,595
20.9275,596,2980000,-39420.3046875,42.6081,4775.55,4743.87,596
21.4232,597,2985000,-39042.8515625,41.807,4862.64,4698.29,597
22.6154,598,2990000,-40087.8984375,42.4594,4824.87,4652.02,598
20.9051,599,2995000,-40183.921875,41.3849,4845.17,4688.03,599
20.9465,600,3000000,-40207.70703125,41.7861,4785.14,4746.04,600
21.1242,601,3005000,-40233.4296875,42.1742,4819.11,4785.06,601
21.2065,602,3010000,-40733.609375,42.3049,4833.09,4793.49,602
22.9475,603,3015000,-41406.95703125,42.4341,4854.57,4811.5,603
21.7879,604,3020000,-40986.16796875,42.5257,4873.42,4830.25,604
21.8013,605,3025000,-39345.12890625,42.3375,4881.75,4737.86,605
21.2669,606,3030000,-40428.109375,42.0089,4746.79,4772.11,606
20.1658,607,3035000,-40954.16015625,41.4767,4763.02,4798.82,607
21.9471,608,3040000,-41459.98828125,42.2356,4785.15,4803.06,608
21.2788,609,3045000,-40646.1875,42.0227,4740.46,4768.43,609
21.0236,610,3050000,-41294.82421875,42.5777,4789.75,4759.91,610
21.4125,611,3055000,-41405.32421875,42.3528,4772.85,4698.86,611
20.8251,612,3060000,-41851.59375,42.0566,4730.82,4654.31,612
20.6812,613,3065000,-42342.484375,41.9582,4687.49,4692.59,613
20.3465,614,3070000,-42517.48828125,42.0313,4723.72,4701.42,614
21.1207,615,3075000,-41300.46875,41.8596,4824.25,4798.06,615
21.4791,616,3080000,-41823.046875,42.3773,4741.67,4802.21,616
21.7013,617,3085000,-42570.21484375,42.3075,4840.69,4758.14,617
21.1337,618,3090000,-42747.83984375,42.236,4701.02,4744.27,618
24.0255,619,3095000,-42679.7109375,41.7466,4706.61,4768.21,619
20.8046,620,3100000,-41804.2265625,42.1468,4784.8,4513.43,620
22.4019,621,3105000,-42163.890625,41.9382,3934.54,4462.67,621
31.3045,622,3110000,-44232.17578125,42.616,3874.33,4051.94,622
23.0391,623,3115000,-43367.7578125,42.5409,4885.27,4591.95,623
23.0934,624,3120000,-43017.61328125,43.0017,4615.48,4608.88,624
22.6375,625,3125000,-42234.13671875,42.7482,4746.77,4754.24,625
27.025,626,3130000,-45392.28515625,42.6641,1405.35,2281.5,626
22.2994,627,3135000,-43396.5859375,42.0944,4734.95,4793.04,627
22.3664,628,3140000,-43177.79296875,42.3229,4734.63,4762.29,628
22.2966,629,3145000,-42743.578125,42.2787,4656.18,4660.65,629
21.9938,630,3150000,-42892.62109375,42.6421,4748.81,4714.91,630
22.3086,631,3155000,-42638.02734375,42.4934,4886.84,4838.23,631
21.9859,632,3160000,-42817.4453125,42.4528,4820.77,4539.37,632
22.5238,633,3165000,-42935.5546875,42.692,4750.35,4757.69,633
21.6025,634,3170000,-42653.3515625,42.1063,4741.6,4790.27,634
22.2444,635,3175000,-43017.63671875,42.6683,4726.94,4778.04,635
21.9121,636,3180000,-42722.6015625,42.3753,4801.73,4770.91,636
22.498,637,3185000,-42934.22265625,42.4632,4892.39,4822.53,637
21.5499,638,3190000,-43876.015625,42.8714,4759.01,4654.64,638
21.6987,639,3195000,-43730.9375,42.0293,4849.85,4741.36,639
22.3465,640,3200000,-43115.3515625,42.4821,4863.05,4646.4,640
21.9096,641,3205000,-42852.38671875,42.2315,4855.17,4810.96,641
22.1402,642,3210000,-42475.2265625,42.3321,4860.21,4744.72,642
21.8691,643,3215000,-43137.9140625,42.2754,4849.15,4677.03,643
21.6909,644,3220000,-44407.68359375,42.3218,4725.7,4764.37,644
21.9615,645,3225000,-44578.0859375,42.6982,4711.91,4729.82,645
21.6025,646,3230000,-44366.65234375,42.5166,4838.98,4772.34,646
21.1505,647,3235000,-45020.58984375,42.3937,4760.87,4788.99,647
21.9177,648,3240000,-43217.3046875,42.7716,4796.73,4737.69,648
21.773,649,3245000,-44328.875,42.1898,4833.17,4812.4,649
21.9234,650,3250000,-44509.0078125,42.3595,4887.15,4749.76,650
22.2176,651,3255000,-44157.5859375,42.3331,4818.29,4817.4,651
21.4878,652,3260000,-45471.12890625,42.1878,4784.04,4777.03,652
21.8651,653,3265000,-45236.62890625,42.3436,4811.5,4796.14,653
21.9098,654,3270000,-45535.77734375,42.552,4852.35,4807.22,654
21.843,655,3275000,-44674.00390625,41.9811,4887.79,4767.35,655
21.482,656,3280000,-45314.08984375,42.2398,4885.67,4819.0,656
21.7765,657,3285000,-45115.36328125,42.2902,4788.35,4759.19,657
22.0176,658,3290000,-44673.7265625,42.8659,4834.57,4801.61,658
22.0308,659,3295000,-45583.39453125,42.5211,4848.86,4799.17,659
21.5757,660,3300000,-44338.03125,42.2762,4840.98,4796.93,660
21.6243,661,3305000,-45784.265625,42.7574,4803.04,4781.65,661
21.6108,662,3310000,-46209.8984375,42.3296,4765.14,4779.32,662
21.7404,663,3315000,-45284.8046875,42.3452,4751.99,4791.92,663
21.0988,664,3320000,-45994.640625,42.5529,4814.42,4820.5,664
21.479,665,3325000,-45709.66015625,42.0497,4836.51,4827.51,665
21.3614,666,3330000,-46144.5390625,41.7941,4759.98,4776.83,666
21.1114,667,3335000,-46584.00390625,42.1474,4721.65,4725.56,667
21.3813,668,3340000,-47302.05859375,42.252,4840.14,4815.46,668
21.6087,669,3345000,-46183.90625,42.2829,4832.45,4741.87,669
20.857,670,3350000,-46620.45703125,41.7403,4813.94,4797.18,670
21.1912,671,3355000,-46711.5078125,41.8702,4771.39,4772.08,671
21.3685,672,3360000,-47308.94140625,42.1789,4753.76,4724.37,672
19.3424,673,3365000,-49615.37890625,42.212,4791.42,4717.91,673
21.1922,674,3370000,-47214.171875,41.9973,4786.77,4782.5,674
20.829,675,3375000,-46362.046875,41.6492,4797.74,4623.27,675
21.6738,676,3380000,-46405.85546875,42.4537,4863.31,4848.04,676
20.4246,677,3385000,-47184.015625,41.5597,4785.36,4712.3,677
19.965,678,3390000,-47703.48046875,41.8537,4741.0,4730.43,678
21.6227,679,3395000,-47310.07421875,42.2643,4817.11,4584.8,679
20.1035,680,3400000,-48038.796875,42.1839,4783.22,4775.73,680
20.94,681,3405000,-47793.9453125,42.2053,4759.64,4739.99,681
20.7952,682,3410000,-46781.9375,41.7656,4817.63,4578.01,682
20.6956,683,3415000,-48200.5390625,42.3737,4766.21,4769.2,683
21.2971,684,3420000,-47798.1875,42.1529,4802.03,4769.08,684
20.7941,685,3425000,-48541.14453125,42.2348,4806.11,4812.17,685
20.9575,686,3430000,-47539.24609375,41.941,4731.1,4754.39,686
19.8768,687,3435000,-48431.734375,41.6794,4805.85,4570.41,687
20.9546,688,3440000,-47766.7890625,42.0542,4736.62,4752.59,688
20.5687,689,3445000,-48620.15625,41.6904,4752.26,4729.81,689
20.9927,690,3450000,-46867.19921875,41.9254,4739.87,4674.69,690
21.1723,691,3455000,-48608.30078125,42.0818,4797.99,4768.71,691
21.612,692,3460000,-49110.30859375,42.4644,4739.4,4730.13,692
20.5964,693,3465000,-49876.69140625,42.212,4726.37,4740.93,693
21.623,694,3470000,-48216.51171875,42.3453,4734.78,4603.02,694
21.4342,695,3475000,-47662.53125,42.3114,4742.77,4722.61,695
21.535,696,3480000,-48634.5703125,42.8555,4707.43,4722.67,696
21.5615,697,3485000,-48740.20703125,42.395,4769.76,4761.71,697
19.1308,698,3490000,-50555.4375,42.229,4719.81,4751.27,698
19.9221,699,3495000,-47393.98046875,41.3255,4777.86,4392.08,699
21.7254,700,3500000,-49141.20703125,42.763,4757.84,4739.67,700
21.2411,701,3505000,-49461.76171875,42.5479,4760.39,4748.31,701
19.5509,702,3510000,-48375.359375,41.7281,4790.13,4670.58,702
20.6742,703,3515000,-50364.4375,42.736,4719.09,4518.69,703
19.4155,704,3520000,-49917.0546875,42.0743,4734.91,4708.06,704
19.9669,705,3525000,-50454.37890625,42.472,4739.72,4735.77,705
20.9461,706,3530000,-50768.7890625,42.4763,4672.73,4743.69,706
20.7959,707,3535000,-48911.55859375,42.2023,4743.4,4432.9,707
19.7256,708,3540000,-50752.1328125,42.0164,4677.34,4585.77,708
19.9152,709,3545000,-50721.94140625,42.1898,4767.17,4698.3,709
20.8697,710,3550000,-51299.9609375,42.7276,4712.47,4556.4,710
20.5488,711,3555000,-49218.95703125,42.1122,4731.35,4696.1,711
20.5154,712,3560000,-50313.05859375,42.2395,4723.98,4615.29,712
21.2805,713,3565000,-50690.4140625,42.0147,4708.69,4741.02,713
21.0662,714,3570000,-50228.33984375,42.4802,4718.84,4709.3,714
21.2922,715,3575000,-50154.9375,42.2656,4772.02,4771.19,715
20.8051,716,3580000,-50798.6015625,41.7292,4625.64,4587.24,716
21.647,717,3585000,-50184.859375,42.4012,4752.02,4758.63,717
21.9494,718,3590000,-49982.2421875,42.4813,4729.02,4759.05,718
21.9282,719,3595000,-50874.69140625,42.0628,4691.63,4718.83,719
21.478,720,3600000,-50258.88671875,42.294,4730.81,4742.11,720
21.2813,721,3605000,-50321.55859375,41.8997,4713.15,4627.27,721
21.7056,722,3610000,-50855.51953125,42.0377,4766.53,4779.79,722
22.1075,723,3615000,-51000.4140625,42.407,4721.61,4752.22,723
21.7344,724,3620000,-52202.578125,42.4085,4711.3,4734.61,724
22.2071,725,3625000,-51506.93359375,42.2575,4724.72,4741.93,725
21.5083,726,3630000,-51461.46875,42.0772,4699.17,4728.74,726
21.9761,727,3635000,-51599.91015625,42.4225,4739.25,4570.42,727
21.7221,728,3640000,-53058.72265625,42.4584,4710.47,4733.97,728
21.9868,729,3645000,-51015.8984375,42.5083,4768.38,4765.95,729
22.4918,730,3650000,-51453.43359375,42.6234,4707.07,4735.69,730
22.3279,731,3655000,-51738.953125,42.6443,4718.27,4746.87,731
22.1348,732,3660000,-51504.1640625,42.4885,4746.88,4768.83,732
21.9232,733,3665000,-51808.9375,42.5874,4699.75,4727.06,733
22.0247,734,3670000,-51843.75390625,42.3037,4721.89,4751.2,734
22.1608,735,3675000,-51619.65625,42.83,4752.71,4760.17,735
21.888,736,3680000,-52090.08984375,42.6263,4729.01,4626.93,736
21.549,737,3685000,-51668.95703125,42.3632,4733.33,4728.69,737
22.298,738,3690000,-51986.203125,42.8059,4768.08,4626.51,738
21.3219,739,3695000,-51086.4140625,41.627,4766.26,4756.32,739
21.982,740,3700000,-53433.7734375,42.7841,4725.96,4756.78,740
21.7655,741,3705000,-52267.37890625,42.6074,4717.74,4752.16,741
22.457,742,3710000,-51330.03515625,42.8168,4749.63,4768.01,742
21.6409,743,3715000,-53556.3984375,42.6914,4644.75,4748.9,743
21.3894,744,3720000,-53152.0859375,42.5448,4652.18,4678.67,744
20.7651,745,3725000,-54853.4296875,42.3242,4576.41,4675.03,745
21.4588,746,3730000,-53773.41015625,42.6697,4629.07,4708.73,746
20.7645,747,3735000,-53892.59765625,42.4924,4756.16,4775.41,747
21.6053,748,3740000,-53833.2421875,42.5062,4712.26,4760.06,748
21.9287,749,3745000,-54270.25390625,42.879,4646.65,4705.2,749
21.2375,750,3750000,-56179.65234375,42.6577,4635.9,4704.82,750
21.9715,751,3755000,-53699.54296875,42.5555,4682.35,4734.86,751
21.2612,752,3760000,-54852.20703125,42.3607,4660.46,4721.03,752
21.0807,753,3765000,-54553.65234375,41.9512,4705.5,4536.53,753
20.9843,754,3770000,-54004.61328125,41.8041,4647.01,4697.27,754
21.1231,755,3775000,-54591.19921875,42.4171,4696.73,4714.58,755
20.6688,756,3780000,-54134.203125,42.2961,4679.61,4681.05,756
20.7951,757,3785000,-54077.8984375,41.9637,4601.04,4613.94,757
20.5579,758,3790000,-54155.96875,42.1893,4686.69,4692.54,758
20.3183,759,3795000,-54025.1328125,41.8944,4710.82,4609.23,759
20.3418,760,3800000,-53268.203125,41.617,4650.18,4668.77,760
20.6264,761,3805000,-53079.625,41.7482,4660.51,4659.54,761
20.4969,762,3810000,-52333.92578125,41.8735,4767.64,4496.07,762
30.0347,763,3815000,-55852.8984375,46.7129,1160.23,1107.91,763
18.9544,764,3820000,-65640.375,47.0841,588.38,588.27,764
18.1232,765,3825000,-62106.56640625,46.9075,1061.14,1263.91,765
88.0262,766,3830000,-51482.984375,51.2331,297.62,307.99,766
33.6989,767,3835000,-58471.23828125,47.4874,562.69,518.51,767
40.8306,768,3840000,-44006.08984375,55.7791,88.03,91.11,768
25.1404,769,3845000,-64834.66015625,47.6251,629.17,712.63,769
50.4548,770,3850000,-52280.40625,46.6257,1153.73,997.91,770
69.4762,771,3855000,-58217.17578125,46.414,998.01,995.87,771
62.2752,772,3860000,-57510.3671875,46.4926,1303.43,1508.93,772
35.5212,773,3865000,-58537.40625,46.6131,1398.19,1372.72,773
32.0953,774,3870000,-59000.5234375,46.3278,1960.78,1638.81,774
25.5393,775,3875000,-57174.5078125,44.0579,2081.45,1740.6,775
28.1351,776,3880000,-55019.5546875,43.1252,1708.31,1126.71,776
33.1859,777,3885000,-51964.08984375,44.44,1723.37,2076.89,777
48.9122,778,3890000,-51135.5,45.3625,1250.44,1642.14,778
