Real Det Return,Reward Loss,Running Update Time,Real Sto Return,Itration,Running Env Steps,Running Reverse KL,Running Forward KL
654.17,-2003.9127197265625,35,323.08,35,175000,30.8172,69.5997
686.64,-2006.0213623046875,36,245.26,36,180000,29.6664,66.7491
577.88,-2026.22900390625,37,252.66,37,185000,28.5941,63.7043
926.49,-1983.975341796875,38,323.32,38,190000,27.4147,60.2005
1099.61,-2011.3638916015625,39,389.19,39,195000,26.9099,60.7153
1104.14,-2232.4140625,40,294.13,40,200000,29.2603,63.9793
1039.94,-2280.4189453125,41,274.12,41,205000,28.3259,61.9092
709.73,-2397.865966796875,42,304.06,42,210000,29.8741,64.5439
951.57,-2398.4052734375,43,381.1,43,215000,27.9599,63.0858
1115.99,-2586.162353515625,44,299.52,44,220000,30.3904,67.3123
1105.0,-2526.909912109375,45,332.26,45,225000,28.8412,63.2676
1102.3,-2624.77001953125,46,309.95,46,230000,28.8225,63.424
1164.41,-2634.650146484375,47,481.6,47,235000,27.7484,61.5731
1282.5,-2704.154052734375,48,536.51,48,240000,28.4286,61.7748
1082.78,-2949.454345703125,49,357.45,49,245000,30.4946,68.6636
865.36,-2718.373291015625,50,413.09,50,250000,26.7064,59.3752
952.64,-2944.43017578125,51,521.48,51,255000,29.253,64.2793
1182.31,-2702.15771484375,52,600.36,52,260000,25.3296,56.9505
1166.12,-3038.38818359375,53,465.07,53,265000,27.8559,61.9831
1007.57,-2900.718994140625,54,501.81,54,270000,25.5942,58.0543
1483.43,-3051.80810546875,55,548.03,55,275000,26.4954,59.1591
1418.65,-3019.824951171875,56,528.51,56,280000,25.4435,58.3006
1196.07,-2920.7958984375,57,510.18,57,285000,23.5893,54.6772
1182.15,-3424.819091796875,58,417.24,58,290000,26.903,60.5352
1340.65,-3162.441650390625,59,682.48,59,295000,24.4747,57.0309
1133.41,-3479.60888671875,60,633.08,60,300000,27.1838,60.4213
1483.82,-3397.4443359375,61,754.54,61,305000,25.505,57.6835
1901.51,-3161.542236328125,62,764.29,62,310000,22.9129,54.5772
2154.77,-2867.982421875,63,1398.52,63,315000,23.1855,52.2737
1794.92,-3518.88037109375,64,1090.65,64,320000,24.5639,55.9883
2037.33,-2659.150390625,65,1257.37,65,325000,20.8468,49.8709
1824.64,-3061.430908203125,66,1037.88,66,330000,22.3124,52.9153
1549.0,-3572.225830078125,67,892.9,67,335000,23.7376,55.1976
1134.62,-3485.337890625,68,754.14,68,340000,22.7944,54.4298
1948.23,-3582.384033203125,69,751.51,69,345000,21.5714,53.7052
1851.46,-3651.40087890625,70,1115.35,70,350000,21.7566,54.1933
2007.71,-3497.29150390625,71,859.23,71,355000,21.2266,52.6512
1821.59,-3061.545654296875,72,1287.54,72,360000,19.9432,49.6189
1914.69,-3735.836669921875,73,1406.73,73,365000,21.1705,53.7352
2019.04,-3799.8466796875,74,959.85,74,370000,21.3613,52.2494
2116.16,-3473.625732421875,75,806.99,75,375000,19.2537,50.428
2269.54,-3015.83642578125,76,1341.27,76,380000,18.5526,48.5742
1629.91,-3567.365478515625,77,1071.37,77,385000,18.9361,49.4107
1281.94,-4191.10791015625,78,915.78,78,390000,21.6541,52.9758
1453.83,-4662.70361328125,79,936.67,79,395000,24.3986,57.114
1170.41,-4846.79833984375,80,720.86,80,400000,25.9085,60.2521
2041.22,-3964.6796875,81,1323.06,81,405000,20.6451,50.616
1722.0,-4013.084228515625,82,1111.23,82,410000,20.1886,51.5195
2367.16,-3125.56494140625,83,1162.22,83,415000,16.9866,46.2287
1834.88,-4539.74951171875,84,992.08,84,420000,20.7082,52.3281
2405.22,-3658.957275390625,85,1466.38,85,425000,18.6152,48.6713
2698.63,-3217.782958984375,86,1840.59,86,430000,18.6096,47.124
2375.14,-4243.46923828125,87,1360.83,87,435000,19.1286,50.2185
2445.36,-3962.94677734375,88,1562.6,88,440000,17.5598,48.6804
2243.4,-3749.28564453125,89,1144.31,89,445000,17.4699,47.8973
1738.96,-4280.77197265625,90,904.57,90,450000,17.7298,48.4533
2528.77,-3310.357177734375,91,1727.05,91,455000,16.6007,44.4601
2670.48,-2957.896240234375,92,1844.15,92,460000,18.1719,45.0927
2126.07,-3732.959716796875,93,1633.73,93,465000,15.9058,45.0996
2191.63,-3931.60888671875,94,1541.35,94,470000,15.5053,45.9711
2262.53,-3372.034423828125,95,1648.94,95,475000,15.1674,44.0445
2656.59,-4010.691650390625,96,2048.01,96,480000,16.5229,44.7727
2914.71,-3289.169677734375,97,2017.89,97,485000,18.2946,45.0466
2420.06,-3572.772216796875,98,1705.59,98,490000,15.0513,43.6477
2893.27,-3616.409912109375,99,1962.06,99,495000,17.5338,45.44
2717.84,-3702.931884765625,100,1978.99,100,500000,16.354,45.3165
2154.89,-4676.857421875,101,1540.99,101,505000,15.962,47.4458
2876.36,-2970.03466796875,102,2191.03,102,510000,15.2994,41.7311
2698.96,-3883.1904296875,103,1818.81,103,515000,14.3207,44.6159
2997.31,-4114.20361328125,104,1891.5,104,520000,14.6412,44.0663
2768.03,-3597.554931640625,105,2043.08,105,525000,13.1378,42.3467
2132.78,-4993.88623046875,106,1391.55,106,530000,16.1103,48.3096
3004.96,-3663.302490234375,107,1985.54,107,535000,14.1711,43.353
2537.71,-3747.878173828125,108,2146.46,108,540000,15.0243,43.8219
2505.75,-3349.14453125,109,2434.74,109,545000,12.9766,41.9861
2156.61,-6643.13330078125,110,1677.68,110,550000,21.39,53.411
2964.49,-3708.60302734375,111,2008.24,111,555000,14.2271,42.98
2554.62,-5006.98095703125,112,1417.46,112,560000,14.8611,45.3861
2861.6,-5519.197265625,113,2069.84,113,565000,16.0447,46.7464
2285.5,-4203.6162109375,114,2204.23,114,570000,13.1848,42.7977
2364.27,-3565.419677734375,115,2011.35,115,575000,13.4693,42.0721
2462.17,-5286.681640625,116,2089.89,116,580000,14.8135,45.5109
2762.22,-5177.9033203125,117,1707.15,117,585000,13.6064,43.8274
2701.96,-4784.12744140625,118,1725.98,118,590000,13.393,44.1555
2047.3,-4288.8046875,119,2057.1,119,595000,11.9856,42.5998
2526.65,-5006.23291015625,120,1960.46,120,600000,13.3047,44.2795
2999.64,-4174.6591796875,121,2127.04,121,605000,11.7969,42.2074
2421.24,-4368.806640625,122,1672.08,122,610000,11.4001,42.2516
2551.99,-4560.89599609375,123,2227.12,123,615000,12.6653,42.7107
3289.03,-4675.43701171875,124,2069.32,124,620000,13.5328,44.0124
2968.98,-4284.39208984375,125,2385.34,125,625000,11.8132,42.3804
3289.21,-6299.12451171875,126,2166.38,126,630000,15.6869,46.353
2875.12,-6061.92041015625,127,1815.49,127,635000,14.0028,44.4048
2475.27,-5213.5654296875,128,1886.31,128,640000,12.2,43.9132
2895.87,-4691.3310546875,129,2110.73,129,645000,11.2616,42.2186
3263.13,-5027.5556640625,130,2471.21,130,650000,12.6676,42.4682
3579.81,-3488.52734375,131,2629.29,131,655000,12.9366,39.9527
2679.93,-3324.23583984375,132,2092.17,132,660000,11.6976,39.8927
2829.09,-5451.02783203125,133,2120.27,133,665000,12.1889,43.2999
3200.3,-6145.81005859375,134,2112.01,134,670000,13.2588,43.783
3623.57,-3841.5478515625,135,2677.42,135,675000,11.7177,40.4729
3177.88,-4361.5966796875,136,2526.93,136,680000,12.2114,39.7216
2806.36,-3712.303466796875,137,2644.33,137,685000,11.1993,39.2953
3179.86,-4786.533203125,138,2661.36,138,690000,12.4291,40.8547
2518.93,-4293.78076171875,139,2141.18,139,695000,12.7012,42.0011
3444.77,-4039.5234375,140,2371.7,140,700000,13.4748,42.2055
3278.74,-4680.07861328125,141,2673.22,141,705000,11.7798,42.1707
3298.56,-4130.31201171875,142,2309.43,142,710000,11.9654,41.3756
3071.74,-5319.8974609375,143,2293.53,143,715000,12.8536,42.0258
3543.3,-4029.2138671875,144,2777.23,144,720000,13.7335,40.1974
2784.18,-5056.01904296875,145,2532.44,145,725000,11.2734,41.3952
3005.91,-6127.53955078125,146,2839.44,146,730000,11.7895,41.342
3374.79,-5265.25830078125,147,2477.66,147,735000,13.5737,42.5101
3491.96,-5086.7333984375,148,2852.19,148,740000,10.7769,39.821
3440.61,-3815.15673828125,149,2283.21,149,745000,12.1452,39.0717
3179.79,-5352.615234375,150,2071.55,150,750000,11.7991,39.4759
3524.94,-4892.927734375,151,2893.23,151,755000,13.7051,41.407
3240.86,-4986.8837890625,152,2402.82,152,760000,12.1638,40.8712
3587.46,-6179.359375,153,2484.18,153,765000,11.5731,41.1577
3203.29,-4544.85302734375,154,2567.9,154,770000,13.1658,40.5102
3486.24,-5873.48876953125,155,2794.63,155,775000,12.135,40.9814
2769.53,-4513.82568359375,156,2384.64,156,780000,11.5747,40.2366
3409.93,-4216.9091796875,157,2705.19,157,785000,12.3793,36.8789
2387.02,-9648.388671875,158,1676.12,158,790000,18.0394,48.7761
3568.66,-6120.3076171875,159,1992.28,159,795000,10.1955,40.2765
3325.01,-6843.41162109375,160,2362.54,160,800000,10.8951,40.7282
2887.51,-5339.904296875,161,2279.15,161,805000,10.68,40.0468
3757.31,-4751.1533203125,162,2661.13,162,810000,10.9015,38.7081
3601.67,-5830.94677734375,163,2242.03,163,815000,11.1019,38.6628
3250.41,-7514.03173828125,164,2105.33,164,820000,12.9662,41.4734
3532.06,-5891.0576171875,165,2781.1,165,825000,11.3959,38.6764
3693.64,-5726.38134765625,166,2996.44,166,830000,12.1948,40.1291
3522.52,-5468.5537109375,167,3018.67,167,835000,12.0921,39.6055
3341.26,-4929.20263671875,168,2885.62,168,840000,12.4864,37.755
2672.03,-7486.18994140625,169,2146.23,169,845000,11.289,41.5078
3414.32,-8775.4208984375,170,2513.81,170,850000,13.6293,43.6335
3794.61,-5384.62939453125,171,2739.95,171,855000,10.8128,39.7439
3391.62,-6472.17431640625,172,2634.95,172,860000,10.1444,40.3968
3503.98,-6349.42919921875,173,3053.0,173,865000,13.4883,39.7775
3244.29,-5514.23583984375,174,2702.81,174,870000,12.9296,40.0919
3211.79,-7352.443359375,175,2656.23,175,875000,12.9678,41.8199
3428.94,-5501.08935546875,176,2941.34,176,880000,12.1811,40.0481
3163.41,-5108.10107421875,177,3221.36,177,885000,11.4503,37.9641
3389.5,-6634.23486328125,178,2655.7,178,890000,11.8909,39.3074
3616.24,-5539.951171875,179,3036.0,179,895000,14.0648,39.072
3457.9,-5478.26318359375,180,3103.06,180,900000,12.2141,39.9351
3263.66,-5964.529296875,181,2551.31,181,905000,11.1252,39.1732
3446.4,-7623.90576171875,182,2185.06,182,910000,11.6839,41.016
3871.59,-5307.001953125,183,2684.15,183,915000,10.6404,36.5239
3154.99,-7000.81494140625,184,2422.33,184,920000,10.6565,40.1476
3420.56,-8435.888671875,185,2275.15,185,925000,11.3876,41.1112
3348.94,-7968.9443359375,186,2697.05,186,930000,11.2948,41.7728
3183.77,-7175.24755859375,187,2638.2,187,935000,9.2477,39.4642
3643.06,-6996.34912109375,188,3014.97,188,940000,12.065,39.1026
3611.67,-7485.7607421875,189,3127.49,189,945000,10.1738,38.7501
3490.93,-6036.509765625,190,2586.76,190,950000,8.9644,38.124
3342.98,-7749.1181640625,191,2547.8,191,955000,11.6953,40.4866
3572.67,-7075.83447265625,192,2950.73,192,960000,9.813,38.0063
3441.96,-7127.9033203125,193,2731.19,193,965000,10.8316,39.1203
3545.62,-5974.23291015625,194,2247.72,194,970000,10.2031,38.2461
3483.96,-5786.41455078125,195,2661.96,195,975000,11.8863,38.6723
3648.58,-8302.033203125,196,2423.13,196,980000,11.1936,40.2192
3041.6,-6605.12646484375,197,2744.27,197,985000,10.8312,38.8904
3890.17,-7176.3779296875,198,2819.3,198,990000,9.8997,37.8754
3566.69,-7274.0654296875,199,2637.55,199,995000,9.8262,37.994
3650.25,-8226.638671875,200,2973.54,200,1000000,10.3983,38.9654
3882.96,-6207.51806640625,201,3258.06,201,1005000,12.0999,37.4475
3696.05,-7804.05419921875,202,2917.58,202,1010000,10.449,39.1126
3291.03,-8847.4970703125,203,1992.95,203,1015000,9.5288,39.7918
3479.78,-7882.7158203125,204,2442.92,204,1020000,10.2418,39.9901
3900.13,-7984.82763671875,205,2675.27,205,1025000,9.0169,38.963
3333.41,-8078.29248046875,206,2653.78,206,1030000,9.3391,39.4075
2971.02,-8865.927734375,207,2497.16,207,1035000,9.5084,40.4391
3847.29,-7056.748046875,208,3160.35,208,1040000,10.5957,38.5813
3666.22,-8119.28369140625,209,2805.51,209,1045000,9.9318,37.994
3395.68,-10005.75,210,2843.62,210,1050000,10.4971,40.9399
3713.84,-9589.1064453125,211,2798.41,211,1055000,9.7342,39.9245
3580.98,-7953.10986328125,212,2703.81,212,1060000,9.7124,38.6611
3490.39,-8189.16015625,213,2017.81,213,1065000,9.8551,38.0737
3395.9,-9431.5517578125,214,2549.07,214,1070000,9.1759,38.859
2757.73,-12058.833984375,215,1991.41,215,1075000,11.2937,42.8757
3311.23,-10101.587890625,216,2877.9,216,1080000,10.2238,40.6699
3488.4,-10986.099609375,217,2780.58,217,1085000,10.4443,41.5546
3716.88,-8196.5732421875,218,2486.3,218,1090000,9.6304,38.0792
3231.09,-7722.89599609375,219,2265.36,219,1095000,10.3472,37.6232
3772.64,-9578.5771484375,220,2336.94,220,1100000,9.6089,39.3244
2549.94,-12958.2158203125,221,2582.63,221,1105000,12.3825,44.0965
3026.43,-10402.1806640625,222,2293.99,222,1110000,8.4764,39.2901
3564.09,-11453.5927734375,223,2347.86,223,1115000,10.0104,39.5768
3708.04,-9846.71875,224,2733.71,224,1120000,8.7873,38.6553
3495.09,-7320.2421875,225,2483.13,225,1125000,9.2592,36.6322
3400.14,-12390.8876953125,226,2232.32,226,1130000,10.3479,41.0613
3817.74,-9519.4775390625,227,3068.42,227,1135000,9.4823,38.1965
3845.52,-11114.265625,228,2834.29,228,1140000,9.7736,39.1783
3440.77,-9742.7275390625,229,2359.21,229,1145000,8.6341,38.0257
3579.57,-8600.2275390625,230,3197.4,230,1150000,10.9281,36.3431
3851.13,-9027.9365234375,231,2285.63,231,1155000,10.2916,37.8913
3818.54,-9289.8994140625,232,2473.24,232,1160000,9.7047,37.3672
3780.15,-9390.275390625,233,3156.05,233,1165000,9.7108,38.0427
3822.86,-7839.7509765625,234,3140.88,234,1170000,11.2689,37.273
3631.39,-9690.6845703125,235,2822.93,235,1175000,9.3045,37.8248
4080.29,-8806.4345703125,236,2783.77,236,1180000,10.4676,37.9972
3465.38,-10164.9052734375,237,2976.5,237,1185000,10.7016,39.5459
3590.82,-10264.4072265625,238,2708.03,238,1190000,9.005,37.619
3821.55,-13682.611328125,239,2791.32,239,1195000,10.3363,40.8177
3763.5,-11613.0927734375,240,2928.23,240,1200000,8.8313,37.6877
3708.92,-11383.154296875,241,3142.7,241,1205000,9.6951,38.1092
3714.61,-10359.572265625,242,3015.8,242,1210000,9.68,38.8075
3680.68,-9207.705078125,243,2654.21,243,1215000,10.3027,37.6416
3091.9,-8687.4296875,244,3244.46,244,1220000,10.0206,36.0469
3666.0,-11100.02734375,245,2358.34,245,1225000,8.541,37.1502
3209.95,-10728.048828125,246,2693.26,246,1230000,9.5121,38.4747
3636.32,-11083.56640625,247,2630.36,247,1235000,9.2235,37.3561
3876.17,-11539.3115234375,248,3137.05,248,1240000,9.958,39.0928
3502.3,-11383.30859375,249,3107.1,249,1245000,10.1388,38.8835
3685.6,-9899.0966796875,250,2265.65,250,1250000,9.3407,36.749
4039.98,-11638.01171875,251,2667.61,251,1255000,10.6216,39.7971
3787.69,-13860.37109375,252,3068.76,252,1260000,9.9299,39.7748
3931.09,-12706.140625,253,3101.09,253,1265000,9.2142,38.8756
3729.35,-11258.978515625,254,3116.36,254,1270000,10.3764,38.6198
3901.39,-14987.068359375,255,3099.8,255,1275000,10.8969,40.4829
3370.06,-11527.7919921875,256,2966.09,256,1280000,10.9799,39.2648
3935.31,-14422.3212890625,257,3232.2,257,1285000,10.2306,40.5129
3929.73,-11814.44921875,258,3186.88,258,1290000,10.6611,38.5203
3595.25,-11689.55078125,259,2754.83,259,1295000,10.6387,39.377
3421.7,-14101.130859375,260,3048.3,260,1300000,8.9654,39.1349
3827.23,-12687.5703125,261,3053.01,261,1305000,9.9284,37.9939
4211.86,-10577.2431640625,262,3370.6,262,1310000,11.2068,38.1694
4068.68,-12584.8896484375,263,2885.52,263,1315000,9.1569,38.5871
3645.57,-13597.412109375,264,2828.81,264,1320000,9.8092,38.1798
4089.53,-13520.5830078125,265,2298.75,265,1325000,9.9706,39.2769
3908.18,-12438.208984375,266,3431.87,266,1330000,11.7125,37.8207
3208.07,-15620.33203125,267,2070.71,267,1335000,9.8255,39.1368
4220.04,-12374.40625,268,3229.17,268,1340000,11.0414,37.9088
3875.77,-14048.96875,269,2962.34,269,1345000,9.2924,39.0718
4123.54,-15486.1005859375,270,2919.81,270,1350000,9.8595,39.5596
4134.39,-13698.5146484375,271,2494.53,271,1355000,10.6168,38.2756
4142.4,-13380.3671875,272,2833.32,272,1360000,9.3734,37.1705
3763.53,-16042.189453125,273,2993.3,273,1365000,9.4707,39.883
4090.16,-15493.68359375,274,3585.39,274,1370000,9.5684,37.9114
3788.79,-17767.966796875,275,2867.49,275,1375000,10.8116,40.1439
3989.68,-14915.7763671875,276,3240.97,276,1380000,9.9963,38.599
4080.93,-14148.8935546875,277,3242.0,277,1385000,10.6729,37.1351
4244.56,-13837.580078125,278,3052.4,278,1390000,9.4221,38.3036
3913.88,-13574.474609375,279,2818.79,279,1395000,10.9705,38.3786
4008.85,-17140.6953125,280,3243.95,280,1400000,10.1126,39.5662
3882.07,-14309.7255859375,281,3536.73,281,1405000,10.4556,38.304
3976.95,-17041.697265625,282,2678.22,282,1410000,9.5624,39.8665
3785.19,-13502.533203125,283,3361.94,283,1415000,11.7249,38.6878
4047.34,-17523.35546875,284,3151.76,284,1420000,10.7661,40.3957
4014.63,-16023.0966796875,285,2731.98,285,1425000,10.6327,39.0897
4231.67,-16873.251953125,286,3166.8,286,1430000,11.2821,38.8087
4070.45,-16139.1083984375,287,3370.96,287,1435000,11.0293,38.5414
4196.7,-16039.1953125,288,2994.28,288,1440000,10.0654,38.2685
4207.93,-17126.505859375,289,2865.58,289,1445000,10.5903,39.3376
3953.77,-18557.57421875,290,3451.08,290,1450000,10.0956,39.9033
3788.85,-14464.2900390625,291,3080.43,291,1455000,10.8902,37.0862
4056.65,-19254.8203125,292,3211.93,292,1460000,9.9914,39.7476
4118.58,-15292.7255859375,293,2687.6,293,1465000,11.1687,37.4224
4033.44,-17056.669921875,294,3470.38,294,1470000,10.646,38.343
4282.11,-18451.119140625,295,2840.27,295,1475000,9.8557,38.4007
4045.04,-17029.880859375,296,3212.98,296,1480000,10.7605,38.355
4134.46,-16217.9267578125,297,3176.22,297,1485000,11.2364,37.8462
4153.7,-17719.650390625,298,2860.96,298,1490000,9.3898,38.5131
4128.93,-16179.0546875,299,2638.85,299,1495000,11.4194,37.6788
4070.83,-17151.021484375,300,3390.69,300,1500000,10.8702,37.951
4280.9,-18012.783203125,301,3299.07,301,1505000,10.4662,38.7679
3982.37,-17768.654296875,302,3204.2,302,1510000,9.7656,38.7694
4321.48,-19370.87109375,303,2877.67,303,1515000,9.5828,39.3798
4291.32,-17823.93359375,304,2838.82,304,1520000,9.3926,38.2823
4168.7,-16267.4150390625,305,3506.46,305,1525000,11.8193,37.8062
4163.02,-18098.37890625,306,2882.96,306,1530000,11.0197,39.1218
3828.63,-16077.1279296875,307,3253.05,307,1535000,11.3541,37.5941
4071.41,-16783.705078125,308,3173.41,308,1540000,9.3596,36.8547
3627.87,-17466.951171875,309,3075.8,309,1545000,10.4107,37.9432
4150.12,-20516.48046875,310,3020.14,310,1550000,10.371,38.7673
3884.44,-18213.9609375,311,2993.87,311,1555000,9.3234,36.9947
4348.77,-17155.548828125,312,3011.17,312,1560000,10.6399,37.7815
4289.19,-18711.33984375,313,3326.23,313,1565000,10.6651,37.7591
4039.54,-19337.228515625,314,3134.72,314,1570000,9.7229,37.9397
3958.99,-19665.646484375,315,2662.02,315,1575000,9.588,37.546
4198.66,-19140.78515625,316,3073.48,316,1580000,10.3308,37.603
4116.32,-18622.115234375,317,2970.83,317,1585000,9.5205,36.1666
4316.0,-18648.916015625,318,3014.03,318,1590000,9.5306,37.3538
4259.31,-18265.859375,319,3189.25,319,1595000,9.7774,37.0423
4069.69,-21289.830078125,320,2913.9,320,1600000,9.443,38.5586
3717.61,-19664.97265625,321,2916.51,321,1605000,9.157,37.4
3467.09,-24065.5,322,2777.07,322,1610000,9.9469,39.7556
4124.78,-18061.099609375,323,2937.66,323,1615000,10.5969,37.2773
4034.79,-22677.84375,324,3342.96,324,1620000,10.1913,40.6423
4197.87,-25794.65625,325,3323.09,325,1625000,11.9376,41.9269
3552.99,-23876.6484375,326,2842.91,326,1630000,10.1446,40.347
4397.91,-20428.689453125,327,1863.42,327,1635000,10.6511,38.164
4026.22,-22273.91015625,328,2460.31,328,1640000,9.5522,37.6333
4295.15,-23759.93359375,329,2829.41,329,1645000,10.6158,40.5055
3548.82,-19695.556640625,330,3298.33,330,1650000,10.0462,37.6272
4188.88,-19564.109375,331,3035.21,331,1655000,9.1537,37.2414
4294.86,-20787.369140625,332,2674.4,332,1660000,9.5469,37.2692
4024.17,-19899.345703125,333,2954.49,333,1665000,10.3801,37.4476
4159.37,-25849.603515625,334,2745.24,334,1670000,10.1109,40.6683
4082.43,-23011.89453125,335,2280.49,335,1675000,9.6969,37.9656
4144.07,-25298.427734375,336,3080.48,336,1680000,9.7081,39.8261
3676.34,-24364.490234375,337,3115.41,337,1685000,9.8977,39.2754
4115.15,-21072.62109375,338,3212.29,338,1690000,10.6757,37.7642
3878.98,-21393.7421875,339,2865.55,339,1695000,10.469,38.1338
3725.23,-20910.62109375,340,2907.72,340,1700000,9.3555,37.5771
4372.22,-23344.73046875,341,2820.25,341,1705000,9.5265,38.1732
3937.51,-24187.90625,342,2610.52,342,1710000,9.6659,39.5402
4015.68,-22077.228515625,343,2802.57,343,1715000,9.1032,38.2436
4210.56,-20372.70703125,344,3282.1,344,1720000,9.0343,36.4078
4092.21,-21004.900390625,345,3299.86,345,1725000,10.473,37.0703
3827.22,-20554.158203125,346,2707.26,346,1730000,9.4895,35.5924
3598.3,-27196.576171875,347,2634.98,347,1735000,9.1743,40.0103
4003.49,-22452.8046875,348,2576.19,348,1740000,9.4637,38.1883
3832.89,-28737.57421875,349,2588.89,349,1745000,10.1985,41.892
4178.6,-22910.908203125,350,3210.05,350,1750000,9.8213,38.3586
4177.84,-24531.80859375,351,3142.52,351,1755000,9.333,38.1495
3944.28,-24767.9296875,352,2853.53,352,1760000,9.4863,39.1729
4118.98,-26430.41796875,353,2094.06,353,1765000,8.8544,39.4925
4123.32,-21077.4296875,354,3023.78,354,1770000,9.2525,36.6322
4204.79,-23880.919921875,355,3258.34,355,1775000,9.6203,38.2121
3841.33,-25822.666015625,356,2843.25,356,1780000,9.6813,37.7901
4011.44,-25060.361328125,357,2741.81,357,1785000,8.6837,39.1187
3642.33,-29747.5625,358,2393.38,358,1790000,9.6735,41.0614
3951.94,-21576.53125,359,2796.02,359,1795000,8.8392,35.491
4150.68,-26418.92578125,360,3126.64,360,1800000,9.4875,38.9405
3690.8,-26058.359375,361,3337.43,361,1805000,9.5165,39.1915
3899.13,-22474.2890625,362,3024.01,362,1810000,9.5758,37.432
4270.43,-22535.5234375,363,2639.26,363,1815000,9.9578,37.6754
4153.97,-22604.078125,364,2983.71,364,1820000,10.6354,37.228
3617.04,-25939.068359375,365,3035.25,365,1825000,10.5397,39.0401
4152.37,-28958.478515625,366,2570.55,366,1830000,10.4652,40.6031
3923.06,-23664.8515625,367,2958.8,367,1835000,9.8919,38.2293
4294.36,-25443.93359375,368,2950.49,368,1840000,10.0847,37.9885
3721.25,-27741.201171875,369,2759.24,369,1845000,9.1398,39.2113
3673.98,-29264.70703125,370,3297.87,370,1850000,10.7277,39.8989
3821.29,-24514.16015625,371,2922.29,371,1855000,10.8627,38.1338
4038.67,-26643.08203125,372,3172.61,372,1860000,9.9481,38.9121
4057.42,-26944.484375,373,3099.04,373,1865000,10.1994,39.0545
3714.68,-27450.8359375,374,3351.15,374,1870000,10.154,38.7083
3852.35,-24378.90625,375,2927.77,375,1875000,11.2185,36.3372
4117.77,-29344.765625,376,3310.44,376,1880000,9.6468,39.6849
4118.3,-26922.0625,377,3618.32,377,1885000,11.4612,37.9118
4212.93,-25604.37890625,378,3455.56,378,1890000,10.2002,37.732
3888.84,-24647.826171875,379,3421.9,379,1895000,11.3431,37.4613
4131.49,-28335.69921875,380,3246.24,380,1900000,9.654,38.2401
4028.02,-29372.556640625,381,2720.46,381,1905000,10.0528,39.651
4377.09,-27300.431640625,382,3462.69,382,1910000,9.8927,37.2172
3803.05,-27180.84765625,383,2968.79,383,1915000,10.1135,38.3441
4097.93,-26840.4140625,384,3221.3,384,1920000,10.4007,38.2047
4010.2,-27252.060546875,385,3391.07,385,1925000,9.4103,38.6026
3615.94,-26941.806640625,386,2665.92,386,1930000,9.688,38.2536
4167.42,-29071.912109375,387,2975.34,387,1935000,9.169,38.6362
4362.72,-31018.974609375,388,2901.91,388,1940000,9.465,39.7039
4099.55,-26861.08203125,389,3191.2,389,1945000,8.8299,37.1774
