Real Sto Return,Running Env Steps,Running Update Time,Itration,Reward Loss,Real Det Return,Running Forward KL,Running Reverse KL
1674.43,275000,55,55,-8846.384765625,2050.96,157.1731,15.7985
1699.14,280000,56,56,-8977.2138671875,2012.2,157.1044,15.7955
1725.75,285000,57,57,-9042.91015625,2107.63,157.1636,16.0311
1755.87,290000,58,58,-9296.6669921875,2123.02,157.0958,16.2091
1744.38,295000,59,59,-9612.849609375,2117.71,157.005,15.9648
1754.06,300000,60,60,-9699.42578125,2120.15,156.949,15.8258
1774.78,305000,61,61,-9932.4130859375,2132.3,156.9971,16.0292
1708.88,310000,62,62,-10182.51171875,2024.71,157.0443,15.7177
1765.25,315000,63,63,-10381.0859375,2169.34,156.8111,16.1596
1732.16,320000,64,64,-10564.97265625,2068.16,156.9173,15.874
1716.91,325000,65,65,-10734.5791015625,2111.95,157.0756,15.7255
1774.62,330000,66,66,-11029.3349609375,2127.17,157.0356,15.9306
1707.83,335000,67,67,-11155.15234375,2084.85,156.7645,15.5399
1806.89,340000,68,68,-11385.7744140625,2167.92,156.8225,16.0756
1782.38,345000,69,69,-11564.4453125,2153.93,156.9389,15.9088
1778.03,350000,70,70,-11901.0263671875,2118.16,157.1401,15.7234
1750.92,355000,71,71,-12074.541015625,2035.58,156.9913,15.7622
1784.04,360000,72,72,-12239.8525390625,2135.19,156.928,15.9475
1760.75,365000,73,73,-12551.96484375,2128.12,157.049,15.7242
1767.24,370000,74,74,-12754.212890625,2115.3,157.0671,15.5988
1838.21,375000,75,75,-12916.814453125,2167.04,156.9118,16.1195
1803.03,380000,76,76,-13088.40234375,2177.11,156.9868,15.9887
1822.66,385000,77,77,-13329.7568359375,2175.65,156.9965,16.0263
1801.85,390000,78,78,-13564.103515625,2154.73,156.8388,15.846
1802.76,395000,79,79,-13812.390625,2157.19,157.0098,15.9931
1758.89,400000,80,80,-13981.7685546875,2090.51,156.8087,15.3194
1804.6,405000,81,81,-14280.953125,2115.75,156.9088,15.7703
1792.86,410000,82,82,-14524.1943359375,2191.67,156.8684,15.8995
1808.31,415000,83,83,-14616.2958984375,2156.42,156.7358,15.6375
1776.91,420000,84,84,-14872.0234375,2155.16,156.815,15.8119
1788.1,425000,85,85,-15077.6103515625,2136.08,156.6469,15.6288
1794.37,430000,86,86,-15364.4365234375,2123.2,156.8655,15.7864
1835.0,435000,87,87,-15563.7255859375,2175.59,156.9597,16.0389
1817.2,440000,88,88,-15843.3330078125,2193.86,156.9739,15.8921
1819.6,445000,89,89,-16011.3232421875,2163.38,156.9042,15.7577
1802.24,450000,90,90,-16309.75,2170.03,157.052,15.9243
1818.89,455000,91,91,-16541.32421875,2192.22,157.0713,16.0834
1785.31,460000,92,92,-16642.5390625,2171.78,156.8453,15.6546
1841.82,465000,93,93,-17004.5,2201.53,157.0423,16.1404
1785.2,470000,94,94,-17251.619140625,2124.0,156.8956,15.622
1818.97,475000,95,95,-17454.78125,2184.25,156.8347,15.695
1804.04,480000,96,96,-17689.4765625,2172.79,156.9269,15.7236
1821.7,485000,97,97,-17936.857421875,2166.57,157.1323,15.9535
1812.48,490000,98,98,-18095.4921875,2154.65,156.775,15.4026
1831.99,495000,99,99,-18266.498046875,2196.74,156.8584,15.839
1853.34,500000,100,100,-18459.248046875,2181.82,156.6781,15.5279
1821.49,505000,101,101,-18877.677734375,2189.69,156.8049,15.785
1827.63,510000,102,102,-18990.609375,2217.22,156.7327,15.7509
1829.93,515000,103,103,-19242.013671875,2164.14,157.1076,15.8841
1857.67,520000,104,104,-19521.63671875,2194.77,156.7199,15.9069
1821.72,525000,105,105,-19901.71875,2114.08,156.8228,15.6916
1818.65,530000,106,106,-20098.609375,2148.49,156.9703,15.7106
1835.15,535000,107,107,-20227.76171875,2183.63,156.9253,15.7229
1877.07,540000,108,108,-20329.421875,2229.58,156.7168,15.8706
1826.88,545000,109,109,-20618.5625,2166.39,156.7512,15.3067
1796.88,550000,110,110,-20936.39453125,2161.69,156.8025,15.4819
1836.18,555000,111,111,-21193.77734375,2163.55,156.7221,15.6026
1842.7,560000,112,112,-21426.0,2204.6,156.917,15.6506
1863.83,565000,113,113,-21522.912109375,2251.64,156.8116,15.5241
1839.67,570000,114,114,-21884.09375,2172.84,156.7308,15.4489
1860.38,575000,115,115,-22070.9921875,2239.36,156.6919,15.6332
1811.28,580000,116,116,-22459.095703125,2196.14,157.0112,15.609
1854.17,585000,117,117,-22763.70703125,2227.25,156.7901,15.6779
1869.91,590000,118,118,-22750.48828125,2203.75,156.677,15.4324
1843.28,595000,119,119,-23131.935546875,2170.28,156.8664,15.386
1850.21,600000,120,120,-23269.482421875,2183.58,156.7408,15.6052
1841.21,605000,121,121,-23477.73828125,2229.35,156.709,15.4926
1877.14,610000,122,122,-23551.978515625,2252.81,156.6402,15.4329
1868.18,615000,123,123,-23799.97265625,2205.86,156.899,15.625
1856.7,620000,124,124,-24129.55078125,2203.04,156.8528,15.3923
1803.48,625000,125,125,-24257.0625,2151.88,156.9915,15.4011
1874.45,630000,126,126,-24487.67578125,2244.06,156.9033,15.8221
1830.55,635000,127,127,-24656.61328125,2161.9,156.9198,15.3509
1876.84,640000,128,128,-24855.53515625,2248.73,156.784,15.767
1838.13,645000,129,129,-25103.724609375,2194.82,156.722,15.2475
1853.71,650000,130,130,-25232.28125,2179.95,156.8869,15.6009
1869.65,655000,131,131,-25415.85546875,2201.05,156.8558,15.4924
1865.05,660000,132,132,-25780.9140625,2167.0,156.9454,15.7622
1831.33,665000,133,133,-25840.359375,2153.95,156.7211,15.4264
1880.53,670000,134,134,-26205.748046875,2247.96,156.7969,15.7324
1846.55,675000,135,135,-26252.94140625,2162.0,156.6741,15.4356
1806.86,680000,136,136,-26424.392578125,2142.09,156.8787,15.5149
1802.43,685000,137,137,-26724.73828125,2149.13,156.763,15.2352
1821.98,690000,138,138,-26806.734375,2150.62,156.6213,15.2614
1831.41,695000,139,139,-27049.96875,2240.8,156.8017,15.3742
1893.48,700000,140,140,-27324.82421875,2248.64,156.9499,15.8998
1860.23,705000,141,141,-27412.521484375,2212.33,156.7807,15.6803
1859.37,710000,142,142,-27670.427734375,2196.95,156.8266,15.407
1864.1,715000,143,143,-27780.72265625,2236.24,156.7848,15.4987
1925.45,720000,144,144,-28029.87109375,2268.6,156.7383,15.8776
1868.4,725000,145,145,-28336.369140625,2227.74,156.7118,15.6988
1844.03,730000,146,146,-28575.6796875,2210.86,156.7335,15.7093
1880.78,735000,147,147,-28875.24609375,2247.4,156.7359,15.9865
1865.96,740000,148,148,-29020.767578125,2222.81,156.7661,15.4507
1892.81,745000,149,149,-29246.31640625,2207.56,156.6198,15.7255
1874.23,750000,150,150,-29595.23046875,2218.06,156.5215,15.4073
1905.8,755000,151,151,-29777.37890625,2261.85,156.6987,15.7086
1893.85,760000,152,152,-29848.732421875,2218.27,156.7226,15.5391
1914.45,765000,153,153,-30073.654296875,2263.76,156.7239,15.7628
1890.52,770000,154,154,-30402.27734375,2277.3,156.7464,15.4283
1873.07,775000,155,155,-30554.455078125,2177.16,156.667,15.2898
1871.16,780000,156,156,-30878.09375,2187.68,156.948,15.4871
1876.24,785000,157,157,-31056.96484375,2213.13,156.793,15.5838
1882.75,790000,158,158,-31328.09765625,2229.35,156.8019,15.4541
1869.95,795000,159,159,-31551.173828125,2208.77,156.9956,15.4756
1897.67,800000,160,160,-31951.28515625,2224.15,157.0085,15.8032
1887.32,805000,161,161,-32012.1015625,2228.39,156.8535,15.3897
1921.44,810000,162,162,-32247.5390625,2294.05,156.7677,15.5851
1908.66,815000,163,163,-32459.0703125,2252.66,156.8777,15.7112
1918.53,820000,164,164,-32748.3125,2280.38,156.8738,15.7907
1911.19,825000,165,165,-32786.75390625,2275.17,156.8024,15.5587
1891.74,830000,166,166,-33077.69140625,2235.34,156.6835,15.2523
1894.63,835000,167,167,-33312.42578125,2219.45,156.8461,15.4608
1872.42,840000,168,168,-33536.15625,2194.97,156.7459,15.1485
1886.21,845000,169,169,-33605.8671875,2237.68,156.8504,15.2934
1888.28,850000,170,170,-33982.1015625,2215.67,156.8272,15.249
1911.24,855000,171,171,-34042.9296875,2280.72,156.5682,15.4701
1896.7,860000,172,172,-34419.38671875,2234.64,156.8062,15.4455
1869.44,865000,173,173,-34609.03125,2179.52,156.9388,15.4179
1940.32,870000,174,174,-35107.58984375,2286.67,156.8095,15.9075
1958.13,875000,175,175,-35216.6484375,2300.23,156.7853,15.6062
1890.71,880000,176,176,-35418.578125,2226.66,156.761,15.4298
1891.99,885000,177,177,-35719.10546875,2287.94,156.6773,15.592
1900.55,890000,178,178,-36142.62109375,2257.41,156.6547,15.6077
1902.63,895000,179,179,-36445.6875,2266.11,156.8362,15.8881
1876.63,900000,180,180,-36416.53515625,2223.22,156.5816,15.3869
1895.7,905000,181,181,-36974.4375,2196.68,157.0341,15.5922
1877.54,910000,182,182,-37027.73046875,2254.41,156.6037,15.3329
1915.11,915000,183,183,-37296.27734375,2287.91,156.6199,15.4868
1901.5,920000,184,184,-37498.66796875,2229.38,156.7774,15.316
1921.09,925000,185,185,-37720.234375,2264.35,156.5747,15.5213
1884.7,930000,186,186,-37871.4140625,2229.66,156.6723,15.2779
1906.21,935000,187,187,-38411.2421875,2249.62,156.8298,15.6108
1894.5,940000,188,188,-38467.4375,2235.05,156.8116,15.4444
1885.67,945000,189,189,-38810.21484375,2243.16,156.7819,15.406
1902.16,950000,190,190,-39110.0078125,2266.48,156.7812,15.6383
1899.5,955000,191,191,-39227.44921875,2234.45,156.6619,15.4331
1875.17,960000,192,192,-39403.3671875,2259.52,156.8606,15.6912
1899.55,965000,193,193,-39688.64453125,2280.77,156.6184,15.4744
1930.18,970000,194,194,-40002.31640625,2302.6,156.7845,15.6794
1920.69,975000,195,195,-40088.28125,2252.37,156.6445,15.5301
1928.54,980000,196,196,-40329.66796875,2276.68,156.8307,15.6669
1909.11,985000,197,197,-40492.734375,2224.71,156.8353,15.574
1951.01,990000,198,198,-40857.72265625,2296.29,156.7301,15.8967
1916.25,995000,199,199,-40945.0703125,2236.34,156.7671,15.5104
1903.57,1000000,200,200,-40933.01953125,2259.79,156.6981,15.3087
1914.9,1005000,201,201,-41263.6328125,2278.99,156.6781,15.3253
1891.26,1010000,202,202,-41405.45703125,2264.31,156.7468,15.317
1876.45,1015000,203,203,-41480.17578125,2259.71,156.6767,15.2572
1920.4,1020000,204,204,-41792.703125,2286.21,156.6483,15.48
1913.51,1025000,205,205,-41772.828125,2271.86,156.6353,15.3811
1910.47,1030000,206,206,-42043.98046875,2275.33,156.8017,15.4272
1902.92,1035000,207,207,-42273.13671875,2260.74,156.8638,15.4755
1930.75,1040000,208,208,-42414.88671875,2291.14,156.6822,15.4111
1919.06,1045000,209,209,-42646.62890625,2297.2,156.8331,15.4435
1907.07,1050000,210,210,-42706.3359375,2281.5,156.6274,15.2768
1910.92,1055000,211,211,-42732.9921875,2289.95,156.7206,15.3134
1908.61,1060000,212,212,-42976.640625,2281.98,156.5811,15.4166
1897.64,1065000,213,213,-43141.49609375,2266.61,156.8062,15.3223
1915.01,1070000,214,214,-43268.2890625,2285.41,156.7047,15.4617
1913.8,1075000,215,215,-43346.3359375,2258.66,156.5992,15.2037
1938.94,1080000,216,216,-43594.18359375,2273.07,156.7752,15.5633
1934.83,1085000,217,217,-43695.9453125,2279.55,156.7077,15.4673
1908.92,1090000,218,218,-43861.55078125,2281.4,156.6538,15.413
1937.53,1095000,219,219,-44120.81640625,2310.83,156.5557,15.4383
1927.52,1100000,220,220,-44258.0703125,2266.63,156.9129,15.6448
1939.99,1105000,221,221,-44275.90234375,2316.59,156.9049,15.549
1925.91,1110000,222,222,-44400.3359375,2306.82,156.6318,15.452
1907.35,1115000,223,223,-44577.14453125,2274.41,156.7426,15.3241
1923.0,1120000,224,224,-44690.37890625,2315.44,156.8216,15.3276
1921.5,1125000,225,225,-44839.87890625,2312.85,156.8359,15.3461
1920.0,1130000,226,226,-45149.3203125,2297.34,156.7202,15.4052
1938.53,1135000,227,227,-45067.70703125,2293.11,156.7531,15.1612
1918.81,1140000,228,228,-45344.2578125,2306.57,156.6959,15.4408
1913.65,1145000,229,229,-45383.515625,2296.05,156.9051,15.2243
1923.35,1150000,230,230,-45420.51171875,2275.47,156.8181,15.4125
1919.38,1155000,231,231,-45677.1796875,2287.38,156.8538,15.3519
1903.78,1160000,232,232,-45806.06640625,2287.19,156.6424,15.4793
1927.49,1165000,233,233,-45973.26171875,2306.71,156.6509,15.3645
1914.84,1170000,234,234,-46101.359375,2286.43,156.7932,15.5055
1925.52,1175000,235,235,-46190.1953125,2298.03,156.5926,15.4255
1940.49,1180000,236,236,-46261.94921875,2301.71,156.5383,15.5013
1929.11,1185000,237,237,-46434.609375,2281.76,156.8129,15.3777
1929.26,1190000,238,238,-46424.921875,2276.16,156.733,15.5138
1886.1,1195000,239,239,-46764.8203125,2246.14,156.825,15.3172
1897.59,1200000,240,240,-46632.09765625,2245.68,156.8976,15.3958
1897.09,1205000,241,241,-46848.70703125,2246.33,156.6639,15.1953
1928.12,1210000,242,242,-47026.29296875,2280.84,156.6035,15.1992
1917.09,1215000,243,243,-47194.83984375,2281.42,156.8267,15.2518
1900.55,1220000,244,244,-47195.50390625,2264.07,156.6556,15.3241
1919.77,1225000,245,245,-47442.3984375,2281.54,156.7009,15.3964
1919.48,1230000,246,246,-47521.9609375,2288.29,156.7228,15.3261
1913.26,1235000,247,247,-47710.265625,2287.87,156.708,15.257
1919.28,1240000,248,248,-47649.6875,2275.74,156.7261,15.1446
1928.89,1245000,249,249,-47807.078125,2309.9,156.7787,15.3036
1938.83,1250000,250,250,-47916.3671875,2306.46,156.5355,15.3954
1902.56,1255000,251,251,-47973.1875,2281.05,156.7289,15.3154
1927.85,1260000,252,252,-48202.90625,2264.46,156.7578,15.2759
1919.96,1265000,253,253,-48263.74609375,2290.78,156.669,15.2007
1916.88,1270000,254,254,-48385.09765625,2277.47,156.7078,15.3055
1923.64,1275000,255,255,-48498.7421875,2286.98,156.6859,15.3074
1922.0,1280000,256,256,-48713.2734375,2284.48,156.5879,15.217
1923.13,1285000,257,257,-48892.23046875,2301.85,156.6873,15.4589
1936.22,1290000,258,258,-48983.55078125,2301.66,156.7246,15.4977
1926.91,1295000,259,259,-49050.73828125,2286.1,156.6029,15.1591
1958.28,1300000,260,260,-49317.18359375,2312.84,156.8043,15.4114
1916.53,1305000,261,261,-49401.3984375,2270.99,156.7421,15.365
1935.13,1310000,262,262,-49298.0,2302.81,156.6765,15.4652
1956.12,1315000,263,263,-49611.9609375,2306.2,156.5414,15.3734
1918.9,1320000,264,264,-49602.80859375,2294.6,156.6368,15.3351
1922.76,1325000,265,265,-49680.03515625,2275.68,156.5366,15.2149
1923.67,1330000,266,266,-49803.9453125,2286.47,156.5521,15.2523
1943.04,1335000,267,267,-50190.3984375,2302.27,156.7058,15.4831
1940.8,1340000,268,268,-50219.90234375,2272.06,156.6157,15.2247
1904.09,1345000,269,269,-50310.30078125,2292.13,156.7405,15.3799
1936.95,1350000,270,270,-50339.3828125,2312.03,156.5831,15.3882
1939.96,1355000,271,271,-50392.0234375,2315.27,156.7404,15.3328
1918.71,1360000,272,272,-50499.55078125,2300.11,156.5166,15.1059
1918.37,1365000,273,273,-50739.22265625,2311.9,156.6254,15.1486
1934.47,1370000,274,274,-50758.5546875,2294.31,156.6219,15.2707
1945.63,1375000,275,275,-50958.4921875,2293.89,156.7716,15.2927
1950.18,1380000,276,276,-50956.01171875,2306.64,156.6893,15.3792
1941.84,1385000,277,277,-51170.48046875,2285.52,156.5747,15.1949
1935.98,1390000,278,278,-51192.75390625,2302.29,156.6784,15.2258
1932.28,1395000,279,279,-51247.1640625,2290.28,156.588,15.1501
1919.46,1400000,280,280,-51460.51171875,2297.77,156.6903,15.3933
1919.61,1405000,281,281,-51533.45703125,2290.66,156.6564,15.2715
1934.83,1410000,282,282,-51567.0546875,2283.45,156.7297,15.1014
1938.55,1415000,283,283,-51787.921875,2305.29,156.6721,15.2696
1951.0,1420000,284,284,-51950.7890625,2317.85,156.5785,15.2073
1942.57,1425000,285,285,-51879.31640625,2298.14,156.6072,15.0609
1946.03,1430000,286,286,-52258.921875,2322.54,156.7069,15.2395
1929.15,1435000,287,287,-52117.12890625,2296.94,156.5474,15.0273
1949.42,1440000,288,288,-52175.1953125,2283.85,156.5004,15.0529
1935.69,1445000,289,289,-52309.31640625,2296.15,156.7234,15.1584
1939.14,1450000,290,290,-52480.96875,2297.23,156.6305,15.1819
1944.08,1455000,291,291,-52577.46484375,2294.27,156.5681,15.1207
1952.65,1460000,292,292,-52815.33984375,2327.51,156.6106,15.3863
1924.72,1465000,293,293,-52725.51953125,2278.13,156.7339,15.1374
1957.83,1470000,294,294,-52980.07421875,2294.31,156.6881,15.1322
1944.45,1475000,295,295,-52853.77734375,2290.55,156.6773,15.1051
1957.3,1480000,296,296,-52973.78515625,2320.33,156.5791,15.1066
1943.19,1485000,297,297,-53419.94140625,2319.19,156.6518,15.2247
1944.66,1490000,298,298,-53462.2578125,2313.38,156.7927,15.1702
1928.93,1495000,299,299,-53425.30859375,2286.18,156.6476,15.0669
1926.21,1500000,300,300,-53471.9921875,2301.59,156.7079,15.1114
1937.41,1505000,301,301,-53489.4375,2286.19,156.6711,15.0454
1929.44,1510000,302,302,-53668.85546875,2297.12,156.5608,15.1024
1933.78,1515000,303,303,-53755.61328125,2321.18,156.7217,15.0761
1934.23,1520000,304,304,-54012.890625,2318.34,156.5859,15.0769
1930.03,1525000,305,305,-53751.0078125,2310.88,156.6445,15.008
1924.72,1530000,306,306,-53863.453125,2270.23,156.5913,15.0358
1925.21,1535000,307,307,-54216.14453125,2299.84,156.5238,15.2
1901.13,1540000,308,308,-54261.65234375,2291.31,156.6758,14.9856
1932.58,1545000,309,309,-54327.6484375,2294.89,156.6552,15.2177
1909.52,1550000,310,310,-54382.37109375,2277.55,156.5484,15.2877
1920.18,1555000,311,311,-54781.75390625,2300.73,156.6847,15.2552
1935.47,1560000,312,312,-54778.05859375,2300.92,156.4847,15.159
1934.32,1565000,313,313,-54709.20703125,2308.54,156.572,15.1428
1941.71,1570000,314,314,-54849.48828125,2318.75,156.5427,15.1778
1944.21,1575000,315,315,-54982.3203125,2295.05,156.695,15.3114
1914.27,1580000,316,316,-55106.7578125,2303.78,156.6472,15.0256
1916.38,1585000,317,317,-55163.5546875,2285.86,156.7107,15.0583
1951.79,1590000,318,318,-55310.7421875,2307.08,156.4832,15.2588
1909.01,1595000,319,319,-55584.37890625,2297.94,156.6801,15.1293
1942.56,1600000,320,320,-55438.61328125,2327.91,156.6005,15.1765
1941.98,1605000,321,321,-55786.98828125,2312.47,156.5106,15.3189
1911.77,1610000,322,322,-55692.3515625,2288.78,156.6259,15.3602
1938.67,1615000,323,323,-55874.609375,2301.75,156.6126,15.1262
1923.21,1620000,324,324,-55767.0234375,2303.63,156.5677,15.0365
1952.28,1625000,325,325,-55900.84765625,2312.84,156.6517,15.0933
1940.57,1630000,326,326,-56121.02734375,2300.1,156.6839,15.1077
1923.5,1635000,327,327,-56154.10546875,2290.75,156.6759,15.247
1944.11,1640000,328,328,-56147.38671875,2317.93,156.7003,15.2565
1923.98,1645000,329,329,-56257.484375,2308.64,156.5583,15.0264
1935.98,1650000,330,330,-56380.07421875,2305.53,156.6189,15.0881
1945.27,1655000,331,331,-56439.01953125,2265.17,156.6515,15.0774
1941.06,1660000,332,332,-56628.23828125,2304.84,156.6046,15.029
1954.84,1665000,333,333,-56570.45703125,2307.59,156.5804,15.0778
1957.93,1670000,334,334,-56798.85546875,2322.37,156.568,15.2487
1961.67,1675000,335,335,-56872.5390625,2298.02,156.6755,15.3397
1945.04,1680000,336,336,-57183.76953125,2305.66,156.6195,15.1734
1960.11,1685000,337,337,-57137.40234375,2316.81,156.5982,15.2664
1966.88,1690000,338,338,-57220.0234375,2301.26,156.6041,15.2471
1944.19,1695000,339,339,-57236.79296875,2331.65,156.684,15.1605
1969.26,1700000,340,340,-57252.171875,2315.34,156.5571,15.3427
1943.84,1705000,341,341,-57392.3515625,2305.16,156.7316,15.1867
1940.21,1710000,342,342,-57563.4765625,2313.5,156.7245,15.116
1943.41,1715000,343,343,-57732.8046875,2309.07,156.7339,15.3005
1958.17,1720000,344,344,-57674.3359375,2322.62,156.5497,15.1978
1952.49,1725000,345,345,-57784.3046875,2323.06,156.7571,15.4441
1953.58,1730000,346,346,-57955.84765625,2325.23,156.6334,15.2095
1956.17,1735000,347,347,-58055.15625,2322.17,156.7106,15.3548
1944.86,1740000,348,348,-58029.72265625,2322.58,156.7342,15.4091
1959.52,1745000,349,349,-58385.40625,2335.6,156.6838,15.4491
1978.55,1750000,350,350,-58370.94140625,2347.73,156.7759,15.3874
1956.31,1755000,351,351,-58622.3515625,2310.3,156.7337,15.3632
1971.76,1760000,352,352,-58640.4765625,2349.83,156.7477,15.3368
1974.8,1765000,353,353,-58737.81640625,2347.9,156.6274,15.3819
1973.3,1770000,354,354,-58751.0546875,2365.08,156.692,15.4715
1966.75,1775000,355,355,-59079.69140625,2351.19,156.6846,15.4633
1989.67,1780000,356,356,-59124.17578125,2368.24,156.6075,15.3789
1977.96,1785000,357,357,-59141.62890625,2363.38,156.6043,15.4291
1974.68,1790000,358,358,-59430.2890625,2364.03,156.6295,15.4098
1973.09,1795000,359,359,-59546.640625,2349.64,156.6762,15.4859
1972.84,1800000,360,360,-59317.078125,2348.91,156.6567,15.3361
1985.86,1805000,361,361,-59362.44921875,2344.69,156.5639,15.3044
1980.3,1810000,362,362,-59499.80859375,2360.69,156.6266,15.2177
1976.73,1815000,363,363,-59865.4921875,2347.49,156.6764,15.2509
1958.49,1820000,364,364,-59561.20703125,2343.07,156.7147,15.178
1986.3,1825000,365,365,-59679.2578125,2338.17,156.6253,15.21
2000.21,1830000,366,366,-59950.05859375,2364.07,156.652,15.3756
1960.24,1835000,367,367,-60047.29296875,2329.14,156.6236,15.1799
1990.5,1840000,368,368,-60065.4921875,2371.08,156.6174,15.4274
1965.02,1845000,369,369,-60190.921875,2348.3,156.5665,15.3897
1980.11,1850000,370,370,-60313.1953125,2349.73,156.5423,15.1929
1983.81,1855000,371,371,-60258.0625,2358.4,156.6269,15.2223
1968.41,1860000,372,372,-60435.6953125,2360.09,156.6239,15.2468
1992.14,1865000,373,373,-60560.7421875,2359.03,156.5165,15.158
1980.89,1870000,374,374,-60793.78515625,2360.61,156.5046,15.3147
1962.19,1875000,375,375,-60682.21484375,2322.95,156.6451,15.3219
1982.89,1880000,376,376,-60870.8203125,2358.78,156.6999,15.3558
1985.89,1885000,377,377,-60787.34765625,2352.65,156.674,15.27
1979.58,1890000,378,378,-60896.984375,2349.61,156.6793,15.3245
1976.96,1895000,379,379,-61142.6953125,2330.94,156.4966,15.4328
1987.74,1900000,380,380,-61012.34375,2349.54,156.7165,15.3468
1985.5,1905000,381,381,-61241.86328125,2345.09,156.5251,15.2212
1955.94,1910000,382,382,-61174.80078125,2332.08,156.7075,15.3292
1970.49,1915000,383,383,-61514.703125,2326.16,156.6751,15.1015
1965.76,1920000,384,384,-61423.72265625,2315.43,156.6362,15.1373
1951.69,1925000,385,385,-61526.765625,2320.63,156.5329,15.1627
1987.32,1930000,386,386,-61863.390625,2358.41,156.617,15.3096
1979.48,1935000,387,387,-62112.07421875,2370.61,156.5739,15.3051
1988.99,1940000,388,388,-62085.58984375,2359.54,156.6555,15.2237
1983.47,1945000,389,389,-62171.51171875,2350.38,156.5136,15.2943
1983.16,1950000,390,390,-62268.51171875,2359.81,156.6092,15.2461
1983.07,1955000,391,391,-62266.04296875,2360.54,156.5862,15.1321
1976.26,1960000,392,392,-62432.94140625,2349.0,156.5555,15.1311
1971.41,1965000,393,393,-62477.3046875,2343.87,156.5987,15.1746
