Running Env Steps,Real Det Return,Real Sto Return,Itration,Reward Loss,Running Forward KL,Running Update Time,Running Reverse KL
520000,4857.42,4110.33,104,-793.46533203125,68.7758,104,55.3423
525000,3486.53,3618.92,105,-856.7783813476562,64.1199,105,41.4294
530000,4981.27,4525.56,106,-818.0028076171875,73.3528,106,60.363
535000,4416.81,3329.59,107,-828.8351440429688,66.9709,107,55.2708
540000,4760.66,4398.64,108,-867.9923095703125,71.1865,108,60.9386
545000,3086.5,2738.4,109,-908.8214111328125,65.0116,109,46.9618
550000,4656.12,4357.28,110,-943.7459716796875,64.4065,110,43.9491
555000,4393.95,4222.05,111,-937.1920776367188,67.7811,111,52.5144
560000,4874.39,3915.11,112,-927.8975830078125,70.5682,112,56.736
565000,5216.41,4822.6,113,-978.2763061523438,71.8076,113,59.4727
570000,4269.22,4117.58,114,-994.390625,70.8926,114,62.4093
575000,4743.02,2936.22,115,-998.8536987304688,69.9444,115,62.1662
580000,4785.73,4779.8,116,-1045.4776611328125,68.1461,116,53.2775
585000,4886.14,4212.12,117,-1036.72314453125,69.1128,117,59.2913
590000,5247.05,4852.86,118,-1039.73828125,75.117,118,64.9394
595000,3327.39,3662.86,119,-1078.17041015625,65.3683,119,45.9572
600000,5408.49,4493.28,120,-1078.217041015625,71.2425,120,60.6424
605000,5163.83,4526.51,121,-1108.2857666015625,72.213,121,59.2663
610000,4696.38,4396.31,122,-1145.52734375,68.3025,122,57.5623
615000,4645.27,4379.2,123,-1130.32373046875,72.4132,123,61.8574
620000,4843.79,3257.54,124,-1184.9197998046875,69.2039,124,59.9647
625000,4982.92,4218.9,125,-1184.823974609375,67.3716,125,53.1956
630000,4743.35,4241.38,126,-1213.3876953125,67.3722,126,56.5802
635000,4522.71,4302.32,127,-1223.6209716796875,75.388,127,65.2352
640000,4973.26,4591.03,128,-1271.7232666015625,74.0422,128,65.21
645000,5023.02,5097.92,129,-1264.8243408203125,67.1982,129,54.2653
650000,4093.48,3499.32,130,-1303.485107421875,69.4322,130,59.1754
655000,3146.31,2736.67,131,-1370.266357421875,72.3578,131,69.4831
660000,4984.35,4599.07,132,-1328.400390625,67.4078,132,58.767
665000,4219.9,3591.38,133,-1404.1431884765625,68.4435,133,50.8872
670000,5209.24,4320.92,134,-1499.12646484375,77.5399,134,77.0383
675000,4510.86,4112.71,135,-1447.9600830078125,71.9009,135,65.8392
680000,5132.37,4312.31,136,-1481.92431640625,74.8218,136,67.9461
685000,4686.69,4069.42,137,-1517.9296875,70.4911,137,64.4336
690000,5289.45,4996.68,138,-1563.1461181640625,75.4301,138,67.716
695000,4819.71,4450.65,139,-1530.8155517578125,68.5994,139,60.2653
700000,5453.07,4909.17,140,-1573.2999267578125,75.7383,140,68.7363
705000,5360.16,5071.38,141,-1616.7872314453125,75.0185,141,70.5426
710000,4879.68,4520.63,142,-1630.2945556640625,75.7348,142,67.1072
715000,5163.49,4782.38,143,-1706.67626953125,76.4337,143,74.4932
720000,4717.16,4558.77,144,-1697.3319091796875,74.8111,144,67.1421
725000,5293.32,4457.06,145,-1700.247802734375,69.5219,145,63.6218
730000,5270.73,4510.45,146,-1769.7021484375,76.9588,146,69.0826
735000,4613.56,5011.13,147,-1750.95556640625,69.5247,147,60.0102
740000,4103.07,4644.99,148,-1765.888671875,69.8887,148,61.2296
745000,5192.04,3765.54,149,-1830.3231201171875,76.8405,149,66.9299
750000,4594.99,4474.44,150,-1831.29931640625,75.7186,150,66.4941
755000,4904.49,4489.57,151,-1906.2862548828125,74.0762,151,67.3542
760000,4776.49,4745.16,152,-1887.6146240234375,68.325,152,57.5271
765000,4964.26,4460.62,153,-1896.2188720703125,69.6131,153,57.9898
770000,5323.13,4336.19,154,-2009.49951171875,76.0218,154,70.9692
775000,4942.07,5035.17,155,-2012.48974609375,71.4535,155,65.8283
780000,5555.31,4686.59,156,-2072.99169921875,75.9616,156,68.6675
785000,4246.59,4562.46,157,-2092.779052734375,76.7294,157,67.6628
790000,4988.19,4675.75,158,-2100.17724609375,75.824,158,68.638
795000,5421.17,5049.61,159,-2187.430419921875,75.2778,159,68.9477
800000,5594.58,4878.46,160,-2137.802978515625,72.6513,160,65.2742
805000,5547.22,4856.41,161,-2247.222412109375,76.1,161,68.1938
810000,4616.03,4481.15,162,-2291.826416015625,76.9493,162,66.8247
815000,5617.28,5228.49,163,-2236.279052734375,69.4755,163,60.775
820000,4829.09,4498.88,164,-2306.234375,75.7743,164,68.5019
825000,5158.31,4514.54,165,-2368.494384765625,72.1938,165,61.7222
830000,5508.55,5111.37,166,-2437.840087890625,76.8175,166,68.1256
835000,5420.07,5251.33,167,-2420.946044921875,76.032,167,68.3905
840000,5573.35,4594.59,168,-2451.158935546875,77.5883,168,68.9364
845000,4665.14,4747.12,169,-2502.980224609375,76.3928,169,68.6967
850000,5071.19,4853.24,170,-2506.76806640625,74.6167,170,70.1915
855000,4995.3,5053.53,171,-2572.39404296875,76.788,171,70.4503
860000,5309.47,4793.49,172,-2659.78759765625,74.0362,172,69.6614
865000,5565.98,5032.2,173,-2680.33349609375,70.8972,173,60.9556
870000,5682.09,4580.95,174,-2719.81982421875,74.9712,174,66.0022
875000,5167.94,5058.49,175,-2701.350830078125,72.8548,175,63.5509
880000,5388.33,5362.65,176,-2825.59033203125,70.7171,176,63.5377
885000,5529.04,5355.35,177,-2920.734375,78.4847,177,74.7787
890000,5498.56,4772.96,178,-2872.882080078125,76.3716,178,70.1819
895000,5429.59,5109.45,179,-2963.33984375,76.4073,179,67.117
900000,5266.15,4832.32,180,-2992.658935546875,77.828,180,68.8508
905000,5664.53,5216.24,181,-3091.027587890625,76.0032,181,67.7478
910000,4519.38,3974.23,182,-3155.487548828125,77.2878,182,72.1056
915000,5509.39,4138.42,183,-3201.13037109375,77.5806,183,74.4303
920000,5155.59,5447.58,184,-3210.348876953125,79.2709,184,69.7098
925000,5071.89,3757.23,185,-3290.65966796875,75.199,185,71.1219
930000,5520.08,5375.88,186,-3290.0400390625,76.4191,186,68.4595
935000,5486.5,5146.04,187,-3380.708251953125,75.6382,187,70.6934
940000,5674.54,4871.55,188,-3371.021728515625,76.1416,188,69.4765
945000,5457.08,5342.63,189,-3304.545654296875,69.4969,189,58.5923
950000,5576.5,5274.56,190,-3485.270751953125,74.1701,190,62.9363
955000,5667.86,4991.01,191,-3466.777587890625,71.2153,191,63.7799
960000,5597.82,5036.54,192,-3561.55029296875,75.234,192,67.3639
965000,5738.64,5126.22,193,-3594.45263671875,77.1369,193,68.2956
970000,5707.83,5042.64,194,-3600.053955078125,73.7723,194,68.1037
975000,5777.48,5250.28,195,-3686.003662109375,76.437,195,66.4307
980000,5535.97,5428.76,196,-3829.48193359375,76.7746,196,71.1834
985000,5246.21,5472.41,197,-3828.918701171875,74.8024,197,64.4912
990000,5818.46,5403.08,198,-3852.200927734375,78.1439,198,70.0162
995000,5148.67,4323.04,199,-3851.23486328125,73.4419,199,65.825
1000000,5759.06,4950.94,200,-3968.9921875,79.8625,200,72.1845
1005000,5585.2,4824.12,201,-3734.821533203125,67.4028,201,54.6823
1010000,5403.32,5022.38,202,-4075.39599609375,76.8039,202,69.1812
1015000,5245.29,3898.3,203,-4114.61376953125,78.7626,203,72.6583
1020000,5690.66,5066.36,204,-4061.456787109375,70.5666,204,60.2203
1025000,5793.05,4627.9,205,-4121.90673828125,72.1391,205,63.1719
1030000,5809.18,4828.76,206,-4276.51123046875,76.4289,206,68.2831
1035000,4901.44,5139.64,207,-4385.10009765625,78.8691,207,71.4323
1040000,5389.37,4727.65,208,-4342.98876953125,76.0925,208,66.4703
1045000,5103.05,5034.65,209,-4161.86474609375,69.1731,209,55.2563
1050000,5406.96,4588.43,210,-4559.57373046875,78.8019,210,73.9542
1055000,5546.71,5169.16,211,-4464.95361328125,75.2781,211,66.5356
1060000,5383.02,5224.7,212,-4641.697265625,77.7234,212,68.6078
1065000,4804.18,4608.59,213,-4683.263671875,75.0877,213,67.7991
1070000,4918.82,5101.9,214,-4700.60546875,79.6965,214,74.6975
1075000,5637.57,4852.7,215,-4737.0693359375,76.5954,215,68.7769
1080000,5511.56,5117.46,216,-4758.609375,75.5396,216,66.4077
1085000,5261.62,4873.61,217,-4823.45361328125,76.0717,217,68.6568
1090000,5133.19,4964.28,218,-4914.595703125,76.4342,218,68.9398
1095000,5604.92,4827.16,219,-4887.15380859375,75.4338,219,69.4836
1100000,5116.57,4892.29,220,-4957.23486328125,73.5443,220,67.616
1105000,5004.2,4828.04,221,-4840.1533203125,70.6867,221,64.0635
1110000,5466.76,5006.09,222,-5120.98193359375,76.3235,222,72.3654
1115000,5614.35,5471.36,223,-5117.5224609375,74.0024,223,70.1046
1120000,5264.75,5231.02,224,-5046.548828125,72.0597,224,64.0414
1125000,5390.26,4415.4,225,-5193.91357421875,72.491,225,68.5889
1130000,5839.9,4803.59,226,-5332.35986328125,78.3587,226,72.2661
1135000,5549.01,4827.62,227,-5254.1025390625,75.9451,227,66.238
1140000,5825.22,5001.58,228,-5432.09765625,77.9857,228,73.0843
1145000,5222.94,5057.05,229,-5402.4375,76.4128,229,66.1716
1150000,5558.11,4901.49,230,-5265.24755859375,71.2639,230,61.2931
1155000,5451.31,4746.03,231,-5490.36376953125,78.2079,231,69.689
1160000,5074.05,4431.56,232,-4941.0048828125,66.6532,232,50.1531
1165000,5484.75,5061.31,233,-5460.935546875,70.2721,233,60.6477
1170000,5568.95,4575.49,234,-5546.931640625,78.1686,234,68.1076
1175000,5524.94,5285.58,235,-5505.54296875,70.9238,235,64.8908
1180000,5628.13,5215.13,236,-5697.72314453125,76.9528,236,68.3883
1185000,5382.98,5100.31,237,-5507.1787109375,69.8032,237,64.062
1190000,5111.41,4600.68,238,-5723.5693359375,75.9835,238,68.9862
1195000,5664.58,5022.66,239,-5797.3759765625,79.2755,239,73.3346
1200000,4965.53,5045.82,240,-5896.11328125,79.0914,240,72.6344
1205000,5101.25,5077.41,241,-5931.67333984375,75.2355,241,71.1477
1210000,5230.73,4473.22,242,-6090.736328125,78.892,242,70.1519
1215000,5118.74,5323.17,243,-6099.18994140625,79.2159,243,73.0926
1220000,5530.74,5350.81,244,-6230.873046875,78.4442,244,73.061
1225000,5695.37,5286.29,245,-6301.82568359375,80.6766,245,75.3584
1230000,5517.12,5164.9,246,-6252.248046875,78.4463,246,68.4323
1235000,4935.19,5291.04,247,-5944.2060546875,70.5473,247,59.4404
1240000,5686.09,5397.07,248,-6392.6220703125,78.2409,248,71.1262
1245000,5838.42,4779.87,249,-6325.44384765625,77.831,249,70.7369
1250000,5649.92,5231.86,250,-6453.33447265625,79.0338,250,74.0596
1255000,5169.74,4920.42,251,-6451.64306640625,78.9203,251,72.2456
1260000,5342.22,4810.41,252,-6304.06884765625,72.2583,252,67.0121
1265000,5474.36,5085.88,253,-6683.9765625,79.3252,253,76.2087
1270000,5472.94,4756.33,254,-6427.72021484375,73.5551,254,68.5024
1275000,5580.44,5225.38,255,-6678.64111328125,79.3833,255,73.5902
1280000,5905.97,5175.44,256,-6506.54052734375,72.2748,256,66.1499
1285000,5823.94,5252.66,257,-6680.57373046875,78.368,257,71.1266
1290000,5862.55,4867.99,258,-6747.6826171875,77.5762,258,68.7378
1295000,5379.47,4619.64,259,-6375.66796875,70.6827,259,63.5691
1300000,5771.37,4804.4,260,-6823.17236328125,78.1948,260,69.3826
1305000,5262.52,4671.25,261,-6510.44873046875,70.5044,261,62.5891
1310000,5833.72,5460.59,262,-6884.9755859375,77.7245,262,68.3902
1315000,5813.07,5489.0,263,-6838.36767578125,73.5294,263,68.6122
1320000,5635.05,5499.44,264,-6968.61865234375,78.1338,264,72.4557
1325000,5576.69,5256.71,265,-7045.44091796875,78.7516,265,74.2488
1330000,5938.97,5290.45,266,-7113.5615234375,77.894,266,69.1179
1335000,4974.45,5209.75,267,-7254.56982421875,80.0697,267,76.6945
1340000,5261.6,4719.31,268,-7181.48291015625,74.2728,268,69.6784
1345000,5744.0,4742.72,269,-7349.78466796875,76.7706,269,73.9963
1350000,5884.03,4923.6,270,-6790.70751953125,69.6152,270,58.5489
1355000,5844.7,5320.23,271,-6912.59130859375,70.2449,271,62.8568
1360000,5634.34,5010.49,272,-7432.0458984375,78.4489,272,70.1889
1365000,5123.32,4812.84,273,-7327.71337890625,75.184,273,68.438
1370000,5902.47,5347.66,274,-7567.5927734375,78.5486,274,71.1653
1375000,5478.21,5119.97,275,-7408.19384765625,74.5064,275,66.3173
1380000,5899.57,5358.73,276,-7499.5078125,75.6894,276,66.8289
1385000,5409.42,4861.78,277,-7668.2861328125,77.9102,277,72.9003
1390000,5976.58,4717.33,278,-7571.6025390625,76.6109,278,66.1
1395000,5889.12,5048.35,279,-7711.6884765625,78.6517,279,72.185
1400000,5071.06,4802.19,280,-7363.36181640625,71.0683,280,64.3426
1405000,5040.29,4477.71,281,-7191.974609375,69.141,281,63.1038
1410000,5402.58,4925.52,282,-7789.310546875,76.503,282,66.3382
1415000,5932.19,5631.25,283,-7376.7626953125,69.6162,283,62.3505
1420000,5372.28,5219.15,284,-7424.7587890625,69.8284,284,60.0388
1425000,5988.21,4657.29,285,-7717.58740234375,72.7336,285,65.2019
1430000,5939.22,5310.45,286,-7959.09814453125,78.2905,286,71.6563
1435000,5582.12,5100.95,287,-7745.5283203125,72.3752,287,68.4245
1440000,5859.38,5463.55,288,-8139.2900390625,77.395,288,69.0271
1445000,5944.04,4643.48,289,-7730.3447265625,70.4115,289,63.8306
1450000,5651.74,5427.14,290,-8230.033203125,77.6082,290,68.366
1455000,5874.6,5386.61,291,-8409.5234375,78.2103,291,72.1715
1460000,5849.89,4812.73,292,-8337.81640625,78.1977,292,69.2109
1465000,5847.35,5544.06,293,-8400.375,78.9368,293,70.7615
1470000,5078.0,5424.07,294,-8504.3125,76.6816,294,68.4567
1475000,5601.26,5097.12,295,-8444.1640625,77.633,295,69.7222
1480000,5890.68,5174.24,296,-8584.5947265625,78.9346,296,73.0697
1485000,5895.5,5579.33,297,-8771.546875,78.798,297,73.0404
1490000,6029.03,5380.41,298,-8647.6806640625,74.7661,298,65.1795
1495000,5808.79,5307.7,299,-8744.5576171875,77.9232,299,68.1365
1500000,6008.95,5356.25,300,-8734.560546875,77.5706,300,68.6964
1505000,5912.82,5190.48,301,-7543.68017578125,67.2088,301,52.8444
1510000,6006.0,5333.29,302,-8791.7421875,77.164,302,67.5211
1515000,5971.09,5432.85,303,-8999.41015625,77.8307,303,69.4364
1520000,5548.8,5309.57,304,-8991.9306640625,76.395,304,70.7069
1525000,5266.11,4756.73,305,-8517.3271484375,72.4414,305,61.7694
1530000,5931.65,5192.92,306,-8596.7578125,71.1795,306,64.1561
1535000,6035.06,5278.21,307,-9160.2646484375,77.1757,307,67.0171
1540000,5362.83,4414.57,308,-8964.4619140625,73.358,308,65.7179
1545000,5876.77,5371.65,309,-8626.2880859375,70.8419,309,60.2025
1550000,5963.63,5569.4,310,-9046.9052734375,77.669,310,66.1582
1555000,5859.74,5409.41,311,-9171.4228515625,78.8575,311,69.487
1560000,5345.76,5064.79,312,-9228.5205078125,77.4261,312,70.703
1565000,6068.81,4698.14,313,-9000.54296875,74.7555,313,64.0674
1570000,5655.93,4816.9,314,-9471.9658203125,78.0219,314,69.8974
1575000,5375.13,5168.74,315,-9265.9189453125,74.93,315,67.7967
1580000,5900.19,5616.81,316,-9561.4912109375,78.7414,316,70.3467
1585000,5944.53,5639.68,317,-9615.2724609375,78.4461,317,72.2278
1590000,5882.81,5380.69,318,-9335.6787109375,74.0805,318,67.4739
1595000,5936.69,4953.27,319,-9671.38671875,77.6603,319,71.644
1600000,5908.98,5262.19,320,-9671.9501953125,78.6891,320,71.0341
1605000,5986.86,4815.14,321,-9657.5771484375,79.2327,321,69.0533
1610000,5991.2,5676.62,322,-9312.412109375,71.8909,322,62.3244
1615000,6074.65,4673.58,323,-9669.4931640625,76.1699,323,65.4306
1620000,5978.88,5164.73,324,-9700.7275390625,75.865,324,70.4002
1625000,5764.96,5431.34,325,-9746.916015625,77.343,325,68.6616
1630000,5875.0,5721.87,326,-9990.298828125,78.3207,326,68.9678
1635000,6051.64,5404.33,327,-10085.44921875,79.3255,327,69.9297
1640000,5777.89,5494.04,328,-9648.919921875,72.938,328,63.8727
1645000,5832.06,5015.92,329,-10133.9521484375,77.7439,329,68.3834
1650000,5835.07,5395.44,330,-10009.6376953125,77.8479,330,68.8263
1655000,6065.8,5156.37,331,-9979.59375,77.3655,331,63.7811
1660000,6080.47,4869.34,332,-10130.166015625,78.1455,332,67.6073
1665000,6107.53,5310.23,333,-10003.8408203125,77.4682,333,67.3746
1670000,6118.03,5694.58,334,-10107.9091796875,76.786,334,65.7904
1675000,6095.34,5367.01,335,-10248.328125,76.0473,335,65.5968
1680000,4949.75,4612.36,336,-10252.203125,77.0359,336,67.703
1685000,5945.96,4993.84,337,-9986.0283203125,71.7505,337,59.8037
1690000,5242.18,5138.91,338,-10561.4541015625,79.1238,338,71.4107
1695000,6098.97,5502.07,339,-9895.748046875,70.8038,339,60.1054
1700000,5728.34,4897.58,340,-10429.947265625,76.421,340,67.6614
1705000,5244.26,5685.49,341,-10069.9345703125,71.4172,341,63.5256
1710000,5843.44,5649.17,342,-10744.6142578125,77.2139,342,67.8106
1715000,5756.39,4999.55,343,-10724.361328125,77.9727,343,66.1244
1720000,5892.2,5496.45,344,-10247.6533203125,72.7056,344,63.2263
1725000,5128.17,5540.29,345,-10795.0283203125,76.0528,345,66.2884
1730000,5879.9,5015.99,346,-10679.634765625,77.344,346,69.8943
1735000,5875.5,4556.01,347,-11065.5322265625,77.818,347,69.1159
1740000,5868.57,5323.19,348,-10102.5888671875,71.5486,348,61.4143
1745000,5463.43,4582.68,349,-10256.013671875,70.4921,349,59.4502
1750000,5657.06,5617.88,350,-11095.384765625,78.0624,350,67.8588
1755000,5322.89,5186.89,351,-11058.1494140625,75.7565,351,65.9871
1760000,5933.06,5028.79,352,-11184.7919921875,79.5492,352,69.5804
1765000,5816.16,4898.2,353,-11182.130859375,77.4443,353,67.6077
1770000,5662.26,5524.26,354,-11265.6845703125,79.5486,354,69.4526
1775000,6098.79,4871.66,355,-10639.7587890625,72.0131,355,60.4435
1780000,5943.41,4630.82,356,-11429.6640625,79.8029,356,69.8747
1785000,5716.55,5453.99,357,-11372.2802734375,77.9857,357,67.4493
1790000,5973.65,4355.09,358,-10670.0693359375,70.3999,358,61.9241
1795000,6052.09,4983.83,359,-11125.1806640625,74.5297,359,65.7377
1800000,6025.1,5503.79,360,-11513.3134765625,79.3191,360,70.8537
1805000,5626.62,5342.27,361,-11561.947265625,78.2472,361,69.114
1810000,6025.72,5423.62,362,-11402.6796875,79.0471,362,66.5643
1815000,5673.42,5378.37,363,-11545.0458984375,77.0246,363,69.9586
1820000,5303.02,4441.19,364,-11589.1123046875,79.0194,364,69.4116
1825000,5848.95,5207.14,365,-10931.2646484375,71.2591,365,61.5341
1830000,6008.05,5139.2,366,-11715.904296875,78.9754,366,72.3544
1835000,6004.28,5386.59,367,-11772.763671875,78.0179,367,69.8659
1840000,5802.61,5534.14,368,-11817.2412109375,79.1217,368,72.1532
1845000,5985.68,5121.68,369,-11890.9287109375,78.9589,369,72.4649
1850000,5556.3,5085.61,370,-11817.1904296875,78.1302,370,69.7951
1855000,5488.87,5252.85,371,-12078.0888671875,78.9017,371,70.8458
1860000,5734.44,5369.09,372,-10928.548828125,70.2616,372,61.8401
1865000,5979.3,5598.47,373,-12200.7177734375,80.5375,373,73.8798
1870000,5744.4,5044.81,374,-12235.251953125,79.9065,374,76.4623
1875000,5838.75,5494.7,375,-12217.53125,80.3236,375,71.0804
1880000,5978.37,5363.89,376,-12062.5458984375,78.8579,376,74.3905
1885000,5704.87,4953.83,377,-12012.458984375,77.3406,377,71.8059
1890000,6043.68,5503.79,378,-11354.8544921875,72.0163,378,64.8543
1895000,5441.62,5287.08,379,-12047.9013671875,76.8575,379,68.1428
1900000,5979.94,5359.23,380,-12235.4912109375,76.9653,380,72.732
1905000,5623.99,5590.13,381,-12156.1201171875,76.8868,381,72.0448
1910000,5470.64,4978.06,382,-11636.58984375,73.8942,382,66.434
1915000,5707.91,4966.39,383,-12268.2587890625,79.0031,383,71.3588
1920000,5632.34,5364.24,384,-11385.251953125,70.7951,384,65.2577
1925000,5136.31,4652.0,385,-12272.291015625,77.3616,385,69.3923
