Running Env Steps,Reward Loss,Real Det Return,Running Update Time,Running Reverse KL,Itration,Real Sto Return,Running Forward KL
3820000,-4626.9560546875,5401.41,764,12.9836,764,5286.69,30.8769
3825000,-4773.01513671875,5391.66,765,13.751,765,5386.88,31.0361
3830000,-4875.35595703125,5341.92,766,12.9789,766,5300.33,30.6102
3835000,-5318.12841796875,5501.99,767,13.7685,767,5341.56,31.1051
3840000,-4665.4111328125,5197.8,768,13.3058,768,5305.76,31.0317
3845000,-4945.638671875,5365.65,769,14.3252,769,5283.13,31.2332
3850000,-4789.79931640625,5351.43,770,13.8009,770,5280.07,30.6543
3855000,-5168.5673828125,5462.6,771,13.3651,771,5352.77,30.8784
3860000,-5230.017578125,5408.61,772,13.9494,772,5305.55,32.0635
3865000,-4875.21923828125,5455.78,773,12.9517,773,5305.59,31.2579
3870000,-5071.76171875,5300.12,774,12.9248,774,5208.45,30.7586
3875000,-4780.98974609375,5238.24,775,13.2472,775,5219.15,31.0209
3880000,-4937.4716796875,5360.43,776,13.5069,776,5287.93,30.8156
3885000,-5201.197265625,5394.33,777,14.0719,777,5339.86,31.7852
3890000,-4930.17919921875,5313.62,778,13.7501,778,5312.37,31.2756
3895000,-5316.60107421875,5384.91,779,13.8814,779,5354.88,31.8879
3900000,-5395.67626953125,5481.78,780,14.6679,780,5344.63,32.3742
3905000,-5665.93603515625,5556.74,781,15.528,781,5268.31,34.0342
3910000,-5248.66845703125,5431.15,782,14.9099,782,5330.87,32.8292
3915000,-5750.5087890625,5476.48,783,14.7407,783,5293.71,33.1065
3920000,-5378.9892578125,5371.03,784,14.7008,784,5241.42,32.7354
3925000,-5597.50048828125,5567.17,785,14.0168,785,5329.93,32.6235
3930000,-5530.38720703125,5468.75,786,14.4351,786,5246.96,32.7257
3935000,-5235.68115234375,5446.17,787,13.5638,787,5345.45,31.5782
3940000,-5763.2265625,5452.6,788,14.6635,788,5131.47,33.2481
3945000,-4643.0146484375,5257.02,789,11.953,789,5097.11,30.3131
3950000,-4904.60302734375,5350.3,790,12.6741,790,4975.46,30.5016
3955000,-5692.1513671875,5440.71,791,14.5807,791,4793.32,32.97
3960000,-5264.68505859375,5594.68,792,13.4021,792,5365.42,31.5166
3965000,-5521.05615234375,5577.87,793,14.1072,793,5207.56,32.5125
3970000,-5764.3330078125,5479.76,794,14.8858,794,5323.34,32.9045
3975000,-5628.85693359375,5380.02,795,13.8821,795,5248.66,32.1274
3980000,-5576.62939453125,5222.45,796,14.8462,796,5170.62,32.4307
3985000,-5601.4599609375,5397.75,797,14.3391,797,5255.09,33.0107
3990000,-5518.4580078125,5423.02,798,14.1851,798,5297.42,32.9956
3995000,-5682.96923828125,5204.55,799,13.677,799,5186.6,32.9476
4000000,-5813.63134765625,5462.45,800,14.2956,800,5326.74,32.9471
4005000,-5455.60302734375,5408.55,801,13.809,801,5273.65,31.2312
4010000,-5684.56396484375,5308.84,802,13.4123,802,5175.27,31.986
4015000,-6011.9873046875,4718.5,803,13.6333,803,5100.08,32.1576
4020000,-6553.2744140625,5117.97,804,15.3045,804,5145.37,33.837
4025000,-6146.6435546875,5380.95,805,13.5847,805,4997.55,32.6564
4030000,-5486.13427734375,5501.36,806,13.7265,806,5293.9,30.9426
4035000,-6542.13818359375,5090.73,807,12.7274,807,5055.86,32.3572
4040000,-5667.51904296875,5384.32,808,13.3519,808,5309.4,31.315
4045000,-6074.158203125,4998.1,809,13.6311,809,4733.6,33.0675
4050000,-5641.07958984375,5032.97,810,13.8733,810,5222.06,31.6061
4055000,-5419.34375,5352.96,811,13.1902,811,5275.03,31.5397
4060000,-5476.6787109375,4664.92,812,13.3368,812,5030.36,31.7568
4065000,-5793.552734375,3826.99,813,15.2201,813,4982.14,32.9784
4070000,-6015.07666015625,5332.78,814,13.2851,814,5210.92,32.1962
4075000,-5684.38720703125,5409.87,815,13.0729,815,5275.8,31.995
4080000,-5653.7529296875,5430.31,816,13.6276,816,5271.99,31.7008
4085000,-5276.7900390625,5353.13,817,13.3893,817,5259.68,32.172
4090000,-5573.67431640625,5497.52,818,13.9068,818,5253.12,32.0455
4095000,-5538.82275390625,5338.67,819,13.8429,819,5250.01,32.1687
4100000,-5541.01025390625,5405.32,820,14.7202,820,4967.01,33.3841
4105000,-5399.0341796875,5408.43,821,14.7392,821,5335.1,32.922
4110000,-5897.26171875,5464.03,822,14.7608,822,5245.75,33.0704
4115000,-5422.228515625,5413.3,823,14.11,823,5346.41,32.7965
4120000,-5589.18310546875,5415.95,824,14.1826,824,5305.23,33.6051
4125000,-5373.90771484375,5432.77,825,14.0611,825,5273.81,32.8616
4130000,-5576.556640625,5515.71,826,13.3353,826,5296.58,31.6307
4135000,-5919.40869140625,5280.07,827,14.0564,827,4935.41,32.2861
4140000,-5668.1015625,5440.92,828,13.5223,828,5300.34,32.2167
4145000,-6058.7412109375,5416.71,829,14.415,829,5246.35,32.1317
4150000,-5698.13916015625,5366.97,830,15.3131,830,5062.13,31.9995
4155000,-6275.583984375,5333.08,831,14.9232,831,5235.79,32.6605
4160000,-5882.666015625,5249.02,832,15.2242,832,5222.36,33.2961
4165000,-5667.40087890625,4814.02,833,14.4582,833,4976.07,33.5434
4170000,-6165.548828125,5173.38,834,15.8524,834,5113.77,34.858
4175000,-7627.09130859375,4842.55,835,18.2978,835,4791.76,37.7124
4180000,-6218.57470703125,5428.62,836,16.1462,836,5299.29,33.1085
4185000,-5994.64013671875,5417.89,837,14.6804,837,5288.01,32.5563
4190000,-5829.5830078125,5358.93,838,13.7307,838,5303.02,32.1119
4195000,-5945.5419921875,3169.53,839,12.0026,839,4661.44,32.9344
4200000,-6000.533203125,3091.33,840,12.7871,840,3533.02,34.4134
4205000,-5813.80224609375,5396.1,841,14.9548,841,5306.79,32.8403
4210000,-7044.21435546875,5275.85,842,16.4282,842,5195.15,34.8866
4215000,-6543.0205078125,5451.2,843,16.2342,843,5320.8,33.4789
4220000,-6331.138671875,5578.19,844,15.6146,844,5399.73,32.93
4225000,-7069.8984375,5350.14,845,17.3011,845,5115.97,36.2121
4230000,-6367.94189453125,5008.53,846,14.7778,846,4731.98,35.4683
4235000,-6463.72705078125,5386.54,847,15.8682,847,5208.34,34.9579
4240000,-6676.97705078125,5436.1,848,16.6522,848,5292.49,34.1911
4245000,-6754.53076171875,5390.99,849,16.3523,849,5043.25,35.0243
4250000,-7166.23974609375,5349.06,850,17.0183,850,5231.88,34.2486
4255000,-7033.8515625,5265.7,851,15.8709,851,4884.42,34.194
4260000,-6848.236328125,5250.37,852,15.9491,852,5080.04,35.531
4265000,-6774.7451171875,4733.75,853,14.9372,853,5175.73,33.4699
4270000,-6951.22119140625,5235.79,854,14.1137,854,5075.77,34.2099
4275000,-7030.9794921875,5411.16,855,13.4007,855,5208.6,32.3399
4280000,-6351.068359375,5108.06,856,13.8153,856,4839.0,31.5812
4285000,-7129.13134765625,4424.68,857,21.4608,857,3903.97,34.1893
4290000,-7487.17138671875,4169.24,858,15.8197,858,4466.41,34.5626
4295000,-6703.15771484375,4791.54,859,19.3142,859,4519.43,33.098
4300000,-6366.34326171875,4925.18,860,16.7286,860,4016.39,33.4909
4305000,-6184.40234375,4429.24,861,13.3733,861,4074.16,33.1919
4310000,-6718.80615234375,5366.9,862,18.605,862,5099.23,33.7922
4315000,-6597.9326171875,5368.42,863,15.154,863,4638.95,33.4585
4320000,-6611.16845703125,5521.65,864,17.636,864,4403.39,33.2463
4325000,-6590.8974609375,5308.32,865,16.8647,865,4948.22,32.9239
4330000,-6548.42919921875,5478.86,866,13.9264,866,5039.68,32.3389
4335000,-6537.69482421875,5471.2,867,17.7482,867,4634.79,32.9415
4340000,-6060.123046875,5245.84,868,13.6476,868,5296.91,32.9572
4345000,-6804.7548828125,5438.89,869,15.2488,869,5192.68,33.2347
4350000,-5974.412109375,5269.96,870,13.1672,870,5032.91,32.6712
4355000,-6078.49951171875,5303.51,871,13.7316,871,5182.02,33.2249
4360000,-6573.74365234375,5347.4,872,14.1035,872,5068.43,32.6091
4365000,-6709.58544921875,5350.93,873,14.2742,873,5208.42,33.4572
4370000,-7036.60107421875,5343.8,874,15.5062,874,5240.01,33.6174
4375000,-6844.31787109375,5418.11,875,15.9022,875,4798.48,33.9354
4380000,-7234.41796875,5305.53,876,15.2604,876,5218.21,34.8965
4385000,-7062.951171875,5054.95,877,16.8211,877,4388.75,35.4279
4390000,-6526.09814453125,5253.44,878,15.1894,878,4514.81,34.372
4395000,-7083.466796875,5148.46,879,14.8129,879,4785.62,34.8547
4400000,-7231.3173828125,5154.91,880,16.5892,880,4467.89,34.9737
4405000,-6954.14697265625,5167.41,881,13.1261,881,4941.6,33.5301
4410000,-7203.9765625,5325.82,882,14.8937,882,4736.95,33.9803
4415000,-7155.2373046875,5356.01,883,14.7386,883,5256.45,32.9754
4420000,-6641.06494140625,5369.7,884,14.2793,884,5291.06,32.8111
4425000,-7125.47607421875,5424.45,885,15.304,885,4778.67,33.4221
4430000,-6903.79833984375,5529.8,886,15.3221,886,5337.73,32.493
4435000,-7118.64208984375,5141.01,887,14.9439,887,5321.28,33.3382
4440000,-6558.09033203125,5444.17,888,14.0566,888,5347.01,32.3234
4445000,-6873.54345703125,3809.99,889,13.4138,889,5263.53,32.1539
4450000,-6887.95166015625,5117.6,890,13.7954,890,5277.38,31.7836
4455000,-7084.69677734375,4470.33,891,14.0108,891,5090.18,32.8596
4460000,-7054.04052734375,5303.77,892,14.2113,892,5212.88,32.7279
4465000,-6772.68115234375,4823.14,893,15.1547,893,4992.9,31.6151
4470000,-7622.09423828125,5362.21,894,14.7872,894,5212.17,33.0211
4475000,-7560.8701171875,5279.16,895,15.3061,895,5187.91,33.0856
4480000,-7655.7060546875,5229.11,896,17.2238,896,5175.45,34.4947
4485000,-7408.4697265625,5284.45,897,14.7171,897,5150.65,33.6071
4490000,-7000.1796875,5381.23,898,14.3386,898,4823.9,32.8004
4495000,-7263.1298828125,5136.81,899,14.0452,899,5228.21,32.6141
4500000,-7916.03173828125,5197.36,900,15.436,900,4767.13,34.1254
4505000,-7349.24365234375,5325.66,901,13.8827,901,5188.6,32.21
4510000,-7675.80322265625,5317.81,902,14.498,902,5024.31,33.5259
4515000,-7399.02001953125,5341.53,903,15.1685,903,5038.04,33.0664
4520000,-7539.072265625,3081.48,904,22.2142,904,2485.02,34.6946
4525000,-7074.60107421875,4987.93,905,13.624,905,5235.35,32.3964
4530000,-7724.68603515625,5371.35,906,15.054,906,5003.63,33.5866
4535000,-7640.9951171875,5566.87,907,15.5744,907,5298.28,33.805
4540000,-6841.08203125,5558.87,908,14.3618,908,5378.1,31.8737
4545000,-7821.8251953125,5420.19,909,16.0149,909,5240.15,33.8809
4550000,-7218.64697265625,5454.63,910,14.4081,910,5222.33,32.2731
4555000,-7112.53076171875,5485.63,911,13.9229,911,5297.01,32.2021
4560000,-7941.47607421875,5124.95,912,14.876,912,5213.5,34.1191
4565000,-7193.04736328125,5434.57,913,15.3176,913,5285.68,33.0731
4570000,-7378.373046875,5519.51,914,15.0167,914,5328.19,33.0251
4575000,-7347.21435546875,5424.05,915,14.6564,915,5311.03,33.1834
4580000,-7472.8564453125,5400.98,916,14.9207,916,5243.38,32.5044
4585000,-6525.80908203125,5379.69,917,14.4918,917,5372.38,32.474
4590000,-6477.9970703125,5535.24,918,14.2323,918,5385.1,32.3304
4595000,-6733.22021484375,5490.91,919,14.7985,919,5372.9,32.9219
4600000,-6234.71240234375,5413.18,920,15.1274,920,5313.06,33.191
4605000,-6717.66162109375,5502.42,921,14.8266,921,5365.39,33.3187
4610000,-7666.708984375,5407.2,922,16.4609,922,5278.15,34.1882
4615000,-7751.796875,5407.95,923,16.0305,923,5276.99,33.9972
4620000,-7720.494140625,5395.78,924,15.7087,924,5272.17,33.6827
4625000,-7975.15380859375,5351.08,925,15.9109,925,5244.89,34.3682
4630000,-7907.318359375,5353.16,926,15.9742,926,5271.3,34.3137
4635000,-7647.798828125,5289.63,927,15.7031,927,5143.72,33.8734
4640000,-8002.6552734375,5290.26,928,16.316,928,5210.28,34.7467
4645000,-7578.1484375,5346.89,929,14.9416,929,5332.84,32.9328
4650000,-7262.19775390625,5307.06,930,14.9634,930,5225.96,32.7722
4655000,-7563.314453125,5515.09,931,15.4803,931,5321.69,32.9355
4660000,-7184.70068359375,5402.63,932,15.1144,932,5385.27,32.2598
4665000,-8070.994140625,5446.99,933,15.8158,933,5255.89,33.4921
4670000,-7629.607421875,5506.75,934,15.3196,934,5343.85,32.5267
4675000,-7139.974609375,5468.01,935,16.6999,935,5353.73,32.6316
4680000,-8283.154296875,5318.5,936,16.7022,936,5216.61,34.395
4685000,-8186.9814453125,5412.53,937,16.1586,937,5289.92,34.5894
4690000,-8109.83349609375,5390.89,938,16.8406,938,5242.85,33.8202
4695000,-7464.1845703125,5515.29,939,15.4248,939,5282.79,33.4491
4700000,-8182.79736328125,5126.49,940,15.3978,940,5247.7,34.3446
4705000,-7663.388671875,5297.84,941,16.2757,941,4832.25,33.4891
4710000,-7993.6015625,5502.23,942,16.6082,942,5338.73,33.5357
4715000,-8493.642578125,5411.57,943,17.1919,943,5272.66,34.382
4720000,-8354.2470703125,5505.95,944,17.1424,944,5322.01,34.7075
4725000,-7192.00244140625,5535.66,945,14.8954,945,5212.65,32.0415
4730000,-8053.60107421875,5492.94,946,15.1217,946,5292.6,34.3922
4735000,-7689.38623046875,5495.72,947,15.9261,947,5330.19,32.6286
4740000,-7614.61474609375,5390.97,948,14.7039,948,5273.59,32.4012
4745000,-8095.75830078125,5473.69,949,16.4544,949,5288.97,33.5572
4750000,-7803.71875,5396.46,950,15.3666,950,5284.15,31.9179
4755000,-7757.1640625,5436.39,951,15.7848,951,5303.98,32.7821
4760000,-7201.74853515625,5338.11,952,13.7252,952,5285.17,30.9747
4765000,-7294.8017578125,5416.13,953,14.8321,953,5267.5,31.8018
4770000,-8053.27392578125,5402.66,954,15.3994,954,5276.78,32.8163
4775000,-8293.7607421875,5426.6,955,16.1765,955,5229.48,34.2417
4780000,-7914.9892578125,5369.92,956,15.0281,956,5031.06,33.2606
4785000,-8139.68359375,5304.63,957,15.6301,957,5145.66,32.7727
4790000,-8254.958984375,5462.42,958,15.7575,958,5267.87,33.0585
4795000,-8216.673828125,5302.94,959,16.5975,959,5223.35,34.3888
4800000,-8884.810546875,5344.32,960,17.9037,960,5214.36,34.4186
4805000,-8375.2158203125,5385.44,961,17.3816,961,5230.29,34.254
4810000,-8482.2294921875,5375.29,962,17.4012,962,5270.32,35.2415
4815000,-9275.126953125,5369.67,963,17.8953,963,5233.39,35.2419
4820000,-8609.3505859375,5485.24,964,17.052,964,5325.3,34.748
4825000,-7206.56396484375,5309.81,965,14.8831,965,5350.65,32.351
4830000,-8321.9580078125,5562.17,966,16.9715,966,5301.96,34.1802
4835000,-6971.3154296875,5447.01,967,14.9144,967,5344.46,31.9261
4840000,-7193.18603515625,5477.92,968,14.4931,968,5408.13,32.411
4845000,-7021.03515625,5432.99,969,14.4864,969,5356.76,32.1691
4850000,-7623.123046875,5467.1,970,15.5457,970,5365.83,32.4138
4855000,-7089.36279296875,5360.47,971,14.5739,971,5285.56,31.8446
4860000,-8101.06298828125,5464.54,972,15.2662,972,5294.42,32.8661
4865000,-7343.72021484375,5467.17,973,14.0503,973,5381.52,31.5857
4870000,-8225.501953125,5395.89,974,16.7583,974,5288.04,33.0355
4875000,-8409.4296875,5386.26,975,15.1345,975,5275.29,33.4134
4880000,-8276.431640625,5277.61,976,16.2073,976,5144.78,33.7985
4885000,-8463.5732421875,5228.73,977,15.5065,977,5220.81,33.4529
4890000,-8853.0654296875,5426.54,978,17.3645,978,5254.15,35.1614
4895000,-8752.8134765625,5354.95,979,16.6864,979,5203.3,33.846
4900000,-9140.85546875,5333.19,980,17.2122,980,5184.03,35.1787
4905000,-9106.7353515625,5270.98,981,16.2577,981,5144.07,34.3617
4910000,-9332.8818359375,5369.35,982,17.3471,982,5225.11,34.8929
4915000,-9026.208984375,5281.36,983,17.8803,983,5186.39,35.4526
4920000,-8967.1123046875,5405.66,984,15.6895,984,5218.09,33.5231
4925000,-8746.3583984375,5440.13,985,15.68,985,5229.94,33.5745
4930000,-8529.3837890625,5430.33,986,16.2659,986,5243.6,34.1166
4935000,-9111.3154296875,5403.3,987,16.4498,987,5236.43,34.4142
4940000,-8631.529296875,5469.56,988,14.6925,988,5283.13,32.4324
4945000,-8309.744140625,5492.9,989,14.9651,989,5352.88,32.8339
4950000,-8869.1171875,5377.4,990,17.3628,990,5176.64,34.7197
4955000,-8542.505859375,5346.66,991,16.3659,991,5225.71,33.626
4960000,-6579.84716796875,4525.04,992,13.4966,992,5257.06,31.6048
4965000,-6428.19140625,5343.74,993,12.7232,993,5048.24,31.6994
4970000,-5792.603515625,5374.91,994,14.887,994,5363.62,30.6243
4975000,-6295.17529296875,5329.65,995,15.4044,995,5301.1,31.7659
4980000,-6407.41650390625,5347.62,996,15.0858,996,5395.65,31.5207
4985000,-8777.462890625,5539.21,997,15.8898,997,5266.97,34.1636
4990000,-9526.7587890625,5419.42,998,17.0122,998,5216.09,35.1324
4995000,-9227.416015625,5216.84,999,18.2049,999,5161.41,35.6545
5000000,-8838.9296875,5382.55,1000,16.4733,1000,5265.45,35.1198
5005000,-8486.408203125,5357.21,1001,17.5336,1001,5290.14,34.4965
5010000,-9290.537109375,5522.28,1002,15.4116,1002,5372.71,34.735
5015000,-8247.7763671875,5479.82,1003,15.7961,1003,5373.77,33.9029
5020000,-7853.25537109375,5535.4,1004,15.4301,1004,5394.33,33.3358
5025000,-6952.62255859375,5522.21,1005,14.7806,1005,5407.35,32.5285
5030000,-7036.73828125,5312.59,1006,15.9676,1006,5249.28,33.4321
5035000,-6118.115234375,5526.37,1007,15.4143,1007,5442.59,33.2365
5040000,-6875.05419921875,5596.66,1008,15.2832,1008,5441.01,32.7743
5045000,-6492.28466796875,5508.8,1009,13.8582,1009,5421.52,32.0477
5050000,-6717.8203125,5528.96,1010,13.8948,1010,5388.05,32.1706
5055000,-6348.234375,5594.47,1011,14.4037,1011,5463.92,32.2074
5060000,-7043.64794921875,5598.58,1012,15.4044,1012,5479.21,32.9643
5065000,-6715.78125,5604.2,1013,14.1037,1013,5238.2,32.7025
5070000,-7921.73876953125,5473.98,1014,13.6739,1014,5368.64,31.4768
5075000,-6275.384765625,5353.43,1015,11.7202,1015,5212.54,31.3016
5080000,-8177.4091796875,5512.74,1016,15.3284,1016,5365.37,32.6115
5085000,-7736.2392578125,4707.31,1017,12.7654,1017,4936.78,33.0545
5090000,-10094.544921875,5367.73,1018,18.5667,1018,5003.44,35.8886
5095000,-8035.77783203125,4975.85,1019,13.9344,1019,4945.21,31.9852
5100000,-9228.1611328125,5191.36,1020,15.9995,1020,5270.96,33.9117
5105000,-9812.357421875,5489.85,1021,17.016,1021,5321.26,35.1832
5110000,-9400.546875,5559.8,1022,17.5068,1022,5356.31,33.6439
5115000,-9397.455078125,5448.63,1023,17.4976,1023,5333.94,34.0823
5120000,-8726.494140625,5044.74,1024,19.67,1024,4935.85,34.858
5125000,-8625.4560546875,5376.03,1025,17.3582,1025,5333.85,33.4161
5130000,-6728.3046875,5529.88,1026,15.0346,1026,5457.26,31.3098
5135000,-7689.9248046875,5425.07,1027,16.5757,1027,5090.33,32.9162
5140000,-8663.0068359375,5466.7,1028,15.6596,1028,5108.42,33.7426
5145000,-7085.623046875,5395.67,1029,14.542,1029,5307.39,31.017
5150000,-6764.068359375,5341.68,1030,13.9093,1030,5327.28,31.6212
5155000,-7537.1728515625,5523.75,1031,14.9557,1031,5387.25,31.6336
5160000,-8915.8173828125,5496.2,1032,15.6204,1032,5365.38,32.6689
5165000,-9447.130859375,5439.56,1033,17.5542,1033,5319.73,34.785
5170000,-8976.826171875,5356.06,1034,15.8016,1034,5321.55,33.3916
5175000,-8667.544921875,5433.42,1035,15.3552,1035,5366.23,33.1196
5180000,-8103.32470703125,5305.86,1036,15.4208,1036,5287.01,32.8238
5185000,-8849.654296875,5471.83,1037,15.9019,1037,5328.9,33.5552
5190000,-7619.59375,5492.23,1038,13.8086,1038,5372.59,31.4939
5195000,-8738.8779296875,5419.41,1039,15.934,1039,5338.67,32.749
5200000,-8265.044921875,5543.47,1040,14.4794,1040,5413.24,31.3691
5205000,-7456.3095703125,5338.47,1041,14.6443,1041,5258.82,32.2141
5210000,-7351.8564453125,5136.41,1042,13.9518,1042,5229.16,32.7336
5215000,-8817.203125,5370.32,1043,15.3325,1043,5339.33,32.9903
5220000,-9203.982421875,5273.53,1044,15.845,1044,5262.7,34.2707
5225000,-9630.2724609375,5285.55,1045,16.6726,1045,5223.31,35.3924
5230000,-8412.326171875,5261.62,1046,16.6533,1046,5122.04,33.5536
5235000,-8057.06298828125,5359.34,1047,14.6914,1047,5348.75,32.6403
5240000,-7488.005859375,5388.53,1048,15.0371,1048,5319.36,32.3261
5245000,-7711.97900390625,5254.49,1049,14.5939,1049,5244.82,32.7669
5250000,-7774.42236328125,5432.31,1050,15.9893,1050,5087.44,33.4913
5255000,-8185.470703125,5448.15,1051,17.1842,1051,5344.08,33.8887
5260000,-7665.90234375,5392.22,1052,16.8807,1052,5317.83,34.343
5265000,-10882.576171875,203.47,1053,20.2828,1053,204.42,50.8714
5270000,-9642.171875,266.65,1054,24.4752,1054,265.94,48.3792
5275000,-9849.359375,4506.31,1055,23.8387,1055,3674.53,37.5765
5280000,-9971.8515625,4623.88,1056,17.2102,1056,4267.01,36.3519
5285000,-9862.927734375,5205.02,1057,19.3334,1057,5194.03,35.6009
5290000,-9018.9921875,5122.9,1058,15.6737,1058,5019.94,32.5993
5295000,-7766.66357421875,4728.77,1059,13.6473,1059,4829.64,33.4997
5300000,-7970.80029296875,5175.22,1060,19.385,1060,4342.04,32.5259
5305000,-8659.3427734375,5425.9,1061,14.6888,1061,5206.32,32.7842
5310000,-9372.958984375,230.79,1062,65.3516,1062,232.22,50.9093
5315000,-11048.015625,175.85,1063,18.4143,1063,174.37,49.6867
5320000,-10095.2705078125,132.1,1064,21.5137,1064,131.88,51.2268
5325000,-12087.501953125,604.58,1065,22.3849,1065,412.78,40.9806
5330000,-13822.5595703125,213.69,1066,27.2967,1066,196.97,49.7387
5335000,-10962.650390625,296.54,1067,33.2162,1067,330.83,49.8087
5340000,-11810.205078125,412.39,1068,46.2623,1068,411.15,50.3108
5345000,-11674.404296875,427.37,1069,18.4545,1069,499.81,47.6077
5350000,-9580.9521484375,278.79,1070,48.5643,1070,432.19,45.7134
5355000,-10148.2314453125,738.29,1071,103.2336,1071,847.24,42.3971
5360000,-9944.64453125,2046.55,1072,14.1177,1072,1980.71,39.6363
5365000,-11707.41796875,1201.0,1073,50.0065,1073,1432.01,40.5487
5370000,-10966.814453125,1145.82,1074,42.6141,1074,1298.3,40.1255
5375000,-10877.9892578125,1580.49,1075,31.5148,1075,2036.66,37.7362
5380000,-9095.60546875,3061.91,1076,15.7622,1076,3172.21,34.7364
5385000,-9235.1328125,3531.2,1077,21.4785,1077,3414.04,34.0002
5390000,-8020.32666015625,4562.66,1078,17.6293,1078,4035.11,32.6911
5395000,-8025.7890625,3107.12,1079,16.625,1079,4155.62,33.5349
5400000,-7889.4609375,5005.32,1080,17.5177,1080,5079.1,33.5525
5405000,-7757.09716796875,5045.31,1081,16.9009,1081,4991.84,33.014
5410000,-9040.68359375,5182.63,1082,18.3498,1082,5066.34,33.8752
5415000,-10345.7265625,5134.87,1083,19.1475,1083,5021.13,35.9937
5420000,-10416.240234375,5242.57,1084,19.676,1084,5062.55,35.1507
5425000,-10758.3291015625,5258.67,1085,18.9698,1085,5057.43,35.0246
5430000,-10740.0810546875,5246.92,1086,18.7675,1086,5117.39,35.2038
5435000,-10245.544921875,5149.25,1087,18.9925,1087,4995.48,36.1234
5440000,-9285.9091796875,5148.3,1088,17.1144,1088,5013.02,34.6756
5445000,-9060.650390625,5083.59,1089,17.9122,1089,4596.7,33.9644
5450000,-9335.798828125,5189.18,1090,16.7496,1090,5054.95,34.1776
5455000,-9266.5263671875,5247.05,1091,17.7555,1091,5108.13,34.299
5460000,-9292.201171875,5270.95,1092,17.8971,1092,5064.27,33.693
5465000,-9454.0029296875,5265.89,1093,17.8898,1093,5097.06,34.2591
5470000,-9467.5390625,5204.26,1094,16.7614,1094,5108.2,33.9603
5475000,-8961.3154296875,5239.17,1095,17.0893,1095,5123.33,33.8122
5480000,-8565.0185546875,5215.01,1096,16.6312,1096,5124.05,33.8849
5485000,-8627.189453125,5083.4,1097,15.9403,1097,5097.57,32.5161
5490000,-8605.646484375,5123.09,1098,16.1623,1098,5129.59,32.6648
5495000,-8696.94140625,5245.68,1099,15.7354,1099,4899.65,33.0703
5500000,-8946.998046875,5038.1,1100,17.0602,1100,4939.91,34.2202
5505000,-9178.740234375,5242.64,1101,17.017,1101,5174.08,33.3211
5510000,-8600.4853515625,5295.42,1102,18.3146,1102,5192.92,33.0364
5515000,-9349.412109375,5286.34,1103,17.1215,1103,5186.23,32.6137
5520000,-9191.31640625,5333.4,1104,16.8566,1104,5210.65,32.6742
5525000,-9715.6708984375,5255.18,1105,17.1488,1105,5105.57,33.1712
5530000,-9844.3720703125,5324.67,1106,17.1766,1106,5132.07,33.9708
5535000,-9845.876953125,5382.61,1107,17.9193,1107,5179.6,34.3346
5540000,-9697.4716796875,5336.61,1108,17.088,1108,5159.16,33.908
5545000,-9597.10546875,5463.61,1109,16.0196,1109,5224.78,34.0869
5550000,-8618.6826171875,5418.73,1110,14.9731,1110,5244.06,31.9241
5555000,-9516.1396484375,5447.64,1111,16.133,1111,5251.73,33.8479
5560000,-8467.1884765625,5439.18,1112,15.3768,1112,5066.79,32.3982
5565000,-8532.189453125,5331.37,1113,14.2805,1113,5290.67,32.6529
5570000,-7822.7392578125,5295.51,1114,14.2212,1114,5037.81,32.4115
5575000,-8140.39990234375,5349.18,1115,14.2246,1115,5260.92,32.0911
5580000,-8775.548828125,5403.55,1116,14.7728,1116,5300.44,32.8917
5585000,-9287.9111328125,5385.18,1117,15.5337,1117,5262.84,33.1062
5590000,-8872.2099609375,5406.74,1118,15.2752,1118,5294.62,31.8997
5595000,-7654.76025390625,5449.75,1119,14.4649,1119,5368.42,31.2719
5600000,-7952.0732421875,5457.74,1120,14.0127,1120,5378.22,31.0004
5605000,-8061.21044921875,5523.34,1121,14.3844,1121,5354.53,31.1094
5610000,-8693.908203125,5570.85,1122,16.1633,1122,5331.91,32.0739
5615000,-8054.287109375,5568.92,1123,14.9994,1123,5371.95,31.1837
5620000,-9591.37109375,5504.78,1124,16.9517,1124,5297.53,33.0181
5625000,-9472.0419921875,5494.39,1125,15.9078,1125,5328.18,32.9098
5630000,-9615.6455078125,5419.91,1126,16.82,1126,5306.81,33.4448
5635000,-9320.2744140625,5333.06,1127,15.705,1127,5206.31,33.5666
5640000,-9285.7939453125,5326.17,1128,15.4359,1128,5189.47,33.158
5645000,-9135.201171875,5485.17,1129,14.7195,1129,5302.21,31.728
5650000,-7893.13623046875,5476.23,1130,14.0763,1130,5348.5,31.7864
5655000,-7937.56787109375,5506.66,1131,14.0251,1131,5327.67,31.1907
5660000,-7706.3037109375,5382.58,1132,13.8277,1132,5326.72,31.8465
5665000,-7774.4140625,5563.04,1133,14.4666,1133,5339.33,31.8771
5670000,-8397.78515625,5398.36,1134,14.5167,1134,5305.34,31.7983
5675000,-8906.8876953125,5557.89,1135,15.0259,1135,5300.41,32.443
5680000,-9584.08203125,5560.1,1136,16.3049,1136,5294.15,33.0118
5685000,-9672.298828125,5556.49,1137,16.1021,1137,5235.99,33.4776
5690000,-9872.7138671875,5571.06,1138,16.6573,1138,5334.48,33.2799
5695000,-9574.0146484375,5533.32,1139,15.3794,1139,5340.55,32.5475
