Running Env Steps,Reward Loss,Real Det Return,Running Update Time,Running Reverse KL,Itration,Real Sto Return,Running Forward KL
150000,-329.6802978515625,1961.84,30,20.384,30,1203.12,44.327
155000,-322.5130310058594,2450.29,31,20.2825,31,1642.29,43.9306
160000,-335.89947509765625,1481.38,32,17.4262,32,1548.33,43.775
165000,-340.3537292480469,2535.43,33,13.4374,33,2035.07,43.2011
170000,-404.32916259765625,2158.4,34,13.6503,34,1465.99,43.3821
175000,-366.526611328125,1438.74,35,14.9541,35,1540.84,42.3096
180000,-438.4299011230469,2237.12,36,13.5183,36,1746.86,42.9414
185000,-314.4172058105469,2553.77,37,17.0612,37,1896.94,42.7644
190000,-247.60780334472656,3254.25,38,14.4477,38,2778.01,43.3149
195000,-206.11634826660156,3125.12,39,16.3917,39,3260.49,43.3212
200000,-233.81629943847656,3180.99,40,15.225,40,2930.43,42.4918
205000,-251.42385864257812,3527.61,41,15.2848,41,3155.4,42.4339
210000,-237.40345764160156,3450.62,42,16.58,42,3253.14,42.8886
215000,-281.96954345703125,3548.23,43,16.6918,43,3492.74,42.7728
220000,-196.51112365722656,3595.98,44,18.2911,44,3573.34,43.0768
225000,-201.55178833007812,3686.06,45,18.63,45,3693.5,43.3066
230000,-217.77066040039062,3425.65,46,17.5745,46,3453.17,43.7494
235000,-212.14710998535156,3718.79,47,16.9183,47,3705.21,42.8685
240000,-214.2187042236328,3949.64,48,18.017,48,3881.14,42.1428
245000,-216.7727813720703,3756.02,49,16.3914,49,3792.69,42.4043
250000,-229.58065795898438,3929.76,50,16.5732,50,3833.4,42.3191
255000,-234.01300048828125,3541.88,51,15.0119,51,3342.82,42.3984
260000,-226.4163818359375,3855.04,52,17.1989,52,3821.94,42.3887
265000,-222.0306854248047,3927.32,53,18.285,53,3922.72,42.2903
270000,-242.49343872070312,3883.52,54,18.6835,54,3852.69,41.8508
275000,-234.1732177734375,3934.71,55,16.4814,55,3936.32,41.9739
280000,-273.1627197265625,3897.84,56,16.6893,56,3911.03,41.8664
285000,-275.013671875,3949.74,57,17.1133,57,3852.57,42.0355
290000,-241.17498779296875,4028.23,58,16.4175,58,4049.53,41.0959
295000,-284.94287109375,4076.13,59,16.5064,59,3969.16,41.057
300000,-256.6666564941406,3982.98,60,16.1931,60,4031.91,41.0446
305000,-272.0843200683594,4072.09,61,16.5835,61,4007.8,40.2566
310000,-270.48712158203125,4169.6,62,15.9389,62,4129.85,40.241
315000,-309.5513610839844,4042.91,63,15.3161,63,3881.35,41.2007
320000,-291.8796081542969,4059.48,64,15.7084,64,4133.68,39.9929
325000,-296.1106262207031,4210.88,65,14.5475,65,4028.82,39.4957
330000,-269.5581970214844,4320.52,66,16.6128,66,4299.09,38.7263
335000,-309.412841796875,4162.12,67,14.6048,67,4180.29,39.5516
340000,-290.37213134765625,4289.84,68,13.7338,68,4286.35,38.6981
345000,-284.57586669921875,4272.96,69,14.4123,69,4249.36,39.0349
350000,-282.489501953125,4452.46,70,16.4379,70,4381.1,38.4151
355000,-297.4308166503906,4332.09,71,14.9281,71,4296.64,39.0457
360000,-305.5251770019531,4319.92,72,13.7883,72,4080.66,38.1895
365000,-294.3726806640625,4413.1,73,14.8762,73,4379.37,38.4275
370000,-305.8303527832031,4301.65,74,14.4554,74,4286.41,39.098
375000,-306.44232177734375,4476.97,75,15.8468,75,4358.72,37.9841
380000,-289.6339111328125,4541.6,76,17.1407,76,4480.03,38.5267
385000,-320.40655517578125,4347.16,77,13.709,77,4351.71,38.1043
390000,-342.50885009765625,4366.59,78,14.1263,78,4309.65,38.1525
395000,-301.5896301269531,4456.15,79,16.1012,79,4463.23,38.2216
400000,-369.276611328125,4559.63,80,14.6303,80,4298.04,37.4603
405000,-343.15679931640625,4459.15,81,13.8738,81,4398.85,38.1583
410000,-320.2651672363281,4576.33,82,13.9189,82,4468.33,37.2075
415000,-331.58062744140625,4612.67,83,14.3031,83,4464.78,37.133
420000,-320.1810302734375,4556.11,84,14.1092,84,4576.12,36.1698
425000,-337.1271667480469,4354.54,85,14.5392,85,4426.53,37.6924
430000,-339.2362060546875,4620.3,86,13.6879,86,4494.32,37.3001
435000,-321.195068359375,4598.2,87,14.6692,87,4487.07,36.6843
440000,-336.643798828125,4635.15,88,14.4126,88,4635.03,36.0351
445000,-323.7047424316406,4688.29,89,13.8001,89,4582.25,35.6294
450000,-302.8361511230469,4610.85,90,13.1398,90,4667.47,34.3263
455000,-338.3832092285156,4551.08,91,13.1117,91,4530.74,35.8261
460000,-338.1449890136719,4438.31,92,14.5046,92,4478.92,35.69
465000,-419.42047119140625,3894.0,93,11.5923,93,3834.52,37.4435
470000,-363.8097229003906,4323.0,94,14.6802,94,4528.73,36.6658
475000,-322.5143737792969,4834.93,95,14.8916,95,4747.16,34.695
480000,-367.7384948730469,4544.01,96,14.7028,96,4539.39,36.1149
485000,-387.8511047363281,4386.65,97,14.0836,97,4575.79,36.7321
490000,-364.1493225097656,4267.94,98,12.5033,98,4478.24,35.2069
495000,-363.92657470703125,4355.19,99,13.3133,99,4518.41,35.8573
500000,-371.5177307128906,4656.63,100,13.3723,100,4587.5,35.3434
505000,-348.04351806640625,4831.8,101,12.9225,101,4687.28,33.8949
510000,-347.5680236816406,4785.6,102,13.7404,102,4701.65,33.8466
515000,-379.81005859375,4807.23,103,14.286,103,4719.36,35.5234
520000,-371.14422607421875,4683.45,104,14.9967,104,4616.22,36.1661
525000,-382.70623779296875,4649.18,105,13.9394,105,4483.38,35.9679
530000,-396.8105773925781,4619.98,106,14.4561,106,4600.71,36.4477
535000,-396.3994445800781,4621.31,107,13.963,107,4568.12,36.6691
540000,-390.95672607421875,4733.36,108,14.4227,108,4615.96,36.4023
545000,-416.4346618652344,4381.14,109,13.0445,109,4517.33,35.7867
550000,-416.6079406738281,4740.25,110,13.0158,110,4653.75,35.385
555000,-425.0003967285156,4696.61,111,12.5829,111,4341.52,35.6778
560000,-426.9429931640625,4366.31,112,13.2922,112,4623.04,35.2771
565000,-410.2789611816406,4722.14,113,13.254,113,4611.1,35.4031
570000,-408.0921936035156,4808.84,114,13.6062,114,4699.15,34.6944
575000,-430.49383544921875,4817.69,115,13.1009,115,4669.65,35.7085
580000,-397.31280517578125,4982.48,116,13.2639,116,4823.74,33.2962
585000,-438.7895812988281,4740.49,117,13.5347,117,4679.63,35.5363
590000,-409.1702575683594,4848.25,118,14.2916,118,4737.57,34.9788
595000,-428.437744140625,4847.73,119,14.1324,119,4744.52,34.5997
600000,-460.2852783203125,4644.51,120,14.2897,120,4579.63,35.9982
605000,-422.55169677734375,4916.99,121,14.3321,121,4782.44,34.1131
610000,-475.6379089355469,4717.78,122,14.0183,122,4724.77,35.0316
615000,-433.6115417480469,4745.36,123,12.819,123,4680.82,35.405
620000,-419.9842834472656,4951.5,124,14.0519,124,4794.3,34.3077
625000,-456.9768981933594,4878.34,125,13.8123,125,4533.06,35.5099
630000,-440.989990234375,4942.22,126,14.0264,126,4767.4,34.7788
635000,-435.59112548828125,4911.86,127,12.8439,127,4824.17,34.0842
640000,-447.6580505371094,4950.91,128,13.4803,128,4802.19,34.4546
645000,-450.99346923828125,4980.73,129,13.6863,129,4761.8,34.4595
650000,-462.0838317871094,4895.04,130,13.1408,130,4753.43,35.2176
655000,-448.4595031738281,4809.44,131,13.3895,131,4739.02,34.296
660000,-441.322509765625,4967.6,132,14.3708,132,4838.98,34.1235
665000,-453.3677978515625,4672.87,133,13.0371,133,4713.65,34.1826
670000,-497.9819030761719,5006.61,134,13.4693,134,4640.0,34.3926
675000,-463.25885009765625,4916.55,135,15.3694,135,4852.97,35.6035
680000,-475.9146423339844,4866.89,136,13.4737,136,4764.71,35.0902
685000,-465.3117980957031,4894.83,137,12.7469,137,4791.96,34.1108
690000,-475.17138671875,4877.28,138,13.9987,138,4795.18,35.1911
695000,-478.65802001953125,4924.8,139,12.9943,139,4809.36,34.3225
700000,-506.26397705078125,4827.42,140,12.6958,140,4646.44,34.878
705000,-468.7948913574219,4991.74,141,13.7001,141,4823.96,33.6349
710000,-460.8796691894531,4878.96,142,13.6608,142,4835.29,33.8272
715000,-491.4256591796875,4927.93,143,13.7013,143,4588.66,34.8749
720000,-493.9457092285156,4966.51,144,13.1437,144,4845.36,34.2348
725000,-477.8754577636719,4958.09,145,13.6863,145,4879.54,33.6528
730000,-509.03594970703125,5111.59,146,14.6747,146,4881.3,34.2062
735000,-504.5638122558594,4989.92,147,14.0195,147,4823.41,34.0209
740000,-497.81121826171875,5023.89,148,13.048,148,4893.02,33.6624
745000,-556.675048828125,4890.97,149,13.6083,149,4702.49,35.7204
750000,-488.7303161621094,4927.41,150,12.5562,150,4771.53,33.7872
755000,-545.47607421875,4919.28,151,13.9838,151,4633.56,34.4683
760000,-516.2509765625,4832.11,152,13.1136,152,4781.07,34.5746
765000,-530.4956665039062,5103.41,153,13.4262,153,4896.32,34.0262
770000,-570.6656494140625,4867.89,154,13.1344,154,4761.3,34.6664
775000,-584.2027587890625,4867.53,155,12.192,155,4725.64,35.0947
780000,-542.1936645507812,5030.55,156,13.5876,156,4876.81,33.7012
785000,-519.5577392578125,5003.29,157,14.0016,157,4866.65,33.6384
790000,-556.593017578125,4769.61,158,13.1319,158,4692.93,35.1775
795000,-545.2391357421875,4868.11,159,11.9195,159,4495.07,34.5329
800000,-531.2022094726562,4984.67,160,13.1634,160,4896.11,33.2968
805000,-574.0043334960938,4979.36,161,12.9983,161,4756.57,34.1249
810000,-579.8298950195312,4861.66,162,12.2526,162,4776.71,35.7077
815000,-636.169921875,4860.8,163,10.6963,163,4693.76,34.0579
820000,-554.12109375,4929.1,164,12.6867,164,4848.75,33.1413
825000,-562.840087890625,4939.59,165,12.5791,165,4872.46,33.711
830000,-588.5081176757812,4927.19,166,12.2053,166,4770.3,34.3228
835000,-572.0904541015625,4809.61,167,13.2115,167,4889.86,33.7351
840000,-666.655517578125,4884.7,168,11.2064,168,4408.63,34.6739
845000,-668.6158447265625,4651.43,169,13.1827,169,4624.36,35.9434
850000,-737.4312744140625,4889.38,170,15.0254,170,4786.37,36.4472
855000,-595.2511596679688,4925.83,171,12.2525,171,4819.75,34.4683
860000,-580.693603515625,4894.05,172,12.3121,172,4829.5,34.1917
865000,-569.6204223632812,4761.07,173,12.6117,173,4797.66,34.5705
870000,-616.8330078125,4858.73,174,12.3706,174,4767.74,33.9482
875000,-574.5921020507812,4831.37,175,12.3857,175,4792.03,33.3546
880000,-591.3628540039062,4957.07,176,12.2943,176,4894.36,33.3994
885000,-714.10107421875,4861.39,177,14.3829,177,4813.13,34.0149
890000,-652.7476196289062,4908.29,178,12.9478,178,4820.22,34.8344
895000,-648.4607543945312,4978.32,179,13.8214,179,4881.73,34.4225
900000,-621.3551635742188,4936.99,180,12.6333,180,4909.69,33.9763
905000,-602.9586791992188,4880.21,181,12.6255,181,4873.31,33.3607
910000,-626.1576538085938,4921.19,182,13.4799,182,4874.06,33.93
915000,-638.4663696289062,5032.05,183,13.129,183,4970.72,33.1225
920000,-690.9660034179688,4881.36,184,11.6011,184,4872.47,33.524
925000,-677.2222290039062,4901.59,185,13.6205,185,4827.16,34.6294
930000,-667.488037109375,5032.17,186,13.5687,186,4903.2,33.9358
935000,-654.6743774414062,5060.64,187,11.9847,187,4866.1,33.4278
940000,-655.5477294921875,5038.9,188,12.7861,188,4908.56,33.6226
945000,-724.9922485351562,4894.99,189,12.3904,189,4858.71,33.9094
950000,-646.8997192382812,5078.64,190,12.4934,190,4883.14,32.6663
955000,-591.0328979492188,5010.65,191,11.9407,191,4857.01,32.9198
960000,-636.504150390625,5122.49,192,13.1007,192,4959.16,33.2519
965000,-648.4446411132812,5158.72,193,12.1534,193,4965.27,32.5058
970000,-695.690185546875,5047.7,194,12.3149,194,4482.48,33.3359
975000,-695.8964233398438,5092.27,195,12.3466,195,4911.12,33.4837
980000,-691.2528686523438,4988.79,196,12.1555,196,4837.75,33.5579
985000,-711.7988891601562,4925.67,197,13.1338,197,4805.78,34.8736
990000,-626.8463134765625,5073.9,198,12.4521,198,4958.67,32.6988
995000,-680.6659545898438,4980.24,199,13.4669,199,4915.39,33.6384
1000000,-685.3107299804688,4963.95,200,11.8511,200,4645.1,32.7799
1005000,-674.1751708984375,4934.5,201,12.0364,201,4830.27,33.3769
1010000,-694.1716918945312,4965.94,202,12.2923,202,4874.75,34.0035
1015000,-680.4411010742188,5039.3,203,12.4331,203,4940.18,33.6163
1020000,-681.0372314453125,5038.82,204,11.6543,204,4685.41,33.6268
1025000,-698.414306640625,4926.57,205,12.1887,205,4629.72,33.8761
1030000,-707.045654296875,4960.66,206,12.3555,206,4892.45,33.7997
1035000,-692.150634765625,4938.96,207,12.2668,207,4857.67,33.9109
1040000,-730.0486450195312,5023.23,208,12.2581,208,4929.2,33.7792
1045000,-705.1386108398438,5008.34,209,12.8133,209,4928.81,33.682
1050000,-731.5435791015625,4978.88,210,12.5116,210,4866.5,33.8447
1055000,-728.7135009765625,4994.06,211,12.5295,211,4917.9,33.6745
1060000,-724.4304809570312,4906.04,212,11.917,212,4871.8,33.6501
1065000,-718.2589111328125,4860.01,213,12.2269,213,4809.2,34.4256
1070000,-734.3390502929688,5005.15,214,12.4877,214,4933.91,33.5528
1075000,-802.7418823242188,4861.53,215,12.119,215,4738.74,34.9745
1080000,-792.5377807617188,4956.15,216,11.695,216,4813.29,34.7304
1085000,-741.3197631835938,4826.67,217,12.3638,217,4805.71,34.3376
1090000,-743.3034057617188,4926.46,218,12.2866,218,4641.13,34.1252
1095000,-758.78515625,4915.32,219,12.2272,219,4889.06,33.3044
1100000,-795.1143188476562,4953.57,220,11.9363,220,4650.31,33.8544
1105000,-805.7349243164062,5140.67,221,13.0391,221,4973.25,33.6494
1110000,-783.8012084960938,5104.54,222,12.5903,222,5032.95,33.2659
1115000,-767.6620483398438,5041.0,223,13.0162,223,4963.74,33.2001
1120000,-888.3673706054688,5017.15,224,12.2805,224,4918.11,33.2205
1125000,-849.2378540039062,5104.45,225,12.9908,225,4930.53,34.3082
1130000,-820.7307739257812,5080.35,226,12.4435,226,4598.07,34.0721
1135000,-931.6602783203125,4543.81,227,13.1161,227,4219.31,36.1364
1140000,-843.9810180664062,5030.46,228,13.3529,228,4845.71,34.4932
1145000,-1177.7939453125,2064.78,229,19.9443,229,2478.26,38.8045
1150000,-835.477294921875,4797.74,230,14.0258,230,4682.72,35.6014
1155000,-747.6365356445312,5113.26,231,12.8929,231,4972.72,32.512
1160000,-800.5460205078125,4904.69,232,12.0488,232,4840.49,33.5491
1165000,-811.0458374023438,4937.08,233,12.1302,233,4850.83,32.9739
1170000,-808.8729858398438,5041.58,234,12.3597,234,4941.56,32.6486
1175000,-800.0391235351562,4781.13,235,12.1883,235,4883.51,33.1664
1180000,-821.16650390625,4895.33,236,13.1696,236,4923.8,32.9879
1185000,-1096.0352783203125,3994.69,237,19.5329,237,4163.5,35.8751
1190000,-1061.9600830078125,4473.75,238,12.4242,238,4721.98,35.2756
1195000,-1132.922119140625,4298.98,239,11.8203,239,3744.58,35.615
1200000,-1228.056396484375,4403.4,240,13.8306,240,3915.76,37.7686
1205000,-951.0435791015625,4941.25,241,13.5196,241,4665.92,36.2055
1210000,-903.1512451171875,4928.23,242,12.8607,242,4800.08,34.1102
1215000,-965.1416015625,4882.6,243,15.7293,243,4770.48,36.6896
1220000,-970.4142456054688,4924.16,244,12.6535,244,4755.39,34.7586
1225000,-860.7033081054688,4963.25,245,11.8413,245,4905.93,32.7887
1230000,-916.035888671875,4985.6,246,12.3043,246,4917.39,33.1742
1235000,-949.2780151367188,5114.75,247,12.6918,247,4685.99,33.3684
1240000,-1195.37890625,4857.06,248,12.7388,248,4614.87,34.7092
1245000,-961.7337646484375,5050.56,249,13.5965,249,4983.53,33.3124
1250000,-936.0795288085938,5021.4,250,13.6659,250,4966.01,33.0141
1255000,-928.0641479492188,5121.61,251,13.8179,251,5051.06,32.403
1260000,-897.6524658203125,4913.66,252,12.2568,252,4863.29,33.2274
1265000,-877.7310791015625,4872.04,253,12.0898,253,4882.14,32.944
1270000,-897.9283447265625,4764.29,254,11.3709,254,4561.4,34.4509
1275000,-887.6460571289062,4711.8,255,11.7452,255,4695.7,34.2487
1280000,-1006.3690185546875,4123.47,256,11.123,256,4532.31,35.4688
1285000,-922.396728515625,4476.43,257,11.3006,257,4502.49,35.0379
1290000,-990.2877807617188,4725.9,258,11.3975,258,4762.4,34.2469
1295000,-974.721923828125,5141.57,259,12.8399,259,4992.89,33.1094
1300000,-949.7408447265625,4995.1,260,12.8351,260,4317.74,32.5632
1305000,-1108.374755859375,4824.67,261,12.1744,261,4748.43,33.9592
1310000,-993.8568115234375,4801.27,262,13.0426,262,4997.39,32.534
1315000,-1096.315673828125,4858.78,263,13.2878,263,4655.26,35.2717
1320000,-1251.8555908203125,4991.95,264,12.7252,264,4277.14,34.3946
1325000,-968.8948974609375,5167.63,265,11.6373,265,4953.96,32.4372
1330000,-939.0164794921875,5238.16,266,12.2747,266,4783.7,32.0427
1335000,-991.8318481445312,5117.04,267,12.1624,267,4874.94,32.6727
1340000,-972.0841674804688,5102.17,268,12.1528,268,4971.98,32.3239
1345000,-931.8405151367188,4997.41,269,11.6865,269,4506.35,32.0241
1350000,-929.4053344726562,5091.93,270,11.6793,270,4979.15,32.1535
1355000,-911.2396240234375,5157.15,271,11.6495,271,4516.99,31.2395
1360000,-1146.291748046875,5128.02,272,10.7916,272,4597.48,33.0884
1365000,-1029.23193359375,4993.95,273,12.051,273,4841.79,32.4924
1370000,-1200.9317626953125,4471.81,274,13.3498,274,4471.5,35.5553
1375000,-966.18017578125,5133.69,275,11.2453,275,4928.14,32.1883
1380000,-1019.6273193359375,5006.68,276,11.8195,276,4857.09,32.7815
1385000,-1067.7109375,5053.62,277,12.282,277,4877.94,32.606
1390000,-1020.0259399414062,5028.53,278,11.2151,278,4673.39,32.093
1395000,-1306.913818359375,5029.85,279,14.8381,279,4165.32,34.9312
1400000,-1297.039306640625,4522.58,280,12.2364,280,4285.8,36.3384
1405000,-1088.6907958984375,5242.96,281,11.9854,281,5079.16,32.7742
1410000,-1049.090087890625,5173.85,282,12.7693,282,5054.72,32.349
1415000,-982.162841796875,5260.0,283,12.7518,283,5103.54,30.9015
1420000,-935.6595458984375,5261.71,284,11.9292,284,5090.43,30.5944
1425000,-996.377685546875,5220.78,285,12.0148,285,5064.32,30.857
1430000,-1030.8896484375,5216.64,286,11.8551,286,5032.32,31.3098
1435000,-1143.6097412109375,4998.14,287,12.829,287,4559.55,33.1697
1440000,-1403.4093017578125,4771.97,288,11.7188,288,3444.04,34.0524
1445000,-1151.478759765625,4876.06,289,14.2201,289,4815.24,33.7935
1450000,-1020.5465698242188,5026.3,290,12.3063,290,4920.86,32.2949
1455000,-1562.14599609375,3319.03,291,16.2427,291,3384.04,39.0577
1460000,-1491.0550537109375,4812.75,292,19.2807,292,4478.49,38.9675
1465000,-1276.4007568359375,4828.08,293,13.2004,293,4492.1,36.2301
1470000,-1377.34423828125,4974.35,294,14.8501,294,4762.22,35.3173
1475000,-1512.870849609375,4821.48,295,14.3525,295,4545.52,37.2898
1480000,-1462.52294921875,4981.84,296,16.3186,296,4773.86,37.1845
1485000,-1304.200927734375,4996.04,297,14.036,297,4839.28,35.0881
1490000,-1317.3448486328125,5083.54,298,13.3867,298,4813.27,34.8944
1495000,-1251.732421875,5003.43,299,13.3137,299,4843.85,33.6827
1500000,-1333.6300048828125,5215.39,300,14.9982,300,4811.68,35.5138
1505000,-1371.785400390625,4563.29,301,18.0825,301,4834.6,34.0723
1510000,-1212.732177734375,5184.15,302,13.2873,302,4949.14,33.9231
1515000,-1328.957763671875,4790.82,303,12.9422,303,4869.95,34.2302
1520000,-1393.0269775390625,4838.63,304,12.3074,304,4396.68,34.913
1525000,-1518.640380859375,4488.11,305,11.7386,305,4225.92,35.595
1530000,-1566.8189697265625,4549.13,306,11.3172,306,3874.5,37.2696
1535000,-1846.1148681640625,814.72,307,10.921,307,2811.28,36.516
1540000,-1539.5758056640625,3249.89,308,11.1622,308,2708.63,34.475
1545000,-1375.476318359375,4998.22,309,12.4605,309,4765.3,34.5487
1550000,-1257.333740234375,4429.21,310,12.6256,310,4608.93,34.4218
1555000,-1367.451904296875,4777.8,311,11.9404,311,4739.59,34.0326
1560000,-1277.8385009765625,4265.82,312,11.0205,312,4579.19,33.5779
1565000,-1188.8642578125,5146.29,313,11.6664,313,4725.5,33.5447
1570000,-1456.2945556640625,2380.7,314,11.1091,314,3819.6,34.0055
1575000,-1424.181396484375,4422.97,315,11.3338,315,4561.05,34.8285
1580000,-1308.6888427734375,4861.19,316,11.5387,316,4822.54,32.998
1585000,-1404.01904296875,4940.79,317,12.1532,317,4744.79,33.0707
1590000,-1363.208251953125,5017.26,318,11.5251,318,4857.49,32.1249
1595000,-1397.496826171875,4931.75,319,11.0079,319,4602.39,33.4274
1600000,-1446.355224609375,3921.97,320,11.0466,320,4907.87,32.3981
1605000,-1571.6131591796875,4880.71,321,10.6007,321,4303.64,34.1196
1610000,-1447.4691162109375,4940.51,322,10.8419,322,4791.18,33.187
1615000,-1697.60302734375,3165.98,323,10.9447,323,3869.07,32.9616
1620000,-1466.62646484375,4694.02,324,12.0489,324,4545.07,33.9029
1625000,-1431.4173583984375,4951.05,325,10.3958,325,4594.53,33.1757
1630000,-1457.247802734375,5067.47,326,11.2004,326,4741.7,32.8984
1635000,-1428.4539794921875,4996.2,327,10.9609,327,4858.19,32.3425
1640000,-1379.98486328125,4978.29,328,11.3965,328,4904.73,32.3914
1645000,-1399.6519775390625,4913.43,329,11.048,329,4544.25,32.4721
1650000,-1290.497802734375,4966.94,330,11.1288,330,4786.09,31.3848
1655000,-1470.3798828125,4859.53,331,11.2165,331,4486.86,32.818
1660000,-1433.485107421875,4994.37,332,11.415,332,4909.6,32.6995
1665000,-1406.314208984375,5057.32,333,11.7039,333,4886.3,32.4832
1670000,-1439.567138671875,4958.79,334,11.4804,334,4886.6,32.3178
1675000,-1599.025634765625,5002.63,335,11.3466,335,4811.93,34.1982
1680000,-1324.201904296875,5012.25,336,11.5237,336,4915.46,31.322
1685000,-1562.907958984375,4922.62,337,10.9162,337,4812.97,33.4333
1690000,-1413.799560546875,4910.9,338,11.136,338,4873.85,32.6512
1695000,-1340.9842529296875,4809.43,339,11.3263,339,4806.34,32.8597
1700000,-1438.5654296875,4933.3,340,10.8836,340,4854.52,33.3167
1705000,-1458.2635498046875,4879.42,341,11.0556,341,4834.11,33.1618
1710000,-1562.026123046875,4939.05,342,11.4111,342,4868.99,33.4823
1715000,-1739.7901611328125,5077.96,343,12.585,343,4744.66,34.4972
1720000,-1514.9937744140625,4795.02,344,11.1831,344,4838.43,33.2138
1725000,-1514.9671630859375,5027.77,345,12.5415,345,4950.91,32.261
1730000,-1458.1199951171875,5017.64,346,11.3362,346,4947.81,32.2854
1735000,-1487.1502685546875,4974.99,347,12.0099,347,4745.18,32.0278
1740000,-1465.300537109375,5124.32,348,11.1895,348,4838.8,32.2529
1745000,-1707.9188232421875,4950.04,349,11.1785,349,4902.25,32.8449
1750000,-1525.9747314453125,5010.2,350,11.7368,350,4921.76,32.5767
1755000,-1605.9273681640625,4815.68,351,11.5779,351,4819.26,32.7765
1760000,-1616.4755859375,5090.15,352,12.2519,352,4927.47,33.2674
1765000,-1689.023681640625,5040.03,353,12.0514,353,4917.51,33.3565
1770000,-1464.98486328125,4942.2,354,12.2443,354,4859.8,32.8752
1775000,-1676.3680419921875,5095.77,355,13.1007,355,4982.06,33.527
1780000,-1575.747314453125,4864.23,356,11.1757,356,4794.86,33.3959
1785000,-1442.359375,4921.27,357,10.8371,357,4869.9,32.8041
1790000,-1476.142333984375,5018.67,358,11.1185,358,4907.34,32.6755
1795000,-1614.78955078125,5026.98,359,11.6644,359,4942.62,32.9506
1800000,-1532.3602294921875,4866.07,360,11.623,360,4858.52,33.4153
1805000,-1540.54833984375,4819.32,361,11.8293,361,4745.74,33.5095
1810000,-1523.2696533203125,4906.92,362,11.6114,362,4777.42,33.6409
1815000,-1611.3804931640625,5061.26,363,12.3153,363,4977.44,33.0349
1820000,-1642.7388916015625,4924.31,364,11.8509,364,4868.37,33.3911
1825000,-1623.6077880859375,5054.09,365,12.3253,365,4960.29,33.1034
1830000,-1562.2230224609375,5044.84,366,12.0609,366,4992.14,32.4209
1835000,-1741.0931396484375,4789.12,367,11.4168,367,4821.2,33.7696
1840000,-1702.962646484375,4851.58,368,12.0947,368,4757.78,33.8308
1845000,-1766.0172119140625,5120.72,369,12.9843,369,5031.44,33.2374
1850000,-1590.35205078125,4972.36,370,12.382,370,4995.32,32.8557
1855000,-1665.7318115234375,4925.21,371,12.0075,371,4962.34,32.9528
1860000,-1674.1622314453125,5032.15,372,12.1863,372,4974.67,32.6388
1865000,-1709.334716796875,5042.76,373,12.0687,373,4968.23,32.8959
1870000,-1644.7027587890625,5146.55,374,12.1293,374,5031.77,31.8623
1875000,-1846.130615234375,4938.75,375,11.8945,375,4899.2,32.8578
1880000,-1816.402587890625,4968.48,376,12.0971,376,4920.72,33.2424
1885000,-1833.704345703125,5000.3,377,11.8727,377,4961.99,33.0317
1890000,-1905.185546875,4932.8,378,11.8436,378,4820.85,32.6369
1895000,-1816.744140625,4996.37,379,11.5997,379,4789.55,32.9601
1900000,-1950.6104736328125,4883.64,380,11.6127,380,4937.34,33.3673
1905000,-1804.58349609375,4869.58,381,11.9731,381,4861.56,33.0828
1910000,-1984.12890625,4733.34,382,14.2771,382,4712.17,36.7834
