Running Forward KL,Real Det Return,Real Sto Return,Itration,Running Reverse KL
156.69,2048.97,1746.41,83,15.0838
156.5979,2151.08,1806.24,84,15.2859
156.8886,2125.66,1805.4,85,15.4008
156.8843,2156.17,1810.9,86,15.1695
156.8284,2136.66,1784.06,87,15.2625
156.6963,2182.34,1822.51,88,15.5356
156.5784,2156.08,1827.24,89,15.5178
156.7556,2191.94,1793.16,90,15.0477
156.6755,2210.16,1817.41,91,15.3055
156.815,2162.87,1801.9,92,15.2753
156.8059,2134.06,1830.23,93,15.299
156.9525,2203.72,1837.02,94,15.1587
156.752,2227.91,1827.59,95,15.4589
156.7649,2156.32,1819.54,96,15.254
156.6713,2199.55,1838.11,97,15.1636
156.7204,2167.03,1832.94,98,15.2024
156.765,2183.97,1815.38,99,15.3061
156.6887,2138.13,1813.38,100,15.0167
156.7508,2207.26,1856.03,101,15.3304
156.7445,2218.84,1816.39,102,15.311
156.8235,2204.36,1830.61,103,14.9503
156.775,2254.57,1877.35,104,15.8571
156.7084,2190.59,1837.95,105,15.2757
156.653,2215.45,1838.1,106,14.9751
156.7313,2210.96,1848.77,107,15.1967
156.759,2194.35,1825.64,108,15.1223
156.8346,2204.84,1819.75,109,15.0506
156.7334,2216.92,1829.25,110,15.1825
156.6343,2223.9,1833.78,111,15.1725
156.7302,2170.29,1809.03,112,14.8737
156.7769,2206.15,1823.86,113,15.1524
156.7179,2206.76,1861.19,114,15.1823
156.8059,2238.39,1855.39,115,15.4171
156.7489,2202.96,1824.07,116,14.9843
156.641,2197.13,1850.32,117,15.2951
156.7128,2223.73,1859.45,118,15.1757
156.7687,2231.75,1849.93,119,15.2275
156.4757,2220.71,1863.16,120,14.9167
156.6367,2218.7,1835.35,121,15.1263
156.6345,2239.12,1874.54,122,15.0835
156.5549,2235.24,1877.25,123,15.2915
156.5904,2227.98,1836.62,124,14.9079
156.5453,2201.76,1861.43,125,15.2464
156.6659,2224.43,1879.4,126,15.2275
156.4142,2211.43,1875.53,127,14.9465
156.6661,2224.79,1852.59,128,15.0968
156.6969,2298.43,1894.37,129,15.1972
156.5976,2207.24,1872.76,130,15.0893
156.6902,2263.38,1917.06,131,15.372
156.7177,2241.55,1888.9,132,14.9503
156.5379,2259.58,1855.52,133,14.9917
156.5574,2299.8,1880.57,134,15.1836
156.5988,2275.69,1892.48,135,15.105
156.6878,2268.52,1862.63,136,14.9426
156.5868,2274.61,1905.05,137,15.1848
156.6068,2250.46,1893.04,138,15.0234
156.6363,2265.97,1887.89,139,15.1379
156.6287,2216.15,1862.73,140,15.1276
156.6298,2268.36,1885.75,141,15.0787
156.6199,2251.7,1871.62,142,15.0722
156.7077,2229.12,1878.69,143,15.0308
156.6328,2213.68,1861.68,144,14.9678
156.5363,2311.33,1927.02,145,15.0825
156.633,2261.11,1901.81,146,15.0098
156.5231,2280.51,1902.15,147,15.1201
156.579,2262.65,1884.46,148,14.75
156.5971,2279.77,1903.9,149,14.9715
156.4996,2290.21,1901.66,150,15.3
156.7661,2293.58,1920.29,151,15.2643
156.5966,2238.61,1885.95,152,14.9955
156.6527,2290.42,1922.74,153,15.0245
156.5882,2266.47,1908.74,154,15.1453
156.4034,2225.45,1875.5,155,14.9239
156.5436,2318.94,1899.12,156,14.943
156.5708,2278.85,1931.83,157,15.0171
156.5812,2240.17,1896.05,158,15.0375
156.4942,2253.36,1860.62,159,14.8176
156.5588,2277.31,1902.13,160,14.8873
156.6444,2257.33,1880.96,161,14.9387
156.5413,2288.6,1951.81,162,15.1796
156.6716,2305.61,1901.99,163,15.4006
156.647,2295.54,1890.54,164,15.1099
156.6373,2272.35,1907.75,165,14.9508
156.5319,2242.98,1909.96,166,15.0162
156.6999,2261.04,1904.01,167,15.0897
156.8044,2234.5,1853.15,168,14.6888
156.451,2268.81,1942.56,169,15.0512
156.6424,2310.69,1912.98,170,15.1282
156.6002,2284.69,1881.44,171,14.9207
156.6149,2278.18,1918.26,172,15.0528
156.6154,2306.17,1913.36,173,15.0346
156.6449,2256.3,1888.42,174,15.0343
156.4763,2269.13,1902.73,175,15.0025
156.4927,2296.69,1940.65,176,15.1652
156.5035,2271.12,1890.67,177,14.6273
156.8137,2303.94,1936.88,178,15.1965
156.6089,2318.18,1953.59,179,15.3227
156.6384,2286.71,1919.43,180,14.7929
156.5017,2288.91,1918.34,181,14.7704
156.5623,2296.49,1930.21,182,15.0668
156.4807,2290.27,1916.67,183,14.9959
156.4327,2290.13,1930.52,184,14.9445
156.7087,2321.6,1931.24,185,15.0768
156.7679,2317.51,1941.93,186,15.091
156.5608,2247.63,1921.64,187,14.7883
156.5337,2293.35,1912.82,188,15.0851
156.3077,2287.52,1942.88,189,14.7833
156.6331,2291.19,1931.78,190,14.8898
156.6671,2302.81,1951.2,191,15.0743
156.479,2269.06,1905.41,192,14.8506
156.5597,2316.31,1959.35,193,14.9939
156.5403,2293.93,1948.77,194,14.9557
156.6025,2303.36,1961.39,195,15.0812
156.5086,2305.72,1945.83,196,15.0434
156.5096,2281.34,1934.09,197,15.0325
156.56,2309.18,1917.99,198,14.8897
156.5111,2325.08,1949.48,199,14.9959
156.5197,2265.47,1927.86,200,14.9473
156.5177,2278.66,1943.96,201,15.0567
156.5346,2251.11,1926.07,202,15.0434
156.4293,2266.73,1961.84,203,15.103
156.4802,2278.12,1958.36,204,14.9075
156.4756,2270.59,1949.38,205,14.9152
156.4638,2287.0,1934.11,206,14.9753
156.6651,2268.2,1948.26,207,15.1339
156.4721,2272.1,1940.33,208,15.1411
156.6393,2262.6,1961.42,209,14.9987
156.4817,2287.51,1934.04,210,14.9319
156.557,2282.07,1953.6,211,15.0837
156.6334,2291.46,1949.57,212,15.0571
156.5271,2289.39,1936.92,213,15.1275
156.4675,2284.83,1951.75,214,15.0544
156.6057,2278.72,1938.68,215,14.9048
156.6669,2284.63,1947.23,216,15.0246
156.7967,2294.89,1960.96,217,14.9156
156.6639,2276.37,1934.69,218,14.94
156.6883,2284.22,1937.27,219,14.8952
156.5679,2304.07,1949.64,220,14.8367
156.5553,2282.69,1943.69,221,15.0579
156.6718,2297.56,1941.72,222,15.0496
156.6418,2296.29,1943.3,223,15.0588
156.5242,2283.28,1967.08,224,14.8788
156.5883,2304.83,1941.11,225,14.9519
156.5833,2287.41,1943.03,226,14.9305
156.579,2283.8,1949.32,227,14.911
156.7087,2277.98,1945.13,228,15.0419
156.5756,2294.76,1962.31,229,15.0126
156.6392,2271.37,1956.39,230,14.9074
156.749,2273.7,1953.11,231,14.9302
156.7223,2290.68,1966.24,232,15.0726
156.6275,2279.68,1947.63,233,14.8115
156.6273,2273.45,1946.72,234,14.8992
156.5837,2265.08,1921.16,235,14.7298
156.5549,2278.6,1953.15,236,15.0077
156.6592,2269.24,1940.94,237,15.1084
156.72,2251.65,1924.88,238,14.8466
156.7679,2268.51,1941.77,239,15.1732
156.6646,2251.63,1937.22,240,14.8533
156.6198,2276.7,1951.12,241,14.9337
156.7084,2290.74,1951.88,242,14.9234
156.5528,2251.18,1924.21,243,15.0288
156.7313,2270.47,1933.26,244,14.8949
156.7019,2281.17,1949.75,245,14.8856
156.6627,2300.36,1958.47,246,14.923
156.5462,2318.93,1980.34,247,14.9318
156.6221,2303.55,1962.56,248,14.8905
156.7539,2315.58,1955.45,249,14.8814
156.6339,2319.87,1971.17,250,14.8971
156.5911,2287.72,1967.02,251,14.9491
156.7231,2309.88,1962.79,252,15.0905
156.819,2330.81,1975.26,253,15.0055
156.7716,2333.14,1963.82,254,14.9648
156.6135,2286.27,1919.26,255,14.7923
156.6935,2318.06,1952.97,256,14.9648
156.6373,2311.7,1982.05,257,15.0744
156.5295,2331.07,1955.59,258,14.8541
156.7242,2328.32,1983.2,259,15.0234
156.6309,2313.43,1971.32,260,15.0043
156.7064,2313.33,1972.92,261,15.0137
156.7351,2317.46,1970.22,262,14.8796
156.6595,2291.05,1942.26,263,14.904
156.6437,2304.66,1968.0,264,15.0901
156.5697,2324.01,1966.74,265,15.0005
156.6386,2308.53,1956.52,266,14.9166
156.7688,2289.37,1959.11,267,14.9884
156.7058,2306.74,1970.26,268,15.0589
156.5265,2305.1,1943.88,269,14.8143
156.5692,2297.33,1949.96,270,14.7621
156.6016,2278.03,1942.93,271,14.8749
156.6964,2297.14,1971.37,272,15.0353
156.7299,2276.83,1943.2,273,15.0141
156.8075,2310.45,1973.53,274,15.0599
156.4206,2284.89,1961.41,275,14.9764
156.5934,2285.38,1957.15,276,14.9395
156.5049,2308.06,1980.29,277,14.8741
156.7009,2287.08,1953.38,278,14.9822
156.5252,2315.13,1963.11,279,14.9842
156.6798,2309.84,1974.66,280,14.9879
156.6506,2281.49,1944.55,281,14.9297
156.6652,2306.94,1970.71,282,15.0719
156.6505,2297.86,1955.8,283,15.0967
156.5731,2291.64,1947.84,284,14.9404
156.7389,2296.24,1960.96,285,15.0155
156.6937,2304.88,1987.38,286,15.1347
156.678,2289.76,1927.05,287,14.8275
156.6518,2302.84,1965.78,288,15.0843
156.5437,2278.04,1972.2,289,15.0188
156.7499,2314.27,1970.76,290,15.0745
156.7528,2309.14,1955.31,291,14.9533
156.5397,2326.93,1964.24,292,14.9156
156.5963,2319.97,1968.64,293,15.0233
156.7667,2298.98,1947.94,294,15.0201
156.6862,2310.38,1960.63,295,14.8827
156.7592,2268.03,1921.97,296,14.9146
156.5959,2302.99,1958.5,297,14.8801
156.6054,2318.08,1956.8,298,14.9999
156.6808,2313.22,1952.67,299,14.8424
156.5113,2306.46,1946.04,300,14.8915
156.5336,2302.25,1959.33,301,14.8188
156.6617,2295.71,1939.12,302,15.0361
156.754,2312.74,1950.56,303,15.0419
156.7107,2286.27,1948.75,304,15.0078
156.6299,2312.26,1936.87,305,15.0323
156.6454,2318.72,1948.53,306,14.8411
156.6956,2319.4,1961.72,307,14.9279
156.7743,2313.76,1958.14,308,14.8978
156.7656,2305.67,1942.54,309,14.8311
156.6118,2299.82,1940.48,310,14.8807
156.564,2317.87,1948.3,311,14.788
156.6587,2334.54,1947.77,312,14.973
156.6065,2330.61,1961.86,313,14.9475
156.6753,2316.68,1943.91,314,15.0757
156.7101,2322.73,1951.97,315,15.1228
156.5222,2326.09,1973.05,316,14.8532
156.5128,2287.46,1945.26,317,14.8721
156.8154,2289.7,1932.11,318,14.9755
156.7051,2333.77,1960.25,319,15.06
156.6962,2288.59,1947.8,320,14.9256
156.6786,2330.01,1953.5,321,14.868
156.7101,2314.24,1967.87,322,15.093
156.7298,2308.79,1955.34,323,15.064
156.5948,2297.63,1938.88,324,15.0663
156.7267,2324.83,1892.73,325,15.0514
156.4699,2229.26,1772.84,326,14.5904
157.9683,95.76,89.74,327,12.422
157.2594,1325.89,1041.2,328,13.902
157.0715,458.59,626.01,329,12.9083
157.5223,691.42,582.59,330,18.6934
157.0371,457.11,291.78,331,21.0829
156.9978,1462.39,1084.48,332,14.5266
157.2394,89.26,318.72,333,14.0979
156.9676,-486.27,280.14,334,14.8409
160.1066,-625.94,-563.22,335,17.1853
159.5067,68.16,26.56,336,17.2227
158.4486,419.94,504.3,337,15.8414
157.7147,-87.43,567.44,338,15.2
157.2891,261.78,597.62,339,13.3052
156.5351,1629.8,1419.28,340,14.0616
156.8165,1190.56,1162.4,341,14.7775
156.4803,1567.93,1251.47,342,14.1955
156.9444,279.89,379.03,343,14.2686
156.8458,-200.77,700.94,344,13.9242
156.9976,617.09,807.6,345,13.2179
159.3392,391.32,203.53,346,20.5979
157.3173,139.58,143.11,347,13.8514
161.1398,-417.16,-452.07,348,35.4845
159.5305,-344.62,-360.09,349,21.7189
157.4693,278.73,252.94,350,13.4666
157.9347,-224.74,-150.27,351,12.1954
157.1102,-2.28,233.87,352,13.2292
157.3999,58.1,139.65,353,11.8955
158.2288,150.82,155.36,354,13.7398
158.0505,656.51,650.16,355,15.787
157.1183,1062.93,874.83,356,15.1748
157.1112,927.35,686.27,357,14.6681
157.0038,1173.76,923.92,358,15.003
156.8045,1150.89,1046.78,359,14.9748
158.6225,-282.23,-115.77,360,14.841
157.2007,591.96,823.68,361,18.0058
156.9125,1248.72,1077.42,362,15.3217
157.1111,780.55,751.34,363,15.4751
156.9825,1302.94,1099.83,364,15.9187
156.7872,1582.93,1242.36,365,15.3714
156.7986,1518.8,1219.67,366,15.37
156.83,1650.4,1303.52,367,15.2799
156.7316,1627.28,1339.48,368,15.3784
156.8647,1395.25,1372.79,369,15.4029
159.5611,-216.87,-298.14,370,17.0088
157.3284,1083.94,937.6,371,17.4694
156.5939,1581.36,1404.61,372,15.332
156.8613,1382.36,1278.91,373,15.8446
157.4616,298.92,592.22,374,14.3223
156.7337,1749.09,1451.71,375,15.3577
158.2444,-223.15,-98.92,376,15.8604
156.5486,1914.1,1593.16,377,15.7172
158.4196,87.82,147.58,378,16.0029
156.8728,1647.47,1407.09,379,15.7066
157.8174,145.55,446.11,380,14.6879
156.7652,1913.64,1538.16,381,15.4381
156.7003,1770.32,1516.01,382,15.4522
156.6824,1699.63,1477.22,383,15.7124
156.7152,1945.63,1662.89,384,15.5467
157.0584,1307.13,1116.16,385,18.2096
156.7166,2164.46,1721.92,386,15.6231
156.7894,2074.1,1790.05,387,15.5846
158.7726,-152.05,-192.77,388,17.5373
156.8152,2069.96,1812.33,389,15.3269
157.0475,1034.73,1009.69,390,17.3407
156.8433,2166.37,1775.57,391,15.7514
156.8148,2017.08,1745.56,392,15.3575
157.5717,1374.19,972.36,393,16.6395
156.8225,2140.08,1788.61,394,15.2525
156.5506,2016.89,1708.6,395,15.1185
156.6598,2040.67,1736.41,396,15.5981
156.7276,1961.4,1636.22,397,15.9954
156.7438,2086.87,1748.33,398,15.5199
156.9602,1400.43,1313.09,399,16.0348
156.6985,2058.73,1723.66,400,15.6888
158.0803,629.57,626.15,401,15.9435
156.7011,2152.44,1768.3,402,15.521
156.5366,2149.81,1761.23,403,15.3178
157.1968,1359.1,1263.77,404,15.73
156.7325,2182.58,1824.34,405,15.6879
156.7514,2186.54,1834.67,406,15.166
156.9264,2131.24,1830.0,407,15.0987
156.7894,2120.17,1843.61,408,14.7742
156.6506,2151.72,1842.55,409,14.6956
156.6963,2165.36,1841.8,410,14.7064
156.6149,2178.75,1856.88,411,14.7611
156.675,2194.11,1871.79,412,14.9586
156.6343,2180.5,1848.17,413,14.8203
156.604,2189.72,1849.24,414,14.861
156.5493,2182.76,1837.75,415,14.9539
157.0761,-691.09,317.81,416,13.4349
