Itration,Running Reverse KL,Running Forward KL,Real Sto Return,Real Det Return
97,13.6884,27.3636,2936.77,3272.5
98,13.7502,27.0811,3074.57,3252.67
99,15.1435,28.5094,3101.23,3244.98
100,14.3782,27.25,3245.74,3271.95
101,13.9146,27.067,3070.3,3235.34
102,14.8012,27.8239,2888.72,3212.69
103,17.0247,27.5602,2308.26,3133.27
104,13.6034,26.2502,3255.79,3287.56
105,14.2871,26.7104,2987.73,3227.62
106,12.4229,25.4247,3029.66,3249.73
107,12.7245,25.9505,3126.66,3281.32
108,14.8145,27.481,2646.75,3227.13
109,14.7776,27.4987,2625.95,2201.13
110,14.0295,26.6921,3266.11,3292.46
111,41.4813,28.6149,1509.62,3101.09
112,13.3679,27.1558,2968.74,3354.35
113,13.2028,26.9547,3047.98,3368.87
114,14.2539,26.362,3143.87,3318.39
115,13.482,26.2721,3275.91,3303.63
116,19.1632,26.3562,1707.55,3295.15
117,13.6222,27.0786,3187.05,3335.4
118,13.941,26.4865,3215.11,3327.96
119,14.8535,26.3931,3188.18,3282.55
120,13.2026,26.7827,2961.76,3358.11
121,14.153,26.5105,2963.3,3249.2
122,14.5414,27.6015,2932.25,3374.83
123,12.6416,25.7788,3054.19,3299.64
124,13.3564,26.7619,3152.25,3338.32
125,13.6194,26.4288,3197.23,3337.46
126,17.0468,26.6984,2986.43,3330.52
127,14.4912,26.9795,3251.75,3319.24
128,15.751,27.5207,3264.58,3285.76
129,17.1016,26.7891,2752.08,2234.91
130,14.3871,25.758,3399.59,3429.84
131,16.2038,26.9987,3285.98,3357.45
132,13.874,25.9482,3171.21,3327.91
133,14.5645,25.3977,3309.88,3409.55
134,14.3313,26.5349,3176.52,3343.42
135,13.2806,26.3875,3094.48,3370.43
136,15.3063,26.1014,3221.69,3420.61
137,13.6235,26.0267,3307.36,3385.72
138,15.8459,26.8665,1865.58,3228.53
139,15.4694,28.061,3219.7,3282.87
140,15.6385,26.6238,2967.3,3402.89
141,13.5494,25.8787,2627.81,2063.89
142,12.4497,25.9832,2708.67,3305.8
143,15.0481,28.0297,2778.4,3379.41
144,13.891,25.502,3319.84,3304.84
145,13.1404,25.8963,3302.02,3300.01
146,12.6148,27.1334,2407.95,3340.52
147,13.8029,25.8039,3366.99,3324.19
148,14.732,26.6994,2674.02,3439.84
149,14.3007,26.0486,3317.68,3325.13
150,14.5544,26.8973,3339.56,3354.73
151,15.2622,25.8173,3216.5,3343.52
152,14.1103,27.0115,3272.89,3427.36
153,12.409,25.7531,2804.13,3321.13
154,12.2186,26.6714,2899.2,3056.76
155,12.1951,26.1085,2723.22,2704.71
156,14.0278,26.1884,3325.5,3361.5
157,11.9507,26.0982,3083.38,2819.06
158,13.4914,26.3881,3209.25,3397.38
159,13.8048,26.4121,2922.95,3455.15
160,14.1602,26.3951,3173.33,3459.78
161,14.3661,27.5295,2684.26,3393.58
162,12.314,25.3882,2909.52,3364.56
163,20.1915,26.9894,2668.18,3411.96
164,13.2666,27.4574,2512.78,2985.32
165,12.205,26.1239,2897.34,3449.26
166,13.5859,26.7397,2815.28,3405.58
167,14.3631,27.8395,2982.62,3471.28
168,13.5982,26.5956,2793.95,3432.88
169,13.8238,27.1274,2392.6,2624.87
170,14.2935,27.0167,3051.51,3438.78
171,13.1534,26.5937,3003.74,3464.4
172,14.1725,27.2052,3070.78,3458.24
173,13.8304,28.0273,2075.36,2228.51
174,12.5759,26.2576,3087.1,3384.18
175,12.9717,25.5594,3354.95,3307.45
176,13.4713,26.1496,3429.6,3407.83
177,13.3847,26.6414,3055.92,3357.59
178,12.9955,25.4274,2797.55,3319.13
179,13.5652,26.4939,3215.58,3433.59
180,13.9927,28.637,2046.49,2768.41
181,13.9713,25.912,3354.45,3401.74
182,13.4672,25.1482,3346.15,3333.88
183,13.5541,26.2436,3044.19,3432.07
184,13.6546,26.2018,3457.16,3512.44
185,13.5098,26.1709,3378.68,3481.46
186,13.7782,25.2788,3411.09,3459.77
187,12.329,25.0394,3198.65,3513.18
188,13.1631,25.2151,3415.05,3439.37
189,13.911,26.1859,3499.81,3496.12
190,15.3337,26.2439,3417.46,3441.91
191,13.7115,26.0942,3210.13,3481.21
192,12.2147,25.986,3124.08,3448.9
193,13.8173,25.4717,3333.21,3426.49
194,12.9681,25.8039,3298.32,3479.3
195,13.8931,26.1344,3225.28,3453.61
196,14.1044,25.7881,3443.72,3461.03
197,13.8427,25.4464,3443.73,3463.41
198,12.6546,25.2773,3410.69,3414.78
199,11.9692,25.2866,3321.42,3476.82
