Real Det Return,Running Reverse KL,Reward Loss,Running Update Time,Running Env Steps,Itration,Real Sto Return,Running Forward KL
761.52,29.7743,-18899.91015625,409,2045000,409,240.34,72.6753
512.97,29.947,-19089.8515625,410,2050000,410,183.93,73.8613
657.85,29.8645,-19053.712890625,411,2055000,411,217.33,74.3151
515.28,30.0108,-18976.482421875,412,2060000,412,163.08,72.5125
701.5,30.5522,-18788.2890625,413,2065000,413,222.09,71.3617
516.08,29.893,-18977.0390625,414,2070000,414,206.74,73.2951
655.37,30.3937,-19072.3671875,415,2075000,415,267.63,74.0669
493.98,29.7597,-18943.75,416,2080000,416,180.32,72.0928
517.79,30.1193,-19044.89453125,417,2085000,417,192.79,71.9802
559.29,29.9554,-19046.8515625,418,2090000,418,239.38,73.4196
805.54,30.0814,-19020.1640625,419,2095000,419,239.21,72.6747
656.58,30.2953,-19142.75390625,420,2100000,420,194.2,74.7413
863.37,29.7453,-18903.595703125,421,2105000,421,283.86,72.5124
725.67,30.1165,-19112.17578125,422,2110000,422,174.35,73.3993
762.55,30.226,-19070.541015625,423,2115000,423,229.68,72.431
585.81,29.6274,-18958.359375,424,2120000,424,236.1,71.8881
755.03,30.0785,-19021.1875,425,2125000,425,254.59,72.4883
612.36,30.067,-19120.509765625,426,2130000,426,274.67,73.034
511.3,29.6614,-18995.40234375,427,2135000,427,201.58,72.2543
563.37,30.035,-19112.701171875,428,2140000,428,242.24,72.5076
656.64,31.6957,-18926.736328125,429,2145000,429,234.94,71.2001
703.68,30.0268,-19102.703125,430,2150000,430,259.21,73.7791
544.65,29.9352,-18968.9453125,431,2155000,431,236.68,71.7357
318.67,30.5273,-19240.990234375,432,2160000,432,230.59,74.4992
687.83,29.8164,-19037.890625,433,2165000,433,212.55,72.0001
797.56,29.8208,-19081.17578125,434,2170000,434,309.09,73.0677
724.85,30.5185,-18984.630859375,435,2175000,435,233.04,72.2255
615.14,30.1778,-19070.75,436,2180000,436,247.55,72.601
611.04,30.8977,-19150.091796875,437,2185000,437,273.68,73.8197
812.16,30.2831,-19119.4921875,438,2190000,438,203.54,72.4403
871.36,30.1358,-19108.91796875,439,2195000,439,304.75,71.6971
609.48,30.1811,-18989.673828125,440,2200000,440,288.39,72.8492
731.32,30.8058,-18956.91796875,441,2205000,441,328.09,72.1408
659.07,30.5523,-19117.1875,442,2210000,442,261.28,73.5554
849.05,29.9142,-18979.451171875,443,2215000,443,246.52,72.3873
664.65,30.1989,-19130.546875,444,2220000,444,287.74,73.7198
706.5,30.446,-19170.970703125,445,2225000,445,220.41,73.486
862.1,30.8923,-19250.193359375,446,2230000,446,188.54,74.1877
718.08,30.3869,-18850.59375,447,2235000,447,209.76,71.1443
661.78,30.5573,-19156.265625,448,2240000,448,221.26,72.5175
891.63,29.8978,-19074.5078125,449,2245000,449,306.43,72.4013
858.98,30.3967,-19017.21875,450,2250000,450,257.76,72.6447
757.18,30.5061,-19170.2265625,451,2255000,451,298.52,73.3943
606.84,29.9279,-19013.888671875,452,2260000,452,313.78,71.8319
806.15,30.1871,-19156.498046875,453,2265000,453,256.26,72.6121
605.44,30.4238,-19214.15625,454,2270000,454,271.19,73.3716
749.55,30.2583,-18982.783203125,455,2275000,455,209.5,71.4757
800.73,30.4446,-19148.072265625,456,2280000,456,263.59,72.9772
697.91,30.2507,-19162.138671875,457,2285000,457,170.12,73.2495
859.16,30.4898,-19226.771484375,458,2290000,458,264.6,73.2227
759.26,30.189,-19110.115234375,459,2295000,459,246.44,72.8454
798.84,30.338,-19201.763671875,460,2300000,460,210.82,73.331
746.33,30.2985,-19205.955078125,461,2305000,461,246.2,73.0911
610.97,30.2771,-19199.201171875,462,2310000,462,192.05,73.2684
798.7,30.1581,-19112.76953125,463,2315000,463,301.34,71.9398
897.61,30.7911,-19201.595703125,464,2320000,464,235.63,72.9374
760.11,30.8205,-19337.951171875,465,2325000,465,238.74,74.0673
607.13,30.6832,-19234.0625,466,2330000,466,303.45,74.1259
557.38,29.7642,-18820.025390625,467,2335000,467,245.61,70.595
891.63,30.1757,-19141.30859375,468,2340000,468,211.68,72.0325
742.9,30.2927,-19234.005859375,469,2345000,469,223.58,74.1553
790.28,30.3282,-19305.244140625,470,2350000,470,223.83,74.0271
704.34,29.5485,-19139.607421875,471,2355000,471,288.35,72.2352
843.21,30.067,-19141.388671875,472,2360000,472,217.71,71.8131
758.09,30.1228,-19225.22265625,473,2365000,473,198.6,73.7175
799.91,30.3102,-19162.79296875,474,2370000,474,261.87,73.1793
801.95,30.5309,-19197.73828125,475,2375000,475,275.8,72.9875
902.59,30.2565,-19150.91796875,476,2380000,476,235.43,73.0197
750.65,30.3242,-19159.40234375,477,2385000,477,270.78,73.2332
747.0,30.4815,-19248.5703125,478,2390000,478,197.01,72.5921
655.22,30.9342,-19331.095703125,479,2395000,479,200.61,73.8007
753.64,30.2261,-19186.349609375,480,2400000,480,215.09,73.6273
847.1,30.0518,-19273.46875,481,2405000,481,188.0,74.5897
745.65,30.5263,-19258.322265625,482,2410000,482,199.64,73.2288
878.91,30.2416,-19181.009765625,483,2415000,483,254.64,73.0376
702.53,30.5418,-19324.97265625,484,2420000,484,220.3,74.1596
648.73,30.0129,-19332.3203125,485,2425000,485,253.48,74.2801
750.93,30.6123,-19282.630859375,486,2430000,486,196.38,73.8237
898.45,30.711,-19360.892578125,487,2435000,487,294.71,74.4469
695.95,30.4353,-19301.134765625,488,2440000,488,232.89,73.5665
827.61,30.0749,-19288.5625,489,2445000,489,189.1,73.8475
797.83,30.4037,-19281.8671875,490,2450000,490,212.85,73.4644
840.37,30.4479,-19338.8671875,491,2455000,491,262.17,73.9621
890.94,30.0271,-19176.380859375,492,2460000,492,154.96,72.1067
887.09,30.0618,-19389.126953125,493,2465000,493,221.97,75.4255
689.17,30.6613,-19217.40234375,494,2470000,494,251.27,72.6088
655.74,30.5722,-19154.28125,495,2475000,495,232.98,72.8874
827.7,30.8722,-19381.298828125,496,2480000,496,239.56,74.583
553.31,30.1866,-19226.546875,497,2485000,497,269.92,73.5376
678.63,31.0528,-19337.380859375,498,2490000,498,284.12,74.5119
648.65,30.2854,-19283.07421875,499,2495000,499,230.15,73.8374
738.95,29.9745,-19210.48828125,500,2500000,500,217.34,73.0395
693.88,30.3346,-19386.283203125,501,2505000,501,190.64,74.4853
690.51,30.467,-19360.859375,502,2510000,502,260.15,73.7935
786.77,29.9427,-19256.041015625,503,2515000,503,219.53,74.8869
637.72,30.4023,-19337.29296875,504,2520000,504,134.81,73.6928
648.57,30.4146,-19261.669921875,505,2525000,505,233.31,73.3781
649.13,30.1433,-19297.0703125,506,2530000,506,197.11,74.1799
794.39,30.1504,-19351.013671875,507,2535000,507,144.77,74.072
810.22,29.8561,-19307.642578125,508,2540000,508,222.43,72.7875
539.77,30.0145,-19222.56640625,509,2545000,509,76.41,73.6476
685.29,30.3574,-19430.484375,510,2550000,510,230.54,75.3843
706.0,31.0035,-19425.857421875,511,2555000,511,214.3,75.1629
724.87,30.2026,-19331.73828125,512,2560000,512,209.17,73.8249
591.8,30.2316,-19228.111328125,513,2565000,513,244.87,74.2039
592.93,30.3983,-19273.849609375,514,2570000,514,188.57,73.4787
743.22,29.7943,-19316.73828125,515,2575000,515,226.45,74.1936
698.96,29.4397,-19290.50390625,516,2580000,516,267.76,73.4049
595.55,30.4871,-19200.98828125,517,2585000,517,187.46,72.6432
643.0,30.1608,-19362.1953125,518,2590000,518,183.07,74.6065
633.99,30.4271,-19248.748046875,519,2595000,519,117.82,74.2964
393.78,30.6766,-19369.484375,520,2600000,520,73.97,75.1323
633.78,30.3987,-19275.39453125,521,2605000,521,192.95,74.1578
718.54,30.9314,-19312.091796875,522,2610000,522,170.35,73.7674
752.91,30.9512,-19388.607421875,523,2615000,523,198.4,74.1237
637.96,30.283,-19322.384765625,524,2620000,524,174.11,74.7296
605.28,30.0549,-19373.263671875,525,2625000,525,170.65,74.8985
682.17,30.5561,-19266.9375,526,2630000,526,110.98,73.8268
528.12,30.1168,-19220.751953125,527,2635000,527,141.38,72.9407
411.78,30.3744,-19202.0078125,528,2640000,528,160.08,73.2069
626.44,29.9493,-19233.8359375,529,2645000,529,148.18,74.4747
834.73,30.5319,-19261.41796875,530,2650000,530,238.35,73.4942
727.19,30.2848,-19420.7421875,531,2655000,531,180.11,74.0819
