Itration,Running Reverse KL,Real Det Return,Running Forward KL,Real Sto Return
82,17.6696,2001.63,44.6512,1836.03
83,16.147,2733.57,44.7524,1670.86
84,16.1124,2532.28,44.486,2295.2
85,13.6899,1461.95,44.7066,1584.81
86,15.7589,2307.72,45.0772,2120.7
87,21.5025,1977.29,44.7832,1821.7
88,14.2401,1983.42,43.8699,1844.07
89,14.7227,2477.31,45.0655,1888.28
90,12.7905,2410.63,44.9332,1775.57
91,15.4829,2184.65,45.9247,2505.46
92,14.013,2951.3,45.1786,1888.93
93,15.9055,2041.62,45.3705,2585.91
94,15.2755,2605.31,45.1973,2336.74
95,13.8041,2413.95,45.32,2335.91
96,14.0702,2317.61,44.3193,2409.38
97,15.0747,2873.18,45.2312,2745.05
98,15.1318,2501.05,45.082,2737.39
99,14.8315,2532.78,44.9558,2233.29
100,17.6315,2196.92,44.5324,1872.88
101,21.1648,2820.98,45.0973,2513.75
102,15.2262,2729.8,44.9274,2318.88
103,14.4399,2586.73,44.8457,2399.79
104,16.615,2596.86,44.9433,2232.94
105,15.4673,2947.33,44.7862,2684.19
106,17.6864,3106.77,45.5869,2527.24
107,14.1805,2554.84,45.8615,2611.49
108,18.4923,3147.77,44.9382,2501.81
109,18.0408,2533.19,45.3464,2458.68
110,19.8,2724.38,44.3348,2606.24
111,15.8748,3223.17,45.1153,2893.4
112,15.2238,2779.37,44.6972,3297.42
113,19.8854,3195.13,44.916,2146.55
114,17.1171,2786.93,45.0915,2397.87
115,19.0746,2571.74,45.295,2992.94
116,16.4921,3166.39,44.7013,2923.36
117,16.0399,3265.65,44.3067,3224.34
118,17.2411,3168.56,44.7361,2895.69
119,15.5613,2864.95,44.4128,2852.26
120,15.7306,3256.33,44.7962,3182.66
121,15.3615,3068.09,44.4154,3086.24
122,17.7481,3207.06,44.9133,2984.89
123,18.4992,3352.65,44.487,3163.4
124,18.5234,2826.8,44.6459,3154.95
125,15.7344,3441.97,44.0574,3471.93
126,16.6518,2836.92,44.58,2980.79
127,17.5707,3057.1,44.7508,3110.36
128,17.2556,3484.2,44.4812,3399.74
129,16.3594,3439.97,44.2285,3166.87
130,15.7719,1829.12,44.4509,2873.07
131,18.1275,2999.36,44.4927,3400.0
132,19.5102,2931.32,44.4729,3483.99
133,15.2791,3284.43,44.6466,3215.01
134,17.7669,3717.73,44.5004,3407.03
135,20.8254,3587.08,44.7049,3601.36
136,16.659,3577.57,43.902,3459.57
137,16.6985,3378.07,44.2885,3288.56
138,18.2636,3337.44,44.7972,3562.41
139,19.1713,3444.09,44.3536,3248.15
140,17.1372,3459.89,44.5754,3344.5
141,18.9878,3526.51,43.8225,3573.6
142,16.1471,3754.22,43.9328,3540.95
143,19.7669,3673.1,44.8482,3460.8
144,18.2162,3761.16,44.5565,3654.56
145,18.3796,3706.87,44.5616,3581.02
146,18.9353,2846.68,44.3781,3557.97
147,18.8593,3667.66,44.3167,3344.98
148,18.9733,3711.53,44.5606,3643.64
149,18.0177,3680.59,43.8376,3646.54
150,19.6168,3629.01,44.4836,3634.55
151,21.0708,3675.09,44.4893,3530.39
152,19.0346,3713.57,44.0613,3538.57
153,20.3706,3625.37,44.4885,3535.47
154,19.4103,3693.8,44.7824,3447.41
155,20.5307,3768.42,44.849,3662.44
156,19.068,3436.16,44.9774,3641.57
157,17.9258,3688.79,44.0609,3608.53
158,20.4817,3668.52,44.6617,3649.38
159,17.5493,3670.95,44.1222,3641.79
160,17.0162,3701.88,44.0264,3616.17
161,20.0583,3719.5,44.545,3652.15
162,18.8826,3735.07,44.4365,3649.39
163,19.9403,3779.0,44.5354,3698.72
164,19.8781,3664.57,44.6286,3622.46
165,20.7097,3690.47,44.624,3671.59
166,18.8847,3830.99,44.1519,3690.26
167,21.1212,3754.61,44.1448,3698.71
168,20.6923,3714.74,44.4818,3557.7
169,19.02,3671.95,43.9051,3508.4
170,19.2405,3682.45,44.0136,3650.58
171,20.0624,3681.13,44.2116,3534.51
172,19.2623,3794.09,44.5645,3607.21
173,18.1833,3780.03,44.1264,3682.33
174,18.2171,3877.32,43.6338,3819.69
175,19.1082,3841.55,43.7367,3765.79
176,19.9441,3702.36,43.9527,3690.17
177,18.4531,3873.33,43.8448,3700.71
178,19.2622,3886.15,44.4668,3788.09
179,19.1121,3855.21,43.9894,3796.48
180,19.5498,3946.38,44.1257,3759.83
181,17.5852,3902.28,43.1398,3813.27
182,17.5902,3793.87,44.1281,3662.88
183,19.6628,3853.83,44.5211,3783.4
184,19.5883,3877.97,44.2795,3808.97
185,19.2734,3815.68,44.1134,3725.03
186,19.6511,3878.75,43.6661,3787.62
187,19.4879,3905.49,43.8471,3788.08
188,19.7069,3945.19,43.9461,3840.18
189,18.9606,3887.02,43.988,3805.24
190,20.6808,3928.04,44.3351,3834.27
191,19.5854,3910.97,44.5654,3844.06
192,20.1968,3912.83,44.0011,3842.36
193,21.0225,3829.25,44.3419,3813.28
194,19.7705,3808.95,43.3612,3798.91
195,20.1602,3865.58,43.8241,3835.41
196,18.5927,3893.52,43.8012,3750.82
197,19.2685,3856.14,43.4825,3767.8
198,19.9552,3892.32,44.4055,3785.39
199,18.3167,3793.05,43.6737,3775.14
200,19.9011,3867.61,43.7237,3815.58
201,19.7617,3853.91,43.8404,3769.58
202,20.1971,3886.13,44.1595,3813.34
203,20.1701,3863.09,43.6053,3793.34
204,20.3608,3872.81,43.9053,3817.45
205,20.8675,3897.06,43.9591,3819.59
206,21.0911,3910.01,44.1159,3838.36
207,19.8731,3878.87,43.9612,3812.04
208,20.8013,3906.4,44.103,3813.49
209,20.9517,3865.68,44.1812,3802.95
210,20.5413,3861.07,44.2808,3781.22
211,20.0062,3893.72,44.0613,3793.56
212,20.1216,3856.24,43.7714,3798.43
213,20.8444,3881.25,44.0151,3800.65
214,20.5196,3891.36,44.3665,3836.42
215,20.3908,3900.48,43.9275,3793.08
216,20.5721,3872.48,44.1608,3812.71
217,20.9949,3890.49,44.1917,3805.1
218,20.326,3927.7,43.973,3841.02
219,20.757,3909.47,44.2241,3823.61
220,20.6663,3945.61,44.1812,3838.41
221,20.9673,3918.77,44.6108,3831.75
222,20.5059,3889.36,44.3172,3825.25
223,20.0376,3908.99,44.3941,3834.71
224,20.0315,3875.98,44.098,3805.58
225,20.0404,3931.47,43.7312,3861.47
226,19.7856,3907.19,43.8185,3819.58
227,20.7076,3951.32,44.4548,3844.95
228,19.9238,3947.78,44.1289,3851.52
229,20.502,3965.42,44.4507,3857.12
230,20.3714,3980.27,44.1842,3893.83
231,19.6623,3920.74,44.0555,3858.24
232,19.9176,3943.29,44.2896,3853.58
233,19.5231,3974.42,44.2717,3887.28
234,19.7891,3966.54,43.7857,3868.33
235,20.1588,3972.8,44.0864,3885.7
236,20.3836,3952.46,44.3238,3870.11
237,20.4672,3986.36,43.6145,3872.78
238,20.1652,3997.84,44.223,3878.54
239,21.0764,4038.47,44.5347,3726.45
240,20.4638,4013.76,44.0898,3858.75
241,19.8882,3962.07,44.3035,3872.38
242,19.8944,3983.73,44.2499,3868.58
243,19.9452,3974.15,44.4449,3844.69
244,20.283,3975.13,44.3508,3858.05
245,20.0798,3957.03,44.5355,3845.22
246,20.2904,3971.9,44.2117,3849.36
247,20.6906,3954.15,44.3749,3857.01
248,19.8701,3948.18,44.1087,3807.24
249,20.3875,3891.77,44.3715,3811.2
250,20.708,3905.51,44.7379,3783.08
251,20.3888,3907.96,44.6669,3768.96
252,20.4947,3884.61,44.7812,3806.93
253,19.8712,3958.16,44.7259,3799.2
254,21.3164,3928.13,44.7151,3835.5
255,20.6878,3973.77,44.1628,3853.88
256,21.1771,3891.66,45.1569,3811.41
257,20.4281,3937.71,44.8467,3832.53
258,20.647,3949.21,44.7105,3904.25
259,20.5651,3948.07,44.1345,3849.98
260,19.3998,3885.95,44.8161,3611.3
261,21.1745,3957.5,44.4341,3805.97
262,21.4329,3929.33,44.8167,3874.97
263,20.6672,3978.16,43.8882,3872.65
264,20.766,4052.72,44.2569,3901.43
265,18.8021,3970.07,44.1988,3823.31
266,21.3653,3989.22,44.605,3910.65
267,21.0378,4009.65,44.4847,3948.37
268,21.2516,4002.11,44.3619,3903.09
269,21.3613,4050.92,44.2214,3953.49
270,19.9346,4012.86,44.2038,3706.71
271,20.8201,4002.05,44.6815,3891.05
272,20.5737,4021.45,44.244,3946.39
273,20.4253,4023.62,44.0916,3935.4
274,21.2548,4020.55,44.2948,3932.15
275,20.8049,4054.46,44.1276,3951.86
276,21.2988,4036.46,44.5313,3919.97
277,21.2478,4068.15,44.2381,3948.03
278,20.9817,4052.3,43.6697,3947.17
279,21.1793,4041.08,44.0945,3943.45
280,20.6639,4057.43,44.0667,3982.76
281,20.3889,4056.51,43.5123,3991.38
282,20.7472,4045.42,43.8452,3949.53
283,19.7074,4007.68,43.844,3946.66
284,19.0369,4120.19,43.3326,3965.98
285,19.6825,4044.34,43.6228,3945.59
286,20.4478,4016.08,43.2885,3962.19
287,20.4241,4012.73,43.2679,3966.96
288,20.4077,4047.95,43.1412,3976.99
289,21.0534,4050.13,43.7015,4006.18
290,20.5307,4040.81,43.4511,3991.81
291,19.8789,4027.67,43.6437,3970.14
292,19.1536,3979.03,43.514,3739.28
293,19.4014,4042.82,43.3583,3958.16
294,19.7821,4031.38,42.9621,3960.58
295,19.7667,4015.36,43.4649,3954.04
296,18.7186,4003.08,43.0396,3943.18
297,18.2683,4036.25,42.9962,3960.47
298,19.355,3978.26,43.9067,3963.99
299,20.254,4040.48,43.4807,3993.89
300,18.8892,4065.97,43.7403,4003.21
301,18.3537,4062.15,43.2893,3975.29
302,17.5292,4100.16,43.1384,3985.81
303,17.7159,4053.16,43.1366,3976.73
304,18.3097,4024.75,43.2299,3999.44
305,17.6085,4106.45,43.2343,3987.05
306,18.4895,4069.6,43.3902,4001.2
307,18.6521,4021.49,43.552,3994.43
308,17.6547,4047.41,42.9605,3984.69
309,18.1031,4051.06,42.7302,4001.68
310,17.778,4045.41,42.8468,3987.75
311,18.3161,4041.29,42.8622,4019.47
312,17.4466,4126.88,42.611,4025.83
313,17.4916,4073.05,42.7511,4028.81
314,17.4221,4086.73,42.7418,4020.08
315,17.0149,4059.08,42.9432,3988.31
316,17.7444,4025.8,43.1107,3978.61
317,17.5425,4037.75,42.7337,3982.2
318,17.8348,4066.47,42.885,3975.61
319,17.1447,4081.56,42.5737,3975.25
320,16.562,4038.99,42.4067,3978.54
321,16.5647,4032.27,42.584,3974.5
322,16.9706,4015.0,42.861,3974.9
323,17.7282,4069.88,42.7831,4036.4
324,17.4956,4066.31,42.7711,4018.56
325,16.7832,4029.29,42.8615,4004.51
326,17.1803,4022.0,42.5689,3994.59
327,17.8599,4084.15,43.1307,4009.73
328,17.8721,4089.43,42.6146,3868.57
329,18.4524,4069.46,43.3675,4035.54
330,17.0831,4019.77,42.6373,3960.06
331,16.9796,4094.3,42.8087,3950.2
332,17.3106,4080.45,42.5532,4028.0
333,16.5841,4030.9,42.666,3963.06
334,17.0554,4154.15,42.2536,4047.55
335,16.5295,4090.37,42.4866,3891.73
336,17.5102,4153.0,42.5407,4030.34
337,17.735,4143.46,42.508,3934.1
338,16.3632,4116.67,42.2714,3760.15
339,16.7325,4123.47,42.3909,3970.88
340,17.2222,4176.78,42.778,3918.17
341,18.0821,4189.32,42.9122,4095.86
342,17.9817,4216.62,42.85,3937.7
343,18.4483,4160.88,42.449,4076.74
344,18.2465,4226.03,42.752,4088.35
345,18.5759,4171.88,43.1096,3732.26
346,20.2138,4174.99,44.0118,3304.53
347,23.4922,4174.58,44.0533,3877.68
348,20.1782,4255.05,43.374,3976.03
349,19.4642,4218.43,42.9848,3957.42
350,22.1795,4196.72,43.9931,3752.25
351,18.1488,4179.28,43.0467,3641.47
352,20.4239,4118.06,43.0521,4024.53
353,25.5948,4045.59,43.7826,2747.08
354,18.9175,4194.57,43.174,3620.53
355,22.4262,4173.0,43.8102,3402.78
356,18.7636,4123.21,42.9072,3881.71
357,17.7197,4137.2,42.9522,3528.48
358,17.0663,4079.4,42.7507,3887.32
359,18.2526,4144.49,42.5272,4091.17
360,17.9985,4169.84,42.802,3923.94
361,19.4874,4110.68,42.5171,3728.64
362,16.3087,4079.52,42.4774,4062.41
363,16.9851,4108.46,42.1603,4056.99
364,16.3722,4129.17,42.1205,4017.86
365,16.605,4102.93,42.2618,4031.9
366,18.5522,4116.58,42.3772,4052.15
367,16.1555,4102.47,42.7619,3918.86
368,16.571,4153.16,42.1124,4062.52
369,16.5049,4147.95,42.2941,3760.44
370,16.7512,4164.87,42.5083,4014.88
371,23.7982,4136.36,42.1184,3953.04
372,16.8559,4119.28,42.3032,3874.37
373,16.8726,4169.48,42.1739,4021.34
374,17.1385,4169.75,42.2707,3776.8
375,16.1528,4172.13,42.0828,3874.83
376,16.536,4154.2,41.9295,3861.77
377,16.0394,4088.5,42.031,3903.25
378,16.4916,4143.2,42.0463,4075.44
379,16.4465,4102.71,42.1447,4070.1
380,16.8259,4196.26,42.1616,4099.56
381,16.8644,4187.91,42.4142,4113.6
382,17.4345,4187.62,42.0434,4102.65
383,17.0383,4213.18,42.2565,4133.3
384,17.5641,4140.75,42.5262,4092.95
385,15.6902,2972.27,41.9875,3608.47
386,15.3103,1275.36,45.2843,1329.55
387,20.3088,4009.88,43.9968,3735.84
388,21.7655,4249.59,44.0965,3953.83
389,17.3228,3660.18,44.4489,1931.36
390,20.696,4264.24,44.0051,3353.12
391,20.4534,4197.49,43.8928,3265.77
392,18.6284,4032.43,42.4136,3626.74
393,17.4997,2394.39,42.0966,3950.38
394,18.0409,2174.46,42.4399,2675.64
395,17.2329,3002.7,42.1494,4108.2
396,17.7708,932.16,41.9323,4065.29
397,17.5718,1097.12,42.1648,4066.85
398,17.44,4139.61,41.8758,4128.86
399,17.5819,4128.73,42.4822,4083.49
400,17.2496,4184.36,42.5188,4078.56
401,17.6031,3831.27,42.3993,3922.66
402,17.3287,4079.61,42.1681,4049.97
403,17.0385,3351.45,42.0385,4058.91
404,17.0165,4135.37,42.2412,4067.04
405,17.6612,4165.66,42.1896,4113.94
406,16.8097,4180.44,41.6694,4137.61
407,16.6466,4167.67,42.0285,4149.57
408,16.9934,4137.77,41.913,4104.45
409,17.2447,4131.18,42.1099,4145.6
410,17.8454,4157.47,42.2132,4150.19
411,17.3286,4176.04,41.8854,4141.27
412,17.4294,4159.21,42.2536,4135.36
413,17.3261,4167.52,41.6326,4151.59
414,17.0766,4122.77,42.0922,4114.68
415,18.5756,4191.32,42.3794,4007.96
416,17.4347,4209.35,42.3205,4107.92
417,17.3089,3990.79,42.0678,4132.05
418,16.9331,4225.91,42.0641,4127.7
419,18.5676,4206.68,42.4249,3993.22
420,16.9196,4135.82,42.0748,4068.73
421,17.9639,4056.53,42.3399,4161.38
422,17.8347,4232.65,42.4216,3985.63
423,17.1113,4268.45,42.3428,4136.0
424,17.8745,4264.94,42.3396,4156.61
425,17.4277,4187.89,42.0038,4137.03
426,17.5722,4234.75,42.5128,3917.49
427,18.353,4228.69,42.3995,4146.08
428,15.9137,4171.39,42.1051,3835.5
429,16.3705,4220.74,42.0899,4166.29
430,17.5739,4228.37,42.2124,4144.34
431,17.3654,4240.78,41.4833,4153.46
432,17.2275,4237.12,42.4102,4014.08
433,16.4194,4195.72,41.9479,4149.2
434,17.5232,4232.06,42.398,4004.65
435,18.0481,4195.06,42.2114,4137.33
436,17.6542,4212.14,42.1057,4144.37
437,18.7254,4187.78,42.6541,4131.58
438,18.6812,4250.5,42.6037,4168.59
439,17.8944,4224.16,42.4502,4166.76
440,16.6205,4233.22,41.8152,4135.23
441,17.5726,4192.21,42.2412,4114.35
442,16.5859,4187.24,41.9316,4107.09
