Running Reverse KL,Running Forward KL,Reward Loss,Real Det Return,Real Sto Return,Running Env Steps,Itration,Running Update Time
116.0404,308.1392,-16885.2734375,4203.68,4418.8,920000,184,184
113.4303,304.3313,-16590.453125,4624.23,4800.71,925000,185,185
102.0197,298.0672,-16611.140625,4207.93,4784.18,930000,186,186
113.5083,310.3057,-16917.26953125,2469.39,4468.55,935000,187,187
106.6823,308.1951,-15870.779296875,4525.53,4640.23,940000,188,188
86.9789,298.8395,-15617.3271484375,3229.93,4642.3,945000,189,189
94.9936,303.4672,-16751.9765625,2231.89,4276.82,950000,190,190
97.6611,301.828,-16649.77734375,4567.02,4836.06,955000,191,191
91.2853,297.8513,-16343.486328125,3175.76,4629.03,960000,192,192
101.738,306.1567,-16314.109375,4402.97,4554.48,965000,193,193
86.7444,296.3856,-16049.8203125,3690.46,4624.61,970000,194,194
99.3043,298.4608,-16803.69921875,1751.75,4250.99,975000,195,195
126.626,307.3339,-17203.76953125,3808.55,4768.42,980000,196,196
95.9784,294.7961,-16999.037109375,2522.12,4754.31,985000,197,197
98.1417,296.439,-16605.490234375,4640.7,4704.11,990000,198,198
92.2755,297.8735,-16196.369140625,3557.76,4601.78,995000,199,199
90.5292,290.1507,-16806.3515625,4149.66,4762.27,1000000,200,200
96.0006,303.1005,-16780.318359375,3163.49,4047.68,1005000,201,201
99.4203,301.4265,-16729.203125,4475.12,4344.03,1010000,202,202
97.908,298.7553,-16742.54296875,2825.52,4245.49,1015000,203,203
97.8349,296.2652,-16621.193359375,2793.88,4104.24,1020000,204,204
145.0891,303.7898,-16603.556640625,1405.79,3047.15,1025000,205,205
109.4016,301.2375,-16796.234375,2188.75,3594.29,1030000,206,206
145.7308,305.0058,-16890.96484375,1118.12,3646.05,1035000,207,207
113.352,300.303,-17031.546875,1540.32,3790.96,1040000,208,208
177.8105,318.2786,-16882.17578125,712.78,2176.48,1045000,209,209
194.6368,335.9289,-16839.240234375,659.33,1739.89,1050000,210,210
207.7201,341.5572,-16912.52734375,633.98,1991.48,1055000,211,211
183.635,336.3864,-17009.904296875,1056.76,2791.78,1060000,212,212
159.3045,320.5567,-17056.16015625,1195.97,2747.48,1065000,213,213
111.6461,302.1625,-17260.998046875,1569.41,4345.9,1070000,214,214
105.2203,299.8776,-17668.8125,2241.0,3724.37,1075000,215,215
130.3912,304.2308,-17877.197265625,3182.19,3491.09,1080000,216,216
102.8865,298.8271,-17692.98828125,2358.94,3544.73,1085000,217,217
116.6202,302.7664,-17814.658203125,3415.19,4572.29,1090000,218,218
108.3213,297.6107,-17766.1953125,4131.52,4302.59,1095000,219,219
108.2894,299.6687,-17899.125,2389.08,4351.03,1100000,220,220
107.3871,305.3082,-17574.53125,3645.07,4784.33,1105000,221,221
100.3759,296.4157,-17564.791015625,4247.76,4600.46,1110000,222,222
102.6608,298.5859,-17393.013671875,4634.5,5001.9,1115000,223,223
97.8871,293.9187,-17338.01171875,2681.02,4818.25,1120000,224,224
105.7293,300.0054,-17784.919921875,4455.1,4705.42,1125000,225,225
105.5693,299.3522,-17932.197265625,3728.43,4719.11,1130000,226,226
96.33,293.738,-17689.1484375,4733.25,4386.6,1135000,227,227
122.1777,300.6807,-17766.8046875,3377.8,4519.27,1140000,228,228
89.857,298.4563,-17741.71875,3514.43,4938.17,1145000,229,229
105.1223,304.6537,-18129.166015625,2338.84,4824.31,1150000,230,230
100.7378,301.1558,-18004.7578125,3796.74,4694.01,1155000,231,231
106.6041,308.201,-17863.40234375,3637.02,4639.98,1160000,232,232
110.6657,306.9558,-17995.677734375,3866.46,4485.73,1165000,233,233
110.0449,309.1647,-18125.412109375,4183.46,4732.93,1170000,234,234
111.1346,304.5226,-18216.939453125,4284.74,4594.64,1175000,235,235
154.0213,322.9141,-17950.439453125,1884.33,2822.91,1180000,236,236
134.4788,317.2063,-18023.09375,3497.39,4374.91,1185000,237,237
127.9626,314.8404,-18035.45703125,3724.09,4536.52,1190000,238,238
131.2147,322.2636,-18578.720703125,4308.17,4616.31,1195000,239,239
142.017,321.5972,-18667.068359375,4861.15,4801.94,1200000,240,240
124.2982,315.4165,-18378.671875,2716.25,4601.88,1205000,241,241
134.2798,317.6867,-18588.36328125,2305.87,4729.26,1210000,242,242
131.8035,318.8545,-18266.62109375,3492.91,4735.14,1215000,243,243
117.1771,306.7178,-18538.359375,2398.22,4382.07,1220000,244,244
199.5763,335.4725,-16951.51953125,1343.82,2661.97,1225000,245,245
251.5709,378.2469,-17228.412109375,839.48,1247.8,1230000,246,246
133.4946,308.195,-18130.54296875,2415.59,4308.29,1235000,247,247
118.6473,300.8095,-17739.125,2449.01,4172.93,1240000,248,248
127.1148,307.9733,-18136.333984375,4314.77,4486.44,1245000,249,249
118.5045,306.2133,-18133.474609375,4900.89,4951.44,1250000,250,250
100.3666,302.9803,-17897.037109375,2583.23,5036.89,1255000,251,251
111.3515,307.7113,-18201.7890625,4062.67,4576.84,1260000,252,252
119.7767,308.4849,-18174.876953125,4227.4,4782.38,1265000,253,253
106.1239,305.3516,-18099.73046875,3249.0,4819.97,1270000,254,254
98.6281,299.8066,-17766.0078125,4809.95,4465.99,1275000,255,255
103.2808,300.2602,-18036.3359375,4117.51,4603.59,1280000,256,256
94.5661,296.9655,-18071.92578125,2603.66,4797.89,1285000,257,257
112.7768,306.8725,-18433.669921875,4782.85,4969.99,1290000,258,258
115.9057,305.9818,-18146.291015625,3397.07,4812.36,1295000,259,259
112.3136,301.6688,-18427.15234375,4025.98,4773.11,1300000,260,260
107.6019,300.9105,-18494.947265625,4512.96,4811.08,1305000,261,261
129.8291,311.4439,-18043.341796875,1135.69,4010.0,1310000,262,262
108.843,299.9689,-18343.123046875,1977.55,4548.59,1315000,263,263
103.8555,298.4575,-18332.54296875,1998.23,4669.49,1320000,264,264
126.3574,314.4959,-18469.76171875,1492.15,4321.5,1325000,265,265
107.6331,297.6174,-18519.892578125,1410.97,4813.82,1330000,266,266
115.9426,310.935,-18123.056640625,1601.43,4638.54,1335000,267,267
120.423,309.5716,-18776.52734375,1679.0,4762.9,1340000,268,268
110.9289,303.4673,-18460.818359375,3369.13,4977.8,1345000,269,269
91.3812,300.3856,-18522.208984375,2707.16,4988.76,1350000,270,270
100.9527,303.8554,-18459.1328125,1781.74,4604.78,1355000,271,271
96.0441,299.9163,-18007.52734375,2725.68,4706.58,1360000,272,272
107.3917,308.6083,-18607.837890625,2137.48,4923.15,1365000,273,273
107.6085,305.0236,-18602.3359375,3779.76,4767.54,1370000,274,274
127.0032,315.1778,-17847.4140625,1493.57,3482.53,1375000,275,275
120.0782,299.4911,-18301.787109375,1799.38,4283.86,1380000,276,276
127.7668,305.368,-18553.642578125,2240.41,4080.35,1385000,277,277
173.8684,325.9205,-16446.138671875,649.9,1648.97,1390000,278,278
130.2729,311.9217,-17629.4375,1467.46,3329.6,1395000,279,279
192.4617,335.7374,-15281.845703125,510.79,1470.22,1400000,280,280
107.9154,296.2654,-18275.923828125,774.83,3484.2,1405000,281,281
140.4066,307.9365,-16475.453125,848.1,2897.58,1410000,282,282
143.7231,313.3211,-16288.5380859375,1181.2,3372.5,1415000,283,283
173.1602,320.8422,-16598.3046875,515.37,2134.05,1420000,284,284
143.9938,315.9774,-17298.576171875,1720.08,3305.75,1425000,285,285
131.8969,309.1027,-18239.427734375,3919.81,4677.31,1430000,286,286
118.157,305.7767,-18447.986328125,2916.4,4399.71,1435000,287,287
120.4209,299.7926,-17016.240234375,3062.35,3053.95,1440000,288,288
92.2589,292.1654,-18553.20703125,4460.92,3170.67,1445000,289,289
122.4304,306.2417,-17172.0078125,3927.02,4126.67,1450000,290,290
144.41,329.2839,-15973.158203125,2219.93,2479.8,1455000,291,291
233.0528,342.8252,-16599.796875,357.88,1594.9,1460000,292,292
142.8914,324.1206,-16073.955078125,2706.86,3303.27,1465000,293,293
204.3115,354.888,-17126.498046875,1631.4,1722.18,1470000,294,294
147.4993,323.3178,-16875.064453125,2085.04,2318.5,1475000,295,295
202.4952,351.86,-14554.2412109375,1968.72,2406.78,1480000,296,296
118.4816,301.0726,-15771.3359375,3047.7,4024.8,1485000,297,297
132.7399,304.1875,-15371.17578125,2400.37,2314.73,1490000,298,298
183.4731,352.8764,-15128.4365234375,1901.16,1560.03,1495000,299,299
151.6468,333.3293,-16580.81640625,2239.22,3537.67,1500000,300,300
151.276,338.7849,-16224.8916015625,2038.01,1488.07,1505000,301,301
179.0299,352.8836,-16149.564453125,1689.7,1922.16,1510000,302,302
178.4442,346.6227,-17568.572265625,3367.22,3634.17,1515000,303,303
159.6989,337.2654,-17253.923828125,2021.73,2619.3,1520000,304,304
141.9155,343.0154,-18191.43359375,3692.56,4144.26,1525000,305,305
136.8687,341.8615,-18090.6015625,3601.5,4277.22,1530000,306,306
120.8903,321.1058,-16822.060546875,4746.4,4615.03,1535000,307,307
142.2843,326.2077,-17732.41796875,4381.96,4675.25,1540000,308,308
168.1017,330.9796,-18157.08984375,4127.53,3520.84,1545000,309,309
180.1234,336.2968,-18095.990234375,3589.78,2892.22,1550000,310,310
172.9984,339.0176,-17914.21875,3721.37,3382.38,1555000,311,311
166.5518,329.6017,-17898.33203125,3333.76,2767.6,1560000,312,312
202.6696,339.8204,-18249.787109375,2845.46,3461.83,1565000,313,313
179.8457,349.2319,-18275.708984375,2534.01,2852.35,1570000,314,314
302.477,344.7172,-17863.66015625,3784.16,3721.04,1575000,315,315
228.8892,355.4542,-18365.1484375,2537.14,3381.65,1580000,316,316
188.4029,342.7493,-18196.056640625,2774.41,3613.0,1585000,317,317
153.2257,344.5967,-18961.91015625,4341.75,4736.99,1590000,318,318
129.87,330.3519,-18551.966796875,4255.11,4538.8,1595000,319,319
151.5755,341.9869,-19341.515625,4426.3,4574.16,1600000,320,320
150.7457,346.3046,-18131.203125,3293.24,4077.75,1605000,321,321
186.271,372.2298,-16597.759765625,3389.61,3405.73,1610000,322,322
176.3956,363.6491,-18297.451171875,2467.5,3540.44,1615000,323,323
361.9997,387.0452,-18481.705078125,1326.37,1703.4,1620000,324,324
278.1823,391.8858,-18579.45703125,3178.33,3616.55,1625000,325,325
149.4858,352.4173,-18852.759765625,3890.74,4124.2,1630000,326,326
169.2199,362.3002,-18315.634765625,4453.71,4199.9,1635000,327,327
160.0381,357.3344,-17446.677734375,4093.42,3516.31,1640000,328,328
169.8381,351.4028,-18950.015625,4537.05,4256.33,1645000,329,329
181.5816,361.9505,-18512.880859375,3917.38,3518.21,1650000,330,330
189.7348,378.2665,-17866.251953125,3405.98,3535.16,1655000,331,331
164.2023,359.4709,-16992.615234375,3337.29,3320.65,1660000,332,332
190.1394,367.9897,-17238.443359375,2847.96,3249.11,1665000,333,333
136.7557,329.2995,-18582.091796875,4075.25,3902.74,1670000,334,334
130.2259,332.3356,-18778.81640625,4218.99,3891.11,1675000,335,335
128.7284,328.8528,-18517.171875,3265.98,3470.24,1680000,336,336
148.0964,331.3545,-19064.041015625,4302.1,4751.67,1685000,337,337
150.5323,334.6947,-18614.31640625,4841.33,4435.85,1690000,338,338
186.6388,336.6912,-18745.78515625,5042.71,5045.14,1695000,339,339
197.1687,352.0017,-17817.802734375,3497.84,3410.21,1700000,340,340
201.8495,356.5623,-19143.658203125,4472.09,4715.4,1705000,341,341
172.8142,344.6366,-18662.91796875,4869.68,4741.99,1710000,342,342
182.0363,352.9386,-18441.9140625,3012.24,3822.17,1715000,343,343
190.7924,358.1058,-18909.990234375,3157.28,3314.03,1720000,344,344
164.4737,355.0029,-18980.763671875,4231.73,3844.65,1725000,345,345
176.4049,355.9711,-19075.921875,3534.96,3172.46,1730000,346,346
155.6086,347.3251,-19230.763671875,4610.3,4470.33,1735000,347,347
201.3687,340.8897,-19231.76953125,4682.28,4661.02,1740000,348,348
148.4071,337.9762,-19066.78125,4784.59,4367.18,1745000,349,349
170.857,339.4499,-18995.046875,4464.68,4863.79,1750000,350,350
148.1012,334.8703,-18945.1484375,4155.51,4093.57,1755000,351,351
188.8345,337.9794,-17875.58203125,4267.69,4073.84,1760000,352,352
147.9847,332.1044,-19031.162109375,4809.89,4408.22,1765000,353,353
144.3196,328.6792,-18899.08203125,4760.73,4758.39,1770000,354,354
171.4504,353.8974,-19242.3203125,4555.15,3674.54,1775000,355,355
184.4308,387.7395,-17986.921875,4156.56,3495.15,1780000,356,356
205.4734,371.2517,-18126.09765625,3294.26,2748.82,1785000,357,357
351.3448,419.994,-15352.1533203125,2345.81,1404.26,1790000,358,358
222.109,356.3339,-17047.404296875,3925.59,3574.88,1795000,359,359
178.7644,363.2442,-16081.8828125,3007.77,2082.64,1800000,360,360
302.3363,396.9624,-15908.537109375,2393.24,2600.92,1805000,361,361
156.0273,337.6459,-17999.6796875,3345.58,3279.29,1810000,362,362
159.753,332.0157,-17762.796875,3698.91,4343.89,1815000,363,363
156.7454,350.7122,-17464.05078125,4516.45,4275.95,1820000,364,364
246.8472,336.3342,-17654.30078125,2580.88,2796.63,1825000,365,365
120.4931,324.9949,-17783.078125,4717.0,4811.39,1830000,366,366
155.2219,344.5023,-18026.0078125,3911.31,4232.26,1835000,367,367
164.7491,346.3447,-17743.1875,4664.21,3966.84,1840000,368,368
133.7627,335.1295,-18173.83203125,4366.55,4524.99,1845000,369,369
145.8748,351.2658,-17575.283203125,4676.87,4264.12,1850000,370,370
141.7823,355.3618,-18078.93359375,3345.14,2393.51,1855000,371,371
163.0221,365.3294,-18607.701171875,4307.52,4003.84,1860000,372,372
225.1602,354.7446,-18948.544921875,4180.19,3726.58,1865000,373,373
141.8552,350.0547,-18685.333984375,4166.34,4143.67,1870000,374,374
153.652,368.9131,-17966.9375,3413.66,3294.3,1875000,375,375
233.0601,346.6674,-18626.361328125,3205.44,4595.63,1880000,376,376
148.419,360.1804,-18703.986328125,4223.84,4151.95,1885000,377,377
186.925,364.5743,-18198.798828125,3093.18,3522.67,1890000,378,378
174.3276,365.5389,-18227.19921875,4561.55,4344.47,1895000,379,379
195.2023,378.6761,-19386.84375,4545.36,4564.58,1900000,380,380
186.143,385.8201,-18543.552734375,4316.72,3916.35,1905000,381,381
217.6521,400.0046,-18438.560546875,4281.19,3669.45,1910000,382,382
267.5476,394.9041,-17630.978515625,3338.9,3093.3,1915000,383,383
268.1492,388.9914,-16913.978515625,3326.82,1876.75,1920000,384,384
208.8755,386.8994,-17218.806640625,2613.72,3066.43,1925000,385,385
201.8299,387.4019,-18326.1484375,3134.72,3569.49,1930000,386,386
303.1091,399.9767,-17017.208984375,2569.01,3502.66,1935000,387,387
227.9376,397.2592,-18867.67578125,3667.69,3732.52,1940000,388,388
223.251,404.6145,-18129.111328125,3215.78,3697.08,1945000,389,389
260.1137,398.2961,-17872.548828125,3997.91,3434.62,1950000,390,390
241.0755,406.1435,-15642.5107421875,2229.87,1922.73,1955000,391,391
161.8263,389.5748,-18484.927734375,3396.63,2946.28,1960000,392,392
184.056,372.2241,-18363.46875,4334.69,3689.07,1965000,393,393
215.8269,391.2441,-17483.322265625,2534.79,2754.95,1970000,394,394
