Running Reverse KL,Reward Loss,Real Det Return,Itration,Running Forward KL,Running Update Time,Running Env Steps,Real Sto Return
15.8272,-5670.951171875,2205.48,134,156.8578,134,670000,1868.03
15.7519,-5718.2236328125,2188.72,135,156.9063,135,675000,1831.91
15.3827,-5754.486328125,2218.59,136,156.7645,136,680000,1879.07
15.4133,-5807.18798828125,2185.1,137,156.8726,137,685000,1865.69
15.7486,-5831.68701171875,2195.09,138,156.9201,138,690000,1884.34
15.8816,-5890.0751953125,2237.76,139,156.9119,139,695000,1887.16
16.0075,-5954.1689453125,2233.36,140,156.7541,140,700000,1918.84
15.4799,-5971.92919921875,2238.13,141,156.6534,141,705000,1900.58
15.7134,-6052.3134765625,2242.16,142,156.8061,142,710000,1884.9
15.6071,-6046.7607421875,2247.64,143,156.7831,143,715000,1931.78
15.4585,-6099.41357421875,2224.99,144,156.867,144,720000,1877.78
15.8313,-6192.78515625,2256.77,145,156.833,145,725000,1912.86
15.88,-6184.76708984375,2245.37,146,156.7791,146,730000,1919.43
15.8114,-6279.732421875,2285.29,147,156.6316,147,735000,1929.74
15.8404,-6327.517578125,2251.83,148,156.75,148,740000,1899.67
15.8407,-6294.92626953125,2297.99,149,156.7274,149,745000,1938.2
15.7856,-6385.4765625,2265.06,150,156.7631,150,750000,1900.25
15.7041,-6419.32666015625,2253.25,151,156.8122,151,755000,1897.71
16.062,-6480.43115234375,2257.38,152,156.6424,152,760000,1912.67
15.7642,-6541.44287109375,2283.17,153,156.8121,153,765000,1911.07
15.3344,-6551.267578125,2225.13,154,156.775,154,770000,1886.38
15.3403,-6583.17236328125,2228.36,155,156.7218,155,775000,1885.08
15.5064,-6657.4619140625,2202.89,156,156.8025,156,780000,1900.28
15.8959,-6728.44970703125,2271.87,157,156.7397,157,785000,1894.97
15.6534,-6699.53759765625,2195.93,158,156.7402,158,790000,1890.48
15.5671,-6767.16455078125,2220.06,159,156.7359,159,795000,1909.22
15.5081,-6803.07763671875,2242.05,160,156.7428,160,800000,1898.41
15.6096,-6870.486328125,2254.16,161,156.6004,161,805000,1908.43
15.8518,-6905.92626953125,2249.37,162,156.8335,162,810000,1900.79
15.5991,-6916.16015625,2266.14,163,156.8285,163,815000,1919.26
15.5138,-7004.25244140625,2223.29,164,156.6242,164,820000,1897.85
15.8268,-7038.58984375,2267.32,165,156.7688,165,825000,1925.12
15.5327,-7105.39013671875,2246.51,166,156.5978,166,830000,1917.71
15.7384,-7165.75732421875,2219.03,167,156.7553,167,835000,1903.66
15.7028,-7165.673828125,2256.16,168,156.8642,168,840000,1920.34
15.5186,-7260.068359375,2184.99,169,156.7845,169,845000,1887.35
15.8764,-7292.92626953125,2318.58,170,156.6669,170,850000,1922.26
15.4662,-7357.90966796875,2286.26,171,156.7402,171,855000,1946.67
15.5487,-7359.306640625,2277.5,172,156.6753,172,860000,1935.68
15.6378,-7433.751953125,2235.36,173,156.792,173,865000,1918.93
15.5698,-7488.31298828125,2283.23,174,156.6775,174,870000,1919.83
15.5852,-7433.0791015625,2272.51,175,156.6435,175,875000,1949.81
15.888,-7500.31494140625,2295.66,176,156.9184,176,880000,1932.2
15.4004,-7531.8125,2297.76,177,156.8137,177,885000,1922.85
15.6409,-7632.39990234375,2275.8,178,156.6394,178,890000,1925.86
15.2271,-7583.7978515625,2249.73,179,156.6351,179,895000,1889.43
15.4544,-7639.509765625,2280.87,180,156.6159,180,900000,1943.2
15.2787,-7629.15576171875,2266.09,181,156.7566,181,905000,1911.83
15.534,-7707.9306640625,2226.79,182,157.1126,182,910000,1907.09
15.6993,-7767.73291015625,2305.11,183,156.7512,183,915000,1933.91
15.7529,-7766.474609375,2304.27,184,156.8176,184,920000,1936.61
15.6062,-7801.01171875,2279.57,185,156.8009,185,925000,1928.81
15.434,-7855.95654296875,2271.87,186,156.7873,186,930000,1925.43
15.7448,-7905.78515625,2306.53,187,156.6859,187,935000,1923.15
15.6058,-7855.83935546875,2288.91,188,156.6249,188,940000,1948.69
15.4416,-7916.52490234375,2297.67,189,156.7314,189,945000,1932.77
15.5349,-7937.51318359375,2290.49,190,156.7189,190,950000,1944.54
15.7741,-7986.17578125,2287.63,191,156.6192,191,955000,1951.48
15.5782,-7999.6123046875,2306.15,192,156.7739,192,960000,1948.56
15.3034,-8046.52685546875,2237.22,193,156.7015,193,965000,1912.4
15.5664,-8022.04345703125,2295.7,194,156.613,194,970000,1922.44
15.5131,-8099.31201171875,2296.72,195,156.631,195,975000,1945.04
15.2722,-8087.775390625,2261.97,196,156.5765,196,980000,1915.84
15.141,-8079.0595703125,2259.45,197,156.5255,197,985000,1917.37
15.4344,-8162.77490234375,2305.78,198,156.7906,198,990000,1936.53
15.3273,-8184.607421875,2255.7,199,156.5934,199,995000,1941.65
15.3611,-8182.93115234375,2271.17,200,156.788,200,1000000,1919.74
15.3469,-8216.5888671875,2281.79,201,156.4728,201,1005000,1933.11
15.3012,-8237.06640625,2263.17,202,156.7509,202,1010000,1923.94
15.3301,-8252.4541015625,2278.84,203,156.6717,203,1015000,1941.91
15.4797,-8286.2822265625,2263.53,204,156.5464,204,1020000,1937.45
15.4631,-8351.587890625,2274.84,205,156.7315,205,1025000,1903.55
15.4829,-8371.5,2288.28,206,156.7857,206,1030000,1919.09
15.3978,-8375.65625,2275.07,207,156.6461,207,1035000,1937.14
15.4184,-8430.6904296875,2274.91,208,156.5689,208,1040000,1928.46
15.403,-8475.49609375,2288.75,209,156.8511,209,1045000,1941.84
15.2961,-8456.1923828125,2288.95,210,156.6456,210,1050000,1928.59
15.3293,-8472.921875,2283.55,211,156.5591,211,1055000,1942.21
15.4917,-8509.0751953125,2286.51,212,156.6446,212,1060000,1944.6
15.4413,-8567.7236328125,2263.56,213,156.6992,213,1065000,1911.04
15.4245,-8583.080078125,2275.59,214,156.6969,214,1070000,1927.62
15.5211,-8605.4677734375,2280.48,215,156.6281,215,1075000,1946.63
15.4535,-8639.765625,2295.9,216,156.7308,216,1080000,1942.58
15.3105,-8657.3466796875,2279.43,217,156.9292,217,1085000,1940.85
15.5365,-8658.20703125,2280.42,218,156.6654,218,1090000,1936.35
15.4247,-8724.7265625,2279.36,219,156.8484,219,1095000,1931.94
15.3166,-8727.8271484375,2273.23,220,156.6511,220,1100000,1926.65
15.4362,-8761.8681640625,2273.09,221,156.6801,221,1105000,1928.33
15.2224,-8751.4951171875,2266.92,222,156.7479,222,1110000,1922.74
15.3721,-8819.345703125,2262.69,223,156.8223,223,1115000,1930.84
15.5488,-8862.9765625,2299.0,224,156.8473,224,1120000,1937.11
15.3833,-8885.3984375,2276.32,225,156.7281,225,1125000,1931.25
15.3066,-8903.7421875,2271.76,226,156.7242,226,1130000,1931.83
15.4787,-8944.4453125,2304.39,227,156.6719,227,1135000,1932.07
15.4436,-8959.09765625,2263.84,228,156.7516,228,1140000,1931.3
15.6183,-9005.23828125,2272.87,229,156.7296,229,1145000,1945.74
15.5475,-9018.8447265625,2278.11,230,156.7412,230,1150000,1933.79
15.6842,-9036.0712890625,2294.71,231,156.7829,231,1155000,1938.69
15.5336,-9062.7080078125,2290.77,232,156.8047,232,1160000,1944.68
15.3921,-9075.849609375,2279.53,233,156.7695,233,1165000,1928.54
15.6564,-9146.486328125,2298.46,234,156.6421,234,1170000,1956.46
15.4056,-9143.1103515625,2283.55,235,156.7032,235,1175000,1937.44
15.5094,-9170.4365234375,2267.2,236,156.8431,236,1180000,1929.33
15.6487,-9211.0517578125,2270.41,237,156.8729,237,1185000,1936.28
15.477,-9218.130859375,2283.68,238,156.6408,238,1190000,1941.34
15.3947,-9258.0517578125,2265.17,239,156.6423,239,1195000,1934.08
15.5528,-9238.3671875,2291.19,240,156.7778,240,1200000,1953.82
15.435,-9282.09375,2271.32,241,156.6199,241,1205000,1950.94
15.7059,-9338.04296875,2292.71,242,156.5809,242,1210000,1947.66
15.546,-9346.75,2289.55,243,156.8219,243,1215000,1935.44
15.4184,-9382.001953125,2284.26,244,156.5608,244,1220000,1938.38
15.5712,-9416.3779296875,2288.78,245,156.7144,245,1225000,1958.4
15.5714,-9446.76953125,2283.85,246,156.6675,246,1230000,1949.52
15.544,-9441.3779296875,2294.22,247,156.7364,247,1235000,1941.49
15.4197,-9494.5400390625,2295.87,248,156.5789,248,1240000,1941.52
15.5103,-9483.625,2284.45,249,156.6355,249,1245000,1948.18
15.6398,-9519.6005859375,2293.97,250,156.9528,250,1250000,1961.2
15.5125,-9521.083984375,2266.39,251,156.7042,251,1255000,1923.67
15.5739,-9576.7822265625,2305.33,252,156.7074,252,1260000,1936.13
15.6575,-9598.4638671875,2296.59,253,156.6195,253,1265000,1934.67
15.555,-9616.4326171875,2299.38,254,156.6607,254,1270000,1944.38
15.6711,-9640.56640625,2308.48,255,156.6949,255,1275000,1960.09
15.6493,-9653.0810546875,2300.74,256,156.7788,256,1280000,1954.65
15.4418,-9660.962890625,2317.6,257,156.7096,257,1285000,1959.72
15.5097,-9719.564453125,2290.89,258,156.7027,258,1290000,1958.64
15.6643,-9763.9814453125,2305.58,259,156.7282,259,1295000,1962.06
15.5815,-9767.62890625,2323.78,260,156.7576,260,1300000,1960.44
15.5715,-9776.306640625,2316.64,261,156.7547,261,1305000,1944.4
15.7227,-9825.361328125,2302.13,262,156.7213,262,1310000,1967.57
15.7994,-9854.9140625,2303.94,263,156.6486,263,1315000,1952.63
15.5996,-9853.0703125,2303.26,264,156.6692,264,1320000,1960.59
15.5567,-9871.8564453125,2311.26,265,156.6742,265,1325000,1958.64
15.6341,-9910.5478515625,2322.56,266,156.6621,266,1330000,1988.08
15.6671,-9953.5703125,2312.88,267,156.7206,267,1335000,1964.0
15.75,-9946.3828125,2319.7,268,156.6952,268,1340000,1972.45
15.6078,-9980.123046875,2310.49,269,156.6789,269,1345000,1943.28
15.7253,-10025.810546875,2312.09,270,156.7739,270,1350000,1965.91
15.8313,-10027.8837890625,2320.53,271,156.6634,271,1355000,1974.08
15.6469,-10054.3095703125,2320.23,272,156.6983,272,1360000,1957.56
15.8001,-10094.0283203125,2322.39,273,156.7028,273,1365000,1981.39
15.5917,-10082.09375,2309.9,274,156.6687,274,1370000,1963.34
15.385,-10135.126953125,2316.34,275,156.5395,275,1375000,1970.97
15.5378,-10155.4111328125,2329.64,276,156.638,276,1380000,1982.69
15.4949,-10189.0263671875,2314.72,277,156.6934,277,1385000,1950.41
15.5078,-10191.5966796875,2323.82,278,156.6818,278,1390000,1964.43
15.4905,-10245.353515625,2320.61,279,156.5902,279,1395000,1968.87
15.5291,-10275.732421875,2342.89,280,156.5419,280,1400000,1973.66
15.4727,-10265.6435546875,2331.17,281,156.6449,281,1405000,1977.41
15.5693,-10298.947265625,2328.03,282,156.6843,282,1410000,1966.16
15.6438,-10317.673828125,2314.76,283,156.6408,283,1415000,1975.0
15.6608,-10360.103515625,2321.51,284,156.7938,284,1420000,1972.16
15.23,-10337.2451171875,2313.31,285,156.697,285,1425000,1898.47
15.5717,-10411.525390625,2327.46,286,156.4877,286,1430000,1971.6
15.6778,-10449.49609375,2341.13,287,156.6761,287,1435000,1970.1
15.6333,-10475.1259765625,2327.99,288,156.6159,288,1440000,1971.6
15.5538,-10516.505859375,2324.86,289,156.6819,289,1445000,1963.45
15.4685,-10517.0869140625,2328.55,290,156.5479,290,1450000,1972.57
15.5446,-10535.216796875,2338.53,291,156.6472,291,1455000,1965.59
15.5927,-10587.6044921875,2329.86,292,156.4912,292,1460000,1972.69
15.6228,-10574.7470703125,2321.36,293,156.5196,293,1465000,1955.92
15.7229,-10618.7060546875,2350.64,294,156.6076,294,1470000,1990.34
15.595,-10666.9208984375,2328.02,295,156.67,295,1475000,1967.12
15.5736,-10699.611328125,2313.15,296,156.6957,296,1480000,1958.39
15.5137,-10677.9990234375,2330.35,297,156.728,297,1485000,1997.06
15.7322,-10740.2255859375,2327.17,298,156.6921,298,1490000,1958.64
15.5106,-10714.8125,2322.59,299,156.5729,299,1495000,1979.14
15.6227,-10715.81640625,2318.23,300,156.6903,300,1500000,1958.19
15.5281,-10783.599609375,2342.0,301,156.6529,301,1505000,1979.33
15.5802,-10796.326171875,2327.58,302,156.6024,302,1510000,1976.27
15.5817,-10810.2001953125,2323.36,303,156.6514,303,1515000,1937.3
15.6957,-10870.07421875,2328.94,304,156.7935,304,1520000,1932.05
15.6247,-10942.3447265625,2316.14,305,156.7538,305,1525000,1928.29
15.6559,-10905.8720703125,2339.11,306,156.6548,306,1530000,1972.53
15.7323,-10901.072265625,2313.93,307,156.7567,307,1535000,1973.11
15.6816,-10924.55078125,2334.3,308,156.6783,308,1540000,1976.22
15.4942,-10935.4111328125,2327.52,309,156.53,309,1545000,1963.57
15.541,-10970.3828125,2333.49,310,156.7575,310,1550000,1978.76
15.5682,-11023.724609375,2318.37,311,156.7324,311,1555000,1944.3
15.6745,-11050.2412109375,2342.47,312,156.5952,312,1560000,1965.85
15.4328,-11058.2958984375,2336.19,313,156.6433,313,1565000,1964.91
15.5143,-11078.5673828125,2329.94,314,156.6375,314,1570000,1987.54
15.5685,-11094.0810546875,2326.69,315,156.7075,315,1575000,1973.09
15.5668,-11130.52734375,2337.57,316,156.6664,316,1580000,1984.02
15.5121,-11164.6005859375,2328.98,317,156.5751,317,1585000,1959.6
15.5168,-11191.892578125,2323.07,318,156.6986,318,1590000,1937.86
15.498,-11178.51171875,2330.09,319,156.7121,319,1595000,1997.33
15.5558,-11237.5556640625,2317.5,320,156.607,320,1600000,1979.29
15.4075,-11248.5859375,2302.06,321,156.4993,321,1605000,1952.35
15.5088,-11325.462890625,2322.58,322,156.7059,322,1610000,1958.37
15.4146,-11292.5361328125,2316.34,323,156.6083,323,1615000,1967.32
15.571,-11326.19140625,2315.57,324,156.731,324,1620000,1950.68
15.4562,-11296.9833984375,2308.66,325,156.6152,325,1625000,1965.16
15.4152,-11345.0009765625,2299.97,326,156.5165,326,1630000,1966.51
15.5139,-11403.9921875,2315.04,327,156.7652,327,1635000,1951.21
15.3539,-11421.4013671875,2303.52,328,156.6094,328,1640000,1956.24
15.3886,-11406.0537109375,2330.86,329,156.554,329,1645000,1978.27
15.4286,-11519.7109375,2322.56,330,156.5136,330,1650000,1962.38
15.3763,-11468.0380859375,2316.61,331,156.8594,331,1655000,1948.32
15.4006,-11480.9501953125,2317.88,332,156.7325,332,1660000,1959.45
15.3413,-11539.1259765625,2315.54,333,156.5451,333,1665000,1956.83
15.4778,-11571.095703125,2319.63,334,156.7262,334,1670000,1973.75
15.4094,-11599.669921875,2305.76,335,156.6462,335,1675000,1947.49
15.4551,-11614.4072265625,2320.96,336,156.4144,336,1680000,1977.22
15.3874,-11651.33203125,2324.81,337,156.6013,337,1685000,1976.3
15.4403,-11595.87890625,2308.3,338,156.6328,338,1690000,1975.06
15.534,-11703.4296875,2339.49,339,156.7059,339,1695000,1986.92
15.3295,-11676.16796875,2320.1,340,156.7489,340,1700000,1961.36
15.387,-11768.7568359375,2340.91,341,156.6044,341,1705000,1999.64
15.5774,-11803.189453125,2323.87,342,156.6137,342,1710000,1965.94
15.4679,-11751.4345703125,2315.62,343,156.6221,343,1715000,1968.86
15.4818,-11822.5302734375,2329.24,344,156.7069,344,1720000,1958.35
15.6547,-11844.8505859375,2321.02,345,156.6923,345,1725000,1968.0
15.4168,-11871.1474609375,2332.45,346,156.6781,346,1730000,1982.68
15.5247,-11863.830078125,2275.84,347,156.6356,347,1735000,1971.72
15.4823,-11921.501953125,2339.42,348,156.6097,348,1740000,1964.18
15.443,-11957.42578125,2338.51,349,156.6282,349,1745000,1990.96
15.5576,-11973.642578125,2319.41,350,156.375,350,1750000,1974.02
15.5857,-11985.3984375,2309.31,351,156.6115,351,1755000,2015.71
15.604,-12054.0078125,2337.11,352,156.5971,352,1760000,1954.74
15.3993,-11996.1455078125,2313.06,353,156.5596,353,1765000,1976.29
15.4955,-12059.470703125,2322.32,354,156.5652,354,1770000,1966.72
15.4529,-12083.9873046875,2332.11,355,156.642,355,1775000,1979.53
15.3918,-12080.09375,2322.72,356,156.7443,356,1780000,1981.96
15.4851,-12131.427734375,2309.54,357,156.7119,357,1785000,1997.94
15.5162,-12239.9150390625,2332.2,358,156.5241,358,1790000,1964.38
15.3015,-12182.3115234375,2329.83,359,156.48,359,1795000,1981.34
15.5372,-12252.4658203125,2331.01,360,156.7084,360,1800000,1998.13
15.3527,-12260.8623046875,2344.6,361,156.6267,361,1805000,1990.66
15.5974,-12336.92578125,2337.53,362,156.6561,362,1810000,2008.0
15.3045,-12326.0625,2333.74,363,156.579,363,1815000,1999.23
15.3179,-12281.2607421875,2338.65,364,156.6083,364,1820000,1993.91
15.384,-12395.90234375,2339.81,365,156.673,365,1825000,1989.97
15.2511,-12399.744140625,2334.04,366,156.592,366,1830000,1969.83
15.4067,-12459.59375,2339.48,367,156.5414,367,1835000,1980.0
15.46,-12486.48046875,2340.34,368,156.6357,368,1840000,1985.18
15.4439,-12501.87890625,2343.08,369,156.5713,369,1845000,1949.08
15.3451,-12477.7109375,2336.19,370,156.5044,370,1850000,2008.63
15.2626,-12481.6650390625,2316.49,371,156.5853,371,1855000,1990.09
15.3052,-12535.73828125,2338.46,372,156.5778,372,1860000,1964.29
15.2744,-12570.150390625,2322.6,373,156.6132,373,1865000,1996.88
15.271,-12625.19921875,2333.75,374,156.6015,374,1870000,1965.53
15.2962,-12636.146484375,2350.29,375,156.4901,375,1875000,1986.2
15.2999,-12672.8974609375,2339.31,376,156.59,376,1880000,2001.7
15.232,-12730.1103515625,2343.11,377,156.7934,377,1885000,1996.66
15.2737,-12722.21875,2338.42,378,156.597,378,1890000,1975.1
15.4645,-12808.5224609375,2333.55,379,156.612,379,1895000,1986.54
15.4252,-12799.3310546875,2339.79,380,156.5166,380,1900000,1993.72
15.2998,-12858.5283203125,2336.69,381,156.61,381,1905000,1983.31
15.313,-12900.2265625,2347.18,382,156.4879,382,1910000,1978.56
15.3661,-12890.8076171875,2340.52,383,156.692,383,1915000,1980.14
15.3649,-12915.7080078125,2326.7,384,156.7912,384,1920000,1984.29
15.3967,-12948.4443359375,2346.93,385,156.7271,385,1925000,2015.19
15.406,-12997.5458984375,2334.59,386,156.6078,386,1930000,1988.8
