Running Forward KL,Real Sto Return,Running Reverse KL,Real Det Return,Running Env Steps,Reward Loss,Running Update Time,Itration
153.6658,5331.96,15.8863,5851.46,1335000,-8230.1669921875,267,267
153.6635,5402.66,16.0447,5934.37,1340000,-8239.9306640625,268,268
153.6131,5434.57,15.8262,5986.88,1345000,-8212.5654296875,269,269
153.4376,5469.96,15.8893,5999.11,1350000,-8291.7158203125,270,270
153.6453,5425.36,15.8138,6048.22,1355000,-8252.7333984375,271,271
153.6747,5486.47,16.1728,6083.54,1360000,-8303.26171875,272,272
153.8656,5503.85,16.2069,6137.59,1365000,-8276.77734375,273,273
153.6814,5462.63,16.1973,6040.65,1370000,-8308.623046875,274,274
153.6486,5447.33,15.9547,6041.4,1375000,-8326.681640625,275,275
153.6452,5487.49,16.1022,6043.49,1380000,-8353.544921875,276,276
153.6796,5404.68,16.1618,6012.45,1385000,-8366.3916015625,277,277
153.9265,5134.87,16.2428,5688.18,1390000,-8601.51953125,278,278
153.7743,4753.45,14.7018,5139.26,1395000,-8756.2099609375,279,279
153.8709,5152.48,15.2496,5692.13,1400000,-8560.19921875,280,280
153.7951,5314.94,15.548,5848.37,1405000,-8449.109375,281,281
153.7185,5493.88,16.3463,5970.74,1410000,-8612.9765625,282,282
153.7584,5556.69,16.0176,6119.56,1415000,-8604.0126953125,283,283
153.3154,5523.76,16.088,6143.02,1420000,-8528.0,284,284
153.4421,5496.36,15.8187,6101.35,1425000,-8638.8193359375,285,285
153.5502,5594.09,16.004,6112.73,1430000,-8686.859375,286,286
153.3236,5542.64,15.8083,6131.27,1435000,-8623.248046875,287,287
153.4657,5640.86,16.0392,6116.5,1440000,-8582.1328125,288,288
153.6707,5639.13,16.2443,6227.92,1445000,-8744.5712890625,289,289
153.5045,5589.02,15.7514,6143.25,1450000,-8748.9296875,290,290
153.4564,5641.13,15.959,6188.91,1455000,-8748.0400390625,291,291
153.4598,5696.93,16.2165,6197.58,1460000,-8861.29296875,292,292
153.3167,5688.5,16.2447,6185.61,1465000,-8921.609375,293,293
153.8353,5593.96,16.3043,6168.52,1470000,-8860.6279296875,294,294
153.7396,5572.94,15.8832,6143.9,1475000,-8947.576171875,295,295
153.7472,5657.08,16.4895,6102.05,1480000,-8981.619140625,296,296
153.4176,5680.69,16.1563,6234.37,1485000,-8982.2265625,297,297
153.9005,5701.6,16.2241,6204.96,1490000,-9091.482421875,298,298
153.5745,5672.85,16.2048,6285.37,1495000,-9024.833984375,299,299
153.6374,5616.92,15.4862,6069.61,1500000,-9049.330078125,300,300
153.5319,5682.73,16.1851,6179.68,1505000,-8967.40625,301,301
153.6498,5566.72,15.9567,6193.05,1510000,-9147.486328125,302,302
153.9451,5271.72,16.3428,6058.57,1515000,-9342.1982421875,303,303
153.5553,5282.09,15.1271,5959.85,1520000,-9328.1640625,304,304
153.3195,5400.32,15.1444,5916.55,1525000,-9184.275390625,305,305
153.3176,5387.58,15.038,6085.6,1530000,-9497.595703125,306,306
153.2973,5021.47,14.6794,5711.09,1535000,-9530.7001953125,307,307
153.7235,5492.74,15.6755,6012.09,1540000,-9246.927734375,308,308
153.8262,5525.2,15.6907,5977.08,1545000,-9361.8642578125,309,309
153.5212,5596.44,16.0692,6170.55,1550000,-9364.451171875,310,310
153.4491,5745.53,16.2249,6285.69,1555000,-9534.185546875,311,311
153.55,5816.78,16.1769,6358.15,1560000,-9415.17578125,312,312
153.3365,5835.79,16.5716,6409.76,1565000,-9536.16796875,313,313
153.2564,5835.27,16.5435,6446.17,1570000,-9605.7021484375,314,314
153.5041,5860.88,16.6729,6413.69,1575000,-9711.0625,315,315
153.3604,5906.92,16.4474,6365.12,1580000,-9608.1181640625,316,316
153.3069,5897.3,16.7401,6397.12,1585000,-9790.705078125,317,317
153.2151,5944.97,16.5908,6450.23,1590000,-9734.5947265625,318,318
153.4549,5844.64,16.157,6455.23,1595000,-9567.6513671875,319,319
153.0821,5897.04,16.7167,6409.44,1600000,-9751.5,320,320
153.2298,5804.72,16.4505,6405.37,1605000,-9606.5419921875,321,321
153.7575,5204.41,16.0475,5432.56,1610000,-10106.9345703125,322,322
153.1631,5529.19,15.7217,6160.92,1615000,-10001.3388671875,323,323
153.4837,5326.18,14.7765,6031.49,1620000,-9883.2177734375,324,324
156.8343,1987.74,16.1333,2097.41,1625000,-10934.2099609375,325,325
153.5583,5345.89,14.8754,5749.48,1630000,-9894.39453125,326,326
153.2624,5713.17,16.009,6238.94,1635000,-9993.0732421875,327,327
153.4203,5805.49,16.3589,6291.81,1640000,-10186.4794921875,328,328
153.2982,5953.03,16.8858,6438.49,1645000,-10319.1865234375,329,329
153.3219,5913.91,16.9873,6393.88,1650000,-10359.6767578125,330,330
153.3551,5934.29,16.4415,6427.4,1655000,-10203.455078125,331,331
153.5793,5942.38,17.2669,6527.24,1660000,-10477.80859375,332,332
153.3804,5899.58,16.6609,6524.8,1665000,-10384.72265625,333,333
153.6183,4920.36,16.1943,6198.41,1670000,-10452.73828125,334,334
153.0382,5629.83,15.3349,6194.8,1675000,-10404.0283203125,335,335
155.4557,3314.17,17.0836,3590.85,1680000,-10091.912109375,336,336
153.0653,5784.06,15.9772,6311.31,1685000,-10436.1298828125,337,337
152.7107,5995.28,16.1966,6408.45,1690000,-10462.7265625,338,338
152.9857,6020.44,16.361,6504.79,1695000,-10388.765625,339,339
153.5896,6047.73,17.0319,6561.07,1700000,-10590.98828125,340,340
153.3509,6014.73,16.7573,6546.82,1705000,-10575.2470703125,341,341
153.239,5984.03,16.5867,6542.37,1710000,-10425.4951171875,342,342
153.0386,6034.59,16.7899,6544.23,1715000,-10637.3759765625,343,343
153.175,6015.0,16.479,6589.29,1720000,-10588.0419921875,344,344
153.6967,6050.04,16.6086,6546.68,1725000,-10600.078125,345,345
153.2989,6033.74,16.7287,6600.34,1730000,-10663.8955078125,346,346
153.366,6037.61,16.6988,6616.23,1735000,-10633.2509765625,347,347
153.1631,6113.95,16.8141,6693.69,1740000,-10765.8408203125,348,348
153.238,6075.15,17.0318,6664.65,1745000,-10799.072265625,349,349
153.341,6042.14,16.7967,6653.68,1750000,-10790.30078125,350,350
152.9989,5599.88,15.9949,6207.49,1755000,-10544.87890625,351,351
153.0231,6055.53,17.0402,6566.43,1760000,-11019.2197265625,352,352
153.1109,6052.47,16.651,6605.67,1765000,-10805.3349609375,353,353
153.2818,6072.6,16.7885,6647.55,1770000,-10904.7890625,354,354
153.3984,6098.43,16.8113,6636.67,1775000,-10977.7978515625,355,355
153.1143,6160.18,17.0689,6634.43,1780000,-11088.2431640625,356,356
153.3518,6176.31,17.0138,6691.83,1785000,-10994.5947265625,357,357
153.4141,6206.06,17.3438,6714.98,1790000,-11085.361328125,358,358
153.1743,6160.45,17.2575,6648.43,1795000,-11122.470703125,359,359
153.1631,6176.8,17.1449,6659.05,1800000,-11197.0888671875,360,360
152.9216,6141.31,16.9755,6553.43,1805000,-11020.435546875,361,361
153.0328,6189.24,17.2693,6660.63,1810000,-11260.6083984375,362,362
153.3084,6136.98,17.1103,6562.51,1815000,-11272.998046875,363,363
153.3826,6173.2,17.3343,6669.54,1820000,-11356.072265625,364,364
153.024,6179.22,16.9447,6678.46,1825000,-11095.4619140625,365,365
153.0605,6211.96,17.0958,6693.43,1830000,-11304.1611328125,366,366
153.0065,6158.49,16.6984,6654.65,1835000,-11472.208984375,367,367
153.2068,6258.37,16.8635,6686.7,1840000,-11230.4296875,368,368
153.373,6265.63,17.4579,6717.16,1845000,-11531.501953125,369,369
153.5066,6220.3,16.9579,6706.39,1850000,-11448.46875,370,370
153.1442,6230.78,16.9499,6724.4,1855000,-11465.9404296875,371,371
153.1015,6099.67,15.7745,6693.68,1860000,-11440.0087890625,372,372
154.409,2705.04,13.8236,3340.69,1865000,-10720.681640625,373,373
152.9492,6042.21,16.5085,6570.99,1870000,-11590.75,374,374
