Real Sto Return,Running Env Steps,Running Reverse KL,Itration,Real Det Return,Reward Loss,Running Update Time,Running Forward KL
3715.06,440000,170.578,88,4881.16,-29146.85546875,88,346.5593
4806.36,445000,159.0144,89,4630.48,-24549.025390625,89,338.0489
3976.03,450000,155.2737,90,3618.21,-29810.060546875,90,347.4654
4323.43,455000,157.3575,91,4924.57,-24561.056640625,91,342.2812
4905.58,460000,146.7044,92,5004.8,-24612.716796875,92,333.2631
4686.82,465000,162.5532,93,4800.67,-26296.2109375,93,348.2325
4724.54,470000,163.6176,94,5007.46,-26060.1328125,94,339.7386
4146.61,475000,166.4431,95,4870.72,-33704.7734375,95,348.4498
4663.4,480000,163.2376,96,4671.69,-30298.53515625,96,353.4206
4392.34,485000,163.5719,97,4851.56,-35936.1171875,97,346.4365
4726.05,490000,163.22,98,4891.05,-30737.3046875,98,346.051
4508.44,495000,170.0125,99,4858.26,-32489.091796875,99,345.5088
3285.56,500000,185.0106,100,4623.87,-46575.7578125,100,367.871
4626.89,505000,159.0099,101,4962.32,-32775.9609375,101,341.2831
4752.64,510000,157.02,102,4961.14,-40174.81640625,102,350.6215
4662.13,515000,164.2848,103,4649.4,-35406.625,103,350.5357
4231.7,520000,173.3171,104,4889.29,-42008.625,104,352.5302
4772.79,525000,170.6684,105,4863.74,-38721.9765625,105,346.1948
4787.19,530000,168.7515,106,4820.36,-39149.9765625,106,347.3019
4367.32,535000,169.9174,107,4837.6,-40204.61328125,107,349.0653
4442.19,540000,180.783,108,4816.38,-45563.46875,108,365.3227
3709.87,545000,157.6974,109,3835.25,-44067.25390625,109,354.6311
4141.07,550000,172.2873,110,4888.23,-48461.109375,110,347.3278
2123.5,555000,201.431,111,4823.29,-53201.01171875,111,366.7629
3892.15,560000,171.8532,112,4668.95,-44791.4296875,112,351.2654
4630.87,565000,166.029,113,3606.74,-48309.86328125,113,356.5362
3196.99,570000,179.5042,114,3809.94,-54191.328125,114,360.9042
2996.72,575000,184.4934,115,4546.6,-53999.27734375,115,374.4395
4176.55,580000,172.1551,116,4677.34,-49852.00390625,116,351.2975
4653.91,585000,161.5198,117,4518.47,-48406.41015625,117,348.5469
4428.41,590000,157.912,118,4661.45,-48494.6328125,118,351.7556
4191.27,595000,161.7314,119,4826.26,-49956.44140625,119,348.9371
4620.98,600000,177.218,120,4246.71,-54682.40234375,120,361.0633
4054.77,605000,170.8521,121,4633.52,-54570.9375,121,362.7923
4084.94,610000,172.196,122,4725.8,-54761.22265625,122,355.6313
3586.24,615000,173.5928,123,3357.93,-56869.8046875,123,356.9113
4243.2,620000,174.8273,124,4023.91,-57645.15625,124,358.2669
3660.3,625000,162.4065,125,4827.98,-58017.6328125,125,356.2908
4262.66,630000,166.67,126,4837.09,-57154.5390625,126,356.1137
4899.13,635000,165.0649,127,4812.86,-56869.57421875,127,343.4564
4815.43,640000,159.8602,128,4783.65,-58060.5859375,128,351.4349
4871.9,645000,163.8238,129,4823.56,-58454.01953125,129,354.9199
4540.52,650000,172.1356,130,4829.81,-59623.0859375,130,355.1981
4879.89,655000,175.6717,131,4832.2,-61628.0546875,131,360.3437
4908.98,660000,149.9133,132,4912.37,-58401.30859375,132,339.8169
4372.33,665000,161.6464,133,4781.14,-63080.93359375,133,358.5246
4751.67,670000,163.5046,134,4818.58,-63101.71484375,134,351.2564
4357.27,675000,169.1788,135,4780.63,-65221.90234375,135,356.5924
4627.6,680000,173.5506,136,4797.84,-67487.0859375,136,363.7183
4007.92,685000,164.6156,137,4822.19,-63048.92578125,137,346.0168
4765.39,690000,174.7025,138,4776.85,-66051.7109375,138,355.2482
4701.52,695000,176.6891,139,4770.58,-68625.359375,139,357.138
4732.8,700000,169.1309,140,4844.71,-68886.296875,140,352.4822
4364.49,705000,165.4695,141,4798.62,-67826.125,141,355.111
4157.63,710000,164.8812,142,4614.37,-67497.171875,142,358.9123
4245.27,715000,175.9576,143,3937.16,-69307.46875,143,361.7857
4309.96,720000,162.1207,144,4829.2,-71090.265625,144,361.7528
4569.77,725000,168.5092,145,4713.2,-71746.1328125,145,371.3726
4119.3,730000,154.7652,146,4487.55,-68480.203125,146,356.1954
4707.18,735000,161.4811,147,4807.58,-71302.1953125,147,352.9532
4539.87,740000,172.0088,148,4433.02,-72786.0,148,361.5344
4719.19,745000,167.4603,149,4538.66,-72465.421875,149,357.7945
4273.79,750000,162.9228,150,4926.01,-72588.7734375,150,353.9151
4864.24,755000,164.773,151,4755.33,-73347.375,151,355.4018
4887.22,760000,172.6007,152,4765.92,-75030.0546875,152,359.2509
4646.22,765000,159.6883,153,4784.52,-74139.6640625,153,355.605
3756.3,770000,150.5718,154,4840.66,-72121.390625,154,351.8984
4670.58,775000,160.6071,155,4874.75,-76035.7578125,155,358.2383
4002.02,780000,161.4003,156,4522.04,-74222.484375,156,363.365
4411.35,785000,155.2201,157,4509.24,-72958.3359375,157,353.7752
3110.12,790000,166.3472,158,4799.04,-75420.9140625,158,372.6204
2500.4,795000,197.7115,159,3487.93,-76152.8984375,159,377.4328
2892.72,800000,160.6074,160,4825.23,-76479.65625,160,357.4154
4466.97,805000,160.0615,161,4793.02,-76704.3671875,161,362.5608
4451.52,810000,160.3371,162,4665.02,-76349.546875,162,354.1049
3780.97,815000,173.0392,163,4774.15,-77531.1953125,163,360.393
4639.45,820000,156.9899,164,4746.2,-77207.8515625,164,358.4709
4696.28,825000,152.4392,165,4823.09,-77501.1484375,165,350.9442
4831.74,830000,148.9857,166,4892.83,-77752.03125,166,353.0268
3768.07,835000,156.9762,167,4770.96,-77589.9375,167,358.7849
4196.9,840000,161.843,168,4771.18,-79978.5625,168,361.9664
4721.97,845000,153.3884,169,4680.8,-79798.75,169,360.382
4877.14,850000,154.4754,170,4799.09,-80285.453125,170,357.4329
4888.08,855000,155.0877,171,4841.79,-80237.3671875,171,348.4224
4864.69,860000,158.738,172,4857.23,-80860.359375,172,355.4967
4728.45,865000,163.3648,173,4873.12,-82658.34375,173,359.6919
4349.37,870000,155.7604,174,4852.83,-81436.328125,174,354.2798
2248.93,875000,188.4366,175,4846.34,-81281.3359375,175,376.6523
3735.73,880000,157.3225,176,4569.87,-82416.125,176,362.1937
4885.28,885000,162.8354,177,4810.6,-83354.6875,177,358.8444
3781.82,890000,174.5854,178,4314.22,-81622.859375,178,363.9921
4391.76,895000,171.7463,179,4884.91,-84226.921875,179,365.7626
4915.55,900000,160.3305,180,4916.6,-82170.8203125,180,354.3309
4901.79,905000,157.7527,181,4978.75,-84377.4609375,181,357.3915
4243.64,910000,165.1205,182,4816.48,-84483.890625,182,359.654
4871.52,915000,150.0274,183,4985.66,-83536.8828125,183,357.263
4568.43,920000,159.8311,184,4789.38,-84478.7421875,184,351.3793
4724.0,925000,159.9021,185,4876.6,-85546.6171875,185,360.2796
4719.04,930000,152.1725,186,4958.78,-84094.8828125,186,369.1004
4895.33,935000,158.1998,187,4925.85,-85266.4453125,187,352.6334
4741.71,940000,145.7177,188,4848.5,-83362.65625,188,349.535
4710.96,945000,146.8067,189,4935.42,-83512.328125,189,352.7977
4886.62,950000,150.1089,190,4902.65,-84984.4140625,190,351.6797
4912.15,955000,149.2049,191,4916.73,-83427.40625,191,347.3033
4909.04,960000,156.7087,192,4880.1,-84911.1484375,192,355.4549
4896.29,965000,167.7001,193,4909.05,-85727.3125,193,366.56
4813.13,970000,158.5213,194,4941.46,-85885.203125,194,359.138
4765.64,975000,161.7602,195,4806.3,-86256.5390625,195,358.2243
4906.71,980000,151.8816,196,4937.8,-86088.234375,196,352.6796
4901.7,985000,152.2072,197,4945.23,-86521.3828125,197,356.9563
4889.92,990000,170.7596,198,4825.54,-87997.6796875,198,358.9367
4888.28,995000,160.892,199,4855.01,-87511.453125,199,356.9579
4902.12,1000000,153.5315,200,4892.12,-86784.96875,200,354.4061
4807.81,1005000,144.9488,201,4940.89,-86842.6640625,201,346.2235
4757.31,1010000,150.321,202,4820.29,-86149.03125,202,352.3677
4678.01,1015000,151.6531,203,4960.76,-86927.453125,203,360.2292
4917.97,1020000,153.8231,204,4905.94,-87080.734375,204,353.5079
4459.07,1025000,149.0124,205,4591.82,-86276.2890625,205,358.0684
4610.3,1030000,151.3279,206,4897.64,-86530.7734375,206,362.2321
4723.96,1035000,150.2278,207,4982.96,-86144.109375,207,354.8612
4197.19,1040000,150.67,208,4956.32,-86463.71875,208,359.038
4881.4,1045000,149.0766,209,4877.33,-87007.5234375,209,357.1921
4309.88,1050000,161.6848,210,4747.57,-87083.9453125,210,366.2517
4634.06,1055000,157.4942,211,4952.58,-87355.0546875,211,361.3199
4165.77,1060000,167.7386,212,4896.26,-88461.59375,212,356.9374
4750.19,1065000,154.4007,213,4952.35,-87771.15625,213,364.5245
4513.0,1070000,170.4012,214,4907.1,-88563.4765625,214,367.596
4589.09,1075000,168.574,215,4910.35,-88963.765625,215,361.4224
4881.43,1080000,168.4694,216,4914.34,-89409.109375,216,361.8915
4882.8,1085000,174.9853,217,4884.02,-89858.671875,217,367.6168
4533.96,1090000,161.8823,218,4903.87,-89241.9453125,218,360.0353
4855.68,1095000,170.3512,219,4851.87,-89704.1953125,219,362.0785
4499.28,1100000,182.7224,220,4845.6,-89201.3203125,220,374.3788
4699.97,1105000,180.0987,221,4802.48,-90491.1484375,221,377.7962
3545.56,1110000,192.0317,222,4762.82,-90697.7890625,222,385.0812
710.04,1115000,316.9113,223,916.62,-89889.5703125,223,428.6506
1195.84,1120000,257.1231,224,1571.18,-89843.703125,224,413.2117
4462.3,1125000,217.0143,225,3066.41,-91603.3828125,225,378.5419
2578.95,1130000,246.7124,226,2572.67,-90602.140625,226,381.8314
1284.41,1135000,285.758,227,2040.95,-88038.484375,227,395.508
4299.5,1140000,171.6856,228,4539.02,-91785.4140625,228,364.6549
4971.01,1145000,159.3474,229,4824.17,-89266.7265625,229,349.4789
3599.7,1150000,155.8991,230,4623.31,-86522.3046875,230,356.6949
2000.77,1155000,208.2033,231,2770.17,-87788.3203125,231,370.7974
4324.64,1160000,176.5905,232,3187.32,-91792.2265625,232,369.1893
4401.97,1165000,181.4504,233,4829.77,-88208.1328125,233,370.0295
3878.92,1170000,176.3016,234,3603.08,-89283.078125,234,368.3409
4639.75,1175000,161.1387,235,4855.79,-90585.03125,235,352.399
4316.55,1180000,166.9395,236,4690.76,-91598.078125,236,357.8736
4590.38,1185000,172.9676,237,4884.78,-90696.9609375,237,363.7545
4630.21,1190000,191.0986,238,4915.52,-92268.0546875,238,367.5446
4743.04,1195000,190.8885,239,4962.31,-91346.921875,239,368.5724
2207.72,1200000,238.1584,240,1673.12,-84892.546875,240,384.945
669.33,1205000,274.7663,241,470.08,-89095.1484375,241,410.365
1138.95,1210000,308.0853,242,539.14,-89134.2265625,242,445.3418
1045.69,1215000,320.4153,243,821.81,-88589.703125,243,433.421
2202.53,1220000,237.4792,244,1479.75,-89750.734375,244,398.5519
2583.28,1225000,187.9753,245,4912.99,-88418.390625,245,375.4618
2665.59,1230000,197.1432,246,4878.48,-84077.328125,246,368.7689
1944.53,1235000,184.4958,247,4187.75,-87898.484375,247,378.6228
1576.12,1240000,298.2591,248,1000.41,-90751.359375,248,414.6644
1008.97,1245000,290.6729,249,890.91,-89336.0859375,249,434.3912
2387.26,1250000,231.7766,250,3861.54,-91605.796875,250,408.5929
4239.74,1255000,218.1031,251,4768.94,-93083.640625,251,380.6887
4080.61,1260000,184.2425,252,4845.19,-92013.8046875,252,370.6311
4861.06,1265000,173.2627,253,4923.58,-93181.28125,253,360.4329
4334.16,1270000,182.2268,254,4780.55,-91670.796875,254,362.3464
4303.33,1275000,178.5085,255,4907.26,-93025.734375,255,358.5308
3773.03,1280000,168.2442,256,4918.21,-92682.8515625,256,364.1192
4591.38,1285000,167.7406,257,4875.43,-92738.3671875,257,356.4345
4439.09,1290000,154.6944,258,3939.71,-89860.625,258,356.6928
3387.42,1295000,225.1097,259,2081.93,-92632.3515625,259,377.463
4644.93,1300000,166.3494,260,4795.06,-92379.140625,260,354.7584
2431.91,1305000,191.5262,261,3161.41,-90890.796875,261,351.1295
4220.94,1310000,176.9786,262,4042.02,-92529.2578125,262,378.9406
4767.23,1315000,176.2175,263,4556.2,-92345.453125,263,367.9782
3863.77,1320000,188.222,264,4420.62,-92735.9296875,264,388.2747
3102.52,1325000,185.7949,265,4723.63,-89449.578125,265,382.8335
2116.63,1330000,179.3181,266,2299.1,-87083.484375,266,372.6082
4774.77,1335000,193.0676,267,4878.69,-94404.09375,267,350.2812
4064.35,1340000,182.5639,268,4825.13,-90511.84375,268,345.5379
3895.07,1345000,205.1445,269,4363.19,-91306.1171875,269,364.4078
4602.47,1350000,193.3409,270,4736.95,-91701.6015625,270,360.0164
3994.74,1355000,177.9271,271,4318.71,-91651.78125,271,357.6122
1952.34,1360000,224.8278,272,4815.53,-91250.109375,272,378.0183
3868.25,1365000,176.292,273,4826.96,-91211.7421875,273,357.5487
3294.89,1370000,188.0145,274,4267.27,-90770.4765625,274,360.8521
2207.61,1375000,227.2266,275,4912.64,-92362.3984375,275,375.2336
2451.33,1380000,205.8557,276,4390.7,-91552.4765625,276,364.4161
4276.46,1385000,177.8495,277,3816.73,-91310.6640625,277,365.6773
4622.91,1390000,168.3235,278,2083.27,-92915.0,278,353.388
4791.58,1395000,170.1227,279,4927.62,-93572.6328125,279,352.1591
4367.29,1400000,173.5377,280,4940.76,-94428.8984375,280,351.9435
4729.05,1405000,169.1116,281,4834.62,-93976.0,281,351.0249
4702.01,1410000,155.6905,282,4541.73,-94376.890625,282,354.3569
4912.4,1415000,154.7713,283,4986.13,-93864.3671875,283,335.9533
4912.45,1420000,150.6922,284,5009.37,-92236.2109375,284,329.053
4913.68,1425000,153.7189,285,4921.2,-93145.5078125,285,330.4958
4814.48,1430000,149.9425,286,4678.04,-94143.953125,286,340.4234
3833.43,1435000,182.4134,287,4836.01,-90374.921875,287,360.2459
4140.15,1440000,164.5803,288,4211.37,-92207.9609375,288,353.8148
4805.36,1445000,212.2727,289,4844.64,-95259.3515625,289,376.019
3125.0,1450000,187.5039,290,4200.7,-88055.0234375,290,348.7154
3317.94,1455000,181.7839,291,4877.53,-89013.6640625,291,353.0842
4009.77,1460000,176.8103,292,4330.36,-91621.515625,292,353.5761
4458.23,1465000,163.3738,293,2959.39,-93700.5546875,293,357.0103
4128.03,1470000,154.9795,294,2088.85,-92254.4140625,294,363.5041
4121.89,1475000,160.6403,295,3442.55,-91738.71875,295,358.1755
3984.71,1480000,186.7968,296,4896.24,-90687.71875,296,373.5107
1226.53,1485000,249.2718,297,1144.39,-87934.2265625,297,391.6036
4842.68,1490000,190.1503,298,4682.29,-96382.421875,298,380.7088
4344.19,1495000,191.2052,299,4754.46,-96166.8828125,299,387.2806
4612.85,1500000,184.0512,300,4308.85,-95670.3984375,300,384.6978
3960.28,1505000,196.6981,301,4571.74,-91282.6015625,301,396.1903
4269.42,1510000,191.9179,302,4409.17,-95468.9921875,302,377.1354
4508.72,1515000,193.6319,303,4702.64,-92974.7109375,303,376.5542
4867.6,1520000,209.6775,304,4381.84,-94074.7265625,304,386.2203
1332.78,1525000,256.0927,305,2340.16,-94149.34375,305,430.3707
2467.18,1530000,215.4533,306,4841.9,-94418.4375,306,390.954
4605.04,1535000,183.972,307,4678.93,-96619.6796875,307,373.7825
4865.25,1540000,171.1214,308,4467.63,-95505.1796875,308,356.8247
2926.09,1545000,207.9007,309,3481.46,-95650.125,309,375.0048
2033.63,1550000,289.7112,310,1278.56,-94349.5234375,310,408.3148
3979.44,1555000,223.3376,311,4824.32,-93474.796875,311,406.143
4813.98,1560000,218.3808,312,4889.11,-94492.75,312,392.2386
4842.39,1565000,216.8184,313,4842.73,-95770.7109375,313,385.7044
4617.03,1570000,201.72,314,4647.47,-95892.5234375,314,384.4809
4826.28,1575000,207.2186,315,4842.41,-96480.921875,315,382.248
4670.16,1580000,207.7765,316,4984.05,-96163.7734375,316,370.931
4142.45,1585000,195.291,317,2893.39,-95194.3203125,317,371.5657
4196.55,1590000,190.0644,318,3139.92,-95791.734375,318,365.5898
3956.74,1595000,181.2628,319,3366.75,-95773.4140625,319,355.8487
4424.98,1600000,230.5342,320,4507.52,-94675.3359375,320,374.9807
4412.5,1605000,208.3212,321,4911.93,-96746.171875,321,367.5117
4633.72,1610000,199.2008,322,4472.46,-96307.6640625,322,372.8946
4841.3,1615000,206.6229,323,4665.05,-96202.1484375,323,374.1435
4810.38,1620000,228.8059,324,4606.11,-94591.1484375,324,378.99
4010.58,1625000,266.6537,325,1812.57,-95558.5859375,325,385.469
4707.79,1630000,220.6731,326,4911.49,-94323.9609375,326,370.233
4346.4,1635000,235.1669,327,4465.28,-95959.3984375,327,376.6733
4776.89,1640000,217.2335,328,4794.5,-95471.2109375,328,377.9334
4677.45,1645000,239.5677,329,4476.27,-96218.8046875,329,389.8782
4751.57,1650000,213.1897,330,4725.07,-97214.1953125,330,384.1503
4764.51,1655000,212.2853,331,4726.95,-96467.8984375,331,388.3898
4807.95,1660000,209.4034,332,4817.68,-96853.6953125,332,387.8667
4809.65,1665000,203.9487,333,4857.1,-96700.4921875,333,381.2021
4792.11,1670000,212.5224,334,4829.15,-97409.4609375,334,391.1018
4796.18,1675000,206.4107,335,4804.71,-97204.9609375,335,381.7235
4813.37,1680000,226.3411,336,4843.55,-97324.515625,336,386.7211
4597.23,1685000,230.2408,337,3786.37,-96802.40625,337,399.851
4660.28,1690000,240.9112,338,4925.39,-96339.390625,338,398.7588
4870.38,1695000,276.2429,339,4880.94,-96515.0859375,339,406.0959
3584.4,1700000,276.102,340,3796.6,-96866.7734375,340,413.3388
4675.3,1705000,269.1813,341,4692.52,-97007.4921875,341,416.419
4798.76,1710000,293.6409,342,4265.97,-97293.984375,342,414.7897
4382.71,1715000,269.0876,343,4818.72,-97590.4453125,343,420.1379
4007.16,1720000,277.3895,344,4161.47,-97501.3671875,344,414.4367
3613.65,1725000,263.6657,345,4009.8,-97097.1796875,345,437.1376
4081.46,1730000,264.4065,346,4142.97,-97481.34375,346,431.5563
3074.9,1735000,324.695,347,2649.33,-97346.109375,347,451.8372
3116.38,1740000,346.6234,348,3127.1,-97769.59375,348,442.3631
3456.53,1745000,256.1021,349,3488.47,-97508.2890625,349,431.5219
3846.79,1750000,261.6538,350,4887.14,-97508.640625,350,425.45
4195.66,1755000,253.0538,351,3704.55,-97194.9921875,351,428.6457
2793.76,1760000,627.0068,352,3077.7,-97592.578125,352,448.4916
2104.6,1765000,529.6084,353,1921.29,-97492.2734375,353,440.1984
2877.55,1770000,313.7829,354,2340.81,-97557.4453125,354,439.2374
3109.94,1775000,332.8416,355,2567.87,-97534.1875,355,436.6433
4048.07,1780000,235.4203,356,3401.89,-97300.828125,356,423.0
1834.61,1785000,290.9623,357,1556.49,-96341.171875,357,444.0
3657.59,1790000,403.0322,358,3554.97,-97315.6875,358,445.444
3689.07,1795000,286.2241,359,2672.46,-98156.625,359,446.1963
2653.79,1800000,285.945,360,3004.52,-97703.7265625,360,448.6824
4024.68,1805000,258.6395,361,3050.04,-97944.578125,361,442.6687
4033.8,1810000,215.1891,362,3676.16,-96482.1015625,362,426.5952
3396.91,1815000,252.9051,363,2641.52,-96164.546875,363,428.0593
3960.63,1820000,218.879,364,3429.97,-96791.6015625,364,406.2857
3991.99,1825000,216.6713,365,4271.04,-95884.828125,365,405.3029
3738.2,1830000,204.5962,366,4160.39,-95594.4140625,366,401.8173
3620.91,1835000,202.1245,367,3396.86,-95847.375,367,401.5081
3579.75,1840000,201.4875,368,4729.47,-95381.0,368,405.9035
3396.93,1845000,239.7897,369,4064.3,-96010.2265625,369,403.0335
3801.24,1850000,198.6355,370,3792.85,-95465.0078125,370,409.4352
3369.75,1855000,212.4976,371,3928.03,-95964.125,371,399.8829
2645.4,1860000,259.0415,372,1926.79,-94203.3515625,372,427.8312
3931.74,1865000,207.0381,373,4254.8,-96632.046875,373,398.6004
3356.06,1870000,218.715,374,3415.14,-95294.4453125,374,404.1113
3080.61,1875000,361.677,375,2808.6,-97422.515625,375,399.9176
2468.87,1880000,205.8549,376,2043.29,-94375.609375,376,402.593
4333.85,1885000,192.8412,377,4114.6,-96521.8203125,377,376.6774
3916.11,1890000,199.9429,378,4103.92,-96859.6328125,378,382.1288
2941.14,1895000,208.4747,379,2895.99,-94655.6640625,379,386.7323
3766.99,1900000,218.1332,380,4349.64,-97081.1328125,380,375.5012
674.08,1905000,309.9412,381,811.22,-92853.578125,381,433.8148
4409.31,1910000,258.99,382,4109.62,-97845.296875,382,402.9383
4567.66,1915000,244.3158,383,4390.86,-98106.96875,383,390.8078
4574.29,1920000,247.7292,384,4386.35,-97824.9765625,384,402.0823
4753.76,1925000,230.4067,385,4680.8,-97958.4140625,385,394.4259
3605.66,1930000,249.1159,386,3989.84,-94662.3125,386,397.5965
3496.03,1935000,260.9816,387,4070.89,-94421.65625,387,410.5459
4057.47,1940000,238.9505,388,4080.93,-94945.8515625,388,411.8231
4390.78,1945000,241.6071,389,4485.94,-97990.40625,389,391.7994
4329.63,1950000,264.9575,390,4609.49,-97396.21875,390,414.1704
4301.84,1955000,273.8217,391,4514.49,-98302.6015625,391,418.7156
4529.74,1960000,270.4294,392,4309.99,-98204.7109375,392,410.6551
3864.98,1965000,254.4517,393,3489.44,-97356.9453125,393,424.8186
4741.65,1970000,269.0365,394,4531.26,-98395.9921875,394,416.475
3617.37,1975000,238.8251,395,4112.0,-97052.5859375,395,422.2047
4145.56,1980000,245.2686,396,3072.9,-97614.5234375,396,427.3756
4358.79,1985000,244.2553,397,3319.97,-97037.953125,397,417.7162
3515.14,1990000,238.5001,398,3178.88,-96215.1796875,398,417.2556
4047.23,1995000,240.5075,399,4217.08,-97266.140625,399,402.3487
