Real Det Return,Running Env Steps,Running Forward KL,Real Sto Return,Reward Loss,Running Update Time,Itration,Running Reverse KL
2204.86,450000,156.8518,1857.93,-4150.3427734375,90,90,15.93
2215.9,455000,156.5523,1848.68,-4195.6396484375,91,91,15.6174
2184.72,460000,156.8251,1874.64,-4233.53125,92,92,15.7434
2194.89,465000,156.8384,1860.36,-4263.5087890625,93,93,15.7378
2107.74,470000,156.7524,1834.63,-4305.24462890625,94,94,15.4501
2152.68,475000,156.7913,1832.34,-4353.025390625,95,95,15.7179
2153.45,480000,156.7463,1814.39,-4414.91845703125,96,96,15.4182
2159.59,485000,156.6289,1829.84,-4493.26953125,97,97,15.5364
2135.72,490000,156.7406,1848.33,-4506.4326171875,98,98,15.5597
2150.3,495000,156.7829,1843.48,-4560.6181640625,99,99,15.5203
2118.79,500000,156.8535,1811.01,-4609.4130859375,100,100,15.3976
2160.59,505000,156.6142,1846.56,-4651.2255859375,101,101,15.5958
2223.05,510000,156.6163,1854.66,-4723.3603515625,102,102,15.7363
2158.71,515000,156.8029,1827.53,-4742.51708984375,103,103,15.2482
2179.21,520000,156.6533,1852.19,-4800.1044921875,104,104,15.3744
2217.3,525000,156.7717,1873.46,-4871.43798828125,105,105,15.7306
2188.72,530000,156.784,1860.19,-4928.9482421875,106,106,15.3789
2259.83,535000,156.6997,1862.14,-4990.2421875,107,107,15.8994
2180.85,540000,156.8459,1867.78,-5019.0458984375,108,108,15.5025
2191.07,545000,156.8379,1831.85,-5072.2578125,109,109,15.6167
2232.68,550000,156.6396,1860.2,-5124.951171875,110,110,15.6006
2144.35,555000,156.8932,1827.03,-5132.44140625,111,111,15.2349
2211.34,560000,156.7997,1862.97,-5210.9306640625,112,112,15.1879
2147.74,565000,156.8363,1850.52,-5254.95068359375,113,113,15.4756
2220.2,570000,156.6145,1889.13,-5331.09326171875,114,114,15.6371
2187.46,575000,156.7688,1844.6,-5385.1875,115,115,15.3473
2233.79,580000,156.6523,1888.02,-5404.11083984375,116,116,15.6991
2209.6,585000,156.7795,1872.63,-5472.6787109375,117,117,15.6563
2132.93,590000,156.822,1868.58,-5528.265625,118,118,15.3905
2188.01,595000,156.6879,1870.84,-5588.93994140625,119,119,15.4733
2149.11,600000,156.7847,1848.19,-5645.1806640625,120,120,15.302
2207.29,605000,156.8593,1875.48,-5729.310546875,121,121,15.6764
2176.33,610000,156.8508,1842.47,-5757.7080078125,122,122,15.3848
2207.2,615000,156.96,1877.05,-5806.6826171875,123,123,15.2833
2147.4,620000,156.9123,1825.7,-5842.4033203125,124,124,15.3194
2188.32,625000,156.7648,1873.19,-5902.08837890625,125,125,15.3908
2213.83,630000,156.6721,1883.82,-5968.11376953125,126,126,15.217
2157.37,635000,156.8773,1835.8,-6031.23779296875,127,127,15.5206
2149.74,640000,156.7519,1827.79,-6062.2802734375,128,128,15.2367
2262.7,645000,156.7155,1912.9,-6176.22216796875,129,129,15.7104
2192.71,650000,156.7694,1850.62,-6207.517578125,130,130,15.191
2199.88,655000,156.8202,1875.37,-6262.11572265625,131,131,15.3861
2226.06,660000,156.6495,1891.08,-6289.23046875,132,132,15.2331
2239.86,665000,156.6852,1917.08,-6364.828125,133,133,15.6482
2245.01,670000,156.7388,1878.21,-6414.896484375,134,134,15.3648
2227.21,675000,156.6969,1897.81,-6472.03369140625,135,135,15.5125
2205.13,680000,156.549,1867.24,-6529.462890625,136,136,15.2548
2250.46,685000,156.6555,1870.07,-6610.74755859375,137,137,15.0349
2177.12,690000,156.8032,1866.8,-6686.2509765625,138,138,15.5649
2272.44,695000,156.7235,1920.44,-6726.9033203125,139,139,15.5576
2209.74,700000,156.6463,1899.59,-6800.84912109375,140,140,15.3402
2223.62,705000,156.8181,1880.8,-6842.302734375,141,141,15.5356
2171.52,710000,156.7645,1849.12,-6891.8857421875,142,142,15.1797
2210.43,715000,156.7572,1883.31,-6963.6435546875,143,143,15.3399
2195.89,720000,156.8088,1879.27,-6989.529296875,144,144,15.14
2227.0,725000,156.8958,1882.78,-7073.58056640625,145,145,15.3813
2239.62,730000,156.677,1914.72,-7121.412109375,146,146,15.3709
2227.46,735000,156.7727,1911.04,-7175.9892578125,147,147,15.3152
2232.99,740000,156.5488,1900.27,-7229.111328125,148,148,15.3566
2242.07,745000,156.5095,1890.48,-7272.40625,149,149,15.4394
2241.09,750000,156.7076,1906.04,-7355.19091796875,150,150,15.4776
2260.49,755000,156.6953,1931.46,-7382.958984375,151,151,15.4179
2252.63,760000,156.6006,1917.41,-7435.5576171875,152,152,15.2933
2272.75,765000,156.6959,1904.75,-7496.4189453125,153,153,15.7288
2264.79,770000,156.5671,1926.94,-7582.4765625,154,154,15.2805
2194.27,775000,156.7169,1879.93,-7592.294921875,155,155,15.227
2244.14,780000,156.5661,1932.49,-7638.9072265625,156,156,15.2906
2273.95,785000,156.8456,1940.73,-7732.4716796875,157,157,15.5803
2243.61,790000,156.5929,1934.24,-7771.92626953125,158,158,15.42
2223.72,795000,156.6962,1888.77,-7793.64990234375,159,159,15.4123
2274.06,800000,156.7202,1916.75,-7857.72998046875,160,160,15.3529
2232.13,805000,156.493,1895.17,-7915.47314453125,161,161,15.0541
2259.97,810000,156.5492,1909.66,-7968.2265625,162,162,15.3242
2259.58,815000,156.5599,1929.45,-8051.1171875,163,163,15.4993
2276.58,820000,156.7551,1934.92,-8092.3681640625,164,164,15.3377
2272.74,825000,156.5914,1914.91,-8143.7685546875,165,165,15.1811
2198.14,830000,156.4218,1906.31,-8160.8427734375,166,166,15.0145
2266.13,835000,156.4634,1907.48,-8245.6884765625,167,167,15.2543
2238.72,840000,156.6127,1899.71,-8311.61328125,168,168,15.1082
2261.55,845000,156.6273,1941.33,-8333.5888671875,169,169,15.2704
2233.12,850000,156.7271,1912.8,-8426.4052734375,170,170,15.1263
2256.51,855000,156.8284,1916.09,-8529.3388671875,171,171,15.5013
2209.81,860000,156.6312,1911.38,-8548.9716796875,172,172,15.2883
2201.86,865000,156.7193,1907.8,-8571.3486328125,173,173,15.1364
2302.57,870000,156.4063,1954.1,-8677.826171875,174,174,15.4307
2213.75,875000,156.6174,1892.94,-8695.248046875,175,175,15.1468
2256.1,880000,156.6964,1929.41,-8754.6884765625,176,176,15.5082
2242.48,885000,156.6348,1914.27,-8789.84765625,177,177,15.2901
2194.91,890000,156.6603,1893.51,-8817.5595703125,178,178,14.9647
2203.17,895000,156.6217,1888.63,-8883.2880859375,179,179,14.9945
2207.91,900000,156.7524,1888.89,-8946.5126953125,180,180,15.1051
2250.68,905000,156.538,1938.2,-9001.001953125,181,181,15.337
2240.48,910000,156.6301,1907.54,-9035.4580078125,182,182,15.1579
2311.54,915000,156.4817,1981.49,-9117.1396484375,183,183,15.3767
2320.4,920000,156.7634,1944.1,-9193.2294921875,184,184,15.3618
2244.98,925000,156.6434,1890.05,-9147.359375,185,185,15.0156
2179.29,930000,156.6073,1877.07,-9206.681640625,186,186,14.934
2292.13,935000,156.6752,1922.49,-9284.796875,187,187,15.0919
2274.6,940000,156.5688,1942.52,-9268.7548828125,188,188,15.1952
2253.94,945000,156.6233,1930.62,-9351.416015625,189,189,15.3212
2235.77,950000,156.5498,1942.5,-9331.5048828125,190,190,15.2976
2265.02,955000,156.7001,1929.54,-9424.0224609375,191,191,15.1819
2235.29,960000,156.6958,1901.95,-9379.921875,192,192,14.933
2269.84,965000,156.7323,1922.98,-9450.8642578125,193,193,15.0044
2249.73,970000,156.5973,1922.79,-9488.0732421875,194,194,14.9972
2286.14,975000,156.5537,1930.26,-9547.615234375,195,195,15.3496
2285.97,980000,156.5121,1926.37,-9539.091796875,196,196,14.8843
2271.95,985000,156.6316,1927.64,-9570.6767578125,197,197,15.296
2305.13,990000,156.671,1944.87,-9655.33984375,198,198,15.2683
2262.86,995000,156.6001,1933.34,-9652.41015625,199,199,15.2654
2271.11,1000000,156.5861,1934.13,-9681.720703125,200,200,15.1737
2273.65,1005000,156.5696,1937.57,-9722.27734375,201,201,15.2376
2272.23,1010000,156.4838,1945.75,-9774.974609375,202,202,15.1532
2270.46,1015000,156.599,1913.38,-9774.8017578125,203,203,15.1559
2252.88,1020000,156.4727,1912.94,-9817.5185546875,204,204,15.1223
2267.78,1025000,156.4077,1930.31,-9838.83203125,205,205,15.254
2285.27,1030000,156.4885,1931.27,-9894.0205078125,206,206,15.1895
2264.47,1035000,156.4927,1946.21,-9914.4755859375,207,207,15.2548
2248.6,1040000,156.6228,1935.08,-9942.142578125,208,208,15.2343
2262.19,1045000,156.467,1931.12,-9973.28515625,209,209,15.2238
2270.84,1050000,156.5017,1918.03,-10021.5986328125,210,210,15.0289
2260.45,1055000,156.5686,1933.78,-10060.4873046875,211,211,15.2328
2264.06,1060000,156.5471,1944.73,-10103.3935546875,212,212,14.9868
2284.89,1065000,156.7198,1934.4,-10105.6796875,213,213,15.2666
2278.07,1070000,156.483,1951.7,-10161.1376953125,214,214,15.0748
2290.91,1075000,156.5012,1952.43,-10187.7841796875,215,215,15.2659
2273.6,1080000,156.6882,1944.26,-10213.578125,216,216,15.3486
2277.22,1085000,156.7112,1937.13,-10241.6318359375,217,217,15.3351
2264.76,1090000,156.5027,1941.99,-10240.3564453125,218,218,15.2354
2258.98,1095000,156.7126,1926.62,-10315.3896484375,219,219,14.9757
2284.86,1100000,156.6422,1949.97,-10332.9384765625,220,220,15.2864
2289.86,1105000,156.6728,1938.78,-10365.5791015625,221,221,15.3035
2276.47,1110000,156.6042,1934.43,-10377.80078125,222,222,15.1006
2312.8,1115000,156.6761,1974.84,-10402.2275390625,223,223,15.3229
2305.72,1120000,156.608,1950.5,-10470.48046875,224,224,15.2836
2307.74,1125000,156.5253,1941.48,-10464.88671875,225,225,15.1618
2300.0,1130000,156.4642,1941.52,-10481.177734375,226,226,15.2789
2307.81,1135000,156.4283,1959.4,-10498.5,227,227,15.3264
2304.45,1140000,156.5574,1950.42,-10529.673828125,228,228,15.159
2322.09,1145000,156.5965,1947.85,-10594.8125,229,229,15.1476
2306.47,1150000,156.6648,1947.24,-10574.8173828125,230,230,15.2431
2314.12,1155000,156.6718,1957.75,-10615.16015625,231,231,15.3242
2309.29,1160000,156.6324,1954.65,-10636.26953125,232,232,15.3294
2329.65,1165000,156.6683,1963.21,-10684.3310546875,233,233,15.361
2303.87,1170000,156.5142,1936.6,-10680.521484375,234,234,15.2229
2308.28,1175000,156.5474,1965.0,-10709.2314453125,235,235,15.247
2313.66,1180000,156.5267,1962.24,-10688.837890625,236,236,15.3929
2289.98,1185000,156.534,1939.95,-10729.8046875,237,237,15.1111
2299.38,1190000,156.6383,1934.43,-10772.0654296875,238,238,15.153
2307.77,1195000,156.496,1952.65,-10797.9990234375,239,239,15.1735
2321.15,1200000,156.5905,1958.78,-10826.0,240,240,15.3704
2327.52,1205000,156.6981,1961.2,-10863.080078125,241,241,15.3037
2319.68,1210000,156.4988,1941.74,-10874.8134765625,242,242,15.261
2307.75,1215000,156.5706,1939.18,-10876.6494140625,243,243,15.2692
2317.49,1220000,156.6011,1952.57,-10934.4345703125,244,244,15.3376
2327.68,1225000,156.7025,1954.07,-10980.5009765625,245,245,15.3188
2324.1,1230000,156.4637,1960.51,-10978.6513671875,246,246,15.3793
2296.26,1235000,156.5569,1958.08,-10982.517578125,247,247,15.2443
2315.28,1240000,156.5133,1969.29,-11055.8232421875,248,248,15.3144
2314.78,1245000,156.6609,1946.32,-11066.8681640625,249,249,15.2171
2320.59,1250000,156.6363,1958.75,-11082.9912109375,250,250,15.1682
2292.13,1255000,156.5951,1964.6,-11091.3212890625,251,251,15.1479
2314.61,1260000,156.6293,1965.6,-11150.7333984375,252,252,15.3626
2305.08,1265000,156.5404,1948.81,-11135.7880859375,253,253,15.2602
2320.25,1270000,156.4364,1959.81,-11185.197265625,254,254,15.2357
2321.98,1275000,156.5272,1947.78,-11227.044921875,255,255,15.4859
2315.01,1280000,156.5997,1950.35,-11232.23828125,256,256,15.3447
2305.77,1285000,156.4848,1956.03,-11265.7001953125,257,257,15.2539
2296.98,1290000,156.6865,1953.47,-11290.6962890625,258,258,15.3326
2327.84,1295000,156.6213,1967.28,-11308.7001953125,259,259,15.3515
2314.34,1300000,156.4054,1944.41,-11282.0849609375,260,260,15.233
2323.09,1305000,156.6018,1960.07,-11356.3427734375,261,261,15.3264
2303.62,1310000,156.6865,1931.91,-11344.3994140625,262,262,15.2678
2327.55,1315000,156.6832,1958.38,-11416.4853515625,263,263,15.2784
2313.32,1320000,156.7099,1952.24,-11427.3564453125,264,264,15.3857
2307.52,1325000,156.6101,1968.19,-11463.71484375,265,265,15.4243
2315.54,1330000,156.4792,1958.02,-11459.1796875,266,266,15.3065
2304.58,1335000,156.4292,1961.78,-11472.076171875,267,267,15.3943
2321.8,1340000,156.521,1985.21,-11517.46484375,268,268,15.2781
2315.27,1345000,156.6359,1969.46,-11536.04296875,269,269,15.3257
2322.89,1350000,156.6323,1971.62,-11566.9423828125,270,270,15.3461
2318.52,1355000,156.7248,1967.58,-11629.5126953125,271,271,15.3804
2309.38,1360000,156.733,1954.97,-11649.3896484375,272,272,15.3794
2311.67,1365000,156.6747,1967.31,-11657.6064453125,273,273,15.4795
2301.49,1370000,156.7431,1962.8,-11673.0390625,274,274,15.3841
2304.57,1375000,156.7328,1960.78,-11710.5419921875,275,275,15.423
2310.64,1380000,156.6551,1969.19,-11748.9873046875,276,276,15.4632
2310.62,1385000,156.578,1968.07,-11714.0419921875,277,277,15.4039
2298.21,1390000,156.5945,1956.6,-11737.9873046875,278,278,15.3031
2280.82,1395000,156.6758,1953.83,-11748.8154296875,279,279,15.297
2294.53,1400000,156.5346,1950.17,-11827.4150390625,280,280,15.2626
2292.78,1405000,156.8138,1966.22,-11870.8916015625,281,281,15.401
2297.48,1410000,156.7223,1956.49,-11845.6298828125,282,282,15.2723
2312.64,1415000,156.5851,1979.04,-11873.3837890625,283,283,15.2728
2330.99,1420000,156.7452,1978.9,-11922.85546875,284,284,15.4094
2317.92,1425000,156.6595,1954.85,-11985.9521484375,285,285,15.2973
2313.74,1430000,156.5551,1958.22,-11942.6591796875,286,286,15.2806
2317.67,1435000,156.4424,1957.48,-11999.3759765625,287,287,15.2871
2303.42,1440000,156.6505,1962.85,-11997.08984375,288,288,15.4597
2318.41,1445000,156.6211,1971.88,-12044.5498046875,289,289,15.4093
2316.17,1450000,156.5719,1966.21,-12050.0166015625,290,290,15.2437
2305.57,1455000,156.6205,1970.17,-12047.189453125,291,291,15.2952
2312.53,1460000,156.5589,1945.45,-12089.947265625,292,292,15.3678
2302.31,1465000,156.6697,1947.09,-12096.75,293,293,15.4701
2298.9,1470000,156.6119,1948.53,-12129.34765625,294,294,15.4582
2287.97,1475000,156.5052,1958.24,-12131.912109375,295,295,15.3072
2310.96,1480000,156.6919,1974.24,-12161.75,296,296,15.2469
2293.89,1485000,156.7147,1958.99,-12158.1552734375,297,297,15.3458
2292.66,1490000,156.6746,1955.29,-12206.2841796875,298,298,15.4043
2290.21,1495000,156.6979,1952.78,-12250.6474609375,299,299,15.3279
2310.46,1500000,156.671,1970.27,-12265.984375,300,300,15.4076
2299.76,1505000,156.6626,1948.05,-12267.5810546875,301,301,15.2897
2312.19,1510000,156.554,1977.79,-12291.5078125,302,302,15.3672
2318.73,1515000,156.6624,1964.03,-12343.03125,303,303,15.3232
2324.26,1520000,156.6849,1974.75,-12301.5400390625,304,304,15.4429
2284.07,1525000,156.6381,1958.29,-12294.99609375,305,305,15.3526
2276.86,1530000,156.7078,1963.03,-12314.2490234375,306,306,15.1428
2330.49,1535000,156.6191,1972.82,-12395.078125,307,307,15.5047
2327.21,1540000,156.7058,1968.62,-12414.701171875,308,308,15.5288
2318.93,1545000,156.828,1941.49,-12424.4482421875,309,309,15.3966
2348.35,1550000,156.7681,1986.97,-12465.4609375,310,310,15.5745
2335.74,1555000,156.6145,1968.84,-12498.25390625,311,311,15.5684
2334.28,1560000,156.6219,1975.29,-12514.1279296875,312,312,15.4341
2316.44,1565000,156.4914,1958.97,-12501.9599609375,313,313,15.4944
2338.35,1570000,156.5731,1967.43,-12550.888671875,314,314,15.3742
2331.32,1575000,156.6897,1977.86,-12555.8359375,315,315,15.3857
2326.35,1580000,156.6476,1953.16,-12584.10546875,316,316,15.3144
2337.53,1585000,156.4771,1975.46,-12652.30078125,317,317,15.3162
2317.29,1590000,156.4757,1972.45,-12626.9111328125,318,318,15.3854
2334.94,1595000,156.5994,1961.98,-12625.7509765625,319,319,15.2201
2342.78,1600000,156.6281,1952.36,-12672.3974609375,320,320,15.3546
2311.18,1605000,156.6092,1966.31,-12643.982421875,321,321,15.227
2323.49,1610000,156.7331,1967.68,-12697.8154296875,322,322,15.3728
2353.2,1615000,156.5474,1966.69,-12746.33203125,323,323,15.4679
2329.92,1620000,156.6259,1974.26,-12731.59765625,324,324,15.3036
2322.9,1625000,156.6626,1974.36,-12742.5595703125,325,325,15.393
2327.5,1630000,156.6398,1966.89,-12796.869140625,326,326,15.2184
2322.52,1635000,156.6403,1962.97,-12778.7626953125,327,327,15.3545
2347.84,1640000,156.5885,1986.3,-12809.482421875,328,328,15.4239
2316.58,1645000,156.6483,1973.78,-12809.025390625,329,329,15.3043
2340.71,1650000,156.5407,1974.25,-12850.51953125,330,330,15.1769
2326.98,1655000,156.5808,1983.13,-12836.8818359375,331,331,15.292
2317.34,1660000,156.7201,1970.64,-12870.7939453125,332,332,15.3446
2311.7,1665000,156.6777,1955.16,-12840.4990234375,333,333,15.2128
2316.21,1670000,156.7442,1936.06,-12924.978515625,334,334,15.2121
2324.7,1675000,156.5632,1979.02,-12929.0244140625,335,335,15.2897
2327.23,1680000,156.4878,1961.37,-12959.8623046875,336,336,15.2522
2317.21,1685000,156.717,1963.19,-12991.0,337,337,15.2287
2348.52,1690000,156.6372,1974.29,-13006.40625,338,338,15.2408
2325.25,1695000,156.5975,1958.57,-13008.05078125,339,339,15.3341
2306.85,1700000,156.6382,1941.82,-13017.91015625,340,340,15.3383
2335.87,1705000,156.623,1976.6,-13092.4580078125,341,341,15.3337
2311.95,1710000,156.5796,1951.57,-13065.2060546875,342,342,15.3604
2328.15,1715000,156.6038,1943.45,-13091.7734375,343,343,15.4116
2321.61,1720000,156.4863,1949.12,-13143.9921875,344,344,15.2849
2314.75,1725000,156.4397,1979.99,-13170.0029296875,345,345,15.3208
2322.97,1730000,156.5365,1974.74,-13171.80078125,346,346,15.1613
2318.96,1735000,156.6567,1965.62,-13179.7890625,347,347,15.3712
2325.28,1740000,156.3806,1974.69,-13214.5771484375,348,348,15.2175
2296.02,1745000,156.507,1981.74,-13225.0546875,349,349,15.252
2312.97,1750000,156.4876,1974.85,-13230.0078125,350,350,15.28
2335.94,1755000,156.3846,1957.18,-13211.6279296875,351,351,15.3125
2292.93,1760000,156.613,1963.72,-13256.0869140625,352,352,15.299
2301.99,1765000,156.5683,1963.48,-13309.759765625,353,353,15.3479
2328.39,1770000,156.545,1964.15,-13365.7236328125,354,354,15.3415
2296.32,1775000,156.5065,1967.12,-13366.853515625,355,355,15.2539
2323.07,1780000,156.5832,1985.8,-13354.154296875,356,356,15.3586
2326.05,1785000,156.5587,1981.74,-13421.0400390625,357,357,15.3689
2329.0,1790000,156.5616,1977.45,-13417.2568359375,358,358,15.3217
2305.22,1795000,156.6428,1968.71,-13393.0966796875,359,359,15.2159
2300.93,1800000,156.4574,1963.01,-13420.7744140625,360,360,15.2283
2328.21,1805000,156.6229,1989.72,-13525.392578125,361,361,15.4432
