Reward Loss,Real Det Return,Running Reverse KL,Real Sto Return,Itration,Running Forward KL,Running Env Steps,Running Update Time
-60586.3359375,5583.5,79.8093,4313.13,393,81.6311,1965000,393
-60196.359375,5821.07,78.3117,4966.33,394,82.5073,1970000,394
-60791.796875,5112.35,85.5166,5060.24,395,85.4808,1975000,395
-61348.7265625,5665.93,83.0292,5180.49,396,85.2071,1980000,396
-57603.3203125,5735.5,71.5955,4752.63,397,75.7341,1985000,397
-61677.32421875,5439.16,84.2808,5394.32,398,84.4018,1990000,398
-61233.28515625,5747.95,90.4875,5476.78,399,85.6448,1995000,399
-59130.6328125,5253.85,79.1489,4691.48,400,75.4787,2000000,400
-62369.52734375,5493.1,85.8519,5524.68,401,86.973,2005000,401
-62254.75390625,5780.13,80.3493,4842.45,402,85.3485,2010000,402
-61764.3515625,5703.7,82.4544,5518.13,403,84.0035,2015000,403
-61928.94921875,5942.95,82.1347,4813.73,404,85.9739,2020000,404
-62347.00390625,5265.0,86.1848,5265.2,405,84.7753,2025000,405
-62712.01953125,5598.37,85.5647,5074.31,406,86.1855,2030000,406
-59371.4140625,5012.03,77.3549,4988.5,407,76.7747,2035000,407
-63694.78515625,5810.56,85.1986,5019.13,408,87.364,2040000,408
-57793.4375,5320.38,72.307,4455.48,409,74.6612,2045000,409
-63645.15625,5590.21,85.0408,5402.4,410,87.9221,2050000,410
-63352.62109375,5630.74,84.0202,4787.28,411,86.0818,2055000,411
-62835.34375,5598.89,82.0231,4785.07,412,82.3848,2060000,412
-63575.21484375,5428.36,77.0777,4945.65,413,82.6282,2065000,413
-62968.9609375,5605.39,85.9899,4865.19,414,85.4324,2070000,414
-63219.3046875,5102.46,77.4273,4867.08,415,84.2958,2075000,415
-59438.953125,5366.64,68.8545,4147.47,416,74.9931,2080000,416
-59592.89453125,5918.08,73.8704,5221.35,417,74.2784,2085000,417
-63902.1875,5691.05,79.6967,4550.42,418,85.8072,2090000,418
-64537.0234375,5909.77,83.9268,5203.01,419,85.116,2095000,419
-64552.51171875,5348.28,79.3813,4737.72,420,82.8069,2100000,420
-60554.3984375,5672.12,71.4176,4709.89,421,75.1898,2105000,421
-62156.9453125,5755.75,69.4531,4519.46,422,76.9553,2110000,422
-63184.578125,5732.34,73.0684,4597.86,423,77.631,2115000,423
-64627.68359375,5097.21,79.623,4654.55,424,82.8545,2120000,424
-64438.9921875,5515.19,79.5731,5213.94,425,84.8708,2125000,425
-65066.15625,5909.69,80.4449,4155.89,426,85.8302,2130000,426
-65822.9140625,5374.37,81.8513,4594.36,427,85.6582,2135000,427
-65243.234375,4689.05,80.8297,4606.42,428,85.3898,2140000,428
-62286.05859375,5661.49,71.7874,5288.88,429,76.6306,2145000,429
-65574.328125,5365.94,78.6469,5070.61,430,82.7426,2150000,430
-61477.5625,5435.79,71.0771,4844.79,431,74.9799,2155000,431
-66192.140625,5990.9,78.3022,5189.09,432,83.0493,2160000,432
-66306.59375,5163.02,77.9235,4604.48,433,83.5838,2165000,433
-67019.1328125,5135.14,82.7994,4388.22,434,86.603,2170000,434
-66993.78125,6049.3,83.134,5174.11,435,85.5536,2175000,435
-66191.8984375,5504.17,80.6144,4660.32,436,83.9821,2180000,436
-68071.1171875,5933.58,88.6843,5044.97,437,87.4861,2185000,437
-67349.390625,5710.94,83.0126,5293.4,438,84.6818,2190000,438
-63164.01953125,5088.75,73.6364,4880.62,439,74.9022,2195000,439
-56641.51171875,5156.78,62.4583,4229.93,440,72.289,2200000,440
-68042.9375,5753.19,89.7239,4865.15,441,87.3305,2205000,441
-66853.2578125,5581.04,84.5238,4052.32,442,84.6249,2210000,442
-67681.484375,5527.61,84.0269,5562.95,443,85.4047,2215000,443
-57656.26953125,4675.54,65.1687,3399.5,444,76.1608,2220000,444
-68685.21875,4566.37,80.9486,4446.63,445,86.9632,2225000,445
-60300.26171875,5538.42,64.7646,4991.11,446,72.5855,2230000,446
-61922.92578125,5513.78,67.649,5080.5,447,74.8053,2235000,447
-67678.109375,5355.33,78.3446,5030.23,448,82.2923,2240000,448
-65414.97265625,5703.23,78.0631,5311.36,449,78.7566,2245000,449
-68084.609375,5670.53,82.5711,4768.32,450,85.1506,2250000,450
-68715.3515625,5341.7,81.5951,4926.03,451,87.5207,2255000,451
-65527.19140625,5669.01,79.028,5103.28,452,79.8088,2260000,452
-65863.171875,5144.61,76.4074,4448.88,453,78.0879,2265000,453
-68437.3828125,5135.13,81.4492,4635.38,454,83.073,2270000,454
-68360.734375,5495.63,80.952,4797.05,455,86.6513,2275000,455
-69382.9609375,4788.85,83.883,4509.19,456,86.588,2280000,456
-65309.85546875,5836.26,73.5612,4964.73,457,77.4158,2285000,457
-68448.4140625,5117.18,83.6588,4910.31,458,83.2694,2290000,458
-68857.1015625,5453.53,80.8927,4737.08,459,85.0119,2295000,459
-55214.046875,5584.97,59.3765,4551.91,460,72.2472,2300000,460
-68589.9375,5841.78,82.6652,5498.41,461,85.0019,2305000,461
-70041.1875,5677.68,88.7793,4528.84,462,86.3733,2310000,462
-69500.3125,5325.15,89.7771,4822.81,463,87.0826,2315000,463
-70107.1484375,5734.12,85.1527,4816.21,464,86.45,2320000,464
-69306.3203125,5291.53,81.7647,5080.75,465,84.1897,2325000,465
-70145.609375,4806.49,83.0837,4763.48,466,83.4889,2330000,466
-70087.0234375,5631.09,80.4112,4780.04,467,85.9119,2335000,467
-70192.3203125,5888.07,84.0207,5344.54,468,83.4092,2340000,468
-67239.2578125,5310.92,75.6566,4747.5,469,79.4061,2345000,469
-69597.015625,4991.21,79.9544,5156.76,470,81.0959,2350000,470
-68570.453125,4769.1,80.8454,5275.86,471,81.3584,2355000,471
-67072.875,5001.36,76.7222,5607.96,472,82.0203,2360000,472
-70809.4140625,5642.94,81.0888,5136.06,473,84.4231,2365000,473
-69846.5859375,5624.88,77.3458,4339.65,474,80.8037,2370000,474
-67809.4765625,5899.91,74.7843,5044.68,475,80.2256,2375000,475
-70552.6328125,5795.87,78.9055,5263.21,476,82.2901,2380000,476
-71718.9140625,5505.34,78.9411,5458.33,477,85.4257,2385000,477
-70471.5703125,6044.35,81.3006,4782.19,478,81.0302,2390000,478
-71473.7421875,5873.1,83.2085,4112.07,479,83.9106,2395000,479
-71061.2890625,4991.42,80.1203,4650.89,480,83.0057,2400000,480
-72291.9375,5379.1,85.5172,4994.35,481,85.9676,2405000,481
-70942.1796875,5936.27,82.5717,5607.4,482,84.5437,2410000,482
-72795.78125,5478.95,85.2725,5613.22,483,87.8419,2415000,483
-71746.171875,5889.27,79.542,5116.89,484,83.7237,2420000,484
-67900.265625,6027.46,74.5599,5049.6,485,77.4731,2425000,485
-72529.578125,5807.16,86.9855,5237.74,486,88.3236,2430000,486
-66857.4765625,5437.75,72.5721,4652.37,487,76.6889,2435000,487
-72473.3125,5723.88,86.4996,5699.4,488,84.7899,2440000,488
-72310.6640625,5916.02,83.3051,5084.66,489,88.1207,2445000,489
-73066.7265625,5493.21,78.8191,5029.31,490,85.1701,2450000,490
-72698.953125,6063.63,82.8186,5495.48,491,86.5123,2455000,491
-72210.3125,5122.99,81.788,5104.16,492,83.8002,2460000,492
-72589.703125,5263.27,86.0078,4683.66,493,87.0821,2465000,493
-73469.9140625,5796.97,89.6559,4915.82,494,86.9034,2470000,494
-72800.125,5927.94,87.7707,5626.09,495,85.4323,2475000,495
-72729.7890625,5997.81,83.1889,5445.41,496,84.1701,2480000,496
-73540.578125,5716.52,84.9416,5704.6,497,86.1486,2485000,497
-69298.703125,5481.85,75.7162,5753.23,498,78.4083,2490000,498
-71503.734375,5918.11,86.2346,5543.15,499,82.934,2495000,499
-73799.6484375,5275.25,83.3939,4730.54,500,84.7716,2500000,500
-73557.1328125,5531.75,88.0732,5300.04,501,85.5736,2505000,501
-74376.9921875,5948.48,86.2924,5064.04,502,86.6202,2510000,502
-74500.4765625,5616.46,87.3604,5694.86,503,87.3584,2515000,503
-73963.8984375,5543.79,87.5455,5255.96,504,87.7892,2520000,504
-73312.984375,5963.94,83.4559,5338.9,505,85.7279,2525000,505
-74379.140625,6005.44,81.9423,5532.9,506,84.9801,2530000,506
-74485.8828125,6011.57,84.197,4996.91,507,88.1084,2535000,507
-74287.765625,5838.84,81.6713,5237.26,508,86.6549,2540000,508
-74936.796875,5700.35,86.8388,5305.85,509,88.3482,2545000,509
-73320.7890625,5617.22,79.1359,4053.08,510,83.8229,2550000,510
-74466.09375,5701.05,88.5367,5731.46,511,86.409,2555000,511
-70939.1328125,5831.37,75.9915,5257.31,512,81.0906,2560000,512
-74241.8984375,5508.99,92.3912,4483.11,513,88.1523,2565000,513
-70295.7265625,5200.04,78.0955,4973.71,514,78.4991,2570000,514
-75264.796875,5595.22,90.1244,4729.02,515,88.4181,2575000,515
-75000.6875,6020.62,82.5299,5640.32,516,84.9877,2580000,516
-74957.3203125,6023.38,86.2444,5327.55,517,88.2019,2585000,517
-65321.8046875,5996.81,67.7082,5008.63,518,75.1157,2590000,518
-74612.7421875,6011.56,84.9251,5557.78,519,83.2782,2595000,519
-74902.53125,5939.7,85.6603,5048.15,520,84.3753,2600000,520
-73877.0859375,5711.17,87.903,5564.8,521,84.7504,2605000,521
-74623.8125,5837.01,84.9031,4997.83,522,83.6035,2610000,522
-74761.0234375,5723.5,90.3693,5371.79,523,83.063,2615000,523
-73409.4453125,5943.81,83.4307,4815.01,524,80.3168,2620000,524
-73953.25,5703.6,80.9823,5002.39,525,82.8827,2625000,525
-74566.640625,5871.84,86.5774,4873.89,526,83.8814,2630000,526
-72350.7265625,5586.19,81.8688,5315.16,527,80.1483,2635000,527
-75579.5703125,5471.57,79.3175,4962.49,528,83.4231,2640000,528
-75521.515625,5717.66,85.5594,4600.91,529,87.9309,2645000,529
-64619.359375,5990.91,65.5837,5070.11,530,73.321,2650000,530
-75397.7578125,5055.94,79.2425,5375.9,531,83.2441,2655000,531
-75185.296875,5253.49,81.6287,5263.38,532,81.8997,2660000,532
-76514.3046875,5789.03,81.6963,5660.16,533,83.2718,2665000,533
-75323.8515625,5932.97,78.0097,4642.51,534,81.1366,2670000,534
-73725.171875,5911.38,77.5394,4684.78,535,79.7577,2675000,535
-74235.3046875,5988.58,78.9425,5520.72,536,79.9266,2680000,536
-75564.71875,5976.43,83.2302,5137.52,537,83.4048,2685000,537
-73505.4765625,5892.31,75.2231,5056.94,538,78.0005,2690000,538
-75286.2734375,6137.8,74.0462,5463.88,539,81.7782,2695000,539
-73595.9921875,5728.85,73.1266,5248.5,540,79.0184,2700000,540
-76816.0234375,5809.21,83.1782,5609.88,541,83.8383,2705000,541
-67258.703125,5973.47,65.2319,5065.19,542,74.9586,2710000,542
-77806.71875,6052.23,86.4651,4880.48,543,87.1948,2715000,543
-76839.7421875,6079.87,75.6517,4716.71,544,83.4592,2720000,544
-77454.921875,5769.32,83.287,5143.93,545,85.6029,2725000,545
-76678.75,6066.93,85.3875,5463.74,546,85.3046,2730000,546
-73417.6796875,5819.27,72.7674,5049.55,547,76.771,2735000,547
-77343.9375,6123.23,83.8802,4872.38,548,84.8657,2740000,548
-77251.3125,5940.68,85.9985,4982.41,549,86.2752,2745000,549
-75731.3671875,5283.15,77.6793,4947.13,550,79.1007,2750000,550
-77492.8203125,5576.47,84.509,5599.81,551,83.5358,2755000,551
-78297.0625,5498.45,88.2604,5311.66,552,86.7935,2760000,552
-77713.984375,5762.0,82.7884,5421.28,553,85.495,2765000,553
-77058.65625,6044.77,78.3262,5131.77,554,82.9851,2770000,554
-78108.0390625,6101.19,84.1215,5671.04,555,86.5603,2775000,555
-71921.78125,5595.0,74.7722,5376.86,556,76.8698,2780000,556
-78385.203125,5338.83,86.3801,5556.15,557,86.0765,2785000,557
-76574.0546875,5706.32,85.4628,4795.3,558,85.0027,2790000,558
-78049.5546875,5623.26,85.8083,5395.28,559,87.5557,2795000,559
-72273.171875,5656.38,76.9463,4691.89,560,77.3284,2800000,560
-77498.046875,6104.35,83.1858,5726.65,561,83.6161,2805000,561
-72842.15625,5428.54,78.0238,5604.36,562,81.5956,2810000,562
-77978.6484375,5793.07,84.1059,4710.69,563,86.8989,2815000,563
-78251.546875,5942.96,84.3615,5024.01,564,84.7808,2820000,564
-77667.4453125,5400.24,81.0953,5064.77,565,86.1733,2825000,565
-78684.890625,5659.11,86.0464,4952.58,566,84.7768,2830000,566
-66325.6953125,5390.52,70.2308,5387.27,567,77.1189,2835000,567
-72383.796875,5924.76,76.5218,5334.72,568,78.7708,2840000,568
-77769.28125,4779.89,85.6248,4556.96,569,85.8173,2845000,569
-77889.5703125,5912.36,88.1691,5168.57,570,86.9173,2850000,570
-78709.8203125,5444.11,87.1297,5128.83,571,86.5696,2855000,571
-75847.796875,5786.39,86.3851,5660.33,572,86.6883,2860000,572
-79359.3671875,5642.68,88.9544,4605.37,573,87.0285,2865000,573
-79493.0390625,5661.47,89.8865,5005.47,574,89.2023,2870000,574
-78861.9765625,5414.93,84.3038,4835.92,575,86.6906,2875000,575
-76945.0390625,5856.64,78.7261,5381.04,576,82.4598,2880000,576
-75917.6015625,5760.11,84.1612,5710.37,577,82.9305,2885000,577
-78668.6640625,5947.82,85.0863,5144.04,578,87.0691,2890000,578
-78964.8984375,5679.26,86.9606,5542.94,579,86.1526,2895000,579
-78427.296875,5731.37,83.6212,5106.72,580,85.8799,2900000,580
-77026.53125,5384.66,81.8253,4537.97,581,84.2405,2905000,581
-73549.734375,5586.41,78.2304,5450.94,582,78.3536,2910000,582
-76172.1875,5444.03,78.7716,5078.98,583,81.064,2915000,583
-77113.890625,5502.08,80.8895,4622.11,584,83.6673,2920000,584
-75841.6015625,5741.22,76.8047,5411.82,585,80.0601,2925000,585
-75049.6640625,5576.98,79.134,4838.37,586,79.392,2930000,586
-75610.9921875,5705.26,78.6689,4683.75,587,80.0967,2935000,587
-75667.8046875,5419.07,75.8974,4590.36,588,78.9089,2940000,588
-79433.1484375,5775.14,81.6042,5220.42,589,83.1986,2945000,589
-78829.1015625,5703.09,81.0606,4495.45,590,83.4071,2950000,590
-75111.2421875,5707.85,75.6791,5076.68,591,79.2043,2955000,591
-74289.0546875,5643.48,80.8041,5014.1,592,80.3771,2960000,592
-78327.4296875,5998.5,79.7223,5155.47,593,81.5503,2965000,593
-79324.453125,5302.75,84.1533,5045.44,594,84.9909,2970000,594
-78976.203125,5913.36,82.1474,4888.27,595,83.2835,2975000,595
-77188.0625,5846.26,78.6218,5075.47,596,81.1617,2980000,596
-80517.5078125,5777.71,85.2507,5621.07,597,85.1757,2985000,597
-80843.9765625,5362.18,90.2365,5487.28,598,86.491,2990000,598
-80077.8984375,5926.36,85.8516,5033.72,599,85.7317,2995000,599
