Real Det Return,Running Update Time,Reward Loss,Real Sto Return,Running Env Steps,Running Forward KL,Running Reverse KL,Itration
3320.35,58,-162.0303192138672,3298.09,290000,18.7395,12.7642,58
3366.21,59,-159.32568359375,3312.03,295000,18.6893,12.4714,59
3244.7,60,-357.4977111816406,3099.63,300000,19.0123,13.897,60
3367.64,61,-163.6990966796875,3237.52,305000,18.2428,11.9198,61
3369.21,62,-187.38040161132812,3259.17,310000,18.7549,12.636,62
3339.95,63,-191.485595703125,3099.66,315000,18.4664,11.8954,63
3330.97,64,-210.3741455078125,3058.05,320000,18.3415,12.0438,64
3326.06,65,-208.62652587890625,3220.19,325000,18.6004,12.4393,65
3404.89,66,-700.39208984375,2382.02,330000,20.4918,18.4154,66
3353.69,67,-221.00364685058594,3317.38,335000,18.3741,11.9194,67
3404.08,68,-467.4112548828125,2625.64,340000,18.5199,14.7641,68
3327.33,69,-426.87762451171875,2932.56,345000,18.627,13.8408,69
3347.07,70,-237.3542022705078,3210.61,350000,18.3182,12.4015,70
3362.89,71,-252.8843231201172,3143.03,355000,18.0412,12.1228,71
3372.97,72,-337.0860595703125,3037.7,360000,18.5565,13.8846,72
3386.37,73,-776.7105712890625,2265.48,365000,19.4705,18.1992,73
3362.0,74,-327.20855712890625,3337.17,370000,17.9785,12.2453,74
3468.69,75,-279.23065185546875,3322.34,375000,19.0671,13.0309,75
3399.66,76,-268.5382995605469,3242.75,380000,17.7508,12.203,76
3430.68,77,-436.3091125488281,3119.94,385000,18.5157,13.1536,77
3414.07,78,-284.6619873046875,3261.71,390000,17.6207,12.3952,78
3411.32,79,-360.318603515625,3018.04,395000,17.4208,12.2109,79
3432.61,80,-358.9577331542969,3261.09,400000,17.5789,12.2116,80
3399.54,81,-374.5591125488281,3042.58,405000,18.2661,12.8797,81
3388.54,82,-375.8403015136719,3322.71,410000,17.6836,11.4023,82
3426.94,83,-367.3177490234375,3275.2,415000,17.753,11.8546,83
3373.27,84,-379.05419921875,3263.64,420000,18.4328,12.3912,84
3329.57,85,-515.3619384765625,3046.24,425000,18.7956,13.1011,85
2883.06,86,-571.7212524414062,2415.28,430000,21.5486,13.8712,86
2851.0,87,-440.4956970214844,2588.87,435000,20.7632,12.9525,87
1527.17,88,-972.4569702148438,1849.06,440000,22.3606,14.6964,88
3243.28,89,-385.3074035644531,3011.84,445000,19.6455,12.6966,89
1012.46,90,-1251.1448974609375,1008.1,450000,35.8276,25.2104,90
1309.34,91,-677.6669921875,1520.82,455000,24.956,14.7454,91
778.92,92,-931.4376831054688,1336.16,460000,22.7871,17.6264,92
3196.57,93,-394.41986083984375,3215.71,465000,18.8871,13.4804,93
3333.84,94,-368.1015930175781,3286.23,470000,18.5547,12.7366,94
3369.37,95,-421.8867492675781,3338.35,475000,17.7737,11.4948,95
3323.16,96,-409.44805908203125,3334.45,480000,19.0651,13.2768,96
3402.42,97,-495.1189270019531,2745.42,485000,18.6058,12.6145,97
3404.98,98,-1013.2985229492188,2624.17,490000,19.2248,16.041,98
3349.98,99,-414.391357421875,3178.53,495000,18.4023,12.5313,99
3382.92,100,-487.7908935546875,2990.6,500000,18.7358,12.7093,100
3390.79,101,-407.2962646484375,3326.71,505000,18.2127,12.7303,101
3392.79,102,-381.9026184082031,3371.08,510000,17.7912,12.608,102
3360.71,103,-414.4997863769531,3215.39,515000,18.0652,12.3125,103
3399.79,104,-343.34796142578125,3265.68,520000,17.7519,11.3926,104
3381.47,105,-378.2885437011719,3315.82,525000,18.4397,12.3664,105
3387.98,106,-400.8150939941406,3195.95,530000,17.0243,11.1107,106
3359.8,107,-629.0056762695312,3263.44,535000,18.4952,13.1209,107
3396.46,108,-419.02337646484375,3135.54,540000,17.9853,11.861,108
3401.34,109,-765.9705810546875,3028.28,545000,18.5817,13.5865,109
3408.58,110,-658.7401123046875,3316.57,550000,18.5905,12.8053,110
3386.38,111,-1145.2418212890625,1951.2,555000,20.1222,19.6862,111
2198.29,112,-1199.3389892578125,1626.69,560000,19.6594,14.791,112
3372.08,113,-465.20855712890625,3259.32,565000,17.0459,11.6048,113
3363.13,114,-532.2361450195312,2904.8,570000,18.3456,12.2546,114
3342.03,115,-520.0608520507812,3334.07,575000,17.7557,11.8798,115
3376.51,116,-793.53662109375,2968.23,580000,18.8442,12.9469,116
3421.75,117,-686.3276977539062,2835.15,585000,17.7532,12.875,117
3372.08,118,-554.4371337890625,3358.56,590000,17.8233,11.657,118
3373.66,119,-556.286865234375,3260.33,595000,18.1965,12.0141,119
3399.04,120,-512.4521484375,3379.79,600000,17.3361,11.7861,120
3373.31,121,-737.9624633789062,2941.1,605000,18.1642,12.1692,121
3344.18,122,-417.9367980957031,3321.72,610000,17.3792,10.3566,122
3397.31,123,-747.0916137695312,2932.21,615000,18.3887,11.8449,123
3422.2,124,-502.9353332519531,3298.57,620000,17.5016,11.0842,124
3398.86,125,-557.103271484375,3388.5,625000,17.8667,12.0201,125
3400.47,126,-549.585693359375,3259.16,630000,17.9793,11.7652,126
3375.15,127,-546.181884765625,3031.66,635000,18.2016,11.8591,127
3399.46,128,-569.576904296875,3346.94,640000,18.4193,12.125,128
3350.75,129,-747.5515747070312,2824.77,645000,18.0989,10.9697,129
3412.07,130,-618.8167724609375,3047.52,650000,17.6602,11.2425,130
3390.91,131,-582.5992431640625,3288.21,655000,17.9738,12.2287,131
3366.85,132,-556.9973754882812,3348.18,660000,17.7286,11.6923,132
3411.81,133,-548.7103881835938,3391.15,665000,17.726,12.1232,133
3401.49,134,-551.6280517578125,3275.58,670000,17.4958,11.6778,134
3378.84,135,-540.0521850585938,3254.27,675000,17.6165,11.6272,135
3411.12,136,-690.0958862304688,2829.02,680000,18.2323,11.8574,136
3446.26,137,-543.3778076171875,3358.57,685000,17.7092,11.8143,137
3441.93,138,-905.7684936523438,2353.68,690000,18.8105,11.6613,138
3397.84,139,-604.435546875,3380.47,695000,17.1302,11.3192,139
3402.99,140,-667.133544921875,3294.0,700000,17.2372,12.123,140
3371.55,141,-769.71826171875,2912.9,705000,19.2375,11.1353,141
3389.52,142,-598.1461181640625,3369.04,710000,16.9552,11.1751,142
3380.43,143,-628.5135498046875,3355.61,715000,17.4276,11.2558,143
3339.04,144,-709.5890502929688,3155.88,720000,17.6452,11.1536,144
3404.01,145,-603.6364135742188,3217.07,725000,17.1103,11.436,145
3394.17,146,-647.4794921875,3321.66,730000,17.9508,11.7968,146
3393.07,147,-639.318115234375,3092.37,735000,17.7784,11.8915,147
3392.54,148,-754.1635131835938,3324.1,740000,17.1975,11.7992,148
3383.54,149,-614.5022583007812,3322.71,745000,17.8274,11.5709,149
3402.61,150,-631.2462158203125,3369.81,750000,16.9869,11.547,150
3409.86,151,-726.1307373046875,3369.06,755000,17.3577,12.1765,151
3445.75,152,-677.498046875,3263.47,760000,17.29,11.9522,152
3430.25,153,-767.2039794921875,3394.63,765000,18.3479,12.8608,153
3407.1,154,-818.6819458007812,3327.23,770000,18.3582,12.1824,154
3426.8,155,-784.9613647460938,3296.81,775000,18.0616,11.7787,155
3389.4,156,-687.3721313476562,3364.56,780000,17.6652,11.4452,156
3434.48,157,-676.5929565429688,3297.36,785000,17.5988,11.8922,157
3442.32,158,-845.3395385742188,3143.48,790000,19.4918,12.2199,158
3428.45,159,-729.458251953125,3328.9,795000,17.4684,11.8115,159
3397.88,160,-994.0131225585938,2646.01,800000,18.5628,11.3718,160
3435.5,161,-823.4047241210938,3393.28,805000,17.6095,12.1637,161
3430.26,162,-785.09619140625,3402.66,810000,17.3256,11.3605,162
3436.49,163,-992.1363525390625,2709.86,815000,18.2406,11.2336,163
3458.39,164,-747.6403198242188,3428.17,820000,17.3402,11.7647,164
3427.34,165,-815.005859375,3374.27,825000,17.022,11.7062,165
3457.13,166,-917.2371826171875,3432.6,830000,17.4441,12.4814,166
3433.83,167,-920.7659301757812,3122.8,835000,19.3998,11.4993,167
3445.61,168,-836.2142333984375,3302.63,840000,17.7383,11.7776,168
3414.02,169,-844.3263549804688,2973.18,845000,18.2168,11.1256,169
3416.73,170,-842.4893798828125,3029.52,850000,18.4565,12.0324,170
3455.11,171,-945.5639038085938,3404.94,855000,18.4879,13.7621,171
3443.2,172,-949.83935546875,3324.65,860000,17.6162,12.6359,172
1012.25,173,-1383.0760498046875,2395.39,865000,19.6161,21.68,173
1010.3,174,-1850.639892578125,1012.34,870000,37.3462,32.6935,174
992.62,175,-1651.4300537109375,1233.57,875000,22.734,28.1784,175
997.76,176,-1817.4598388671875,990.47,880000,38.3677,26.5878,176
3156.99,177,-976.5208740234375,3193.65,885000,18.4895,12.4131,177
3261.38,178,-1058.5882568359375,2915.05,890000,19.0751,14.6909,178
992.36,179,-2039.5140380859375,992.12,895000,37.5996,37.153,179
1020.21,180,-2107.743896484375,1012.9,900000,39.9344,36.6142,180
3450.73,181,-884.2083740234375,3413.4,905000,17.8282,13.2178,181
3430.58,182,-930.789306640625,3411.29,910000,18.3737,12.8178,182
3479.71,183,-921.799560546875,3335.46,915000,19.0372,13.2539,183
3478.98,184,-1001.252685546875,3378.06,920000,18.8252,12.4587,184
3457.82,185,-1010.8357543945312,3325.24,925000,18.1807,12.7927,185
3490.77,186,-882.1893920898438,3334.26,930000,17.9131,12.2368,186
3477.82,187,-1054.2904052734375,3113.24,935000,18.661,11.5042,187
3437.11,188,-889.181396484375,3151.05,940000,17.9596,11.405,188
3409.31,189,-858.6842651367188,3297.59,945000,17.114,11.1149,189
3437.7,190,-1142.7574462890625,3142.9,950000,17.7451,11.7473,190
3354.0,191,-1058.72900390625,3309.45,955000,18.1579,12.3489,191
3403.07,192,-947.9317626953125,3267.53,960000,17.9559,12.218,192
3445.1,193,-938.5507202148438,3014.41,965000,17.8052,11.4415,193
3422.08,194,-892.672607421875,3330.03,970000,17.2699,12.0346,194
3405.18,195,-934.7864990234375,3379.0,975000,17.6023,12.5622,195
3426.23,196,-997.9788818359375,3411.43,980000,17.4777,12.1183,196
3431.29,197,-980.3697509765625,3289.02,985000,17.0962,12.1508,197
3422.67,198,-1015.9143676757812,2737.5,990000,17.978,13.2795,198
3434.92,199,-1013.6546020507812,2919.8,995000,19.4558,14.0615,199
