Running Forward KL,Real Sto Return,Itration,Running Reverse KL,Real Det Return
43.1176,3680.53,51,16.5847,3702.53
42.2762,3849.71,52,15.6505,3827.69
43.1944,3621.39,53,16.3068,3308.61
42.2727,3815.14,54,15.9801,3711.64
43.4374,3616.24,55,17.7167,3577.76
43.0867,3636.62,56,16.431,3647.89
43.2204,3603.38,57,16.6389,3614.93
43.1168,3698.51,58,16.5688,3697.45
43.6079,3627.72,59,17.0599,3503.96
43.3107,3596.14,60,16.2556,3505.02
42.661,3744.53,61,17.3975,3748.36
42.9063,3684.85,62,16.6979,3601.94
43.0869,3652.14,63,15.6995,3628.88
43.1166,3597.67,64,16.4835,3524.0
42.4646,3776.74,65,16.6247,3752.35
42.8763,3729.03,66,16.6087,3748.83
42.4877,3824.95,67,15.6482,3825.11
42.6423,3753.0,68,17.0498,3769.5
43.0742,3671.95,69,16.5682,3635.28
43.0596,3710.1,70,16.6606,3711.27
41.925,3786.06,71,15.7096,3734.29
42.3974,3809.71,72,15.8462,3747.93
42.7768,3827.92,73,16.4187,3871.87
41.6987,3897.56,74,15.2749,3906.09
42.316,3860.06,75,16.38,3884.22
42.0134,3891.18,76,16.892,3874.3
41.9275,3893.93,77,16.2579,3904.71
42.0001,3735.3,78,16.0797,3773.41
42.0071,3911.94,79,16.3097,3917.76
42.242,3831.75,80,15.7388,3817.17
42.4826,3918.62,81,17.2059,3899.63
42.1682,3833.74,82,16.364,3818.94
41.9045,3850.66,83,16.3823,3877.46
42.0052,3918.46,84,17.7888,3981.15
41.446,3894.28,85,16.4011,3899.91
41.374,3930.19,86,16.7315,3953.61
41.2744,3975.64,87,16.572,4030.91
41.216,4017.58,88,15.8374,4024.0
40.6684,3994.67,89,15.5119,4008.71
41.1441,3965.92,90,15.563,3947.42
41.1136,3965.63,91,15.066,3984.26
40.7172,4029.52,92,15.4562,4077.64
40.9794,4026.56,93,16.1872,4111.74
40.6186,4068.65,94,14.9378,4095.83
40.7499,3966.39,95,15.6123,4144.31
40.7297,4039.92,96,16.1578,4077.73
40.7754,4103.82,97,15.1849,4133.58
40.7787,4004.38,98,15.3697,3968.88
40.7529,4046.73,99,16.045,4099.36
40.9657,4100.88,100,15.7127,4181.1
40.6492,4144.04,101,16.3405,4194.66
40.6331,4091.79,102,15.259,4184.75
40.5872,4065.57,103,16.2466,4094.07
40.3283,4109.47,104,15.7101,4099.72
40.3859,4178.92,105,15.7868,4252.07
40.5757,4146.81,106,14.574,4193.05
40.4609,4222.6,107,15.9583,4243.39
40.2098,4154.78,108,15.1885,4250.1
40.9695,4082.6,109,15.3837,4181.99
40.3945,4169.07,110,15.7832,4204.59
40.494,4105.53,111,15.1948,4129.63
40.377,4263.11,112,16.0163,4278.86
40.8914,4263.49,113,15.9951,4198.71
40.1521,4223.94,114,15.1775,4230.86
39.9982,4188.45,115,15.4115,4187.08
40.4877,4114.68,116,14.1657,4304.12
39.4626,4238.77,117,14.53,4442.46
40.0995,4207.69,118,15.0623,4271.06
40.4944,4304.17,119,14.8358,4327.59
40.0161,4286.81,120,14.6784,4320.24
40.4157,4273.02,121,15.7727,4291.01
40.1193,4261.22,122,15.4623,4249.17
40.3304,4243.15,123,15.8317,4274.66
39.8912,4252.81,124,15.1712,4299.65
40.4075,4320.35,125,15.95,4380.29
39.9743,4247.87,126,14.8282,4301.98
39.7329,4347.68,127,15.5773,4390.71
39.6115,4390.02,128,15.3553,4464.32
40.7921,4262.57,129,15.2638,4270.19
39.604,4315.98,130,15.1666,4387.02
40.2541,4272.78,131,15.0495,4239.05
39.7743,4316.91,132,15.5898,4322.15
39.9763,4146.43,133,16.0685,4391.71
39.9218,4447.76,134,16.2995,4442.28
38.8846,4451.79,135,15.1924,4533.2
39.1892,4355.51,136,15.5498,4396.87
39.394,4277.37,137,15.3235,4521.7
40.1056,4368.15,138,15.9628,4394.77
39.6706,4280.69,139,15.1001,4071.19
39.6815,4367.4,140,15.1506,4432.23
39.207,4446.06,141,14.7957,4425.91
38.9894,4418.02,142,14.4453,4458.14
39.0084,4441.67,143,15.1772,4508.02
39.3257,4464.06,144,15.0832,4456.83
38.9569,4501.96,145,14.8192,4560.91
39.6033,4419.27,146,16.337,4468.41
38.8714,4522.08,147,15.0117,4490.21
39.229,4496.53,148,14.6587,4508.77
38.35,4478.07,149,14.5804,4572.45
39.9414,4290.14,150,15.1021,4290.21
38.8764,4501.56,151,15.6169,4563.59
38.9,4479.13,152,14.1931,4560.01
38.8,4438.86,153,13.8906,4510.64
38.8103,4455.23,154,14.8263,4398.74
38.5715,4556.11,155,15.2413,4642.99
39.0972,4481.6,156,15.1011,4571.22
38.0476,4514.68,157,14.9107,4542.76
37.93,4559.43,158,14.5056,4585.46
37.9327,4543.5,159,14.8923,4584.96
39.0284,4501.82,160,14.7693,4577.87
38.0522,4597.96,161,14.7522,4602.47
37.7283,4589.12,162,13.9498,4619.37
38.0733,4464.76,163,14.636,4537.52
38.7299,4623.09,164,14.7829,4702.03
38.1949,4529.86,165,14.9509,4538.01
38.0703,4607.87,166,14.3252,4639.24
37.9106,4594.2,167,13.8137,4638.06
38.4027,4604.89,168,14.0895,4722.51
37.8428,4689.78,169,13.7754,4732.96
38.5593,4491.95,170,13.6988,4594.77
39.0645,4484.96,171,14.522,4538.9
37.7504,4562.95,172,13.6732,4616.38
38.2462,4609.89,173,15.262,4657.03
37.6322,4575.69,174,14.9275,4595.86
37.4476,4316.5,175,15.0286,4433.15
37.6496,4519.1,176,13.5208,4553.81
39.37,4403.84,177,14.9681,4301.6
37.0493,4627.56,178,14.2186,4441.13
37.9641,4610.06,179,14.1416,4678.17
37.1402,4647.02,180,12.9771,4572.37
37.7023,4676.18,181,13.6741,4676.29
37.5797,4485.34,182,13.5102,4432.43
37.2745,4623.29,183,13.1054,4641.75
37.8196,4683.94,184,13.7014,4712.67
36.4753,4603.94,185,12.5902,4487.71
36.8718,4689.84,186,13.4976,4671.54
36.7457,4600.69,187,13.1095,4857.27
37.2837,4703.25,188,13.9793,4557.23
36.9184,4587.84,189,14.0005,4745.99
37.3572,4515.47,190,13.2783,4401.52
37.7296,4661.66,191,12.8778,4567.94
36.9208,4621.75,192,13.5162,4467.36
37.0344,4670.16,193,14.2291,4536.05
38.2261,4511.77,194,13.9322,4347.17
36.9159,4375.54,195,13.8313,4629.33
37.4055,4594.5,196,13.1002,4476.72
36.8274,4643.71,197,12.7026,4692.04
37.7409,4653.91,198,13.3145,4615.49
37.0098,4638.41,199,14.0022,4661.19
36.5056,4747.84,200,14.2867,4749.51
36.6615,4729.68,201,14.1896,4760.06
36.6721,4726.3,202,14.6131,4791.69
36.6158,4767.12,203,13.7757,4809.87
36.1487,4742.74,204,13.9299,4602.81
36.0754,4456.56,205,13.5251,4628.67
36.5043,4683.08,206,13.4273,4691.52
36.3378,4789.59,207,13.9219,4923.3
35.8444,4763.87,208,13.5813,4873.26
36.1818,4809.54,209,13.5375,4914.36
36.2027,4802.19,210,13.9544,4885.71
36.4831,4823.99,211,13.8485,4948.76
36.6539,4836.38,212,16.5467,4951.43
36.634,4765.44,213,13.1957,4792.87
36.2178,4780.04,214,13.8889,4873.0
36.3873,4738.17,215,13.4593,4823.36
36.2799,4751.77,216,13.3206,4869.7
36.5712,4738.36,217,13.1642,4805.88
35.8913,4809.38,218,13.4876,4923.44
36.2262,4808.28,219,13.3109,4841.92
36.104,4794.21,220,13.241,4820.72
36.52,4750.54,221,13.0191,4913.87
35.7647,4491.93,222,12.8869,4875.1
35.9438,4269.53,223,13.0303,4840.42
35.6219,4816.54,224,13.2249,4884.87
36.0227,4762.0,225,12.8287,4791.88
36.5784,3910.51,226,12.9008,4541.47
36.6543,4444.33,227,14.2002,4740.09
36.3908,4501.81,228,15.0901,4886.01
35.4687,4731.3,229,12.6769,4791.79
35.7287,4788.2,230,12.2102,4855.53
36.1202,4791.18,231,12.426,4854.93
36.0672,4229.16,232,14.6804,4594.83
35.912,4615.24,233,13.2195,4861.7
37.5226,4313.98,234,13.209,4473.19
36.5608,4784.28,235,13.4546,4755.27
36.3613,4749.01,236,12.8497,4730.19
35.9752,4807.29,237,13.1309,4844.49
35.1635,4773.34,238,12.6761,4881.03
35.3375,4795.14,239,12.5872,4970.65
35.0875,3589.03,240,12.0893,4745.1
35.7119,4811.73,241,13.8076,4903.6
35.2342,4785.62,242,12.5032,4827.01
36.0671,4845.17,243,12.2491,5010.44
35.1819,4634.7,244,12.4183,4956.74
35.7601,3847.71,245,14.4622,4779.8
45.0753,714.75,246,17.1409,1589.21
46.5069,283.03,247,19.9613,96.78
48.8944,464.03,248,80.7922,448.96
46.204,673.55,249,46.1695,558.97
44.6634,883.13,250,56.0585,604.56
41.385,1344.3,251,22.5575,2663.73
39.8682,3394.39,252,15.4625,3165.03
39.9332,2368.31,253,17.5406,2349.01
39.3067,3374.46,254,18.4902,2511.1
42.0587,2200.53,255,18.1045,1344.99
41.0093,1733.23,256,14.7619,3832.59
39.0381,2182.76,257,14.9311,3581.6
36.3355,4087.24,258,15.8348,2907.08
37.3375,4484.1,259,15.1358,4518.65
36.4282,4375.82,260,14.3099,4157.71
36.5959,4369.22,261,14.4448,4367.64
36.8488,4432.97,262,13.5071,4477.98
36.95,4428.72,263,14.7352,4453.83
36.1002,4621.58,264,14.0616,4675.78
36.6579,4418.87,265,14.5597,4625.96
36.7377,4477.15,266,14.7531,4626.93
37.1416,4592.96,267,14.7069,4675.54
35.8913,4690.4,268,14.6482,4763.13
35.472,4661.42,269,14.595,4648.14
35.4388,4688.49,270,15.1911,4774.28
36.2974,4741.9,271,14.8419,4803.22
35.6698,4728.94,272,14.7216,4847.64
36.345,4664.49,273,14.5989,4803.3
36.4516,4720.66,274,15.3222,4755.04
36.4446,4644.54,275,15.1781,4709.45
35.5218,4663.28,276,14.2882,4818.32
36.1994,4697.3,277,14.2666,4666.85
36.0986,4657.53,278,14.4966,4745.47
35.7694,4713.48,279,14.6126,4728.47
36.8645,4544.44,280,14.8938,4608.52
35.6916,4706.74,281,14.436,4744.94
35.4727,4681.81,282,14.5249,4731.19
36.1438,4665.31,283,14.2185,4725.12
35.3225,4780.87,284,14.2308,4805.36
36.5023,4615.95,285,14.6702,4701.86
36.1017,4743.98,286,14.729,4870.43
36.1257,4738.75,287,14.1645,4791.92
36.2055,4732.88,288,13.983,4889.51
35.6803,4769.89,289,14.443,4890.22
37.1537,4702.49,290,15.4068,4806.28
36.2821,4695.88,291,14.4723,4779.57
36.3002,4743.39,292,14.2856,4915.43
36.0129,4690.55,293,14.227,4860.47
36.4754,4694.61,294,14.366,4885.04
36.9638,4633.96,295,14.2587,4762.91
36.298,4713.35,296,14.1173,4872.79
36.9126,4702.64,297,14.3602,4873.9
36.5352,4766.06,298,14.4505,4926.85
37.3549,4502.16,299,18.3275,4879.3
37.5165,4484.68,300,14.198,4795.88
37.0926,4652.48,301,14.7958,4763.53
36.0125,4613.92,302,13.9527,4738.72
36.5739,4707.81,303,18.6502,4928.07
36.4037,4808.59,304,13.4273,4896.96
36.9311,4755.33,305,14.0683,4954.44
36.5409,4690.14,306,13.7573,4760.0
35.6537,4582.27,307,13.8966,4967.28
35.7548,4795.3,308,13.9866,4956.82
36.0335,4771.94,309,14.0363,4976.43
36.0414,4832.27,310,13.6326,5076.27
35.0272,4794.84,311,14.5104,5099.6
35.2505,4802.03,312,13.964,5014.59
34.5423,4836.71,313,13.1588,5016.89
35.226,4765.91,314,13.6203,4941.03
34.4608,4776.1,315,13.6446,4902.78
35.33,4825.24,316,13.5778,4937.36
34.7394,4774.68,317,14.0183,4804.5
35.3154,4853.45,318,13.4391,5013.98
35.1226,4737.96,319,14.1332,4511.39
34.6992,4582.28,320,13.7283,4960.77
35.5484,4751.45,321,14.6985,4684.51
35.9191,4812.45,322,12.9456,4919.67
35.6428,4838.21,323,14.1691,4818.74
35.361,4710.55,324,14.4253,4716.73
34.4478,4841.68,325,13.6805,4921.67
35.06,4896.65,326,13.739,4970.56
35.2856,4397.51,327,13.6111,4894.05
34.4258,4812.71,328,14.052,4906.66
36.0394,4807.8,329,13.8483,4648.42
34.7319,4839.68,330,13.8832,4975.89
34.5843,4947.76,331,13.8462,5023.38
33.7503,4900.25,332,13.7147,4986.63
34.9999,4856.81,333,14.3408,4829.35
35.5998,4901.69,334,14.0983,4954.92
35.0889,4838.94,335,13.8999,4873.29
35.2841,4843.03,336,14.2272,4998.98
35.3052,4775.77,337,14.1592,4996.24
35.6327,4715.28,338,15.5868,5084.1
35.6819,4805.18,339,15.0995,4988.67
36.2031,4769.03,340,14.7382,4821.15
46.5163,644.22,341,34.4398,663.16
43.5084,3644.06,342,19.4301,3671.98
36.6426,4510.72,343,15.97,4592.67
40.7633,3752.49,344,20.2296,3706.45
42.1866,4023.88,345,20.8633,4006.37
36.9533,4311.69,346,15.4531,2674.86
36.6058,4451.18,347,14.8498,4689.02
34.2042,4841.65,348,14.9486,4906.65
34.955,4588.06,349,14.3249,4988.71
35.0486,4833.88,350,14.7312,5034.89
35.8652,4207.46,351,18.1271,5110.1
36.1053,3694.61,352,14.9053,4707.9
35.6425,3816.23,353,14.0568,4886.49
35.0692,4744.54,354,13.6244,5119.95
35.0001,4182.76,355,14.1631,4388.86
35.2707,4509.67,356,14.6069,5038.65
35.4467,4017.89,357,12.3431,4208.41
34.8438,4413.33,358,13.3856,3696.66
34.6771,4627.66,359,14.8305,5020.42
34.4727,4655.96,360,15.5142,5070.09
34.2695,4948.2,361,14.7709,5055.78
35.039,4775.43,362,14.6539,4979.21
34.0538,4410.65,363,14.2893,4670.03
35.4155,4117.23,364,15.9806,4477.29
34.4445,4808.48,365,15.2983,4919.3
35.0235,4674.67,366,14.3636,4817.44
34.8786,4078.13,367,15.2195,4677.03
34.4472,3658.03,368,15.1682,4667.03
36.4792,3441.0,369,28.1008,3252.34
36.5965,524.55,370,31.8499,69.82
38.8487,486.14,371,41.4626,91.16
34.6545,4355.58,372,17.8484,4737.94
36.7207,2219.04,373,24.1904,3579.77
35.0453,4516.3,374,16.7914,4547.22
34.9018,4434.13,375,16.6288,4525.15
34.4353,4523.98,376,16.3306,4416.81
38.4009,789.53,377,27.5744,3851.62
35.6859,4432.46,378,16.7954,4540.03
35.3105,4384.67,379,17.3211,4479.19
36.1037,4337.07,380,16.9701,4284.42
36.0815,4640.88,381,17.9978,4740.45
38.1616,1567.47,382,25.8085,2256.99
34.9669,3927.03,383,17.7629,4336.56
37.1088,3321.28,384,30.2296,3081.63
35.6074,3885.71,385,15.7128,3692.64
36.1474,3666.26,386,17.2211,4396.64
37.5653,4130.0,387,18.47,4616.09
37.4593,4562.01,388,18.2187,4435.28
38.4937,1537.97,389,19.1189,1896.08
36.4286,4298.97,390,20.7468,4592.26
49.722,-11.14,391,24.0169,-12.13
55.3749,-2.26,392,60.8727,-3.99
