Running Reverse KL,Real Det Return,Running Env Steps,Reward Loss,Running Forward KL,Running Update Time,Itration,Real Sto Return
19.7381,2252.85,325000,-345.7301940917969,31.2405,65,65,1629.85
14.4027,3290.17,330000,-219.3057861328125,28.7126,66,66,2601.03
14.4046,3185.51,335000,-122.92498016357422,30.1683,67,67,2756.94
13.0922,3126.63,340000,-100.3864974975586,28.0138,68,68,3167.43
14.6403,3199.83,345000,-183.23594665527344,29.416,69,69,2453.68
12.5605,3218.11,350000,-159.60821533203125,28.8483,70,70,2059.68
14.9533,3194.76,355000,-178.74745178222656,29.492,71,71,2684.55
14.6683,3143.3,360000,-119.04287719726562,28.7319,72,72,2969.51
14.2509,2841.27,365000,-119.44603729248047,29.105,73,73,3149.15
14.1976,2281.28,370000,-131.74497985839844,29.0428,74,74,3064.08
19.9053,2064.05,375000,-401.05902099609375,30.5693,75,75,1527.32
16.7222,2973.89,380000,-206.9387664794922,30.7277,76,76,2848.51
15.1805,3183.12,385000,-180.60546875,29.9467,77,77,2483.73
14.651,3177.61,390000,-110.43769073486328,29.377,78,78,3157.11
13.9784,3212.18,395000,-132.82424926757812,28.8619,79,79,3133.58
14.0628,3213.64,400000,-133.0574188232422,28.4969,80,80,3126.82
13.884,3188.18,405000,-132.3412628173828,28.6236,81,81,3016.39
15.7468,3185.35,410000,-223.87332153320312,29.2129,82,82,2759.97
15.4593,3224.54,415000,-228.38880920410156,28.2872,83,83,2778.85
14.3562,3170.52,420000,-143.39459228515625,29.266,84,84,2926.2
14.9592,3194.67,425000,-188.21240234375,29.4417,85,85,2816.36
14.428,3178.1,430000,-137.1084442138672,28.6355,86,86,3171.91
15.2699,3184.94,435000,-175.53294372558594,29.9756,87,87,2833.64
14.1715,3230.4,440000,-171.468017578125,29.1857,88,88,3017.23
15.2241,3195.78,445000,-162.40357971191406,29.622,89,89,3192.24
15.4871,3221.46,450000,-133.5022430419922,30.0205,90,90,3203.87
14.675,3214.49,455000,-153.96153259277344,28.7879,91,91,3094.45
14.9059,3280.05,460000,-98.96337890625,29.0735,92,92,3143.49
15.3862,3213.45,465000,-160.18789672851562,29.6024,93,93,3207.57
13.6891,3242.54,470000,-187.17599487304688,28.9385,94,94,3031.94
14.9856,3227.97,475000,-184.76551818847656,29.0181,95,95,3198.65
15.197,3136.47,480000,-181.96690368652344,29.4068,96,96,3138.47
13.9,3203.53,485000,-180.26852416992188,28.5832,97,97,3185.42
15.2407,3265.44,490000,-163.34652709960938,29.601,98,98,3247.88
14.7526,3232.93,495000,-196.20066833496094,29.2404,99,99,3209.28
14.0488,3251.43,500000,-189.6714630126953,29.3326,100,100,3238.47
15.0923,3224.6,505000,-177.1803436279297,29.116,101,101,3141.1
15.0941,3288.05,510000,-173.6619415283203,28.8872,102,102,3260.46
14.6929,3298.89,515000,-186.75112915039062,29.2648,103,103,3262.12
14.5514,3250.27,520000,-159.9927520751953,28.2726,104,104,3217.68
14.6199,3288.69,525000,-170.29434204101562,28.916,105,105,3266.75
13.3244,3280.19,530000,-186.0966033935547,26.7612,106,106,3216.02
16.0046,3289.47,535000,-177.43360900878906,29.346,107,107,3270.89
14.1269,3252.32,540000,-208.018310546875,27.9843,108,108,3233.68
14.686,3323.19,545000,-177.64097595214844,28.8205,109,109,3116.32
14.935,3328.58,550000,-175.26727294921875,28.7534,110,110,3311.82
15.4039,3257.35,555000,-205.70272827148438,29.3684,111,111,3238.24
14.307,3325.41,560000,-152.12387084960938,28.3265,112,112,3309.81
14.0372,3349.99,565000,-187.31326293945312,27.982,113,113,3319.93
13.8048,3358.97,570000,-163.02084350585938,25.9583,114,114,3323.89
14.8077,3358.93,575000,-180.86045837402344,28.3389,115,115,3247.55
14.8444,3414.18,580000,-178.07566833496094,27.4597,116,116,3401.49
14.3441,3333.78,585000,-181.86080932617188,28.2912,117,117,3329.23
14.0674,3329.56,590000,-187.8619842529297,28.4243,118,118,3300.66
14.3609,3336.32,595000,-176.51551818847656,28.389,119,119,3314.84
14.8529,3353.27,600000,-210.8990478515625,29.2412,120,120,3306.05
15.0139,3286.17,605000,-155.92324829101562,28.4136,121,121,3265.36
13.9411,3393.22,610000,-187.51895141601562,27.2681,122,122,3349.16
13.8438,3360.76,615000,-189.2601776123047,27.1061,123,123,3309.41
12.958,3363.76,620000,-163.6251220703125,27.5257,124,124,3197.97
14.6819,3329.4,625000,-157.54640197753906,27.3962,125,125,3337.7
13.3801,3345.66,630000,-180.81521606445312,26.728,126,126,3321.13
14.0159,3436.06,635000,-170.7403106689453,26.6137,127,127,3403.2
14.1256,3358.61,640000,-210.69961547851562,27.3089,128,128,3331.66
14.5787,3361.83,645000,-192.2054901123047,28.8901,129,129,3342.73
13.7794,3365.54,650000,-177.2545623779297,27.2866,130,130,3275.23
13.7523,3348.41,655000,-206.4446258544922,27.8206,131,131,3321.02
14.7137,3406.41,660000,-167.34677124023438,27.7487,132,132,3380.78
13.9181,3410.79,665000,-178.14361572265625,27.2557,133,133,3373.7
13.3317,3401.88,670000,-139.28240966796875,26.7302,134,134,3361.57
13.5079,3418.96,675000,-206.45022583007812,27.138,135,135,3352.32
12.8385,3424.43,680000,-163.71571350097656,26.3179,136,136,3390.41
14.2252,3445.22,685000,-187.20870971679688,27.7203,137,137,3403.67
13.6291,3399.41,690000,-192.5769500732422,26.0782,138,138,3364.93
12.8306,3476.73,695000,-166.05877685546875,25.8711,139,139,3429.48
14.1646,3390.51,700000,-216.8394317626953,27.5764,140,140,3347.23
13.1928,3422.5,705000,-174.31187438964844,26.1444,141,141,3389.23
14.0253,3448.11,710000,-173.3585662841797,27.0177,142,142,3406.55
13.1586,3463.15,715000,-160.67320251464844,26.8096,143,143,3430.31
13.9527,3428.57,720000,-185.53036499023438,27.267,144,144,3296.85
12.601,3416.2,725000,-132.92771911621094,25.8089,145,145,3379.93
12.7787,3433.14,730000,-176.5613555908203,26.5944,146,146,3382.49
13.3574,3446.5,735000,-193.53884887695312,26.5772,147,147,3399.3
13.0027,3406.67,740000,-206.0872344970703,26.4919,148,148,3366.71
13.8768,3442.8,745000,-211.79908752441406,27.8288,149,149,3413.91
12.3147,3435.94,750000,-132.05618286132812,25.1574,150,150,3102.06
13.3833,3441.36,755000,-182.17384338378906,26.8131,151,151,3423.6
13.2426,3476.7,760000,-185.4800567626953,26.2581,152,152,3435.39
12.9268,3454.16,765000,-215.4117889404297,26.167,153,153,3406.2
13.2385,3470.31,770000,-194.19895935058594,26.8868,154,154,3442.07
13.4226,3434.66,775000,-237.98716735839844,26.8328,155,155,3398.58
12.7438,3457.08,780000,-204.6768035888672,26.1745,156,156,3407.45
14.3687,3450.76,785000,-222.2651824951172,26.5427,157,157,3421.31
13.4905,3505.03,790000,-165.16464233398438,26.828,158,158,3425.22
12.6804,3478.75,795000,-144.03480529785156,24.8781,159,159,3447.38
13.4603,3434.38,800000,-232.523681640625,26.5393,160,160,3248.32
13.4081,3458.59,805000,-177.0635223388672,25.8393,161,161,3440.02
13.841,3519.05,810000,-136.56253051757812,26.4288,162,162,3489.43
13.746,3496.45,815000,-113.10047149658203,25.7827,163,163,3377.05
13.9942,3458.8,820000,-146.59368896484375,26.3616,164,164,3437.43
13.4806,3439.58,825000,-220.25650024414062,26.608,165,165,3399.88
12.5816,3438.42,830000,-214.46543884277344,26.473,166,166,3416.89
13.2461,3467.68,835000,-231.8376922607422,25.7069,167,167,3427.19
13.639,3460.02,840000,-199.10215759277344,26.1088,168,168,3433.87
13.6802,3475.79,845000,-234.33595275878906,25.8183,169,169,3446.78
12.1225,3465.58,850000,-216.50039672851562,25.7501,170,170,2950.24
12.9957,3464.02,855000,-169.07144165039062,25.4954,171,171,3349.36
13.1732,3453.95,860000,-197.73536682128906,26.3425,172,172,3418.26
13.7523,3523.08,865000,-212.2222137451172,27.0762,173,173,3482.88
12.6269,3487.64,870000,-166.4153289794922,26.0651,174,174,3352.52
12.7386,3503.3,875000,-81.16364288330078,25.3262,175,175,3319.68
12.972,3479.73,880000,-193.6293182373047,26.3444,176,176,3395.73
13.7181,3497.83,885000,-221.70901489257812,27.2016,177,177,3463.91
18.6447,3510.0,890000,-174.43960571289062,26.722,178,178,3450.76
12.5669,3497.58,895000,-170.47906494140625,25.8403,179,179,3446.86
12.7598,3455.13,900000,-215.21395874023438,25.6219,180,180,3425.44
12.2498,3492.02,905000,-195.0629425048828,25.5639,181,181,3072.75
12.7802,3499.94,910000,-144.75912475585938,25.1462,182,182,3476.78
12.306,3513.2,915000,-180.51016235351562,25.2119,183,183,3482.92
11.5122,3391.51,920000,-262.896484375,25.4972,184,184,3337.77
12.5297,3501.68,925000,-175.31991577148438,25.5424,185,185,3454.1
13.3464,3505.13,930000,-212.52084350585938,26.3519,186,186,3457.22
14.4667,3505.82,935000,-254.95391845703125,26.2549,187,187,3035.01
12.6983,3503.74,940000,-171.68260192871094,25.259,188,188,3466.52
16.3142,3494.09,945000,-206.72398376464844,26.2591,189,189,3461.97
12.8731,3500.89,950000,-196.8585205078125,25.5896,190,190,3479.97
11.8082,3517.3,955000,-237.4268798828125,25.0599,191,191,3117.38
12.7166,3467.32,960000,-262.7826232910156,25.9683,192,192,2988.65
12.7556,3490.61,965000,-170.61883544921875,24.9766,193,193,3415.69
12.5183,3487.32,970000,-261.34027099609375,26.2297,194,194,3317.35
14.2339,3480.09,975000,-259.5630187988281,25.7538,195,195,3459.86
13.2645,3476.5,980000,-223.4454803466797,25.9959,196,196,3236.92
12.543,3517.65,985000,-181.25498962402344,25.626,197,197,3316.83
12.8828,3471.01,990000,-216.04180908203125,24.9784,198,198,3328.32
13.1161,3474.02,995000,-242.79559326171875,25.9983,199,199,3449.07
