Running Reverse KL,Running Env Steps,Running Update Time,Itration,Real Det Return,Reward Loss,Real Sto Return,Running Forward KL
15.4937,1935000,387,387,3886.73,-23189.109375,3860.22,43.5616
15.549,1940000,388,388,3931.69,-22641.931640625,3955.08,43.4201
16.0627,1945000,389,389,3952.76,-23138.53515625,3775.48,43.407
15.6547,1950000,390,390,3942.38,-23258.67578125,4065.88,43.7568
15.0212,1955000,391,391,3925.85,-23283.947265625,4059.58,43.6405
14.6514,1960000,392,392,3813.35,-24451.947265625,3977.21,43.7067
14.6349,1965000,393,393,3967.08,-24609.126953125,4040.04,43.7828
14.4442,1970000,394,394,3550.63,-24817.275390625,3723.43,43.9219
15.8966,1975000,395,395,3891.82,-24078.12109375,3847.37,43.4028
16.089,1980000,396,396,3881.42,-23895.267578125,3883.67,43.9151
15.2471,1985000,397,397,3902.83,-24626.3046875,3424.5,43.949
16.0406,1990000,398,398,3772.78,-23966.2265625,3858.05,43.4931
14.3151,1995000,399,399,2813.17,-24884.52734375,2656.55,43.8865
48.9677,2000000,400,400,67.39,-30636.142578125,64.52,56.3745
22.565,2005000,401,401,1090.56,-30101.45703125,688.82,48.0955
15.0442,2010000,402,402,431.51,-26601.755859375,586.27,47.8016
27.4387,2015000,403,403,542.73,-25930.69921875,1121.04,46.6955
15.6529,2020000,404,404,3024.47,-28117.009765625,2529.85,45.7316
16.0464,2025000,405,405,2590.72,-28193.259765625,2424.24,45.3831
16.7309,2030000,406,406,3608.81,-26456.2734375,2450.29,44.5268
16.4767,2035000,407,407,3521.3,-26610.55859375,3456.11,44.4625
15.5971,2040000,408,408,3892.61,-26304.00390625,3075.6,43.7762
15.5508,2045000,409,409,3705.41,-26680.3828125,3074.17,43.6282
15.7606,2050000,410,410,3954.32,-26269.392578125,3037.45,43.4463
15.9386,2055000,411,411,3886.4,-25275.64453125,3977.4,43.1679
15.9861,2060000,412,412,3859.35,-26020.021484375,4053.95,43.4972
15.506,2065000,413,413,3805.22,-27619.001953125,3798.42,43.394
15.9897,2070000,414,414,3931.8,-26994.123046875,3713.21,43.9854
16.0421,2075000,415,415,3779.29,-27923.3515625,3889.28,44.0026
16.5191,2080000,416,416,3872.95,-26935.8828125,4008.58,44.0584
16.3938,2085000,417,417,3888.3,-26748.513671875,3759.14,43.7588
16.2329,2090000,418,418,3907.95,-27519.638671875,4039.39,44.0775
15.4762,2095000,419,419,3870.27,-28514.599609375,3585.83,44.1871
16.128,2100000,420,420,3919.8,-27458.990234375,3622.5,44.0829
15.5669,2105000,421,421,3954.15,-28325.04296875,3812.3,43.9678
16.4069,2110000,422,422,3933.23,-27210.0390625,3856.56,44.0332
16.715,2115000,423,423,3952.77,-27465.59765625,3856.91,44.0222
15.5269,2120000,424,424,3978.85,-28032.408203125,3471.3,43.8901
16.1923,2125000,425,425,3971.53,-27897.3671875,3780.8,43.8132
16.2296,2130000,426,426,3845.96,-27717.029296875,3750.96,43.6145
16.6474,2135000,427,427,3969.07,-28056.806640625,4019.56,43.6965
15.7426,2140000,428,428,3968.88,-28567.166015625,3869.22,44.0598
16.1823,2145000,429,429,3986.22,-27932.287109375,3762.44,43.8146
16.4318,2150000,430,430,3900.83,-28284.587890625,3541.67,43.8107
16.0941,2155000,431,431,3887.36,-28972.556640625,4017.18,43.6744
16.0654,2160000,432,432,3955.88,-28663.4609375,3839.48,43.858
16.0248,2165000,433,433,3799.14,-29004.50390625,3794.2,43.7822
15.4346,2170000,434,434,3864.95,-29494.009765625,3555.59,44.0589
14.6705,2175000,435,435,3830.19,-30999.076171875,3982.5,44.0778
15.6967,2180000,436,436,3838.45,-29566.591796875,3906.94,43.7925
15.5877,2185000,437,437,3815.63,-29545.380859375,3850.21,43.9519
16.013,2190000,438,438,3829.75,-29417.35546875,3772.89,43.7861
15.7007,2195000,439,439,3766.31,-30045.75390625,3441.06,43.9398
16.1034,2200000,440,440,3859.27,-29996.087890625,3700.02,43.7397
15.7699,2205000,441,441,3703.01,-30658.978515625,3384.17,43.8604
15.5525,2210000,442,442,3841.46,-30951.29296875,3943.94,43.9587
15.9064,2215000,443,443,3728.8,-30584.578125,3836.55,44.0579
16.1357,2220000,444,444,3945.01,-29856.5546875,3974.79,43.7807
15.8997,2225000,445,445,3828.37,-30505.212890625,3968.88,44.2482
15.6373,2230000,446,446,3947.48,-30422.6875,3535.03,43.8363
15.0473,2235000,447,447,3948.29,-31404.78515625,4025.88,43.9531
16.1747,2240000,448,448,3883.44,-30362.498046875,3853.28,43.8053
14.5675,2245000,449,449,3705.36,-32191.052734375,3339.56,43.8729
15.8036,2250000,450,450,3902.74,-30413.990234375,3709.59,43.7746
14.8412,2255000,451,451,3830.39,-31517.982421875,3996.21,43.9252
15.0464,2260000,452,452,3858.89,-31356.53515625,3882.55,43.89
15.324,2265000,453,453,3978.73,-30466.853515625,3861.44,43.7665
14.9536,2270000,454,454,3936.44,-31508.419921875,3694.22,43.7562
15.862,2275000,455,455,3986.07,-30766.703125,3898.58,43.8434
14.7666,2280000,456,456,3973.38,-32416.5078125,4016.12,44.1835
16.1026,2285000,457,457,3985.03,-31265.48828125,4039.49,43.7831
15.7841,2290000,458,458,3864.57,-31531.138671875,3723.98,43.7547
15.8107,2295000,459,459,3898.64,-31760.060546875,3832.63,43.7678
15.7798,2300000,460,460,3923.99,-31252.216796875,3634.15,43.6377
15.9438,2305000,461,461,3860.16,-31546.181640625,3723.91,43.8248
15.3519,2310000,462,462,3787.08,-33110.9296875,3834.8,43.8412
15.9018,2315000,463,463,3892.78,-32399.013671875,3916.05,44.1593
15.3024,2320000,464,464,3746.92,-32801.2890625,3805.92,44.0363
16.1903,2325000,465,465,3787.21,-32737.962890625,4032.02,43.6698
16.2432,2330000,466,466,3848.65,-33031.07421875,4029.02,43.6608
15.9093,2335000,467,467,3807.08,-32655.8515625,3906.74,43.802
15.0667,2340000,468,468,3800.35,-33247.01953125,4060.14,43.7664
16.5373,2345000,469,469,3899.04,-32630.0546875,4032.64,43.7132
16.1399,2350000,470,470,3809.03,-32617.609375,4034.48,43.7884
16.4981,2355000,471,471,3809.17,-32790.8984375,3857.45,43.9075
16.2127,2360000,472,472,3641.85,-33320.63671875,3900.7,44.1343
15.7638,2365000,473,473,3824.43,-33400.15625,4064.33,43.7333
16.3017,2370000,474,474,3836.44,-32897.80078125,3945.46,44.1098
16.3716,2375000,475,475,3963.08,-33269.9296875,4061.32,43.6012
15.8422,2380000,476,476,3716.11,-33284.27734375,4048.19,43.7545
15.7488,2385000,477,477,3997.21,-34236.48046875,4083.87,43.9094
16.3131,2390000,478,478,3784.81,-33701.36328125,3991.1,43.7827
16.2895,2395000,479,479,3840.95,-34061.90625,4045.4,43.764
16.509,2400000,480,480,3922.32,-34173.5546875,4015.97,43.7065
16.3674,2405000,481,481,3518.99,-35166.70703125,3936.91,44.0428
16.3432,2410000,482,482,3651.0,-35131.86328125,3960.52,43.9627
16.2069,2415000,483,483,3754.87,-34879.8515625,3786.11,43.7746
16.0397,2420000,484,484,3749.15,-35887.26953125,4035.49,43.8938
16.1855,2425000,485,485,3727.59,-35213.15625,3830.31,43.8618
16.3589,2430000,486,486,3613.68,-35085.76171875,3958.84,43.9482
16.0704,2435000,487,487,3767.57,-35900.15625,4022.07,43.8975
16.4505,2440000,488,488,3706.05,-35363.03515625,3827.21,43.5747
15.6237,2445000,489,489,3543.82,-36257.17578125,3992.65,43.7174
16.5139,2450000,490,490,3812.67,-35986.73046875,4065.0,44.0418
16.5213,2455000,491,491,3915.43,-35798.28515625,4051.84,44.1305
16.4514,2460000,492,492,3434.12,-36385.05859375,3960.82,43.7588
16.5236,2465000,493,493,3672.07,-36641.5703125,4031.62,43.9604
16.8598,2470000,494,494,4108.96,-35588.8984375,4109.9,43.6993
16.6451,2475000,495,495,3577.53,-36991.73046875,3941.57,44.0642
16.6556,2480000,496,496,3703.9,-36074.16015625,3974.41,43.6041
16.8868,2485000,497,497,3546.97,-37257.6640625,3949.5,43.9146
16.8842,2490000,498,498,3743.55,-36418.875,4025.88,43.8964
16.6869,2495000,499,499,3590.38,-37342.578125,3970.64,44.1512
16.978,2500000,500,500,3836.23,-36286.14453125,4026.64,43.8677
16.7104,2505000,501,501,3696.53,-38454.9453125,3992.29,44.3661
16.8857,2510000,502,502,3507.61,-38173.59375,3963.81,44.0674
17.0079,2515000,503,503,3904.03,-36981.5546875,4028.57,43.665
16.921,2520000,504,504,3670.98,-37400.44921875,3989.65,43.7417
16.8444,2525000,505,505,3659.22,-37881.5078125,3922.94,43.836
16.7327,2530000,506,506,3478.92,-37606.37109375,3992.47,43.7062
16.579,2535000,507,507,3990.86,-38223.77734375,3892.5,43.6818
16.4562,2540000,508,508,3789.71,-38438.44921875,4036.92,43.6863
16.3635,2545000,509,509,3935.82,-37668.5,4055.12,43.6015
16.4465,2550000,510,510,3927.41,-38779.875,3979.64,44.0756
16.5007,2555000,511,511,3579.62,-39107.6796875,3928.5,43.886
16.7059,2560000,512,512,3870.32,-38039.72265625,4052.13,43.5879
16.0978,2565000,513,513,3730.52,-38794.640625,3858.42,43.6846
16.3266,2570000,514,514,3578.04,-39805.94921875,3898.02,43.8364
16.403,2575000,515,515,3414.46,-40094.05078125,3919.13,43.7669
16.1262,2580000,516,516,3246.0,-40170.37890625,3898.24,44.3105
16.2653,2585000,517,517,3858.68,-39333.50390625,3968.88,43.8063
16.5605,2590000,518,518,3306.37,-41054.94140625,3643.77,44.7113
16.5178,2595000,519,519,3763.16,-39416.67578125,3960.2,43.8661
16.6306,2600000,520,520,3711.6,-39158.015625,4030.92,43.6959
16.4337,2605000,521,521,3976.15,-38712.9296875,4062.07,43.9174
17.0755,2610000,522,522,3494.0,-41491.87890625,3912.75,44.1897
16.4513,2615000,523,523,3532.97,-39335.2734375,3977.4,43.7665
16.7159,2620000,524,524,3997.34,-39280.9765625,4091.55,43.6076
16.6677,2625000,525,525,4054.97,-38758.20703125,4093.85,43.6316
16.5534,2630000,526,526,4044.97,-39364.171875,4100.8,43.8627
16.728,2635000,527,527,3752.53,-40054.0859375,4067.3,43.816
16.9502,2640000,528,528,3606.28,-40004.296875,4037.65,43.8694
16.859,2645000,529,529,3856.58,-40345.3125,4024.86,44.0381
16.6487,2650000,530,530,4020.42,-39083.8046875,4069.8,43.7901
16.9007,2655000,531,531,4141.0,-39149.671875,4041.49,43.7283
16.4383,2660000,532,532,4039.93,-39197.59375,4109.42,43.6544
16.4289,2665000,533,533,4019.64,-39269.0703125,4114.73,43.4566
16.6665,2670000,534,534,4073.33,-39160.3359375,4118.02,43.321
16.959,2675000,535,535,3908.9,-40471.578125,4048.33,43.9509
16.4059,2680000,536,536,4006.69,-39581.86328125,4062.85,43.7592
16.8718,2685000,537,537,4125.38,-39512.1171875,4131.37,43.9584
16.6102,2690000,538,538,3862.44,-40833.78515625,4026.67,44.0559
16.6654,2695000,539,539,4085.16,-39720.6875,4114.72,43.7654
16.3592,2700000,540,540,3980.38,-40275.73046875,4136.84,43.5565
16.5744,2705000,541,541,3949.85,-40523.8359375,4065.48,43.7588
16.8897,2710000,542,542,4035.36,-40650.359375,4128.81,43.9678
16.1132,2715000,543,543,3955.88,-42120.3671875,4009.22,43.7947
16.3895,2720000,544,544,3825.22,-42139.32421875,3968.73,43.8235
15.8995,2725000,545,545,3982.52,-42415.40625,3994.31,43.7806
16.4171,2730000,546,546,4048.61,-41637.92578125,4072.87,43.7516
16.1539,2735000,547,547,4048.4,-41101.4296875,4082.72,43.563
15.8244,2740000,548,548,3998.69,-41049.61328125,4095.62,43.6273
16.1368,2745000,549,549,3952.94,-40875.4140625,4052.91,43.6615
16.21,2750000,550,550,4006.57,-41662.4921875,4103.35,43.8748
16.8043,2755000,551,551,4079.32,-41454.2734375,4142.07,43.7343
16.4576,2760000,552,552,4021.08,-41357.6796875,4093.71,43.5713
16.6287,2765000,553,553,4044.54,-41752.44921875,4102.62,43.5162
16.8061,2770000,554,554,4040.13,-41566.03515625,4106.95,43.7157
16.5593,2775000,555,555,3986.82,-42732.7421875,4049.87,43.8246
16.7437,2780000,556,556,4015.95,-42430.515625,4060.85,43.8793
16.7261,2785000,557,557,4025.21,-42607.25390625,4094.71,43.9425
16.7901,2790000,558,558,4076.64,-41786.90234375,4117.4,43.6393
16.9393,2795000,559,559,3914.8,-43407.625,4017.05,43.8969
16.8356,2800000,560,560,4067.54,-42619.82421875,4120.26,43.679
16.5161,2805000,561,561,3992.43,-42623.48828125,4055.68,43.7114
16.5303,2810000,562,562,4086.11,-42439.01953125,4109.2,43.7942
16.2215,2815000,563,563,4049.47,-43126.1171875,4062.67,43.7913
16.6219,2820000,564,564,4082.09,-44031.53125,4020.44,43.6344
15.3917,2825000,565,565,4044.77,-43432.95703125,4066.82,43.7747
16.7461,2830000,566,566,4014.2,-44211.9375,4054.75,43.8115
16.5915,2835000,567,567,3976.92,-43113.46875,4059.94,43.5602
16.681,2840000,568,568,4103.92,-42248.796875,4133.51,43.7465
16.5494,2845000,569,569,4080.35,-44064.3203125,3973.24,43.8809
16.7125,2850000,570,570,3958.0,-46109.23828125,4020.95,43.8626
16.7367,2855000,571,571,4012.09,-43953.2421875,4022.76,43.5649
16.8171,2860000,572,572,4058.66,-44158.05078125,4074.13,43.7273
18.0948,2865000,573,573,4092.45,-44189.7265625,4102.98,43.8581
16.787,2870000,574,574,4103.37,-43444.61328125,3903.2,43.8686
16.9098,2875000,575,575,4010.91,-44214.1953125,4062.22,43.781
44.6077,2880000,576,576,-8.39,-41644.0390625,-8.29,54.0388
75.7203,2885000,577,577,7.05,-31974.251953125,7.13,53.3776
88.5778,2890000,578,578,840.04,-40805.1015625,746.63,49.3199
33.7127,2895000,579,579,1462.68,-41524.19140625,1772.3,47.1724
52.0494,2900000,580,580,845.69,-41169.94921875,995.8,46.4822
36.3129,2905000,581,581,1687.92,-40476.1484375,888.5,46.7628
34.6815,2910000,582,582,2876.76,-44076.2578125,2617.62,45.9418
37.1224,2915000,583,583,3065.8,-42772.4921875,2634.92,45.9077
27.0544,2920000,584,584,3468.89,-44427.203125,3411.73,45.4721
20.4566,2925000,585,585,3140.78,-46830.6328125,3141.14,44.8888
29.8663,2930000,586,586,3119.9,-46659.5,3119.23,45.375
41.6975,2935000,587,587,2210.13,-45707.5625,2501.35,45.4453
18.38,2940000,588,588,3162.6,-46803.09375,3618.58,44.6311
23.7185,2945000,589,589,3620.99,-45079.42578125,3433.7,44.0735
19.0739,2950000,590,590,3610.12,-45063.90234375,2954.38,43.988
25.7123,2955000,591,591,3067.06,-45481.69921875,2831.57,44.4883
19.238,2960000,592,592,3382.26,-46838.703125,3096.19,44.7232
18.3127,2965000,593,593,3622.78,-46517.96484375,3662.77,44.2809
20.3851,2970000,594,594,3668.43,-46566.98046875,3312.46,44.4139
19.7842,2975000,595,595,3871.65,-45304.13671875,3627.81,44.2793
19.5666,2980000,596,596,3903.21,-47130.76171875,3959.59,43.943
19.0578,2985000,597,597,3948.67,-45983.125,3856.14,43.9296
20.7808,2990000,598,598,3831.49,-46963.10546875,3692.78,44.7244
19.3315,2995000,599,599,4140.53,-45979.8125,3877.44,44.0978
18.5071,3000000,600,600,4072.72,-46945.7109375,4066.1,44.0461
18.7647,3005000,601,601,4133.39,-45784.04296875,3837.07,43.739
20.0335,3010000,602,602,4020.24,-46743.16015625,3813.13,44.5329
18.3471,3015000,603,603,4029.24,-46560.9609375,3915.76,44.2569
17.9663,3020000,604,604,3899.73,-48036.26171875,3918.48,44.4474
18.3668,3025000,605,605,3799.13,-48310.69140625,3766.12,44.5906
18.072,3030000,606,606,3862.0,-48038.92578125,3978.67,44.4482
17.9566,3035000,607,607,3867.94,-48121.3984375,3997.05,44.1134
17.709,3040000,608,608,3823.07,-47235.5234375,4010.53,44.2008
18.0786,3045000,609,609,3807.39,-48658.71875,3864.67,44.6708
17.9338,3050000,610,610,4006.21,-48470.95703125,4012.5,44.0694
18.3203,3055000,611,611,3679.4,-49318.33984375,3579.76,44.9195
18.1208,3060000,612,612,3744.86,-48126.85546875,3915.82,44.5749
18.2774,3065000,613,613,3934.12,-47865.15234375,4041.3,44.2209
18.3775,3070000,614,614,4027.97,-48180.5078125,3928.87,44.4575
18.2525,3075000,615,615,3991.13,-49025.6328125,4054.9,43.9737
18.6257,3080000,616,616,4050.43,-48928.4765625,4076.09,44.536
17.7076,3085000,617,617,3991.25,-48769.37890625,4084.66,44.3129
17.9976,3090000,618,618,3886.46,-48558.18359375,4042.4,44.2177
17.7306,3095000,619,619,4104.53,-47768.04296875,4113.1,44.0878
18.1996,3100000,620,620,4054.11,-48681.6875,4017.61,43.9037
17.6624,3105000,621,621,4114.22,-47264.21484375,4142.88,44.1567
17.438,3110000,622,622,4120.82,-48262.65234375,4096.36,43.6917
17.1824,3115000,623,623,4069.96,-48192.3046875,4101.0,43.9386
17.6198,3120000,624,624,4082.47,-48803.96875,4079.95,43.8379
17.3114,3125000,625,625,4131.39,-48024.515625,4175.4,43.6121
17.3695,3130000,626,626,4141.44,-47695.47265625,4153.22,43.7388
17.0882,3135000,627,627,4103.58,-48069.9140625,4173.1,43.9166
17.1632,3140000,628,628,4101.5,-48378.69921875,4152.56,43.9599
16.6564,3145000,629,629,4049.89,-48657.52734375,4094.5,43.5694
17.2194,3150000,630,630,4144.81,-48177.734375,4136.47,43.4496
17.2258,3155000,631,631,4101.68,-49194.453125,4157.47,43.825
17.2617,3160000,632,632,4063.09,-48899.421875,4112.81,43.7586
17.2862,3165000,633,633,4134.79,-48529.55859375,4167.94,43.839
17.6154,3170000,634,634,4158.11,-48306.203125,4184.94,43.9717
17.242,3175000,635,635,4128.78,-48846.73046875,4155.45,43.6711
17.7996,3180000,636,636,4129.09,-49832.61328125,4170.93,43.9598
17.4877,3185000,637,637,4140.27,-49130.43359375,4094.63,44.0435
17.1273,3190000,638,638,4087.47,-49703.25390625,4169.63,43.4988
17.0615,3195000,639,639,4130.79,-49506.63671875,4032.8,43.4997
17.4053,3200000,640,640,4173.58,-48266.47265625,4244.44,43.3679
17.446,3205000,641,641,4159.09,-48475.2578125,4174.86,43.5422
17.403,3210000,642,642,4133.84,-48997.7734375,4189.86,43.6516
17.0731,3215000,643,643,4111.76,-49270.72265625,4117.65,43.6827
17.6928,3220000,644,644,4164.52,-49206.85546875,4212.51,43.3627
17.5174,3225000,645,645,4119.46,-49794.2578125,4127.73,43.7923
17.0693,3230000,646,646,4119.32,-49762.390625,4156.42,43.5291
17.5537,3235000,647,647,4155.69,-50478.7421875,4171.06,43.9592
17.4873,3240000,648,648,4126.21,-49467.96484375,4152.13,43.7903
17.3836,3245000,649,649,4130.79,-50442.95703125,4109.87,43.6443
17.3616,3250000,650,650,4137.33,-50168.15234375,4169.99,43.6299
17.4076,3255000,651,651,4136.47,-50490.14453125,4162.75,43.6318
17.4281,3260000,652,652,4160.29,-50330.94921875,4173.9,43.6089
17.0637,3265000,653,653,4169.72,-50343.34375,4153.6,43.5743
17.177,3270000,654,654,4190.23,-50957.3828125,4185.81,43.6542
17.649,3275000,655,655,4174.93,-51506.5703125,4161.48,43.9064
17.3528,3280000,656,656,4148.13,-50210.9296875,4155.78,43.629
17.5738,3285000,657,657,4133.71,-50765.0390625,4160.86,44.1341
17.2501,3290000,658,658,4168.92,-50527.36328125,4169.17,43.602
17.3663,3295000,659,659,4175.25,-51187.421875,4105.0,44.1484
17.7188,3300000,660,660,4148.82,-51281.2890625,4171.76,43.8012
17.9679,3305000,661,661,4223.14,-50597.91015625,4211.46,43.5371
17.6197,3310000,662,662,4188.27,-49991.734375,4249.91,43.7299
17.802,3315000,663,663,4234.27,-50921.21875,4220.32,43.9152
17.5536,3320000,664,664,4173.07,-52117.1484375,4162.47,43.8376
17.4903,3325000,665,665,4203.89,-50792.390625,4208.88,43.7198
17.354,3330000,666,666,4174.79,-51439.47265625,4168.85,43.9959
17.4689,3335000,667,667,4174.48,-51543.37890625,4189.54,43.7453
17.6081,3340000,668,668,4210.03,-50787.203125,4180.0,43.6136
17.3811,3345000,669,669,4191.13,-52074.62890625,4149.26,43.9577
17.886,3350000,670,670,4191.7,-51719.390625,4185.82,43.9793
17.5787,3355000,671,671,4161.89,-52235.765625,4179.94,43.868
17.283,3360000,672,672,4153.24,-52250.32421875,4130.9,43.9702
17.3502,3365000,673,673,4142.13,-51308.43359375,4183.04,43.9424
17.4464,3370000,674,674,4190.06,-52171.01953125,4163.88,43.9815
17.1092,3375000,675,675,4152.12,-52647.16015625,4142.18,43.6843
17.5393,3380000,676,676,4181.89,-52605.7109375,4164.92,43.9439
17.4855,3385000,677,677,4214.97,-51857.65625,4245.16,43.4021
16.9326,3390000,678,678,4183.09,-51447.76953125,4174.92,43.6632
17.8839,3395000,679,679,4188.94,-51821.05078125,4199.6,43.976
17.5194,3400000,680,680,4186.43,-51833.80078125,4190.64,43.9853
17.3239,3405000,681,681,4201.54,-51976.88671875,4206.23,43.6697
17.4925,3410000,682,682,4193.4,-52966.71484375,4176.04,43.9339
17.9171,3415000,683,683,4219.66,-52925.85546875,4220.16,43.6659
17.6425,3420000,684,684,4188.44,-52489.046875,4205.14,43.849
17.5292,3425000,685,685,4154.61,-52788.65234375,4173.0,43.9737
17.6331,3430000,686,686,4114.77,-53251.01171875,4156.44,43.8958
18.2425,3435000,687,687,4103.71,-53799.67578125,4118.39,43.8472
18.0421,3440000,688,688,4120.22,-53560.3671875,4124.54,43.8682
18.2553,3445000,689,689,4134.96,-53329.13671875,4128.53,44.2338
18.8288,3450000,690,690,4064.79,-54356.66015625,4097.82,44.4001
18.7304,3455000,691,691,4100.13,-53551.71875,4144.22,43.8635
18.2897,3460000,692,692,4162.79,-52368.49609375,4151.02,43.6205
18.4624,3465000,693,693,4107.01,-55282.24609375,4124.17,44.1477
18.9837,3470000,694,694,4147.92,-55084.72265625,4136.15,44.0453
36.0291,3475000,695,695,396.67,-45815.65234375,571.68,49.8938
45.3455,3480000,696,696,273.42,-46716.609375,285.41,51.8676
20.1199,3485000,697,697,3961.78,-53744.6796875,4019.07,44.3797
20.0294,3490000,698,698,4017.35,-53255.03125,3998.97,44.6473
19.5248,3495000,699,699,3817.42,-55769.2421875,3885.45,44.7811
18.8372,3500000,700,700,3808.53,-54804.984375,4131.76,44.046
19.2722,3505000,701,701,3972.83,-53961.70703125,4134.28,44.121
19.0837,3510000,702,702,4031.23,-55028.09375,4111.03,44.1827
19.4101,3515000,703,703,4063.77,-54974.94140625,4161.66,44.2416
18.0504,3520000,704,704,4007.08,-54405.6328125,4107.79,44.0856
18.1621,3525000,705,705,4114.03,-54487.83203125,4137.25,43.6367
17.781,3530000,706,706,4128.56,-55004.859375,4155.32,43.6139
17.7256,3535000,707,707,4117.48,-54679.01953125,4087.99,43.7623
17.0691,3540000,708,708,4042.71,-55933.8828125,4062.36,44.1592
17.6282,3545000,709,709,4092.24,-55814.37109375,4121.73,43.6644
17.4149,3550000,710,710,4113.56,-55341.36328125,4104.7,43.9106
17.6878,3555000,711,711,4096.88,-56204.328125,4100.03,44.0431
17.4086,3560000,712,712,4121.2,-55486.96875,4129.08,43.7362
17.4132,3565000,713,713,4132.94,-55464.4140625,4140.59,43.8543
17.7666,3570000,714,714,4211.25,-56008.76171875,4180.24,43.9017
17.0214,3575000,715,715,4120.57,-55753.86328125,4125.49,43.9862
17.6858,3580000,716,716,4155.66,-55648.87890625,4129.08,43.935
17.8978,3585000,717,717,4151.17,-57160.8046875,4141.22,44.2537
17.3337,3590000,718,718,4199.22,-55513.71484375,4143.49,43.9158
17.6685,3595000,719,719,4152.54,-56188.421875,4135.05,43.9118
17.9637,3600000,720,720,4154.72,-56925.3125,4170.4,44.0306
17.5219,3605000,721,721,4214.04,-55834.16796875,4160.83,43.5999
17.8788,3610000,722,722,4183.43,-55972.73046875,4173.62,43.8179
17.9755,3615000,723,723,4195.24,-56962.9921875,4143.77,43.9591
17.8892,3620000,724,724,4171.67,-57165.640625,4154.2,44.2802
18.4374,3625000,725,725,4205.08,-57393.671875,4156.61,44.2365
18.1836,3630000,726,726,4168.59,-57619.2421875,4152.64,44.2567
17.6338,3635000,727,727,4181.46,-56370.15625,4162.49,44.0093
16.8298,3640000,728,728,4037.5,-57168.85546875,3991.53,44.3206
20.1834,3645000,729,729,4256.75,-56183.64453125,4245.14,44.6541
18.5986,3650000,730,730,4209.53,-55859.9609375,4205.72,43.6708
20.7507,3655000,731,731,4290.44,-56968.15234375,4309.65,44.0667
17.7371,3660000,732,732,4221.53,-55535.16796875,4237.43,43.6319
19.8603,3665000,733,733,4090.35,-58238.109375,4074.56,44.5812
18.6024,3670000,734,734,4236.14,-56107.80859375,4221.5,43.9251
19.8104,3675000,735,735,4221.51,-56796.87109375,4247.23,44.1927
18.9721,3680000,736,736,4191.04,-55337.05078125,4195.22,43.8415
18.2077,3685000,737,737,4125.26,-53520.1953125,4107.22,43.8932
19.0656,3690000,738,738,4078.5,-55133.60546875,3968.44,43.7378
19.3034,3695000,739,739,4159.99,-57228.55859375,4150.02,44.3082
19.7452,3700000,740,740,4193.74,-56733.4609375,4171.74,43.8675
19.1282,3705000,741,741,3996.68,-56508.2265625,4115.27,44.2943
19.8033,3710000,742,742,4146.83,-58395.1953125,4151.71,44.399
18.921,3715000,743,743,4098.12,-57851.96484375,4092.27,44.1142
18.6747,3720000,744,744,4170.07,-58303.1875,4164.2,44.2554
19.3155,3725000,745,745,4121.4,-58717.7265625,4110.54,44.2751
18.9545,3730000,746,746,4087.68,-58899.984375,4096.16,44.2348
17.2614,3735000,747,747,3560.47,-49754.94140625,1257.35,45.6963
23.3207,3740000,748,748,940.89,-48032.55078125,767.57,47.3204
19.5575,3745000,749,749,11.3,-46841.9140625,211.27,47.1667
19.2296,3750000,750,750,4176.5,-57239.53125,4172.56,44.0305
19.0164,3755000,751,751,4125.97,-57803.76171875,4143.56,44.095
18.8132,3760000,752,752,4180.85,-57124.30859375,4207.11,43.6502
18.7398,3765000,753,753,4232.03,-57158.53515625,4235.18,43.7861
18.7046,3770000,754,754,4193.76,-57033.32421875,4244.24,43.6741
18.6403,3775000,755,755,4088.99,-56603.20703125,4224.95,43.9114
18.8287,3780000,756,756,4177.81,-58708.52734375,4205.34,43.8423
18.5813,3785000,757,757,4147.92,-58119.5859375,4178.35,43.9717
18.7942,3790000,758,758,4211.58,-57364.93359375,4221.92,44.0204
19.0001,3795000,759,759,4157.39,-58456.89453125,4187.95,44.1093
18.0863,3800000,760,760,4208.45,-57979.828125,4225.6,43.7179
18.4084,3805000,761,761,4213.09,-58083.9140625,4210.91,43.7712
18.0443,3810000,762,762,4218.67,-58274.8515625,4199.51,43.4954
18.0877,3815000,763,763,4205.2,-58335.35546875,4214.99,43.9641
17.9268,3820000,764,764,4265.74,-58465.85546875,4271.17,43.6831
18.1492,3825000,765,765,4217.18,-58203.87890625,4210.8,43.7623
17.5637,3830000,766,766,4206.14,-57247.2734375,4159.66,43.9872
17.9045,3835000,767,767,4220.26,-58525.22265625,4172.76,43.6502
17.6831,3840000,768,768,4236.96,-57963.1484375,4230.13,43.5977
18.4887,3845000,769,769,4256.53,-57927.94921875,4241.8,43.7505
18.2879,3850000,770,770,4265.04,-57842.94921875,4239.99,43.8565
17.5081,3855000,771,771,4275.58,-58029.6328125,4281.17,43.7771
18.5677,3860000,772,772,4271.55,-58718.4921875,4176.44,43.8669
18.119,3865000,773,773,4238.39,-58984.84375,4240.93,43.8866
17.9025,3870000,774,774,4203.54,-58204.03515625,4229.12,43.617
17.9819,3875000,775,775,4249.28,-58218.30859375,4234.05,43.5015
18.1019,3880000,776,776,4243.4,-57967.82421875,4251.42,43.5998
18.0341,3885000,777,777,4232.36,-58238.78125,4241.0,43.7483
17.4986,3890000,778,778,4198.06,-57729.92578125,4204.12,43.6776
