Running Forward KL,Running Env Steps,Itration,Real Sto Return,Running Update Time,Reward Loss,Real Det Return,Running Reverse KL
40.0871,1930000,386,4001.5,386,-12725.556640625,3133.05,16.5799
40.6729,1935000,387,3827.68,387,-13400.30859375,4265.6,17.0451
40.7334,1940000,388,3254.8,388,-14992.9541015625,3159.35,20.7721
40.5794,1945000,389,3898.48,389,-14181.9560546875,4008.68,15.8324
39.7518,1950000,390,4001.25,390,-14195.318359375,4180.89,14.4613
39.6955,1955000,391,4171.85,391,-12473.6259765625,4408.42,16.0148
39.7025,1960000,392,3665.26,392,-14938.7177734375,4341.64,17.0816
39.4308,1965000,393,3800.16,393,-14812.1748046875,3830.13,17.9911
39.1348,1970000,394,4208.22,394,-13762.1943359375,4109.85,15.9757
40.655,1975000,395,3321.46,395,-15829.1748046875,3654.9,23.0616
40.7695,1980000,396,3070.9,396,-16125.703125,3545.75,16.0821
39.454,1985000,397,4145.6,397,-13150.384765625,4314.14,17.2878
39.8051,1990000,398,3645.98,398,-14724.46484375,3996.09,19.5478
42.2607,1995000,399,1547.87,399,-22582.638671875,513.61,25.453
39.7769,2000000,400,3499.22,400,-14005.740234375,4083.62,19.34
39.4279,2005000,401,3826.72,401,-15145.9482421875,4203.81,16.5426
39.5423,2010000,402,2790.74,402,-17919.9453125,2432.22,18.8907
39.7715,2015000,403,4126.37,403,-16129.7470703125,3776.22,14.7298
39.3217,2020000,404,4059.46,404,-13829.013671875,4176.01,14.538
38.4401,2025000,405,4058.29,405,-14983.96484375,4299.74,16.6256
38.2485,2030000,406,4277.56,406,-13589.5263671875,4409.63,15.6559
38.9628,2035000,407,3666.46,407,-15806.0009765625,4343.8,16.0754
41.4918,2040000,408,4073.03,408,-18238.15234375,4250.67,19.0529
38.3556,2045000,409,4198.19,409,-13169.162109375,4549.28,15.9106
40.1815,2050000,410,3905.28,410,-17764.318359375,4163.94,17.6333
38.8557,2055000,411,2836.33,411,-17136.283203125,4618.61,17.6827
38.7938,2060000,412,3342.53,412,-17883.5625,3780.9,19.9619
37.9547,2065000,413,3439.63,413,-16651.998046875,2780.42,17.8557
38.9929,2070000,414,3450.34,414,-18556.197265625,4495.67,22.1048
54.4322,2075000,415,-2.84,415,-25971.50390625,-3.97,83.8653
52.0135,2080000,416,-8.4,416,-23052.05859375,-9.44,19.0687
39.2131,2085000,417,1089.67,417,-18641.2421875,0.47,26.2309
37.6437,2090000,418,4005.07,418,-15709.3525390625,4242.57,15.1208
37.8689,2095000,419,4064.8,419,-16203.4462890625,4173.45,14.1866
36.2441,2100000,420,4114.6,420,-14123.708984375,4444.99,15.2297
36.1716,2105000,421,4211.74,421,-13356.2255859375,4337.06,15.3818
37.1679,2110000,422,4300.07,422,-14634.5380859375,4396.75,16.1778
37.4353,2115000,423,4205.83,423,-15079.720703125,4333.32,15.6277
38.1347,2120000,424,2971.35,424,-16481.771484375,4488.22,16.5255
37.3631,2125000,425,4009.98,425,-14596.970703125,4445.43,14.5311
37.4327,2130000,426,4341.59,426,-15405.22265625,4395.95,15.1339
37.0278,2135000,427,4302.93,427,-14843.8818359375,4421.32,13.4078
38.2513,2140000,428,4280.98,428,-15510.7119140625,4401.27,15.1113
38.659,2145000,429,4166.73,429,-17095.396484375,4195.28,13.954
40.2248,2150000,430,3688.96,430,-18500.64453125,4279.36,18.1925
49.6793,2155000,431,332.86,431,-31596.115234375,307.3,46.2547
55.3564,2160000,432,6.79,432,-28078.978515625,7.32,30.0427
54.8975,2165000,433,567.24,433,-28466.74609375,22.36,30.6013
43.7732,2170000,434,3430.45,434,-19723.490234375,3413.49,22.5384
44.259,2175000,435,1879.43,435,-25160.794921875,1184.97,43.599
43.9603,2180000,436,2955.41,436,-20515.80859375,2730.88,32.5773
43.4375,2185000,437,2146.4,437,-21997.0625,3653.57,37.3636
42.7396,2190000,438,3335.47,438,-19161.373046875,3511.71,27.1212
41.554,2195000,439,3655.84,439,-15120.3984375,3826.6,22.508
42.7856,2200000,440,2457.52,440,-19748.703125,1648.35,32.5398
40.3692,2205000,441,4026.86,441,-15713.48046875,4085.8,17.8327
43.7899,2210000,442,1322.26,442,-26292.16015625,1439.76,51.7806
40.0245,2215000,443,1699.57,443,-20937.712890625,1284.97,28.5985
44.7914,2220000,444,686.26,444,-27478.5625,600.47,28.338
44.4801,2225000,445,1533.43,445,-27700.755859375,408.39,42.6855
42.0169,2230000,446,2984.51,446,-22950.9296875,2503.33,32.5616
53.4683,2235000,447,367.33,447,-31187.474609375,496.76,45.2935
55.5511,2240000,448,882.31,448,-30525.189453125,966.16,47.1999
55.4321,2245000,449,496.82,449,-28732.80859375,552.66,51.2765
48.7982,2250000,450,359.21,450,-28370.095703125,370.73,70.1011
52.8845,2255000,451,203.13,451,-30759.158203125,198.85,88.6717
50.5156,2260000,452,288.41,452,-33265.0078125,282.81,82.1526
54.1353,2265000,453,195.42,453,-34586.30078125,194.38,138.0115
50.8645,2270000,454,248.76,454,-33369.15234375,247.71,37.9111
50.9973,2275000,455,290.22,455,-31476.537109375,279.22,57.4232
45.6277,2280000,456,1007.81,456,-29070.892578125,1033.53,69.1402
53.4788,2285000,457,992.68,457,-31844.90625,1017.92,63.6221
43.0242,2290000,458,1304.97,458,-27053.35546875,1223.52,32.635
57.76,2295000,459,1031.74,459,-32655.84765625,1031.99,67.539
41.1796,2300000,460,1362.87,460,-25291.52734375,378.59,36.4878
40.2225,2305000,461,2434.67,461,-25540.09375,369.35,32.504
41.8137,2310000,462,1852.33,462,-20060.58984375,2173.84,21.0264
51.843,2315000,463,0.68,463,-33244.5859375,0.65,29.4481
44.606,2320000,464,426.5,464,-34761.99609375,27.71,60.0885
42.7284,2325000,465,1319.42,465,-28509.7421875,-3.0,52.0575
40.9742,2330000,466,3781.63,466,-18410.119140625,3562.54,20.0819
40.2364,2335000,467,3757.73,467,-16633.248046875,3699.2,18.4441
41.782,2340000,468,3594.65,468,-17288.2109375,3607.96,19.6615
42.0856,2345000,469,3482.6,469,-17806.203125,3600.31,18.7489
41.7829,2350000,470,3320.15,470,-19038.130859375,3417.8,19.141
40.8921,2355000,471,3619.24,471,-17675.654296875,3678.06,15.9963
41.9432,2360000,472,3492.39,472,-19385.41015625,3547.51,15.4104
41.3351,2365000,473,3473.45,473,-17595.443359375,3657.79,15.1575
40.7751,2370000,474,3727.53,474,-16895.228515625,3700.72,14.0788
41.5456,2375000,475,3598.17,475,-18113.876953125,3585.36,14.2382
41.1035,2380000,476,3478.75,476,-17337.572265625,3710.69,13.3161
38.7982,2385000,477,3912.77,477,-16279.537109375,3950.56,11.9097
39.2767,2390000,478,3944.87,478,-16484.603515625,3912.91,13.2375
37.0421,2395000,479,4263.05,479,-14532.388671875,4222.57,14.3682
39.9121,2400000,480,3982.62,480,-16750.44140625,3919.93,14.8855
40.8763,2405000,481,3854.37,481,-17012.283203125,3902.85,14.4573
40.8776,2410000,482,3829.25,482,-16648.580078125,3841.48,15.401
39.6093,2415000,483,4009.57,483,-14754.53515625,4135.67,16.3532
39.7737,2420000,484,3964.35,484,-15756.328125,4051.87,17.1423
40.3046,2425000,485,3948.65,485,-15987.8212890625,4126.58,16.5686
40.227,2430000,486,4107.12,486,-15625.9833984375,4247.93,16.5086
40.4221,2435000,487,4148.43,487,-14957.841796875,4312.35,16.3346
39.5818,2440000,488,4298.81,488,-14378.0166015625,4466.46,16.5647
39.5344,2445000,489,4295.79,489,-15098.6474609375,4340.31,15.5076
40.1945,2450000,490,4150.22,490,-15728.173828125,4272.32,14.5229
40.2646,2455000,491,4079.68,491,-16314.5458984375,4130.41,15.9235
40.0847,2460000,492,4119.81,492,-15612.375,4151.75,15.9726
39.8597,2465000,493,4124.14,493,-15462.255859375,4194.95,16.0035
39.9775,2470000,494,4144.41,494,-15900.0859375,4198.06,15.6688
39.8249,2475000,495,4160.97,495,-15413.4287109375,4195.83,15.8282
39.6511,2480000,496,4211.55,496,-15614.107421875,4271.37,15.1562
40.0903,2485000,497,4167.0,497,-16169.33203125,4223.01,14.5592
40.0433,2490000,498,4179.73,498,-16057.2861328125,4234.98,14.4351
39.4311,2495000,499,4237.41,499,-15241.80078125,4310.77,14.397
39.3548,2500000,500,4313.53,500,-15801.7744140625,4422.73,14.2502
39.4366,2505000,501,4236.53,501,-15575.72265625,4315.69,13.8235
39.1839,2510000,502,4279.12,502,-15362.32421875,4352.39,13.9588
38.9559,2515000,503,4327.81,503,-14844.4912109375,4361.19,14.2173
39.8354,2520000,504,4336.55,504,-15066.603515625,4482.52,15.0311
39.2172,2525000,505,4457.54,505,-14152.2353515625,4599.5,15.0147
39.2928,2530000,506,4442.66,506,-13947.6357421875,4531.62,15.9831
39.7535,2535000,507,4381.16,507,-14174.5634765625,4425.51,16.8095
39.4759,2540000,508,4472.03,508,-14290.615234375,4537.29,16.9993
39.6782,2545000,509,4326.1,509,-14457.328125,4412.49,16.3157
40.0559,2550000,510,4363.9,510,-14951.6416015625,4406.48,17.0946
39.1176,2555000,511,4411.1,511,-14360.5693359375,4472.5,15.4996
38.728,2560000,512,4435.49,512,-14734.9208984375,4455.88,15.456
39.1509,2565000,513,4416.26,513,-15400.685546875,4461.09,14.8697
38.2908,2570000,514,4515.81,514,-15073.9970703125,4567.21,15.5355
38.8583,2575000,515,4432.32,515,-15187.9384765625,4490.61,16.0113
38.9213,2580000,516,4340.79,516,-15329.017578125,4441.54,15.904
38.4271,2585000,517,4435.27,517,-14526.23046875,4493.78,15.1939
38.8326,2590000,518,4442.43,518,-14202.6328125,4518.71,16.0988
38.6924,2595000,519,4436.81,519,-14495.326171875,4505.64,15.6278
38.7557,2600000,520,4439.86,520,-14442.0458984375,4562.55,15.6753
38.6115,2605000,521,4396.98,521,-14571.7578125,4492.36,15.6519
39.1757,2610000,522,4376.0,522,-14672.6845703125,4504.69,15.7427
39.2687,2615000,523,4405.59,523,-14220.57421875,4484.99,14.826
37.9347,2620000,524,4482.61,524,-13448.3203125,4502.01,15.8343
38.4884,2625000,525,4427.41,525,-16158.765625,4492.41,17.5204
38.3339,2630000,526,4453.21,526,-14586.546875,4493.01,15.5862
38.1567,2635000,527,4472.27,527,-14533.994140625,4529.04,14.9376
38.636,2640000,528,4376.09,528,-15332.1123046875,4459.14,13.7169
38.5494,2645000,529,4284.8,529,-14930.072265625,4571.47,14.7971
38.2299,2650000,530,4508.17,530,-14020.73828125,4588.31,14.9759
37.9558,2655000,531,4521.85,531,-14016.037109375,4603.99,14.0552
37.2167,2660000,532,4544.29,532,-14083.7861328125,4572.37,13.5589
37.1883,2665000,533,4532.24,533,-13677.0126953125,4523.4,13.3802
38.0581,2670000,534,4477.97,534,-14948.271484375,4567.2,13.5924
36.5621,2675000,535,4566.05,535,-14059.7119140625,4671.61,13.056
37.259,2680000,536,4349.82,536,-13670.0166015625,4541.8,13.4736
36.4481,2685000,537,4201.66,537,-13958.755859375,4648.49,12.1881
35.8568,2690000,538,4614.34,538,-13123.912109375,4698.15,12.7121
50.8253,2695000,539,482.96,539,-31410.337890625,531.4,59.9786
49.174,2700000,540,428.14,540,-30436.82421875,455.74,25.412
47.774,2705000,541,329.45,541,-31300.609375,288.05,62.6537
43.8161,2710000,542,2634.96,542,-25545.41796875,2431.13,28.1889
43.6351,2715000,543,3994.76,543,-17329.490234375,4001.4,25.0483
42.1396,2720000,544,3925.4,544,-17607.203125,3932.28,21.7476
41.637,2725000,545,3778.81,545,-18859.90625,3780.49,19.4784
41.548,2730000,546,3957.04,546,-18523.56640625,4002.59,20.2539
41.0395,2735000,547,4049.76,547,-17404.076171875,4111.21,19.7001
39.3769,2740000,548,4228.34,548,-16198.916015625,4281.65,17.9657
39.6927,2745000,549,4263.21,549,-16705.3125,4299.99,17.8259
40.1058,2750000,550,4271.51,550,-16291.775390625,4315.2,18.1147
40.2763,2755000,551,4286.76,551,-16875.84375,4315.89,18.4197
39.41,2760000,552,4316.59,552,-16396.79296875,4325.74,17.156
38.9026,2765000,553,4341.03,553,-15957.8701171875,4345.11,16.7114
39.6168,2770000,554,4310.21,554,-16766.515625,4346.53,15.7175
38.8599,2775000,555,4427.58,555,-15224.8193359375,4468.66,15.4518
38.6035,2780000,556,4401.11,556,-15455.1474609375,4446.06,14.2056
39.2654,2785000,557,4253.07,557,-16009.1103515625,4427.73,14.6827
39.3719,2790000,558,4328.18,558,-16685.466796875,4353.96,14.5134
39.0424,2795000,559,4359.8,559,-16196.244140625,4402.96,14.2951
39.1222,2800000,560,4330.03,560,-17732.728515625,4306.53,14.6562
37.496,2805000,561,4416.2,561,-15019.25,4661.65,14.6167
37.6482,2810000,562,4554.17,562,-15279.4453125,4545.41,14.6641
37.149,2815000,563,4570.46,563,-14800.900390625,4545.21,14.7313
37.4319,2820000,564,4353.7,564,-15662.828125,4640.72,14.8419
37.6212,2825000,565,4560.3,565,-15438.8818359375,4802.0,15.5317
37.8621,2830000,566,4559.99,566,-15139.9052734375,4574.27,16.3578
36.8398,2835000,567,4456.27,567,-14476.3740234375,4372.1,14.4297
37.0027,2840000,568,4484.02,568,-14584.5732421875,4664.12,14.0377
37.8128,2845000,569,4534.35,569,-15255.9677734375,4735.34,15.4894
37.7826,2850000,570,4511.19,570,-14975.7763671875,4511.38,15.791
38.4089,2855000,571,4471.53,571,-15352.615234375,4672.54,16.4288
37.608,2860000,572,4450.86,572,-15364.3154296875,4715.48,15.6679
37.8984,2865000,573,4517.03,573,-15576.6162109375,4770.05,15.8775
37.7035,2870000,574,4459.91,574,-15703.5244140625,4669.67,15.3834
37.3592,2875000,575,4557.12,575,-15007.6005859375,4763.42,15.8035
38.5848,2880000,576,4427.48,576,-15844.5322265625,4463.27,17.4698
37.6654,2885000,577,4390.2,577,-15547.3095703125,4376.98,16.0757
38.9305,2890000,578,4376.15,578,-16061.87890625,4382.46,16.9541
38.3618,2895000,579,4374.55,579,-16583.3359375,4560.77,16.2162
39.563,2900000,580,4280.52,580,-17757.09375,4450.38,16.2361
38.3031,2905000,581,4287.64,581,-17499.259765625,4356.24,14.9908
38.5289,2910000,582,4307.45,582,-17278.052734375,4342.92,14.8845
38.1754,2915000,583,4375.07,583,-17410.876953125,4463.42,15.0187
38.2268,2920000,584,4400.83,584,-17222.876953125,4529.65,15.412
37.9512,2925000,585,4499.64,585,-16172.4287109375,4599.75,14.9881
37.0011,2930000,586,4520.68,586,-15954.978515625,4536.29,14.3264
37.7849,2935000,587,4537.68,587,-16452.0625,4553.0,15.5294
38.1393,2940000,588,4497.75,588,-16813.04296875,4549.1,15.6935
38.3431,2945000,589,4497.57,589,-16402.814453125,4578.91,15.005
37.9588,2950000,590,4508.99,590,-16722.892578125,4513.92,14.6712
38.3539,2955000,591,4472.49,591,-17338.998046875,4513.95,14.3939
38.5739,2960000,592,4479.91,592,-17581.466796875,4573.84,15.4804
38.0959,2965000,593,4475.66,593,-17432.90625,4587.26,15.4717
38.3313,2970000,594,4513.58,594,-17100.650390625,4462.24,15.4979
37.7575,2975000,595,4321.61,595,-16534.052734375,4599.98,15.8764
38.4752,2980000,596,4524.2,596,-16953.671875,4608.95,15.8632
38.2442,2985000,597,4535.95,597,-16707.8203125,4620.95,16.0177
37.4803,2990000,598,4541.55,598,-16128.7734375,4619.77,15.1397
37.7761,2995000,599,4567.82,599,-16501.328125,4602.52,15.6585
37.9567,3000000,600,4574.95,600,-16508.216796875,4608.45,15.7603
38.7191,3005000,601,4512.65,601,-16805.42578125,4574.47,16.3579
38.4644,3010000,602,4501.91,602,-16524.248046875,4576.91,15.9972
38.4886,3015000,603,4564.34,603,-16238.5263671875,4669.57,16.5267
38.8002,3020000,604,4494.63,604,-16538.416015625,4595.21,15.9544
38.0268,3025000,605,4511.12,605,-16868.69921875,4573.49,14.8431
37.401,3030000,606,4545.42,606,-16216.6669921875,4580.83,14.3866
37.1785,3035000,607,4541.24,607,-16971.716796875,4740.23,14.0222
37.1953,3040000,608,4398.53,608,-16764.23828125,4764.16,13.3946
36.7932,3045000,609,4561.5,609,-16513.20703125,4660.4,13.7651
37.6678,3050000,610,4455.52,610,-16516.46484375,4734.14,13.9345
37.4555,3055000,611,4513.24,611,-16883.23828125,4572.42,14.8167
38.0162,3060000,612,4521.0,612,-16790.630859375,4673.64,14.711
37.885,3065000,613,4512.8,613,-16774.60546875,4656.22,14.0513
38.1207,3070000,614,4537.96,614,-16525.869140625,4608.39,15.1502
38.9221,3075000,615,4480.97,615,-17188.771484375,4558.02,16.3298
38.4278,3080000,616,4450.18,616,-17076.96875,4592.78,15.5638
39.7329,3085000,617,4387.16,617,-17156.80859375,4491.24,16.574
38.8497,3090000,618,4408.69,618,-17116.46875,4500.7,15.794
39.0957,3095000,619,4419.96,619,-17274.759765625,4469.28,16.4019
38.7893,3100000,620,4416.75,620,-17128.921875,4542.67,15.8295
38.057,3105000,621,4483.44,621,-17299.361328125,4564.47,15.0144
38.2546,3110000,622,4545.15,622,-17013.65625,4624.18,15.614
37.6529,3115000,623,4509.86,623,-18810.005859375,4758.83,14.838
37.8953,3120000,624,4552.98,624,-18481.419921875,4790.85,14.7804
37.3693,3125000,625,4588.29,625,-16864.37109375,4713.02,15.1777
38.3615,3130000,626,4494.35,626,-17233.7890625,4442.77,14.9774
37.992,3135000,627,4566.13,627,-16934.478515625,4668.75,15.5728
38.6196,3140000,628,4533.9,628,-17079.859375,4192.35,15.5651
38.4405,3145000,629,4520.71,629,-17658.099609375,4668.45,15.271
38.6999,3150000,630,4502.01,630,-17460.37109375,4521.13,15.1679
38.7465,3155000,631,4516.09,631,-17446.09765625,4564.54,15.2436
39.2907,3160000,632,4480.8,632,-17681.06640625,4450.17,15.817
38.7441,3165000,633,4489.57,633,-17952.896484375,4458.15,15.5386
38.0205,3170000,634,4476.3,634,-17993.27734375,4525.46,15.0955
38.1641,3175000,635,4501.53,635,-17658.7265625,4564.39,15.6779
37.6499,3180000,636,4458.09,636,-17834.0859375,4523.72,13.947
38.2794,3185000,637,4470.84,637,-17628.396484375,4529.27,14.5862
37.935,3190000,638,4522.25,638,-17735.181640625,4618.51,14.3782
37.2878,3195000,639,4560.31,639,-17042.259765625,4628.83,14.2998
37.619,3200000,640,4592.96,640,-17422.482421875,4690.88,14.2137
37.2189,3205000,641,4599.49,641,-16643.0703125,4672.76,13.5378
38.4166,3210000,642,4628.87,642,-17197.4296875,4664.86,14.6192
38.8754,3215000,643,4599.16,643,-17692.986328125,4673.56,15.4567
38.2967,3220000,644,4456.06,644,-17643.0390625,4503.18,14.0047
38.2607,3225000,645,4463.41,645,-18559.96484375,4648.24,12.8812
38.6373,3230000,646,4466.61,646,-18652.44140625,4590.85,14.7915
39.8654,3235000,647,4345.61,647,-18997.5,4415.3,15.5414
38.574,3240000,648,4414.95,648,-18197.3125,4369.94,15.9403
38.6258,3245000,649,3948.53,649,-19665.677734375,4079.21,15.4732
45.6302,3250000,650,1224.05,650,-28476.576171875,1765.34,62.7249
38.3991,3255000,651,3314.41,651,-19537.912109375,2429.17,28.0556
39.7872,3260000,652,4096.15,652,-19652.05078125,4148.98,16.2
39.7631,3265000,653,4338.98,653,-19026.818359375,4443.69,17.2659
38.3713,3270000,654,4315.31,654,-19059.349609375,4601.43,16.5273
39.1281,3275000,655,4065.72,655,-20480.0234375,4555.1,14.5336
38.3964,3280000,656,4494.78,656,-20161.681640625,4752.29,15.5212
38.5212,3285000,657,4393.51,657,-18374.4609375,4780.13,15.0348
38.7663,3290000,658,4564.04,658,-18425.40234375,4653.87,15.7747
38.803,3295000,659,4578.76,659,-19926.986328125,4687.04,17.3732
38.8185,3300000,660,4640.27,660,-19673.3671875,4725.03,17.9844
38.916,3305000,661,4636.4,661,-17851.376953125,4719.0,17.1957
39.0447,3310000,662,4616.26,662,-17336.560546875,4757.19,16.4971
38.8103,3315000,663,4429.77,663,-18277.0546875,4168.7,15.3906
40.052,3320000,664,4409.93,664,-17972.478515625,4603.56,17.3694
39.3728,3325000,665,4581.96,665,-17693.080078125,4659.97,17.0242
38.9775,3330000,666,4594.2,666,-17945.890625,4646.77,15.9446
38.3001,3335000,667,4502.32,667,-19180.55078125,4558.37,15.457
44.9483,3340000,668,-5.67,668,-33457.984375,-5.61,51.8721
37.8833,3345000,669,4335.37,669,-18475.693359375,4608.17,16.6965
38.1552,3350000,670,4507.33,670,-18567.580078125,4636.86,16.9516
38.3866,3355000,671,4561.77,671,-19507.15234375,4582.05,17.3861
38.0096,3360000,672,4526.03,672,-19279.5390625,4606.77,18.2776
38.1239,3365000,673,4511.13,673,-19095.27734375,4481.71,16.2727
37.8847,3370000,674,4552.73,674,-19668.771484375,4688.93,16.6114
38.8327,3375000,675,4677.0,675,-20544.357421875,4738.36,16.0355
38.136,3380000,676,4248.43,676,-19882.87109375,4818.85,15.2188
37.5818,3385000,677,4113.76,677,-21330.52734375,4769.48,16.5377
38.3357,3390000,678,3203.93,678,-24409.05078125,3102.59,18.1412
39.2878,3395000,679,3611.38,679,-26768.69921875,4696.82,22.7052
36.9262,3400000,680,4680.51,680,-17180.388671875,4854.61,15.2417
36.6199,3405000,681,4760.06,681,-18207.224609375,4845.71,13.9226
37.2735,3410000,682,4890.83,682,-16993.45703125,4981.27,14.7713
36.9115,3415000,683,4357.28,683,-20304.275390625,4701.22,14.6867
36.3488,3420000,684,4698.0,684,-18101.373046875,5039.5,14.7467
36.7609,3425000,685,4871.35,685,-19775.466796875,4876.77,14.5888
37.0787,3430000,686,4554.99,686,-19919.50390625,4325.69,14.0412
37.5546,3435000,687,4415.94,687,-20621.892578125,4695.51,14.8607
36.9525,3440000,688,3795.83,688,-20155.0703125,4767.72,13.6509
36.2058,3445000,689,4315.81,689,-18682.3515625,4715.03,12.7701
36.869,3450000,690,4543.18,690,-20657.947265625,4765.87,13.4574
37.641,3455000,691,4433.63,691,-21013.251953125,4842.95,13.1483
37.0765,3460000,692,4435.99,692,-19932.19140625,4888.07,13.6574
36.7548,3465000,693,4367.39,693,-20852.662109375,4038.3,13.3168
36.4004,3470000,694,4721.6,694,-18695.47265625,4861.32,13.3216
36.3065,3475000,695,4662.87,695,-18763.408203125,4760.28,12.8624
37.0724,3480000,696,4617.31,696,-20129.08984375,4631.86,13.1894
36.3468,3485000,697,4658.49,697,-18290.177734375,4316.66,13.2389
36.4373,3490000,698,4586.03,698,-18847.810546875,4661.2,12.9456
36.413,3495000,699,4557.7,699,-19483.65234375,4666.68,12.3501
36.2873,3500000,700,4547.14,700,-19509.201171875,4573.99,11.7157
36.6031,3505000,701,4564.91,701,-19261.822265625,4636.71,12.096
36.3902,3510000,702,4627.43,702,-19217.88671875,4742.74,12.5406
36.8551,3515000,703,4576.74,703,-19645.015625,4673.17,12.9655
36.7141,3520000,704,4465.46,704,-19198.97265625,4699.35,12.9962
36.5703,3525000,705,4574.98,705,-19284.919921875,4654.03,13.0293
36.1534,3530000,706,4644.72,706,-19103.02734375,4379.78,12.7035
35.8641,3535000,707,4593.31,707,-19676.54296875,4740.56,12.3728
35.9499,3540000,708,4598.91,708,-19921.591796875,4516.62,12.7608
36.6297,3545000,709,4664.94,709,-19836.05078125,4758.65,12.9739
35.854,3550000,710,4655.99,710,-19792.9609375,4831.83,12.9146
36.6509,3555000,711,4690.1,711,-20529.2109375,4786.25,13.5563
40.6141,3560000,712,2258.99,712,-29379.693359375,3531.01,20.5997
36.0294,3565000,713,4698.72,713,-20535.357421875,4785.61,14.2307
36.5983,3570000,714,4770.05,714,-17638.7890625,4844.92,14.8039
36.6009,3575000,715,4828.33,715,-17953.197265625,4902.91,15.075
36.0748,3580000,716,4759.23,716,-18669.818359375,4884.43,14.4912
36.0175,3585000,717,4830.95,717,-17990.677734375,5003.05,13.7239
35.1189,3590000,718,4700.49,718,-18609.060546875,4748.41,13.2756
35.7312,3595000,719,4710.42,719,-18164.955078125,4854.81,14.0567
35.8742,3600000,720,4724.25,720,-17989.95703125,4806.46,13.8647
35.9594,3605000,721,4738.25,721,-18221.267578125,4790.2,13.9229
36.3926,3610000,722,4795.95,722,-18370.994140625,4875.59,14.7478
35.8348,3615000,723,4771.89,723,-18329.240234375,4856.98,14.6282
36.2197,3620000,724,4749.09,724,-18471.4296875,4863.6,14.077
38.6483,3625000,725,4661.19,725,-20415.10546875,4712.84,16.9074
37.7493,3630000,726,4667.14,726,-19697.6875,4669.05,15.3067
35.2751,3635000,727,4730.25,727,-17871.576171875,4851.58,14.0309
35.1499,3640000,728,4849.72,728,-17723.396484375,4819.62,14.3841
35.4381,3645000,729,4764.49,729,-18614.15625,4826.56,13.6238
35.443,3650000,730,4722.7,730,-18668.6796875,4738.04,14.504
35.4542,3655000,731,4708.28,731,-19211.68359375,4839.81,13.9758
36.1512,3660000,732,4675.28,732,-20454.01953125,4849.64,14.6452
35.8401,3665000,733,4645.02,733,-18788.9375,4681.89,12.8832
36.0948,3670000,734,4595.87,734,-19279.845703125,4565.12,12.9105
35.676,3675000,735,4611.67,735,-19007.861328125,4581.98,13.1454
35.7784,3680000,736,4638.06,736,-18694.408203125,4560.19,13.2939
35.2712,3685000,737,4461.82,737,-17411.7890625,4257.98,12.689
36.203,3690000,738,4601.29,738,-19350.423828125,4630.74,13.6753
34.6003,3695000,739,4719.49,739,-16575.556640625,4824.48,12.4635
35.2855,3700000,740,4692.1,740,-18616.19140625,4682.9,13.7294
35.556,3705000,741,4593.31,741,-18707.451171875,4670.31,12.9964
35.2332,3710000,742,4578.34,742,-16946.982421875,4710.14,12.3387
35.5576,3715000,743,4644.67,743,-19219.7578125,4716.36,13.0604
34.7182,3720000,744,4857.96,744,-18827.9453125,4902.51,13.9595
34.8029,3725000,745,4712.17,745,-19792.669921875,4663.1,12.9124
35.0444,3730000,746,4738.28,746,-19367.734375,4820.26,13.1655
35.7147,3735000,747,4743.63,747,-19690.283203125,4893.72,12.9937
35.7829,3740000,748,4668.23,748,-20582.306640625,4741.65,12.6147
36.0366,3745000,749,4699.12,749,-20653.5234375,4837.04,13.0906
36.0103,3750000,750,4525.61,750,-20045.8203125,4890.18,13.1404
36.0749,3755000,751,4701.99,751,-20625.93359375,4798.33,13.7071
36.0778,3760000,752,4118.68,752,-20804.255859375,4761.92,13.9462
35.7131,3765000,753,4762.16,753,-19912.552734375,4772.4,14.0348
36.0527,3770000,754,4794.14,754,-20886.140625,4816.26,14.6692
36.1064,3775000,755,4772.06,755,-21321.263671875,4804.49,14.6207
36.3005,3780000,756,4770.31,756,-21277.49609375,4773.25,14.25
37.2409,3785000,757,4618.91,757,-22148.96875,4707.67,13.9428
37.2837,3790000,758,4662.75,758,-22282.494140625,4726.44,14.2101
36.8005,3795000,759,4487.32,759,-22815.85546875,4725.1,15.4156
37.0622,3800000,760,4435.1,760,-21792.638671875,4708.27,14.125
36.2117,3805000,761,4665.43,761,-21554.68359375,4725.07,13.8627
36.8798,3810000,762,4662.07,762,-22691.998046875,4705.17,16.8638
36.5267,3815000,763,4014.85,763,-21496.767578125,4489.11,13.994
36.8513,3820000,764,4511.47,764,-22537.814453125,4710.66,14.1872
37.6444,3825000,765,4663.88,765,-23947.50390625,4690.48,15.1438
37.3301,3830000,766,4640.21,766,-21645.73828125,4734.94,13.7895
36.9808,3835000,767,4723.61,767,-22431.439453125,4804.06,14.251
37.3497,3840000,768,4336.47,768,-23576.888671875,4743.6,14.5031
36.6401,3845000,769,4591.49,769,-22410.818359375,4713.84,13.6694
37.3681,3850000,770,4676.16,770,-22155.96875,4609.49,15.4459
37.3116,3855000,771,4448.34,771,-22036.578125,4704.77,14.5668
37.0531,3860000,772,4654.85,772,-20266.337890625,4817.76,15.9257
37.1705,3865000,773,4615.54,773,-23046.060546875,4652.71,13.7467
36.8999,3870000,774,4699.57,774,-22742.595703125,4753.29,14.2111
36.3055,3875000,775,4771.85,775,-21799.53125,4902.24,14.426
